Block,Time,CHAMERA2,KKNP,KOTESHWR,RAPPD,RSTPSU7,SASAN,TALA,CHAMERA1,DHAULIGNGA,FSTPP I & II,KHSTPP-II,NNTPP,PARBATI2,RAPPC,SALAL,VALLURNTECL,AURY_LF,CHAMERA3,DULHASTI,KISHANGANGA,NAPP,RSTPSU1TO6,DADRI_LF,DADRT2,KUDGI,NLCTS2EXP,PARBATI3,RAPPB,RIHAND1,TANAKPUR,TEHRI,TelanganaSTPP,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI2,ANTA_LF,KGSU3AND4,SIMHST1,SIMHST2,SINGRAULI,AURY_GF,BSIUL,JHAJJAR,KGSU1AND2,MAPS,NJPC,NLCEXP,NLCIIST1,RAMPUR,RIHAND3,TALST2,TANDA2,UNCHAHAR3,DADRI_CRF,DADRI_GF,DADRI_RF,BRBCL,KHSTPP-I,KKNPPU2,NLCIIST2,ANTA_GF,AURY_CRF,KOLDAM,NTPL,RIHAND2,SEWA2,SINGRAULI_HYDRO,TEHRIPSP,URI,ANTA_CRF,ANTA_RF,AURY_RF
6,01:15-01:30,47.12,0,40.57,23.87,0,266.62,26.45,42.15,42.46,18.76,98.87,0,12.66,65.1,69.72,0,0,33.94,55.38,6.96,23.98,0,23.71,589.38,0,0,38.65,0,98.32,13.06,65.38,0,21.65,45,3.22,37.42,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,51.96,80.78

7,01:30-01:45,47.12,0,40.57,23.87,0,266.62,26.02,42.15,42.46,18.76,98.87,0,12.66,65.1,69.72,0,0,33.94,55.38,6.96,23.98,0,23.71,589.38,0,0,38.65,0,98.32,13.06,65.38,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,51.96,80.78

8,01:45-02:00,47.12,0,40.57,23.87,0,266.62,26.02,42.15,42.46,18.76,98.87,0,12.66,65.1,69.72,0,0,33.94,55.38,6.96,23.98,0,23.71,589.38,0,0,38.65,0,98.32,13.06,65.38,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,51.96,80.78

9,02:00-02:15,47.12,0,40.57,23.87,0,266.62,26.02,42.15,42.46,18.76,98.87,0,12.66,65.1,69.72,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,35.68,0,98.32,13.06,65.38,0,21.65,45,3.22,37.42,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,51.96,80.78

10,02:15-02:30,47.12,0,40.57,23.87,0,266.62,26.02,42.15,42.46,18.76,98.87,0,12.66,65.1,69.72,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,35.68,0,98.32,13.06,65.38,0,21.65,45,3.22,37.42,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,51.96,80.78

11,02:30-02:45,47.12,0,22.54,23.87,0,266.62,26.02,42.15,42.46,18.76,98.87,0,12.66,65.1,69.72,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,22.3,0,98.32,13.06,65.38,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,51.96,80.78

12,02:45-03:00,47.12,0,20.51,23.87,0,266.62,26.02,42.15,42.46,18.76,98.87,0,12.66,65.1,69.72,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,22.3,0,98.32,13.06,65.38,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,51.96,80.78

13,03:00-03:15,47.12,0,20.29,23.87,0,266.62,26.02,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,22.3,0,98.32,9.99,65.38,0,21.65,45,3.22,37.42,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,52.59,80.78

14,03:15-03:30,47.12,0,20.29,23.87,0,266.62,26.02,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,32.71,0,98.32,9.99,65.38,0,21.65,45,3.22,37.42,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,52.59,80.78

15,03:30-03:45,47.12,0,20.29,23.87,0,266.62,26.02,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,38.06,0,98.32,9.99,65.38,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,52.59,80.78

16,03:45-04:00,47.12,0,20.29,23.87,0,266.62,26.02,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,38.06,0,98.32,9.99,65.38,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,52.59,80.78

17,04:00-04:15,47.12,0,20.29,23.87,0,266.62,26.02,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,38.06,0,98.32,9.99,65.38,0,21.65,45,3.22,37.42,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,52.59,80.78

18,04:15-04:30,47.12,0,20.29,23.87,0,266.62,26.02,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,38.06,0,98.32,9.99,65.38,0,21.65,45,3.22,37.42,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,52.59,80.78

19,04:30-04:45,47.12,0,20.29,23.87,0,266.62,26.31,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,38.06,0,98.32,9.99,65.38,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,52.59,80.78

20,04:45-05:00,47.12,0,20.29,23.87,0,266.62,26.31,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,38.06,0,98.32,9.99,65.38,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,52.59,80.78

21,05:00-05:15,47.12,0,20.29,23.87,0,266.62,26.16,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,38.06,0,98.32,9.99,65.38,0,21.65,45,3.22,37.42,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,52.59,80.78

22,05:15-05:30,47.12,0,20.29,23.87,0,266.62,26.16,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,38.06,0,98.32,9.99,65.38,0,21.65,45,3.22,37.42,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,52.59,80.78

23,05:30-05:45,47.12,0,20.29,23.87,0,266.62,25.87,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,38.06,0,98.32,9.99,65.38,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,52.59,80.78

24,05:45-06:00,47.12,0,10.14,23.87,0,266.62,25.72,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,38.06,0,98.32,9.99,65.38,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,52.59,80.78

25,06:00-06:15,47.12,0,10.14,23.87,0,266.62,25.72,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,38.06,0,98.32,9.99,65.38,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,52.59,80.78

26,06:15-06:30,47.12,0,10.14,23.87,0,266.62,25.56,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,38.06,0,98.32,9.99,65.38,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,52.99,0,52.59,80.78

27,06:30-06:45,47.12,0,10.14,23.87,0,266.62,24.25,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,38.06,0,98.32,9.99,49.04,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,52.99,0,52.59,80.78

28,06:45-07:00,47.12,0,10.14,23.87,0,266.62,24.11,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,38.06,0,98.32,9.99,32.69,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,52.99,0,52.59,80.78

29,07:00-07:15,47.12,0,10.14,23.87,0,204.75,24.52,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,38.06,0,98.32,11.91,16.35,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,51.96,80.78

30,07:15-07:30,47.12,0,10.14,23.87,0,204.75,26.81,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,38.06,0,98.32,11.91,0,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,51.96,80.78

31,07:30-07:45,47.12,0,10.14,23.87,0,204.75,26.95,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,38.06,0,98.32,11.91,0,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,51.96,80.78

32,07:45-08:00,47.12,0,10.14,23.87,0,204.75,27.11,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,38.06,0,98.32,11.91,0,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,80.36,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,51.96,80.78

33,08:00-08:15,47.12,0,10.14,23.87,0,204.75,21.76,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,38.06,0,98.32,9.99,0,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,51.33,80.78

34,08:15-08:30,47.12,0,10.14,23.87,0,204.75,21.93,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,38.06,0,98.32,9.99,0,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,52.99,0,51.33,80.78

35,08:30-08:45,47.12,0,10.14,23.87,0,204.75,22.64,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,38.06,0,98.32,11.91,0,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,52.99,0,51.33,80.78

36,08:45-09:00,47.12,0,10.14,23.87,0,204.75,22.64,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,38.06,0,98.32,11.91,0,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,52.99,0,51.33,80.78

37,09:00-09:15,47.12,0,10.14,23.87,0,204.75,22.64,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,38.06,0,98.32,9.99,0,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,52.99,0,50.06,80.52

38,09:15-09:30,47.12,0,10.14,23.87,0,204.75,22.81,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,38.06,0,98.32,9.99,0,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,50.06,80.52

39,09:30-09:45,47.12,0,10.14,23.87,0,230.62,22.96,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,38.06,0,98.32,9.99,0,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,50.06,80.52

40,09:45-10:00,47.12,0,10.14,23.87,0,241.88,22.96,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,38.06,0,98.32,9.99,0,0,21.65,45,3.22,30.39,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,50.06,80.52

41,10:00-10:15,47.12,0,10.14,23.87,0,253.12,22.96,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,31.22,0,98.32,9.99,0,0,21.65,45,3.22,23.38,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,50.06,80.52

42,10:15-10:30,47.12,0,10.14,23.87,0,264.38,22.96,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,31.22,0,98.32,9.99,0,0,21.65,45,3.22,23.38,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,52.99,0,50.06,80.52

43,10:30-10:45,47.12,0,10.14,23.87,0,273.38,22.96,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,31.22,0,98.32,9.86,0,0,21.65,45,3.22,23.38,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,52.99,0,50.06,80.52

44,10:45-11:00,47.12,0,4.73,23.87,0,273.38,22.96,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,33.94,55.38,6.96,23.98,0,23.71,689.38,0,0,31.22,0,98.32,9.86,0,0,21.65,45,3.22,23.38,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,50.06,80.52

45,11:00-11:15,47.12,0,0,23.87,0,273.38,22.96,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,20.81,55.38,6.96,23.98,0,23.71,689.38,0,0,31.22,0,98.32,9.86,0,0,21.65,45,3.22,23.38,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,49.43,79.87

46,11:15-11:30,47.12,0,0,23.87,0,273.38,22.96,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,20.81,55.38,6.96,23.98,0,23.71,689.38,0,0,31.22,0,98.32,9.86,0,0,21.65,45,3.22,23.38,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,49.43,79.87

47,11:30-11:45,47.12,0,0,23.87,0,273.38,23.02,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,20.81,55.38,6.96,23.98,0,23.71,689.38,0,0,31.22,0,98.32,9.86,0,0,21.65,45,3.22,23.38,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,49.43,79.87

48,11:45-12:00,47.12,0,0,23.87,0,273.38,23.02,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,20.81,55.38,6.96,23.98,0,23.71,689.38,0,0,31.22,0,98.32,9.86,0,0,21.65,45,3.22,23.38,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,49.43,79.87

49,12:00-12:15,47.12,0,0,23.87,0,273.38,23.02,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,20.81,55.38,6.96,23.98,0,23.71,689.38,0,0,31.22,0,98.32,9.86,0,0,21.65,45,3.22,23.38,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,48.8,79.87

50,12:15-12:30,47.12,0,10.14,23.87,0,273.38,23.02,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,20.81,55.38,6.96,23.98,0,23.71,689.38,0,0,31.22,0,98.32,9.86,0,0,21.65,45,3.22,23.38,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,48.8,79.87

51,12:30-12:45,47.12,0,10.14,23.87,0,279.18,28.22,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,20.81,55.38,6.96,23.98,0,23.71,689.38,0,0,31.22,0,98.32,9.86,0,0,21.65,45,3.22,23.38,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,48.8,79.22

52,12:45-13:00,31.4,0,10.14,23.87,0,279.18,28.22,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,20.81,55.38,6.96,23.98,0,23.71,689.38,0,0,31.22,0,98.32,9.86,0,0,21.65,45,3.22,23.38,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,48.8,79.22

53,13:00-13:15,31.4,0,10.14,23.87,0,279.18,28.22,42.15,42.46,18.76,98.87,0,12.66,65.1,66.23,0,0,20.81,55.38,6.96,23.98,0,23.71,689.38,0,0,33.45,0,98.32,9.86,0,0,21.65,45,3.22,23.38,0,0,0,0,74.94,0,19.56,667.25,0,0,175.79,0,0,5.7,130.84,0,5.73,27.69,0,0,79.04,24.99,45.53,0,0,0,0,8.62,0,125.27,12.22,0,0,48.57,0,48.8,79.22

