Block,Time,NAPP,SIMHST2,SINGRAULI_HYDRO,TANDA2,ANTA_RF,CHAMERA3,KGSU1AND2,KUDGI,RAPPB,RIHAND3,URI2,ANTA_CRF,DADRI_LF,DADRT2,DHAULIGNGA,FSTPP I & II,RIHAND2,RSTPSU1TO6,RSTPSU7,SALAL,SIMHST1,TANAKPUR,AURY_CRF,DADRI_GF,KHSTPP-II,KOLDAM,NLCTS2EXP,NNTPP,PARBATI3,TALA,TelanganaSTPP,UNCHAHAR2,UNCHAHAR3,AURY_RF,KKNPPU2,KOTESHWR,SEWA2,SINGRAULI,TEHRI,CHAMERA1,JHAJJAR,KHSTPP-I,KISHANGANGA,MAPS,NJPC,NTPL,RAPPC,VALLURNTECL,ANTA_LF,AURY_GF,DADRI_RF,BRBCL,DULHASTI,KKNP,NLCEXP,NLCIIST2,SASAN,UNCHAHAR4,ANTA_GF,AURY_LF,BSIUL,CHAMERA2,KGSU3AND4,NLCIIST1,RAMPUR,RIHAND1,TALST2,UNCHAHAR1,URI,DADRI_CRF
59,14:30-14:45,46.3,0,0,2.89,46.48,10.69,0,0,0,127.6,32.51,0,0,686.07,40.4,20.8,121.71,0,0,63.92,0,6.4,0,0,98.87,4.01,0,0,15.46,12.09,0,19.62,0,77.58,0,28.98,0,141.78,76.9,0,608.81,44.92,1.44,0,141.22,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,0,13.43,0,0,3.08,47.33,0,20.96,37.53,0

60,14:45-15:00,46.3,0,0,2.89,46.48,10.69,0,0,0,127.6,32.51,0,0,686.07,40.4,20.8,121.71,0,0,83.67,0,3.85,0,0,98.87,4.01,0,0,15.46,12.09,0,19.62,0,77.58,0,28.98,0,141.78,76.9,0,608.81,44.92,1.44,0,141.22,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,0,13.43,0,0,3.08,47.33,0,20.96,37.53,0

61,15:00-15:15,46.3,0,0,2.89,46.48,10.69,0,0,0,127.6,32.51,0,0,686.07,40.4,20.8,121.71,0,0,83.67,0,3.85,0,0,98.87,4.01,0,0,15.46,12.09,0,19.62,0,77.58,0,28.98,0,141.78,76.9,0,608.81,44.92,1.44,0,141.22,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,0,13.43,0,0,3.08,47.33,0,20.96,37.53,0

62,15:15-15:30,46.3,0,0,2.89,46.48,10.69,0,0,0,127.6,32.51,0,0,686.07,40.4,20.8,121.71,0,0,83.67,0,3.85,0,0,98.87,4.01,0,0,15.46,12.09,0,19.62,0,77.58,0,28.98,0,141.78,76.9,0,608.81,44.92,1.44,0,141.22,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,6.52,13.43,0,0,3.08,47.33,0,20.96,37.53,0

63,15:30-15:45,46.3,0,0,2.89,46.48,10.69,0,0,0,127.6,29.56,0,0,686.07,40.4,20.8,121.71,0,0,83.67,0,10.89,0,0,98.87,4.01,0,0,15.46,12.52,0,19.62,0,77.58,0,28.98,0,141.78,76.9,0,608.81,44.92,1.44,0,141.22,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,6.52,13.43,0,0,3.08,47.33,0,20.96,41.95,0

64,15:45-16:00,46.3,0,0,2.89,46.48,10.69,0,0,0,127.6,29.56,0,0,686.07,40.4,20.8,121.71,0,0,83.67,0,11.91,0,0,98.87,4.01,0,0,15.46,12.52,0,19.62,0,77.58,0,28.98,0,141.78,76.9,0,608.81,44.92,1.44,0,108.64,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,6.52,13.43,0,0,2.36,47.33,0,20.96,41.95,0

65,16:00-16:15,46.3,0,0,2.89,45.3,10.69,0,0,0,127.6,29.56,0,0,686.07,40.4,20.8,121.71,0,0,83.67,0,11.91,0,0,98.87,4.01,0,0,15.46,9.97,0,19.62,0,77.58,0,28.98,0,141.78,76.9,0,608.81,44.92,1.44,0,124.16,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,6.52,13.43,0,0,2.67,47.33,0,20.96,44.16,0

66,16:15-16:30,46.3,0,0,2.89,45.3,10.69,0,0,0,127.6,29.56,0,0,686.07,40.4,20.8,121.71,0,0,52.28,0,11.91,0,0,98.87,4.01,0,0,15.46,9.97,0,19.62,0,77.58,0,28.98,0,141.78,76.9,0,608.81,44.92,1.44,0,124.16,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,6.52,13.43,0,0,2.67,47.33,0,20.96,44.16,0

67,16:30-16:45,46.3,0,0,2.89,45.3,10.69,0,0,0,127.6,32.51,0,0,686.07,40.4,20.8,121.71,0,0,52.28,0,11.91,0,0,98.87,4.01,0,0,15.46,9.97,0,19.62,0,77.58,0,28.98,0,141.78,76.9,0,608.81,44.92,1.44,0,124.16,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,6.52,13.43,0,0,2.67,47.33,0,20.96,44.16,0

68,16:45-17:00,46.3,0,0,2.89,45.3,10.69,0,0,0,127.6,32.51,0,0,686.07,40.4,20.8,121.71,0,0,52.28,0,11.91,0,0,98.87,4.01,0,0,15.46,9.97,0,19.62,0,77.58,0,28.98,5.71,141.78,76.9,0,608.81,44.92,1.44,0,124.16,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,6.52,13.43,0,0,2.67,47.33,0,20.96,44.16,0

69,17:00-17:15,46.3,0,0,2.89,45.3,10.69,0,0,0,127.6,32.51,0,0,686.07,40.4,20.8,121.71,0,0,52.28,0,11.91,0,0,98.87,4.01,0,0,3.51,9.97,0,19.62,0,77.58,0,38.64,5.79,141.78,76.9,0,608.81,44.92,1.44,0,124.16,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,6.52,13.43,0,0,2.67,47.33,0,20.96,44.16,0

70,17:15-17:30,46.3,0,0,2.89,45.3,10.69,0,0,0,127.6,32.51,0,0,686.07,40.4,20.8,121.71,0,0,52.28,0,11.91,0,0,98.87,4.01,0,0,3.51,9.85,0,19.62,0,77.58,0,38.64,11.58,141.78,76.9,0,608.81,44.92,1.44,0,124.16,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,6.52,13.43,0,0,2.67,47.33,0,20.96,44.16,0

71,17:30-17:45,46.3,0,0,2.89,45.3,10.69,0,0,0,127.6,26.6,0,0,686.07,40.4,20.8,121.71,0,0,65.07,0,11.91,0,0,98.87,4.01,0,0,3.51,9.62,0,19.62,0,77.58,0,38.64,11.58,141.78,76.9,13.43,608.81,44.92,1.44,0,124.16,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,6.52,13.43,0,0,2.67,47.33,0,20.96,44.16,0

72,17:45-18:00,46.3,0,0,2.89,45.3,21.37,0,0,0,127.6,26.6,0,0,686.07,40.4,20.8,121.71,0,0,65.07,0,11.91,0,0,98.87,4.01,0,0,3.51,9.11,0,19.62,0,77.58,0,38.64,11.58,141.78,76.9,14.05,608.81,44.92,1.44,0,124.16,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,6.52,13.43,0,0,2.67,47.33,0,20.96,44.16,0

73,18:00-18:15,46.3,0,0,2.89,45.89,21.37,0,0,0,127.6,26.6,0,0,686.07,40.4,20.8,121.71,0,0,65.07,0,11.91,0,0,98.87,4.01,0,0,11.24,9.06,0,19.62,0,77.58,0,38.64,17.37,141.78,76.9,28.1,608.81,44.92,1.44,0,124.16,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,6.52,28.34,0,0,2.67,47.33,0,20.96,44.16,0

74,18:15-18:30,46.3,0,0,2.89,45.89,32.08,0,0,0,127.6,26.6,0,0,686.07,40.4,20.8,121.71,0,0,65.07,0,11.91,0,0,98.87,4.01,0,0,54.11,9.06,0,19.62,0,77.58,0,38.64,17.37,141.78,76.9,42.15,608.81,44.92,2.88,0,167.1,0,60.38,0,0,0,97.79,15,53.79,0,0,0,225,1.62,0,0,6.52,28.34,0,0,3.54,47.33,0,20.96,44.16,0

75,18:30-18:45,46.3,0,0,1.55,45.89,33.74,0,0,0,127.6,32.51,0,0,686.07,41.42,20.8,121.71,0,0,65.07,0,11.91,0,0,98.87,4.01,0,0,54.11,9.06,0,19.62,0,77.58,0,42.94,17.37,141.78,76.9,42.15,608.81,44.92,4.32,0,168.66,0,60.38,0,0,0,97.79,14.99,55.08,0,0,0,225,1.62,0,0,19.56,45.65,0,0,3.62,47.33,0,20.96,44.16,0

76,18:45-19:00,46.3,0,0,1.55,46.24,33.74,0,0,0,127.6,32.51,0,0,686.07,41.42,20.8,121.71,0,0,65.07,0,11.91,0,0,98.87,4.01,0,0,54.11,9.06,0,19.62,0,77.58,0,42.94,17.37,141.78,76.9,42.15,608.81,44.92,4.32,0,168.66,0,60.38,0,0,0,97.79,14.99,55.08,0,0,0,225,1.62,0,0,19.56,45.65,0,0,3.62,47.33,0,20.96,44.16,0

77,19:00-19:15,46.3,0,0,1.55,46.48,33.74,0,0,0,127.6,26.6,0,0,686.07,41.42,20.8,121.71,0,0,65.07,0,11.91,0,0,98.87,4.01,0,0,54.11,8.64,0,18.31,0,77.58,0,42.94,17.37,141.78,76.9,42.15,608.81,44.92,4.32,0,168.66,0,60.38,0,0,0,97.79,14.99,55.08,0,0,0,225,0,0,0,19.56,45.65,0,0,3.62,47.33,0,20.96,44.16,0

78,19:15-19:30,46.3,0,0,1.55,46.48,33.74,0,0,0,127.6,26.6,0,0,686.07,41.42,20.8,121.71,0,0,65.07,0,11.91,0,0,98.87,4.01,0,0,54.11,9,0,18.31,0,77.58,0,42.94,17.37,141.78,76.9,42.15,608.81,44.92,4.32,0,168.66,0,60.38,0,0,0,97.79,14.99,55.08,0,0,0,225,0,0,0,19.56,45.65,0,0,3.62,47.33,0,20.96,44.16,0

79,19:30-19:45,46.3,0,0,1.55,46.48,33.74,0,0,0,127.6,26.6,0,0,686.07,41.42,20.8,121.71,0,0,65.07,0,11.91,0,0,98.87,4.01,0,0,54.11,8.53,0,18.31,0,77.58,0,42.94,17.37,141.78,76.9,42.15,608.81,44.92,4.32,0,168.66,0,60.38,0,0,0,97.79,14.99,55.08,0,0,0,225,0,0,0,19.56,45.65,0,0,3.62,47.33,0,20.96,44.16,0

80,19:45-20:00,46.3,0,0,1.55,46.48,33.74,0,0,0,127.6,26.6,0,0,686.07,41.42,20.8,121.71,0,0,65.07,0,11.91,0,0,98.87,4.01,0,0,21.08,8.58,0,18.31,0,77.58,0,42.94,17.37,141.78,76.9,42.15,608.81,44.92,4.32,0,168.66,0,60.38,0,0,0,97.79,14.99,55.08,0,0,0,225,0,0,0,19.56,45.65,0,0,3.62,47.33,0,20.96,44.16,0

81,20:00-20:15,46.3,0,0,1.55,46.48,33.74,0,0,0,127.6,26.6,0,0,686.07,41.42,20.8,121.71,0,0,65.07,0,11.91,0,0,98.87,4.01,0,0,3.94,8.64,0,18.31,0,77.58,0,42.94,17.37,141.78,76.9,42.15,608.81,44.92,4.32,0,168.66,0,60.38,0,0,0,97.79,14.99,55.08,0,0,0,225,0,0,0,19.56,45.65,0,0,3.62,47.33,0,20.96,44.16,0

82,20:15-20:30,46.3,0,0,1.55,46.48,33.74,0,0,0,127.6,26.6,0,0,686.07,41.42,20.8,121.71,0,0,65.07,0,11.91,0,0,98.87,4.01,0,0,3.94,8.7,0,18.31,0,77.58,0,42.94,17.37,141.78,76.9,42.15,608.81,44.92,4.32,0,168.66,0,60.38,0,0,0,97.79,14.99,55.08,0,0,0,225,0,0,0,19.56,45.65,0,0,3.62,47.33,0,20.96,44.16,0

83,20:30-20:45,46.3,0,0,1.55,46.48,32.08,0,0,0,127.6,32.51,0,0,686.07,40.4,20.8,121.71,0,0,65.07,0,11.91,0,0,98.87,4.01,0,0,15.46,8.84,0,18.31,0,77.58,0,38.64,16.12,141.78,76.9,42.15,608.81,44.92,4.32,0,167.1,0,60.38,0,0,0,97.79,14.99,53.79,0,0,0,225,0,0,0,1.1,44.22,0,0,3.54,47.33,0,20.96,44.16,0

84,20:45-21:00,46.3,0,0,1.55,46.48,32.08,0,0,0,127.6,32.51,0,0,686.07,40.4,20.8,121.71,0,0,65.07,0,11.91,0,0,98.87,4.01,0,0,15.46,8.96,0,18.31,0,77.58,0,38.64,16.12,141.78,76.9,42.15,608.81,44.92,4.32,0,167.1,0,60.38,0,0,0,97.79,14.99,53.79,0,0,0,225,0,0,0,1.1,44.22,0,0,3.54,47.33,0,20.96,44.16,0

85,21:00-21:15,46.3,0,0,1.55,46.48,32.08,0,0,0,127.6,32.51,0,0,686.07,40.4,20.8,121.71,0,0,65.07,0,11.91,0,0,98.87,4.01,0,0,15.46,9.03,0,18.31,0,77.58,0,38.64,16.12,141.78,76.9,42.15,608.81,44.92,4.32,0,167.1,0,60.38,0,0,0,97.79,14.99,53.79,0,0,0,225,1.62,0,0,1.1,44.22,0,0,3.54,47.33,0,20.96,44.16,0

86,21:15-21:30,46.3,0,0,1.55,46.48,32.08,0,0,0,127.6,32.51,0,0,686.07,40.4,20.8,121.71,0,0,65.07,0,11.91,0,0,98.87,4.01,0,0,15.46,9.06,0,18.31,0,77.58,0,38.64,16.12,141.78,76.9,42.15,608.81,44.92,4.32,0,167.1,0,60.38,0,0,0,97.79,14.99,53.79,0,0,0,225,1.62,0,0,1.1,44.22,0,0,3.54,47.33,0,20.96,44.16,0

87,21:30-21:45,46.3,0,0,1.55,46.48,32.08,0,0,0,127.6,32.51,0,0,686.07,40.4,20.8,121.71,0,0,65.07,0,11.91,0,0,98.87,4.01,0,0,17.56,9.9,0,18.31,0,77.58,0,38.64,17.3,141.78,76.9,42.15,608.81,44.92,4.32,0,167.1,0,60.38,0,0,0,97.79,14.99,53.79,0,0,0,225,1.47,0,0,1.1,44.22,0,0,3.54,47.33,0,20.96,42.5,0

88,21:45-22:00,46.3,0,0,1.55,46.48,32.08,0,0,0,127.6,32.51,0,0,686.07,40.4,20.8,121.71,0,0,65.07,0,11.91,0,0,98.87,4.01,0,0,17.56,9.88,0,18.31,0,77.58,0,38.64,17.37,141.78,76.9,42.15,608.81,44.92,4.32,0,167.1,0,60.38,0,0,0,97.79,14.99,53.79,0,0,0,225,1.19,0,0,2.2,44.22,0,0,3.54,47.33,0,20.96,42.5,0

89,22:00-22:15,46.3,0,0,1.55,47.07,33.74,0,0,0,127.6,29.56,0,0,686.07,41.42,20.8,121.71,0,0,65.07,0,11.91,0,0,98.87,4.01,0,0,17.56,10,0,19.62,0,77.58,0,42.94,17.37,141.78,76.9,42.15,608.81,44.92,4.32,0,168.66,0,60.38,0,0,0,97.79,14.99,55.08,0,0,0,225,1.62,0,0,19.56,45.65,0,0,3.62,47.33,0,20.96,41.95,0

90,22:15-22:30,46.3,0,0,1.55,47.07,33.74,0,0,0,127.6,29.56,0,0,686.07,41.42,20.8,121.71,0,0,65.07,0,11.91,0,0,98.87,4.01,0,0,17.56,10.14,0,19.62,0,77.58,0,42.94,17.37,141.78,76.9,42.15,608.81,44.92,4.32,0,168.66,0,60.38,0,0,0,99.17,14.99,55.08,0,0,0,225,1.62,0,0,19.56,45.65,0,0,3.62,47.33,0,20.96,41.95,0

91,22:30-22:45,46.3,0,0,1.55,47.07,33.74,0,0,0,127.6,26.6,0,0,686.07,41.42,20.8,121.71,0,0,65.07,0,11.91,0,0,98.87,4.01,0,0,17.56,10.23,0,19.62,0,77.58,0,42.94,17.37,141.78,76.9,42.15,608.81,44.92,4.32,0,168.66,0,60.38,0,0,0,99.17,14.99,55.08,0,0,0,225,1.62,0,0,19.56,45.65,0,0,3.62,47.33,0,20.96,41.95,0

92,22:45-23:00,46.3,0,0,1.55,47.07,33.74,0,0,0,127.6,26.6,0,0,686.07,41.42,20.8,121.71,0,0,65.07,0,11.91,0,0,98.87,4.01,0,0,17.56,10.29,0,19.62,0,77.58,0,42.94,17.37,141.78,76.9,42.15,608.81,44.92,4.32,0,168.66,0,60.38,0,0,0,99.17,14.99,55.08,0,0,0,225,1.62,0,0,19.56,45.65,0,0,3.62,47.33,0,20.96,41.95,0

93,23:00-23:15,46.3,0,0,1.59,48.26,32.08,0,0,0,127.6,26.6,0,0,686.07,40.4,20.8,121.71,0,0,65.07,0,11.91,0,0,98.87,4.01,0,0,17.56,10.26,0,19.62,0,77.58,0,38.64,11.58,141.78,76.9,42.15,608.81,44.92,2.88,0,139.68,0,60.38,0,0,0,99.17,14.99,53.79,0,0,0,225,1.62,0,0,6.52,44.22,0,0,3,47.33,0,20.96,43.61,0

94,23:15-23:30,46.3,0,0,1.59,48.26,32.08,0,0,0,127.6,26.6,0,0,686.07,40.4,20.8,121.71,0,0,65.07,0,11.91,0,0,98.87,4.01,0,0,17.56,10.14,0,19.62,0,77.58,0,38.64,11.58,141.78,76.9,42.15,608.81,44.92,1.44,0,139.68,0,60.38,0,0,0,99.17,14.99,53.79,0,0,0,225,1.62,0,0,6.52,44.22,0,0,3,47.33,0,20.96,43.61,0

95,23:30-23:45,46.3,0,0,1.59,48.26,32.08,0,0,0,127.6,26.6,0,0,686.07,40.4,20.8,121.71,0,0,65.07,0,11.91,0,0,98.87,4.01,0,0,17.56,10,0,19.62,0,77.58,0,38.64,11.58,141.78,76.9,42.15,608.81,44.92,1.44,0,139.68,0,60.38,0,0,0,99.17,14.99,53.79,0,0,0,225,1.62,0,0,6.52,44.22,0,0,3,47.33,0,20.96,43.61,0

96,23:45-24:00,46.3,0,0,1.59,48.26,32.08,0,0,0,127.6,26.6,0,0,686.07,40.4,20.8,121.71,0,0,65.07,0,11.91,0,0,98.87,4.01,0,0,17.56,10,0,19.62,0,77.58,0,38.64,11.58,141.78,76.9,42.15,608.81,44.92,1.44,0,139.68,0,60.38,0,0,0,99.17,14.99,53.79,0,0,0,225,1.62,0,0,6.52,44.22,0,0,3,47.33,0,20.96,43.61,0

