Block,Time,NLCIIST1,SIMHST1,TEHRI,UNCHAHAR3,ANTA_RF,DADRI_CRF,DADRI_LF,CHAMERA1,DADRT2,KOLDAM,NAPP,NLCEXP,NNTPP,RAPPC,RIHAND1,UNCHAHAR4,URI2,AURY_CRF,DADRI_GF,BRBCL,NLCTS2EXP,RSTPSU1TO6,SASAN,UNCHAHAR2,ANTA_LF,BSIUL,CHAMERA2,FSTPP I & II,NJPC,NLCIIST2,PARBATI3,RAMPUR,TALST2,VALLURNTECL,DHAULIGNGA,KHSTPP-I,KUDGI,RSTPSU7,SALAL,DADRI_RF,CHAMERA3,KGSU1AND2,KHSTPP-II,KKNP,KKNPPU2,RIHAND3,SINGRAULI,TANAKPUR,ANTA_CRF,AURY_LF,AURY_RF,DULHASTI,KGSU3AND4,KOTESHWR,MAPS,NTPL,RAPPB,SEWA2,TALA,TelanganaSTPP,ANTA_GF,JHAJJAR,KISHANGANGA,RIHAND2,SIMHST2,SINGRAULI_HYDRO,TANDA2,UNCHAHAR1,URI,AURY_GF
58,14:15-14:30,0,0,17,27.05,45.53,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,73.8,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,61.49,36.36,0,9.66,0,0,0,11.58,12.73,0,0,413.81,2.88,121.71,0,0,2.89,17.46,38.64,0

59,14:30-14:45,0,0,17,27.05,45.53,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,73.8,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,61.49,36.36,0,9.66,0,0,0,11.58,12.49,0,0,413.81,2.88,121.71,0,0,2.89,17.46,46.37,0

60,14:45-15:00,0,0,35.44,27.05,45.53,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,73.8,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,61.49,36.36,0,19.32,0,0,0,11.58,12.49,0,0,413.81,2.88,121.71,0,0,2.89,17.46,46.37,0

61,15:00-15:15,0,0,35.44,27.05,45.53,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,73.8,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,61.49,36.36,0,19.32,0,0,0,11.58,12.21,0,0,413.81,2.88,121.71,0,0,2.89,17.46,38.64,0

62,15:15-15:30,0,0,35.44,27.05,45.53,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,73.8,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,61.49,36.36,0,19.32,0,0,0,11.58,12.21,0,0,413.81,2.88,121.71,0,0,2.89,17.46,38.64,0

63,15:30-15:45,0,0,35.44,27.05,45.53,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,73.8,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,61.49,36.36,0,19.32,0,0,0,11.58,12.05,0,0,413.81,2.88,121.71,0,0,2.89,17.46,38.64,0

64,15:45-16:00,0,0,34.01,27.05,45.53,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,73.8,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,61.49,36.36,0,19.32,0,0,0,11.58,12.05,0,0,413.81,2.88,121.71,0,0,2.89,17.46,38.64,0

65,16:00-16:15,0,0,53.16,27.05,44.95,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,73.8,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,61.49,36.36,0,19.32,0,0,0,11.58,12.21,0,0,413.81,2.88,121.71,0,0,2.89,17.46,38.64,0

66,16:15-16:30,0,0,53.16,27.05,44.95,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,73.8,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,61.49,36.36,0,19.32,0,0,0,11.58,12.32,0,0,413.81,2.88,121.71,0,0,2.89,17.46,38.64,0

67,16:30-16:45,0,0,53.16,27.05,44.95,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,73.8,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,61.49,36.36,0,19.32,0,0,0,11.58,12.05,0,0,413.81,2.88,121.71,0,0,2.89,17.46,38.64,0

68,16:45-17:00,0,0,53.16,27.05,44.95,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,73.8,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,61.49,36.36,0,19.32,0,0,0,11.58,12.21,0,0,413.81,2.88,121.71,0,0,2.89,17.46,38.64,0

69,17:00-17:15,0,0,53.16,27.05,44.95,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,73.8,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,61.49,36.36,0,19.32,0,0,0,11.58,12.21,0,0,413.81,2.88,121.71,0,0,2.89,17.46,38.64,0

70,17:15-17:30,0,0,53.16,27.05,44.95,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,7.03,3.54,0,0,40.4,38.24,0,0,77.85,76.64,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,61.49,36.36,0,19.32,0,0,0,11.58,12.02,0,0,413.81,2.88,121.71,0,0,2.89,17.46,38.64,0

71,17:30-17:45,0,0,70.87,27.05,44.95,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,7.03,3.54,0,0,40.4,38.24,0,0,77.85,76.64,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,61.49,36.36,0,19.32,0,0,0,11.58,11.76,0,0,413.81,2.88,121.71,0,0,2.89,17.46,38.64,0

72,17:45-18:00,0,0,70.87,27.05,44.95,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,7.03,3.54,0,0,40.4,38.24,0,0,77.85,76.64,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,61.49,36.36,0,28.98,0,0,0,11.58,11.7,0,0,413.81,2.88,121.71,0,0,2.89,17.46,38.64,0

73,18:00-18:15,0,0,70.87,27.05,44.95,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,12.65,3.54,0,0,40.4,38.24,0,0,77.85,76.64,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,61.49,36.36,0,28.98,0,0,0,11.58,11.47,0,0,413.81,2.88,121.71,0,0,2.89,17.46,38.64,0

74,18:15-18:30,0,0,70.87,27.05,44.95,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,36.54,3.54,0,0,40.4,38.24,0,0,77.85,76.64,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,60.89,36.36,0,38.64,0,0,0,11.58,8.23,0,0,413.81,2.88,121.71,0,0,2.89,17.46,38.64,0

75,18:30-18:45,0,0,70.87,27.05,44.95,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,0,44.22,14.3,167.1,0,36.54,3.54,0,0,40.4,38.24,0,0,77.85,76.64,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,60.89,36.36,0,38.64,0,0,0,14.8,8.68,0,0,413.81,4.32,121.71,0,0,2.89,17.46,38.64,0

76,18:45-19:00,0,0,70.87,27.05,44.95,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,21.34,0,20.21,45.65,14.3,168.66,0,36.54,3.62,0,0,41.42,38.24,0,0,77.85,76.64,33.74,0,136.37,0,0,127.6,101.27,12.68,0,0,60.89,36.36,0,42.51,0,0,0,17.37,8.23,0,0,413.81,4.32,121.71,0,0,2.89,17.46,38.64,0

77,19:00-19:15,0,0,70.87,27.05,46.48,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,20.69,0,20.21,45.65,14.3,168.66,0,36.54,3.62,0,0,41.42,38.24,0,0,77.85,76.64,33.74,0,136.37,0,0,127.6,101.27,12.68,0,0,60.89,36.36,0,42.51,0,0,0,17.37,8.37,0,0,413.81,4.32,121.71,0,0,2.89,17.46,38.64,0

78,19:15-19:30,0,0,70.87,27.05,46.48,0,0,42.15,686.07,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,20.69,0,20.21,45.65,14.3,168.66,0,36.54,3.62,0,0,41.42,38.24,0,0,77.85,76.64,33.74,0,136.37,0,0,127.6,101.27,12.68,0,0,60.89,36.36,0,42.51,0,0,0,17.37,8.37,0,0,413.81,4.32,121.71,0,0,2.89,17.46,38.64,0

79,19:30-19:45,0,0,70.87,27.05,46.48,0,0,42.15,685.72,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,20.69,0,20.21,45.65,14.3,168.66,0,36.54,3.62,0,0,41.42,38.24,0,0,77.85,76.64,33.74,0,136.37,0,0,127.6,101.27,12.68,0,0,60.89,36.36,0,42.51,0,0,0,17.37,8.53,0,0,413.81,4.32,121.71,0,0,2.89,17.46,38.64,0

80,19:45-20:00,0,0,70.87,27.05,46.48,0,0,42.15,685.72,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,20.69,0,20.21,45.65,14.3,168.66,0,7.03,3.62,0,0,41.42,38.24,0,0,77.85,76.64,33.74,0,136.37,0,0,127.6,101.27,12.68,0,0,60.89,36.36,0,42.51,0,0,0,17.37,8.7,0,0,413.81,4.32,121.71,0,0,2.89,17.46,38.64,0

81,20:00-20:15,0,0,70.87,27.05,46.83,0,0,42.15,685.72,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,20.69,0,20.21,45.65,14.3,168.66,0,7.03,3.62,0,0,41.42,38.24,0,0,77.85,76.64,33.74,0,136.37,0,0,127.6,101.27,12.68,0,0,60.89,36.36,0,42.51,0,0,0,17.37,8.82,0,0,413.81,4.32,121.71,0,0,2.89,17.46,38.64,0

82,20:15-20:30,0,0,70.87,27.05,46.83,0,0,42.15,685.72,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,20.69,0,20.21,45.65,14.3,168.66,0,21.08,3.62,0,0,41.42,38.24,0,0,77.85,76.64,33.74,0,136.37,0,0,127.6,101.27,12.68,0,0,60.89,36.36,0,42.51,0,0,0,17.37,9.27,0,0,413.81,4.32,121.71,0,0,2.89,17.46,38.64,0

83,20:30-20:45,0,0,70.87,27.05,46.83,0,0,42.15,685.72,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,20.69,0,20.21,45.65,14.3,168.66,0,21.08,3.62,0,0,41.42,38.24,0,0,77.85,76.64,33.74,0,136.37,0,0,127.6,101.27,12.68,0,0,60.89,36.36,0,42.51,0,0,0,17.37,9.11,0,0,413.81,4.32,121.71,0,0,2.89,17.46,38.64,0

84,20:45-21:00,0,0,70.87,27.05,46.83,0,0,42.15,685.72,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,20.69,0,6.52,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,76.64,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,60.89,36.36,0,38.64,0,0,0,17.37,9.11,0,0,413.81,4.32,121.71,0,0,2.89,17.46,38.64,0

85,21:00-21:15,0,0,70.87,27.05,47.19,0,0,42.15,685.72,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,20.69,0,6.52,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,76.64,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,60.89,36.36,0,38.64,0,0,0,17.37,9.27,0,0,413.81,4.32,121.71,0,0,2.89,17.46,38.64,0

86,21:15-21:30,0,0,70.87,27.05,47.19,0,0,42.15,685.72,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,20.69,0,6.52,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,76.64,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,60.89,36.36,0,38.64,0,0,0,17.37,9.27,0,0,413.81,4.32,121.71,0,0,2.89,17.46,38.64,0

87,21:30-21:45,0,0,70.87,27.05,47.19,0,0,42.15,685.72,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,20.69,0,6.52,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,76.64,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,60.89,36.36,0,38.64,0,0,0,17.37,9.7,0,0,413.81,4.32,121.71,0,0,2.89,17.46,38.64,0

88,21:45-22:00,0,0,70.87,27.05,47.19,0,0,42.15,685.72,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,20.69,0,20.21,45.65,14.3,168.66,0,21.08,3.62,0,0,41.42,38.24,0,0,77.85,76.64,33.74,0,136.37,0,0,127.6,101.27,12.68,0,0,60.89,36.36,0,42.51,0,0,0,17.37,10.05,0,0,413.81,4.32,121.71,0,0,2.89,17.46,38.64,0

89,22:00-22:15,0,0,70.87,27.05,47.54,0,0,42.15,685.72,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,20.69,0,20.21,45.65,14.3,168.66,0,21.08,3.62,0,0,41.42,38.24,0,0,77.85,76.64,33.74,0,136.37,0,0,127.6,101.27,12.68,0,0,60.89,36.36,0,42.51,0,0,0,17.37,10.21,0,0,413.81,4.32,121.71,0,0,2.89,17.46,38.64,0

90,22:15-22:30,0,0,70.87,27.05,47.54,0,0,42.15,685.72,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,20.69,0,20.21,45.65,14.3,168.66,0,21.08,3.62,0,0,41.42,38.24,0,0,77.85,76.64,33.74,0,136.37,0,0,127.6,101.27,12.68,0,0,60.89,36.36,0,42.51,0,0,0,17.37,10.21,0,0,413.81,4.32,121.71,0,0,2.89,17.46,38.64,0

91,22:30-22:45,0,0,70.87,27.05,47.54,0,0,42.15,685.72,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,20.69,0,20.21,45.65,14.3,168.66,0,21.08,3.62,0,0,41.42,38.24,0,0,77.85,76.64,33.74,0,136.37,0,0,127.6,101.27,12.68,0,0,60.89,36.36,0,42.51,0,0,0,17.37,10.11,0,0,413.81,4.32,121.71,0,0,2.89,17.46,38.64,0

92,22:45-23:00,0,0,70.87,27.05,47.54,0,0,42.15,685.72,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,20.69,0,13.04,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,76.64,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,60.89,36.36,0,38.64,0,0,0,17.37,10.11,0,0,413.81,2.88,121.71,0,0,2.89,17.46,38.64,0

93,23:00-23:15,0,0,70.87,27.05,47.67,0,0,42.15,685.72,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,20.69,0,13.04,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,76.64,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,60.89,36.36,0,38.64,0,0,0,17.37,10.11,0,0,413.81,2.88,121.71,0,0,2.89,17.46,38.64,0

94,23:15-23:30,0,0,70.87,27.05,47.67,0,0,42.15,685.72,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,20.69,0,13.04,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,76.64,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,60.89,36.36,0,38.64,0,0,0,17.37,10.11,0,0,413.81,2.88,121.71,0,0,2.89,17.46,38.64,0

95,23:30-23:45,0,0,70.87,27.05,47.67,0,0,42.15,685.72,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,20.69,0,13.04,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,76.64,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,60.89,36.36,0,38.64,0,0,0,17.37,10.11,0,0,413.81,2.88,121.71,0,0,2.89,17.46,38.64,0

96,23:45-24:00,0,0,70.87,27.05,47.67,0,0,42.15,685.72,5.35,44.62,0,0,60.53,94.65,1.62,26.6,0,0,20.01,0,0,405,20.69,0,13.04,44.22,14.3,167.1,0,21.08,3.54,0,0,40.4,38.24,0,0,77.85,76.64,32.08,0,136.37,0,0,127.6,101.27,11.78,0,0,60.89,36.36,0,38.64,0,0,0,17.37,10.11,0,0,413.81,2.88,121.71,0,0,2.89,17.46,38.64,0

