Block,Time,SH-07,L_NR_2020_05,SH-06,L_NR_2020_06,L_NR_2021_13,L_NR_2020_07,L_NR_2021_15,L_NR_2019_07,L_NR_2019_19,L_NR_2019_11,L_NR_2021_17,LT-31,L_NR_2020_02,L_NR_2021_12,L_NR_2023_07,L_NR_2022_09,L_NR_2018_61,L_NR_2021_16,L_NR_2012_02,LT-35,L_NR_2019_05,L_NR_2022_08,L_NR_2023_10,L_NR_2012_07,LT-59,LT-36,L_NR_2021_14,L_NR_2012_01,L_NR_2023_04,L_NR_2019_06,L_NR_2022_10,LT-05,L_NR_2012_04
17,04:00-04:15,30.970000,82.96,30.970000,27.65,0,27.67,0,0,0,10.780000,0,0.000000,11.910000,0,0,63.13,7.2,0,261.860000,0.000000,0,22.99,0,74.200000,10.390000,0.000000,0,101.370000,29.750000,0,63.13,116.130000,226.440000

18,04:15-04:30,30.970000,82.65,30.970000,27.55,0,27.56,0,0,0,10.780000,0,0.000000,11.910000,0,0,63.08,7.2,0,261.860000,0.000000,0,22.37,0,74.200000,10.390000,0.000000,0,101.370000,29.750000,0,63.08,116.130000,226.440000

19,04:30-04:45,30.970000,75.04,30.970000,25.01,0,25.02,0,0,0,10.780000,0,0.000000,11.910000,0,0,62.95,7.2,0,261.860000,0.000000,0,22.28,0,74.200000,10.390000,0.000000,0,101.370000,29.750000,0,62.95,116.130000,226.440000

20,04:45-05:00,30.970000,74.94,30.970000,24.98,0,24.99,0,0,0,10.780000,0,0.000000,11.910000,0,0,56.11,7.2,0,261.860000,0.000000,0,22.14,0,74.200000,10.390000,0.000000,0,101.370000,29.750000,0,56.11,116.130000,226.440000

21,05:00-05:15,30.970000,74.89,30.970000,24.96,0,24.96,0,0,0,10.780000,0,0.000000,11.910000,0,0,55.86,7.2,0,261.860000,0.000000,0,19.44,0,74.200000,10.390000,0.000000,0,101.370000,29.800000,0,55.86,116.130000,226.440000

22,05:15-05:30,30.970000,74.64,30.970000,24.88,0,24.89,0,0,0,10.780000,0,0.000000,11.910000,0,0,54.72,7.2,0,261.860000,0.000000,0,19.63,0,74.200000,10.390000,0.000000,0,101.370000,29.800000,0,54.72,116.130000,226.440000

23,05:30-05:45,30.970000,74.58,17.800000,24.86,0,24.87,0,0,0,10.780000,0,0.000000,11.910000,0,0,54.46,7.2,0,261.860000,0.000000,0,19.85,0,74.200000,10.390000,0.000000,0,101.370000,29.800000,0,54.46,116.130000,226.440000

24,05:45-06:00,30.970000,74.94,17.800000,24.98,0.02,24.99,0,0,0.468,10.780000,0.33,0.000000,11.910000,0.11,0,62.54,7.2,0.67,261.860000,0.000000,0,19.85,0,74.200000,10.390000,0.000000,0.18,101.370000,29.800000,0,62.54,116.130000,226.440000

25,06:00-06:15,30.970000,74.89,30.970000,24.96,0.08,24.96,0.03,1.45,4.41675,10.780000,1.33,0.000000,11.530000,0.38,0.76,62.21,7.2,2.67,261.860000,0.000000,0,26.09,0.33,74.200000,10.390000,0.000000,1.66,101.370000,29.800000,7.23,62.21,116.130000,239.990000

26,06:15-06:30,30.970000,89.08,30.970000,29.69,0.33,29.71,0.38,3,9.984,10.780000,2.33,0.150000,11.530000,1.63,3.6,61.54,7.2,4.67,261.860000,0.150000,2.04,26.22,1.54,74.200000,10.390000,0.150000,3.79,101.370000,29.800000,10.33,61.54,116.130000,239.990000

27,06:30-06:45,30.970000,89.14,30.970000,29.71,1.03,29.73,1.25,8,16.29225,10.780000,2.67,0.460000,11.530000,5.17,8.48,61.06,7.2,5.33,261.860000,0.460000,5.85,26.46,3.64,74.200000,10.390000,0.470000,4.93,101.370000,29.800000,16.67,61.06,116.130000,239.990000

28,06:45-07:00,30.970000,90.28,30.970000,30.09,2.06,30.1,2.66,15,23.07825,10.780000,2,0.950000,11.530000,10.31,14.67,61.25,7.2,4,261.860000,0.950000,13.04,26.56,6.29,74.200000,10.390000,0.960000,7.23,101.370000,29.800000,26.2,61.25,116.130000,239.990000

29,07:00-07:15,30.970000,91,30.970000,30.33,3.34,30.34,4.81,22,30.7515,10.780000,3.33,1.440000,11.350000,16.72,22.43,61.25,7.2,6.67,261.860000,1.440000,22.31,26.66,9.61,74.200000,10.390000,1.470000,10.33,101.370000,29.800000,33,61.25,116.130000,239.990000

30,07:15-07:30,30.970000,91.21,30.970000,30.41,4.97,30.4,7.56,29.98,39.24375,10.780000,6,1.990000,11.350000,24.88,31.64,61.25,7.2,12,261.860000,1.990000,29.98,27.21,13.56,74.200000,10.390000,2.040000,14.43,101.370000,29.800000,29.99,61.25,116.130000,239.990000

31,07:30-07:45,30.970000,92.32,30.970000,30.77,7.35,30.77,10.84,30.67,48.789,10.780000,8.33,2.930000,11.350000,36.76,41.99,61.25,7.2,16.67,261.860000,2.930000,30.67,27.89,18,56.130000,10.390000,3.010000,19.43,101.370000,29.800000,30.66,61.25,116.130000,239.990000

32,07:45:08:00,30.970000,102.93,30.970000,34.31,10.52,34.32,14.59,30.83,58.4805,10.780000,10.33,3.750000,11.350000,52.6,53.3,62.66,6,20.67,261.860000,3.750000,30.83,27.89,22.84,56.130000,10.390000,3.850000,24.93,101.370000,29.800000,30.84,62.66,116.130000,239.990000

33,08:00-08:15,30.970000,103.7,30.970000,34.57,14.23,34.56,18.62,32.33,67.22625,10.780000,12.33,4.770000,11.170000,71.16,59.5,64.3,6,24.67,213.470000,4.770000,32.33,30.72,25.5,56.130000,10.390000,4.890000,30.77,101.370000,29.800000,32.34,64.3,116.130000,252.570000

34,08:15-08:30,30.970000,105.12,30.970000,35.04,16.86,35.05,22.59,32.33,75.4065,10.780000,14.67,5.600000,11.170000,84.3,70,67.5,6,29.33,201.640000,5.600000,32.33,30.99,30,56.130000,10.390000,5.740000,36.7,101.370000,29.750000,32.34,67.5,116.130000,252.570000

35,08:30-08:45,30.970000,106.68,30.970000,35.56,19.84,35.56,26.33,32.5,84.13275,10.780000,17,6.520000,11.170000,99.2,80.5,70.77,6,34,201.640000,6.520000,32.5,31.44,34.5,56.130000,10.390000,6.690000,42.47,101.370000,29.750000,32.5,70.77,116.130000,252.570000

36,08:45:09:00,30.970000,106.49,30.970000,35.5,24.17,35.49,29.82,32.5,92.96625,10.780000,19.66,7.440000,11.170000,120.88,91,72.69,6,39.34,201.640000,7.440000,32.5,31.99,39,56.130000,10.390000,7.620000,48.33,101.370000,30.710000,32.5,72.69,116.130000,252.570000

37,09:00:09:15,30.970000,107.19,30.970000,35.73,26.98,35.73,33.11,32.83,100.854,10.780000,22.66,8.210000,11.630000,134.92,105,73,6,45.34,201.640000,8.210000,32.83,32.19,45,56.130000,10.390000,8.420000,53.87,101.370000,30.710000,32.84,73,116.130000,252.570000

38,09:15-09:30,30.970000,108.06,30.970000,36.02,29.82,36.01,36.07,32.83,107.70825,10.780000,26,8.950000,11.630000,149.08,115.5,74.21,6,52,201.640000,8.950000,32.83,32.83,49.5,56.130000,10.390000,9.170000,59.2,101.370000,29.670000,32.84,74.21,116.130000,252.570000

39,09:30-09:45,30.970000,105.12,30.970000,35.04,32.72,35.05,36.58,33,113.685,10.780000,27.66,9.750000,11.630000,163.58,126,76.67,6,55.34,201.640000,9.750000,33,33.52,54,56.130000,10.390000,10.000000,64.2,101.370000,29.670000,33,76.67,116.130000,252.570000

40,09:45-10:00,30.970000,106.68,30.970000,35.56,35.87,35.56,38.84,33,118.5405,10.780000,29.66,10.240000,11.630000,179.37,136.5,76.67,6,59.34,201.640000,10.240000,33,34.04,58.5,56.130000,10.390000,10.500000,68.57,101.370000,30.640000,33,76.67,116.130000,252.570000

41,10:00-10:15,30.970000,106.49,30.970000,35.5,33.77,35.49,40.53,33,122.928,10.780000,31.66,10.860000,11.350000,168.84,147,76.67,6,63.34,201.640000,10.860000,33,34.34,63,56.130000,10.430000,11.140000,72.77,101.370000,30.640000,33,76.67,116.130000,252.570000

42,10:15-10:30,30.970000,107.19,30.970000,35.73,35.72,35.73,42.28,33,127.5105,10.780000,33.66,11.330000,11.350000,178.59,157.5,76.67,6,67.34,201.640000,11.330000,33,34.65,67.5,56.130000,10.430000,11.610000,76.83,101.370000,30.640000,33,76.67,116.130000,252.570000

43,10:30-10:45,30.970000,108.06,25.570000,36.02,37.51,36.01,43,33,132.04425,10.780000,36,11.680000,11.350000,187.57,164.5,76.67,6,72,201.640000,11.680000,33,34.97,70.5,56.130000,10.430000,11.970000,74.57,101.370000,30.640000,33,76.67,116.130000,252.570000

44,10:45-11:00,30.970000,109.16,25.570000,36.39,38.57,36.38,44.86,33,135.9735,10.780000,35.33,12.140000,11.350000,192.88,171.5,76.67,6,70.67,201.640000,12.140000,33,35.04,73.5,56.130000,10.430000,12.430000,77.39,101.370000,30.640000,33,76.67,116.130000,252.570000

45,11:00-11:15,30.970000,109,25.570000,36.33,40.06,36.34,32,33,138.4305,10.780000,36.33,12.460000,11.170000,200.3,175,76.67,6,72.67,201.640000,12.460000,33,34.71,75,56.130000,10.430000,12.780000,79.9,101.370000,30.640000,33,76.67,116.130000,272.170000

46,11:15-11:30,30.970000,109.6,25.570000,36.53,41.73,36.53,35,33,138.06,10.780000,36,12.700000,11.170000,208.63,178.5,76.67,6,72.01,201.640000,12.700000,33,34.9,76.5,56.130000,10.430000,13.020000,66.67,101.370000,30.640000,33,76.67,116.130000,272.170000

47,11:30-11:45,30.970000,109.39,25.570000,36.46,43.73,36.48,37,33,137.27025,10.780000,36,12.830000,11.170000,218.63,178.5,76.67,6,72,201.640000,12.830000,33,35.12,76.5,56.130000,10.430000,13.140000,70,101.370000,30.640000,33,76.67,116.130000,272.170000

48,11:45-12:00,30.970000,110.31,25.570000,36.77,38.06,36.77,38.69,33,136.6755,10.780000,36,12.830000,11.170000,190.3,178.5,76.67,6,72,201.640000,12.830000,33,35.04,76.5,56.130000,10.430000,13.140000,73.33,101.370000,30.640000,33,76.67,116.130000,272.170000

49,12:00-12:15,30.970000,109.84,18.830000,36.61,39.23,36.62,39.33,33,134.48175,10.780000,36,11.760000,10.980000,196.13,178.5,76.67,6,72,201.640000,11.760000,33,35.43,76.5,56.130000,10.430000,12.050000,76.67,101.370000,30.640000,33,76.67,116.130000,272.170000

50,12:15-12:30,30.970000,111.28,18.830000,37.09,40.06,37.09,40.04,33,131.0985,10.780000,36.33,11.810000,10.980000,200.3,178.5,76.67,6,72.67,201.640000,11.810000,33,35.79,76.5,56.130000,10.430000,12.110000,80,101.370000,30.640000,33,76.67,116.130000,272.170000

51,12:30-12:45,30.970000,120,18.830000,40,40.89,40,40.25,33,127.65675,10.780000,36.66,11.950000,10.980000,204.47,175,80,6,73.34,201.640000,11.950000,33,38.33,75,56.130000,10.430000,12.240000,82.09,101.370000,30.640000,33,80,116.130000,272.170000

52,12:45-13:00,30.970000,120,18.830000,40,40.89,40,40.4,33,125.7555,10.780000,37.33,12.030000,10.980000,204.47,175,80,6,74.67,201.640000,12.030000,33,38.33,75,56.130000,10.430000,12.340000,82.41,101.370000,30.640000,33,80,116.130000,272.170000

53,13:00-13:15,30.970000,120,25.570000,40,45,40,40.64,33,124.26375,10.780000,37.33,12.140000,11.170000,225,175,80,6.53,74.67,201.640000,12.140000,33,38.33,75,56.130000,10.430000,12.440000,82.06,101.370000,30.640000,33,80,116.130000,272.170000

54,13:15-13:30,30.970000,120,25.570000,40,45,40,41.58,33,122.655,10.780000,34,12.140000,11.170000,225,175,80,6.93,68,201.640000,12.140000,33,38.33,75,56.130000,10.430000,12.430000,81.75,101.370000,30.640000,33,80,116.130000,272.170000

55,13:30-13:45,30.970000,120,18.830000,40,45,40,44.5,33,120.198,10.780000,33.33,11.950000,11.170000,225,168,80,7.14,66.67,261.860000,11.950000,33,38.33,72,56.130000,10.430000,12.250000,81.34,101.370000,30.640000,33,80,116.130000,272.170000

56,13:45-14:00,30.970000,115,18.830000,38.33,45,38.34,44.5,33,116.87325,10.780000,32.66,11.660000,11.170000,225,168,78.33,7.41,65.34,261.860000,11.660000,33,36.67,72,56.130000,10.430000,11.950000,80.18,101.370000,30.640000,33,78.33,116.130000,272.170000

57,14:00-14:15,30.970000,115,13.930000,38.33,45,38.34,43,33,112.17375,10.780000,33,11.250000,11.350000,225,168,78.33,15.08,66,261.860000,11.250000,33,36.67,72,61.930000,10.430000,11.540000,79.59,101.370000,30.640000,33,78.33,116.130000,272.170000

58,14:15-14:30,30.970000,115,13.930000,38.33,44.17,38.34,41.5,33,107.37675,10.780000,33,10.990000,11.350000,220.83,164.5,78.33,15.52,66,261.860000,10.990000,33,36.67,70.5,74.200000,10.430000,11.270000,78.15,101.370000,30.640000,33,78.33,116.130000,272.170000

59,14:30-14:45,30.970000,115,13.930000,38.33,43.02,38.34,41,33,101.72175,10.780000,32.66,11.490000,11.350000,215.12,161,78.33,15.72,65.34,261.860000,11.490000,33,36.67,69,74.200000,10.430000,11.780000,76.14,101.370000,30.640000,33,78.33,116.130000,272.170000

60,14:45-15:00,30.970000,115,13.930000,38.33,41.36,38.34,39,33,93.39525,10.780000,32.33,11.060000,11.350000,206.83,154,78.33,16.14,64.68,261.860000,11.060000,33,36.67,66,74.200000,10.430000,11.340000,73.13,101.370000,30.640000,33,78.33,116.130000,272.170000

61,15:00-15:15,30.970000,115,13.930000,38.33,43.01,38.34,37.21,33,85.8585,10.780000,30.33,10.740000,11.530000,215.04,147,78.33,16.51,60.67,261.860000,10.740000,33,36.67,63,74.200000,10.430000,11.010000,69.87,101.370000,30.640000,33,78.33,116.130000,272.170000

62,15:15-15:30,30.970000,115,13.930000,38.33,40.75,38.34,36.2,33,79.76475,10.780000,28.33,10.180000,11.530000,203.78,140,78.33,16.51,56.67,261.860000,10.180000,33,36.67,60,74.200000,10.430000,10.440000,66.33,101.370000,30.640000,33,78.33,116.130000,272.170000

63,15:30-15:45,29.030000,90,0.000000,30,38.13,30,34.82,33,72.813,10.780000,27,9.640000,11.530000,190.64,129.5,78.33,17.06,54,261.860000,9.640000,33,27.32,55.5,74.200000,10.430000,9.880000,66.33,101.370000,30.640000,33,78.33,116.130000,272.170000

64,15:45-16:00,29.030000,90,0.000000,30,35.04,30,33.09,33,65.15925,10.780000,25.33,9.050000,11.530000,175.23,119,78.33,16.66,50.67,261.860000,9.050000,33,27.26,51,74.200000,10.430000,9.280000,62.04,101.370000,30.640000,33,78.33,116.130000,272.170000

65,16:00-16:15,29.030000,90,0.000000,30,32.21,30,30.87,33,57.67125,10.780000,24,8.360000,11.910000,161.05,105,78.33,16.06,48,261.860000,8.360000,33,27.41,45,74.200000,10.430000,8.570000,56.89,101.370000,30.640000,33,78.33,116.130000,272.170000

66,16:15-16:30,29.030000,90,0.000000,30,29.06,30,28.4,33,50.1735,10.780000,21.33,7.560000,11.910000,145.29,91,78.33,15.67,42.67,261.860000,7.560000,33,27.43,39,74.200000,10.430000,7.750000,52.11,101.370000,30.640000,33,78.33,116.130000,272.170000

67,16:30-16:45,29.030000,90,0.000000,30,25.71,30,25.75,33,42.75375,10.780000,19,6.680000,11.910000,128.53,84,78.33,7.4,38,261.860000,6.680000,20.87,27.4,36,74.200000,10.430000,6.850000,46.83,101.370000,30.640000,33,78.33,116.130000,272.170000

68,16:45-17:00,29.030000,90,0.000000,30,22.56,30,22.68,25,35.529,10.780000,18.33,5.840000,11.910000,112.79,73.5,78.33,7.4,36.67,261.860000,5.840000,10.97,27.42,31.5,74.200000,10.430000,5.990000,40.92,101.370000,30.640000,33,78.33,116.130000,272.170000

69,17:00-17:15,29.030000,97.62,0.000000,32.54,19.51,32.55,19.41,20,28.314,10.780000,16.33,5.120000,11.910000,97.54,66.5,78.33,7.4,32.67,261.860000,5.120000,4.08,35.22,28.5,74.200000,10.430000,5.240000,35.07,101.370000,30.640000,33,78.33,116.130000,272.170000

70,17:15-17:30,29.030000,96.97,0.000000,32.33,16.65,32.32,17,15,21.71325,10.780000,13.67,4.210000,11.910000,83.28,59.5,78.33,7.4,27.33,261.860000,4.210000,0.58,34.88,25.5,74.200000,10.430000,4.320000,29.66,101.370000,30.640000,33,78.33,116.130000,272.170000

71,17:30-17:45,29.030000,97.43,0.000000,32.48,13.81,32.46,15,8.74,16.1265,10.780000,12.33,3.400000,11.910000,69.04,49,77.55,7.4,24.67,261.860000,3.400000,0,34.62,21,74.200000,10.430000,3.490000,24.18,101.370000,30.640000,23.52,77.55,116.130000,272.170000

72,17:45-18:00,29.030000,97.82,0.000000,32.61,10.95,32.6,11,2.7,11.2515,10.780000,9.33,2.500000,11.910000,54.75,38.5,77.38,7.4,18.67,261.860000,2.500000,0,32.87,16.5,74.200000,10.430000,2.570000,19.1,101.370000,30.640000,28.15,77.38,116.130000,272.170000

73,18:00-18:15,29.030000,97.18,0.000000,32.39,8.07,32.4,8.33,0,7.449,10.780000,7.67,1.830000,11.910000,40.35,28,76,16.01,15.33,261.860000,1.830000,0,32.42,12,74.200000,10.430000,1.880000,14.38,101.370000,30.640000,0,76,116.130000,272.170000

74,18:15-18:30,29.030000,96.77,0.000000,32.26,5.48,32.25,5.69,0,3.744,10.780000,5.67,1.300000,11.910000,27.41,21,74.85,15.47,11.33,261.860000,1.300000,0,31.52,9,74.200000,10.430000,1.330000,10.43,101.370000,30.640000,0,74.85,116.130000,272.170000

75,18:30-18:45,29.030000,103,29.030000,34.33,3.52,34.34,3.58,0,1.599,10.780000,5,0.740000,11.910000,17.58,14,72.54,14.17,10,261.860000,0.740000,0,30.84,6,74.200000,10.430000,0.750000,6.38,101.370000,30.640000,0,72.54,116.130000,272.170000

76,18:45-19:00,29.030000,101.92,29.030000,33.97,1.96,33.98,2,0,0.507,10.780000,4.33,0.320000,11.910000,9.81,7,70.14,13.65,8.67,261.860000,0.320000,0,30.1,3,74.200000,10.430000,0.320000,0.33,101.370000,29.630000,0,70.14,116.130000,272.170000

77,19:00-19:15,29.030000,100.76,29.030000,33.59,1.11,33.59,0.87,0,0,10.780000,3,0.110000,11.910000,5.55,1.3,69.49,12.35,6,261.860000,0.110000,0,28.8,0.56,74.200000,10.430000,0.120000,0.03,101.370000,29.630000,0,69.49,116.130000,272.170000

78,19:15-19:30,29.030000,76.87,29.030000,25.62,0.5,25.63,0.19,0,0,10.780000,1.67,0.000000,11.910000,2.51,0.05,67.82,7.4,3.33,261.860000,0.000000,0,21.67,0.02,74.200000,10.430000,0.000000,0,101.370000,29.630000,0,67.82,116.130000,272.170000

79,19:30-19:45,29.030000,77.07,29.030000,25.69,0.15,25.68,0,0,0,10.780000,0.33,0.000000,11.910000,0.77,0,66.68,7.4,0.67,261.860000,0.000000,0,21.29,0,74.200000,10.430000,0.000000,0,101.370000,29.630000,0,66.68,116.130000,272.170000

80,19:45-20:00,29.030000,77.57,29.030000,25.86,0.03,25.85,0,0,0,10.780000,0,0.000000,11.910000,0.15,0,65.87,7.4,0,261.860000,0.000000,0,21.03,0,74.200000,10.430000,0.000000,0,101.370000,29.630000,0,65.87,116.130000,272.170000

81,20:00-20:15,29.030000,77.9,29.030000,25.97,0,25.96,0,0,0,10.780000,0,0.000000,11.910000,0.03,0,64.12,7.4,0,261.860000,0.000000,0,20.61,0,74.200000,10.430000,0.000000,0,101.370000,29.670000,0,64.12,116.130000,272.170000

82,20:15-20:30,29.030000,78.12,29.030000,26.04,0,26.04,0,0,0,10.780000,0,0.000000,11.910000,0,0,63.75,7.4,0,261.860000,0.000000,0,20.11,0,74.200000,10.430000,0.000000,0,101.370000,29.670000,0,63.75,116.130000,272.170000

83,20:30-20:45,29.030000,78.44,29.030000,26.15,0,26.15,0,0,0,10.780000,0,0.000000,11.910000,0,0,63.86,7.4,0,261.860000,0.000000,0,19.73,0,74.200000,10.430000,0.000000,0,101.370000,30.640000,0,63.86,116.130000,272.170000

84,20:45-21:00,29.030000,78.61,29.030000,26.2,0,26.21,0,0,0,10.780000,0,0.000000,11.910000,0,0,62.65,7.4,0,261.860000,0.000000,0,19.69,0,74.200000,10.430000,0.000000,0,101.370000,30.640000,0,62.65,116.130000,272.170000

85,21:00-21:15,29.510000,79.48,29.510000,26.49,0,26.5,0,0,0,10.780000,0,0.000000,11.910000,0,0,65.84,7.4,0,261.860000,0.000000,0,27.22,0,74.200000,10.430000,0.000000,0,101.370000,31.640000,0,65.84,116.130000,272.170000

86,21:15-21:30,29.510000,82.82,29.510000,27.61,0,27.61,0,0,0,10.780000,0,0.000000,11.910000,0,0,63.96,7.4,0,261.860000,0.000000,0,26.55,0,74.200000,10.430000,0.000000,0,101.370000,31.640000,0,63.96,116.130000,272.170000

87,21:30-21:45,29.510000,83.32,29.510000,27.77,0,27.79,0,0,0,10.780000,0,0.000000,11.910000,0,0,57.18,7.4,0,261.860000,0.000000,0,26.22,0,74.200000,10.430000,0.000000,0,101.370000,31.640000,0,57.18,116.130000,272.170000

88,21:45-22:00,29.510000,83.8,29.510000,27.93,0,27.94,0,0,0,10.780000,0,0.000000,11.910000,0,0,57.35,7.4,0,261.860000,0.000000,0,25.55,0,74.200000,10.430000,0.000000,0,101.370000,31.730000,0,57.35,116.130000,272.170000

89,22:00-22:15,29.510000,84.32,29.510000,28.11,0,28.11,0,0,0,10.780000,0,0.000000,11.910000,0,0,58.86,7.4,0,261.860000,0.000000,0,25.1,0,74.200000,10.430000,0.000000,0,101.370000,31.730000,0,58.86,116.130000,272.170000

90,22:15-22:30,29.510000,84.82,29.510000,28.27,0,28.29,0,0,0,10.780000,0,0.000000,11.910000,0,0,58.93,7.4,0,261.860000,0.000000,0,25.06,0,74.200000,10.430000,0.000000,0,101.370000,31.730000,0,58.93,116.130000,272.170000

91,22:30-22:45,29.510000,85.82,29.510000,28.61,0,28.61,0,0,0,10.780000,0,0.000000,11.910000,0,0,60.15,7.4,0,261.860000,0.000000,0,25.08,0,74.200000,10.430000,0.000000,0,101.370000,31.730000,0,60.15,116.130000,272.170000

92,22:45-23:00,29.510000,86.65,29.510000,28.88,0,28.89,0,0,0,10.780000,0,0.000000,11.910000,0,0,65.53,7.4,0,261.860000,0.000000,0,25.17,0,74.200000,10.430000,0.000000,0,101.370000,31.730000,0,65.53,116.130000,272.170000

93,23:00-23:15,29.510000,87.82,29.510000,29.27,0,29.29,0,0,0,10.780000,0,0.000000,11.910000,0,0,66.41,18.06,0,261.860000,0.000000,0,25.07,0,74.200000,10.430000,0.000000,0,101.370000,29.800000,0,66.41,116.130000,272.170000

94,23:15-23:30,29.510000,88.26,29.510000,29.42,0,29.42,0,0,0,10.780000,0,0.000000,11.910000,0,0,67.29,18.06,0,261.860000,0.000000,0,25.06,0,74.200000,10.430000,0.000000,0,101.370000,29.800000,0,67.29,116.130000,272.170000

95,23:30-23:45,29.510000,90.89,29.510000,30.3,0,30.29,0,0,0,10.780000,0,0.000000,11.910000,0,0,67.82,18.06,0,261.860000,0.000000,0,25.21,0,74.200000,10.430000,0.000000,0,101.370000,29.800000,0,67.82,116.130000,272.170000

