Block,Time,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,NR/26072023/25122043/L_NR_2023_10,NR/20122023/29022024/IEX_LDC_231218_00501,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/19072037/LT-05,WR/01102023/16072048/L_NR_2022_08,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,NR/01012024/31032024/ ChanjuII,NR/01102023/30042040/GNA_LT_36,WR/01102023/01102023/L_NR_2020_06,NR/01102023/13082046/L_NR_2021_12,NR/01102023/22052037/LT-59,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/14082046/L_NR_2021_16,NR/01022024/29022024/79,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02012046/L_NR_2021_17,NR/01102023/23072042/L_NR_2012_04,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_16,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/16022024/29022024/HP-38,NR/01102023/08032047/L_NR_2021_14,NR/19022024/29022024/NVVN/OA/16907,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/01102023/05012040/L_NR_2020_02,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25122043/GNA_MEJA_DELHI,NR/16022024/29022024/HP-40,NR/16022024/29022024/HP-45,SR/14022024/29022024/SJVN140224NR1518,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/30092023/26122029/SH-06,NR/01102023/02122045/L_NR_2021_13,NR/01022024/29022024/SJVN010224NR1468,NR/01022024/29022024/SJVN010224NR1469,NR/01102023/31102037/L_NR_2019_11,NR/16022024/29022024/HP-36
14,03:15-03:30,96.350000,54.920000,40,0,7.01,0,0,21.84,0,8.190000,11.560000,33.050000,9,6.740000,2.120000,0.000000,21.85,0,0.000000,0,0,0.000000,6.740000,65.53,0,270.980000,40,0,4.820000,128.130000,0,19.270000,167.350000,25.930000,0.000000,24.090000,5.780000,1.160000,0,0,52.250000,0.000000,0,0.000000,0.000000,16.320000,0,18.310000,25.930000,0,0,0,0.950000,38.170000

15,03:30-03:45,96.350000,54.920000,37,0,7.01,0,0,15.96,0,8.190000,11.560000,33.050000,8.34,6.740000,2.120000,0.000000,15.97,0,0.000000,0,0,0.000000,6.740000,47.89,0,270.980000,37,0,4.820000,128.130000,0,19.270000,167.350000,25.930000,0.000000,24.090000,5.780000,1.020000,0,0,52.250000,0.000000,0,0.000000,0.000000,16.320000,0,18.310000,25.930000,0,0,0,0.000000,38.170000

16,03:45-04:00,96.350000,54.920000,34,0,7.01,0,0,15.42,0,8.190000,11.560000,33.050000,7.66,6.740000,2.120000,0.000000,15.43,0,0.000000,0,0,0.000000,6.740000,46.27,0,270.980000,34,0,4.820000,128.130000,0,19.270000,167.350000,25.930000,0.000000,24.090000,5.780000,1.020000,0,0,52.250000,0.000000,0,0.000000,0.000000,16.320000,0,18.310000,25.930000,0,0,0,0.000000,38.170000

17,04:00-04:15,96.350000,54.920000,31,0,7.01,0,0,11.7,0,8.190000,11.560000,33.050000,7.34,6.740000,2.120000,0.000000,11.71,0,0.000000,0,0,0.000000,6.740000,35.1,0,270.980000,31,0,4.820000,128.130000,0,19.270000,167.350000,25.930000,0.000000,24.090000,5.780000,1.020000,0,0,52.250000,0.000000,0,0.000000,0.000000,16.320000,0,18.310000,25.930000,0,0,0,0.950000,38.170000

18,04:15-04:30,96.350000,54.920000,28,0,7.01,0,0,11.41,0,8.190000,11.560000,33.050000,7.34,6.740000,2.120000,0.000000,11.41,0,0.000000,0,0,0.000000,6.740000,34.22,0,270.980000,28,0,4.820000,128.130000,0,19.270000,167.350000,25.930000,0.000000,24.090000,5.780000,1.020000,0,0,52.250000,0.000000,0,0.000000,0.000000,16.320000,0,18.310000,25.930000,0,0,0,0.950000,38.170000

19,04:30-04:45,96.350000,54.920000,17.67,0,7.01,0,0,11.07,0,8.190000,11.560000,33.050000,7.34,6.740000,2.120000,0.000000,11.07,0,0.000000,0,0,0.000000,6.740000,33.21,0,270.980000,17.67,0,4.820000,128.130000,0,19.270000,196.260000,25.930000,0.000000,24.090000,5.780000,1.020000,0,0,52.250000,0.000000,0,0.000000,0.000000,16.320000,0,18.310000,25.930000,0,0,0,0.950000,38.170000

20,04:45-05:00,96.350000,54.920000,16.33,0,7.01,0,0,10.74,0,8.190000,11.560000,33.050000,7.34,6.740000,2.120000,0.000000,10.74,0,0.000000,0,0,0.000000,6.740000,32.22,0,270.980000,16.33,0,4.820000,128.130000,0,19.270000,227.310000,25.930000,0.000000,24.090000,5.780000,1.020000,0,0,52.250000,0.000000,0,0.000000,0.000000,16.320000,0,18.310000,25.930000,0,0,0,0.950000,38.170000

21,05:00-05:15,96.350000,54.920000,15.33,0,7.01,0,0,7.5,0,8.190000,11.560000,33.050000,7.34,6.740000,2.120000,0.000000,7.5,0,0.000000,0,0,0.000000,6.740000,22.5,0,270.980000,15.33,0,4.820000,128.130000,0,19.270000,227.310000,25.930000,0.000000,24.090000,5.780000,1.020000,0,0,75.970000,0.000000,0,0.000000,0.000000,16.320000,0,18.310000,25.930000,0,0,0,0.950000,38.170000

22,05:15-05:30,96.350000,83.820000,14.33,0,7.01,0,0,7.5,0,8.190000,11.560000,33.050000,7.34,6.740000,2.120000,0.000000,7.5,0,0.000000,0,0,0.000000,6.740000,22.5,0,270.980000,14.33,0,4.820000,128.130000,0,19.270000,260.720000,25.930000,0.000000,24.090000,5.780000,1.020000,0,0,75.970000,0.000000,0,0.000000,0.000000,16.320000,0,18.310000,25.930000,0,0,0,0.950000,38.170000

23,05:30-05:45,96.350000,99.840000,13.67,0,7.01,0,0,7.5,0,8.190000,11.560000,33.050000,7.34,6.740000,2.120000,0.000000,7.5,0,0.000000,0,0,0.000000,6.740000,22.5,0,270.980000,13.67,0,4.820000,128.130000,0,19.270000,260.720000,30.830000,0.000000,25.050000,5.780000,1.020000,0,0,75.970000,0.000000,0,0.000000,0.000000,16.320000,0,18.310000,25.360000,0,0,0,0.950000,38.170000

24,05:45-06:00,96.350000,99.840000,13.33,0,7.01,0,0,7.5,0,8.190000,11.560000,33.050000,7.34,6.740000,2.120000,0.000000,7.5,0,0.000000,0,0,0.000000,6.740000,22.5,0,270.980000,13.33,0,4.820000,128.130000,0,19.270000,260.720000,30.830000,0.000000,25.050000,5.780000,1.020000,0,0,57.020000,0.000000,0,0.000000,0.000000,16.320000,0,18.310000,25.360000,0,0,0,0.950000,38.170000

25,06:00-06:15,96.350000,99.840000,13.33,0,7.01,0,0,7.5,0,8.190000,11.560000,33.050000,7.34,6.740000,2.020000,0.000000,7.5,0,0.000000,0,0,96.350000,6.740000,22.5,0,270.980000,13.33,0,4.820000,0.000000,0,48.180000,234.040000,30.830000,0.000000,25.050000,5.780000,1.020000,0,0,57.020000,0.000000,0,0.000000,39.110000,0.000000,0,18.310000,30.830000,0,0,0,0.950000,0.000000

26,06:15-06:30,96.350000,99.840000,13.33,0,7.01,0,0,7.5,0,8.190000,11.560000,47.210000,7.34,6.740000,2.020000,0.000000,7.5,0.01,0.000000,0,0,96.350000,6.740000,22.5,0,270.980000,13.33,0,4.820000,0.000000,0,48.180000,234.040000,30.830000,0.000000,25.050000,5.780000,1.020000,0,0,67.960000,0.000000,0,0.000000,39.110000,0.000000,0,18.310000,30.830000,0,0,0,0.950000,0.000000

27,06:30-06:45,96.350000,99.840000,13.33,1.8,7.01,0,1.77,7.5,0,8.190000,11.560000,57.790000,7.34,6.740000,2.020000,0.000000,7.5,0.01,0.000000,0,0,96.350000,6.740000,22.5,0,270.980000,13.33,0,4.820000,0.000000,0,48.180000,260.720000,30.830000,0.000000,25.050000,5.780000,1.020000,0,0,86.910000,0.000000,0,0.000000,39.110000,0.000000,0,18.310000,30.830000,0,0,0,0.950000,0.000000

28,06:45-07:00,96.350000,99.840000,13.33,5.76,7.01,0.837812,5.22,7.5,0,8.190000,11.560000,57.790000,7,6.740000,2.020000,0.000000,7.5,0.01,0.000000,2,0,96.350000,6.740000,22.5,0,270.980000,13.33,0,4.820000,0.000000,0,48.180000,260.720000,30.830000,0.000000,24.090000,5.780000,1.020000,0,0,86.910000,0.000000,0,0.000000,39.110000,0.000000,0,18.310000,30.830000,0,0,0,0.950000,0.000000

29,07:00-07:15,96.350000,99.840000,13.33,12.94,7.01,5.562682,11.64,7.5,0,8.190000,11.560000,57.790000,6.66,6.740000,2.020000,0.000000,7.5,0.28,0.000000,7,0,96.350000,6.740000,22.5,0,270.980000,13.33,0,4.820000,0.000000,0,48.180000,260.720000,30.830000,0.000000,23.120000,5.780000,1.020000,1,0.5,86.910000,0.000000,0,0.000000,39.110000,0.000000,0,18.310000,30.830000,0.05,0,0,0.950000,0.000000

30,07:15-07:30,96.350000,99.840000,13.33,21.93,7.01,12.294404,20.35,7.5,1,8.190000,11.560000,57.790000,6.66,6.740000,2.020000,0.460000,7.5,1.95,0.000000,15,0,96.350000,6.740000,22.5,0,270.980000,13.33,1,4.820000,0.000000,0,48.180000,260.720000,30.830000,0.450000,23.120000,5.780000,1.020000,4,1,86.910000,0.450000,0,0.000000,39.110000,0.000000,0,18.310000,30.830000,0.39,0,0,0.950000,0.000000

31,07:30-07:45,96.350000,99.840000,13.33,31.52,7.01,19.620388,27.5,7.5,4,8.190000,11.560000,57.790000,6.66,6.740000,2.020000,0.910000,7.5,7.2,0.000000,25,0,96.350000,6.740000,22.5,0,270.980000,13.33,3,4.820000,0.000000,0.33,48.180000,260.720000,30.830000,0.890000,22.160000,5.780000,1.020000,11,2,86.910000,0.890000,1,0.000000,39.110000,0.000000,0,18.310000,30.830000,1.44,0,0,0.000000,0.000000

32,07:45:08:00,96.350000,99.840000,13.33,30.17,7.01,28.368704,30.17,7.33,7,8.190000,11.560000,57.790000,6.66,6.740000,2.020000,1.590000,7.34,27.79,0.000000,30.16,0,96.350000,6.740000,22,0,270.980000,13.33,8,4.820000,0.000000,4.98,48.180000,260.720000,30.830000,1.560000,22.160000,5.780000,1.020000,18,5,86.910000,1.560000,4,0.000000,39.110000,0.000000,0,18.310000,30.830000,5.56,0,0,0.000000,0.000000

33,08:00-08:15,96.350000,99.840000,13.33,30.33,7.01,39.16284,30.33,7.17,10,8.190000,11.560000,57.790000,6.66,6.740000,2.020000,2.650000,7.16,30.43,0.000000,30.34,0,48.180000,6.740000,21.5,0,270.980000,13.33,17,4.820000,0.000000,10.21,48.180000,260.720000,30.830000,2.590000,21.200000,5.780000,1.070000,25,8.1,86.910000,2.590000,8,0.000000,39.110000,0.000000,0,18.310000,30.830000,6.09,0,0,0.950000,0.000000

34,08:15-08:30,96.350000,99.840000,13.33,30.33,7.01,51.691052,30.33,7,19,8.190000,11.560000,57.790000,6.66,6.740000,2.020000,3.890000,7,51.73,0.000000,30.34,0,48.180000,6.740000,21,0,270.980000,13.33,27,4.820000,0.000000,19.75,48.180000,260.720000,30.830000,3.790000,20.230000,5.780000,1.070000,46,12.44,86.910000,3.790000,13,0.000000,39.110000,0.000000,0,18.310000,30.830000,10.34,0,0,0.950000,0.000000

35,08:30-08:45,96.350000,99.840000,13.33,32,7.01,64.97914,32,7,30,8.190000,11.560000,57.790000,6.66,6.740000,2.020000,5.440000,7,71.59,0.000000,32,0,48.180000,6.740000,21,0,270.980000,13.33,39,4.820000,0.000000,29.09,48.180000,260.720000,30.830000,5.310000,20.230000,5.780000,1.070000,70,16.81,86.910000,5.310000,19,0.000000,39.110000,0.000000,0,18.310000,30.830000,14.32,0,0,0.950000,0.000000

36,08:45:09:00,96.350000,99.840000,13.33,32,7.01,78.27697,32,7,39,8.190000,11.560000,57.790000,6.66,6.740000,2.020000,6.920000,7,98.46,0.000000,32,0,48.180000,6.740000,21,0,270.980000,13.33,48,4.820000,0.000000,38.29,48.180000,260.720000,30.830000,6.750000,20.230000,5.780000,1.070000,91,22.61,86.910000,6.750000,24,0.000000,39.110000,0.000000,0,18.310000,30.830000,19.69,0,0,0.950000,0.000000

37,09:00:09:15,96.350000,99.840000,13.33,32,6.01,86.197216,32,7,46,8.190000,11.560000,57.790000,6.66,6.740000,2.020000,8.270000,7,118.77,0.000000,32,0,48.180000,6.740000,21,0,270.980000,13.33,57,4.820000,0.000000,46.85,48.180000,260.720000,30.830000,8.070000,20.230000,5.780000,1.070000,109,26.81,86.910000,8.070000,28,0.000000,39.110000,0.000000,18.02,18.310000,30.830000,23.75,0,0,0.950000,0.000000

38,09:15-09:30,96.350000,99.840000,13.33,32,6.01,97.946068,32,7,54,8.190000,11.560000,57.790000,6.66,6.740000,2.020000,9.540000,7,139.77,0.000000,32,0,48.180000,6.740000,21,0,270.980000,13.33,64,4.820000,0.000000,54.55,48.180000,260.720000,30.830000,9.300000,20.230000,5.780000,1.070000,126,30.14,86.910000,9.300000,32,0.000000,39.110000,0.000000,18.02,18.310000,30.830000,27.95,0,0,0.950000,0.000000

39,09:30-09:45,96.350000,99.840000,13.33,32,6.01,108.496654,32,7,63,8.190000,11.560000,57.790000,6.66,6.740000,2.020000,10.740000,7,163.49,0.000000,32,0,48.180000,6.740000,21,0,270.980000,13.33,69,4.820000,0.000000,61.74,48.180000,260.720000,30.830000,10.480000,21.200000,5.780000,1.070000,147,33.28,86.910000,10.480000,35,0.000000,39.110000,0.000000,18.02,18.310000,30.830000,32.7,0,0,0.950000,0.000000

40,09:45-10:00,96.350000,99.840000,13.33,32.5,6.01,118.014588,32.5,7,69,8.190000,11.560000,57.790000,6.66,6.740000,2.020000,11.960000,7,183.37,0.000000,32.5,0,48.180000,6.740000,21,0,270.980000,13.33,76,4.820000,0.000000,68.39,48.180000,260.720000,30.830000,11.670000,21.200000,5.780000,1.070000,161,35.94,86.910000,11.670000,38,0.000000,39.110000,0.000000,18.02,18.310000,30.830000,36.67,0,0,0.950000,0.000000

41,10:00-10:15,96.350000,99.840000,13.33,32.5,6.01,126.655742,32.5,7,75,8.190000,11.560000,57.790000,6.66,6.740000,2.020000,13.240000,7,210.28,0.000000,32.5,0,48.180000,6.740000,21,0,270.980000,13.33,80,4.820000,0.000000,74.45,48.180000,260.720000,30.830000,12.910000,0.000000,5.780000,1.070000,175,38.44,86.910000,12.910000,40,0.000000,39.110000,0.000000,18.02,18.310000,30.830000,42.05,0,0,0.950000,0.000000

42,10:15-10:30,96.350000,99.840000,13.33,32.5,6.01,134.040178,32.5,7,79,8.190000,11.560000,57.790000,6.66,6.740000,2.020000,14.230000,7,226.21,0.000000,32.5,0,48.180000,6.740000,21,0,270.980000,13.33,87,4.820000,0.000000,79.94,48.180000,260.720000,30.830000,13.890000,0.000000,5.780000,1.070000,186,40.11,86.910000,13.890000,43,0.000000,39.110000,0.000000,18.02,18.310000,30.830000,45.24,0,0,0.950000,0.000000

43,10:30-10:45,96.350000,99.840000,13.33,32.5,6.01,144.37644,32.5,7,82,8.190000,11.560000,57.790000,6.66,6.740000,2.020000,15.480000,7,231.67,0.000000,32.5,0,48.180000,6.740000,21,0,270.980000,13.33,90,4.820000,0.000000,84.62,48.180000,260.720000,30.830000,15.110000,0.000000,5.780000,1.070000,193,42.08,86.910000,15.110000,45,0.000000,39.110000,0.000000,18.02,18.310000,30.830000,46.33,0,0,0.950000,0.000000

44,10:45-11:00,96.350000,99.840000,13.33,32.5,6.01,148.994148,32.5,7,85,8.190000,11.560000,57.790000,6.66,6.740000,2.020000,16.200000,7,231.67,0.000000,32.5,0,48.180000,6.740000,21,0,270.980000,13.33,92,4.820000,0.000000,88.37,48.180000,260.720000,30.830000,15.800000,0.000000,5.780000,1.070000,200,43.86,86.910000,15.800000,46,0.000000,39.110000,0.000000,18.02,18.310000,30.830000,46.33,0,0,0.950000,0.000000

45,11:00-11:15,96.350000,99.840000,13.33,32.5,6.01,153.183208,32.5,7,87,8.190000,11.560000,57.790000,6.66,6.740000,2.020000,16.820000,7,237.5,0.000000,32.5,0,96.350000,6.740000,21,0,270.980000,13.33,93,4.820000,0.000000,91.05,48.180000,260.720000,30.830000,16.410000,0.000000,5.780000,1.110000,203,45.27,86.910000,16.410000,47,0.000000,39.110000,0.000000,18.02,18.310000,30.830000,47.5,0,0,0.950000,0.000000

46,11:15-11:30,96.350000,99.840000,13.33,32.5,6.01,156.739038,32.5,7,88,8.190000,11.560000,57.790000,6.66,6.740000,2.020000,17.170000,7,237.5,0.000000,32.5,0,96.350000,6.740000,21,0,270.980000,13.33,97,4.820000,0.000000,91.96,48.180000,260.720000,30.830000,16.750000,0.000000,5.780000,1.110000,207,46.45,75.970000,16.750000,48,0.000000,39.110000,0.000000,18.02,18.310000,30.830000,47.5,0,0,0.950000,0.000000

47,11:30-11:45,96.350000,99.840000,13.33,32.5,6.01,159.388862,32.5,7,90,8.190000,11.560000,57.790000,6.66,6.740000,2.020000,17.340000,7,237.5,0.000000,32.5,0,96.350000,6.740000,21,0,270.980000,13.33,97,4.820000,0.000000,92,48.180000,260.720000,30.830000,16.920000,0.000000,5.780000,1.110000,210,47.11,75.970000,16.920000,48,0.000000,39.110000,0.000000,18.02,18.310000,30.830000,47.5,0,0,0.950000,0.000000

48,11:45-12:00,96.350000,84.790000,13.33,32.5,6.01,161.512618,32.5,7,90,8.190000,11.560000,57.790000,6.66,6.740000,2.020000,17.340000,7,237.5,0.000000,32.5,0,96.350000,6.740000,21,0,270.980000,13.33,97,4.820000,0.000000,91.99,48.180000,260.720000,30.830000,16.920000,0.000000,5.780000,1.110000,210,47.25,75.970000,16.920000,48,0.000000,39.110000,0.000000,18.02,18.310000,30.830000,47.5,0,0,0.950000,0.000000

49,12:00-12:15,96.350000,55.880000,13.33,32.5,6.01,161.853588,32.5,7,90,8.190000,11.560000,57.790000,6.66,6.740000,2.020000,17.340000,7,237.5,0.000000,32.5,0,96.350000,6.740000,21,0,270.980000,13.33,97,4.820000,0.000000,91.97,48.180000,260.720000,30.830000,16.920000,0.000000,5.780000,1.160000,210,47.67,75.970000,16.920000,48,0.000000,39.110000,0.000000,18.02,18.310000,25.360000,47.5,0,3.18,0.950000,0.000000

50,12:15-12:30,96.350000,54.920000,13.33,32.5,6.01,161.824362,32.5,7,90,8.190000,11.560000,57.790000,6.66,6.740000,2.020000,17.340000,7,237.5,0.000000,32.5,0,96.350000,6.740000,21,0,270.980000,13.33,97,4.820000,0.000000,91.97,48.180000,260.720000,30.830000,16.920000,0.000000,5.780000,1.160000,210,47.74,75.970000,16.920000,48,0.000000,39.110000,0.000000,18.02,18.310000,25.360000,47.5,0,3.18,0.950000,0.000000

51,12:30-12:45,96.350000,54.920000,11.67,32.5,6.01,161.054744,32.5,5.83,90,8.190000,11.560000,57.790000,6,6.740000,2.020000,17.340000,5.84,237.5,0.000000,32.5,0,96.350000,6.740000,17.5,0,270.980000,11.67,97,4.820000,0.000000,91.98,48.180000,260.720000,30.830000,16.920000,0.000000,5.780000,1.160000,210,47.83,75.970000,16.920000,48,0.000000,39.110000,0.000000,18.02,18.310000,25.360000,47.5,0,3.18,0.950000,0.000000

