Block,Time,UNCHAHAR1,BSIUL,NAPP,TEHRI,UNCHAHAR3,NJPC,DULHASTI,DADRT2,DADRI_GF,TANDA2,UNCHAHAR2,AURY_LF,SINGRAULI_HYDRO,RIHAND2,KISHANGANGA,RIHAND1,RAPPB,RAMPUR,ANTA_GF,PARBATI3,TANAKPUR,URI2,AURY_GF,ANTA_RF,JHAJJAR,AURY_CRF,ANTA_CRF,KOLDAM,DADRI_LF,AURY_RF,RIHAND3,ANTA_LF,SINGRAULI,KOTESHWR,DHAULIGNGA,RAPPC,UNCHAHAR4,DADRI_CRF,CHAMERA3,DADRI_RF,SEWA2,URI,SALAL,CHAMERA1,FSTPP I & II,BRBCL,KHSTPP-II,CHAMERA2,SASAN,KHSTPP-I,TALA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
7,01:30-01:45,21.892262,12.616444,49.035723,0.000000,26.737950,64.679509,57.246285,594.234350,0.000000,5.183415,43.442669,0.000000,0.754252,117.519752,4.890149,49.125315,0.000000,2.502974,0.000000,17.712092,2.974175,34.008786,0.000000,0.000000,346.535353,0.000000,0.000000,0.000000,0.000000,0.000000,123.227412,0.000000,139.875350,9.479467,21.009712,66.586408,2.989266,0.000000,33.695754,0.000000,12.149689,33.642302,80.936554,40.774053,20.121920,14.247883,129.894733,46.918734,391.797000,44.886470,0.000000,0,0,0,0,0

8,01:45-02:00,21.892262,12.616444,49.035723,0.000000,26.737950,64.679509,57.246285,594.234350,0.000000,5.183415,43.442669,0.000000,0.754252,117.519752,4.890149,49.125315,0.000000,2.502974,0.000000,17.712092,2.974175,34.008786,0.000000,0.000000,346.535353,0.000000,0.000000,0.000000,0.000000,0.000000,123.227412,0.000000,139.875350,9.479467,21.009712,66.586408,2.989266,0.000000,33.695754,0.000000,12.149689,33.642302,80.936554,40.774053,20.121920,13.705123,129.894733,46.918734,391.797000,44.886470,0.000000,0,0,0,0,0

9,02:00-02:15,21.892262,12.616444,49.035723,0.000000,26.737950,64.679509,57.246285,594.234350,0.000000,5.183415,43.442669,0.000000,0.754252,117.519752,4.401134,49.125315,0.000000,2.502974,0.000000,17.712092,2.974175,34.008786,0.000000,0.000000,313.855033,0.000000,0.000000,0.000000,0.000000,0.000000,123.227412,0.000000,139.875350,9.479467,21.009712,66.586408,2.989266,0.000000,33.695754,0.000000,12.149689,33.642302,80.936554,40.774053,18.556667,15.226301,129.894733,46.918734,391.797000,44.886470,0.000000,0,0,0,0,0

10,02:15-02:30,21.892262,12.616444,49.035723,0.000000,26.737950,64.679509,57.246285,594.234350,0.000000,5.183415,38.832016,0.000000,0.754252,117.519752,4.401134,49.125315,0.000000,2.502974,0.000000,17.712092,2.974175,34.008786,0.000000,0.000000,273.996992,0.000000,0.000000,0.000000,0.000000,0.000000,123.227412,0.000000,139.875350,9.479467,21.009712,66.586408,2.989266,0.000000,33.695754,0.000000,12.149689,33.642302,80.936554,40.774053,18.556667,16.451392,129.894733,46.918734,391.797000,44.886470,0.000000,0,0,0,0,0

11,02:30-02:45,21.892262,12.616444,49.035723,0.000000,26.737950,106.505591,57.246285,534.255550,0.000000,5.183415,38.832016,0.000000,0.754252,117.519752,4.401134,49.125315,0.000000,4.112029,0.000000,4.132821,3.593794,34.008786,0.000000,0.000000,228.374408,0.000000,0.000000,0.000000,0.000000,0.000000,123.227412,0.000000,139.875350,9.479467,21.009712,66.586408,2.989266,0.000000,33.695754,0.000000,12.149689,33.642302,80.936554,40.774053,18.554732,17.811214,129.892798,46.918734,391.797000,44.886470,0.000000,0,0,0,0,0

12,02:45-03:00,19.433034,12.616444,49.035723,0.000000,24.121732,106.505591,57.246285,485.885550,0.000000,5.183415,38.832016,0.000000,0.754252,117.519752,4.401134,49.125315,0.000000,4.112029,0.000000,4.132821,3.593794,34.008786,0.000000,0.000000,209.016734,0.000000,0.000000,0.000000,0.000000,0.000000,123.227412,0.000000,139.875350,9.479467,21.009712,66.586408,2.989266,0.000000,33.695754,0.000000,12.149689,33.642302,80.936554,40.774053,18.554732,15.707039,129.892798,46.918734,391.797000,44.886470,0.000000,0,0,0,0,0

13,03:00-03:15,19.433034,12.616444,49.035723,0.000000,24.121732,106.505591,57.246285,481.661301,0.000000,5.183415,38.638536,0.000000,0.754252,117.519752,4.401134,49.125315,0.000000,4.112029,0.000000,4.132821,3.593794,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,0.000000,0.000000,0.000000,123.227412,0.000000,139.875350,9.479467,21.009712,66.586408,2.989266,0.000000,33.695754,0.000000,12.149689,33.642302,77.564197,40.774053,18.554732,15.820291,129.892798,46.918734,391.797000,44.886470,0.000000,0,0,0,0,0

14,03:15-03:30,16.824731,12.616444,49.035723,0.000000,21.126855,106.505591,57.246285,433.291301,0.000000,5.183415,32.828429,0.000000,0.754252,117.519752,4.401134,49.125315,0.000000,4.112029,0.000000,4.132821,3.593794,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,0.000000,0.000000,0.000000,123.227412,0.000000,139.875350,9.479467,21.009712,66.586408,2.989266,0.000000,33.695754,0.000000,12.149689,33.642302,77.564197,40.774053,18.554732,17.338947,129.892798,46.918734,391.797000,44.886470,0.000000,0,0,0,0,0

15,03:30-03:45,16.824731,12.616444,49.035723,0.000000,21.126855,106.505591,57.246285,404.269301,0.000000,5.183415,32.828429,0.000000,0.754252,117.519752,4.401134,49.125315,0.000000,4.112029,0.000000,4.132821,3.593794,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,0.000000,0.000000,0.000000,123.227412,0.000000,139.875350,9.479467,21.009712,66.586408,2.989266,0.000000,33.695754,0.000000,12.149689,33.642302,77.564197,40.774053,18.554732,15.656717,129.892798,46.918734,391.797000,44.886470,0.000000,0,0,0,0,0

16,03:45-04:00,16.824731,12.616444,49.035723,0.000000,21.126855,106.505591,57.246285,367.508101,0.000000,5.183415,32.828429,0.000000,0.754252,117.519752,4.401134,49.125315,0.000000,4.112029,0.000000,4.132821,3.593794,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,0.000000,0.000000,0.000000,123.227412,0.000000,139.875350,9.479467,21.009712,66.586408,2.989266,0.000000,33.695754,0.000000,12.149689,33.642302,77.564197,40.774053,18.554732,16.909944,129.892798,46.918734,391.797000,44.886470,0.000000,0,0,0,0,0

17,04:00-04:15,16.824731,12.616444,49.035723,0.000000,21.126855,106.505591,57.246285,367.508101,0.000000,5.183415,32.828429,0.000000,0.754252,117.519752,4.401134,49.125315,0.000000,4.112029,0.000000,4.132821,3.593794,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,0.000000,0.000000,0.000000,123.227412,0.000000,139.875350,9.479467,21.009712,66.586408,2.989266,0.000000,33.695754,0.000000,12.149689,33.642302,77.564197,40.774053,16.744049,18.796188,129.892798,46.918734,391.797000,44.886470,0.000000,0,0,0,0,0

18,04:15-04:30,16.824731,12.616444,49.035723,0.000000,21.126855,133.131989,57.246285,367.508101,0.000000,5.183415,32.828429,0.000000,0.754252,117.519752,4.401134,49.125315,0.000000,5.140036,0.000000,4.132821,3.593794,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,0.000000,0.000000,0.000000,123.227412,0.000000,139.875350,9.479467,21.009712,66.586408,2.989266,0.000000,33.695754,0.000000,12.149689,33.642302,77.564197,40.774053,14.921081,19.348002,129.892798,46.918734,391.797000,39.290371,0.000000,0,0,0,0,0

19,04:30-04:45,12.405164,12.616444,49.035723,0.000000,15.867585,159.758387,57.246285,367.508101,0.000000,5.183415,32.828429,0.000000,0.754252,117.519752,4.401134,49.125315,0.000000,6.078651,0.000000,4.132821,3.593794,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,0.000000,0.000000,0.000000,123.227412,0.000000,139.875350,9.479467,21.009712,66.586408,2.989266,0.000000,33.695754,0.000000,12.149689,33.642302,77.564197,40.774053,14.921081,19.348002,129.892798,46.918734,391.797000,39.290371,0.000000,0,0,0,0,0

20,04:45-05:00,12.405164,18.924666,49.035723,0.000000,15.867585,159.758387,57.246285,367.508101,0.000000,5.183415,32.828429,0.000000,0.754252,117.519752,4.401134,49.125315,0.000000,6.078651,0.000000,4.132821,3.593794,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,0.000000,0.000000,0.000000,123.227412,0.000000,139.875350,9.479467,21.009712,66.586408,2.989266,0.000000,33.695754,0.000000,12.149689,33.642302,77.564197,40.774053,14.921081,19.348002,129.892798,46.918734,391.797000,39.290371,0.000000,0,0,0,0,0

21,05:00-05:15,12.405164,18.924666,49.035723,0.000000,15.867585,159.758387,57.246285,367.508101,0.000000,5.183415,24.200382,0.000000,0.754252,117.519752,4.401134,49.125315,0.000000,6.078651,0.000000,4.132821,9.789991,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,1.812615,0.000000,0.000000,123.227412,0.000000,139.875350,9.479467,21.009712,66.586408,2.359005,0.000000,33.695754,0.000000,12.149689,33.642302,77.564197,40.774053,14.921081,19.348024,129.892798,46.918734,391.797000,44.886470,0.000000,0,0,0,0,0

22,05:15-05:30,12.405164,18.924666,49.035723,0.000000,15.867585,159.758387,57.246285,367.508101,0.000000,5.183415,24.200382,0.000000,0.754252,117.519752,4.401134,49.125315,0.000000,6.078651,0.000000,4.132821,9.789991,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,2.243111,0.000000,0.000000,123.227412,0.000000,139.875350,9.479467,21.009712,66.586408,2.359005,0.000000,33.695754,0.000000,12.149689,33.642302,77.564197,40.774053,14.921081,19.348024,129.892798,46.918734,391.797000,44.886470,0.000000,0,0,0,0,0

23,05:30-05:45,12.405164,18.924666,49.035723,0.000000,15.867585,159.758387,57.246285,367.508101,0.000000,5.183415,24.200382,0.000000,0.754252,117.519752,4.890149,49.125315,0.000000,6.078651,0.000000,4.132821,9.789991,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,2.243111,0.000000,0.000000,123.227412,0.000000,139.875350,9.479467,21.009712,66.586408,2.359005,0.000000,33.695754,0.000000,12.149689,33.642302,77.564197,40.774053,11.318580,19.348024,129.892798,46.918734,391.797000,44.886470,0.000000,0,0,0,0,0

24,05:45-06:00,12.405164,18.924666,49.035723,0.000000,15.867585,159.758387,57.246285,367.508101,0.000000,5.183415,24.200382,0.000000,0.754252,117.519752,4.890149,49.125315,0.000000,6.078651,0.000000,3.690020,3.593794,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,4.486223,0.000000,0.000000,123.227412,0.000000,139.875350,9.479467,21.009712,66.586408,2.359005,0.000000,33.695754,0.000000,12.149689,33.642302,77.564197,40.774053,11.318580,19.348024,129.892798,46.918734,391.797000,44.886470,0.000000,0,0,0,0,0

25,06:00-06:15,12.405164,18.924666,49.035723,0.000000,15.867585,159.758387,57.246285,367.508101,0.000000,5.183415,24.200382,0.000000,0.754252,117.519752,4.890149,49.125315,0.000000,6.078651,0.000000,17.712092,3.593794,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,4.486223,0.000000,0.000000,123.227412,0.000000,139.875350,9.479467,21.009712,66.586408,2.359005,0.000000,33.695754,0.000000,12.149689,33.642302,77.564197,40.774053,11.318580,19.348002,106.405998,46.918734,391.797000,36.629657,0.000000,0,0,0,0,0

26,06:15-06:30,12.405164,18.924666,49.035723,0.000000,15.867585,159.758387,57.246285,367.508101,0.000000,5.183415,24.200382,0.000000,0.754252,94.243624,4.890149,49.125315,0.000000,6.078651,0.000000,11.808061,3.593794,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,6.729333,0.000000,0.000000,90.701392,0.000000,139.875350,9.479467,21.009712,66.586408,2.359005,0.000000,33.695754,0.000000,12.149689,33.642302,77.564197,40.774053,11.318580,19.348002,104.284366,46.918734,391.797000,36.056062,0.000000,0,0,0,0,0

27,06:30-06:45,12.405164,18.924666,49.035723,0.000000,15.867585,159.758387,57.246285,367.508101,0.000000,5.183415,24.393862,0.000000,0.754252,94.243624,4.890149,49.125315,0.000000,6.078651,0.000000,56.873526,3.593794,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,6.729333,0.000000,0.000000,90.701392,0.000000,126.252762,9.479467,21.009712,66.586408,2.359005,0.000000,33.695754,0.000000,12.149689,33.642302,77.564197,40.774053,11.318580,19.348024,104.284366,46.918734,391.797000,36.056062,0.000000,0,0,0,0,0

28,06:45-07:00,12.405164,18.924666,49.035723,0.000000,15.867585,159.758387,57.246285,367.508101,0.000000,5.183415,24.393862,0.000000,0.754252,94.243624,4.890149,49.125315,0.000000,6.078651,0.000000,75.831369,3.593794,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,6.729333,0.000000,0.000000,90.701392,0.000000,126.252762,9.479467,21.009712,66.586408,2.359005,0.000000,33.695754,0.000000,12.149689,33.642302,77.564197,40.774053,11.318580,19.348024,104.284366,46.918734,391.797000,36.056062,0.000000,0,0,0,0,0

29,07:00-07:15,12.405164,18.924666,49.035723,0.000000,15.867585,159.758387,57.246285,367.508101,0.000000,5.183415,24.393862,0.000000,0.754252,94.243624,4.890149,49.125315,0.000000,6.078651,0.000000,75.831369,5.452653,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,6.729333,0.000000,0.000000,90.701392,0.000000,126.252762,9.479467,21.009712,66.586408,2.359005,0.000000,33.695754,0.000000,12.149689,33.642302,77.564197,40.774053,11.318580,19.348002,78.910818,46.918734,391.797000,24.688048,0.000000,0,0,0,0,0

30,07:15-07:30,12.405164,18.924666,49.035723,0.000000,15.867585,159.758387,57.246285,367.508101,0.000000,5.183415,24.393862,0.000000,0.754252,94.243624,4.890149,49.125315,0.000000,6.078651,0.000000,56.873526,5.452653,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,6.729333,0.000000,0.000000,90.701392,0.000000,126.252762,9.479467,21.009712,66.586408,2.359005,0.000000,33.695754,0.000000,12.149689,39.516355,77.564197,40.774053,11.318580,19.348024,78.910818,46.918734,391.797000,24.688048,0.000000,0,0,0,0,0

31,07:30-07:45,12.405164,18.924666,49.035723,0.000000,15.867585,159.758387,57.246285,367.508101,0.000000,5.183415,24.393862,0.000000,0.754252,94.243624,4.890149,49.125315,0.000000,6.078651,0.000000,56.873526,5.452653,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,6.729333,0.000000,0.000000,90.701392,0.000000,126.252762,9.479467,21.009712,66.586408,2.359005,0.000000,33.695754,0.000000,12.149689,39.516355,77.564197,40.774053,11.318580,19.348024,78.910818,46.918734,391.797000,24.688048,0.000000,0,0,0,0,0

32,07:45:08:00,12.405164,18.924666,49.035723,0.000000,15.867585,159.758387,57.246285,367.508101,0.000000,5.183415,24.393862,0.000000,0.754252,94.243624,4.890149,49.125315,0.000000,6.078651,0.000000,56.873526,5.452653,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,6.729333,0.000000,0.000000,90.701392,0.000000,126.252762,9.479467,21.009712,66.586408,2.359005,0.000000,33.695754,0.000000,12.149689,39.516355,77.564197,40.774053,11.318580,19.348024,78.910818,46.918734,391.797000,24.688048,0.000000,0,0,0,0,0

33,08:00-08:15,12.405164,18.924666,49.035723,0.000000,15.867585,159.758387,57.246285,367.508101,0.000000,5.183415,24.393862,0.000000,0.754252,94.243624,4.890149,49.125315,0.000000,6.078651,0.000000,8.856046,2.974175,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,6.729333,0.000000,0.000000,90.701392,0.000000,126.252762,9.479467,21.009712,66.586408,2.359005,0.000000,33.695754,0.000000,12.149689,33.642302,77.564197,27.182702,11.318580,19.348024,78.910818,46.918734,391.797000,24.688048,0.000000,0,0,0,0,0

34,08:15-08:30,12.405164,18.924666,49.035723,0.000000,15.867585,159.758387,57.246285,367.508101,0.000000,5.183415,24.393862,0.000000,0.754252,94.243624,4.890149,49.125315,0.000000,6.078651,0.000000,3.690020,2.974175,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,4.486223,0.000000,0.000000,90.701392,0.000000,126.252762,9.479467,21.009712,66.586408,2.359005,0.000000,33.695754,0.000000,12.149689,33.642302,77.564197,27.182702,11.318580,19.348024,78.910818,46.918734,391.797000,24.688048,0.000000,0,0,0,0,0

35,08:30-08:45,12.405164,18.924666,49.035723,0.000000,15.867585,133.131989,57.246285,367.508101,0.000000,5.183415,24.393862,0.000000,0.754252,94.243624,4.890149,49.125315,0.000000,5.140036,0.000000,0.000000,2.974175,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,2.243111,0.000000,0.000000,90.701392,0.000000,126.252762,9.479467,21.009712,66.586408,2.359005,0.000000,33.695754,0.000000,12.149689,33.642302,77.564197,27.182702,11.318580,19.348024,78.910818,46.918734,391.797000,24.688048,0.000000,0,0,0,0,0

36,08:45:09:00,12.405164,18.924666,49.035723,0.000000,15.867585,133.131989,57.246285,367.508101,0.000000,5.183415,24.393862,0.000000,0.754252,94.243624,4.890149,49.125315,0.000000,5.140036,0.000000,0.000000,2.974175,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,0.000000,0.000000,0.000000,90.701392,0.000000,126.252762,9.479467,21.009712,66.586408,2.359005,0.000000,33.695754,0.000000,12.149689,33.642302,77.564197,27.182702,11.318580,19.348024,78.910818,46.918734,391.797000,24.688048,0.000000,0,0,0,0,0

37,09:00:09:15,12.405164,12.616444,49.035723,0.000000,15.867585,133.131989,57.246285,367.508101,0.000000,5.183415,24.393862,0.000000,0.754252,81.223484,4.890149,49.125315,0.000000,5.140036,0.000000,0.000000,3.098098,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,0.000000,0.000000,0.000000,81.597481,0.000000,126.252762,9.479467,21.009712,66.586408,2.359005,0.000000,33.695754,0.000000,0.000000,33.642302,77.564197,27.182702,11.318580,19.348024,78.910818,46.918734,391.797000,24.688048,0.000000,0,0,0,0,0

38,09:15-09:30,12.405164,12.616444,49.035723,0.000000,15.867585,133.131989,57.246285,367.508101,0.000000,5.183415,24.393862,0.000000,0.754252,81.223484,4.890149,49.125315,0.000000,5.140036,0.000000,0.000000,3.098098,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,0.000000,0.000000,0.000000,81.597481,0.000000,126.252762,9.479467,21.009712,66.586408,2.359005,0.000000,33.695754,0.000000,0.000000,33.642302,77.564197,27.182702,11.318580,19.348024,90.639576,46.918734,391.797000,30.120483,0.000000,0,0,0,0,0

39,09:30-09:45,12.405164,12.616444,49.035723,0.000000,15.867585,133.131989,57.246285,367.508101,0.000000,5.183415,24.393862,0.000000,0.754252,81.223484,4.890149,49.125315,0.000000,5.140036,0.000000,0.000000,3.098098,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,0.000000,0.000000,0.000000,69.021281,0.000000,126.252762,9.479467,21.009712,66.586408,2.359005,0.000000,33.695754,0.000000,0.000000,33.642302,77.564197,27.182702,11.318580,19.348024,90.639576,46.918734,391.797000,30.120483,0.000000,0,0,0,0,0

40,09:45-10:00,12.405164,12.616444,49.035723,0.000000,15.867585,105.535399,57.246285,367.508101,0.000000,5.183415,24.393862,0.000000,0.754252,81.223484,4.890149,49.125315,0.000000,4.082232,0.000000,0.000000,3.098098,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,0.000000,0.000000,0.000000,69.021281,0.000000,126.252762,9.479467,21.009712,66.586408,2.359005,0.000000,33.695754,0.000000,0.000000,33.642302,77.564197,27.182702,11.318580,19.348024,90.639576,46.918734,391.797000,30.120483,0.000000,0,0,0,0,0

41,10:00-10:15,12.405164,18.924666,49.035723,0.000000,15.867585,79.879193,57.246285,367.508101,0.000000,5.183415,24.393862,0.000000,0.754252,81.223484,4.890149,49.125315,0.000000,3.084022,0.000000,0.000000,3.098098,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,0.000000,0.000000,0.000000,69.021281,0.000000,126.252762,0.000000,21.009712,66.586408,2.359005,0.000000,33.695754,0.000000,0.000000,33.642302,77.564197,27.182702,11.318580,19.348024,90.639576,46.918734,391.797000,30.120483,0.000000,0,0,0,0,0

42,10:15-10:30,12.405164,18.924666,49.035723,0.000000,15.867585,79.879193,57.246285,367.508101,0.000000,5.183415,24.393862,0.000000,0.754252,81.223484,4.890149,49.125315,0.000000,3.084022,0.000000,0.000000,3.098098,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,0.000000,0.000000,0.000000,69.021281,0.000000,126.252762,0.000000,21.009712,66.586408,2.359005,0.000000,33.695754,0.000000,0.000000,39.516355,77.564197,27.182702,11.318580,19.348024,90.639576,46.918734,391.797000,30.120483,0.000000,0,0,0,0,0

43,10:30-10:45,12.405164,18.924666,49.035723,0.000000,15.867585,79.879193,57.246285,367.508101,0.000000,5.183415,24.393862,0.000000,0.754252,81.223484,4.890149,49.125315,0.000000,3.084022,0.000000,0.000000,3.098098,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,0.000000,0.000000,0.000000,69.021281,0.000000,126.252762,0.000000,21.009712,66.586408,2.359005,0.000000,33.695754,0.000000,0.000000,39.516355,76.788555,27.182702,11.318580,19.348024,90.639576,46.918734,391.797000,30.120483,0.000000,0,0,0,0,0

44,10:45-11:00,12.405164,18.924666,49.035723,0.000000,15.867585,79.879193,57.246285,367.508101,0.000000,5.183415,24.393862,0.000000,0.754252,81.223484,4.890149,49.125315,0.000000,3.084022,0.000000,0.000000,3.098098,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,0.000000,0.000000,0.000000,69.021281,0.000000,126.252762,0.000000,21.009712,66.586408,2.359005,0.000000,33.695754,0.000000,0.000000,39.516355,76.788555,27.182702,13.141549,18.416801,90.639576,46.918734,391.797000,30.120483,0.000000,0,0,0,0,0

45,11:00-11:15,12.405164,18.924666,49.035723,0.000000,15.867585,79.879193,57.246285,367.508101,0.000000,5.183415,24.393862,0.000000,0.754252,94.243624,4.890149,49.125315,0.000000,3.084022,0.000000,0.000000,3.098098,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,0.000000,0.000000,0.000000,90.701392,0.000000,126.252762,0.000000,21.009712,66.586408,2.359005,0.000000,33.695754,0.000000,0.000000,33.642302,76.788555,27.182702,13.141549,19.348024,90.639576,46.918734,391.797000,30.120483,0.000000,0,0,0,0,0

46,11:15-11:30,12.405164,18.924666,49.035723,0.000000,15.867585,79.879193,57.246285,367.508101,0.000000,5.183415,24.200382,0.000000,0.754252,94.243624,4.890149,49.125315,0.000000,3.084022,0.000000,0.000000,3.098098,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,0.000000,0.000000,0.000000,90.701392,0.000000,126.252762,0.000000,21.009712,66.586408,2.359005,0.000000,33.695754,0.000000,0.000000,33.642302,76.788555,27.182702,13.141549,19.153893,90.639576,46.918734,391.797000,30.120483,0.000000,0,0,0,0,0

47,11:30-11:45,12.405164,18.924666,49.035723,0.000000,15.867585,79.879193,57.246285,367.508101,0.000000,5.183415,24.200382,0.000000,0.754252,94.243624,4.890149,49.125315,0.000000,3.084022,0.000000,0.000000,3.098098,34.008786,0.000000,0.000000,174.132000,0.000000,0.000000,0.000000,0.000000,0.000000,90.701392,0.000000,126.252762,0.000000,21.009712,66.586408,2.359005,0.000000,33.695754,0.000000,0.000000,33.642302,76.788555,27.182702,13.141549,19.348024,90.639576,46.918734,391.797000,30.120483,0.000000,0,0,0,0,0

