Block,Time,BSIUL,CHAMERA1,SINGRAULI,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI,SINGRAULI_HYDRO,TEHRI,URI2,UNCHAHAR3,SEWA2,CHAMERA2,CHAMERA3,DADRT2,DHAULIGNGA,JHAJJAR,KISHANGANGA,KOTESHWR,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,RIHAND2,RIHAND3,DULHASTI,KOLDAM,SALAL,NJPC,RAPPC,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,TALA,KHSTPP-II,KHSTPP-I,FSTPP I & II,BRBCL,KAWAS-zLIQ,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-ComGas,GANDHAR-RLNG,KAWAS-ComGas,LARA-I,SASAN,KAWAS-RLNG,VSTPS V,VSTPS I,KSTPS7,SOLAPUR,GADARWARA-I,KSTPS I&II,SIPAT II,SIPAT I,VSTPS IV,MOUDA_II,VSTPS III,MOUDA,KHARGONE-I,VSTPS II,KAPS,TAPS-II,KAWAS-APM,KAWAS-NAPM
32,07:45:08:00,19.58,28.045,147.214156,0.7686,4.233847,22.444045,44.326064,2.392833,48.576,1.116916,0,30.791794,27.350811,18.108732,15.349422,22.310403,691.093984,10.456189,667.076637,4.225255,0,47.749204,0,0.663309,0,95.888555,122.432091,128.451291,56.92678,0,48.804,21.51372,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,88.222364,0,2.94,3.57,3.78,1.53,0,0.09,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.03,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013841,0.001107,0.020161,4.228905,348.975,0,1.318423,2.378985,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

33,08:00-08:15,19.58,28.045,147.214156,6.1488,4.233847,22.444045,44.326064,2.392833,48.576,1.116916,0,36.506751,27.350811,18.108732,15.349422,22.310403,691.093984,0,667.076637,4.225255,0,47.749204,0,0.663309,0,95.888555,122.432091,128.451291,56.92678,0,36.022,21.51372,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,88.222364,0,2.94,3.57,3.78,1.53,0,0.09,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.03,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013841,0.001107,0.020161,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

34,08:15-08:30,19.58,28.045,147.214156,6.1488,4.233847,22.444045,44.326064,2.392833,48.576,1.116916,0,36.506751,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,4.225255,0,47.749204,4.402169,0,0,95.888555,122.432091,128.451291,56.92678,0,36.022,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,88.222364,0,2.94,3.57,3.78,1.53,0,0.09,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.03,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013841,0.001107,0.020161,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

35,08:30-08:45,13.2,28.045,147.214156,6.1488,4.233847,22.444045,44.326064,2.392833,48.576,1.116916,0,30.791794,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,4.225255,0,47.749204,19.076066,0,0,95.888555,122.432091,128.451291,56.92678,0,36.022,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,88.222364,0,2.98,3.57,3.78,1.53,0,0.09,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.03,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013841,0.001107,0.020002,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

36,08:45:09:00,13.2,28.045,147.214156,6.1488,4.233847,22.444045,44.326064,2.392833,52.992,1.116916,0,30.791794,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,4.225255,0,47.749204,19.076066,0,0,95.888555,122.432091,128.451291,56.92678,0,36.022,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,88.222364,0,2.98,3.57,3.78,1.53,0,0.09,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.03,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013841,0.001107,0.020002,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

37,09:00:09:15,13.2,28.045,147.214156,6.1488,4.233847,22.444045,44.326064,2.392833,52.992,1.095843,0,30.791794,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,4.225255,0,47.749204,19.076066,0,0,95.888555,122.432091,128.451291,56.92678,0,36.022,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,2.98,3.57,3.78,1.53,0,0.09,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.03,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013841,0.001107,0.020002,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

38,09:15-09:30,6.6,28.045,147.214156,6.405,4.233847,22.444045,44.326064,2.392833,48.576,1.095843,0,30.791794,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,4.225255,0,47.749204,19.076066,0,0,95.888555,122.432091,128.451291,56.92678,0,36.022,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,2.98,3.57,3.78,1.53,0,0.09,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.03,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013841,0.001107,0.020002,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

39,09:30-09:45,6.6,28.045,132.710689,0,4.233847,22.444045,44.326064,2.392833,48.576,1.095843,0,31.561589,27.350811,18.108732,30.855472,22.310403,691.093984,0,667.076637,4.225255,0,47.749204,19.076066,0,0,95.888555,122.432091,128.451291,37.821176,0,36.022,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,2.98,3.57,3.78,1.53,0,0.11,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.03,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013841,0.001107,0.020002,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

40,09:45-10:00,6.6,28.045,131.561507,0,4.233847,22.444045,44.326064,2.392833,48.576,1.095843,0,31.561589,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,4.225255,0,47.749204,19.076066,0,0,95.888555,122.432091,128.451291,37.821176,0,36.022,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,2.98,3.57,3.78,1.56,0,0.12,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.05,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013841,0.001107,0.020002,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

41,10:00-10:15,6.6,12.64,131.561507,0,4.233847,22.444045,44.326064,2.392833,48.576,1.095843,0,31.561589,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,4.225255,0,47.749204,4.402169,0,0,95.888555,122.432091,128.451291,37.821176,0,24.402,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,2.98,3.57,3.78,1.56,0,0.13,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.05,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013841,0.001107,0.019843,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

42,10:15-10:30,6.6,0,131.561507,0,4.233847,22.444045,44.326064,2.392833,48.576,1.095843,0,31.561589,27.350811,18.108732,15.349422,0,691.093984,0,667.076637,4.225255,0,47.749204,0,0,0,95.888555,122.432091,128.451291,37.821176,0,24.402,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,2.98,3.57,3.78,1.59,0,0.14,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.09,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013841,0.001107,0.019843,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

43,10:30-10:45,6.6,0,131.561507,0,4.233847,22.444045,44.326064,2.392833,48.576,1.095843,0,31.561589,27.350811,18.108732,15.349422,0,691.093984,0,667.076637,4.225255,0,47.749204,0,0,0,95.888555,122.432091,128.451291,37.821176,0,24.402,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,2.98,3.57,3.78,1.59,0,0.14,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.09,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013841,0.001107,0.019843,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

44,10:45-11:00,6.6,0,131.561507,0,4.233847,22.444045,44.326064,2.392833,48.576,1.095843,0,31.561589,27.350811,18.108732,15.349422,0,691.093984,0,667.076637,4.225255,0,47.749204,0,0,0,95.888555,122.432091,128.451291,37.821176,0,24.402,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,2.98,3.57,3.78,1.59,0,0.14,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.09,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013841,0.001107,0.019843,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

45,11:00-11:15,6.6,0,131.561507,0,4.233847,22.444045,44.326064,2.392833,13.248,1.095843,0,36.506751,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,0,47.749204,0,0,0,95.888555,122.432091,128.451291,18.910588,0,24.402,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,2.98,3.57,3.78,1.59,0,0.15,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.09,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019843,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

46,11:15-11:30,6.6,0,131.561507,0,4.233847,22.444045,44.326064,2.392833,13.248,1.095843,0,36.506751,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,0,47.749204,0,0,0,95.888555,122.432091,128.451291,18.910588,0,24.402,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,2.98,3.57,3.78,1.59,0,0.16,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.09,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019843,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

47,11:30-11:45,6.6,0,132.354046,0,4.233847,22.444045,44.326064,2.392833,13.248,1.095843,0,31.561589,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,0,47.749204,0,0,0,95.888555,122.432091,128.451291,18.910588,0,24.402,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,2.98,3.57,3.78,1.59,0,0.16,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.09,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019843,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

48,11:45-12:00,6.6,0,132.354046,0,4.233847,22.444045,44.326064,2.392833,13.248,1.095843,0,31.561589,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,0,47.749204,0,0,0,95.888555,122.432091,128.451291,18.910588,0,24.402,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,2.98,3.57,3.78,1.59,0,0.16,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.09,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019843,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

49,12:00-12:15,6.6,0,132.354046,0,4.233847,22.444045,44.326064,2.392833,39.744,1.095843,0,31.561589,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,0,47.749204,0,0,0,95.888555,122.432091,128.451291,18.910588,0,24.402,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,84.3302,0,2.98,3.57,3.78,1.59,0,0.17,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.09,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019685,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

50,12:15-12:30,6.6,0,132.354046,0,4.233847,22.444045,44.326064,2.392833,39.744,1.095843,0,31.561589,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,0,47.749204,0,0,0,95.888555,122.432091,128.451291,18.910588,0,24.402,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,84.3302,0,2.98,3.57,3.78,1.59,0,0.17,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.73,1.09,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019685,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

51,12:30-12:45,6.6,0,132.354046,0,4.233847,22.444045,44.326064,2.392833,39.744,1.095843,0,36.506751,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,0,47.749204,0,0,0,95.888555,122.432091,128.451291,18.910588,0,24.402,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,84.3302,0,2.98,3.57,3.78,1.59,0,0.19,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.78,1.09,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019685,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

52,12:45-13:00,6.6,0,132.354046,0,4.233847,22.444045,44.326064,2.392833,39.744,1.095843,0,36.506751,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,0,47.749204,0,0,0,95.888555,122.432091,128.451291,18.910588,0,24.402,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,84.3302,0,2.98,3.57,3.78,1.55,0,0.2,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.78,1.04,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019685,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

53,13:00-13:15,6.6,0,132.354046,0,4.233847,22.444045,44.326064,2.392833,48.576,1.095843,0,31.561589,27.350811,18.108732,0,0,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0,0,95.888555,122.432091,128.451291,18.910588,0,12.782,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,84.3302,0,2.98,3.57,3.78,1.55,0,0.21,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.83,1.04,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019526,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

54,13:15-13:30,6.6,0,132.354046,0,4.233847,22.444045,44.326064,2.392833,48.576,1.095843,0,31.561589,27.350811,18.108732,3.915669,11.155202,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0,0,95.888555,122.432091,128.451291,18.910588,0,12.782,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,84.3302,0,2.98,3.57,3.78,1.55,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.83,1.04,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019526,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

55,13:30-13:45,6.6,0,132.710689,0,4.233847,22.444045,44.326064,2.392833,52.992,1.095843,0,31.561589,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0,0,95.888555,122.432091,128.451291,18.910588,0,12.782,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,84.3302,0,2.98,3.57,3.78,1.55,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.83,1.04,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019526,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

56,13:45-14:00,6.6,0,132.710689,0,4.233847,22.444045,44.326064,2.392833,52.992,1.095843,0,31.561589,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0,0,95.888555,122.432091,128.451291,18.910588,0,12.782,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,84.3302,0,2.98,3.57,3.78,1.55,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.83,1.04,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019526,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

57,14:00-14:15,6.49,0,132.710689,0,4.233847,22.444045,44.326064,2.392833,48.576,1.095843,0,31.561589,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0,0,95.888555,122.432091,128.451291,18.910588,0,12.782,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,84.3302,0,2.98,3.57,3.78,1.55,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.83,1.04,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019526,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

58,14:15-14:30,6.49,0,132.710689,0,4.233847,22.444045,44.326064,2.392833,48.576,1.095843,0,31.561589,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0,0,95.888555,122.432091,128.451291,18.910588,0,12.782,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,84.3302,0,2.98,3.57,3.78,1.55,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.83,1.04,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019526,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

59,14:30-14:45,6.49,0,132.710689,0,4.233847,22.444045,44.326064,2.392833,48.576,1.011547,0,31.561589,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0,0,95.888555,122.432091,128.451291,18.910588,0,12.782,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,84.3302,0,2.98,3.57,3.78,1.55,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.78,1.04,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019526,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

60,14:45-15:00,6.49,0,132.710689,0,4.233847,22.444045,44.326064,2.392833,48.576,1.011547,0,31.561589,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0,0,95.888555,122.432091,128.451291,37.821176,0,12.782,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,84.3302,0,2.98,3.57,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.78,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019526,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

61,15:00-15:15,6.49,0,132.710689,0,4.233847,22.444045,44.326064,2.392833,48.576,1.011547,25.478786,31.561589,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0,0,95.888555,122.432091,128.451291,37.821176,0,12.782,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,84.3302,0,2.98,3.57,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.78,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019526,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

62,15:15-15:30,13.09,0,132.710689,0,4.233847,22.444045,44.326064,2.392833,48.576,1.011547,38.218179,31.561589,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0,0,95.888555,122.432091,128.451291,54.367941,0,12.782,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,84.3302,0,2.98,3.57,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.78,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019526,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

63,15:30-15:45,13.09,0,132.710689,0,4.233847,22.444045,44.326064,2.392833,48.576,1.011547,50.957572,31.561589,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0,0,95.888555,122.432091,128.451291,56.92678,0,12.782,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,84.3302,0,2.98,3.57,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.78,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019526,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

64,15:45-16:00,13.09,0,132.710689,0,4.233847,22.444045,44.326064,2.392833,48.576,1.011547,50.957572,31.561589,27.350811,18.108732,15.349422,11.155202,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0,0,95.888555,122.432091,128.451291,56.92678,0,12.782,0,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,84.3302,0,2.98,3.57,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.78,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019526,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,4.26444,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

65,16:00-16:15,13.09,0,132.710689,0,4.233847,22.444045,44.326064,2.392833,48.576,1.011547,50.957572,32.639302,27.350811,18.108732,30.855472,11.155202,691.093984,0,667.076637,4.225255,9.137237,47.749204,0,0.710688,0,95.888555,122.432091,128.451291,56.92678,0,12.782,23.127249,65.426238,0,3.734724,28.632886,6.22454,0,72.930502,0,0,0,6.486938,86.924976,0,2.98,3.57,3.78,1.52,0,0.22,2.01,2.18,0,0,1.85,7.95,1.94,0,9.33,0.25,1.78,1.02,0,147.515625,41.5795,20.73185,20.0018,0,0,0,0.013657,0.001107,0.019526,4.228905,348.975,0,1.318423,2.368269,1.332638,1.759081,3.411552,2.948952,1.857394,3.518163,2.665275,3.487597,1.946241,1.9248,3.518163,1.929632,1.140171,1.361689,0,0

