Block,Time Block,MAPS,SIMHST1,SIMHST2,RSTPSU1TO6,SEWA2,SINGRAULI,RSTPSU7,SALAL,SASAN,KOTESHWR,KUDGI,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NAPP,KHSTPP-II,KKNP,KISHANGANGA,KKNPPU2,KOLDAM,KGSU1AND2,KGSU3AND4,RAPPD,RIHAND3,RAPPC,RIHAND2,RIHAND1,KHSTPP-I,NNTPP,NTPL,RAPPB,PARBATI3,PARBATI2,RAMPUR,JHAJJAR,FSTPP I & II,DHAULIGNGA,DULHASTI,CHAMERA3,CHAMERA2,DADRT2,CHAMERA1,URI,ANTA_LF,AURY_GF,DADRI_CRF,URI2,ANTA_GF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,VALLURNTECL,UNCHAHAR4,BSIUL,BRBCL,UNCHAHAR1,TANDA2,UNCHAHAR3,TALST2,TANAKPUR,SINGRAULI_HYDRO,TelanganaSTPP,UNCHAHAR2,TALA,TEHRI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,0,0,0,0,0,90.44,0,38.69,404.2,10.08,0,0,0,54.14,0,0,23.64,85.42,0,8.41,0,0,0,0,25.69,70.27,66.5,79.07,62.69,28.05,0,0,0,0,4.36,2.16,110.03,10.14,0,56.74,0,15.73,7.23,0,51.15,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,4.01,13.26,0,3.21,1.12,0,23.94,7.66,0,0,0,0,0,0

55,13:30-13:45,0,0,0,0,0,92.3,0,38.69,404.2,10.08,0,0,0,54.14,0,0,23.64,85.42,0,8.41,0,0,0,0,25.69,70.27,66.5,79.07,62.69,28.05,0,0,0,0,4.36,2.16,110.03,10.14,0,56.74,0,15.73,7.23,0,51.15,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,4.01,13.26,0,3.21,1.12,0,23.94,7.66,0,0,0,0,0,0

56,13:45-14:00,0,0,0,0,0,92.3,0,38.69,404.2,10.08,0,0,0,54.14,0,0,23.64,85.42,0,8.41,0,0,0,0,25.69,70.27,66.5,79.07,62.69,28.05,0,0,0,0,4.36,2.16,110.03,10.14,0,56.74,11.28,15.73,7.23,0,51.15,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,4.01,13.26,0,3.21,1.12,0,23.94,7.66,0,0,0,0,0,0

57,14:00-14:15,0,0,0,0,0,90.71,0,38.69,404.2,10.08,0,0,0,54.14,0,0,23.64,85.42,0,8.41,0,0,0,0,25.69,37.8,66.5,64.56,27.25,28.05,0,0,0,0,4.36,2.16,110.03,10.14,0,56.74,11.28,15.73,0,0,51.15,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,4.01,13.26,0,3.21,1.12,0,23.94,7.66,0,0,0,0,0,0

58,14:15-14:30,0,0,0,0,0,127.19,0,38.69,404.2,10.08,0,0,0,54.14,0,0,23.64,85.42,0,8.41,0,0,0,0,25.69,37.8,66.5,64.56,27.25,28.05,0,0,0,0,4.36,2.16,110.03,10.14,0,56.74,11.28,15.73,7.21,0,51.15,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,4.01,13.26,0,3.21,1.12,0,23.94,7.66,0,0,0,0,0,0

59,14:30-14:45,0,0,0,0,0,127.13,0,38.69,404.2,10.08,0,0,0,54.14,0,0,23.64,85.42,0,8.41,0,0,0,0,25.69,37.8,66.5,64.56,27.25,28.05,0,0,0,0,4.36,2.16,110.03,10.14,0,56.74,11.28,15.73,7.21,0,51.15,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,4.01,13.26,0,3.21,1.12,0,23.94,7.66,0,0,0,0,0,0

60,14:45-15:00,0,0,0,0,0,127.1,0,38.69,404.2,10.08,0,0,0,54.14,0,0,23.64,85.42,0,8.41,0,0,0,0,25.69,37.8,66.5,64.56,27.25,28.05,0,0,0,0,4.36,2.16,110.03,10.14,0,56.74,11.28,15.73,7.21,0,51.15,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,4.01,13.26,0,3.21,1.12,0,23.94,7.66,0,0,0,0,0,0

61,15:00-15:15,0,0,0,0,0,127.09,0,38.69,404.2,10.08,0,0,0,54.14,0,0,23.64,78.73,0,8.41,0,0,0,0,25.69,37.8,66.5,64.56,27.25,28.05,0,0,0,0,4.36,2.16,110.03,10.14,0,56.74,11.28,15.73,7.21,0,50.54,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,4.01,13.26,0,3.21,1.12,0,23.94,7.66,0,0,0,0,0,0

62,15:15-15:30,0,0,0,0,6.09,127.08,0,38.69,404.2,10.08,0,0,0,54.14,0,0,23.64,78.73,0,8.41,0,0,0,0,25.69,37.8,66.5,64.56,27.25,28.05,0,0,0,0,4.36,2.16,110.03,10.14,0,56.74,11.28,15.73,7.21,0,50.54,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,4.01,13.26,0,3.21,1.12,0,23.94,7.66,0,0,0,0,0,0

63,15:30-15:45,0,0,0,0,6.09,128.84,0,38.69,404.2,10.08,0,0,0,54.14,0,0,23.64,78.73,0,8.41,0,0,0,0,25.69,37.8,66.5,64.56,27.25,28.05,0,0,0,4.15,4.36,2.16,110.03,10.14,0,56.74,11.28,15.73,7.21,0,50.08,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,4.01,13.26,0,3.21,1.12,0,23.94,7.66,0,0,0,0,0,0

64,15:45-16:00,0,0,0,0,12.18,128.84,0,38.69,404.2,10.08,0,0,0,54.14,0,0,23.64,78.73,0,8.41,0,0,0,0,25.69,37.8,66.5,64.56,27.25,28.05,0,0,0,4.15,4.36,2.16,110.03,10.14,0,56.74,11.28,15.73,7.21,0,50.08,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,4.01,13.26,0,3.21,1.12,0,23.94,7.66,0,0,0,0,0,0

65,16:00-16:15,0,0,0,0,12.18,128.84,0,38.69,396.33,10.08,0,0,0,54.14,0,0,23.64,103.24,0,8.41,0,0,0,0,25.69,37.8,66.5,64.56,27.25,29.26,0,0,0,4.15,4.36,2.16,110.03,10.14,0,56.74,11.28,15.73,7.21,0,50.08,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,3.64,13.26,0,3.21,1.12,0,23.94,7.66,0,0,0,0,0,0

66,16:15-16:30,0,0,0,0,12.18,128.84,0,38.69,396.33,10.08,0,0,0,54.14,0,0,23.64,103.25,0,8.41,0,0,0,0,25.69,37.8,66.5,64.56,27.25,29.26,0,0,0,4.15,4.36,2.16,110.03,10.14,0,56.74,11.28,15.73,7.21,0,50.08,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,18.09,10.42,3.64,13.26,0,3.21,1.12,0,23.94,7.66,0,0,0,0,0,0

67,16:30-16:45,0,0,0,0,12.18,144.16,0,38.69,396.33,10.08,0,0,0,54.14,0,0,23.64,143.14,0,8.41,0,0,0,0,25.69,71.58,66.5,89.43,51.13,29.26,0,0,0,4.15,4.36,2.16,110.03,10.14,0,56.74,11.28,15.73,7.21,0,50.08,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,3.64,13.26,0,8.04,1.12,0,23.94,7.66,0,0,0,0,0,0

68,16:45-17:00,0,0,0,0,12.18,144.16,0,38.69,396.33,10.08,0,0,0,80.23,0,0,23.64,143.14,0,8.41,0,0,0,0,25.69,71.58,66.5,89.7,51.38,29.26,0,0,0,4.15,4.36,3.21,110.03,10.14,0,56.74,11.28,15.73,7.21,0,50.08,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,10.42,3.64,13.26,0,8.04,1.12,0,23.94,7.66,0,0,0,0,0,0

69,17:00-17:15,0,0,0,0,12.18,148.73,0,38.69,396.33,10.08,0,0,0,80.23,0,0,23.64,143.14,0,8.41,0,1.89,0,0,25.69,77.52,66.5,93.43,61.5,29.26,0,0,0,4.15,4.36,3.21,110.03,10.14,0,56.74,11.28,31.47,7.21,0,50.08,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,0,19.3,10.42,3.64,13.26,0,8.04,1.12,0,23.94,7.66,0,0,0,0,0,0

70,17:15-17:30,0,0,0,0,18.27,148.73,0,38.69,396.33,10.08,0,0,0,80.23,0,0,23.64,143.14,0,8.41,0,3.77,0,0,25.69,77.52,66.5,93.43,61.5,29.26,0,0,0,4.15,4.36,3.21,110.03,10.14,0,56.74,22.56,31.47,7.21,0,50.08,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,0,19.3,10.42,3.64,13.26,0,8.04,1.12,0,23.94,7.66,0,0,0,0,0,0

71,17:30-17:45,0,0,0,0,18.27,148.73,0,38.69,396.33,10.08,0,0,0,80.23,0,0,23.64,143.14,0,8.41,0,5.67,0,0,25.69,88.68,66.5,92.12,61.51,29.26,0,0,0,4.15,4.36,3.21,110.03,10.14,0,56.74,22.56,31.47,7.21,13.56,50.08,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,0,19.3,10.42,3.64,13.26,0,8.04,1.12,0,23.94,7.66,0,0,0,0,0,0

72,17:45-18:00,0,0,0,0,18.27,148.73,0,81.88,396.33,10.08,0,0,0,106.96,0,0,23.64,143.14,0,8.41,0,7.65,0,0,25.69,88.68,66.5,92.12,61.51,29.26,0,0,0,4.15,4.36,4.29,110.03,10.14,0,56.74,22.56,31.47,7.21,13.56,50.08,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,0,19.3,10.42,3.64,13.26,0,8.04,1.12,0,23.94,7.66,0,0,0,0,0,0

73,18:00-18:15,0,0,0,0,18.27,148.73,0,81.88,396.33,10.08,0,0,0,133.72,0,0,23.64,143.14,0,8.41,0,9.35,0,0,25.69,88.68,66.5,92.12,61.51,35.34,0,0,0,4.15,4.36,5.36,110.03,16.08,0,56.74,22.56,31.47,7.21,27.12,50.08,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,0,19.3,12.02,3.64,15.76,0,6.05,1.12,0,26.07,7.66,0,0,0,0,0,0

74,18:15-18:30,0,0,0,0,18.27,148.73,0,81.88,396.33,10.08,0,0,0,133.72,0,0,23.64,143.14,0,8.41,0,9.35,0,0,25.69,88.68,66.5,92.12,61.51,35.34,0,0,0,4.15,4.36,5.36,110.03,16.08,10.59,56.74,22.56,31.47,7.21,27.12,50.08,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,0.97,6.29,19.3,12.02,3.64,16.5,0,6.05,1.12,0,26.07,7.66,0,0,0,0,0,0

75,18:30-18:45,0,0,0,0,18.27,148.73,0,81.88,396.33,10.08,0,0,0,133.72,0,0,23.64,143.14,0,8.41,0,9.35,0,0,25.69,88.68,66.5,92.12,61.51,41.88,0,0,0,16.31,14.56,5.36,110.03,16.08,10.59,56.74,22.56,31.47,7.21,27.12,49.55,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,1.93,6.29,19.3,12.02,3.74,16.5,0,1.24,1.12,0,23.94,7.66,0,0,0,0,0,0

76,18:45-19:00,0,0,0,0,18.27,148.73,0,81.88,396.33,10.08,0,0,0,160.45,0,0,23.64,143.14,0,8.41,0,9.35,0,0,25.69,88.68,66.5,92.12,61.51,44.15,0,0,0,32.63,29.11,6.43,110.03,16.08,21.16,56.74,33.87,31.47,7.21,27.12,49.55,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,1.93,10.62,19.3,12.02,3.68,16.5,0,1.24,1.12,0,25.1,7.66,0,0,0,0,0,0

77,19:00-19:15,0,0,0,0,18.27,148.73,0,81.88,396.33,10.08,0,0,0,174.86,0,0,23.64,143.14,0,8.41,0,10.28,0,0,25.69,88.68,66.5,92.12,61.51,44.15,0,0,0,29.67,43.67,6.8,121.88,19.91,31.75,56.74,33.87,47.2,7.35,40.68,49.55,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,2.31,12.56,19.3,12.35,6.09,17.04,0,1.24,1.12,0,25.69,7.66,9.08,0,0,0,0,0

78,19:15-19:30,0,0,0,0,19.42,148.73,0,38.69,396.33,11.2,0,0,0,176.51,0,0,23.64,143.14,0,8.56,0,10.28,0,0,25.69,88.68,66.5,92.12,61.51,44.15,0,0,0,76.22,57.64,6.97,161.98,20.08,42.32,57.54,35.61,49.68,7.35,41.47,49.55,0,0,0,38.83,0,0,0,0,0,0,0,0,0,0,2.31,19.75,19.3,12.35,6.09,17.04,0,1.24,1.12,0,25.69,7.66,26.55,0,0,0,0,0

79,19:30-19:45,0,0,0,0,19.42,148.73,0,38.69,396.33,11.2,0,0,0,176.51,0,0,23.64,143.14,0,8.56,0,10.28,0,0,25.69,88.68,66.5,92.12,61.51,44.15,0,0,0,76.22,57.64,6.97,224.24,20.08,42.32,57.54,35.61,49.68,48.71,41.47,49.02,0,0,0,38.83,0,0,0,0,0,0,0,0,0,0,2.31,19.75,19.3,16.54,6.09,20.68,0,1.24,1.12,0,34.19,7.66,26.55,0,0,0,0,0

80,19:45-20:00,0,0,0,0,19.42,148.73,0,38.69,396.33,11.2,0,0,0,176.51,0,0,23.64,143.14,0,8.56,0,10.28,0,0,25.69,88.68,66.5,92.12,61.51,44.15,0,0,0,76.22,57.64,6.97,224.24,20.08,42.32,57.54,35.61,49.68,89.25,41.47,49.02,0,0,0,38.83,0,0,0,0,0,0,0,0,0,0,2.31,19.75,19.3,16.54,6.09,20.68,0,1.24,1.12,0,34.19,7.66,26.55,0,0,0,0,0

81,20:00-20:15,0,0,0,0,19.42,148.73,0,38.69,396.33,11.2,0,0,0,176.51,0,0,23.64,143.14,0,8.56,0,10.28,0,0,25.69,88.68,66.5,92.12,61.51,44.15,0,0,0,76.22,57.64,6.97,224.24,20.08,42.32,57.54,35.61,49.68,93.44,41.47,49.02,0,0,0,38.83,0,0,0,0,0,0,0,0,0,0,2.31,19.75,19.3,16.54,6.09,20.68,0,1.24,1.12,0,34.19,7.66,26.55,0,0,0,0,0

82,20:15-20:30,0,0,0,0,19.42,148.73,0,38.69,396.33,11.2,0,0,0,176.51,0,0,23.64,143.14,0,8.56,0,10.28,0,0,25.69,88.68,66.5,92.12,61.51,44.15,0,0,0,76.22,57.64,6.97,224.24,20.08,42.32,57.54,35.61,49.68,93.44,41.47,49.02,0,0,0,38.83,0,0,0,0,0,0,0,0,0,0,2.31,19.75,19.3,16.54,6.09,20.68,0,1.24,1.12,0,34.19,7.66,26.55,0,0,0,0,0

83,20:30-20:45,0,0,0,0,19.42,148.73,0,38.69,396.33,11.2,0,0,0,176.51,0,0,23.64,143.14,0,8.56,0,10.28,0,0,25.69,88.68,66.5,92.12,61.51,44.15,0,0,0,76.22,57.64,6.97,224.24,16.08,42.32,57.54,35.61,49.68,93.44,41.47,49.02,0,0,0,38.83,0,0,0,0,0,0,0,0,0,0,2.31,19.75,19.3,16.54,6.09,20.68,0,1.24,1.12,0,34.19,7.66,26.55,0,0,0,0,0

84,20:45-21:00,0,0,0,0,19.42,148.73,0,38.69,396.33,11.2,0,0,0,176.51,0,0,23.64,143.14,0,8.56,0,10.28,0,0,25.69,88.68,66.5,92.12,61.51,44.15,0,0,0,76.22,57.64,6.97,224.24,16.08,42.32,57.54,35.61,49.68,93.44,41.47,49.02,0,0,0,38.83,0,0,0,0,0,0,0,0,0,0,2.31,19.75,19.3,16.54,6.09,20.68,0,1.24,1.12,0,34.19,7.66,26.55,0,0,0,0,0

85,21:00-21:15,0,0,0,0,19.42,148.73,0,38.69,396.33,11.2,0,0,0,176.51,0,0,23.64,143.14,0,8.56,0,10.28,0,0,25.69,88.68,66.5,92.12,61.51,44.15,0,0,0,76.22,57.64,6.97,224.24,20.08,42.32,57.54,35.61,49.68,93.44,41.47,49.55,0,0,0,38.83,0,0,0,0,0,0,0,0,0,0,2.31,19.75,19.3,16.54,6.09,20.68,0,1.24,1.12,0,34.19,7.66,26.55,0,0,0,0,0

86,21:15-21:30,0,0,0,0,18.27,148.73,0,38.69,396.33,11.2,0,0,0,174.86,0,0,23.64,143.14,0,8.41,0,10.28,0,0,25.69,88.68,66.5,92.12,61.51,44.15,0,0,0,13.36,43.67,6.8,231.96,20.08,42.32,57.54,33.87,47.2,93.44,40.68,49.55,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,2.31,6.29,19.3,20.89,6.09,26.13,0,1.24,1.12,0,42.77,7.66,26.55,0,0,0,0,0

87,21:30-21:45,0,0,0,0,18.27,148.73,0,38.69,396.33,11.2,0,0,0,174.86,0,0,23.64,143.14,0,8.41,0,10.28,0,0,25.69,88.68,66.5,92.12,61.51,44.15,0,0,0,14.84,43.67,6.8,231.96,20.08,42.32,57.54,33.87,47.2,93.44,40.68,49.55,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,2.31,6.29,19.3,21.07,6.09,26.93,0,1.24,1.12,0,43.03,7.66,26.55,0,0,0,0,0

88,21:45-22:00,0,0,0,0,19.42,148.73,0,38.69,396.33,11.2,0,0,0,176.51,0,0,23.64,143.14,0,8.56,0,10.28,0,0,25.69,88.68,66.5,92.12,61.51,44.15,0,0,0,76.22,57.64,6.97,231.96,20.08,42.32,57.54,35.61,49.68,93.44,41.47,49.55,0,0,0,38.83,0,0,0,0,0,0,0,0,0,0,2.31,19.75,19.3,21.07,6.09,26.93,0,1.24,1.12,0,43.03,7.66,26.55,0,0,0,0,0

89,22:00-22:15,0,0,0,0,19.42,148.73,0,38.69,396.33,11.2,0,0,0,176.51,0,0,23.64,143.14,0,8.56,0,10.28,0,0,25.69,88.68,66.5,92.12,61.51,44.15,0,0,0,76.22,57.64,6.97,203,20.08,42.32,57.54,35.61,49.68,108.88,41.47,49.55,0,0,0,38.83,0,0,0,0,0,0,0,0,0,0,2.31,19.75,19.3,21.07,6.09,26.93,0,1.24,1.12,0,43.03,7.66,26.55,0,0,0,0,0

90,22:15-22:30,0,0,0,0,19.42,148.73,0,38.69,396.33,11.2,0,0,0,176.51,0,0,23.64,143.14,0,8.56,0,10.28,0,0,25.69,88.68,66.5,92.12,61.51,44.15,0,0,0,76.22,57.64,6.97,174.04,20.08,42.32,57.54,35.61,49.68,145.23,41.47,49.55,0,0,0,38.83,0,0,0,0,0,0,0,0,0,0,2.31,19.75,19.3,21.07,6.09,26.93,0,1.24,1.12,0,43.03,7.66,26.55,0,0,0,0,0

91,22:30-22:45,0,0,0,0,19.42,148.73,0,38.69,396.33,11.2,0,0,0,176.51,0,0,23.64,143.14,0,8.56,0,10.28,0,0,25.69,88.68,66.5,92.12,61.51,44.15,0,0,0,76.22,57.64,6.97,174.04,20.08,42.32,57.54,35.61,49.68,176.12,41.47,49.55,0,0,0,38.83,0,0,0,0,0,0,0,0,0,0,2.31,19.75,18.53,21.07,6.09,26.93,0,1.24,1.12,0,43.03,7.66,26.55,0,0,0,0,0

92,22:45-23:00,0,0,0,0,18.27,148.73,0,38.69,396.33,10.08,0,0,0,133.72,0,0,23.64,143.14,0,8.41,0,10.28,0,0,25.69,88.68,66.5,92.12,61.51,44.15,0,0,0,41.53,36.39,5.36,174.04,20.08,31.75,56.74,33.87,47.2,222.45,40.68,49.55,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,2.31,6.29,19.04,21.07,6.09,26.93,0,1.24,1.12,0,43.03,7.66,26.55,0,0,0,0,0

93,23:00-23:15,0,0,0,0,18.27,148.73,0,38.69,396.33,10.08,0,0,0,133.72,0,0,23.64,143.14,0,8.41,0,10.28,0,0,25.69,88.68,66.5,92.12,61.51,44.15,0,0,0,22.25,14.56,5.36,174.04,20.08,31.75,56.74,22.56,47.2,233.07,40.68,49.55,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,2.31,6.29,19.3,21.07,6.09,26.93,0,6.05,1.12,0,43.03,5.96,26.55,0,0,0,0,0

94,23:15-23:30,0,0,0,0,18.27,148.73,0,38.69,396.33,10.08,0,0,0,133.72,0,0,23.64,143.14,0,8.41,0,10.28,0,0,25.69,88.68,66.5,92.12,61.51,44.15,0,0,0,22.25,14.56,5.36,174.04,20.08,31.75,56.74,22.56,47.2,225.35,40.68,49.55,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,2.31,6.29,19.3,21.07,6.09,26.93,0,6.05,1.12,0,43.03,5.96,26.55,0,0,0,0,0

95,23:30-23:45,0,0,0,0,18.27,148.73,0,38.69,396.33,10.08,0,0,0,133.72,0,0,23.64,143.14,0,8.41,0,10.28,0,0,25.69,88.68,66.5,92.12,61.51,44.15,0,0,0,22.25,14.56,5.36,174.04,20.08,31.75,56.74,22.56,47.2,211.83,40.68,49.55,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,2.31,6.29,18.4,21.07,6.09,26.93,0,6.05,1.12,0,43.03,5.96,26.55,0,0,0,0,0

96,23:45-24:00,0,0,0,0,18.27,148.73,0,38.69,396.33,10.08,0,0,0,133.72,0,0,23.64,143.14,0,8.41,0,10.28,0,0,25.69,88.68,66.5,92.12,61.51,44.15,0,0,0,22.25,14.56,5.36,203,20.08,31.75,56.74,22.56,47.2,196.39,40.68,49.55,0,0,0,36.83,0,0,0,0,0,0,0,0,0,0,2.31,6.29,18.72,21.07,6.09,26.93,0,6.05,1.12,0,43.36,5.96,26.55,0,0,0,0,0

