Block,Time,CHAMERA3,DADRT2,KGSU3AND4,KOTESHWR,RAMPUR,RIHAND1,RIHAND3,RSTPSU1TO6,UNCHAHAR3,URI,DADRI_LF,KKNP,KKNPPU2,NNTPP,RAPPB,SINGRAULI_HYDRO,TANAKPUR,ANTA_RF,DADRI_GF,CHAMERA1,CHAMERA2,DHAULIGNGA,KISHANGANGA,NLCIIST1,NLCTS2EXP,RIHAND2,AURY_CRF,BRBCL,KGSU1AND2,KUDGI,NLCIIST2,SASAN,TANDA2,TelanganaSTPP,URI2,AURY_GF,AURY_RF,DADRI_CRF,DADRI_RF,BSIUL,MAPS,NAPP,NJPC,NLCEXP,RAPPC,RAPPD,SALAL,SIMHST2,UNCHAHAR2,UNCHAHAR4,ANTA_CRF,AURY_LF,FSTPP I & II,KHSTPP-I,KOLDAM,PARBATI3,SEWA2,TEHRI,KHSTPP-II,NTPL,RSTPSU7,UNCHAHAR1,ANTA_LF,DULHASTI,JHAJJAR,PARBATI2,SIMHST1,SINGRAULI,TALA,TALST2,VALLURNTECL,ANTA_GF
55,13:30-13:45,35.03,478.92,0,10.43,6.98,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.13,5,49.2,0,14.05,48.81,10.95,8.63,0,0,124.58,0,20,0,0,0,416.25,3.89,0,38.1,0,80.77,0,98.41,6.52,0,25.38,180.89,0,67.88,21.66,80.18,0,45,3.2,0,0,18.2,45.53,0,33.76,0,0,148.3,0,0,21.94,0,58.69,327.11,28.56,0,150.34,5.59,0,0,0

56,13:45-14:00,35.03,458.92,0,10.43,6.98,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.13,5,49.2,0,14.05,48.81,10.95,8.63,0,0,124.58,0,20,0,0,0,416.25,3.89,0,38.1,0,80.77,0,98.41,6.52,0,25.38,180.89,0,67.88,21.66,80.18,0,45,3.2,0,0,18.2,45.53,0,33.76,0,0,148.3,0,0,21.94,0,58.69,327.11,28.56,0,150.34,5.59,0,0,0

57,14:00-14:15,35.03,458.92,0,10.43,6.98,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.13,5,48.55,0,28.1,48.81,10.95,8.63,0,0,124.58,0,20,0,0,0,416.25,4.12,0,38.1,0,80.77,0,98.41,6.52,0,25.38,180.89,0,67.88,21.66,80.18,0,45,3.2,0,0,18.2,45.53,0,23.02,0,0,148.3,0,0,21.94,0,58.69,327.11,28.56,0,150.34,3.53,0,0,0

58,14:15-14:30,35.03,458.92,0,10.43,6.98,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.13,5,48.55,0,28.1,48.81,10.95,8.63,0,0,124.58,0,20,0,0,0,416.25,4.12,0,38.1,0,80.77,0,98.41,6.52,0,25.38,180.89,0,67.88,21.66,80.18,0,45,3.2,0,0,18.2,45.53,0,23.02,0,0,148.3,0,0,21.94,0,58.69,327.11,28.56,0,150.34,3.53,0,0,0

59,14:30-14:45,35.03,458.92,0,10.43,6.98,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.13,3.72,48.55,0,28.1,48.81,0,8.63,0,0,124.58,0,20,0,0,0,416.25,4.35,0,38.1,0,80.77,0,98.41,6.52,0,25.38,180.89,0,67.88,21.66,80.18,0,45,3.2,0,0,18.2,45.53,0,23.02,0,0,148.3,0,0,21.94,0,58.69,327.11,28.56,0,150.34,3.53,0,0,0

60,14:45-15:00,35.03,458.92,0,10.43,6.98,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.13,3.72,48.55,0,28.1,48.81,0,8.63,0,0,124.58,0,20,0,0,0,416.25,4.35,0,38.1,0,80.77,0,98.41,6.52,0,25.38,180.89,0,67.88,21.66,80.18,0,45,3.2,0,0,18.2,45.53,0,23.02,0,0,148.3,0,0,21.94,0,58.69,327.11,28.56,0,150.34,3.53,0,0,0

61,15:00-15:15,35.03,458.92,0,10.43,6.98,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.13,5,48.55,0,42.15,48.81,0,8.63,0,0,124.58,0,20,0,0,0,416.25,4.58,0,38.1,0,80.77,0,98.41,6.52,0,25.38,180.89,0,67.88,21.66,80.18,0,45,3.2,0,0,18.2,45.53,0,23.02,0,0,148.3,0,0,21.94,0,58.69,327.11,28.56,0,150.34,3.97,0,0,0

62,15:15-15:30,35.03,458.92,0,10.43,6.98,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.13,5,48.55,0,42.15,48.81,0,8.63,0,0,124.58,0,20,0,0,0,416.25,4.8,0,38.1,0,80.77,0,98.41,6.52,0,25.38,180.89,0,67.88,21.66,80.18,0,45,3.2,0,0,18.2,45.53,0,23.02,0,0,148.3,0,0,21.94,0,58.69,400.44,28.56,0,150.34,3.97,0,0,0

63,15:30-15:45,35.03,458.92,0,10.43,6.98,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.13,3.72,48.55,0,42.15,48.81,0,8.63,0,0,124.58,0,20,0,0,0,416.25,5.03,0,38.1,0,80.77,0,98.41,6.52,0,25.38,180.89,0,67.88,21.66,80.18,0,45,3.2,0,0,18.2,45.53,0,23.02,0,0,148.3,0,0,21.94,0,58.69,400.44,28.56,0,150.34,3.97,0,0,0

64,15:45-16:00,35.03,458.92,0,10.43,6.98,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.13,3.72,48.55,0,42.15,48.81,0,8.63,0,0,124.58,0,20,0,0,0,416.25,5.26,0,38.1,0,80.77,0,98.41,6.52,0,25.38,180.89,0,67.88,21.66,80.18,0,45,3.2,0,0,18.2,45.53,0,23.02,0,0,148.3,0,0,21.94,0,58.69,400.44,28.56,0,150.34,3.97,0,0,0

65,16:00-16:15,35.03,458.92,0,10.43,6.98,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.13,3.72,47.89,0,42.15,48.81,0,8.63,0,0,124.58,0,20,0,0,0,414,5.49,0,38.1,0,80.77,0,98.41,13.04,0,25.38,180.89,0,67.88,21.66,80.18,0,45,3.2,0,0,18.2,45.53,0,23.02,0,0,148.3,0,0,21.94,0,58.69,400.44,28.56,0,150.34,3.97,0,0,0

66,16:15-16:30,35.03,458.92,0,10.43,6.98,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.13,3.72,47.89,0,42.15,48.81,0,8.63,0,0,124.58,0,20,0,0,0,414,5.7,0,38.1,0,80.77,0,98.41,13.04,0,25.38,180.89,0,67.88,21.66,80.18,0,45,3.2,0,0,18.2,45.53,0,23.02,0,0,148.3,0,0,21.94,0,58.69,400.44,28.56,0,150.34,3.97,0,0,0

67,16:30-16:45,35.03,458.92,0,10.43,6.98,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.13,3.72,47.24,0,42.15,48.81,0,8.63,0,0,124.58,0,20,0,0,0,414,5.7,0,38.1,0,80.77,0,98.41,13.04,0,25.38,180.89,0,67.88,21.66,80.18,0,45,3.2,0,0,18.2,45.53,0,33.76,0,0,148.3,0,0,21.94,0,58.69,447.11,28.56,0,150.34,1.62,0,0,0

68,16:45-17:00,35.03,458.92,0,10.43,6.98,97.23,130.79,0,27.68,51.01,0,0,0,0,0,1.13,3.72,47.24,0,42.15,48.81,0,8.63,0,0,124.58,0,20,0,0,0,414,5.7,0,38.1,0,80.77,0,98.41,13.04,0,25.38,180.89,0,67.88,21.66,80.18,0,45,3.2,0,0,18.2,45.53,0,33.76,6.3,0,148.3,0,0,21.94,0,58.69,447.11,28.56,0,150.34,1.62,0,0,0

69,17:00-17:15,35.03,458.92,0,10.43,6.98,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.13,3.72,47.24,0,42.15,48.81,10.95,8.63,0,0,124.58,0,20,0,0,0,414,5.7,0,38.1,0,80.77,0,98.41,13.04,0,25.38,180.89,0,67.88,21.66,80.18,0,45,3.2,0,0,18.2,45.53,2.4,38.36,6.3,0,148.3,0,0,21.94,0,58.69,447.11,28.56,0,150.34,1.62,0,0,0

70,17:15-17:30,35.03,458.92,0,10.43,6.98,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.13,3.72,47.24,0,42.15,48.81,10.95,8.63,0,0,124.58,0,20,0,0,0,414,5.7,0,38.1,0,80.77,0,98.41,13.04,0,25.38,180.89,0,67.88,21.66,80.18,0,45,3.2,0,0,18.2,45.53,4.79,38.36,12.61,0,148.3,0,0,21.94,0,58.69,447.11,28.56,0,150.34,1.62,0,0,0

71,17:30-17:45,35.03,458.92,0,10.43,6.98,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.13,5,47.24,0,42.15,48.81,10.95,8.63,0,0,124.58,0,20,0,0,0,414,5.7,0,38.1,0,80.77,0,98.41,13.04,0,25.38,180.89,0,67.88,21.66,80.18,0,45,3.2,0,0,18.2,45.53,7.19,38.36,12.61,0,148.3,0,0,21.94,0,58.69,447.11,28.56,0,150.34,1.62,0,0,0

72,17:45-18:00,35.03,458.92,0,10.43,6.98,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.13,5,47.24,0,42.15,48.81,10.95,8.63,0,0,124.58,0,20,0,0,0,414,5.7,0,38.1,0,80.77,0,98.41,13.04,0,25.38,180.89,0,67.88,21.66,80.18,0,44.5,2.3,0,0,18.2,45.53,9.59,38.36,12.61,0,148.3,0,0,21.94,0,58.69,447.11,28.56,0,150.34,1.62,0,0,0

73,18:00-18:15,35.03,458.92,0,10.43,6.98,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.13,5,47.24,0,42.15,48.81,10.95,8.63,0,0,124.58,0,20,0,0,0,414,5.7,0,38.1,0,80.77,0,98.41,13.04,0,25.38,180.89,0,67.88,21.66,80.18,0,44.5,2.3,0,0,18.2,45.53,9.59,39.9,18.9,10.11,148.3,0,0,21.94,0,58.69,319.11,37.57,0,150.34,1.62,0,0,0

74,18:15-18:30,35.03,458.92,0,10.43,6.98,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.13,5,47.24,0,42.15,48.81,21.88,8.63,0,0,124.58,0,20,0,0,0,414,5.7,0,38.1,0,80.77,0,98.41,13.04,0,25.38,180.89,0,67.88,21.66,80.18,0,44.5,2.3,0,0,18.2,45.53,9.59,39.9,18.9,10.11,148.3,0,0,21.94,0,58.69,322.44,37.57,0,150.34,1.62,0,0,0

75,18:30-18:45,35,458.92,0,20.85,6.98,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.13,5,47.24,0,42.15,48.81,43.78,8.63,0,0,124.58,0,20,0,0,0,414,5.7,0,38.1,0,80.77,0,98.41,13.04,0,25.38,180.89,0,67.88,21.66,80.18,0,44.5,2.3,0,0,18.2,45.53,9.59,46.03,18.9,20.22,148.3,0,0,21.94,0,58.69,322.44,41.33,0,150.34,1.62,0,0,0

76,18:45-19:00,36.84,458.92,0,34.76,7.15,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.13,5,47.24,0,43.14,51.05,32.75,8.68,0,0,124.58,0,20,0,0,0,414,5.7,0,40.16,0,80.77,0,98.41,20.46,0,25.38,182.59,0,67.88,21.66,80.18,0,44.5,2.3,0,0,18.2,45.53,7.76,78.83,20.09,20.22,148.3,0,0,21.94,0,59.5,289.11,44.33,0,150.34,1.62,0,0,0

77,19:00-19:15,36.84,458.92,0,34.76,7.15,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.13,5,47.5,0,43.14,51.05,32.75,8.68,0,0,124.58,0,20,0,0,0,414,5.7,0,40.16,0,80.77,0,98.41,20.46,0,25.38,182.59,0,67.88,21.66,80.18,0,44.5,2.3,0,0,18.2,45.53,7.76,78.83,20.09,20.22,148.3,0,0,21.94,0,59.5,289.11,44.33,0,150.34,3.97,0,0,0

78,19:15-19:30,36.84,458.92,0,34.76,7.15,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.13,5,47.5,0,43.14,51.05,32.75,8.68,0,0,124.58,0,20,0,0,0,414,5.7,0,40.16,0,80.77,0,98.41,20.46,0,25.38,182.59,0,67.88,21.66,80.18,0,44.5,2.3,0,0,18.2,45.53,7.76,78.83,20.09,20.22,148.3,0,0,21.94,0,59.5,289.11,44.33,0,150.34,3.97,0,0,0

79,19:30-19:45,36.84,458.92,0,34.76,7.15,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.13,5,47.89,0,43.14,51.05,32.75,8.68,0,0,124.58,0,20,0,0,0,414,5.7,0,40.16,0,80.77,0,98.41,20.46,0,25.38,182.59,0,67.88,21.66,80.18,0,44.5,2.3,0,0,18.2,45.53,7.76,78.83,20.09,30.33,148.3,0,0,21.94,0,59.5,289.11,44.33,0,150.34,3.97,0,0,0

80,19:45-20:00,30.69,458.92,0,34.76,6.5,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.13,5,47.89,0,29.23,41.17,43.78,8.68,0,0,124.58,0,20,0,0,0,414,5.7,0,40.16,0,80.77,0,98.41,20.46,0,25.38,165.99,0,67.88,21.66,80.18,0,44.5,2.3,0,0,18.2,45.53,9.59,78.83,20.09,30.33,148.3,0,0,21.94,0,59.5,289.11,44.33,0,150.34,3.97,0,0,0

81,20:00-20:15,30.69,458.92,0,34.76,6.5,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.13,5,47.89,0,29.23,41.17,43.78,8.68,0,0,124.58,0,20,0,0,0,414,5.7,0,40.16,0,80.77,0,98.41,20.46,0,25.38,165.99,0,67.88,21.66,80.18,0,44.5,2.3,0,0,18.2,45.53,9.59,78.83,20.09,30.33,148.3,0,0,21.94,0,59.5,289.11,44.33,0,150.34,3.97,0,0,0

82,20:15-20:30,36.84,458.92,0,34.76,6.5,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.13,5,47.89,0,29.23,51.05,43.78,8.68,0,0,124.58,0,20,0,0,0,414,5.7,0,40.16,0,80.77,0,98.41,20.46,0,25.38,165.99,0,67.88,21.66,80.18,0,44.5,2.3,0,0,18.2,45.53,9.59,78.83,20.09,30.33,148.3,0,0,21.94,0,59.5,289.11,44.33,0,150.34,3.97,0,0,0

83,20:30-20:45,35.03,458.92,0,31.28,6.5,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.13,5,47.89,0,29.23,48.81,43.78,8.63,0,0,124.58,0,20,0,0,0,414,5.7,0,38.1,0,80.77,0,98.41,13.04,0,25.38,165.99,0,67.88,21.66,80.18,0,44.5,2.3,0,0,18.2,45.53,9.59,13.81,18.9,30.33,148.3,0,0,21.94,0,58.69,289.11,45.08,0,150.34,3.97,0,0,0

84,20:45-21:00,35.03,458.92,0,31.28,6.98,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.13,5,47.89,0,42.15,48.81,43.78,8.63,0,0,124.58,0,20,0,0,0,414,5.7,0,38.1,0,80.77,0,98.41,13.04,0,25.38,180.89,0,67.88,21.66,80.18,0,44.5,2.3,0,0,18.2,45.53,9.59,12.28,18.9,30.33,148.3,0,0,21.94,0,58.69,289.11,45.08,0,150.34,3.97,0,0,0

85,21:00-21:15,35.03,458.92,0,0,6.98,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.13,5,48.55,0,42.15,48.81,43.78,8.63,0,0,124.58,0,20,0,0,0,414,5.7,0,38.1,0,80.77,0,98.41,13.04,0,25.38,180.89,0,67.88,21.66,80.18,0,44.5,2.3,0,0,18.2,45.53,9.59,15.35,18.9,0,148.3,0,0,21.94,0,58.69,289.11,45.08,0,150.34,3.97,0,0,0

86,21:15-21:30,36.84,458.92,0,0,7.15,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.13,5,48.55,0,43.14,51.05,43.78,8.68,0,0,124.58,0,20,0,0,0,414,5.7,0,40.16,0,80.77,0,98.41,20.46,0,25.38,182.59,0,67.88,21.66,80.18,0,44.5,2.3,0,0,18.2,45.53,9.59,78.83,20.09,0,148.3,0,0,21.94,0,59.5,289.11,52.6,0,137.54,3.97,0,0,0

87,21:30-21:45,36.84,458.92,0,0,7.15,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.13,5,48.55,0,43.14,51.05,43.78,8.68,0,0,124.58,0,20,0,0,0,414,5.7,0,40.16,0,80.77,0,98.41,20.46,0,25.38,182.59,0,67.88,0,80.18,0,44.5,2.3,0,0,18.2,45.53,9.59,78.83,20.09,0,148.3,0,0,21.94,0,59.5,289.11,52.6,0,137.54,6.91,0,0,0

88,21:45-22:00,36.84,458.92,0,0,7.15,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.13,5,48.55,0,43.14,51.05,43.78,8.68,0,0,124.58,0,20,0,0,0,414,5.7,0,40.16,0,80.77,0,98.41,20.46,0,25.38,182.59,0,67.88,0,80.18,0,44.5,2.3,0,0,18.2,45.53,9.59,78.83,20.09,0,148.3,0,0,21.94,0,59.5,289.11,52.6,0,137.54,6.91,0,0,0

89,22:00-22:15,36.84,458.92,0,0,7.15,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.11,5,48.81,0,43.14,51.05,43.78,8.68,0,0,124.58,0,20,0,0,0,414,5.7,0,40.16,0,80.77,0,98.41,20.46,0,25.38,182.59,0,67.88,0,80.18,0,44.5,2.3,0,0,18.2,45.53,9.59,78.83,20.09,0,148.3,0,0,21.94,0,59.5,289.11,52.6,0,137.54,6.91,0,0,0

90,22:15-22:30,36.84,458.92,0,0,7.15,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.11,5,48.81,0,43.14,51.05,43.78,8.68,0,0,124.58,0,20,0,0,0,414,5.7,0,40.16,0,80.77,0,98.41,20.46,0,25.38,182.59,0,67.88,0,80.18,0,44.5,2.3,0,0,18.2,45.53,9.59,78.83,20.09,0,148.3,0,0,21.94,0,59.5,289.11,52.6,0,137.54,6.91,0,0,0

91,22:30-22:45,35.03,0,0,0,6.98,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.11,5,48.81,0,42.15,48.81,43.78,8.63,0,0,124.58,0,20,0,0,0,414,5.7,0,38.1,0,80.77,0,98.41,19.56,0,25.38,180.89,0,67.88,0,80.18,0,44.5,2.3,0,0,18.2,45.53,9.59,18.41,18.9,0,148.3,0,0,21.94,0,58.69,289.11,0,0,150.34,6.91,0,0,0

92,22:45-23:00,35.03,0,0,0,6.98,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.11,5,48.81,0,42.15,48.81,43.78,8.63,0,0,124.58,0,20,0,0,0,414,5.7,0,38.1,0,80.77,0,98.41,19.56,0,25.38,180.89,0,67.88,0,80.18,0,44.5,2.3,0,0,18.2,45.53,9.59,18.41,18.9,0,148.3,0,0,21.94,0,58.69,289.11,0,0,150.34,6.91,0,0,0

93,23:00-23:15,35.03,0,0,0,6.98,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.11,2.44,49.2,0,42.15,48.81,43.78,8.63,0,0,124.58,0,20,0,0,0,414,5.7,0,38.1,0,80.77,0,98.41,19.56,0,25.38,180.89,0,67.88,0,80.18,0,44.5,2.3,0,0,18.2,45.53,9.59,18.41,18.9,0,148.3,0,0,21.94,0,58.69,289.11,15.02,0,150.34,6.91,0,0,0

94,23:15-23:30,35.03,0,0,0,6.98,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.11,2.44,49.2,0,42.15,48.81,43.78,8.63,0,0,124.58,0,20,0,0,0,414,5.7,0,38.1,0,80.77,0,98.41,19.56,0,25.38,180.89,0,67.88,0,80.18,0,44.5,2.3,0,0,18.2,45.53,9.59,18.41,18.9,0,148.3,0,0,21.94,0,58.69,289.11,15.02,0,150.34,6.91,0,0,0

95,23:30-23:45,35.03,0,0,0,6.98,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.11,2.44,49.2,0,42.15,48.81,43.78,8.63,0,0,124.58,0,20,0,0,0,414,5.7,0,38.1,0,80.77,0,98.41,13.04,0,25.38,180.89,0,67.88,0,80.18,0,44.5,2.3,0,0,18.2,45.53,9.59,18.41,18.9,0,148.3,0,0,21.94,0,58.69,289.11,15.02,0,150.34,6.91,0,0,0

96,23:45-24:00,35.03,0,0,0,6.98,97.23,95.79,0,27.68,51.01,0,0,0,0,0,1.11,2.44,49.2,0,42.15,48.81,43.78,8.63,0,0,124.58,0,20,0,0,0,414,5.7,0,38.1,0,80.77,0,98.41,13.04,0,25.38,180.89,0,67.88,0,80.18,0,44.5,2.3,0,0,18.2,45.53,9.59,18.41,18.9,0,148.3,0,0,21.94,0,58.69,289.11,15.02,0,150.34,6.91,0,0,0

