Block,Time,CHAMERA3,KKNPPU2,NNTPP,AURY_RF,NJPC,NLCTS2EXP,RSTPSU7,SASAN,DADRI_GF,BSIUL,DHAULIGNGA,DULHASTI,JHAJJAR,KHSTPP-I,KISHANGANGA,NAPP,RAMPUR,RAPPB,TALST2,TANDA2,ANTA_LF,DADRI_LF,CHAMERA1,PARBATI3,UNCHAHAR4,ANTA_RF,KGSU1AND2,KHSTPP-II,KOLDAM,NLCEXP,RIHAND1,RIHAND2,RIHAND3,SEWA2,SINGRAULI,SINGRAULI_HYDRO,ANTA_CRF,AURY_CRF,CHAMERA2,KUDGI,NLCIIST2,NTPL,RAPPC,RSTPSU1TO6,SIMHST1,SIMHST2,TEHRI,URI,DADRI_CRF,DADRI_RF,BRBCL,FSTPP I & II,KKNP,KOTESHWR,SALAL,TALA,TANAKPUR,UNCHAHAR1,UNCHAHAR3,URI2,VALLURNTECL,ANTA_GF,DADRT2,KGSU3AND4,MAPS,NLCIIST1,TelanganaSTPP,UNCHAHAR2,AURY_GF,AURY_LF
59,14:30-14:45,21.37,0,0,77.58,153.34,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,3.29,0,0,2.89,0,0,0,0,1.62,46.48,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,13.43,0,0,0,60.53,0,0,0,76.9,35.33,0,96.19,15,20.8,0,28.98,51.13,8.02,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

60,14:45-15:00,21.37,0,0,77.58,153.34,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,3.29,0,0,2.89,0,0,0,0,1.62,46.48,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,27.6,0,0,0,60.53,0,0,0,76.9,35.33,0,96.19,15,20.8,0,28.98,51.13,8.02,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

61,15:00-15:15,21.37,0,0,77.58,153.34,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,3.29,0,0,2.89,0,0,0,0,1.62,46.48,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,27.6,0,0,0,60.53,0,0,0,76.9,35.33,0,96.19,15,20.8,0,28.98,51.13,7.59,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

62,15:15-15:30,21.37,0,0,77.58,153.34,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,3.29,0,0,2.89,0,0,0,0,1.62,46.48,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,27.6,0,0,0,60.53,0,0,0,76.9,35.33,0,96.19,15,20.8,0,28.98,51.13,7.59,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

63,15:30-15:45,21.37,0,0,77.58,153.34,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,3.29,0,0,2.89,0,0,0,3.94,1.62,46.48,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,27.6,0,0,0,60.53,0,0,0,76.9,35.33,0,96.19,15,20.8,0,28.98,51.13,6.56,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

64,15:45-16:00,21.37,0,0,77.58,153.34,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,3.29,0,0,2.89,0,0,0,3.94,1.62,46.48,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,27.6,0,0,0,60.53,0,0,0,76.9,35.33,0,96.19,15,20.8,0,28.98,51.13,6.56,11.53,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

65,16:00-16:15,21.37,0,0,77.58,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,2.74,0,0,2.89,0,0,0,3.94,1.62,45.3,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,27.6,0,0,0,60.53,0,0,0,76.9,27.6,0,96.19,15,20.8,0,38.64,51.13,6.61,11.78,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

66,16:15-16:30,21.37,0,0,77.58,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,2.74,0,0,2.89,0,0,0,3.94,1.62,45.3,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,27.6,0,0,0,60.53,0,0,0,76.9,27.6,0,96.19,15,20.8,0,38.64,51.13,6.61,11.78,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

67,16:30-16:45,21.37,0,0,77.58,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,2.74,0,0,2.89,0,0,0,3.94,1.62,45.3,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,27.6,0,0,0,60.53,0,0,0,76.9,35.33,0,4.94,15,20.8,0,38.64,51.13,6.47,11.78,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

68,16:45-17:00,21.37,0,0,77.58,127.78,0,0,154.12,0,6.52,30.23,53.79,663.81,44.92,0,45.46,2.74,0,0,2.89,0,0,0,3.94,1.62,45.3,0,98.87,4.01,0,47.33,121.71,127.6,0,132.43,0,0,0,27.6,0,0,0,60.53,0,0,0,76.9,35.33,0,12.33,15,20.8,0,38.64,51.13,6.47,11.78,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

69,17:00-17:15,21.37,0,0,77.58,127.78,0,0,154.12,0,1.1,30.23,53.79,623.81,44.92,0,45.46,2.74,0,0,2.89,0,0,0,3.94,1.62,45.3,0,98.87,4.01,0,47.33,121.71,127.6,4.4,132.43,0,0,0,27.6,0,0,0,60.53,0,0,0,76.9,35.33,0,29.59,15,20.8,0,38.64,51.13,6.33,11.78,20.96,0,20.68,0,0,686.07,0,0,0,0,43.05,0,0

70,17:15-17:30,21.37,0,0,77.58,127.78,0,0,154.12,0,1.1,30.23,53.79,623.81,44.92,0,45.46,2.74,0,0,2.89,0,0,14.05,3.94,1.62,2.36,0,98.87,4.01,0,47.33,121.71,127.6,4.54,132.43,0,0,0,27.6,0,0,0,60.53,0,0,0,76.9,35.33,0,44.4,15,20.8,0,38.64,51.13,6.44,11.78,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

71,17:30-17:45,21.37,0,0,77.58,127.78,0,0,154.12,0,1.1,30.23,53.79,623.81,44.92,0,45.46,2.74,0,0,2.89,0,0,14.05,3.94,1.62,8.28,0,98.87,4.01,0,47.33,121.71,127.6,5.12,132.43,0,0,0,27.6,0,0,0,60.53,0,0,0,76.9,29.81,0,59.19,15,20.8,0,38.64,51.13,6.29,11.78,20.96,0,20.68,0,0,686.07,0,0,0,0,43.71,0,0

72,17:45-18:00,21.37,0,0,77.58,153.34,0,0,154.12,0,13.04,40.4,53.79,623.81,44.92,0.14,45.46,3.29,0,0,2.89,0,0,40.29,5.62,1.62,15.38,0,98.87,4.01,0,47.33,121.71,127.6,10.26,132.43,0,0,0,27.6,0,0,0,60.53,0,0,0,76.9,29.81,0,59.19,15,20.8,0,38.64,51.13,6.29,11.78,20.96,0,20.68,0,0,686.07,0,0,0,0,43.05,0,0

73,18:00-18:15,32.08,0,0,77.58,153.34,0,0,154.12,0,13.04,40.4,53.79,429.31,44.92,1.44,45.46,3.29,0,0,2.89,0,0,40.29,11.24,1.62,22.47,0,98.87,4.01,0,47.33,121.71,127.6,11.14,132.43,0,0,0,27.6,0,0,0,60.53,0,0,0,76.9,27.6,0,59.19,15,20.8,0,38.64,51.13,6.14,11.78,20.96,0,20.68,0,0,686.07,0,0,0,0,43.05,0,0

74,18:15-18:30,32.08,0,0,77.58,153.34,0,0,154.12,0,13.04,40.4,53.79,429.31,44.92,2.88,45.46,3.29,0,0,2.89,0,0,42.15,54.11,1.62,27.2,0,98.87,4.01,0,47.33,121.71,127.6,17.37,132.43,0,0,0,44.22,0,0,0,60.53,0,0,0,76.9,27.6,0,59.19,15,20.8,0,38.64,51.13,6,11.78,20.96,0,22.16,0,0,686.07,0,0,0,0,43.05,0,0

75,18:30-18:45,33.74,0,0,77.58,153.34,0,0,154.12,0,19.56,41.42,55.08,429.31,44.92,4.32,45.46,3.29,0,0,2.89,0,0,42.15,54.11,1.62,28.98,0,98.87,4.01,0,47.33,121.71,127.6,17.37,132.43,0,0,0,45.65,0,0,0,60.53,0,0,0,76.9,50.23,0,59.19,15,20.8,0,42.94,79.38,5.86,12.68,20.96,0,36.35,0,0,686.07,0,0,0,0,43.05,0,0

76,18:45-19:00,33.74,0,0,77.58,153.34,0,0,154.12,0,19.56,41.42,55.08,429.31,44.92,4.32,45.46,3.29,0,0,2.89,0,0,42.15,54.11,1.62,28.98,0,98.87,4.01,0,47.33,121.71,127.6,17.37,132.43,0,0,0,45.65,0,0,0,60.53,0,0,0,76.9,50.23,0,59.19,15,20.8,0,42.94,79.38,5.7,11.91,20.96,0,36.35,0,0,686.07,0,0,0,0,43.05,0,0

77,19:00-19:15,33.74,0,0,77.58,153.34,0,0,154.12,0,19.56,41.42,55.08,429.31,44.92,4.32,45.46,3.29,0,0,2.89,0,0,42.15,54.11,1.62,28.98,0,98.87,4.01,0,47.33,121.71,127.6,17.37,132.43,0,0,0,45.65,0,0,0,60.53,0,0,0,76.9,27.6,0,59.19,15,20.8,0,42.94,79.38,5.55,11.91,20.96,0,22.16,0,0,686.07,0,0,0,0,43.05,0,0

78,19:15-19:30,33.74,0,0,77.58,153.34,0,0,154.12,0,19.56,41.42,55.08,429.31,44.92,4.32,45.46,3.29,0,0,2.89,0,0,42.15,54.11,1.62,28.98,0,98.87,4.01,0,47.33,121.71,127.6,17.37,132.43,0,0,0,45.65,0,0,0,60.53,0,0,0,76.9,27.6,0,59.19,15,20.8,0,42.94,79.38,5.55,11.91,20.96,0,20.68,0,0,686.07,0,0,0,0,43.05,0,0

79,19:30-19:45,33.74,0,0,77.58,153.34,0,0,154.12,0,19.56,41.42,55.08,429.31,44.92,4.32,45.46,3.29,0,0,2.89,0,0,42.15,54.11,1.62,28.98,0,98.87,4.01,0,47.33,121.71,127.6,17.37,132.43,0,0,0,45.65,0,0,0,60.53,0,0,0,76.9,27.6,0,59.19,15,20.8,0,42.94,38.93,5.7,11.91,20.96,0,20.68,0,0,686.07,0,0,0,0,43.05,0,0

80,19:45-20:00,33.74,0,0,77.58,153.34,0,0,154.12,0,19.56,41.42,55.08,429.31,44.92,4.32,45.46,3.29,0,0,2.89,0,0,42.15,18.27,1.62,28.98,0,98.87,4.01,0,47.33,121.71,127.6,17.37,132.43,0,0,0,45.65,0,0,0,60.53,0,0,0,76.9,27.6,0,59.19,15,20.8,0,42.94,38.93,5.74,11.91,20.96,0,20.68,0,0,686.07,0,0,0,0,43.05,0,0

81,20:00-20:15,33.74,0,0,77.81,153.34,0,0,154.12,0,13.04,41.42,55.08,429.31,44.92,4.32,45.46,3.29,0,0,2.89,0,0,42.15,3.94,1.62,28.98,0,98.87,4.01,0,47.33,121.71,127.6,17.37,132.43,0,0,0,45.65,0,0,0,60.53,0,0,0,76.9,50.23,0,59.19,15,20.8,0,42.94,38.93,5.79,11.91,20.96,0,20.68,0,0,686.07,0,0,0,0,43.05,0,0

82,20:15-20:30,33.74,0,0,77.81,153.34,0,0,154.12,0,13.04,41.42,55.08,429.31,44.92,4.32,45.46,3.29,0,0,2.89,0,0,42.15,3.94,1.62,28.98,0,98.87,4.01,0,47.33,121.71,127.6,17.37,132.43,0,0,0,45.65,0,0,0,60.53,0,0,0,76.9,50.23,0,59.19,15,20.8,0,42.94,38.93,5.86,11.91,20.96,0,20.68,0,0,686.07,0,0,0,0,43.05,0,0

83,20:30-20:45,32.08,0,0,77.81,136.57,0,0,154.12,0,1.1,40.4,53.79,429.31,44.92,1.72,45.46,2.94,0,0,2.89,0,0,40.29,3.94,1.62,28.98,0,98.87,4.01,0,47.33,121.71,127.6,17.37,132.43,0,0,0,44.22,0,0,0,60.53,0,0,0,76.9,27.6,0,59.19,15,20.8,0,38.64,38.93,0,11.02,20.96,0,20.68,0,0,686.07,0,0,0,0,43.05,0,0

84,20:45-21:00,32.08,0,0,77.81,136.57,0,0,154.12,0,1.1,40.4,53.79,429.31,44.92,1.72,45.46,2.94,0,0,2.89,0,0,40.29,3.94,1.62,28.98,0,98.87,4.01,0,47.33,121.71,127.6,17.37,132.43,0,0,0,44.22,0,0,0,60.53,0,0,0,76.9,27.6,0,59.19,15,20.8,0,38.64,38.93,0,11.02,20.96,0,20.68,0,0,686.07,0,0,0,0,43.05,0,0

85,21:00-21:15,32.08,0,0,77.81,136.57,0,0,154.12,0,1.1,40.4,53.79,429.31,44.92,1.72,45.46,2.94,0,0,2.89,0,0,40.29,3.94,1.62,29.21,0,98.87,4.01,0,47.33,121.71,127.6,17.37,132.43,0,0,0,44.22,0,0,0,60.53,0,0,0,76.9,19.87,0,59.19,15,20.8,0,38.64,38.93,0.29,9.74,20.96,0,20.68,0,0,686.07,0,0,0,0,43.05,0,0

86,21:15-21:30,32.08,0,0,77.81,136.57,0,0,154.12,0,1.1,40.4,53.79,429.31,44.92,1.72,45.46,2.94,0,0,2.89,0,0,40.29,3.94,1.62,29.21,0,98.87,4.01,0,47.33,121.71,127.6,17.37,132.43,0,0,0,44.22,0,0,0,60.53,0,0,0,76.9,19.87,0,59.19,15,20.8,0,38.64,38.93,0.29,9.74,20.96,0,20.68,0,0,686.07,0,0,0,0,43.05,0,0

87,21:30-21:45,32.08,0,0,77.81,136.57,0,0,154.12,0,1.1,40.4,53.79,429.31,44.92,1.72,45.46,2.94,0,0,2.89,0,0,40.29,3.94,1.62,29.21,0,98.87,4.01,0,47.33,121.71,127.6,17.37,132.43,0,0,0,44.22,0,0,0,60.53,0,0,0,76.9,27.6,0,59.19,15,20.8,0,38.64,38.93,0.29,9.74,20.96,0,20.68,0,0,686.07,0,0,0,0,43.05,0,0

88,21:45-22:00,32.08,0,0,77.81,136.57,0,0,154.12,0,2.2,38.51,53.79,429.31,44.92,1.86,45.46,2.94,0,0,2.89,0,0,42.15,3.94,1.62,29.21,0,98.87,4.01,0,47.33,121.71,127.6,17.37,128.54,0,0,0,44.22,0,0,0,60.53,0,0,0,76.9,27.6,0,59.19,15,20.8,0,38.64,38.93,0.29,9.74,20.96,0,20.68,0,0,686.07,0,0,0,0,43.05,0,0

89,22:00-22:15,33.74,0,0,78.06,153.34,0,0,154.12,0,19.56,41.42,55.08,429.31,44.92,4.32,45.46,3.29,0,0,2.89,0,0,42.15,3.94,1.62,29.21,0,98.87,4.01,0,47.33,121.71,127.6,17.37,124.63,0,0,0,45.65,0,0,0,60.53,0,0,0,76.9,50.23,0,59.19,15,20.8,0,42.94,38.93,0.59,10.63,20.96,0,20.68,0,0,686.07,0,0,0,0,43.05,0,0

90,22:15-22:30,33.74,0,0,78.06,153.34,0,0,154.12,0,19.56,41.42,55.08,429.31,44.92,4.32,45.46,3.29,0,0,2.89,0,0,42.15,3.94,1.62,29.21,0,98.87,4.01,0,47.33,121.71,127.6,17.37,120.74,0,0,0,45.65,0,0,0,60.53,0,0,0,76.9,50.23,0,59.19,15,20.8,0,42.94,38.93,0.59,10.63,20.96,0,20.68,0,0,686.07,0,0,0,0,43.05,0,0

91,22:30-22:45,33.74,0,0,78.06,153.34,0,0,154.12,0,19.56,41.42,55.08,429.31,44.92,4.32,45.46,3.29,0,0,2.89,0,0,42.15,3.94,1.62,29.21,0,98.87,4.01,0,47.33,121.71,127.6,17.37,116.85,0,0,0,45.65,0,0,0,60.53,0,0,0,76.9,27.6,0,59.19,15,20.8,0,42.94,51.13,0.59,12.68,20.96,0,20.68,0,0,686.07,0,0,0,0,43.05,0,0

92,22:45-23:00,33.74,0,0,78.06,153.34,0,0,154.12,0,19.56,41.42,55.08,429.31,44.92,4.32,45.46,3.29,0,0,2.89,0,0,42.15,3.94,1.62,29.21,0,98.87,4.01,0,47.33,121.71,127.6,17.37,116.85,0,0,0,45.65,0,0,0,60.53,0,0,0,76.9,27.6,0,59.19,15,20.8,0,42.94,51.13,0.59,12.68,20.96,0,20.68,0,0,686.07,0,0,0,0,43.05,0,0

93,23:00-23:15,32.08,0,0,78.06,136.57,0,0,154.12,0,6.52,40.4,53.79,429.31,44.92,2.88,45.46,2.94,0,0,2.89,0,0,41.08,15.46,1.62,29.21,0,98.87,4.01,0,47.33,121.71,127.6,11.57,116.85,0,0,0,44.22,0,0,0,60.53,0,0,0,76.9,22.08,0,59.19,15,20.8,0,38.64,63.92,0.88,9.48,20.96,0,20.68,0,0,686.07,0,0,0,0,43.05,0,0

94,23:15-23:30,32.08,0,0,78.06,136.57,0,0,154.12,0,6.52,40.4,53.79,429.31,44.92,1.44,45.46,2.94,0,0,2.89,0,0,28.1,15.46,1.62,29.21,0,98.87,4.01,0,47.33,121.71,127.6,11.57,116.85,0,0,0,44.22,0,0,0,60.53,0,0,0,76.9,22.08,0,59.19,15,20.8,0,38.64,63.92,1.03,9.48,20.96,0,20.68,0,0,686.07,0,0,0,0,43.05,0,0

95,23:30-23:45,32.08,0,0,78.06,136.57,0,0,154.12,0,6.52,40.4,53.79,429.31,44.92,0.06,45.46,2.94,0,0,2.89,0,0,28.1,15.46,1.62,29.21,0,98.87,4.01,0,47.33,121.71,127.6,11.57,116.85,0,0,0,44.22,0,0,0,60.53,0,0,0,76.9,22.08,0,59.19,15,20.8,0,38.64,63.92,1.18,9.48,20.96,0,20.68,0,0,686.07,0,0,0,0,43.05,0,0

96,23:45-24:00,32.08,0,0,78.06,136.57,0,0,154.12,0,6.52,40.4,53.79,429.31,44.92,0,45.46,2.94,0,0,2.89,0,0,28.1,15.46,1.62,29.21,0,98.87,4.01,0,47.33,121.71,127.6,5.71,116.85,0,0,0,44.22,0,0,0,60.53,0,0,0,76.9,22.08,0,59.19,15,20.8,0,38.64,63.92,1.18,9.48,20.96,0,20.68,0,0,686.07,0,0,0,0,43.05,0,0

