Block,Time Block,KGSU1AND2,KGSU3AND4,DHAULIGNGA,FSTPP I & II,DULHASTI,BRBCL,BSIUL,CHAMERA1,CHAMERA3,DADRT2,CHAMERA2,RSTPSU7,TALST2,SINGRAULI_HYDRO,SALAL,SEWA2,TANDA2,TANAKPUR,SIMHST2,TALA,TEHRI,SINGRAULI,SIMHST1,SASAN,UNCHAHAR4,URI,VALLURNTECL,UNCHAHAR3,URI2,UNCHAHAR2,TelanganaSTPP,UNCHAHAR1,AURY_CRF,AURY_RF,DADRI_RF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_LF,ANTA_GF,RAMPUR,RIHAND3,RAPPB,RIHAND2,RIHAND1,RAPPC,RSTPSU1TO6,JHAJJAR,NNTPP,PARBATI3,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NTPL,MAPS,NLCTS2EXP,NAPP,KKNP,KISHANGANGA,KHSTPP-I,KHSTPP-II,KOTESHWR,KUDGI,KKNPPU2,KOLDAM,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,0,0,10.75,0,19.23,0,0,0,409.82,0,0,0,0,8.93,0,0,5.54,0,0,14.96,134.33,0,389.49,0,1.07,0,19.13,4.27,25.97,0,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,232.73,0,0,0,0,0,0,0,0,0,40.16,0,0,41.69,95.08,8.53,0,0,0,0,0,0,0,0

64,15:45-16:00,0,0,0,11.25,0,19.23,0,0,0,433.86,0,0,0,0,1.35,0,0,5.54,0,0,29.94,134.33,0,389.49,0,1.07,0,22.64,4.27,28.78,0,17.64,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,232.73,0,0,0,0,0,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

65,16:00-16:15,0,0,0,11.25,0,19.23,0,0,0,471.37,0,0,0,0,1.35,0,0,3.58,0,0,29.94,134.33,0,389.49,0,1.07,0,22.64,4.27,28.78,0,17.64,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,232.73,0,0,0,0,0,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

66,16:15-16:30,0,0,0,11.25,0,19.23,0,0,0,552.77,0,0,0,0,1.35,0,0,3.58,0,0,29.94,134.33,0,389.49,0,1.07,0,22.64,4.27,25.97,0,17.64,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,232.73,0,0,0,0,0,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

67,16:30-16:45,0,0,0,11.25,15.85,19.23,0,0,0,547.94,0,0,0,0,1.35,0,0,3.58,0,0,44.9,134.33,0,389.49,0,1.07,0,24.83,4.27,29.91,0,19.32,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,253.89,0,0,0,0,22.49,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

68,16:45-17:00,0,0,0,11.25,15.85,19.23,0,0,0,538.32,3.2,0,0,0,1.35,0,0,3.58,0,0,59.86,134.33,0,389.49,0,1.07,0,25.38,4.27,34.12,0,19.77,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,253.89,0,0,0,0,44.99,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

69,17:00-17:15,0,0,7.75,11.25,15.85,19.23,0,0,0,547.94,12.67,0,0,0,1.35,0,0,3.58,0,0,59.86,134.33,0,389.49,0,1.07,0,25.38,4.27,34.12,0,19.77,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,253.89,0,0,0,0,59.2,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

70,17:15-17:30,0,0,15.54,11.25,31.7,19.23,1.06,11.55,0,547.94,25.33,0,0,0,1.35,0,0,3.58,0,0,59.86,134.33,0,389.49,0,1.07,0,25.38,4.27,34.12,0,19.77,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,253.89,0,0,0,0,76.05,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

71,17:30-17:45,0,0,15.78,11.25,31.7,19.23,6.27,23.55,9.31,576.79,25.33,0,0,0,1.35,0,0,2.95,0,0,59.86,134.33,0,389.49,0,1.07,0,25.38,4.27,34.12,0,19.77,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,253.89,0,0,0,0,95.62,0,0,0,0,40.16,0,0,43.49,95.08,17.07,0,0,0,0,0,0,0,0

72,17:45-18:00,0,0,35.15,11.25,47.54,19.23,12.54,40.54,27.95,576.79,25.33,0,0,0,1.35,5.07,0,2.95,0,0,59.86,134.33,0,389.49,0,1.07,0,25.38,4.27,34.12,0,19.77,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,253.89,0,0,0,0,134.96,0,0,0,0,40.16,0,0,43.49,95.08,28.74,0,0,0,0,0,0,0,0

73,18:00-18:15,0,0,35.15,11.25,47.54,19.23,12.54,40.54,27.95,617.66,25.33,0,0,0,1.35,5.07,0,1.72,0,0,59.86,134.33,0,389.49,0,1.07,0,25.38,4.27,34.12,0,19.77,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,253.89,0,0,0,0,134.96,0,0,0,0,40.16,0,0,43.49,95.08,28.74,0,0,0,0,0,0,0,0

74,18:15-18:30,0,0,35.15,11.25,47.54,19.23,12.54,40.54,27.95,652.92,25.33,0,0,0,1.35,5.07,0,1.72,0,0,59.86,134.33,0,389.49,0,1.07,0,25.38,4.27,34.12,0,19.77,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,214.52,0,0,0,0,134.96,0,0,0,0,40.16,0,0,43.49,95.08,28.74,0,0,0,0,0,0,0,0

75,18:30-18:45,0,0,35.15,11.25,47.54,19.23,12.54,40.54,27.95,646.69,25.33,0,0,0,1.35,5.07,0,0.49,0,0,59.86,134.33,0,389.49,0,4.24,0,25.38,4.27,34.12,0,19.77,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,353.65,0,0,0,0,134.96,0,0,0,0,40.16,0,0,43.49,95.08,28.74,0,0,0,0,0,0,0,0

76,18:45-19:00,0,0,35.15,11.25,47.54,19.23,12.54,40.54,27.95,634.49,25.33,0,0,0,1.35,5.07,0,0.49,0,0,59.86,134.33,0,389.49,0,25.48,0,25.38,4.27,34.12,0,19.77,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,253.89,0,0,0,0,134.96,0,0,0,0,40.16,0,0,43.49,95.08,28.74,0,0,0,0,0,0,0,0

77,19:00-19:15,0,0,23.63,11.25,47.54,19.23,12.54,40.54,27.95,634.49,25.33,0,0,0,1.35,5.07,0,0.49,0,0,59.86,134.33,0,389.49,0,25.48,0,21.87,4.27,31.3,0,17.03,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,253.89,0,3.67,0,0,112.47,0,0,0,0,40.16,0,0,43.49,95.08,28.74,0,0,0,0,0,0,0,0

78,19:15-19:30,0,0,15.5,11.25,31.7,19.23,6.27,23.55,2.45,634.49,25.33,0,0,0,1.35,0,0,0.49,0,0,59.86,134.33,0,389.49,0,25.48,0,21.87,4.27,31.3,0,17.03,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,253.89,0,15.92,0,0,89.98,0,0,0,0,40.16,0,0,43.49,95.08,18.96,0,0,0,0,0,0,0,0

79,19:30-19:45,0,0,7.75,11.25,15.85,19.23,1.06,11.55,0,634.49,25.33,0,0,0,8.93,0,0,0,0,0,59.86,134.33,0,389.49,0,3.18,0,21.87,4.27,31.3,0,17.03,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,253.89,0,15.92,0,0,67.48,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

80,19:45-20:00,0,0,0,11.25,15.85,19.23,0,0,0,634.49,12.67,0,0,0,40.23,0,0,0,0,0,59.86,134.33,0,389.49,0,1.07,0,21.87,4.27,31.3,0,17.03,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,253.89,0,15.92,0,0,44.99,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

81,20:00-20:15,0,0,0,11.25,15.85,19.23,0,0,0,652.92,12.67,0,0,0,40.23,0,0,1.97,0,0,59.86,134.33,0,378.67,0,1.07,0,25.38,4.27,40.38,0,19.77,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,253.89,0,15.92,0,0,22.49,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

82,20:15-20:30,0,0,0,11.25,15.85,19.23,0,0,0,652.92,0,0,0,0,40.23,0,0,1.97,0,0,59.86,134.33,0,378.67,0,1.07,0,25.38,4.27,40.38,0,19.77,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,253.89,0,15.92,0,0,0,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

83,20:30-20:45,0,0,0,11.25,15.85,19.23,0,0,0,652.92,0,0,0,0,26.82,0,0,1.97,0,0,59.86,134.33,0,378.67,0,10.62,0,25.38,4.27,40.38,0,19.77,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,253.89,0,15.92,0,0,0,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

84,20:45-21:00,0,0,0,11.25,15.85,19.23,0,0,0,652.92,0,0,0,0,6.7,0,0,1.97,0,0,59.38,134.33,0,378.67,0,10.62,0,25.38,4.27,40.38,0,19.77,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,253.89,0,3.42,0,0,0,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

85,21:00-21:15,0,0,0,11.25,15.85,19.23,0,0,0,652.92,0,0,0,0,1.35,0,0,1.97,0,0,59.38,134.33,0,378.67,0,10.62,0,21.87,4.27,31.51,0,17.03,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,253.89,0,0,0,0,0,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

86,21:15-21:30,0,0,0,11.25,15.85,19.23,0,0,0,652.92,0,0,0,0,1.35,0,0,1.97,0,0,59.38,134.33,0,378.67,0,10.62,0,21.87,4.27,31.3,0,17.03,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,253.89,0,0,0,0,0,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

87,21:30-21:45,0,0,0,11.25,15.85,19.23,0,0,0,652.92,0,0,0,0,1.35,0,0,1.97,0,0,59.38,134.33,0,378.67,0,10.62,0,21.87,4.27,31.3,0,17.03,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,253.89,0,0,0,0,0,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,0,11.25,15.85,19.23,0,0,0,632.57,0,0,0,0,1.35,0,0,1.97,0,0,59.38,131.27,0,378.67,0,10.62,0,21.87,4.27,31.3,0,17.03,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,253.89,0,0,0,0,0,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,0,10.75,15.85,19.23,0,0,0,637.38,0,0,0,0,1.35,0,0,1.97,0,0,59.38,131.27,0,378.67,0,10.62,0,21.87,4.27,31.3,0,17.03,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,253.89,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,0,10.75,15.85,19.23,0,0,0,621.99,0,0,0,0,1.35,0,0,1.97,0,0,44.9,128.39,0,378.67,0,10.62,0,21.87,4.27,31.3,0,17.03,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,253.89,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,0,11.25,15.85,19.23,0,0,0,605.64,0,0,0,0,1.35,0,0,1.97,0,0,44.9,128.39,0,378.67,0,10.62,0,21.87,4.27,31.3,0,17.03,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,253.89,0,0,0,0,0,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,0,11.25,15.85,19.23,0,0,0,591.21,0,0,0,0,1.35,0,0,1.97,0,0,44.9,125.5,0,378.67,0,10.62,0,21.87,4.27,31.3,0,17.03,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,253.89,0,0,0,0,0,0,0,0,0,40.16,0,0,43.49,95.08,8.53,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,0,10.75,15.85,19.23,0,0,0,581.6,0,0,0,0,1.35,0,0,1.97,0,0,44.9,121.15,0,378.67,0,10.62,0,21.87,4.27,31.3,0,17.03,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,253.89,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,0,10.75,15.85,19.23,0,0,0,535.8,0,0,0,0,1.35,0,0,1.97,0,0,14.54,121.15,0,378.67,0,10.62,0,21.87,4.27,31.3,0,17.03,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,253.89,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,95.08,8.53,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,0,10.75,15.85,19.23,0,0,0,476.18,0,0,0,0,1.35,0,0,1.97,0,0,0,121.15,0,378.67,0,6.38,0,21.87,4.27,31.3,0,17.03,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,253.89,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,95.08,8.53,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,0,10.75,15.85,18.59,0,0,0,413.67,0,0,0,0,1.35,0,0,1.97,0,0,0,121.15,0,378.67,0,6.38,0,21.87,4.27,31.3,0,17.03,0,0,0,0,0,0,0,0,0,0,0,0,0,119.56,0,114.21,88.48,51.99,0,253.89,0,0,0,0,0,0,0,0,0,40.16,0,0,37.49,81.96,8.53,0,0,0,0,0,0,0,0

