Block,Time Block,KGSU3AND4,KGSU1AND2,FSTPP I & II,DHAULIGNGA,DULHASTI,DADRI_CRF,DADRI_RF,DADRI_LF,DADRI_GF,PARBATI2,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,MAPS,NLCEXP,NAPP,NJPC,JHAJJAR,KKNPPU2,KOLDAM,KISHANGANGA,KUDGI,KHSTPP-I,KOTESHWR,KHSTPP-II,KKNP,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,ANTA_LF,AURY_GF,ANTA_GF,AURY_CRF,CHAMERA3,DADRT2,RIHAND2,SASAN,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,RSTPSU7,SALAL,TALST2,SEWA2,SINGRAULI,RIHAND3,TALA,BRBCL,BSIUL,CHAMERA2,CHAMERA1,PARBATI3,RAPPC,RAPPD,RAMPUR,RAPPB,RIHAND1,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,TANDA2,URI2,UNCHAHAR3,TelanganaSTPP,TANAKPUR,UNCHAHAR2,URI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,0,0,10.15,0,56.69,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,133.63,182.6,0,0,8.34,0,28.03,10.08,97.88,0,0,0,0,0,0,0,0,0,22.54,95.28,120.34,369.5,0,0,0,0,0,76.68,0,0,140.99,126.34,0,19.32,12.6,47.15,0,22.24,65.57,20.92,5.31,0,93.92,0,13.12,0,1.07,2.57,36.8,16.37,0,3.59,23.91,49.28,0,0,0,0,0

55,13:30-13:45,0,0,10.15,0,56.69,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,133.63,182.6,0,0,8.34,0,31.81,10.08,117.12,0,0,0,0,0,0,0,0,0,22.54,95.28,120.34,374.17,0,0,0,0,0,76.68,0,0,140.99,126.34,0,19.32,12.6,47.15,12.21,22.24,65.57,20.92,5.31,0,93.92,0,13.12,0,1.77,1.48,36.8,16.37,0,3.59,23.91,49.28,0,0,0,0,0

56,13:45-14:00,0,0,11.87,0,56.69,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,133.63,182.6,0,0,8.34,0,32.05,10.08,143.26,0,0,0,0,0,0,0,0,0,22.54,95.28,120.34,374.92,0,0,0,0,0,76.68,0,0,140.99,126.34,0,19.32,12.6,47.15,12.21,22.24,65.57,20.92,5.31,0,93.92,0,13.12,0,1.77,1.48,36.8,16.37,0,3.59,23.91,49.28,0,0,0,0,0

57,14:00-14:15,0,0,13.24,0,56.69,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,133.63,187.28,0,0,8.34,0,37.37,10.08,143.26,0,0,0,0,0,0,0,0,0,22.54,95.28,120.34,374.92,0,0,0,0,0,77.45,0,0,145.23,126.34,0,19.32,12.6,47.15,24.42,22.24,65.57,20.92,5.31,0,93.92,0,15.51,0,1.77,1.48,36.8,19.4,0,5.45,31.65,49.28,0,0,0,0,0

58,14:15-14:30,0,0,13.24,0,56.69,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,133.63,187.28,0,0,8.34,0,37.91,10.08,143.26,0,0,0,0,0,0,0,0,0,22.54,122.83,120.34,374.92,0,0,0,0,0,77.45,0,0,145.23,126.34,0,19.32,12.6,47.15,24.42,22.24,65.57,20.92,5.31,0,93.92,0,15.51,0,1.77,1.48,36.8,19.4,0,5.45,31.65,49.28,0,0,0,0,0

59,14:30-14:45,0,0,14.93,0,56.69,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,133.63,187.28,0,0,8.34,0,43.98,10.08,143.26,0,0,0,0,0,0,0,0,0,22.54,201.07,120.34,374.92,0,0,0,0,0,77.45,0,6.09,145.23,126.34,3.41,19.32,12.6,47.15,24.42,22.24,65.57,20.92,5.31,0,93.92,0,18.33,0,1.77,1.48,36.8,22.91,0,5.45,37.31,49.28,0,0,0,0,0

60,14:45-15:00,0,0,15.58,0,56.69,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,133.63,187.28,0,0,8.34,0,43.98,10.08,143.26,0,0,0,0,0,0,0,0,0,22.54,257.1,120.34,374.92,0,0,0,0,0,77.45,0,12.18,145.23,126.34,3.41,19.32,12.6,47.15,25.95,22.24,65.57,20.92,5.31,0,93.92,0,18.33,0,1.77,1.48,36.8,22.91,0,5.45,37.31,49.28,0,0,0,0,0

61,15:00-15:15,0,0,15.58,0,56.69,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,121.18,194.92,0,0,8.34,0,43.98,10.08,143.26,0,0,0,0,0,0,0,0,0,22.54,311.66,120.34,374.92,0,0,0,0,0,77.45,0,18.26,145.23,126.34,3.41,19.32,12.6,47.15,27.14,22.24,65.57,20.92,4.81,0,93.92,0,18.66,0,2.14,2.57,36.8,23.45,0,5.45,37.9,49.28,0,0,0,0,0

62,15:15-15:30,0,0,15.58,0,56.69,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,121.18,301.32,0,0,8.34,0,43.98,10.08,143.26,0,0,0,0,0,0,0,0,0,11.27,296.82,120.34,374.92,0,0,0,0,0,77.45,0,18.26,145.23,126.34,3.41,19.32,12.6,47.15,27.14,22.24,65.57,20.92,4.81,0,93.92,0,18.66,0,2.14,2.57,36.8,23.45,0,5.45,37.9,49.28,0,0,0,0,0

63,15:30-15:45,0,0,18.42,0,56.69,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,121.18,301.32,0,0,8.34,0,43.98,10.08,143.26,0,0,0,0,0,0,0,0,0,11.27,130.48,120.34,374.92,0,0,0,0,0,77.45,0,18.26,145.23,126.34,3.41,19.32,12.6,31.42,27.14,22.24,65.57,20.92,4.81,0,93.92,0,21.19,0,2.14,2.57,36.8,26.74,0,5.45,42.98,49.28,0,0,0,0,0

64,15:45-16:00,0,0,18.42,0,56.69,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,121.18,301.32,0,0,8.34,0,43.98,10.08,143.26,0,0,0,0,0,0,0,0,0,11.27,245.25,120.34,374.92,0,0,0,0,0,77.45,0,18.26,145.23,126.34,3.41,19.32,12.6,31.42,27.14,22.24,65.57,20.92,4.81,0,93.92,0,21.19,0,2.14,2.57,36.8,26.74,0,5.45,42.98,49.28,0,0,0,0,0

65,16:00-16:15,0,0,18.42,0,56.69,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,121.18,301.32,0,0,8.34,0,43.98,10.08,143.26,0,0,0,0,0,0,0,0,0,11.27,240.9,120.34,383.62,0,0,0,0,0,77.45,0,18.26,145.23,126.34,0,19.32,12.6,31.42,40.72,16.31,65.57,20.92,4.81,0,93.92,0,21.19,0,2.14,2.57,36.8,26.74,0,5.45,42.98,49.28,0,0,0,0,0

66,16:15-16:30,0,0,18.42,0,56.69,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,121.18,301.32,0,0,8.34,0,43.98,10.08,143.26,0,0,0,0,0,0,0,0,0,11.27,187.29,120.34,387.96,0,0,0,0,0,77.45,0,18.26,145.23,126.34,0,19.32,12.6,31.42,40.72,16.31,65.57,20.92,4.81,0,93.92,0,21.19,0,2.14,2.57,36.8,26.74,0,5.45,42.98,49.28,0,0,0,0,0

67,16:30-16:45,0,0,18.42,0,56.69,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,160.35,369.04,0,0,8.34,0,43.98,10.08,143.26,0,0,0,0,0,0,0,0,0,11.27,187.29,120.34,387.96,0,0,0,0,0,77.45,0,18.26,145.23,126.34,0,19.32,12.6,31.42,40.72,16.31,65.57,20.92,6.37,0,93.92,0,21.19,0,2.14,2.57,36.8,26.74,0,5.45,42.98,49.28,0,0,0,0,0

68,16:45-17:00,0,0,18.42,0,56.69,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,160.35,369.04,0,0,8.34,0,43.98,10.08,143.26,0,0,0,0,0,0,0,0,0,11.27,187.29,120.34,387.96,0,0,0,0,0,77.45,0,18.26,145.23,126.34,0,19.32,6.3,31.42,40.72,16.31,65.57,20.92,6.37,0,93.92,9.46,21.19,0,2.14,2.57,36.8,26.74,0,5.45,42.98,49.28,0,0,0,0,0

69,17:00-17:15,0,0,18.42,0,56.69,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,160.35,399.11,0,0,8.34,0,43.98,10.08,143.26,0,0,0,0,0,0,0,0,0,11.27,122.57,120.34,387.96,0,0,0,0,0,77.45,0,18.26,145.23,92.53,0,19.32,6.3,31.42,40.72,16.31,65.57,20.92,6.37,0,93.92,9.46,21.19,0,2.14,2.57,36.8,26.74,0,5.45,42.98,49.06,0,0,0,0,0

70,17:15-17:30,0,0,18.42,0,56.69,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,160.35,399.11,0,0,8.34,0,43.98,10.08,143.26,0,0,0,0,0,0,0,0,0,11.27,95.28,120.34,387.96,0,0,0,0,0,77.45,0,18.26,145.23,92.53,0,19.32,6.3,31.42,40.72,16.31,65.57,20.92,6.37,0,93.92,9.46,21.19,0,2.14,2.57,36.8,26.74,0,5.45,42.98,49.06,0,0,0,0,0

71,17:30-17:45,0,0,18.42,0,56.69,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,140.65,399.11,0,0,8.34,0,43.98,10.08,143.26,0,0,0,0,0,0,0,0,0,33.84,138.02,120.34,387.96,0,0,0,0,0,77.45,0,18.26,145.23,92.53,0,19.32,6.3,47.15,40.72,16.31,65.57,20.92,5.59,0,93.92,9.46,21.19,0,2.14,2.57,36.8,26.74,0,5.45,42.98,49.06,0,0,0,0,0

72,17:45-18:00,0,0,18.42,10.58,56.69,0,0,0,0,26.13,0,0,0,0,0,0,0,24.64,140.65,399.11,0,0,8.34,0,43.98,10.08,143.26,0,0,0,0,0,0,0,0,0,33.84,170.87,120.34,387.96,0,0,0,0,0,77.45,0,18.26,145.23,92.53,0,19.32,6.3,47.15,40.72,18.97,65.57,20.92,5.59,0,93.92,18.91,21.19,0,2.14,2.57,36.8,26.74,0,5.45,42.98,49.06,0,0,0,0,0

73,18:00-18:15,0,0,18.42,21.14,56.69,0,0,0,0,36.29,0,0,0,0,0,0,0,24.64,140.65,294.85,0,0,8.34,0,43.98,10.08,143.26,0,0,0,0,0,0,0,0,0,33.84,95.28,120.34,387.96,0,0,0,0,0,77.45,0,18.26,145.23,92.53,4.26,19.32,6.3,47.15,40.72,35.58,65.57,20.92,5.59,0,93.92,18.91,21.19,0,1.55,2.57,36.8,26.74,0,3.59,42.98,49.06,0,0,0,0,0

74,18:15-18:30,0,0,14.55,31.71,56.69,0,0,0,0,36.29,0,0,0,0,0,0,0,24.64,140.65,289.59,0,0,8.34,0,43.98,10.08,143.26,0,0,0,0,0,0,0,0,0,33.84,95.28,120.34,387.96,0,0,0,0,0,77.45,0,18.26,145.23,92.53,4.26,19.32,12.6,47.15,40.72,38.54,65.57,20.92,5.59,0,93.92,28.37,16.96,0,1.64,2.57,36.8,21.38,0,3.59,33.87,49.06,0,0,0,0,0

75,18:30-18:45,0,0,18.42,42.29,56.69,0,0,0,0,43.55,0,0,0,0,0,0,0,24.64,140.65,350.4,0,4.63,8.34,0,43.98,20.14,143.26,0,0,0,0,0,0,0,0,0,33.84,165.31,120.34,387.96,0,0,0,0,0,77.45,0,18.26,145.23,92.53,4.26,19.32,12.6,47.15,40.72,44.46,65.57,20.92,5.59,0,93.92,28.37,21.19,0,1.64,2.57,36.8,26.67,0,3.59,42.51,49.06,0,0,0,0,0

76,18:45-19:00,0,0,18.42,42.29,57.48,0,0,0,0,50.81,0,0,0,0,0,0,0,24.64,160.35,301.59,0,9.26,8.38,0,43.98,33.58,143.26,0,0,0,0,0,0,0,0,0,35.59,305.38,120.34,387.96,0,0,0,0,0,77.45,0,19.41,145.23,92.53,4.26,19.32,19.76,49.31,41.67,76.15,65.57,20.92,6.28,0,93.92,29.53,21.19,0,1.64,2.57,38.79,26.74,0,3.59,42.51,49.06,0,0,0,0,0

77,19:00-19:15,0,0,18.42,42.29,57.48,0,0,0,0,50.81,0,0,0,0,0,0,0,24.64,160.35,381.7,0,9.26,8.38,0,43.98,33.58,143.26,0,0,0,0,0,0,0,0,0,35.59,168.1,120.34,387.96,0,0,0,0,0,77.45,0,19.41,145.23,92.53,4.26,19.32,19.76,49.31,41.67,76.15,65.57,20.92,6.28,0,93.92,29.53,21.19,0,1.64,2.57,38.79,26.74,0,3.59,42.51,49.06,0,0,0,0,0

78,19:15-19:30,0,0,18.42,42.29,57.48,0,0,0,0,50.81,0,0,0,0,0,0,0,24.64,160.35,414.1,0,9.26,8.38,0,43.98,33.58,143.26,0,0,0,0,0,0,0,0,0,35.59,168.1,120.34,387.96,0,0,0,0,0,77.45,0,19.41,145.23,92.53,4.26,19.32,19.76,49.31,41.67,76.15,65.57,20.92,6.28,0,93.92,29.53,21.19,0,1.64,2.57,38.79,26.74,0,3.59,42.51,49.06,0,0,0,0,0

79,19:30-19:45,0,0,18.42,42.29,57.48,0,24.15,0,0,50.81,0,0,0,0,0,0,0,24.64,160.35,414.1,0,9.26,8.38,0,43.98,33.58,143.26,0,19.32,0,11.59,0,0,0,0,0,35.59,168.1,120.34,387.96,0,0,0,0,0,77.45,0,19.41,145.23,92.53,4.26,19.32,19.76,49.31,41.67,76.15,65.57,20.92,6.28,0,93.92,29.53,21.19,0,1.64,2.57,38.79,26.74,0,3.59,42.51,49.06,0,0,0,0,0

80,19:45-20:00,0,0,18.42,42.29,57.48,0,24.15,0,0,50.81,0,0,0,0,0,0,0,24.64,160.35,414.1,0,9.26,8.38,0,43.98,33.58,143.26,0,19.32,0,11.59,0,0,0,0,0,35.59,168.1,120.34,387.96,0,0,0,0,0,77.45,0,19.41,145.23,92.53,4.26,19.32,19.76,49.31,41.67,76.15,65.57,20.92,6.28,0,93.92,29.53,21.19,0,1.64,2.57,38.79,26.74,0,3.59,42.51,49.06,0,0,0,0,0

81,20:00-20:15,0,0,18.42,42.29,57.48,0,71.7,0,0,50.81,0,0,0,0,0,0,0,24.64,160.35,414.1,0,9.26,8.38,0,43.98,33.58,143.26,0,19.32,0,11.59,0,0,0,0,0,35.59,168.1,120.34,387.96,0,1.04,0,0,0,77.45,0,19.41,145.23,92.35,4.26,19.32,19.76,49.31,41.67,76.15,65.57,20.92,6.28,0,93.92,29.53,21.19,0,1.64,2.57,38.79,26.74,0,3.59,42.51,49.06,0,0,0,0,0

82,20:15-20:30,0,0,18.42,42.29,57.48,0,81.36,0,0,50.81,0,0,0,0,0,0,0,24.64,160.35,414.1,0,9.26,8.38,0,43.98,33.58,143.26,0,38.63,0,11.59,0,0,0,0,0,35.59,168.1,120.34,387.96,0,1.04,0,0,0,77.45,0,19.41,145.23,92.35,4.26,19.32,19.76,49.31,41.67,76.15,65.57,20.92,6.28,0,93.92,29.53,21.19,0,1.64,2.57,38.79,26.74,0,3.59,42.51,49.06,0,0,0,0,0

83,20:30-20:45,0,0,18.72,42.29,56.69,0,81.36,0,0,43.55,0,0,0,0,0,0,0,24.64,160.35,414.1,0,9.26,8.34,0,43.98,30.22,143.26,0,38.63,0,11.59,0,0,0,0,0,33.84,245.38,120.34,387.96,0,1.04,0,0,0,77.45,0,18.26,145.23,92.35,4.26,19.32,12.6,47.15,40.72,29.64,65.57,20.92,6.28,0,93.92,29.53,21.19,0,1.64,2.57,36.8,26.74,0,3.59,42.51,49.06,0,0,0,0,0

84,20:45-21:00,0,0,18.72,42.29,56.69,0,81.36,0,0,43.55,0,0,0,0,0,0,0,24.64,160.35,414.1,0,9.26,8.34,0,43.98,30.22,143.26,0,48.29,0,11.59,0,0,0,0,0,33.84,322.66,120.34,387.96,0,1.04,0,0,0,77.45,0,18.26,145.23,92.35,4.26,19.32,12.6,47.15,40.72,29.64,65.57,20.92,6.28,0,93.92,29.53,21.19,0,1.64,2.57,36.8,26.74,0,3.59,42.51,49.06,0,0,0,0,0

85,21:00-21:15,0,0,18.72,42.29,56.69,0,81.36,0,0,43.55,0,0,0,0,0,0,0,24.64,160.35,413.67,0,9.26,8.34,0,43.98,30.22,143.26,0,67.61,0,11.59,0,0,0,0,0,33.84,399.94,120.34,387.96,0,1.04,0,0,0,77.45,0,18.26,145.23,92.35,4.26,19.32,12.6,47.15,40.72,32.61,65.57,20.92,6.28,0,93.92,29.53,21.19,0,1.64,2.57,36.8,26.74,0,3.59,42.51,49.06,0,0,0,0,0

86,21:15-21:30,0,0,18.72,42.29,57.48,0,81.36,0,0,50.81,0,0,0,0,0,0,0,24.64,160.35,413.67,0,9.26,8.38,0,43.98,33.58,143.26,0,67.61,0,11.59,0,0,0,0,0,35.59,443.32,120.34,387.96,0,1.04,0,0,0,77.45,0,19.41,145.23,92.35,4.26,19.32,19.76,49.31,41.67,76.15,65.57,20.92,6.28,0,93.92,29.53,21.19,0,1.64,2.57,38.79,26.74,0,3.59,42.51,49.06,0,0,0,0,0

87,21:30-21:45,0,0,18.72,42.29,57.48,0,81.36,0,0,50.81,0,0,0,0,0,0,0,24.64,160.35,413.67,0,9.26,8.38,0,43.98,33.58,143.26,0,67.61,0,11.59,0,0,0,0,0,35.59,443.32,120.34,387.96,0,1.04,0,0,0,77.45,0,19.41,145.23,92.35,4.26,19.32,19.76,49.31,41.67,76.15,65.57,20.92,6.28,0,93.92,29.53,21.19,0,1.64,2.57,38.79,26.74,0,5.45,42.51,49.06,0,0,0,0,0

88,21:45-22:00,0,0,18.72,42.29,57.48,0,81.36,0,0,50.81,0,0,0,0,0,0,0,24.64,160.35,413.67,0,9.26,8.38,0,43.98,33.58,143.26,0,67.61,0,11.59,0,0,0,0,0,35.59,443.32,120.34,387.96,0,1.04,0,0,0,77.45,0,19.41,145.23,92.35,4.26,19.32,19.76,49.31,41.67,76.15,65.57,20.92,6.28,0,93.92,29.53,21.19,0,1.64,2.57,38.79,26.74,0,5.45,42.51,49.06,0,0,0,0,0

89,22:00-22:15,0,0,17.58,42.29,57.48,0,81.36,0,0,50.81,0,0,0,0,0,0,0,24.64,160.35,413.67,0,9.26,8.38,0,43.98,33.58,143.26,0,67.61,0,11.59,0,0,0,0,0,35.59,443.32,120.34,387.96,0,1.04,0,0,0,77.45,0,19.41,145.23,92.35,4.26,19.32,19.76,49.31,41.67,76.15,65.57,20.92,6.28,0,93.92,29.53,21.19,0,1.64,2.57,38.79,26.74,0,1.11,42.51,49.06,0,0,0,0,0

90,22:15-22:30,0,0,17.58,42.29,57.48,0,81.36,0,0,50.81,0,0,0,0,0,0,0,24.64,160.35,413.67,0,9.26,8.38,0,43.98,33.58,143.26,0,57.95,0,11.59,0,0,0,0,0,35.59,443.32,120.34,387.96,0,1.04,0,0,0,77.45,0,19.41,145.23,92.35,4.26,19.32,19.76,49.31,41.67,76.15,65.57,20.92,6.28,0,93.92,29.53,21.19,0,1.64,2.57,38.79,26.74,0,1.11,42.51,49.06,0,0,0,0,0

91,22:30-22:45,0,0,17.58,42.29,56.69,0,81.36,0,0,29.04,0,0,0,0,0,0,0,24.64,160.35,413.67,0,9.26,8.34,0,43.98,20.14,143.26,0,57.95,0,11.59,0,0,0,0,0,33.84,443.32,120.34,387.96,0,1.04,0,0,0,77.45,0,18.26,145.23,92.35,4.26,19.32,18.89,47.15,40.72,41.5,65.57,20.92,6.28,0,93.92,29.53,21.19,0,1.64,2.57,36.8,26.74,0,1.11,42.51,49.06,0,0,0,0,0

92,22:45-23:00,0,0,17.58,42.29,56.69,0,81.36,0,0,21.77,0,0,0,0,0,0,0,24.64,160.35,413.67,0,9.26,8.34,0,43.98,10.08,143.26,0,48.29,0,11.59,0,0,0,0,0,33.84,443.32,120.34,387.96,0,1.04,0,0,0,77.45,0,18.26,145.23,92.35,4.26,18.49,18.89,47.15,40.72,41.5,65.57,20.92,6.28,0,93.92,29.53,21.19,0,1.64,2.57,36.8,26.74,0,1.11,42.51,49.06,0,0,0,0,0

93,23:00-23:15,0,0,17.58,31.71,56.69,0,81.36,0,0,21.77,0,0,0,0,0,0,0,24.64,160.35,413.67,0,9.26,8.34,0,43.98,10.08,143.26,0,48.29,0,11.59,0,0,0,0,0,33.84,443.32,120.34,387.96,0,1.04,0,0,0,77.45,0,18.26,145.23,92.35,4.26,19.32,18.89,47.15,40.72,41.5,65.57,20.92,6.28,0,93.92,29.53,21.19,0,1.64,2.57,36.8,26.74,0,1.11,42.51,49.06,0,0,0,0,0

94,23:15-23:30,0,0,17.58,21.14,56.69,0,81.36,0,0,21.77,0,0,0,0,0,0,0,24.64,160.35,413.67,0,9.26,8.34,0,43.98,10.08,143.26,0,19.32,0,11.59,0,0,0,0,0,33.84,443.32,120.34,387.96,0,1.04,0,0,0,77.45,0,18.26,145.23,92.35,4.26,19.32,18.89,47.15,40.72,41.5,65.57,20.92,6.28,0,93.92,29.53,21.19,0,1.64,2.57,36.8,26.74,0,1.11,42.51,49.06,0,0,0,0,0

95,23:30-23:45,0,0,17.58,21.14,56.69,0,81.36,0,0,21.77,0,0,0,0,0,0,0,24.64,160.35,413.67,0,9.26,8.34,0,43.98,10.08,143.26,0,19.32,0,11.59,0,0,0,0,0,33.84,443.32,120.34,387.96,0,1.04,0,0,0,77.45,0,18.26,145.23,92.35,4.26,17.39,18.89,47.15,40.72,41.5,65.57,20.92,6.28,0,93.92,29.53,21.19,0,1.64,2.57,36.8,26.74,0,1.73,42.51,49.06,0,0,0,0,0

96,23:45-24:00,0,0,17.58,21.14,56.69,0,81.36,0,0,21.77,0,0,0,0,0,0,0,24.64,160.35,413.67,0,9.26,8.34,0,43.98,10.08,143.26,0,19.32,0,11.59,0,0,0,0,0,33.84,443.32,120.34,387.96,0,1.04,0,0,0,77.45,0,18.26,145.23,92.35,4.26,17.1,18.89,47.15,40.72,41.5,65.57,20.92,6.28,0,93.92,29.53,21.19,0,1.64,2.57,36.8,26.74,0,1.73,42.51,49.06,0,0,0,0,0

