Block,Time,UNCHAHAR1,UNCHAHAR2,CHAMERA3,KISHANGANGA,ANTA_RF,SINGRAULI,ANTA_LF,AURY_GF,RAPPB,CHAMERA1,AURY_LF,KOLDAM,ANTA_GF,URI2,SALAL,BSIUL,KOTESHWR,RAMPUR,TEHRI,PARBATI3,ANTA_CRF,TANDA2,DADRI_CRF,UNCHAHAR4,DHAULIGNGA,TANAKPUR,RIHAND3,NAPP,DULHASTI,RAPPC,SEWA2,DADRI_LF,RIHAND1,CHAMERA2,DADRI_GF,AURY_CRF,NJPC,AURY_RF,SINGRAULI_HYDRO,URI,RIHAND2,JHAJJAR,DADRT2,UNCHAHAR3,DADRI_RF,KHSTPP-I,FSTPP I & II,BRBCL,KHSTPP-II,TALA,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
11,02:30-02:45,8.250261,23.100000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.531642,1.342110,0.000000,8.541225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.511375,42.145950,1.852331,52.398596,0.000000,0.000000,88.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.644442,2.125200,113.695312,231.000000,360.090500,14.437500,0.000000,25.025000,13.287698,11.910650,61.782875,0.000000,403.066125,0,0,0,0,0

12,02:45-03:00,8.250261,23.100000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.531642,1.342110,0.000000,8.541225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.511375,42.145950,1.852331,52.398596,0.000000,0.000000,88.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.644442,2.125200,113.695312,231.000000,360.090500,14.437500,0.000000,25.025000,13.287698,12.671642,61.782875,0.000000,403.066125,0,0,0,0,0

13,03:00-03:15,8.250261,23.100000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.531642,1.342110,0.000000,8.541225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.511375,42.145950,1.852331,52.398596,0.000000,0.000000,88.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.644442,2.125200,113.695312,231.000000,360.090500,14.437500,0.000000,25.025000,13.287698,15.542155,61.782875,0.000000,403.066125,0,0,0,0,0

14,03:15-03:30,8.250261,23.100000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.531642,1.342110,0.000000,8.541225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.511375,42.145950,1.852331,52.398596,0.000000,0.000000,88.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.644442,2.125200,113.695312,231.000000,360.090500,14.437500,0.000000,25.025000,13.287698,15.153187,61.782875,0.000000,403.066125,0,0,0,0,0

15,03:30-03:45,8.250261,23.100000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.531642,1.342110,0.000000,8.541225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.511375,42.145950,1.852331,52.398596,0.000000,0.000000,88.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.644442,2.125200,113.695312,231.000000,360.090500,14.437500,0.000000,25.025000,13.287698,16.279347,61.782875,0.000000,403.066125,0,0,0,0,0

16,03:45-04:00,8.250261,23.100000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.531642,1.342110,0.000000,8.541225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.511375,42.145950,1.852331,52.398596,0.000000,0.000000,88.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.644442,2.125200,113.695312,231.000000,360.090500,14.437500,0.000000,25.025000,13.287698,19.222166,61.782875,0.000000,403.066125,0,0,0,0,0

17,04:00-04:15,8.250261,23.100000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.531642,1.342110,0.000000,8.541225,0.000000,13.764712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.511375,42.145950,15.860895,52.398596,0.000000,0.000000,88.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.644442,2.125200,113.695312,231.000000,360.090500,14.437500,0.000000,25.025000,13.287698,18.841872,61.782875,0.000000,403.066125,0,0,0,0,0

18,04:15-04:30,8.250261,23.100000,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.531642,1.342110,0.000000,8.541225,0.000000,13.764712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.511375,42.145950,15.860895,52.398596,0.000000,0.000000,88.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.644442,2.125200,113.695312,231.000000,360.090500,14.437500,0.000000,25.025000,13.287698,19.250000,61.782875,0.000000,403.066125,0,0,0,0,0

19,04:30-04:45,8.250261,22.522500,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.531642,1.342110,0.000000,8.541225,0.000000,13.764712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.511375,42.145950,15.860895,52.398596,0.000000,0.000000,88.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.644442,2.125200,113.695312,231.000000,360.090500,14.293125,0.000000,25.025000,13.537948,19.250000,62.774250,0.000000,403.066125,0,0,0,0,0

20,04:45-05:00,8.250261,22.522500,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.531642,1.342110,0.000000,8.541225,0.000000,13.764712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.511375,42.145950,15.860895,52.398596,0.000000,0.000000,88.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.644442,2.125200,113.695312,231.000000,360.090500,14.293125,0.000000,29.669640,13.537948,19.250000,74.303460,0.000000,403.066125,0,0,0,0,0

21,05:00-05:15,8.250261,28.158226,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.531642,1.342110,6.276270,8.541225,0.000000,27.529425,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.511375,42.145950,15.860895,52.398596,0.000000,0.000000,88.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.644442,2.125200,113.695312,231.000000,360.090500,14.293125,0.000000,35.834934,16.290698,19.250000,87.374884,0.000000,403.066125,0,0,0,0,0

22,05:15-05:30,8.250261,28.158226,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.531642,1.342110,6.276270,8.541225,0.000000,27.529425,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.511375,42.145950,15.860895,52.398596,0.000000,0.000000,88.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.644442,2.125200,113.695312,231.000000,360.090500,14.293125,0.000000,35.834934,16.290698,19.250000,87.374884,0.000000,403.066125,0,0,0,0,0

23,05:30-05:45,8.250261,28.158226,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.531642,1.342110,6.276270,8.541225,0.000000,27.529425,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.511375,42.145950,15.860895,52.398596,0.000000,0.000000,88.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.644442,2.125200,113.695312,231.000000,360.090500,14.293125,0.000000,43.359303,16.290698,19.250000,94.182659,0.000000,403.066125,0,0,0,0,0

24,05:45-06:00,8.250261,28.158226,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.531642,1.342110,6.276270,8.541225,0.000000,27.529425,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.511375,42.145950,15.860895,52.398596,0.000000,0.000000,88.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.644442,2.125200,113.695312,231.000000,360.090500,14.293125,0.000000,44.659114,16.290698,19.250000,94.652250,0.000000,403.066125,0,0,0,0,0

25,06:00-06:15,8.250261,40.800471,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.531642,6.710550,1.058750,8.541225,0.000000,27.529425,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.511375,42.145950,15.860895,52.398596,0.000000,0.000000,88.550000,0.000000,0.000000,0.000000,22.513741,0.000000,0.644442,2.125200,113.695312,231.388272,379.340500,19.288981,0.000000,44.659114,18.594259,19.250000,94.652250,0.000000,403.066125,0,0,0,0,0

26,06:15-06:30,8.992445,40.800471,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.531642,53.684400,1.058750,17.082450,0.000000,41.294138,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.511375,42.145950,15.860895,52.398596,0.000000,0.000000,88.550000,3.207531,0.000000,0.000000,45.027482,0.000000,0.644442,2.125200,113.695312,231.388272,427.465500,19.535351,0.000000,44.659114,19.940331,19.250000,94.652250,0.000000,403.066125,0,0,0,0,0

27,06:30-06:45,8.992445,40.800471,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,7.603750,0.000000,0.000000,0.000000,4.531642,53.684400,1.058750,25.623675,0.000000,41.294138,0.000000,0.000000,0.000000,0.000000,0.000000,7.628775,0.000000,59.511375,42.145950,15.860895,52.398596,5.080730,0.000000,88.550000,12.676164,0.000000,0.000000,67.541224,0.000000,0.644442,2.125200,113.695312,267.847772,465.965500,21.761228,0.000000,44.659114,19.952625,19.250000,94.652250,0.000000,403.066125,0,0,0,0,0

28,06:45-07:00,8.992445,40.800471,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,19.441268,0.000000,0.000000,0.000000,4.531642,53.684400,18.828810,34.164900,0.000000,41.294138,0.000000,0.000000,0.000000,0.000000,0.000000,26.380304,0.000000,59.511375,42.145950,31.721790,52.398596,10.161459,0.000000,88.550000,25.352327,0.000000,0.000000,90.054965,0.000000,0.644442,2.125200,113.695312,315.972772,465.624334,21.890715,0.000000,44.659114,19.952625,19.250000,94.652250,0.000000,403.066125,0,0,0,0,0

29,07:00-07:15,9.897707,40.800471,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,27.045018,0.000000,0.000000,0.000000,4.531642,53.684400,18.828810,34.164900,0.000000,41.294138,0.000000,0.000000,0.000000,0.000000,0.000000,26.380304,0.000000,59.511375,42.145950,31.721790,52.398596,15.211396,0.000000,88.550000,25.352327,0.000000,0.000000,90.054965,0.000000,0.644442,2.125200,113.695312,397.453513,523.389243,24.888575,0.000000,44.659114,19.952625,19.250000,94.652250,0.000000,403.066125,0,0,0,0,0

30,07:15-07:30,10.500875,40.800471,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,27.045018,0.000000,0.000000,0.000000,4.531642,40.263300,12.552540,34.164900,0.000000,41.294138,0.000000,0.000000,0.000000,0.000000,0.000000,26.380304,0.000000,59.511375,42.145950,31.721790,52.398596,15.211396,0.000000,88.550000,25.352327,0.000000,0.000000,90.054965,0.000000,0.644442,2.125200,113.695312,419.106188,610.464949,25.400471,0.000000,44.659114,19.952625,19.250000,94.652250,0.000000,403.066125,0,0,0,0,0

31,07:30-07:45,10.500875,40.800471,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,27.045018,0.000000,0.000000,0.000000,4.531642,40.263300,12.552540,34.164900,0.000000,41.294138,0.000000,0.000000,0.000000,0.000000,0.000000,26.380304,0.000000,59.511375,42.145950,31.721790,52.398596,15.211396,0.000000,88.550000,25.352327,0.000000,0.000000,90.054965,0.000000,0.644442,37.191000,113.695312,419.106188,653.720375,25.400471,0.000000,44.659114,19.952625,19.250000,94.652250,0.000000,403.066125,0,0,0,0,0

32,07:45:08:00,10.500875,40.800471,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,27.045018,0.000000,0.000000,0.000000,4.531642,6.710550,12.552540,34.164900,0.000000,41.294138,0.000000,0.000000,0.000000,0.000000,0.000000,26.380304,0.000000,59.511375,42.145950,31.721790,52.398596,15.211396,0.000000,88.550000,25.352327,0.000000,0.000000,90.054965,0.000000,0.644442,37.191000,113.695312,419.106188,653.720375,25.400471,0.000000,44.659114,19.952625,19.250000,94.652250,0.000000,403.066125,0,0,0,0,0

33,08:00-08:15,10.500875,40.800471,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,27.045018,0.000000,0.000000,0.000000,4.531642,1.342110,12.552540,34.164900,0.000000,41.294138,0.000000,0.000000,0.000000,0.000000,0.000000,26.064981,0.000000,59.511375,42.145950,31.721790,52.398596,15.211396,0.000000,88.550000,25.352327,0.000000,0.000000,90.054965,0.000000,0.644442,2.125200,113.695312,419.106188,653.720375,25.400471,0.000000,44.659114,19.952625,19.139270,100.263285,0.000000,403.066125,0,0,0,0,0

34,08:15-08:30,10.500875,40.800471,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.531642,1.342110,0.000000,18.980500,0.000000,41.294138,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.511375,42.145950,15.860895,52.398596,0.000000,0.000000,88.550000,12.676164,0.000000,0.000000,90.054965,0.000000,0.644442,2.125200,113.695312,419.106188,653.720375,25.400471,0.000000,44.659114,19.952625,19.250000,101.859835,0.000000,403.066125,0,0,0,0,0

35,08:30-08:45,10.500875,40.800471,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.531642,1.342110,0.000000,8.541225,0.000000,41.294138,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.511375,42.145950,15.860895,52.398596,0.000000,0.000000,88.550000,12.676164,0.000000,0.000000,90.054965,0.000000,0.644442,2.125200,113.695312,419.106188,653.720375,25.400471,0.000000,44.659114,19.952625,19.250000,104.079168,0.000000,403.066125,0,0,0,0,0

36,08:45:09:00,10.500875,40.800471,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.531642,1.342110,0.000000,8.541225,0.000000,41.294138,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.511375,42.145950,15.860895,52.398596,0.000000,0.000000,88.550000,12.676164,0.000000,0.000000,90.054965,0.000000,0.644442,2.125200,113.695312,419.106188,653.720375,25.400471,0.000000,44.659114,19.952625,19.250000,104.079168,0.000000,403.066125,0,0,0,0,0

37,09:00:09:15,10.500875,40.800471,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.531642,1.342110,0.000000,8.541225,0.000000,26.559225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.511375,42.145950,15.860895,52.398596,0.000000,0.000000,88.550000,12.676164,0.000000,0.000000,67.541224,0.000000,0.644442,2.125200,113.695312,419.106188,654.009029,25.400471,0.000000,44.659114,19.952625,19.250000,106.294265,0.000000,403.066125,0,0,0,0,0

38,09:15-09:30,10.500875,40.800471,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.531642,1.342110,0.000000,8.541225,0.000000,26.559225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.511375,42.145950,15.860895,52.398596,0.000000,0.000000,88.550000,12.676164,0.000000,0.000000,45.027482,0.000000,0.644442,2.125200,113.695312,419.106188,653.720375,25.400471,0.000000,44.659114,19.952625,19.250000,106.294265,0.000000,403.066125,0,0,0,0,0

39,09:30-09:45,10.500875,40.800471,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.531642,1.342110,0.000000,8.541225,0.000000,26.559225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.342629,59.511375,42.145950,15.860895,52.398596,0.000000,0.000000,88.550000,0.000000,0.000000,0.000000,33.816186,0.000000,0.644442,2.125200,113.695312,419.106188,654.009029,25.400471,0.000000,44.659114,19.952625,19.250000,114.426716,0.000000,403.066125,0,0,0,0,0

40,09:45-10:00,10.500875,40.800471,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.531642,1.342110,0.000000,8.541225,0.000000,26.559225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.342629,59.511375,42.145950,1.852331,52.398596,0.000000,0.000000,88.550000,0.000000,0.000000,0.000000,22.513741,0.000000,0.644442,3.187800,113.695312,419.106188,582.513181,25.400471,0.000000,44.659114,19.952625,19.250000,118.196348,0.000000,403.066125,0,0,0,0,0

41,10:00-10:15,10.500875,40.800471,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.531642,1.342110,0.000000,8.541225,0.000000,26.559225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.589221,59.511375,42.145950,1.852331,52.398596,0.000000,0.000000,88.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.644442,37.191000,113.695312,419.106188,582.513181,25.400471,0.000000,44.659114,19.952625,19.183240,118.196348,0.000000,403.066125,0,0,0,0,0

42,10:15-10:30,10.500875,40.800471,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.531642,1.342110,0.000000,8.541225,0.000000,26.559225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.589221,59.511375,42.145950,1.852331,52.398596,0.000000,0.000000,88.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.644442,37.191000,113.695312,419.106188,582.513181,25.400471,0.000000,44.659114,19.952625,19.250000,121.958760,0.000000,403.066125,0,0,0,0,0

43,10:30-10:45,10.500875,40.800471,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.531642,1.342110,0.000000,8.541225,0.000000,13.764712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.589221,59.511375,42.145950,1.852331,52.398596,0.000000,0.000000,88.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.644442,4.250400,113.695312,419.106188,582.513181,25.400471,0.000000,44.659114,19.952625,16.903692,121.958760,0.000000,403.066125,0,0,0,0,0

44,10:45-11:00,10.500875,40.800471,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.531642,1.342110,0.000000,8.541225,0.000000,13.764712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.589221,59.511375,42.145950,1.852331,52.398596,0.000000,0.000000,88.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.644442,2.125200,113.695312,419.106188,582.513181,25.400471,0.000000,44.659114,19.952625,18.342880,121.958760,0.000000,403.066125,0,0,0,0,0

45,11:00-11:15,10.500875,40.800471,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.531642,1.342110,0.000000,8.541225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.511375,42.145950,1.852331,52.398596,0.000000,0.000000,88.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.644442,2.125200,113.695312,419.106188,631.600681,25.400471,0.000000,44.659114,19.952625,18.849638,129.964739,0.000000,403.066125,0,0,0,0,0

46,11:15-11:30,10.500875,40.800471,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.531642,1.342110,0.000000,8.541225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.511375,42.145950,1.852331,52.398596,0.000000,0.000000,88.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.644442,2.125200,113.695312,419.106188,621.975681,25.400471,0.000000,44.659114,19.952625,19.250000,129.964739,0.000000,403.066125,0,0,0,0,0

47,11:30-11:45,10.500875,40.800471,0.000000,0.000000,0.000000,120.877969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.531642,1.342110,0.000000,8.541225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.511375,42.145950,1.852331,52.398596,0.000000,0.000000,88.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.644442,2.125200,113.695312,419.106188,557.584912,25.400471,0.000000,44.659114,19.952625,18.643001,129.964739,0.000000,403.066125,0,0,0,0,0

