Block,Time,BRBCL,NLCIIST1,RIHAND3,TANDA2,UNCHAHAR2,ANTA_CRF,AURY_LF,DADRI_LF,DADRI_RF,KOTESHWR,NNTPP,VALLURNTECL,KKNP,NLCIIST2,RIHAND1,TALA,TANAKPUR,UNCHAHAR3,AURY_CRF,DULHASTI,KISHANGANGA,NLCEXP,RAPPB,RIHAND2,SASAN,SIMHST2,TelanganaSTPP,UNCHAHAR1,URI,ANTA_RF,DADRI_GF,BSIUL,CHAMERA1,CHAMERA3,DHAULIGNGA,KHSTPP-II,KKNPPU2,NLCTS2EXP,SIMHST1,SINGRAULI_HYDRO,CHAMERA2,JHAJJAR,MAPS,NAPP,PARBATI3,RAMPUR,RAPPC,RSTPSU7,SEWA2,SINGRAULI,ANTA_GF,AURY_RF,DADRI_CRF,FSTPP I & II,KHSTPP-I,KUDGI,NJPC,SALAL,TEHRI,AURY_GF,DADRT2,KGSU1AND2,KGSU3AND4,KOLDAM,NTPL,RSTPSU1TO6,TALST2,UNCHAHAR4,URI2,ANTA_LF
65,16:00-16:15,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,0,0,0,0,118.75,348.98,0,0,10.27,1.11,42.94,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.8,33.69,0,0,1.4,15.56,0,683.14,0,0,0,0,0,0,0,4.31,0

66,16:15-16:30,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,0,0,0,0,118.75,348.98,0,0,10.27,1.11,42.94,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.8,33.69,0,0,1.4,31.12,0,683.14,0,0,0,0,0,0,0,4.31,0

67,16:30-16:45,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,0,0,0,0,118.75,348.98,0,0,10.27,1.11,42.94,0,0,0,0,0,148.3,0,0,0,0,0,624.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.8,33.69,0,18.94,1.4,44.79,0,683.14,0,0,0,0,0,0,0,4.31,0

68,16:45-17:00,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,0,0,0,0,118.75,348.98,0,0,10.27,1.11,42.94,0,0,0,0,0,148.3,0,0,0,0,0,624.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.8,33.69,0,37.88,1.4,44.79,0,682.79,0,0,0,0,0,0,0,4.31,0

69,17:00-17:15,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,16.48,0,0,0,118.75,348.98,0,0,10.27,1.11,43.26,0,1.1,0,0,8.11,148.3,0,0,0,0,3.73,624.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.8,33.08,0,70.17,1.4,44.79,0,682.79,0,0,0,0,0,0,0,4.31,0

70,17:15-17:30,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,32.95,0,0,0,118.75,348.98,0,0,10.27,1.11,43.57,0,6.52,12.04,9.67,18.27,148.3,0,0,0,0,13.17,624.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.8,33.08,0,93.56,1.4,44.79,0,682.79,0,0,0,0,0,0,0,4.31,0

71,17:30-17:45,20,0,124.32,0,42.39,0,0,23.57,69.05,9.86,0,0,0,0,92,0,0.9,26.39,0,32.95,0,0,0,118.75,348.98,0,0,10.27,1.11,44.41,0,13.04,27.14,19.38,27.41,148.3,0,0,0,0,26.34,624.3,0,43.79,0,0,53.3,0,7.9,125.96,0,53.76,0,20.8,33.08,0,93.56,1.4,62.24,0,682.79,0,0,0,0,0,0,0,4.31,0

72,17:45-18:00,20,0,124.32,0,42.39,0,0,23.57,69.05,9.86,0,0,0,0,92,0,0.9,26.39,0,32.95,0,0,0,118.75,348.98,0,0,10.27,1.11,44.41,0,13.04,27.14,19.38,27.41,148.3,0,0,0,0,26.34,624.3,0,43.79,0,0,53.3,0,7.9,125.96,0,53.76,0,20.8,33.08,0,116.96,1.4,62.24,0,682.79,0,0,0,0,0,0,0,4.31,0

73,18:00-18:15,20,0,124.32,0,42.39,0,0,23.57,69.05,9.86,0,0,0,0,92,0,0.9,26.39,0,32.95,0,0,0,118.75,348.98,0,0,10.27,1.11,44.63,0,13.04,27.14,19.38,27.41,148.3,0,0,0,0,26.34,624.3,0,43.79,0,0,53.3,0,7.9,125.96,0,53.76,0,20.8,33.08,0,116.96,1.4,62.24,0,682.79,0,0,0,0,0,0,0,4.31,0

74,18:15-18:30,20,0,124.32,0,42.39,0,0,23.57,69.05,9.86,0,0,0,0,92,0,0.9,26.39,0,32.95,0,0,0,118.75,348.98,0,0,10.27,1.11,44.83,0,13.04,27.14,19.38,27.41,148.3,0,0,0,0,26.34,624.3,0,43.79,0,0,53.3,0,7.9,125.96,0,53.76,0,20.8,33.08,0,93.56,9.29,62.24,0,682.79,0,0,0,0,0,0,0,4.31,0

75,18:30-18:45,20,0,124.32,0,42.39,0,0,23.57,69.05,9.86,0,0,0,0,92,0,0.9,26.39,0,32.95,0,0,0,118.75,348.98,0,0,10.27,1.11,44.83,0,13.04,12.04,19.38,27.41,148.3,0,0,0,0,26.34,624.3,0,43.79,0,0,53.3,0,7.9,125.96,0,53.76,0,20.8,33.08,0,93.56,41.83,62.24,0,682.79,0,0,0,0,0,0,0,4.31,0

76,18:45-19:00,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,32.95,0,0,0,118.75,348.98,0,0,10.27,1.11,44.83,0,6.52,0,9.67,18.27,148.3,0,0,0,0,13.17,654.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.8,33.08,0,70.17,41.83,62.24,0,682.79,0,0,0,0,0,0,0,4.31,0

77,19:00-19:15,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,16.48,0,0,0,118.75,348.98,0,0,10.27,1.11,45.05,0,1.1,0,9.67,8.11,148.3,0,0,0,0,13.17,654.3,0,43.79,3.82,0,53.3,0,0,125.96,0,53.76,0,20.8,33.08,0,46.79,41.83,46.68,0,682.79,0,0,0,0,0,0,0,4.31,0

78,19:15-19:30,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,16.48,0,0,0,118.75,348.98,0,0,10.27,1.11,45.05,0,0,0,9.67,0,148.3,0,0,0,0,13.17,654.3,0,43.79,16.55,0,53.3,0,0,125.96,0,53.76,0,20.8,33.08,0,21.68,41.83,45.42,0,682.79,0,0,0,0,0,0,0,4.31,0

79,19:30-19:45,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,16.48,0,0,0,118.75,348.98,0,0,10.27,1.11,44.41,0,0,0,9.67,0,148.3,0,0,0,0,11.99,549.78,0,43.79,16.55,0,53.3,0,0,125.96,0,53.76,0,20.8,33.08,0,18.94,41.83,31.12,0,682.79,0,0,0,0,0,0,0,4.31,0

80,19:45-20:00,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,16.48,0,0,0,118.75,348.98,0,0,10.27,26.49,44.41,0,0,0,9.67,0,148.3,0,0,0,0,11.99,549.78,0,43.79,16.55,0,53.3,0,0,125.96,0,53.76,0,20.8,33.08,0,0,41.83,29.86,0,682.79,0,0,0,0,0,0,0,4.31,0

81,20:00-20:15,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,16.48,0,0,0,118.75,348.98,0,0,10.27,26.49,44.41,0,0,0,9.67,0,148.3,0,0,0,0,0,549.78,0,43.79,16.55,0,53.3,0,0,125.96,0,53.76,0,20.8,33.08,0,0,9.29,29.86,0,682.78,0,0,0,0,0,0,0,10.76,0

82,20:15-20:30,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,16.48,0,0,0,118.75,348.98,0,0,10.27,26.49,44.41,0,0,0,0,0,148.3,0,0,0,0,0,549.78,0,43.79,16.55,0,53.3,0,0,125.96,0,53.76,0,20.8,33.08,0,0,1.4,15.56,0,683.14,0,0,0,0,0,0,0,10.76,0

83,20:30-20:45,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,16.48,0,0,0,118.75,348.98,0,0,10.27,26.49,44.41,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,16.55,0,53.3,0,0,125.96,0,53.76,0,20.8,33.08,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,10.76,0

84,20:45-21:00,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,16.48,0,0,0,118.75,348.98,0,0,10.27,26.49,44.41,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,3.56,0,53.3,0,0,125.96,0,53.76,0,20.8,33.08,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,10.76,0

85,21:00-21:15,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,16.48,0,0,0,118.75,348.98,0,0,10.27,26.49,44.41,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.8,33.08,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,10.76,0

86,21:15-21:30,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0.9,26.39,0,16.48,0,0,0,118.75,348.98,0,0,10.27,4.41,44.41,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.8,33.08,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,10.76,0

87,21:30-21:45,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0,26.39,0,16.48,0,0,0,118.75,348.98,0,0,10.27,2.21,44.41,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.3,33.08,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

88,21:45-22:00,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0,26.39,0,16.48,0,0,0,118.75,348.98,0,0,10.27,2.21,44.41,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.3,33.08,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

89,22:00-22:15,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0,26.39,0,16.48,0,0,0,118.75,348.98,0,0,10.27,2.21,44.63,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.3,33.08,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

90,22:15-22:30,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0,26.39,0,16.48,0,0,0,118.75,348.98,0,0,10.27,2.21,44.83,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.3,33.08,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

91,22:30-22:45,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0,26.39,0,16.48,0,0,0,118.75,348.98,0,0,10.27,2.21,44.83,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.3,33.08,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

92,22:45-23:00,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0,26.39,0,16.48,0,0,0,118.75,348.98,0,0,10.27,2.21,44.83,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.3,33.08,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

93,23:00-23:15,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0,26.39,0,16.48,0,0,0,118.75,348.98,0,0,10.27,3.86,44.83,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.3,33.08,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

94,23:15-23:30,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0,26.39,0,16.48,0,0,0,118.75,348.98,0,0,10.27,3.86,45.05,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.3,33.08,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

95,23:30-23:45,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0,26.39,0,16.48,0,0,0,118.75,348.98,0,0,10.27,3.86,45.05,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.3,33.08,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

96,23:45-24:00,20,0,124.32,0,42.39,0,0,23.57,69.05,8.88,0,0,0,0,92,0,0,26.39,0,16.48,0,0,0,118.75,348.98,0,0,10.27,3.86,45.05,0,0,0,0,0,148.3,0,0,0,0,0,654.3,0,43.79,0,0,53.3,0,0,125.96,0,53.76,0,20.3,33.08,0,0,1.4,0,0,683.14,0,0,0,0,0,0,0,4.31,0

