Block,Time,L_NR_2022_09,L_NR_2021_15,L_NR_2021_12,L_NR_2012_04,LT-36,L_NR_2021_13,L_NR_2019_11,LT-05,L_NR_2019_07,L_NR_2021_14,LT-31,LT_MEJA_Delhi,L_NR_2019_05,L_NR_2020_05,L_NR_2021_17,SH-07,L_NR_2020_06,L_NR_2012_01,L_NR_2012_07,L_NR_2018_61,L_NR_2020_02,L_NR_2022_10,L_NR_2019_06,L_NR_2012_02,LT-35,SH-06,LT-59,L_NR_2021_16,L_NR_2019_19,L_NR_2020_07,L_NR_2022_08
20,04:45-05:00,57.34,0,0,270.930000,0.000000,0,7.660000,115.660000,0,0,0.000000,6.620000,0,72.22,0,29.710000,24.08,100.910000,73.870000,8.73,7.410000,57.34,0,130.330000,0.000000,30.830000,6.430000,0,0.000000,24.07,10.79

21,05:00-05:15,53.38,0,0,270.930000,0.000000,0,7.500000,115.660000,0,0,0.000000,6.620000,0,72.15,0,29.710000,24.05,100.910000,55.870000,8.13,7.220000,53.38,0,130.330000,0.000000,30.830000,6.430000,0,0.000000,24.05,10.87

22,05:15-05:30,52.4,0,0,270.930000,0.000000,0,7.500000,115.660000,0,0,0.000000,4.240000,0,72.28,0,29.710000,24.09,100.910000,55.870000,7.12,7.220000,52.4,0,95.550000,0.000000,30.830000,6.430000,0,0.000000,24.09,10.54

23,05:30-05:45,52.27,0,0,270.930000,0.000000,0,7.500000,115.660000,0,0,0.000000,4.240000,0,72.5,0,29.710000,24.17,100.910000,55.870000,7.11,7.220000,52.27,0,95.550000,0.000000,30.830000,6.200000,0,0.820000,24.17,10.44

24,05:45-06:00,51.6,0,0.04,270.930000,0.000000,0.01,7.500000,115.660000,0,0,0.000000,4.240000,0,72.6,0.57,29.710000,24.2,100.910000,55.870000,7.26,7.220000,51.6,0,95.550000,0.000000,30.830000,6.200000,1.15,4.730000,24.19,10.21

25,06:00-06:15,51.61,0.69,2.78,270.930000,0.100000,0.56,7.500000,94.500000,1.42,0.03,0.100000,4.240000,13.7,73.92,1.77,25.450000,24.64,100.910000,55.870000,7.15,7.040000,51.61,15.69,95.550000,0.100000,30.830000,6.200000,3.55,9.180000,24.63,10.11

26,06:15-06:30,51.3,1.85,7.72,270.930000,0.380000,1.54,7.500000,115.660000,3.94,0.03,0.370000,4.240000,22.28,81.27,3.24,25.450000,27.09,100.910000,46.750000,7.19,7.040000,51.3,22.28,95.550000,0.370000,30.830000,6.200000,6.48,13.990000,27.09,8.54

27,06:30-06:45,56.55,3.19,13.83,270.930000,0.480000,2.77,7.500000,115.660000,11.41,0,0.470000,4.240000,18.54,82.82,5.09,25.450000,27.6,100.910000,46.750000,7.18,7.040000,56.55,18.55,95.550000,0.470000,30.830000,6.200000,10.18,19.590000,27.61,10.87

28,06:45-07:00,56.44,5.04,20.96,270.930000,1.010000,4.19,7.500000,115.660000,16.17,0,0.990000,4.240000,16.16,83.08,7.4,25.450000,27.69,52.980000,46.750000,7.21,7.040000,56.44,16.17,95.550000,0.990000,30.830000,6.200000,14.81,26.370000,27.7,10.86

29,07:00-07:15,56.28,7.48,31.58,270.930000,1.740000,6.32,6.740000,115.660000,16.17,7.16,1.700000,4.240000,16.16,82.48,10.17,25.450000,27.49,52.980000,46.750000,7.26,6.860000,56.28,16.17,95.550000,1.700000,30.830000,6.670000,20.35,34.000000,27.5,10.97

30,07:15-07:30,55.8,10.34,44.89,270.930000,2.670000,8.98,6.740000,66.150000,16.17,11.93,2.610000,4.240000,16.16,81.53,13.21,25.450000,27.18,52.980000,33.700000,7.17,6.860000,55.8,16.17,50.090000,2.610000,30.830000,6.670000,26.42,42.230000,27.17,10.1

31,07:30-07:45,55.17,13.38,60.84,231.190000,3.890000,12.17,6.740000,66.150000,16.17,17.83,3.790000,4.240000,16.16,81.36,17.33,25.450000,27.12,52.980000,33.700000,7.2,6.860000,55.17,16.17,50.090000,3.790000,30.830000,6.670000,34.67,49.420000,27.12,7.8

32,07:45:08:00,54.45,16.56,78.33,211.930000,5.080000,15.67,6.740000,66.150000,16.17,24.55,4.950000,4.240000,16.16,83.08,19.66,25.450000,27.69,52.980000,33.700000,7.21,6.860000,54.45,16.17,50.090000,4.950000,30.830000,6.670000,39.34,57.260000,27.71,4.45

33,08:00-08:15,46.21,22.74,96.27,211.930000,6.210000,19.25,6.740000,66.150000,26.85,31.99,6.070000,4.240000,26.85,72.81,23,25.510000,24.27,52.980000,33.700000,7.3,6.710000,46.21,26.85,50.090000,6.070000,30.340000,6.670000,46,64.290000,24.27,3.42

34,08:15-08:30,46.54,26.54,114.15,211.930000,7.370000,22.83,6.740000,66.150000,26.85,40.11,7.200000,4.240000,26.85,73.18,26,25.510000,24.39,52.980000,33.700000,7.25,6.710000,46.54,26.85,50.090000,7.200000,30.340000,6.670000,52,71.640000,24.39,3.41

35,08:30-08:45,46.75,30.06,131.47,211.930000,8.370000,26.29,6.740000,66.150000,26.85,46.04,8.160000,4.240000,26.85,73.81,27.33,25.510000,24.6,52.980000,33.700000,7.24,6.710000,46.75,26.85,50.090000,8.160000,30.340000,6.670000,54.67,79.160000,24.61,5.22

36,08:45:09:00,47.08,33.21,149.1,211.930000,9.560000,29.82,6.740000,66.150000,26.85,53.16,9.330000,4.240000,26.85,74.18,31.33,25.510000,24.73,52.980000,33.700000,7.15,6.710000,47.08,26.85,50.090000,9.330000,30.340000,6.670000,62.67,86.790000,24.71,5.88

37,09:00:09:15,47.45,35.79,165.32,231.190000,10.580000,33.06,6.510000,70.310000,26.85,58.92,10.320000,4.240000,26.85,90.5,33.66,25.510000,30.17,52.980000,33.700000,7.2,6.710000,47.45,26.85,50.090000,10.320000,30.340000,6.430000,67.34,94.210000,30.15,7.14

38,09:15-09:30,59.45,37.99,180.97,231.190000,11.300000,36.19,6.510000,70.310000,26.85,65.02,11.030000,4.240000,26.85,90.43,36.66,25.510000,30.14,52.980000,33.700000,7.13,6.710000,59.45,26.85,50.090000,11.030000,30.340000,6.430000,73.34,100.900000,30.16,6.38

39,09:30-09:45,59.78,41.98,195.92,231.190000,12.120000,39.18,6.510000,70.310000,26.85,70.44,11.820000,4.240000,26.85,90.32,38.33,25.510000,30.11,52.980000,33.700000,7.2,6.710000,59.78,26.85,91.900000,11.820000,30.340000,6.430000,76.67,106.760000,30.09,6.48

40,09:45-10:00,60.23,44.28,209.68,231.190000,12.930000,41.93,6.510000,70.310000,26.85,75.16,12.620000,4.240000,26.85,90.39,41,25.510000,30.13,52.980000,33.700000,7.17,6.710000,60.23,26.85,91.900000,12.620000,30.340000,6.430000,82,112.350000,30.12,6.58

41,10:00-10:15,60.78,45.92,222.1,231.190000,13.660000,44.42,6.510000,70.310000,26.85,79.71,13.320000,4.240000,26.85,91.43,43.66,25.570000,30.48,52.980000,33.700000,7.15,6.630000,60.78,26.85,105.000000,13.320000,29.860000,6.050000,87.34,116.950000,30.47,6.55

42,10:15-10:30,61.42,46.79,233.39,231.190000,14.290000,46.68,6.510000,70.310000,26.85,83.98,13.940000,4.240000,26.85,91.32,45.33,25.570000,30.44,52.980000,33.700000,7.19,6.630000,61.42,26.85,105.000000,13.940000,29.860000,6.050000,90.67,119.660000,30.45,7.56

43,10:30-10:45,62.12,47.41,243.73,231.190000,14.810000,48.74,6.510000,70.310000,26.85,86.89,14.450000,4.240000,26.85,77.79,47,25.570000,25.93,52.980000,33.700000,7.16,6.630000,62.12,26.85,105.000000,14.450000,29.860000,6.050000,94,122.460000,25.94,8.78

44,10:45-11:00,63.12,47.79,250,231.190000,15.280000,50,6.510000,70.310000,26.85,88.31,14.900000,4.240000,26.85,77.83,48.33,25.570000,25.94,52.980000,33.700000,7.19,6.630000,63.12,26.85,105.000000,14.900000,29.860000,6.050000,96.67,125.460000,25.94,9.95

45,11:00-11:15,56.99,48.96,250,270.930000,15.670000,50,6.510000,70.310000,26.85,89.33,15.300000,4.240000,26.85,78.41,48,25.570000,26.14,52.980000,33.700000,7.16,6.630000,56.99,26.85,105.000000,15.300000,29.860000,5.970000,96,127.340000,26.13,12.75

46,11:15-11:30,57.71,49.71,250,270.930000,15.990000,50,6.510000,70.310000,26.85,89.85,15.600000,4.240000,26.85,79.18,48,25.570000,26.39,52.980000,33.700000,7.25,6.630000,57.71,26.85,105.000000,15.600000,29.860000,5.970000,96,126.490000,26.4,13.44

47,11:30-11:45,58.25,50,250,231.190000,16.220000,50,6.510000,70.310000,26.85,89.92,15.820000,3.740000,26.85,65.76,47.66,25.570000,21.92,52.980000,33.700000,7.14,6.630000,58.25,26.85,105.000000,15.820000,29.860000,5.970000,95.34,125.710000,21.92,13.75

48,11:45-12:00,58.42,50,250,192.660000,16.560000,50,6.510000,70.310000,26.85,89.91,16.150000,3.740000,26.85,67.17,47.66,25.570000,22.39,52.980000,33.700000,7.11,6.630000,58.42,26.85,105.000000,16.150000,29.860000,5.970000,95.34,123.300000,22.38,14.22

49,12:00-12:15,58.7,49.94,250,192.660000,16.580000,50,6.360000,70.310000,26.85,89.89,16.180000,3.740000,26.85,68.57,47.33,25.610000,22.86,52.980000,33.700000,7.28,6.710000,58.7,26.85,105.000000,16.180000,29.380000,5.900000,94.67,126.040000,22.85,14.42

50,12:15-12:30,59.61,49.57,250,192.660000,16.620000,50,6.360000,70.310000,26.85,89.92,16.210000,3.740000,26.85,69.97,47.33,25.610000,23.32,52.980000,33.700000,7.12,6.710000,59.61,26.85,105.000000,16.210000,29.380000,5.900000,94.67,119.460000,23.34,16.09

51,12:30-12:45,60.73,48.64,250,192.660000,16.590000,50,6.360000,70.310000,26.85,89.9,16.190000,3.740000,26.85,71.38,47.66,25.610000,23.79,52.980000,33.700000,7.32,6.710000,60.73,26.85,105.040000,16.190000,29.380000,5.900000,95.34,119.880000,23.8,16.12

52,12:45-13:00,61.41,48.59,250,192.660000,16.640000,50,6.360000,70.310000,26.85,89.88,16.240000,3.740000,26.85,72.79,48,25.610000,24.26,52.980000,33.700000,7.77,6.710000,61.41,26.85,105.040000,16.240000,29.380000,5.900000,96,120.860000,24.26,16.54

53,13:00-13:15,62.65,48.33,250,149.310000,16.570000,50,6.360000,70.310000,26.85,89.78,16.160000,3.740000,26.85,97.68,47,25.610000,32.56,52.980000,33.700000,8,6.860000,62.65,26.85,105.040000,16.160000,29.380000,6.050000,94,121.760000,32.55,16.89

54,13:15-13:30,62.42,47.76,250,149.310000,16.460000,50,6.360000,70.310000,26.85,89.73,16.060000,3.740000,26.85,99.62,47,25.610000,33.21,52.980000,33.700000,8.65,6.860000,62.42,26.85,105.040000,16.060000,29.380000,6.050000,94,122.930000,33.21,16.94

55,13:30-13:45,62.99,46.94,250,192.660000,16.270000,50,6.360000,70.310000,26.85,89.77,15.860000,3.740000,26.85,102.68,47.33,25.610000,34.23,52.980000,33.700000,11.05,6.860000,62.99,26.85,105.040000,15.860000,29.380000,6.050000,94.67,121.140000,34.21,17.62

56,13:45-14:00,63.73,45.96,250,231.190000,15.850000,50,6.360000,70.310000,26.85,89.54,15.470000,3.740000,26.85,103.18,46.33,25.610000,34.39,52.980000,33.700000,14.61,6.860000,63.73,26.85,105.040000,15.470000,29.380000,6.050000,92.67,116.150000,34.39,17.83

57,14:00-14:15,68.59,44.09,237.5,270.930000,15.600000,47.5,6.740000,66.150000,26.85,88.65,15.220000,3.740000,26.85,102.18,45.33,25.610000,34.06,52.980000,33.700000,14.06,7.130000,68.59,26.85,105.040000,15.220000,29.380000,6.200000,90.67,109.610000,34.05,21.75

58,14:15-14:30,68.69,42.97,237.5,270.930000,15.310000,47.5,6.740000,66.150000,26.85,88.11,14.930000,3.740000,26.85,100.12,45.33,25.610000,33.38,52.980000,33.700000,16.06,7.130000,68.69,26.85,148.570000,14.930000,29.380000,6.200000,90.67,101.150000,33.37,21.6

59,14:30-14:45,68.56,41.48,237.5,270.930000,14.600000,47.5,6.740000,66.150000,26.85,87.04,14.250000,3.740000,26.85,99.42,43,25.610000,33.14,52.980000,46.750000,18.51,7.130000,68.56,26.85,181.680000,14.250000,29.380000,6.200000,86,92.080000,33.13,21.46

60,14:45-15:00,68.73,39.79,237.5,270.930000,14.090000,47.5,6.740000,74.660000,26.85,85.28,13.750000,3.740000,26.85,95.98,40.33,25.610000,31.99,52.980000,46.750000,20.33,7.130000,68.73,26.85,229.840000,13.750000,29.380000,6.200000,80.67,83.710000,32,21.31

61,15:00-15:15,68.8,37.92,223.45,270.930000,13.470000,44.69,7.050000,83.160000,26.85,81.23,13.130000,3.740000,26.85,110.44,40,25.610000,36.81,52.980000,46.750000,21.92,7.600000,68.8,26.85,260.670000,13.130000,29.380000,6.430000,80,84.860000,36.82,21.16

62,15:15-15:30,72.12,35.83,212.98,270.930000,12.660000,42.6,7.050000,115.660000,26.85,76.58,12.350000,6.620000,26.85,110.29,37.66,25.610000,36.76,52.980000,64.730000,23.68,7.600000,72.12,26.85,260.670000,12.350000,29.380000,6.430000,75.34,78.790000,36.78,21.02

63,15:30-15:45,72.13,34.43,199.45,270.930000,12.020000,39.89,7.050000,115.660000,26.85,68.64,11.730000,6.620000,26.85,110.2,34.33,25.610000,36.73,52.980000,64.730000,24.44,7.600000,72.13,26.85,260.670000,11.730000,29.380000,6.430000,68.67,71.800000,36.74,22.33

64,15:45-16:00,72.13,31.81,183.58,270.930000,11.150000,36.71,7.050000,115.660000,26.85,63.31,10.880000,6.620000,26.85,110.31,32,25.610000,36.77,52.980000,64.730000,25.23,7.600000,72.13,26.85,260.670000,10.880000,29.380000,6.430000,64,63.960000,36.77,22.13

65,16:00-16:15,72.13,28.81,168.51,270.930000,10.080000,33.7,7.500000,115.660000,26.85,57.96,9.840000,6.620000,26.85,110.21,29,25.610000,36.74,81.880000,73.870000,26.02,8.060000,72.13,26.85,260.670000,9.840000,29.380000,6.750000,58,56.570000,36.72,22.13

66,16:15-16:30,72.29,25.62,153.68,270.930000,9.360000,30.74,7.500000,115.660000,26.85,52.58,9.130000,6.620000,26.85,110.28,24.66,25.610000,36.76,100.910000,73.870000,16.87,8.060000,72.29,26.85,260.670000,9.130000,29.380000,6.750000,49.34,48.830000,36.76,22.18

67,16:30-16:45,72.51,22.7,136.03,270.930000,8.140000,27.2,7.500000,115.660000,26.85,46.65,7.940000,6.620000,26.85,110.14,22.66,25.610000,36.71,100.910000,73.870000,16.67,9.270000,72.51,26.85,260.670000,7.940000,29.380000,7.590000,45.34,39.830000,36.73,22.02

68,16:45-17:00,72.46,19.71,119.71,270.930000,7.020000,23.94,7.500000,115.660000,26.85,40.27,6.850000,6.620000,26.85,110.59,20.66,25.610000,36.86,100.910000,73.870000,16.55,9.270000,72.46,26.85,260.670000,6.850000,29.380000,7.590000,41.34,31.240000,36.88,22.09

69,17:00-17:15,72.67,17.89,101.72,270.930000,5.910000,20.34,8.040000,94.500000,24.5,33.58,5.760000,6.620000,28.02,110.46,17,25.610000,36.82,100.910000,73.870000,16.48,9.270000,72.67,28.03,260.670000,5.760000,29.380000,7.590000,34,24.450000,36.83,21.81

70,17:15-17:30,72.57,14.8,85.72,270.930000,4.780000,17.14,8.040000,66.150000,14.7,27.2,4.670000,6.620000,32.92,110.11,13.4,25.610000,36.7,100.910000,73.870000,16.16,9.270000,72.57,32.93,260.670000,4.670000,29.380000,7.590000,26.81,19.370000,36.7,21.72

71,17:30-17:45,72.44,12.06,68.24,270.930000,3.700000,13.65,8.040000,66.150000,8.57,20.73,3.610000,6.620000,20.49,109.07,10.16,25.610000,36.35,100.910000,73.870000,15.91,9.270000,72.44,27.8,260.670000,3.610000,29.380000,7.590000,20.33,14.990000,36.36,21.57

72,17:45-18:00,72.43,9.25,50.53,270.930000,2.720000,10.1,8.040000,66.150000,2.65,14.59,2.660000,6.620000,11.73,108.18,7.27,25.610000,36.06,100.910000,73.870000,15.58,9.270000,72.43,17.04,260.670000,2.660000,29.380000,7.590000,14.55,10.820000,36.07,21.39

73,18:00-18:15,72.3,6.71,36.28,270.930000,1.830000,7.25,8.040000,66.150000,0,9.36,1.790000,6.620000,0,110.46,4.75,25.660000,36.82,100.910000,73.870000,22.58,9.820000,72.3,0,260.670000,1.790000,29.380000,7.990000,9.5,6.920000,36.81,21.46

74,18:15-18:30,72.3,4.55,24.23,270.930000,1.290000,4.84,8.040000,94.500000,0,5.41,1.260000,6.620000,0,110.4,2.99,25.660000,36.8,100.910000,73.870000,21.7,9.820000,72.3,0,260.670000,1.260000,29.380000,7.990000,5.97,3.790000,36.81,21.15

75,18:30-18:45,72.09,2.26,15.36,270.930000,0.000000,3.07,8.040000,115.660000,0,2.69,0.000000,6.620000,0,109.89,1.74,25.660000,36.63,100.910000,73.870000,20.34,9.820000,72.09,0,260.670000,0.000000,29.380000,7.990000,3.48,1.860000,36.63,21.33

76,18:45-19:00,71.93,0.82,8.57,270.930000,0.000000,1.71,8.040000,115.660000,0,0.83,0.000000,6.620000,0,107.97,1.02,25.660000,35.99,100.910000,73.870000,19.58,9.820000,71.93,0,260.670000,0.000000,29.380000,7.990000,2.04,0.630000,35.99,21.19

77,19:00-19:15,70.73,0.04,3.6,270.930000,0.000000,0.72,8.430000,115.660000,0,0.03,0.000000,6.620000,0,105.78,0.42,25.210000,35.26,100.910000,73.870000,19.04,9.820000,70.73,0,260.670000,0.000000,29.380000,8.680000,0.85,0.000000,35.25,21.05

78,19:15-19:30,70.33,0,0.1,270.930000,0.000000,0.02,8.430000,115.660000,0,0,0.000000,6.620000,0,105.32,0.06,23.500000,35.11,100.910000,73.870000,18.74,9.820000,70.33,0,260.670000,0.000000,29.380000,8.680000,0.12,0.000000,35.11,20.38

79,19:30-19:45,69.26,0,0,270.930000,0.000000,0,8.430000,115.660000,0,0,0.000000,6.620000,0,104.74,0,14.880000,34.91,100.910000,73.870000,17.29,9.820000,69.26,0,260.670000,0.000000,29.380000,8.680000,0,0.000000,34.91,21.97

80,19:45-20:00,67.94,0,0,270.930000,0.000000,0,8.430000,115.660000,0,0,0.000000,6.620000,0,101.89,0,14.880000,33.96,100.910000,73.870000,15.91,9.820000,67.94,0,260.670000,0.000000,29.380000,8.680000,0,0.000000,33.97,21.76

81,20:00-20:15,70.68,0,0,270.930000,0.000000,0,8.430000,115.660000,0,0,0.000000,6.620000,0,107.44,0,12.040000,35.82,100.910000,73.870000,14.57,9.630000,70.68,0,260.670000,0.000000,29.860000,8.910000,0,0.000000,35.81,21.98

82,20:15-20:30,70.71,0,0,270.930000,0.000000,0,8.430000,115.660000,0,0,0.000000,6.620000,0,107.64,0,12.040000,35.88,100.910000,73.870000,13.28,9.630000,70.71,0,260.670000,0.000000,29.860000,8.910000,0,0.000000,35.89,21.8

83,20:30-20:45,70.67,0,0,270.930000,0.000000,0,8.430000,115.660000,0,0,0.000000,6.620000,0,107.36,0,29.710000,35.78,100.910000,73.870000,12.09,9.630000,70.67,0,260.670000,0.000000,29.860000,8.910000,0,0.000000,35.79,21.71

84,20:45-21:00,70.92,0,0,270.930000,0.000000,0,8.430000,115.660000,0,0,0.000000,6.620000,0,107.27,0,29.710000,35.76,100.910000,73.870000,10.85,9.630000,70.92,0,260.670000,0.000000,29.860000,8.910000,0,0.000000,35.75,21.99

85,21:00-21:15,70.91,0,0,270.930000,0.000000,0,8.810000,115.660000,0,0,0.000000,6.620000,0,107.48,0,29.710000,35.83,100.910000,73.870000,8.69,9.450000,70.91,0,260.670000,0.000000,29.860000,8.910000,0,0.000000,35.82,21.84

86,21:15-21:30,70.87,0,0,270.930000,0.000000,0,8.810000,115.660000,0,0,0.000000,6.620000,0,107.47,0,29.710000,35.82,100.910000,73.870000,7.54,9.450000,70.87,0,260.670000,0.000000,29.860000,8.910000,0,0.000000,35.83,19.79

87,21:30-21:45,59.44,0,0,270.930000,0.000000,0,8.810000,115.660000,0,0,0.000000,6.620000,0,95.82,0,29.710000,31.94,100.910000,73.870000,7.23,9.910000,59.44,0,260.670000,0.000000,29.860000,8.910000,0,0.000000,31.95,19.59

88,21:45-22:00,59.88,0,0,270.930000,0.000000,0,8.810000,115.660000,0,0,0.000000,6.620000,0,96,0,29.710000,32,100.910000,73.870000,7.25,9.910000,59.88,0,260.670000,0.000000,29.860000,8.910000,0,0.000000,32.01,19.32

89,22:00-22:15,60.54,0,0,270.930000,0.000000,0,8.810000,115.660000,0,0,0.000000,6.620000,0,98.16,0,29.710000,32.72,100.910000,73.870000,7.37,9.630000,60.54,0,260.670000,0.000000,30.340000,8.760000,0,0.000000,32.73,19.54

90,22:15-22:30,61.88,0,0,270.930000,0.000000,0,8.810000,115.660000,0,0,0.000000,6.620000,0,101.6,0,29.710000,33.87,100.910000,73.870000,7.38,9.630000,61.88,0,260.670000,0.000000,30.340000,8.760000,0,0.000000,33.86,19.84

91,22:30-22:45,63.13,0,0,270.930000,0.000000,0,8.810000,115.660000,0,0,0.000000,6.620000,0,102.68,0,29.710000,34.23,100.910000,73.870000,7.37,9.630000,63.13,0,260.670000,0.000000,30.340000,9.300000,0,0.000000,34.21,20.07

92,22:45-23:00,53.43,0,0,270.930000,0.000000,0,8.810000,115.660000,0,0,0.000000,6.620000,0,103.68,0,29.710000,34.56,100.910000,73.870000,7.39,9.630000,53.43,0,260.670000,0.000000,30.340000,9.300000,0,0.000000,34.55,15.45

93,23:00-23:15,53.77,0,0,270.930000,0.000000,0,8.430000,115.660000,0,0,0.000000,6.620000,0,89.8,0,29.710000,29.93,100.910000,73.870000,7.23,9.270000,53.77,0,260.670000,0.000000,30.340000,9.300000,0,0.000000,29.93,15.76

94,23:15-23:30,54.27,0,0,270.930000,0.000000,0,8.430000,115.660000,0,0,0.000000,6.620000,0,91.44,0,29.710000,30.48,100.910000,73.870000,7.25,9.270000,54.27,0,260.670000,0.000000,30.340000,9.300000,0,0.000000,30.49,16.36

95,23:30-23:45,55.54,0,0,270.930000,0.000000,0,8.430000,115.660000,0,0,0.000000,6.620000,0,91.97,0,29.710000,30.66,100.910000,73.870000,7.37,9.270000,55.54,0,260.670000,0.000000,30.340000,9.300000,0,0.000000,30.65,16.59

