Block,Time,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,NR/01102023/25072045/L_NR_2021_15,NR/01032024/31032024/SJVN010324NR1588,NR/01032024/31032024/SJVN010324NR1589,NR/01102023/15082037/GNA_NR_2012_01,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,NR/01032024/31032024/NVVN/OA/16997,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,NR/30092023/31122025/SH-07,SR/16032024/31032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/01102023/13082046/L_NR_2021_12,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/16032024/31032024/TPDDL/PMG/MSEDCL/Banking/12112023,L_NR_2019_19,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/02122045/L_NR_2021_13,NR/23032024/30032024/HP-57,WR/01102023/30052048/L_NR_2022_10,NR/26072023/25122043/L_NR_2023_10,NR/01102023/19072037/LT-05,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,NR/01102023/06022042/L_NR_2012_02,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,NR/01012024/31032024/ ChanjuII,NR/01102023/30042040/GNA_LT_35,NR/23032024/30032024/HP-64,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,WR/01102023/01102023/L_NR_2022_09,NR/23032024/30032024/HP-60,WR/01102023/16072048/L_NR_2022_08,NR/01102023/08032047/L_NR_2021_14,NR/01102023/31102037/L_NR_2019_11,SR/01032024/31032024/SJVN010324NR1590
7,01:30-01:45,22.560000,0.000000,2.960000,2.600000,0,21.16,0,0,0,100.200000,0,0,213.710000,87.220000,48.350000,63.5,0,22.560000,48.35,0,0.000000,29.010000,193.400000,0,0.000000,0,173.290000,33,0,58.000000,7.01,0,261.670000,0,21.17,10.070000,0.000000,29.590000,48.35,33,74.210000,11.66,0,3.000000,0

8,01:45-02:00,22.560000,0.000000,2.960000,2.600000,0,21.34,0,0,0,100.200000,0,0,213.710000,87.220000,48.350000,64,0,22.560000,48.35,0,0.000000,29.010000,193.400000,0,0.000000,0,173.290000,33.33,0,58.000000,7.01,0,261.670000,0,21.33,10.070000,0.000000,29.590000,48.35,33.33,74.210000,12,0,3.000000,0

9,02:00-02:15,22.560000,0.000000,2.880000,2.600000,0,18.34,0,0,0,100.200000,0,0,213.710000,87.220000,48.350000,55,0,22.560000,48.35,0,0.000000,28.040000,193.400000,0,0.000000,0,173.290000,34,0,58.000000,6.01,0,261.670000,0,18.33,9.970000,0.000000,29.590000,48.35,34,74.210000,12.34,0,2.920000,0

10,02:15-02:30,22.560000,0.000000,2.880000,2.600000,0,18.34,0,0,0,100.200000,0,0,213.710000,87.220000,48.350000,55,0,22.560000,48.35,0,0.000000,28.040000,193.400000,0,0.000000,0,173.290000,35.67,0,58.000000,6.01,0,261.670000,0,18.33,9.970000,0.000000,29.590000,48.35,35.67,74.210000,13,0,2.920000,0

11,02:30-02:45,25.570000,0.000000,2.880000,2.600000,0,18.34,0,0,0,100.200000,0,0,213.710000,68.200000,48.350000,55,0,25.570000,48.35,0,0.000000,28.040000,193.400000,0,0.000000,0,173.290000,37.67,0,47.380000,6.01,0,234.890000,0,18.33,9.970000,0.000000,29.590000,48.35,37.67,74.210000,13.34,0,2.920000,0

12,02:45-03:00,25.570000,0.000000,2.880000,2.600000,0,18.5,0,0,0,100.200000,0,0,213.710000,68.200000,48.350000,55.5,0,25.570000,48.35,0,0.000000,28.040000,193.400000,0,0.000000,0,173.290000,38,0,47.380000,6.01,0,261.670000,0,18.5,9.970000,0.000000,29.590000,48.35,38,74.210000,13.66,0,2.920000,0

13,03:00-03:15,25.570000,0.000000,2.880000,2.600000,0,18.66,0,0,0,100.200000,0,0,213.710000,87.220000,48.350000,56,0,25.570000,48.35,0,0.000000,29.010000,193.400000,0,0.000000,0,173.290000,38.33,0,58.000000,6.01,0,261.670000,0,18.67,9.790000,0.000000,29.590000,48.35,38.33,74.210000,14,0,2.840000,0

14,03:15-03:30,25.570000,0.000000,2.880000,2.600000,0,18.66,0,0,0,100.200000,0,0,213.710000,87.220000,48.350000,56,0,25.570000,48.35,0,0.000000,29.010000,193.400000,0,0.000000,0,173.290000,38,0,58.000000,6.01,0,261.670000,0,18.67,9.790000,0.000000,29.590000,48.35,38,74.210000,14,0,2.840000,0

15,03:30-03:45,25.570000,0.000000,2.880000,2.600000,0,20.84,0,0,0,100.200000,0,0,213.710000,87.220000,48.350000,62.5,0,25.570000,48.35,0,0.000000,29.010000,193.400000,0,0.000000,0,173.290000,37,0,58.000000,6.01,0,261.670000,0,20.83,9.790000,0.000000,29.590000,48.35,37,74.210000,12,0,2.840000,0

16,03:45-04:00,25.570000,0.000000,2.880000,2.600000,0,20.5,0,0,0,100.200000,0,0,213.710000,87.220000,48.350000,61.5,0,25.570000,48.35,0,0.000000,29.010000,193.400000,0,0.000000,0,173.290000,36.33,0,58.000000,6.01,0,261.670000,0,20.5,9.790000,0.000000,29.590000,48.35,36.33,74.210000,12,0,2.840000,0

17,04:00-04:15,25.570000,0.000000,2.730000,2.600000,0,20.16,0,0,0,100.200000,0,0,213.710000,87.220000,48.350000,60.5,0,25.570000,48.35,0,0.000000,29.010000,193.400000,0,0.000000,0,173.290000,35.67,0,58.000000,6.01,0,261.670000,0,20.17,9.600000,0.000000,29.590000,48.35,35.67,74.210000,12,0,2.840000,0

18,04:15-04:30,25.570000,0.000000,2.730000,2.600000,0,20.16,0,0,0,100.200000,0,0,213.710000,87.220000,48.350000,60.5,0,25.570000,48.35,0,0.000000,29.010000,193.400000,0,0.000000,0,173.290000,35,0,58.000000,6.01,0,261.670000,0,20.17,9.600000,0.000000,29.590000,48.35,35,74.210000,11.66,0,2.840000,0

19,04:30-04:45,25.570000,0.000000,2.730000,2.600000,0,22.5,0,0,0,100.200000,0,0,213.710000,87.220000,48.350000,67.5,0,25.570000,48.35,0,0.000000,29.010000,193.400000,0,0.000000,0,173.290000,42,0,58.000000,6.01,0,261.670000,0,22.5,9.600000,0.000000,29.590000,48.35,42,74.210000,15,0,2.840000,0

20,04:45-05:00,25.570000,0.000000,2.730000,2.600000,0,22.16,0,0,0,100.200000,0,0,213.710000,68.200000,48.350000,66.5,0,25.570000,48.35,0,0.000000,29.010000,193.400000,0,0.000000,0,173.290000,42,0,47.380000,6.01,0,234.890000,0,22.17,9.600000,0.000000,29.590000,48.35,42,74.210000,14.34,0,2.840000,0

21,05:00-05:15,25.570000,0.000000,2.730000,2.510000,0,21.84,0,0,0,100.200000,0,0,213.710000,68.200000,48.350000,65.5,0,25.570000,48.35,0,0.000000,29.010000,193.400000,0,0.000000,0,173.290000,41.33,0,47.380000,6.01,0,234.890000,0,21.83,9.420000,0.000000,29.590000,48.35,41.33,74.210000,17.66,0,2.770000,0

22,05:15-05:30,25.570000,0.000000,2.730000,2.510000,0,21.34,0,0,0,100.200000,0,0,213.710000,87.220000,48.350000,64,0,25.570000,48.35,0,0.000000,29.010000,193.400000,0,0.000000,0,173.290000,40,0,58.000000,6.01,0,261.670000,0,21.33,9.420000,0.000000,29.590000,48.35,40,74.210000,17,0,2.770000,0

23,05:30-05:45,25.570000,0.000000,2.730000,2.510000,0,20.84,0,0,0,100.200000,0,0,213.710000,87.220000,48.350000,62.5,0,25.570000,48.35,0,0.000000,29.010000,193.400000,0,0.000000,0,173.290000,38.67,0,58.000000,6.01,0,261.670000,0,20.83,9.420000,0.000000,29.590000,48.35,38.67,74.210000,16,0,2.770000,0

24,05:45-06:00,25.570000,0.000000,2.730000,2.510000,0,20.34,0,0,0,100.200000,0,0,213.710000,87.220000,48.350000,61,0,25.570000,48.35,0,0.000000,29.010000,193.400000,0,0.000000,0,173.290000,37.33,0,58.000000,6.01,0,261.670000,0,20.33,9.420000,0.000000,29.590000,48.35,37.33,74.210000,15,0,2.770000,0

25,06:00-06:15,30.940000,0.000000,2.960000,2.510000,0,18.5,0,0,0,100.200000,0,0,213.710000,87.220000,48.350000,55.5,0,24.490000,48.35,0,0.000000,29.010000,96.700000,0,0.000000,0,0.000000,33.67,0,47.380000,6.01,0,261.670000,0,18.5,9.230000,0.000000,0.000000,48.35,33.67,0.000000,16.66,0,2.770000,0

26,06:15-06:30,30.940000,0.000000,2.960000,2.510000,1.22,18.34,0,0,0,100.200000,0,0,213.710000,87.220000,48.350000,55,0,24.490000,48.35,0.01,0.000000,28.040000,96.700000,1.586316,0.000000,0,0.000000,31.33,0,58.000000,6.01,0,261.670000,0,18.33,9.230000,0.000000,0.000000,48.35,31.33,0.000000,16.34,0,2.770000,0

27,06:30-06:45,30.940000,0.000000,2.960000,2.510000,5.4,17.84,0,0,0,100.200000,0,1,233.050000,87.220000,48.350000,53.5,2.22,14.880000,48.35,0.01,0.000000,28.040000,96.700000,6.218748,0.000000,0,0.000000,30.33,0,58.000000,6.01,0,261.670000,7,17.83,9.230000,0.000000,0.000000,48.35,30.33,0.000000,15.34,0,2.840000,0

28,06:45-07:00,30.940000,0.030000,2.960000,2.510000,11.48,17.5,0.5,0,0,100.200000,0,4,252.390000,87.220000,48.350000,52.5,6.78,14.880000,48.35,1.98,0.030000,28.040000,96.700000,11.474028,0.000000,0.4,0.000000,30,1,58.000000,6.01,0,261.670000,16,17.5,9.230000,0.030000,0.000000,48.35,30,0.000000,14,0.27,2.840000,0

29,07:00-07:15,30.940000,0.340000,2.960000,2.510000,20.49,16.84,1,0,0,100.200000,1,11,252.390000,87.220000,48.350000,50.5,12.49,14.880000,48.35,8.78,0.330000,28.040000,96.700000,17.537064,0.000000,1.75,0.000000,29.67,4,58.000000,6.01,2,261.670000,27,16.83,9.140000,0.330000,0.000000,48.35,29.67,0.000000,13.34,2.28,2.840000,0

30,07:15-07:30,30.940000,0.810000,2.960000,2.510000,30.48,16,5,0,0,100.200000,3,18,252.390000,68.200000,48.350000,48,21.48,14.880000,48.35,19.36,0.790000,27.080000,96.700000,25.147488,0.000000,3.87,0.000000,28.67,7,47.380000,6.01,6,234.890000,33,16,9.140000,0.790000,0.000000,48.35,28.67,0.000000,11.34,5.8,2.840000,0

31,07:30-07:45,30.940000,1.510000,2.960000,2.510000,31,15.16,7,0,0,100.200000,7,28,252.390000,87.220000,48.350000,45.5,31,14.880000,48.35,34.66,1.470000,27.080000,96.700000,34.295568,0.000000,6.93,0.000000,27.67,12,47.380000,6.01,13,261.670000,31,15.17,9.140000,1.470000,0.000000,48.35,27.67,0.000000,10,10.95,2.840000,0

32,07:45:08:00,30.940000,2.440000,2.960000,2.510000,31,14.34,11,0,0,100.200000,10,42,252.390000,87.220000,48.350000,43,31,14.880000,48.35,53.71,2.390000,27.080000,96.700000,44.806128,0.000000,10.74,0.000000,26.67,18,58.000000,6.01,20,261.670000,31,14.33,9.140000,2.390000,0.000000,48.35,26.67,0.000000,8.66,17.63,2.840000,0

33,08:00-08:15,30.940000,3.570000,2.960000,2.510000,31,12.5,16,0,0,100.200000,15,56,252.390000,87.220000,48.350000,37.5,31,14.880000,48.35,70.06,3.490000,27.080000,96.700000,55.686504,0.000000,14.01,0.000000,27,24,58.000000,6.01,31,261.670000,31,12.5,8.950000,3.490000,0.000000,48.35,27,0.000000,8,25.09,2.840000,0

34,08:15-08:30,30.940000,4.830000,2.960000,2.510000,31,12,21,0,0,100.200000,19,70,252.390000,87.220000,48.350000,36,31,14.880000,48.35,90.28,4.720000,26.110000,96.700000,66.22626,0.000000,18.06,0.000000,26.33,30,58.000000,6.01,38,261.670000,31,12,8.950000,4.720000,0.000000,48.35,26.33,0.000000,8,32.19,2.840000,0

35,08:30-08:45,30.940000,6.160000,2.960000,2.510000,32,11.16,25,0,0,100.200000,24,98,252.390000,87.220000,48.350000,33.5,32,25.100000,48.35,108.84,6.010000,26.110000,96.700000,76.123704,0.000000,21.77,0.000000,23.67,42,47.380000,6.01,48,261.670000,32,11.17,8.950000,6.010000,0.000000,48.35,23.67,0.000000,8,39.81,2.840000,0

36,08:45:09:00,30.940000,7.490000,2.960000,2.510000,32,10.5,28.9,0,0,100.200000,27,116,252.390000,87.220000,48.350000,31.5,32,25.100000,48.35,126.7,7.310000,26.110000,96.700000,85.6416,0.000000,25.34,0.000000,22.33,49,47.380000,6.01,55,261.670000,32,10.5,8.950000,7.310000,0.000000,48.35,22.33,0.000000,7.34,47.37,2.840000,0

37,09:00:09:15,30.940000,8.770000,2.800000,2.420000,32,10.16,32.3,0,0,100.200000,31,130,252.390000,87.220000,48.350000,30.5,32,25.100000,48.35,145,8.550000,26.110000,96.700000,90.84822,0.000000,29,0.000000,21,55,58.000000,6.01,62,261.670000,32,10.17,8.950000,8.550000,0.000000,48.35,21,0.000000,6.66,54.56,2.800000,17.41

38,09:15-09:30,30.940000,9.960000,2.800000,2.420000,32,10,35.4,0,0,100.200000,34,144,252.390000,87.220000,48.350000,30,32,25.100000,48.35,162.43,9.720000,26.110000,96.700000,99.149616,0.000000,32.49,0.000000,20,61,58.000000,6.01,68,261.670000,32,10,8.950000,9.720000,0.000000,48.35,20,0.000000,6.66,61.16,2.800000,17.41

39,09:30-09:45,30.940000,11.080000,2.800000,2.420000,32,9.66,37.5,0,0,100.200000,37,158,271.970000,87.220000,48.350000,29,32,25.100000,48.35,166.97,10.800000,26.110000,96.700000,106.682184,0.000000,33.39,0.000000,20,67,58.000000,6.01,75,261.670000,32,9.67,8.950000,10.800000,0.000000,48.35,20,0.000000,6.66,67.52,2.800000,17.41

40,09:45-10:00,30.940000,12.090000,2.800000,2.420000,32.33,9.5,40.5,0,0,100.200000,40,168,271.970000,87.220000,48.350000,28.5,32.33,25.100000,48.35,183.63,11.790000,26.110000,96.700000,113.03718,0.000000,36.73,0.000000,20,72,58.000000,6.01,80,261.670000,32.34,9.5,8.950000,11.790000,0.000000,48.35,20,0.000000,6.66,73.53,2.800000,17.41

41,10:00-10:15,30.940000,13.020000,2.800000,2.420000,32.33,9,43.1,19.34,9.67,71.190000,43,179,271.970000,76.670000,48.350000,27,32.33,25.100000,48.35,208.63,12.690000,26.110000,96.700000,118.34112,0.000000,41.73,0.000000,20,76,58.000000,6.01,87,261.670000,32.34,9,8.860000,12.690000,0.000000,48.35,20,0.000000,6.66,79,2.610000,0

42,10:15-10:30,30.940000,13.850000,2.800000,2.420000,32.33,8.84,45.2,19.34,9.67,53.180000,45,189,271.970000,76.670000,48.350000,26.5,32.33,25.100000,48.35,221.13,13.510000,25.140000,96.700000,123.528276,0.000000,44.23,0.000000,20,81,58.000000,6.01,90,261.670000,32.34,8.83,8.860000,13.510000,0.000000,48.35,20,0.000000,6.66,83.78,2.610000,0

43,10:30-10:45,30.940000,13.540000,2.800000,2.420000,32.33,8.66,46.8,19.34,9.67,53.180000,47,193,271.970000,76.670000,48.350000,26,32.33,25.100000,48.35,229.58,13.210000,25.140000,96.700000,128.549988,0.000000,45.92,0.000000,21,82,58.000000,6.01,93,261.670000,32.34,8.67,8.860000,13.210000,0.000000,48.35,21,0.000000,6.66,87.98,2.610000,0

44,10:45-11:00,30.940000,14.260000,2.800000,2.420000,32.33,8.5,48,19.34,9.67,53.180000,47,200,271.970000,76.670000,48.350000,25.5,32.33,25.100000,48.35,229.58,13.910000,25.140000,96.700000,132.384396,0.000000,45.92,0.000000,22.33,85,58.000000,6.01,95,261.670000,32.34,8.5,8.860000,13.910000,0.000000,48.35,22.33,0.000000,6.66,91.39,2.610000,0

45,11:00-11:15,30.940000,14.770000,2.730000,2.420000,32.33,8.5,48.2,19.34,9.67,53.180000,47,200,271.970000,76.670000,48.350000,25.5,32.33,25.100000,48.35,229.58,14.410000,25.140000,96.700000,135.644616,0.000000,45.92,0.000000,24,85,58.000000,6.01,95,261.670000,32.34,8.5,10.620000,14.410000,0.000000,48.35,24,0.000000,6.66,92.31,2.690000,0

46,11:15-11:30,30.940000,15.230000,2.730000,2.420000,32.33,8.5,48.2,19.34,9.67,53.180000,47,200,271.970000,76.670000,48.350000,25.5,32.33,25.100000,48.35,229.58,14.860000,25.140000,96.700000,138.077616,0.000000,45.92,0.000000,25.33,85,58.000000,6.01,95,261.670000,32.34,8.5,10.620000,14.860000,0.000000,48.35,25.33,0.000000,7.34,92.92,2.690000,0

47,11:30-11:45,25.750000,15.570000,2.730000,2.420000,32.33,8.66,46.1,19.34,9.67,53.180000,47,200,271.970000,76.670000,48.350000,26,32.33,25.750000,48.35,229.58,15.190000,25.140000,96.700000,139.294116,0.000000,45.92,0.000000,27.33,85,58.000000,6.01,95,261.670000,32.34,8.67,10.620000,15.190000,0.000000,48.35,27.33,0.000000,7.34,92.92,2.690000,0

48,11:45-12:00,25.750000,15.890000,2.730000,2.420000,32.33,8.66,46.2,19.34,9.67,53.180000,47,200,271.970000,76.670000,48.350000,26,32.33,25.750000,48.35,229.58,15.500000,25.140000,96.700000,140.1408,0.000000,45.92,0.000000,29.67,85,58.000000,6.01,95,261.670000,32.34,8.67,10.620000,15.500000,0.000000,48.35,29.67,0.000000,7.34,92.92,2.690000,0

49,12:00-12:15,25.750000,16.160000,2.730000,2.470000,32.33,9.84,46.2,24.18,29.01,53.180000,47,200,271.970000,76.670000,48.350000,29.5,32.33,25.750000,48.35,229.58,15.770000,25.140000,96.700000,135.771132,0.000000,45.92,0.000000,31.33,85,58.000000,6.01,95,227.170000,32.34,9.83,10.430000,15.770000,0.000000,48.35,31.33,0.000000,8,92.92,2.690000,0

50,12:15-12:30,25.750000,16.300000,2.730000,2.470000,32.33,10.16,46.2,24.18,29.01,53.180000,47,200,271.970000,76.670000,48.350000,30.5,32.33,25.750000,48.35,229.58,15.900000,25.140000,96.700000,135.303996,0.000000,45.92,0.000000,33,85,58.000000,6.01,95,227.170000,32.34,10.17,10.430000,15.900000,0.000000,48.35,33,0.000000,8.34,92.92,2.690000,0

51,12:30-12:45,25.750000,16.250000,2.730000,2.470000,32.33,10.5,46.2,24.18,29.01,53.180000,47,196,271.970000,76.670000,48.350000,31.5,32.33,25.750000,48.35,229.58,15.860000,25.140000,96.700000,131.985384,0.000000,45.92,0.000000,27.33,84,58.000000,6.01,95,227.170000,32.34,10.5,10.430000,15.860000,0.000000,48.35,27.33,0.000000,8.34,92.92,2.690000,0

52,12:45-13:00,25.750000,16.440000,2.730000,2.470000,32.33,10.66,46.2,24.18,29.01,53.180000,47,196,271.970000,76.670000,48.350000,32,32.33,25.750000,48.35,229.58,16.030000,25.140000,96.700000,128.520792,0.000000,45.92,0.000000,29,84,58.000000,6.01,95,227.170000,32.34,10.67,10.430000,16.030000,0.000000,48.35,29,0.000000,8.34,92.86,2.690000,0

53,13:00-13:15,25.750000,16.490000,2.730000,2.470000,32.33,11.16,46.2,24.18,29.01,53.180000,47,196,271.970000,57.650000,48.350000,33.5,32.33,25.750000,48.35,229.58,16.090000,25.140000,96.700000,126.95394,0.000000,45.92,0.000000,28.33,84,53.740000,6.01,95,227.170000,32.34,11.17,10.340000,16.090000,0.000000,48.35,28.33,0.000000,8.34,93.08,2.770000,0

54,13:15-13:30,25.750000,16.020000,2.730000,2.470000,32.33,11.66,46.2,24.18,29.01,53.180000,47,196,271.970000,76.670000,48.350000,35,32.33,25.750000,48.35,229.58,15.620000,26.110000,96.700000,126.720372,0.000000,45.92,0.000000,28.67,84,49.470000,6.01,95,227.170000,32.34,11.67,10.340000,15.620000,0.000000,48.35,28.67,0.000000,8.34,92.71,2.770000,0

55,13:30-13:45,25.750000,15.580000,2.730000,2.470000,32.33,11.16,46,24.18,29.01,82.200000,47,196,271.970000,57.650000,48.350000,33.5,32.33,25.750000,48.35,229.58,15.190000,26.110000,96.700000,130.486656,0.000000,45.92,0.000000,25,84,53.740000,9.61,95,243.610000,32.34,11.17,10.340000,15.190000,0.000000,48.35,25,0.000000,8.34,92.72,2.770000,0

56,13:45-14:00,25.750000,14.950000,2.730000,2.470000,32.33,11.34,46,19.34,9.67,87.030000,47,196,271.970000,76.670000,48.350000,34,32.33,25.750000,48.35,229.58,14.580000,26.110000,96.700000,127.187508,0.000000,45.92,0.000000,25.33,84,58.000000,10.01,95,261.670000,32.34,11.33,10.340000,14.580000,0.000000,48.35,25.33,0.000000,8.34,92.52,2.770000,0

57,14:00-14:15,25.750000,14.480000,2.800000,2.510000,32.33,11.5,45.2,19.34,9.67,87.030000,47,196,271.970000,76.670000,48.350000,34.5,32.33,25.750000,48.35,229.58,14.120000,27.080000,96.700000,122.52588,0.000000,45.92,0.000000,25,84,58.000000,10.61,95,261.670000,32.34,11.5,10.250000,14.120000,0.000000,48.35,25,0.000000,8.66,92.22,2.610000,0

58,14:15-14:30,25.750000,15.480000,2.800000,2.510000,32.33,11.5,44.9,19.34,9.67,100.200000,47,196,271.970000,76.670000,48.350000,34.5,32.33,25.750000,48.35,229.58,15.110000,27.080000,96.700000,116.287668,0.000000,45.92,0.000000,25.33,84,58.000000,11.01,95,261.670000,32.34,11.5,10.250000,15.110000,0.000000,48.35,25.33,0.000000,8.66,91.75,2.610000,0

59,14:30-14:45,25.750000,14.920000,2.800000,2.510000,32.33,11.66,42.8,19.34,9.67,100.200000,47,189,271.970000,76.670000,48.350000,35,32.33,25.750000,48.35,229.58,14.550000,27.080000,96.700000,109.991064,0.000000,45.92,0.000000,29.67,81,58.000000,11.61,95,261.670000,32.34,11.67,10.250000,14.550000,0.000000,48.35,29.67,0.000000,8.66,91.36,2.610000,0

60,14:45-15:00,25.750000,14.240000,2.800000,2.510000,32.33,12.34,41.2,19.34,9.67,100.200000,45,182,271.970000,76.670000,48.350000,37,32.33,25.750000,48.35,229.58,13.890000,27.080000,96.700000,103.227324,0.000000,45.92,0.000000,30.33,78,58.000000,12.01,91,261.670000,32.34,12.33,10.250000,13.890000,0.000000,48.35,30.33,0.000000,8.66,88.49,2.610000,0

61,15:00-15:15,25.750000,13.500000,2.800000,2.700000,32.33,12.66,38.6,19.34,9.67,100.200000,42,172,271.970000,87.220000,48.350000,38,32.33,25.750000,48.35,226.13,13.180000,27.080000,96.700000,96.24948,0.000000,45.23,0.000000,31,73,58.000000,11.41,83,261.670000,32.34,12.67,10.250000,13.180000,0.000000,48.35,31,0.000000,9.34,84.69,2.690000,0

62,15:15-15:30,25.750000,12.710000,2.800000,2.700000,32.33,13.34,36.5,19.34,9.67,100.200000,40,158,271.970000,87.220000,48.350000,40,32.33,25.750000,48.35,215.08,12.410000,28.040000,96.700000,88.493076,0.000000,43.01,0.000000,31.67,67,58.000000,11.61,80,261.670000,32.34,13.33,10.250000,12.410000,0.000000,48.35,31.67,0.000000,10,80.24,2.690000,0

63,15:30-15:45,25.750000,11.840000,2.800000,2.700000,32.33,14,34.8,19.34,9.67,100.200000,37,148,271.970000,87.220000,48.350000,42,32.33,25.750000,48.35,200.69,11.560000,28.040000,96.700000,80.43498,0.000000,40.14,0.000000,36,64,58.000000,12.01,73,261.670000,32.34,14,10.250000,11.560000,0.000000,48.35,36,0.000000,11.34,75.14,2.690000,0

