Block,Time,DHAULIGNGA,DULHASTI,JHAJJAR,KOLDAM,KISHANGANGA,CHAMERA3,CHAMERA2,DADRT2,PARBATI3,RAMPUR,RIHAND1,TEHRI,UNCHAHAR3,SINGRAULI_HYDRO,NJPC,RAPPC,URI2,TANDA2,UNCHAHAR2,RIHAND3,SINGRAULI,NAPP,SEWA2,UNCHAHAR1,RIHAND2,UNCHAHAR4,KOTESHWR,CHAMERA1,BSIUL,SALAL,URI,RAPPB,TANAKPUR,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,KGSU3AND4,KKNP,KKNPPU2,NLCTS2EXP,NNTPP,NTPL,MAPS,KGSU1AND2,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,KHSTPP-I,KHSTPP-II,FSTPP I & II,TALA,BRBCL,SASAN
1,00:00-00:15,0,0,653.1525,0,0,0,0,683.129127,0,0,92,0,26.39091,0.72694,0,54.567,16.68048,0,42.392196,123.665625,125.5875,22.428,0,10.91181,59.0625,0,8.874,0,0,6.972,35.328,0,1.9215,0,0,0,92.064,0,0,0,71.4588,0,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

2,00:15-00:30,0,0,653.1525,0,0,0,0,683.129127,0,0,92,0,26.39091,0.72694,0,54.567,16.68048,0,42.392196,123.665625,125.5875,22.428,0,10.91181,59.0625,0,8.874,0,0,55.776,35.328,0,1.9215,0,0,0,92.064,0,0,0,71.4588,0,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

3,00:30-00:45,0,0,653.1525,0,0,0,0,683.129127,0,0,92,0,26.39091,0.72694,0,54.567,16.68048,0,42.392196,123.665625,125.5875,22.428,0,10.91181,59.0625,0,8.874,0,0,55.776,4.416,0,1.9215,0,0,0,92.064,0,0,0,71.4588,0,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

4,00:45-01:00,0,0,653.1525,0,0,0,0,683.129127,0,0,92,0,26.39091,0.72694,0,54.567,16.68048,0,42.392196,123.665625,125.5875,22.428,0,10.91181,59.0625,0,8.874,0,0,6.972,2.6496,0,1.9215,0,0,0,92.064,0,0,0,71.4588,0,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

5,01:00-01:15,0,0,653.1525,0,0,0,0,683.129127,0,0,92,0,26.39091,0.72694,0,54.567,16.68048,0,42.392196,123.665625,125.5875,22.428,0,10.91181,59.0625,0,8.874,0,0,1.3944,2.6496,0,8.3265,0,0,0,92.064,0,0,0,71.4588,0,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

6,01:15-01:30,0,0,653.1525,0,0,0,0,683.129127,0,0,92,0,26.39091,0.72694,0,54.567,16.68048,0,42.392196,123.665625,125.5875,22.428,0,10.91181,59.0625,0,8.874,0,0,1.3944,2.6496,0,8.3265,0,0,0,92.064,0,0,0,71.4588,0,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

7,01:30-01:45,0,0,653.1525,0,0,0,0,683.129127,0,0,92,0,26.39091,0.72694,0,54.567,4.7082,0,42.392196,123.665625,125.5875,22.428,0,10.91181,59.0625,0,8.874,0,0,1.3944,2.6496,0,8.3265,0,0,0,92.064,0,0,0,71.4588,0,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

8,01:45-02:00,0,0,653.1525,0,0,0,0,683.129127,0,0,92,0,26.39091,0.72694,0,54.567,4.7082,0,42.392196,123.665625,125.5875,22.428,0,10.91181,59.0625,0,8.874,0,0,1.3944,2.6496,0,8.3265,0,0,0,92.064,0,0,0,71.4588,0,0,0,45.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

