Block,Time Block,KOTESHWR,KOLDAM,KKNP,KISHANGANGA,KKNPPU2,KHSTPP-II,KHSTPP-I,PARBATI2,BRBCL,CHAMERA1,BSIUL,KGSU3AND4,KGSU1AND2,CHAMERA2,DADRT2,CHAMERA3,DHAULIGNGA,DULHASTI,FSTPP I & II,JHAJJAR,TANAKPUR,TALST2,TANDA2,NNTPP,NLCEXP,NLCIIST1,NJPC,MAPS,NLCIIST2,NTPL,NLCTS2EXP,NAPP,RIHAND1,RAPPB,SASAN,RSTPSU1TO6,TALA,SINGRAULI_HYDRO,RAPPD,RSTPSU7,SIMHST1,SALAL,SIMHST2,RIHAND3,RAPPC,SEWA2,SINGRAULI,RIHAND2,DADRI_RF,AURY_LF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_LF,ANTA_GF,AURY_CRF,DADRI_GF,AURY_RF,ANTA_CRF,ANTA_RF,PARBATI3,RAMPUR,KUDGI,UNCHAHAR1,UNCHAHAR2,URI,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,TEHRI,TelanganaSTPP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,10.08,10.19,0,8.34,0,96.89,28.03,26.13,19.32,0,6.3,0,0,47.15,7.37,33.84,10.58,56.69,9.98,216.69,1.98,0,3.87,0,0,0,174.74,0,0,0,0,24.38,51.66,0,335.67,0,4.54,0.99,0,0,0,79.7,0,83.08,65.41,0,69.26,66.19,0,0,0,0,0,0,0,0,0,0,0,0,8.89,6.74,0,13.12,29.1,49.28,0,1.05,36.8,16.37,0,0,0,0,0,0,0

55,13:30-13:45,10.08,10.19,0,8.34,0,96.89,28.03,26.13,19.32,0,6.3,0,0,47.15,7.37,33.84,10.58,56.69,9.98,216.69,5.45,0,3.87,0,0,0,174.74,0,0,0,0,24.38,51.66,0,357.59,0,4.54,0.99,0,0,0,79.13,0,83.08,65.41,0,69.26,66.19,0,0,0,0,0,0,0,0,0,0,0,0,8.15,6.74,0,13.12,29.1,49.28,0,1.05,36.8,16.37,0,0,0,0,0,0,0

56,13:45-14:00,10.08,10.19,0,8.34,0,96.89,28.03,26.13,19.32,0,6.3,0,0,47.15,7.37,33.84,10.58,56.69,9.98,216.69,5.45,0,3.87,0,0,0,174.74,0,0,0,0,24.38,51.66,0,364.22,0,4.54,0.99,0,0,0,79.13,0,83.08,65.41,0,69.26,66.19,0,0,0,0,0,0,0,0,0,0,0,0,8.15,6.74,0,13.12,29.1,49.28,0,1.05,36.8,16.37,0,0,0,0,0,0,0

57,14:00-14:15,10.08,10.19,0,8.34,0,96.89,28.03,26.13,19.32,0,6.3,0,0,47.15,7.37,33.84,10.58,56.69,9.98,216.69,5.45,0,3.87,0,0,0,174.74,0,0,0,0,24.38,51.66,0,364.22,0,3.69,0.99,0,0,0,79.13,0,88.52,65.41,0,68.3,66.19,0,0,0,0,0,0,0,0,0,0,0,0,37.94,6.74,0,13.12,29.1,49.28,0,1.05,36.8,16.37,0,0,0,0,0,0,0

58,14:15-14:30,10.08,10.19,0,8.34,0,96.89,28.03,26.13,19.32,0,6.3,0,0,47.15,7.37,33.84,10.58,56.69,9.98,216.69,5.45,0,3.87,0,0,0,174.74,0,0,0,0,24.38,51.66,0,364.22,0,3.69,0.99,0,0,0,79.13,0,88.52,65.41,0,68.3,77.96,0,0,0,0,0,0,0,0,0,0,0,0,37.94,6.74,0,13.12,29.1,49.28,0,1.05,36.8,16.37,0,0,0,0,0,0,0

59,14:30-14:45,10.08,10.19,0,8.34,0,93.44,25.37,26.13,19.32,0,6.3,0,0,47.15,7.37,33.84,10.58,56.69,9.98,216.69,4.83,0,3.87,0,0,0,174.74,0,0,0,0,24.38,51.66,0,364.22,0,3.69,0.99,0,0,0,77.45,0,88.52,65.41,0,82.61,77.96,0,0,0,0,0,0,0,0,0,0,0,0,38.24,6.74,0,13.12,29.1,49.28,0,1.05,36.8,16.37,0,0,0,0,0,0,0

60,14:45-15:00,10.08,10.19,0,8.34,0,95.24,29.52,26.13,19.32,13.57,6.3,0,0,47.15,7.37,33.84,10.58,56.69,9.98,216.69,4.83,0,3.87,0,0,0,174.74,0,0,0,0,24.38,51.66,0,364.22,0,3.69,0.99,0,0,0,77.45,0,88.52,65.41,0,83.32,77.96,0,0,0,0,0,0,0,0,0,0,0,0,38.24,6.74,0,13.12,29.1,49.28,0,1.05,36.8,16.37,0,0,0,0,0,0,0

61,15:00-15:15,10.08,10.19,0,8.34,0,95.24,29.52,26.13,19.32,13.57,6.3,0,0,47.15,7.37,33.84,10.58,56.69,9.98,216.69,5.45,0,3.87,0,0,0,174.74,0,0,0,0,24.38,91.75,0,391.23,0,3.69,0.97,0,0,0,77.45,0,115.36,65.41,0,96.93,117.94,0,0,0,0,0,0,0,0,0,0,0,0,38.24,6.74,0,13.12,28.19,49.28,0,1.05,36.8,16.37,0,0,0,0,0,0,0

62,15:15-15:30,10.08,10.19,0,8.34,0,95.24,29.52,26.13,19.32,27.14,6.3,0,0,47.15,7.37,33.84,10.58,56.69,9.98,216.69,5.45,0,3.87,0,0,0,174.74,0,0,0,0,24.38,91.75,0,391.23,0,3.69,0.97,0,0,0,77.45,0,123.67,65.41,0,96.93,117.94,0,0,0,0,0,0,0,0,0,0,0,0,38.24,6.74,0,13.12,28.19,49.28,0,1.05,36.8,16.37,0,0,0,0,0,0,0

63,15:30-15:45,10.08,10.19,0,8.34,0,95.24,29.52,26.13,19.32,27.14,6.3,0,0,47.15,7.37,33.84,10.58,56.69,9.98,235.05,5.45,0,3.87,0,0,0,174.74,0,0,0,0,24.38,91.75,0,391.23,0,3.69,0.97,0,0,0,77.45,0,123.67,65.41,0,96.93,117.94,0,0,0,0,0,0,0,0,0,0,0,0,38.24,6.74,0,13.12,28.19,49.28,0,1.05,36.8,16.37,0,0,0,0,0,0,0

64,15:45-16:00,10.08,10.19,0,8.34,0,95.24,29.52,26.13,19.32,27.14,6.3,0,0,47.15,7.37,33.84,10.58,56.69,9.98,235.05,5.45,0,3.87,0,0,0,174.74,0,0,0,0,24.38,91.75,0,391.23,0,3.69,0.97,0,0,0,77.45,0,123.67,65.41,0,96.93,117.94,0,0,0,0,0,0,0,0,0,0,0,0,38.24,6.74,0,13.12,28.19,49.28,0,1.05,36.8,16.37,0,0,0,0,0,0,0

65,16:00-16:15,10.08,10.19,0,8.34,0,78.8,24.65,26.13,19.32,40.72,6.3,0,0,47.15,7.37,33.84,10.58,56.69,9.98,235.05,5.45,0,2.94,0,0,0,174.74,0,0,0,0,24.38,91.75,0,391.23,0,3.98,0.97,0,0,0,76.32,0,123.67,65.41,0,96.93,117.94,0,0,0,0,0,0,0,0,0,0,0,0,8.89,6.74,0,11.91,23.91,49.28,0,1.05,36.8,14.7,0,0,0,0,0,0,0

66,16:15-16:30,10.08,10.19,0,8.34,0,78.8,24.65,26.13,19.32,40.72,6.3,0,0,47.15,7.37,33.84,10.58,56.69,9.98,235.05,4.83,0,2.94,0,0,0,174.74,0,0,0,0,24.38,91.75,0,391.23,0,3.98,0.97,0,0,0,76.32,0,123.67,65.41,0,96.93,117.94,0,0,0,0,0,0,0,0,0,0,0,0,8.89,6.74,0,11.91,23.91,49.28,0,1.05,36.8,14.7,0,0,0,0,0,0,0

67,16:30-16:45,10.08,10.19,0,8.34,0,78.8,24.65,26.13,19.32,40.72,6.3,0,0,47.15,7.37,33.84,10.58,56.69,9.98,235.05,4.83,0,2.94,0,0,0,174.74,0,0,0,0,24.38,91.75,0,391.23,0,3.98,0.97,0,0,0,76.32,0,123.67,65.41,0,96.93,117.94,0,0,0,0,0,0,0,0,0,0,0,0,8.89,6.74,0,11.91,23.91,49.28,0,1.05,36.8,14.7,0,0,0,0,0,0,0

68,16:45-17:00,10.08,10.19,0,8.34,0,78.8,24.65,26.13,19.32,40.72,6.3,0,0,47.15,7.37,33.84,10.58,56.69,9.98,235.05,4.83,0,2.94,0,0,0,174.74,0,0,0,0,24.38,91.75,0,391.23,0,3.98,0.97,0,0,0,76.32,0,123.67,65.41,6.09,96.93,117.94,0,0,0,0,0,0,0,0,0,0,0,0,22.24,6.74,0,11.91,23.91,49.28,0,1.05,36.8,14.7,0,0,0,0,0,0,0

69,17:00-17:15,10.08,10.19,0,8.34,0,78.8,24.65,26.13,19.32,40.72,6.3,0,0,47.15,7.37,33.84,10.58,56.69,9.98,235.05,4.83,0,2.94,0,0,0,174.74,0,0,0,0,24.38,62.72,0,391.23,0,3.98,0.97,0,0,0,76.32,0,55.24,65.41,6.09,96.93,93.8,0,0,0,0,0,0,0,0,0,0,0,0,22.24,6.74,0,11.91,23.91,49.28,0,1.05,36.8,14.7,0,0,0,0,0,0,0

70,17:15-17:30,10.08,10.19,0,8.34,0,78.8,24.65,26.13,19.32,40.72,6.3,0,0,47.15,7.37,33.84,10.58,56.69,9.98,235.05,4.83,0,2.94,0,0,0,174.74,0,0,0,0,24.38,62.72,0,391.23,0,3.98,0.97,0,0,0,76.32,0,55.24,65.41,6.09,96.93,93.8,0,0,0,0,0,0,0,0,0,0,0,0,22.24,6.74,0,11.91,23.91,49.28,0,1.05,36.8,14.7,9.77,0,0,0,0,0,0

71,17:30-17:45,10.08,10.19,0,8.34,0,78.8,24.65,26.13,19.32,40.72,6.3,0,0,47.15,36.35,33.84,10.58,56.69,9.67,235.05,4.83,0,2.94,0,0,0,174.74,0,0,0,0,24.38,62.72,0,383.08,0,3.98,0.97,0,0,0,76.32,0,55.24,65.41,6.09,96.93,93.8,0,0,0,0,0,0,0,0,0,0,0,0,22.24,6.74,0,11.91,23.91,49.28,0,1.05,36.8,14.7,9.77,0,0,0,0,0,0

72,17:45-18:00,10.08,10.19,0,8.34,0,95.24,24.65,26.13,19.32,40.72,6.3,0,0,47.15,65.33,33.84,10.58,56.69,9.67,235.05,4.83,0,2.94,0,0,0,174.74,0,0,0,0,24.38,62.72,0,383.08,0,3.98,0.97,0,0,0,76.32,0,55.24,65.41,6.09,96.93,93.8,0,0,0,0,0,0,0,0,0,0,0,0,22.24,6.74,0,11.91,23.91,49.28,0,1.05,36.8,14.7,19.53,0,0,0,0,0,0

73,18:00-18:15,10.08,10.19,0,8.34,0,95.24,24.65,36.29,19.32,40.72,6.3,0,0,47.15,95.28,33.84,10.58,56.69,9.67,235.05,4.83,0,2.94,0,0,0,174.74,0,0,0,0,24.38,62.72,0,383.08,0,3.12,0.97,0,0,0,76.32,0,55.24,65.41,6.09,96.93,93.8,0,0,0,0,0,0,0,0,0,0,0,0,22.24,6.74,0,11.91,23.91,49.28,0,1.05,36.8,14.7,29.3,0,0,0,0,0,0

74,18:15-18:30,10.08,10.19,0,8.34,0,95.24,24.65,43.55,19.32,40.72,6.3,0,0,47.15,95.28,33.84,21.14,56.69,9.67,235.05,4.83,0,2.94,0,0,0,174.74,0,0,0,0,24.38,62.72,0,383.08,0,3.12,0.97,0,0,0,76.32,0,55.24,65.41,6.09,96.93,93.8,0,0,0,0,0,0,0,0,0,0,0,0,38.54,6.74,0,11.91,23.91,49.28,0,1.05,36.8,14.7,29.3,0,0,0,0,0,0

75,18:30-18:45,20.14,10.19,0,8.34,0,115.02,29.14,39.92,19.32,40.72,12.6,0,0,47.15,95.28,33.81,31.71,56.69,9.67,235.05,4.83,0,2.94,0,0,0,174.74,0,0,0,0,24.38,62.72,0,383.08,0,3.12,0.97,0,0,0,76.32,0,55.24,65.41,12.18,96.93,93.8,0,0,0,0,0,0,0,0,0,0,0,0,48.92,6.74,0,13.47,27.77,49.28,0,0.83,36.8,17.22,29.3,0,0,0,0,0,0

76,18:45-19:00,30.22,10.19,0,8.38,0,115.02,29.52,39.92,19.32,41.51,19.76,0,0,49.31,95.28,35.59,42.29,57.48,9.67,191.58,4.83,0,2.94,0,0,0,176.38,0,0,0,0,24.38,62.72,0,383.08,0,3.12,0.97,0,0,0,76.32,0,55.24,65.41,12.18,96.93,93.8,0,0,0,0,0,0,0,0,0,0,0,0,76.15,6.91,0,13.47,27.77,49.28,0,0.83,38.79,17.24,29.3,0,0,0,0,0,0

77,19:00-19:15,30.22,10.19,0,8.38,0,115.02,35.29,39.92,19.32,41.51,19.76,0,0,49.31,95.28,35.59,42.29,57.48,11.95,194.48,4.83,0,3.78,0,0,0,176.38,0,0,0,0,24.38,93.92,0,383.08,0,3.12,0.97,0,0,0,76.32,0,87.5,65.41,12.18,106.05,120.34,0,0,0,0,0,0,0,0,0,0,0,0,76.15,6.91,0,13.29,28.03,49.28,0,1.05,38.79,17.52,29.3,0,0,0,0,0,0

78,19:15-19:30,30.22,10.19,0,8.38,0,134.17,42.72,39.92,19.32,41.51,19.76,0,0,49.31,95.28,35.59,42.29,57.48,16.62,200.57,4.83,0,4.19,0,0,0,176.38,0,0,0,0,24.38,93.92,0,383.08,0,3.12,0.97,0,0,0,76.32,0,92.53,65.41,12.18,106.05,120.34,0,0,0,0,0,0,0,0,0,0,0,0,76.15,6.91,0,16.18,35.93,49.28,0,1.38,38.79,22.37,29.3,0,0,0,0,0,0

79,19:30-19:45,30.22,10.19,0,8.38,0,143.15,43.98,39.92,19.32,41.51,19.76,0,0,49.31,132.02,35.59,42.29,57.48,19.32,223.94,4.83,0,5.16,0,0,0,176.38,0,0,0,0,24.38,93.92,0,383.08,0,3.12,0.97,0,0,0,76.32,0,92.53,65.41,12.18,106.05,120.34,0,0,0,0,0,0,0,0,0,0,0,0,76.15,6.91,0,20.44,42.51,49.28,0,1.64,38.79,26.74,29.3,0,0,0,0,0,0

80,19:45-20:00,30.22,10.19,0,8.38,0,143.26,43.98,39.92,19.32,41.51,19.76,0,0,49.31,180.32,35.59,42.29,57.48,19.32,224.29,4.83,0,5.33,0,0,0,176.38,0,0,0,0,24.38,93.92,0,383.08,0,3.12,0.97,0,0,0,76.32,0,92.53,65.41,12.18,106.05,120.34,0,0,0,0,0,0,0,0,0,0,0,0,76.15,6.91,0,21.19,42.51,49.28,0,1.64,38.79,26.74,29.3,0,0,0,0,0,0

81,20:00-20:15,30.22,10.19,0,8.38,0,143.26,43.98,39.92,19.32,41.51,19.76,0,0,49.31,180.32,35.59,42.29,57.48,19.32,224.62,3.59,0,5.33,0,0,0,176.38,0,0,0,0,24.38,93.92,0,386.52,0,3.12,0.97,0,0,0,76.32,0,92.53,65.41,12.18,106.05,120.34,0,0,0,0,0,0,0,0,0,0,0,0,76.15,6.91,0,21.19,42.51,49.06,0,1.64,38.79,26.74,29.3,0,0,0,0,0,0

82,20:15-20:30,30.22,10.19,0,8.38,0,143.26,43.98,39.92,19.32,41.51,19.76,0,0,49.31,180.32,35.59,42.29,57.48,19.32,268.44,3.59,0,5.33,0,0,0,176.38,0,0,0,0,24.38,93.92,0,386.88,0,3.12,0.97,0,0,0,76.32,0,92.53,65.41,12.18,106.05,120.34,0,0,0,0,0,0,0,0,0,0,0,0,76.15,6.91,0,21.19,42.51,49.06,0,1.64,38.79,26.74,29.3,0,0,0,0,0,0

83,20:30-20:45,20.36,10.19,0,8.34,0,143.26,32.25,39.92,19.32,40.72,12.6,0,0,47.15,132.02,33.84,42.29,56.69,19.32,294.89,3.59,0,5.33,0,0,0,174.74,0,0,0,0,24.38,93.92,0,386.88,0,2.56,0.97,0,0,0,76.32,0,92.53,65.41,6.09,106.05,120.34,0,0,0,0,0,0,0,0,0,0,0,0,13.34,6.74,0,21.19,42.51,49.06,0,1.64,36.8,26.74,29.3,0,0,0,0,0,0

84,20:45-21:00,20.14,10.19,0,8.34,0,143.26,32.25,39.92,19.32,40.72,12.6,0,0,47.15,103.04,33.84,42.29,56.69,19.32,301.03,3.59,0,5.33,0,0,0,174.74,0,0,0,0,24.38,93.92,0,386.88,0,2.56,0.97,0,0,0,76.32,0,92.53,65.41,6.09,106.05,120.34,0,0,0,0,0,0,0,0,0,0,0,0,11.86,6.74,0,21.19,42.51,49.06,0,1.64,36.8,26.74,29.3,0,0,0,0,0,0

85,21:00-21:15,20.14,10.19,0,8.34,0,143.26,32.25,39.92,19.32,40.72,12.6,0,0,47.15,95.28,33.84,42.29,56.69,19.32,296.86,3.59,0,5.33,0,0,0,174.74,0,0,0,0,24.38,93.92,0,386.88,0,2.56,0.97,0,0,0,76.32,0,91.89,65.41,6.09,106.05,120.34,0,0,0,0,0,0,0,0,0,0,0,0,14.83,6.74,0,21.19,42.51,49.06,0,1.64,36.8,26.74,29.3,0,0,0,0,0,0

86,21:15-21:30,22.38,10.19,0,8.38,0,143.26,32.25,52.26,19.32,41.51,19.76,0,0,49.31,95.28,35.59,42.29,57.48,19.32,302.66,3.59,0,5.33,0,0,0,176.38,0,0,0,0,24.38,93.92,0,386.88,0,2.56,0.97,0,0,0,76.32,0,91.89,65.41,12.18,106.05,120.34,0,0,0,0,0,0,0,0,0,0,0,0,76.15,6.91,0,21.19,42.51,49.06,0,1.64,38.79,26.74,29.3,0,0,0,0,0,0

87,21:30-21:45,22.38,10.19,0,8.38,0,143.26,32.25,52.26,19.32,41.51,19.76,0,0,49.31,105.94,35.59,42.29,57.48,19.32,320.76,3.59,0,5.33,0,0,0,176.38,0,0,0,0,24.38,93.92,0,386.88,0,2.56,0.97,0,0,0,76.32,0,92.53,65.41,12.18,106.05,120.34,0,0,0,0,0,0,0,0,0,0,0,0,76.15,6.91,0,21.19,42.51,49.06,0,1.64,38.79,26.74,29.3,0,0,0,0,0,0

88,21:45-22:00,22.38,10.19,0,8.38,0,143.26,32.25,52.26,19.32,41.51,19.76,0,0,49.31,136.03,35.59,42.29,57.48,19.32,332.07,3.59,0,5.33,0,0,0,176.38,0,0,0,0,24.38,93.92,0,386.88,0,2.56,0.97,0,0,0,76.32,0,92.53,65.41,12.18,106.05,120.34,0,0,0,0,0,0,0,0,0,0,0,0,76.15,6.91,0,21.19,42.51,49.06,0,1.64,38.79,26.74,29.3,0,0,0,0,0,0

89,22:00-22:15,22.38,10.19,0,8.38,0,143.26,32.25,52.26,19.32,41.51,19.76,0,0,49.31,138.4,35.59,42.29,57.48,19.32,344.35,3.59,0,5.33,0,0,0,176.38,0,0,0,0,24.38,93.92,0,386.88,0,2.56,0.97,0,0,0,76.32,0,92.53,65.41,12.18,106.05,120.34,0,0,0,0,0,0,0,0,0,0,0,0,76.15,6.91,0,21.19,42.51,49.06,0,1.64,38.79,26.74,29.3,0,0,0,0,0,0

90,22:15-22:30,22.38,10.19,0,8.38,0,143.26,32.25,52.26,19.32,41.51,19.76,0,0,49.31,133.57,35.59,42.29,57.48,19.32,357.75,3.59,0,5.33,0,0,0,176.38,0,0,0,0,24.38,93.92,0,386.88,0,2.56,0.97,0,0,0,76.32,0,92.53,65.41,12.18,106.05,120.34,0,0,0,0,0,0,0,0,0,0,0,0,76.15,6.91,0,21.19,42.51,49.06,0,1.64,38.79,26.74,29.3,0,0,0,0,0,0

91,22:30-22:45,11.2,10.19,0,8.34,0,143.26,32.25,45.73,19.32,40.72,18.89,0,0,47.15,149.85,33.84,42.29,56.69,19.32,358.71,3.59,0,5.33,0,0,0,174.74,0,0,0,0,24.38,93.92,0,386.88,0,2.56,0.97,0,0,0,76.32,0,92.53,65.41,6.09,106.05,120.34,0,0,0,0,0,0,0,0,0,0,0,0,75.59,6.74,0,21.19,42.51,49.06,0,1.64,36.8,26.74,29.3,0,0,0,0,0,0

92,22:45-23:00,10.08,10.19,0,8.34,0,143.26,32.25,45.73,19.32,40.72,18.89,0,0,47.15,184.62,33.84,42.29,56.69,19.32,358.71,3.59,0,5.33,0,0,0,174.74,0,0,0,0,24.38,93.92,0,386.88,0,2.56,0.97,0,0,0,76.32,0,92.53,65.41,6.09,106.05,120.34,0,0,0,0,0,0,0,0,0,0,0,0,75.59,6.74,0,21.19,42.51,49.06,0,1.64,36.8,26.74,29.3,0,0,0,0,0,0

93,23:00-23:15,10.08,10.19,0,8.34,0,143.26,32.25,45.73,19.32,40.72,18.89,0,0,47.15,219.18,33.84,42.29,56.69,19.32,358.71,3.59,0,5.33,0,0,0,174.74,0,0,0,0,24.38,93.92,0,386.88,0,2.56,0.97,0,0,0,76.32,0,92.53,65.41,6.09,106.05,120.34,0,0,0,0,0,0,0,0,0,0,0,0,75.59,6.74,0,21.19,42.51,49.06,0,1.64,36.8,26.74,29.3,0,0,0,0,0,0

94,23:15-23:30,10.08,10.19,0,8.34,0,143.26,32.25,45.73,19.32,40.72,18.89,0,0,47.15,221.33,33.84,42.29,56.69,19.32,358.71,3.59,0,5.33,0,0,0,174.74,0,0,0,0,24.38,93.92,0,386.88,0,2.56,0.97,0,0,0,76.32,0,92.53,65.41,6.09,106.05,120.34,0,0,0,0,0,0,0,0,0,0,0,0,75.59,6.74,0,21.19,42.51,49.06,0,1.64,36.8,26.74,29.3,0,0,0,0,0,0

95,23:30-23:45,10.08,10.19,0,8.34,0,143.26,32.25,45.73,19.32,40.72,18.89,0,0,47.15,221.33,33.84,42.29,56.69,19.32,358.71,3.59,0,5.33,0,0,0,174.74,0,0,0,0,24.38,93.92,0,386.88,0,3.12,0.97,0,0,0,76.32,0,92.53,65.41,6.09,106.05,120.34,0,0,0,0,0,0,0,0,0,0,0,0,75.59,6.74,0,21.19,42.51,49.06,0,1.64,36.8,26.74,29.3,0,0,0,0,0,0

96,23:45-24:00,10.08,10.19,0,8.34,0,143.26,32.25,45.73,19.32,40.72,18.89,0,0,47.15,221.33,33.84,42.29,56.69,19.32,358.71,3.59,0,5.33,0,0,0,174.74,0,0,0,0,24.38,93.92,0,386.88,0,3.12,0.97,0,0,0,76.32,0,92.53,65.41,6.09,106.05,120.34,0,0,0,0,0,0,0,0,0,0,0,0,75.59,6.74,0,21.19,42.51,49.06,0,1.64,36.8,26.74,29.3,0,0,0,0,0,0

