Block,Time,FSTPP I & II,KHSTPP-II,KOTESHWR,NAPP,NJPC,NLCIIST2,RIHAND3,TALA,UNCHAHAR3,VALLURNTECL,ANTA_GF,NNTPP,RIHAND1,RIHAND2,ANTA_CRF,AURY_RF,BRBCL,BSIUL,CHAMERA2,KGSU1AND2,PARBATI3,RAPPC,RSTPSU1TO6,SASAN,SINGRAULI,UNCHAHAR2,ANTA_LF,DADRI_CRF,DADRI_RF,DADRT2,DHAULIGNGA,KKNPPU2,NLCIIST1,SALAL,SINGRAULI_HYDRO,TANAKPUR,UNCHAHAR1,UNCHAHAR4,URI2,ANTA_RF,DADRI_LF,CHAMERA3,KGSU3AND4,KOLDAM,RAMPUR,RAPPB,TALST2,DADRI_GF,CHAMERA1,JHAJJAR,KKNP,MAPS,NLCEXP,NLCTS2EXP,NTPL,SIMHST2,AURY_CRF,KHSTPP-I,KUDGI,SEWA2,TANDA2,AURY_LF,DULHASTI,KISHANGANGA,RSTPSU7,SIMHST1,TEHRI,TelanganaSTPP,URI,AURY_GF
59,14:30-14:45,20.8,98.87,28.98,45.82,129.33,0,127.6,12.37,0,0,0,0,47.33,121.71,0,77.58,15,6.52,13.43,0,15.46,60.53,0,192.38,141.78,43.71,0,0,97.42,686.07,40.4,0,0,66.23,0,11.91,20.96,1.62,31.03,46.48,0,10.69,0,4.01,2.78,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,2.89,0,53.79,1.44,0,0,76.9,0,11.04,0

60,14:45-15:00,20.8,98.87,28.98,45.82,129.33,0,127.6,12.37,0,0,0,0,47.33,121.71,0,77.58,15,6.52,13.43,0,15.46,60.53,0,192.38,141.78,43.71,0,0,97.42,686.07,40.4,0,0,66.23,0,11.91,20.96,1.62,31.03,46.48,0,10.69,0,4.01,2.78,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,2.89,0,53.79,1.44,0,0,76.9,0,11.04,0

61,15:00-15:15,20.8,98.87,28.98,45.82,129.33,0,127.6,11.35,0,0,0,0,47.33,121.71,0,77.58,15,6.52,13.43,0,15.46,60.53,0,192.38,141.78,43.71,0,0,97.42,686.07,40.4,0,0,66.23,0,11.91,20.96,1.62,29.56,46.48,0,10.69,0,4.01,2.78,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,2.89,0,53.79,1.44,0,0,76.9,0,22.08,0

62,15:15-15:30,20.8,98.87,28.98,45.82,129.33,0,127.6,11.35,0,0,0,0,47.33,121.71,0,77.58,15,6.52,13.43,0,15.46,60.53,0,192.38,141.78,43.71,0,0,97.42,686.07,40.4,0,0,66.23,0,11.91,20.96,1.62,29.56,46.48,0,10.69,0,4.01,2.78,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,2.89,0,53.79,1.44,0,0,76.9,0,22.08,0

63,15:30-15:45,20.8,98.87,28.98,45.82,129.33,0,127.6,10.64,0,0,0,0,47.33,121.71,0,77.58,15,6.52,13.43,0,15.46,60.53,0,192.38,141.78,43.71,0,0,97.42,686.07,40.4,0,0,66.23,0,11.91,20.96,1.62,29.56,46.48,0,10.69,0,4.01,2.78,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,2.89,0,53.79,1.44,0,0,76.9,0,22.08,0

64,15:45-16:00,20.8,98.87,28.98,45.82,129.33,0,127.6,10.64,0,0,0,0,47.33,121.71,0,77.58,15,6.52,13.43,0,15.46,60.53,0,192.38,141.78,43.71,0,0,97.42,686.07,40.4,0,0,66.23,0,11.91,20.96,1.62,29.56,46.48,0,10.69,0,4.01,2.78,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,2.89,0,53.79,1.44,0,0,76.9,0,22.08,0

65,16:00-16:15,20.8,98.87,38.64,45.82,129.33,0,127.6,10.29,0,0,0,0,47.33,121.71,0,77.58,15,6.52,13.43,0,15.46,60.53,0,192.38,141.78,43.71,0,0,97.42,686.07,40.4,0,0,66.23,0,11.91,20.96,1.62,29.56,45.3,0,10.69,0,4.01,2.78,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,2.89,0,53.79,1.44,0,0,76.9,0,44.71,0

66,16:15-16:30,20.8,98.87,38.64,45.82,129.33,0,127.6,10.14,0,0,0,0,47.33,121.71,0,77.58,15,6.52,13.43,0,15.46,60.53,0,192.38,141.78,43.71,0,0,97.42,686.07,40.4,0,0,66.23,0,11.91,20.96,1.62,29.56,45.3,0,10.69,0,4.01,2.78,0,0,0,0,608.81,0,0,0,0,0,0,0,44.92,0,0,2.89,0,53.79,1.44,0,0,76.9,0,44.71,0

67,16:30-16:45,20.8,98.87,38.64,45.82,129.33,0,127.6,9.7,0,0,0,0,47.33,121.71,0,77.58,15,6.52,13.43,0,3.51,60.53,0,192.38,141.78,43.71,0,0,97.42,686.07,40.4,0,0,66.23,0,11.91,20.96,1.62,26.6,45.3,0,10.69,0,4.01,2.78,0,0,0,0,608.81,0,0,0,0,0,0,0,41.89,0,0,2.89,0,53.79,1.44,0,0,76.9,0,44.71,0

68,16:45-17:00,20.8,98.87,38.64,45.82,129.33,0,127.6,9.7,0,0,0,0,47.33,121.71,0,77.58,15,6.52,13.43,0,3.51,60.53,0,192.38,141.78,43.71,0,0,97.42,686.07,40.4,0,0,66.23,0,11.91,20.96,1.62,26.6,45.3,0,10.69,0,4.01,2.78,0,0,0,0,608.81,0,0,0,0,0,0,0,41.89,0,5.71,2.89,0,53.79,1.44,0,0,76.9,0,44.71,0

69,17:00-17:15,20.8,98.87,38.64,45.82,98.29,0,127.6,9.7,0,0,0,0,47.33,121.71,0,77.58,15,1.1,13.43,0,3.51,60.53,0,192.38,141.78,43.71,0,0,97.42,686.07,40.4,0,0,66.23,0,11.91,20.96,1.62,26.6,45.3,0,10.69,0,4.01,2.11,0,0,0,0,608.81,0,0,0,0,0,0,0,41.89,0,5.79,2.89,0,53.79,1.44,0,0,76.9,0,44.71,0

70,17:15-17:30,20.8,98.87,38.64,45.82,98.29,0,127.6,9.7,0,0,0,0,47.33,121.71,0,77.58,15,1.1,13.43,0,3.51,60.53,0,192.38,141.78,43.71,0,0,4.94,686.07,40.4,0,0,66.23,0,11.91,20.96,1.62,26.6,45.3,0,10.69,0,4.01,2.11,0,0,0,0,608.81,0,0,0,0,0,0,0,41.89,0,11.58,2.89,0,53.79,1.44,0,0,76.9,0,44.71,0

71,17:30-17:45,20.8,98.87,38.64,45.82,98.29,0,127.6,8.82,0,0,0,0,47.33,121.71,0,77.58,15,1.1,13.43,0,3.51,60.53,0,192.38,141.78,43.71,0,0,12.33,686.07,40.4,0,0,79.38,0,3.85,20.96,1.62,31.03,2.36,0,10.69,0,4.01,2.11,0,0,0,13.43,608.81,0,0,0,0,0,0,0,41.89,0,11.58,2.89,0,53.79,1.44,0,0,76.9,0,42.5,0

72,17:45-18:00,20.8,98.87,38.64,45.82,98.29,0,127.6,9.03,0,0,0,0,47.33,121.71,0,77.58,15,1.1,13.43,0,7.03,60.53,0,192.38,141.78,43.71,0,0,29.59,686.07,40.4,0,0,79.38,0,3.85,20.96,1.62,31.03,8.28,0,10.69,0,4.01,2.11,0,0,0,14.05,608.81,0,0,0,0,0,0,0,41.89,0,11.58,0.19,0,53.79,1.44,0,0,76.9,0,42.5,0

73,18:00-18:15,20.8,98.87,38.64,45.82,98.29,0,127.6,9.03,0,0,0,0,47.33,121.71,0,7.31,15,1.1,13.43,0,12.65,60.53,0,192.38,141.78,43.71,0,0,44.4,686.07,40.4,0,0,79.38,0,3.85,20.96,1.62,31.03,15.38,0,21.37,0,4.01,2.11,0,0,0,28.1,608.81,0,0,0,0,0,0,0,41.89,0,17.37,0.19,0,53.79,1.44,0,0,76.9,0,42.5,0

74,18:15-18:30,20.8,98.87,38.64,45.82,127.78,0,127.6,9.03,0,0,0,0,47.33,121.71,0,14.61,15,6.52,22.38,0,54.11,60.53,0,192.38,141.78,43.71,0,0,59.19,686.07,40.4,0,0,79.38,0,10.89,20.96,1.62,31.03,22.47,0,32.08,0,4.01,2.74,0,0,0,42.15,608.81,0,0,0,0,0,0,0,41.89,0,17.37,0.19,0,53.79,2.88,0,0,76.9,0,42.5,0

75,18:30-18:45,20.8,98.87,42.94,45.82,168.66,0,127.6,9.03,0,0,0,0,47.33,121.71,0,26.79,15,19.56,45.65,0,54.11,60.53,0,192.38,141.78,43.13,0,0,59.19,638.63,41.42,0,0,79.38,0,12.43,20.56,0,31.03,27.2,0,33.74,0,4.01,3.62,0,0,0,42.15,559.52,0,0,0,0,0,0,0,41.89,0,17.37,0.12,0,55.08,4.32,0,0,76.9,0,33.12,0

76,18:45-19:00,20.8,98.87,42.94,45.82,168.66,0,127.6,9.03,0,0,0,0,47.33,121.71,0,36.54,15,19.56,45.65,0,54.11,60.53,0,192.38,141.78,43.13,0,0,59.19,638.63,41.42,0,0,79.38,0,12.43,20.56,0,31.03,29.21,0,33.74,0,4.01,3.62,0,0,0,42.15,390.81,0,0,0,0,0,0,0,41.89,0,17.37,0.12,0,55.08,4.32,0,0,76.9,0,33.12,0

77,19:00-19:15,20.8,98.87,42.94,45.82,168.66,0,127.6,9.03,0,0,0,0,47.33,121.71,0,42.62,15,19.56,45.65,0,54.11,60.53,0,192.38,141.78,43.13,0,0,59.19,686.07,41.42,0,0,79.38,0,12.43,20.56,0,31.03,29.21,0,33.74,0,4.01,3.62,0,0,0,42.15,404.81,0,0,0,0,0,0,0,41.89,0,17.37,0.12,0,55.08,4.32,0,0,76.9,0,42.5,0

78,19:15-19:30,20.8,98.87,42.94,45.82,168.66,0,127.6,9.03,0,0,0,0,47.33,121.71,0,50.54,15,19.56,45.65,0,54.11,60.53,0,192.38,141.78,43.13,0,0,59.19,686.07,41.42,0,0,79.38,0,12.43,20.56,0,31.03,29.21,0,33.74,0,4.01,3.62,0,0,0,42.15,404.81,0,0,0,0,0,0,0,41.89,0,17.37,0.12,0,55.08,4.32,0,0,76.9,0,42.5,0

79,19:30-19:45,20.8,98.87,42.94,45.82,168.66,0,127.6,9.03,0,0,0,0,47.33,121.71,0,50.54,15,19.56,45.65,0,44.97,60.53,0,192.38,141.78,43.13,0,0,59.19,686.07,41.42,0,0,79.38,0,12.43,20.56,0,31.03,29.21,0,33.74,0,4.01,3.62,0,0,0,42.15,404.81,0,0,0,0,0,0,0,41.89,0,17.37,0.12,0,55.08,4.32,0,0,76.9,0,43.61,0

80,19:45-20:00,20.8,98.87,42.94,45.82,168.66,0,127.6,9.03,0,0,0,0,47.33,121.71,0,50.54,15,19.56,45.65,0,8.43,60.53,0,192.38,141.78,43.13,0,0,59.19,686.07,41.42,0,0,79.38,0,12.43,20.56,0,31.03,29.21,0,33.74,0,4.01,3.62,0,0,0,42.15,404.81,0,0,0,0,0,0,0,41.89,0,17.37,0.12,0,55.08,4.32,0,0,76.9,0,43.61,0

81,20:00-20:15,20.8,98.87,42.94,45.82,168.66,0,127.6,9.15,0,0,0,0,47.33,121.71,0,50.54,15,19.56,45.65,0,3.51,60.53,0,192.38,126.97,43.13,0,0,59.19,686.07,41.42,0,0,79.38,0,12.43,20.56,0,29.56,29.21,0,33.74,0,4.01,3.62,0,0,0,42.15,404.81,0,0,0,0,0,0,0,41.89,0,17.37,0.12,0,55.08,4.32,0,0,76.9,0,43.61,0

82,20:15-20:30,20.8,98.87,42.94,45.82,168.66,0,127.6,9.31,0,0,0,0,47.33,121.71,0,50.54,15,19.56,45.65,0,3.51,60.53,0,192.38,126.97,43.13,0,0,59.19,686.07,41.42,0,0,66.23,0,12.43,20.56,0,29.56,29.21,0,33.74,0,4.01,3.62,0,0,0,42.15,404.81,0,0,0,0,0,0,0,41.89,0,17.37,0.12,0,55.08,4.32,0,0,76.9,0,43.61,0

83,20:30-20:45,20.8,98.87,38.64,45.82,153.34,0,127.6,9.47,0,0,0,0,47.33,121.71,0,50.54,15,1.1,44.22,0,16.87,60.53,0,192.38,126.97,43.13,0,0,59.19,686.07,40.4,0,0,66.23,0,11.91,20.56,0,29.56,29.21,0,32.08,0,4.01,3.29,0,0,0,42.15,404.81,0,0,0,0,0,0,0,41.89,0,16.12,0.12,0,53.79,4.32,0,0,76.9,0,43.61,0

84,20:45-21:00,20.8,98.87,38.64,45.82,153.34,0,127.6,9.5,0,0,0,0,47.33,121.71,0,50.54,15,1.1,44.22,0,16.87,60.53,0,192.38,126.97,43.13,0,0,59.19,686.07,40.4,0,0,66.23,0,11.91,20.56,0,29.56,29.56,0,32.08,0,4.01,3.29,0,0,0,42.15,404.81,0,0,0,0,0,0,0,41.89,0,16.12,0.12,0,53.79,4.32,0,0,76.9,0,43.61,0

85,21:00-21:15,20.8,98.87,38.64,45.82,153.34,0,127.6,9.58,0,0,0,0,47.33,121.71,0,50.54,15,1.1,44.22,0,16.87,60.53,0,192.38,126.97,43.13,0,0,59.19,686.07,40.4,0,0,66.23,0,11.91,20.56,0,29.56,29.56,0,32.08,0,4.01,3.29,0,0,0,42.15,404.81,0,0,0,0,0,0,0,41.89,0,16.12,0.12,0,53.79,4.32,0,0,76.9,0,43.61,0

86,21:15-21:30,20.8,98.87,38.64,45.82,153.34,0,127.6,9.67,0,0,0,0,47.33,121.71,0,50.54,15,1.1,44.22,0,16.87,60.53,0,192.38,126.97,43.13,0,0,59.19,686.07,40.4,0,0,66.23,0,11.91,20.56,0,29.56,29.56,0,32.08,0,4.01,3.29,0,0,0,42.15,404.81,0,0,0,0,0,0,0,41.89,0,16.12,0.12,0,53.79,4.32,0,0,76.9,0,43.61,0

87,21:30-21:45,20.8,98.87,38.64,45.82,153.34,0,127.6,9.67,0,0,0,0,47.33,121.71,0,50.54,15,1.1,44.22,0,16.87,60.53,0,192.38,126.97,43.13,0,0,59.19,686.07,40.4,0,0,66.23,0,11.91,20.56,0,29.56,29.56,0,32.08,0,4.01,3.29,0,0,0,42.15,404.81,0,0,0,0,0,0,0,41.89,0,17.3,0.12,0,53.79,4.32,0,0,76.9,0,41.95,0

88,21:45-22:00,20.8,98.87,38.64,45.82,153.34,0,127.6,9.67,0,0,0,0,47.33,121.71,0,50.54,15,2.2,44.22,0,16.87,60.53,0,192.38,126.97,43.13,0,0,59.19,686.07,40.4,0,0,66.23,0,11.91,20.56,0,29.56,29.56,0,32.08,0,4.01,3.29,0,0,0,42.15,404.81,0,0,0,0,0,0,0,41.89,0,17.37,0.12,0,53.79,4.32,0,0,76.9,0,41.95,0

89,22:00-22:15,20.8,98.87,42.94,45.82,168.66,0,127.6,9.85,0,0,0,0,47.33,121.71,0,50.54,15,19.56,45.65,0,16.87,60.53,0,192.38,126.97,43.13,0,0,59.19,686.07,41.42,0,0,66.23,0,12.43,20.56,0,29.56,29.56,0,33.74,0,4.01,3.62,0,0,0,42.15,404.81,0,0,0,0,0,0,0,41.89,0,17.37,0.12,0,55.08,4.32,0,0,76.9,0,39.75,0

90,22:15-22:30,20.8,98.87,42.94,45.82,168.66,0,127.6,9.94,0,0,0,0,47.33,121.71,0,50.54,15,19.56,45.65,0,16.87,60.53,0,192.38,126.97,43.13,0,0,59.19,686.07,41.42,0,0,66.23,0,12.43,20.56,0,29.56,29.56,0,33.74,0,4.01,3.62,0,0,0,42.15,404.81,0,0,0,0,0,0,0,41.89,0,17.37,0.12,0,55.08,4.32,0,0,76.9,0,39.75,0

91,22:30-22:45,20.8,98.87,42.94,45.82,168.66,0,127.6,10.61,0,0,0,0,47.33,121.71,0,50.54,15,19.56,45.65,0,15.46,60.53,0,192.38,126.97,43.13,0,0,59.19,686.07,41.42,0,0,52.28,0,12.43,20.56,0,26.6,47.07,0,33.74,0,4.01,3.62,0,0,0,42.15,404.81,0,0,0,0,0,0,0,41.89,0,17.37,0.12,0,55.08,4.32,0,0,76.9,0,39.75,0

92,22:45-23:00,20.8,98.87,42.94,45.82,168.66,0,127.6,10.56,0,0,0,0,47.33,121.71,0,50.54,15,19.56,45.65,0,15.46,60.53,0,192.38,126.97,43.13,0,0,59.19,686.07,41.42,0,0,52.28,0,12.43,20.56,0,26.6,47.07,0,33.74,0,4.01,3.62,0,0,0,42.15,404.81,0,0,0,0,0,0,0,41.89,0,17.37,0.12,0,55.08,4.32,0,0,76.9,0,39.75,0

93,23:00-23:15,20.8,98.87,38.64,45.82,153.34,0,127.6,10.56,0,0,0,0,47.33,121.71,0,50.54,15,13.04,44.22,0,15.46,60.53,0,192.38,126.97,43.13,0,0,59.19,686.07,40.4,0,0,52.28,0,11.91,20.56,0,26.6,48.26,0,21.37,0,4.01,3.29,0,0,0,42.15,404.81,0,0,0,0,0,0,0,41.89,0,11.58,0.19,0,53.79,2.88,0,0,76.9,0,39.75,0

94,23:15-23:30,20.8,98.87,38.64,45.82,139.68,0,127.6,10.56,0,0,0,0,47.33,121.71,0,50.54,15,13.04,28.34,0,15.46,60.53,0,192.38,126.97,43.13,0,0,59.19,686.07,40.4,0,0,52.28,0,11.91,20.56,0,26.6,48.26,0,21.37,0,4.01,3,0,0,0,42.15,404.81,0,0,0,0,0,0,0,41.89,0,11.58,0.19,0,53.79,1.44,0,0,76.9,0,39.75,0

95,23:30-23:45,20.8,98.87,38.64,45.82,139.68,0,127.6,10.56,0,0,0,0,47.33,121.71,0,50.54,15,13.04,28.34,0,15.46,60.53,0,192.38,126.97,43.13,0,0,59.19,686.07,40.4,0,0,52.28,0,11.91,19.68,0,22.16,48.26,0,21.37,0,4.01,3,0,0,0,42.15,404.81,0,0,0,0,0,0,0,41.89,0,11.58,0.19,0,53.79,1.44,0,0,76.9,0,39.75,0

96,23:45-24:00,20.8,98.87,38.64,45.82,139.68,0,127.6,10.56,0,0,0,0,47.33,121.71,0,50.54,15,13.04,28.34,0,15.46,60.53,0,192.38,126.97,43.13,0,0,59.19,686.07,40.4,0,0,52.28,0,11.91,19.68,0,22.16,48.26,0,21.37,0,4.01,3,0,0,0,42.15,404.81,0,0,0,0,0,0,0,41.89,0,11.58,0.19,0,53.79,1.44,0,0,76.9,0,39.75,0

