Block,Time,DADRT2,FSTPP I & II,KKNPPU2,KUDGI,NLCIIST2,NLCTS2EXP,NTPL,RIHAND3,DADRI_LF,JHAJJAR,KKNP,NJPC,PARBATI3,RIHAND2,UNCHAHAR4,URI,URI2,AURY_GF,DADRI_RF,KGSU3AND4,NLCIIST1,RAMPUR,RAPPB,RAPPC,RSTPSU1TO6,SALAL,SINGRAULI,TALA,TALST2,VALLURNTECL,DADRI_GF,CHAMERA3,KOTESHWR,NAPP,SEWA2,SIMHST2,TANDA2,TelanganaSTPP,UNCHAHAR2,AURY_RF,CHAMERA2,DULHASTI,KOLDAM,NNTPP,RAPPD,RSTPSU7,SIMHST1,TEHRI,UNCHAHAR3,ANTA_RF,DADRI_CRF,BSIUL,CHAMERA1,KGSU1AND2,MAPS,NLCEXP,PARBATI2,RIHAND1,TANAKPUR,TEHRIPSP,UNCHAHAR1,AURY_LF,KHSTPP-I,KISHANGANGA,SINGRAULI_HYDRO,ANTA_LF,AURY_CRF,BRBCL,DHAULIGNGA,KHSTPP-II,SASAN,ANTA_CRF,ANTA_GF
54,13:15-13:30,690.85,20.8,0,0,0,0,0,132.37,0,670.85,0,181.16,58.4,126.8,3.98,52.99,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,2.8,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,78.22,48.9,39.74,10.65,0,25.64,0,0,0,27.99,49.3,0,6.52,28.1,0,0,0,56.54,99.81,9.61,0,21.83,0,33.99,8.71,0.69,0,0,20,43.85,148.3,416.25,0,0

55,13:30-13:45,690.85,20.8,0,0,0,0,0,132.37,0,670.85,0,181.16,73.77,126.8,3.98,52.99,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,3.39,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,78.22,48.9,39.74,10.65,0,25.64,0,0,0,27.99,49.3,0,6.52,28.1,0,0,0,56.54,99.81,9.61,0,21.83,0,33.99,8.71,0.69,0,0,20,43.85,148.3,416.25,0,0

56,13:45-14:00,690.85,20.8,0,0,0,0,0,132.37,0,670.85,0,181.16,73.77,126.8,3.98,52.99,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,3.39,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,78.22,48.9,39.74,10.65,0,25.64,0,0,0,27.99,49.3,0,6.52,28.1,0,0,0,56.54,99.81,9.61,0,21.83,0,33.99,8.71,0.69,0,0,20,43.85,148.3,416.25,0,0

57,14:00-14:15,490.85,20.8,0,0,0,0,0,92.37,0,670.85,0,181.16,67.63,96.8,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,2.94,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,48.64,0,6.52,28.1,0,0,0,56.54,64.81,9.61,0,21.83,0,33.99,8.71,0.69,0,0,20,43.85,148.3,416.25,0,0

58,14:15-14:30,490.85,20.8,0,0,0,0,0,92.37,0,670.85,0,181.16,67.63,96.8,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,2.94,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,48.64,0,6.52,28.1,0,0,0,56.54,64.81,9.61,0,21.83,0,33.99,8.71,0.69,0,0,20,43.85,148.3,416.25,0,0

59,14:30-14:45,490.85,20.8,0,0,0,0,0,92.37,0,670.85,0,181.16,67.63,96.8,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,2.94,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,48.64,0,6.52,28.1,0,0,0,56.54,64.81,9.61,0,21.83,0,33.99,8.71,0.69,0,0,20,43.85,148.3,416.25,0,0

60,14:45-15:00,490.85,20.8,0,0,0,0,0,92.37,0,670.85,0,181.16,67.63,96.8,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,2.94,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,48.64,0,6.52,28.1,0,0,0,56.54,64.81,9.61,0,21.83,0,33.99,8.71,0.69,0,0,20,43.85,148.3,416.25,0,0

61,15:00-15:15,490.85,20.8,0,0,0,0,0,92.37,0,670.85,0,181.16,67.63,96.8,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,2.94,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,48.64,0,6.52,28.1,0,0,0,56.54,64.81,10.25,0,21.83,0,33.99,8.71,0.69,0,0,20,43.85,148.3,416.25,0,0

62,15:15-15:30,490.85,20.8,0,0,0,0,0,92.37,0,670.85,0,181.16,67.63,96.8,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,2.94,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,48.64,0,6.52,42.13,0,0,0,56.54,64.81,10.25,0,21.83,0,33.99,8.71,0.69,0,0,20,43.85,148.3,416.25,0,0

63,15:30-15:45,490.85,20.8,0,0,0,0,0,92.37,0,670.85,0,181.16,67.63,96.8,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,4.7,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,48.64,0,6.52,42.15,0,0,0,56.54,64.81,10.89,0,21.83,0,33.99,8.71,0.69,0,0,20,43.85,148.3,416.25,0,0

64,15:45-16:00,490.85,20.8,0,0,0,0,0,92.37,0,670.85,0,181.16,67.63,96.8,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,4.7,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,78.22,48.9,58.79,10.65,0,25.64,0,0,0,27.99,48.64,0,6.52,42.15,0,0,0,56.54,64.81,10.89,0,21.83,0,33.99,8.71,0.69,0,0,20,43.85,148.3,416.25,0,0

65,16:00-16:15,490.85,20.8,0,0,0,0,0,92.37,0,670.85,0,181.16,59.94,96.8,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,4.7,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,75.53,48.9,58.79,10.65,0,25.64,0,0,0,27.99,47.989999999999995,0,6.52,42.15,0,0,0,56.54,64.81,10.89,0,21.83,0,33.99,8.71,0.69,0,0,20,21.92,148.3,416.25,0,0

66,16:15-16:30,490.85,20.8,0,0,0,0,0,92.37,0,670.85,0,181.16,59.94,96.8,3.98,50.79,38.16,0,76.69,0,0,7.04,0,68.22,0,83.08,155.58,4.7,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,75.53,48.9,58.79,10.65,0,25.64,0,0,0,27.99,47.989999999999995,0,6.52,42.15,0,0,0,56.54,64.81,10.89,0,21.83,0,33.99,8.71,0.69,0,0,20,21.92,148.3,416.25,0,0

67,16:30-16:45,490.85,20.8,0,0,0,0,0,92.37,0,670.85,0,181.16,59.94,96.8,3.98,50.79,38.16,0,71.89,0,0,7.04,0,68.22,0,83.08,155.58,4.7,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,75.53999999999999,48.9,58.79,10.65,0,25.64,0,0,0,27.99,47.32,0,6.52,42.15,0,0,0,56.54,64.81,10.5,0,21.83,0,33.99,8.71,0.69,0,0,20,21.92,148.3,416.25,0,0

68,16:45-17:00,490.85,20.8,0,0,0,0,0,92.37,0,670.85,0,181.16,59.94,96.8,3.98,50.79,38.16,0,71.89,0,0,7.04,0,68.22,0,83.08,155.58,4.7,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,75.53999999999999,48.9,58.79,10.65,0,25.64,0,0,0,27.99,47.32,0,6.52,42.15,0,0,0,56.54,64.81,10.5,0,21.83,0,33.99,8.71,0.69,0,0,20,21.92,148.3,416.25,0,0

69,17:00-17:15,490.85,20.8,0,0,0,0,0,92.37,0,670.85,0,181.16,59.94,96.8,3.98,50.79,38.16,0,71.89,0,0,7.04,0,68.22,0,83.08,155.58,4.7,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,75.53999999999999,48.9,58.79,10.65,0,25.64,0,0,0,27.99,47.32,0,6.52,42.15,0,0,0,56.54,64.81,10.5,0,20.33,0,33.99,8.71,0.69,0,0,20,21.92,148.3,416.25,0,0

70,17:15-17:30,490.85,20.25,0,0,0,0,0,92.37,0,670.85,0,181.16,59.94,96.8,3.98,50.79,38.16,0,71.89,0,0,7.04,0,68.22,0,83.08,155.58,4.7,0,0,0,35.09,10.44,24.62,0,0,7.07,0,45.62,75.53999999999999,48.9,58.79,10.65,0,25.64,0,0,0,27.99,47.32,0,6.52,42.15,0,0,0,56.54,64.81,10.5,0,20.33,0,33.99,8.71,0.69,0,0,20,21.92,148.3,416.25,0,0

71,17:30-17:45,490.85,20.8,0,0,0,0,0,92.37,0,670.85,0,181.16,59.94,96.8,3.98,50.79,38.16,0,71.89,0,0,7.04,0,68.22,0,83.08,155.58,4.7,0,0,0,35.09,10.44,24.62,6.31,0,7.07,0,45.62,75.53999999999999,48.9,58.79,10.65,0,25.64,0,0,9.65,27.99,47.32,0,6.52,42.15,0,0,0,56.54,64.81,8.96,0,20.33,0,33.99,8.71,0.69,0,0,20,21.92,148.3,416.25,0,0

72,17:45-18:00,490.85,20.8,0,0,0,0,0,92.37,0,670.85,0,181.16,59.94,96.8,3.98,50.79,38.16,0,71.9,0,0,7.04,0,68.22,0,83.08,155.58,4.7,0,0,0,35.09,10.44,24.62,6.31,0,7.07,0,45.62,75.53,48.9,58.79,10.65,0,25.64,0,0,9.65,27.99,47.32,0,6.52,42.15,0,0,0,56.54,64.81,8.96,0,20.33,0,33.99,8.71,0.69,0,0,20,21.92,148.3,416.25,0,0

73,18:00-18:15,490.85,20.8,0,0,0,0,0,92.37,0,670.85,0,181.16,59.94,96.8,2.39,50.79,38.16,0,71.9,0,0,7.04,0,68.22,0,83.08,155.58,2.06,0,0,0,35.09,10.44,24.62,12.62,0,6.61,0,45.1,75.53,48.9,58.79,10.65,0,25.64,0,0,19.3,27.99,47.32,0,13.04,42.15,0,0,0,56.54,64.81,6.92,51.99,20.33,0,33.99,8.71,0.69,0,0,20,21.92,148.3,416.25,0,0

74,18:15-18:30,490.85,20.8,0,0,0,0,0,92.37,0,670.85,0,181.16,59.94,96.8,2.39,50.79,38.16,0,71.9,0,0,7.04,0,68.22,0,83.08,155.58,2.06,0,0,0,35.09,10.44,24.62,18.93,0,6.61,0,45.1,75.53,48.9,58.79,10.65,0,25.64,0,0,19.3,27.99,47.32,0,13.04,42.15,0,0,0,56.54,64.81,6.92,51.99,20.33,0,33.99,8.71,0.69,0,0,20,21.92,148.3,416.25,0,0

75,18:30-18:45,490.85,20.8,0,0,0,0,0,92.37,0,670.85,0,181.16,59.94,96.8,2.48,50.79,38.16,0,71.9,0,0,7.04,0,68.22,0,83.08,155.58,2.06,0,0,0,35.09,10.44,24.62,18.93,0,6.87,0,45.1,75.53,48.9,58.79,10.65,0,25.64,0,0,28.95,27.99,47.32,0,13.04,42.15,0,0,0,56.54,64.81,7.55,51.99,20.33,0,33.99,8.71,0.69,0,0,20,21.92,148.3,416.25,0,0

76,18:45-19:00,490.85,20.8,0,0,0,0,0,92.37,0,670.85,0,181.16,59.94,96.8,2.48,50.79,38.16,0,71.9,0,0,7.04,0,68.22,0,83.08,155.58,2.06,0,0,0,35.09,10.44,24.62,18.93,0,6.87,0,45.12,75.53,48.9,58.79,10.65,0,25.64,0,0,28.95,27.99,47.32,0,13.04,42.15,0,0,0,56.54,64.81,7.55,51.99,20.33,0,33.99,8.71,0.69,0,0,20,21.92,148.3,416.25,0,0

77,19:00-19:15,490.85,20.8,0,0,0,0,0,92.37,0,670.75,0,181.16,69.16,96.8,2.48,50.79,38.16,0,71.9,0,0,7.04,0,68.22,0,83.08,155.58,2.06,0,0,0,35.09,10.44,24.62,18.93,0,6.87,0,45.12,75.53,48.9,58.79,10.65,0,25.64,0,0,28.95,27.99,47.6,0,13.04,42.15,0,0,0,56.54,64.81,7.55,51.99,20.33,0,33.99,8.71,0.69,0,0,20,32.89,148.3,416.25,0,0

78,19:15-19:30,490.85,20.8,0,0,0,0,0,92.37,0,670.75,0,182.87,78.97,96.8,2.67,50.79,40.23,0,71.9,0,0,7.22,0,68.22,0,83.08,155.58,2.06,0,0,0,36.89,11.6,24.62,20.12,0,6.87,0,45.13,75.53,51.47,59.61,10.65,0,25.64,0,0,28.95,27.99,47.6,0,20.46,42.97,0,0,0,61.07,64.81,7.55,51.99,20.33,0,33.99,8.87,0.69,0,0,20,46.04,148.3,416.25,0,0

79,19:30-19:45,490.85,20.8,0,0,0,0,0,92.37,0,670.75,0,182.87,78.97,96.8,2.42,50.79,40.23,0,71.9,0,0,7.22,0,68.22,0,83.08,153.28,2.06,0,0,0,36.89,11.6,24.62,20.12,0,6.87,0,45.13,75.53,51.47,59.61,10.65,0,25.64,0,0,28.95,27.99,47.99,0,20.46,42.97,0,0,0,61.07,64.81,7.55,51.99,20.33,0,33.99,8.87,0.69,0,0,20,46.04,148.3,416.25,0,0

80,19:45-20:00,490.85,20.8,0,0,0,0,0,92.37,0,670.75,0,182.87,78.97,96.8,2.42,50.79,40.23,0,71.9,0,0,7.22,0,68.22,0,83.08,153.28,2.06,0,0,0,36.89,11.6,24.62,20.12,0,6.87,0,45.12,75.53,51.47,59.61,10.65,0,25.64,0,0,28.95,27.99,47.99,0,20.46,42.97,0,0,0,61.07,64.81,7.55,51.99,20.33,0,33.99,8.87,0.69,0,0,20,46.04,148.3,416.25,0,0

81,20:00-20:15,550.85,20.8,0,0,0,0,0,92.37,0,670.75,0,182.87,78.97,96.8,2.42,50.79,40.23,0,75.32,0,0,7.22,0,68.22,0,83.08,153.28,2.06,0,0,0,36.89,11.6,24.62,20.12,0,6.87,0,45.12,72.83,51.47,59.61,10.65,0,25.64,0,0,28.95,27.99,47.99,0,20.46,42.97,0,0,0,61.07,64.81,7.55,51.99,20.33,0,33.99,8.87,0.69,0,0,20,46.04,148.3,416.25,0,0

82,20:15-20:30,550.85,20.8,0,0,0,0,0,92.37,0,670.75,0,182.87,78.97,96.8,2.42,50.79,40.23,0,75.32,0,0,7.22,0,68.22,0,83.08,153.28,2.06,0,0,0,36.89,11.6,24.62,20.12,0,6.87,0,45.12,72.83,51.47,59.61,10.65,0,25.64,0,0,28.95,27.99,47.99,0,20.46,42.97,0,0,0,61.07,64.81,7.55,51.99,20.33,0,33.99,8.87,0.69,0,0,20,46.04,148.3,416.25,0,0

83,20:30-20:45,550.85,20.8,0,0,0,0,0,92.37,0,670.75,0,182.87,78.97,96.8,2.48,50.79,40.23,0,75.32,0,0,7.22,0,68.22,0,83.08,153.28,0.88,0,0,0,36.89,11.6,24.62,20.12,0,6.87,0,45.12,72.83,51.47,59.61,10.65,0,25.64,0,0,28.95,27.99,47.99,0,20.46,42.97,0,0,0,61.07,64.81,8.84,51.99,20.33,0,33.99,8.87,0.69,0,0,20,46.04,148.3,416.25,0,0

84,20:45-21:00,550.85,20.8,0,0,0,0,0,92.37,0,670.75,0,182.87,78.97,96.8,2.48,50.79,40.23,0,75.32,0,0,7.22,0,68.22,0,83.08,153.28,0.88,0,0,0,36.89,11.6,24.62,20.12,0,6.87,0,45.12,72.83,51.47,59.61,10.65,0,25.64,0,0,28.95,27.99,47.99,0,20.46,42.97,0,0,0,61.07,64.81,8.84,51.99,20.33,0,33.99,8.87,0.69,0,0,20,46.04,148.3,416.25,0,0

85,21:00-21:15,550.85,20.8,0,0,0,0,0,92.37,0,670.75,0,182.87,78.97,96.8,2.48,50.79,40.23,0,75.32,0,0,7.22,0,68.22,0,83.08,153.28,0.88,0,0,0,36.89,11.6,24.62,20.12,0,6.87,0,45.12,71.48,51.47,59.61,10.65,0,25.64,0,0,28.95,27.99,48.64,0,20.46,42.97,0,0,0,61.07,64.81,8.84,51.99,20.33,0,33.99,8.87,1.13,0,0,20,46.04,148.3,416.25,0,0

86,21:15-21:30,550.85,20.8,0,0,0,0,0,92.37,0,670.75,0,181.16,58.4,96.8,2.48,50.79,38.16,0,75.32,0,0,7.04,0,68.22,0,83.08,138.98,0.88,0,0,0,35.09,10.44,24.62,18.93,0,6.87,0,45.12,71.48,48.9,58.79,10.65,0,25.64,0,0,28.95,27.99,48.64,0,6.52,42.15,0,0,0,56.54,64.81,8.84,51.99,20.33,0,33.99,8.71,1.13,0,0,20,43.85,148.3,416.25,0,0

87,21:30-21:45,550.85,20.8,0,0,0,0,0,92.37,0,670.75,0,181.16,70.7,96.8,2.48,50.79,38.16,0,71.9,0,0,7.04,0,68.22,0,83.08,138.98,0.88,0,0,0,35.09,10.44,24.62,18.93,0,6.87,0,45.12,71.48,48.9,58.79,10.65,0,25.64,0,0,28.95,27.99,48.64,0,6.52,42.15,0,0,0,56.54,64.81,8.84,51.99,20.33,0,33.99,8.71,1.13,0,0,20,43.85,148.3,416.25,0,0

88,21:45-22:00,550.85,20.8,0,0,0,0,0,92.37,0,670.75,0,182.87,78.97,96.8,2.48,50.79,40.23,0,71.9,0,0,7.22,0,68.22,0,83.08,138.98,0.88,0,0,0,36.89,11.6,24.62,20.12,0,6.87,0,45.12,71.48,51.47,59.61,10.65,0,25.64,0,0,28.95,27.99,48.64,0,20.46,42.97,0,0,0,61.07,64.81,8.84,51.99,20.33,0,33.99,8.87,1.13,0,0,20,46.04,148.3,416.25,0,0

89,22:00-22:15,550.85,20.8,0,0,0,0,0,92.37,0,670.75,0,182.87,78.97,96.8,2.48,50.79,40.23,0,71.9,0,0,7.22,0,68.22,0,83.08,138.98,0.88,0,0,0,36.89,11.6,24.62,20.12,0,6.87,0,45.12,71.48,51.47,59.61,10.65,0,25.64,0,0,28.95,27.99,48.91,0,20.46,42.97,0,0,0,61.07,64.81,8.84,51.99,20.33,0,33.99,8.87,1.13,0,0,20,46.04,148.3,416.25,0,0

90,22:15-22:30,550.85,20.8,0,0,0,0,0,92.37,0,670.75,0,182.87,78.97,96.8,2.48,50.79,40.23,0,71.9,0,0,7.22,0,68.22,0,83.08,138.98,0.88,0,0,0,36.89,11.6,24.62,20.12,0,6.87,0,45.12,71.48,51.47,59.61,10.65,0,25.64,0,0,28.95,27.99,48.91,0,20.46,42.97,0,0,0,61.07,64.81,8.84,51.99,20.33,0,33.99,8.87,1.13,0,0,20,46.04,148.3,416.25,0,0

91,22:30-22:45,550.85,20.8,0,0,0,0,0,92.37,0,670.75,0,182.87,78.97,96.8,2.48,50.79,40.23,0,71.9,0,0,7.22,0,68.22,0,83.08,153.28,0.88,0,0,0,36.89,11.6,24.62,20.12,0,6.87,0,45.12,74.18,51.47,59.61,10.65,0,25.64,0,0,28.95,27.99,48.91,0,20.46,42.97,0,0,0,61.07,64.81,5.64,51.99,20.33,0,33.99,8.87,1.13,0,0,20,46.04,148.3,416.25,0,0

92,22:45-23:00,550.85,20.8,0,0,0,0,0,92.37,0,670.75,0,181.16,78.39,96.8,2.48,50.79,38.16,0,71.9,0,0,7.04,0,68.22,0,83.08,153.28,0.88,0,0,0,35.09,10.44,24.62,18.93,0,6.87,0,45.12,74.18,48.9,58.79,10.65,0,25.64,0,0,28.95,27.99,48.91,0,6.52,42.15,0,0,0,56.54,64.81,5.64,51.99,20.33,0,33.99,8.71,1.13,0,0,20,43.85,148.3,416.25,0,0

93,23:00-23:15,550.85,20.8,0,0,0,0,0,92.37,0,670.75,0,181.16,78.39,96.8,2.48,50.79,38.16,0,71.9,0,0,7.04,0,68.22,0,83.08,153.28,0.88,0,0,0,35.09,10.44,24.62,6.31,0,6.87,0,45.12,74.18,48.9,58.79,10.65,0,25.64,0,0,28.95,27.99,49.3,0,13.04,42.15,0,0,0,56.54,64.81,6.92,51.99,20.33,0,33.99,8.71,1.13,0,0,20,43.85,148.3,416.25,0,0

94,23:15-23:30,550.85,20.8,0,0,0,0,0,92.37,0,670.75,0,181.16,78.39,96.8,2.48,50.79,38.16,0,71.9,0,0,7.04,0,68.22,0,83.08,153.28,0.88,0,0,0,35.09,10.44,24.62,0,0,6.87,0,45.12,74.18,48.9,58.79,10.65,0,25.64,0,0,28.95,27.99,49.3,0,13.04,42.15,0,0,0,56.54,64.81,6.92,51.99,20.33,0,33.99,8.71,1.13,0,0,20,43.85,148.3,416.25,0,0

95,23:30-23:45,550.85,20.8,0,0,0,0,0,92.37,0,670.75,0,181.16,78.39,96.8,2.48,50.79,38.16,0,71.9,0,0,7.04,0,68.22,0,83.08,153.28,0.88,0,0,0,35.09,10.44,24.62,0,0,6.87,0,45.12,74.18,48.9,58.79,10.65,0,25.64,0,0,28.95,27.99,49.3,0,13.04,42.15,0,0,0,56.54,64.81,6.92,51.99,20.33,0,33.99,8.71,1.13,0,0,20,43.85,148.3,416.25,0,0

96,23:45-24:00,550.85,20.8,0,0,0,0,0,92.37,0,670.75,0,181.16,78.39,96.8,2.48,50.79,38.16,0,71.9,0,0,7.04,0,68.22,0,83.08,153.28,0.88,0,0,0,35.09,10.44,24.62,0,0,6.87,0,45.12,74.18,48.9,58.79,10.65,0,25.64,0,0,28.95,27.99,49.3,0,13.04,42.15,0,0,0,56.54,64.81,6.92,51.99,20.33,0,33.99,8.71,1.13,0,0,20,43.85,148.3,416.25,0,0

