Block,Time,SINGRAULI_HYDRO,TANAKPUR,TEHRI,SINGRAULI,TANDA2,DHAULIGNGA,DULHASTI,JHAJJAR,KOLDAM,KOTESHWR,NAPP,PARBATI3,RAPPB,BSIUL,CHAMERA2,CHAMERA3,DADRT2,RAPPC,RAMPUR,NJPC,KISHANGANGA,CHAMERA1,RIHAND1,RIHAND2,SALAL,SEWA2,RIHAND3,UNCHAHAR2,UNCHAHAR3,UNCHAHAR4,URI2,UNCHAHAR1,URI,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,TALA,FSTPP I & II,BRBCL,KHSTPP-I,KHSTPP-II,VSTPS I,VSTPS II,VSTPS III,VSTPS IV,VSTPS V,LARA-I,MOUDA,SIPAT I,SIPAT II,SOLAPUR,MOUDA_II,TAPS-II,SASAN,GADARWARA-I,KHARGONE-I,KSTPS I&II,KSTPS7,KAPS,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas
1,00:00-00:15,1.075357,5.8926,29.462898,137.242189,2.525983,0,53.905351,661.459879,4.25586,17.425727,21.366994,0,0,19.6614,43.63516,31.709733,689.353782,59.009958,0.890419,46.069934,2.551476,42.14808,94.319982,120.694688,53.452,17.179062,126.520838,43.545976,26.963602,1.427606,35.652699,21.659547,50.784,0,37.321136,0,0,0,69.68323,0,0,0,87.562894,0,0,3.03,2.38,3.78,0.42,0.88,0.2,1.99,1.1,1.61,0,1.85,5.3,1.94,0,9.33,0.24,1.78,0.84,0,17.514,15.00135,33.385,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,3.750006,0.935114,3.542467,3.511691,2.793398,348.975,4.236648,3.542468,2.509616,1.28817,0.82956,0,0,0.022853,0,0,0,0.019815,0,0

2,00:15-00:30,1.075357,5.8926,29.462898,137.242189,2.525983,0,53.905351,661.459879,4.25586,17.425727,21.366994,0,0,19.6614,43.63516,31.709733,689.353782,59.009958,0.890419,46.069934,2.551476,42.14808,94.319982,120.694688,53.452,17.179062,126.520838,43.545976,26.963602,1.427606,35.652699,21.659547,50.784,0,37.321136,0,0,0,69.68323,0,0,0,87.562894,0,0,3.03,2.38,3.78,0.42,0.88,0.2,1.99,1.1,1.61,0,1.85,5.3,1.94,0,9.33,0.24,1.78,0.84,0,17.514,15.00135,33.385,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,3.807258,0.935114,3.542467,3.511691,2.793398,348.975,4.236648,3.542468,2.509616,1.28817,0.82956,0,0,0.022853,0,0,0,0.019815,0,0

3,00:30-00:45,1.075357,5.8926,29.462898,137.242189,2.525983,0,53.905351,661.459879,4.25586,17.425727,21.366994,0,0,19.6614,43.63516,31.709733,689.353782,59.009958,0.431076,22.523078,2.551476,42.14808,94.319982,120.694688,53.452,17.179062,126.520838,43.545976,26.963602,1.427606,35.652699,21.659547,50.784,0,37.321136,0,0,0,69.68323,0,0,0,87.562892,0,0,3.03,2.38,3.78,0.42,0.88,0.22,1.99,1.1,1.61,0,1.85,5.3,1.94,0,9.33,0.24,1.78,0.84,0,17.514,15.00135,33.385,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,3.86451,0.935114,3.542467,3.511691,2.793398,348.975,4.236648,3.542468,2.509616,1.28817,0.82956,0,0,0.022853,0,0,0,0.019816,0,0

4,00:45-01:00,1.075357,5.8926,29.462898,137.242189,2.525983,0,53.905351,661.459879,2.12793,17.425727,21.366994,0,0,19.6614,43.63516,31.709733,689.353782,59.009958,0,0,2.551476,42.14808,94.319982,120.694688,53.452,17.179062,126.520838,43.545976,26.963602,1.427606,35.652699,21.659547,52.992,0,37.321136,0,0,0,69.68323,0,0,0,87.562892,0,0,3.03,2.38,3.78,0.42,0.88,0.22,1.99,1.1,1.61,0,1.85,5.3,1.94,0,9.33,0.24,1.78,0.84,0,17.514,15.00135,33.385,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.00764,0.935114,3.542467,3.511691,2.793398,348.975,4.236648,3.542468,2.509616,1.28817,0.82956,0,0,0.022853,0,0,0,0.019816,0,0

5,01:00-01:15,1.075357,0,3.179449,137.242189,2.525983,0,53.905351,661.459879,1.063965,14.556857,21.366994,0,0,19.6614,43.63516,31.709733,689.353782,59.009958,0,0,2.551476,42.14808,94.319982,120.694688,53.452,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,21.659547,52.992,0,37.321136,0,0,0,69.68323,0,0,0,87.562892,0,0,3.03,2.38,3.78,0.42,0.88,0.22,1.99,1.1,1.61,0,1.85,5.3,1.94,0,9.33,0.24,1.78,0.84,0,17.514,15.00135,33.385,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.093518,0.935114,3.542467,3.511691,2.793398,348.975,4.236648,3.542468,2.509616,1.28817,0.82956,0,0,0.022853,0,0,0,0.019816,0,0

6,01:15-01:30,1.075357,0,0,137.242189,2.525983,0,35.813791,661.459879,0.214942,8.712863,21.366994,0,0,19.6614,0,0,689.353782,59.009958,0,0,2.551476,42.14808,94.319982,120.694688,53.452,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,21.659547,50.784,0,37.321136,0,0,0,69.68323,0,0,0,87.562892,0,0,3.03,2.38,3.78,0.42,0.88,0.22,1.99,1.1,1.61,0,1.85,5.3,1.94,0,9.33,0.24,1.78,0.84,0,17.514,15.00135,33.385,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.179396,0.935114,3.542467,3.511691,2.793398,348.975,4.236648,3.542468,2.509616,1.28817,0.82956,0,0,0.022853,0,0,0,0.019816,0,0

7,01:30-01:45,1.075357,0,0,137.242189,2.525983,0,41.969286,661.459879,0,8.712863,21.366994,0,0,19.6614,0,0,689.353782,59.009958,0,0,2.551476,42.14808,94.319982,120.694688,53.452,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,21.659547,50.784,0,37.321136,0,0,0,69.683228,0,0,0,87.562892,0,0,3.03,2.38,3.78,0.42,0.88,0.22,1.99,1.1,1.61,0,1.85,5.3,1.94,0,9.33,0.24,1.78,0.84,0,17.514,15.00135,33.385,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.2939,0.935114,3.542467,3.511691,2.793398,348.975,4.236648,3.542468,2.509616,1.28817,0.82956,0,0,0.022853,0,0,0,0.020454,0,0

8,01:45-02:00,1.075357,0,0,137.242189,2.525983,0,53.905351,661.459879,0,8.712863,21.366994,0,0,19.6614,43.63516,10.55926,689.353782,59.009958,0,0,2.551476,42.14808,94.319982,120.694688,53.452,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,21.659547,50.784,0,37.321136,0,0,0,69.683228,0,0,0,87.562892,0,0,3.03,2.38,3.78,0.42,0.88,0.22,1.99,1.1,1.61,0,1.85,5.3,1.94,0,9.33,0.24,1.78,0.84,0,17.514,15.00135,33.385,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.43703,0.935114,3.542467,3.511691,2.793398,348.975,4.236648,3.542468,2.509616,1.28817,0.82956,0,0,0.022853,0,0,0,0.020454,0,0

9,02:00-02:15,1.075357,0,0,137.242189,2.525983,0,53.905351,661.459879,0,8.712863,21.366994,0,0,19.6614,43.63516,19.451267,689.353782,59.009958,0,0,2.551476,42.14808,94.319982,120.694688,53.452,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,21.659547,50.784,0,37.321136,0,0,0,69.683228,0,0,0,87.562892,0,0,3.03,2.38,3.78,0.42,0.88,0.22,1.99,1.1,1.61,0,1.85,5.3,1.94,0,9.33,0.24,1.78,0.84,0,17.514,15.00135,33.385,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,0.935114,3.542467,3.511691,2.793398,348.975,4.236648,3.542468,2.509616,1.28817,0.82956,0,0,0.022853,0,0,0,0.020454,0,0

10,02:15-02:30,1.075357,0,0,137.242189,2.525983,0,53.905351,661.459879,0,8.712863,21.366994,0,0,19.6614,43.63516,31.709733,689.353782,59.009958,0,0,2.551476,42.14808,94.319982,120.694688,53.452,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,21.659547,50.784,0,37.321136,0,0,0,69.683228,0,0,0,87.562892,0,0,3.03,2.38,3.78,0.42,0.88,0.22,1.99,1.1,1.61,0,1.85,5.3,1.94,0,9.33,0.24,1.78,0.84,0,17.514,15.00135,33.385,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.72329,0.935114,3.542467,3.511691,2.793398,348.975,4.236648,3.542468,2.509616,1.28817,0.82956,0,0,0.022853,0,0,0,0.020454,0,0

11,02:30-02:45,1.075357,0,0,137.242189,2.525983,0,53.905351,661.459879,0,8.712863,21.366994,0,0,19.6614,43.63516,31.709733,689.353782,59.009958,0,0,2.551476,42.14808,94.319982,120.694688,53.452,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,21.659547,50.784,0,37.321136,0,0,0,69.683228,0,0,0,87.562892,0,0,3.03,2.38,3.78,0.42,0.88,0.22,1.99,1.1,1.61,0,1.85,5.3,1.94,0,9.33,0.24,1.78,0.84,0,17.514,15.00135,33.385,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.86642,0.935114,3.542467,3.511691,2.793398,348.975,4.236648,3.542468,2.509616,1.28817,0.82956,0,0,0.022853,0,0,0,0.020454,0,0

12,02:45-03:00,1.075357,0,0,137.242189,2.525983,0,53.905351,661.459879,0,8.712863,21.366994,0,0,19.6614,43.63516,31.709733,689.353782,59.009958,0,0,2.551476,42.14808,94.319982,120.694688,53.452,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,21.659547,50.784,0,37.321136,0,0,0,69.683228,0,0,0,87.562892,0,0,3.03,2.38,3.78,0.42,0.88,0.22,1.99,1.1,1.61,0,1.85,5.3,1.94,0,9.33,0.24,1.78,0.84,0,17.514,15.00135,33.385,147.515625,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.00955,0.935114,3.542467,3.511691,2.793398,348.975,4.236648,3.542468,2.509616,1.28817,0.82956,0,0,0.022853,0,0,0,0.020454,0,0

13,03:00-03:15,1.075357,0,0,137.242189,2.525983,0,53.905351,661.459879,0,8.712863,21.366994,0,0,19.6614,43.63516,31.709733,689.353782,59.009958,0,0,2.551476,42.14808,94.319982,120.694688,40.089,17.179062,126.520838,43.545976,26.963602,1.427606,35.068229,21.659547,50.784,0,39.653707,0,0,0,69.683228,0,0,0,87.562892,0,0,3.03,2.38,3.78,0.42,0.88,0.22,1.99,1.1,1.61,0,1.85,5.3,1.94,0,9.33,0.24,1.78,0.84,0,17.514,15.00135,33.385,147.515625,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.15268,0.935114,3.542467,3.511691,2.793398,348.975,4.236648,3.542468,2.433568,1.202292,0.82956,0,0,0.02304,0,0,0,0.020454,0,0

