Block,Time Block,CHAMERA3,DADRT2,DHAULIGNGA,BRBCL,CHAMERA1,BSIUL,CHAMERA2,FSTPP I & II,DULHASTI,JHAJJAR,NLCEXP,NLCIIST1,NJPC,NLCIIST2,KGSU1AND2,KGSU3AND4,KHSTPP-I,KISHANGANGA,KHSTPP-II,KKNPPU2,KKNP,KOTESHWR,KOLDAM,KUDGI,NAPP,MAPS,NLCTS2EXP,NNTPP,NTPL,RAMPUR,PARBATI3,DADRI_GF,DADRI_CRF,RAPPC,RAPPB,RSTPSU1TO6,RIHAND3,RIHAND1,RIHAND2,SASAN,RSTPSU7,SALAL,SEWA2,SIMHST1,SIMHST2,SINGRAULI_HYDRO,SINGRAULI,TANDA2,TALST2,TANAKPUR,TALA,TelanganaSTPP,TEHRI,UNCHAHAR1,UNCHAHAR4,URI2,UNCHAHAR3,UNCHAHAR2,URI,VALLURNTECL,ANTA_CRF,ANTA_LF,ANTA_GF,AURY_RF,ANTA_RF,AURY_LF,AURY_GF,AURY_CRF,DADRI_LF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,311.92,0,19.19,0,0,1.79,14.26,0,315.89,0,0,0,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,4.92,0,0,0,14.87,0,4.38,22.73,18.04,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,376.73,0,19.19,0,0,1.79,14.26,0,315.89,0,0,0,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,4.92,0,0,0,14.87,0,4.38,22.73,18.04,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,438.54,0,19.19,0,0,1.79,14.26,0,315.89,0,0,0,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,4.92,0,0,14.93,14.87,0,4.38,22.73,18.04,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,503.78,0,19.19,0,0,1.79,14.26,0,315.89,0,0,0,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,4.92,0,0,14.93,14.87,0,4.38,22.73,18.04,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,580.52,0,19.19,0,0,1.79,14.26,0,315.89,0,0,18.17,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,4.92,0,0,29.86,14.87,0,4.38,22.73,18.04,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,655.34,0,19.19,0,0,1.79,14.26,0,335.62,0,0,31.79,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,4.92,0,0,29.86,18.99,0,4.38,25.27,20.33,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,650.96,0,19.19,0,0,1.79,14.26,0,373.58,0,0,59.96,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,2.95,0,0,44.79,17,0,4.38,25.32,20.33,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,9.29,654.99,8.76,19.19,11.52,1.06,3.84,14.26,0,416.17,0,0,89.75,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,2.95,0,0,44.79,19,0,4.38,25.32,20.33,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,18.57,650.96,17.53,19.19,25.77,6.25,7.67,14.26,15.81,416.75,0,0,112.19,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,5.06,0,0,0,134,0,0,2.95,0,0,59.71,17,0,4.38,25.32,20.33,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,27.88,650.96,35.06,19.19,39.74,12.51,25.27,14.26,31.62,416.75,0,0,134.63,0,0,0,43.38,0,94.85,0,0,9.46,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,10.11,0,0,0,134,0,0,2.95,0,0,59.71,17,0,4.38,25.32,20.33,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,27.88,654.99,35.06,19.19,40.43,12.51,25.27,14.26,31.62,416.75,0,0,134.63,0,0,0,43.38,0,94.85,0,0,9.46,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,10.11,0,0,0,134,0,0,2.95,0,0,59.71,19.42,0,4.38,25.32,20.33,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,27.88,654.99,35.06,19.19,40.43,12.51,25.27,14.26,31.62,416.75,0,0,134.63,0,0,0,43.38,0,94.85,0,0,9.46,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,10.11,0,0,0,134,0,0,2.95,0,0,59.71,19.72,0,4.38,25.32,20.33,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,27.88,650.96,35.06,19.19,40.43,12.51,25.27,14.26,31.62,416.75,0,0,134.63,0,0,0,43.38,0,94.85,0,0,9.46,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,10.11,0,0,0,134,0,0,2.95,0,0,59.71,17,0,4.38,25.32,20.33,38.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,27.88,650.96,35.06,19.19,40.43,12.51,25.27,14.26,31.62,338.1,0,0,134.63,0,0,0,43.38,0,94.85,0,0,9.46,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,10.11,0,0,0,134,0,0,2.95,0,0,59.71,17,0,4.38,25.32,20.33,38.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,27.88,651.3,35.06,19.19,40.43,12.51,25.27,14.26,31.62,335.62,0,0,134.63,0,0,0,43.38,0,94.85,0,0,9.46,0,0,41.29,0,0,0,0,0,3.66,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,10.11,0,0,0,134,0,0,2.95,0,0,59.71,17,0,10.32,25.32,20.33,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,9.29,613.73,17.49,19.19,25.09,6.25,12.53,14.26,15.81,335.62,0,0,134.63,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,15.88,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,10.11,0,0,0,134,0,0,2.95,0,0,59.71,17,0,10.32,25.32,20.33,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,0,584.95,8.74,19.19,11.52,6.25,3.84,14.26,0,335.62,0,0,112.19,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,15.88,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,5.06,0,0,0,134,0,0,2.95,0,0,59.71,17,0,10.32,25.32,20.33,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,0,625.72,0,19.19,0,1.06,1.79,14.26,0,335.62,0,0,89.75,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,15.88,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,2.95,0,0,59.71,17,0,10.32,25.32,20.33,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0,651.3,0,19.19,0,0,1.79,14.26,0,297.25,0,0,61.78,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,15.88,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,1.1,0,0,44.79,17,0,4.38,25.32,20.33,6.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,651.3,0,19.19,0,0,1.79,14.26,0,297.25,0,0,41.42,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,15.88,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,12.26,0,0,0,0,134,0,0,1.1,0,0,44.79,17,0,4.38,25.32,20.33,6.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,651.3,0,19.19,0,0,1.79,14.26,0,297.25,0,0,22.44,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,15.88,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,53.5,0,0,0,0,134,0,0,1.1,0,0,29.86,17,0,4.38,25.32,20.33,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,651.3,0,19.19,0,0,1.79,14.26,0,297.25,0,0,16.36,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,3.05,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,53.5,0,0,0,0,134,0,0,1.1,0,0,14.93,17,0,4.38,25.32,20.33,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,651.3,0,19.19,0,0,1.79,14.26,0,297.25,0,0,0,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,53.5,0,0,0,0,134,0,0,1.1,0,0,14.93,17,0,4.38,25.32,20.33,38.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,651.3,0,19.19,0,0,1.79,14.26,0,335.62,0,0,0,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,53.5,0,0,0,0,134,0,0,1.1,0,0,0,17,0,4.38,25.32,20.33,38.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,651.3,0,19.19,0,0,1.79,14.26,0,335.62,0,0,0,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,12.26,0,0,0,0,134,0,0,1.1,0,0,0,17,0,4.38,25.32,20.33,10.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,651.3,0,19.19,0,0,1.79,14.26,0,287.66,0,0,0,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,1.1,0,0,0,17,0,4.38,25.32,20.33,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,651.3,0,19.19,0,0,1.79,14.26,0,287.66,0,0,0,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.07,0,0,0,17,0,4.38,25.32,20.33,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,651.3,0,19.19,0,0,1.79,14.26,0,287.66,0,0,0,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.07,0,0,0,17,0,4.38,25.32,20.33,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,651.3,0,19.19,0,0,1.79,14.26,0,287.66,0,0,0,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.07,0,0,0,17,0,4.38,25.32,20.33,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,637.71,0,19.19,0,0,1.79,14.26,0,287.66,0,0,0,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.07,0,0,0,17,0,4.38,25.32,20.33,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,628.12,0,19.19,0,0,1.79,14.26,0,287.66,0,0,0,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.69,0,0,0,17,0,4.38,25.32,20.33,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,599.71,0,19.19,0,0,1.79,14.26,0,287.66,0,0,0,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.69,0,0,0,17,0,4.38,25.32,20.33,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,527.76,0,19.19,0,0,1.79,14.26,0,287.66,0,0,0,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.07,0,0,0,17,0,4.38,25.32,20.33,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,479.79,0,17.52,0,0,1.79,14.26,0,287.66,0,0,0,0,0,0,43.38,0,94.85,0,0,8.51,0,0,41.29,0,0,0,0,0,0,0,0,49.06,0,0,119.26,88.26,113.93,401.73,0,1.34,0,0,0,0,134,0,0,3.07,0,0,0,17,0,4.38,25.32,20.33,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

