Block,Time,JHAJJAR,SIMHST2,ANTA_GF,DADRT2,KISHANGANGA,NLCIIST2,RSTPSU7,SEWA2,TALST2,TEHRI,UNCHAHAR2,ANTA_CRF,AURY_GF,DADRI_GF,KUDGI,NAPP,RAMPUR,RSTPSU1TO6,SALAL,ANTA_RF,DULHASTI,KHSTPP-I,KHSTPP-II,KKNP,KOLDAM,NLCEXP,NLCTS2EXP,RIHAND2,RIHAND3,SINGRAULI_HYDRO,UNCHAHAR3,BRBCL,CHAMERA1,KGSU1AND2,KKNPPU2,RAPPC,RIHAND1,VALLURNTECL,ANTA_LF,DADRI_RF,BSIUL,NLCIIST1,RAPPB,SINGRAULI,URI,AURY_RF,DADRI_CRF,CHAMERA2,FSTPP I & II,KOTESHWR,NTPL,PARBATI2,SASAN,TelanganaSTPP,UNCHAHAR1,CHAMERA3,DHAULIGNGA,KGSU3AND4,MAPS,NJPC,NNTPP,PARBATI3,SIMHST1,TALA,TANAKPUR,TANDA2,UNCHAHAR4,URI2,AURY_CRF,AURY_LF,DADRI_LF
60,14:45-15:00,450.51,0,0,688.87,8.56,0,0,6.21,0,0,29.68,0,0,0,0,24.01,0.88,0,13.36,50.83,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,6.52,0,0,150.25,48.02,85.35,0,0,14.3,10.41,0,9,418.77,0,21.63,0,0,0,0,22.37,0,0,0,0,0.51,5.65,3.18,37.71,0,0,0

61,15:00-15:15,450.51,0,0,688.87,8.56,0,0,12.59,0,0,32.65,0,0,0,0,24.01,0.88,0,13.36,50.83,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,6.52,0,0,150.25,48.02,85.35,0,11.51,14.3,10.41,0,9,418.77,0,21.63,0,0,0,0,22.37,0,0,0,0,0.51,5.65,3.18,37.71,0,0,0

62,15:15-15:30,450.51,0,0,688.87,8.56,0,0,12.59,0,0,35.61,0,0,0,0,24.01,1.76,0,13.36,50.83,19.81,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,6.52,0,0,150.25,48.02,85.35,0,11.51,14.3,10.41,0,9,418.77,0,21.63,0,0,0,0,44.74,0,0,0,0,0.51,5.65,3.18,37.71,0,0,0

63,15:30-15:45,500.51,0,0,688.87,8.56,0,0,12.59,0,0,38.58,0,0,0,0,24.01,1.76,0,13.36,50.83,39.62,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.02,85.35,0,11.51,14.3,10.41,0,9,418.77,0,21.63,0,0,0,0,44.74,0,0,0,0,1.79,5.65,3.18,37.71,0,0,0

64,15:45-16:00,500.51,0,0,688.87,8.56,0,0,18.88,0,0,41.55,0,0,0,0,24.01,2.17,0,13.36,50.83,39.62,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.02,85.35,0,11.51,14.3,10.41,0,9,418.77,0,21.63,0,0,0,0,55.04,0,0,0,0,1.79,5.65,3.18,37.71,0,0,0

65,16:00-16:15,500.51,0,0,688.87,8.56,0,0,18.88,0,12.66,44.97,0,0,0,0,24.01,2.18,0,13.36,50.83,39.62,45.53,148.3,0,0,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.02,85.35,0,11.51,14.3,10.41,0,9,418.77,0,21.63,0,0,0,0,55.26,0,0,0,0,1.79,5.65,3.18,37.71,0,0,0

66,16:15-16:30,500.51,0,0,688.87,8.56,0,0,18.88,0,12.66,44.97,0,0,0,0,24.01,3.27,0,13.36,50.83,39.62,45.53,148.3,0,2.38,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.02,85.35,0,11.51,14.3,10.41,0,9,418.77,0,21.63,0,0,0,0,82.89,0,0,0,0,1.79,5.65,3.18,37.71,0,0,0

67,16:30-16:45,500.51,0,0,688.87,8.56,0,0,18.88,0,25.32,44.97,0,0,0,0,24.01,3.27,0,13.36,50.83,39.62,45.53,148.3,0,4.76,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.02,85.35,0,4.11,14.3,10.41,0,9,418.77,0,21.63,0,0,0,0,82.89,0,0,0,0,1.79,5.65,3.18,37.71,0,0,0

68,16:45-17:00,610.51,0,0,688.87,8.56,0,0,18.88,0,25.32,44.97,0,0,0,0,24.01,4.3,0,13.36,50.83,39.62,45.53,148.3,0,4.76,0,0,124.53,130.75,0.98,27.67,20,0,0,0,67.58,88.98,0,0,74.38,13.04,0,0,150.25,48.02,85.35,0,4.11,14.3,10.41,0,9,418.77,0,21.63,0,0,0,0,110.53,0,0,0,0,1.79,5.65,3.18,37.71,0,0,0

69,17:00-17:15,610.51,0,0,688.87,8.56,0,0,18.88,0,25.32,44.97,0,0,0,0,24.01,4.3,0,13.36,50.83,59.43,45.53,148.3,0,7.14,0,0,124.53,130.75,0.98,27.67,20,12.64,0,0,67.58,92.98,0,0,74.38,13.04,0,0,150.25,48.02,85.35,0,4.11,15,10.41,0,9,418.77,0,21.63,0,0,0,0,110.53,0,4.29,0,0,1.79,5.65,3.18,37.71,0,0,0

70,17:15-17:30,610.51,0,0,688.87,8.56,0,0,18.88,0,37.98,44.97,0,0,0,0,24.01,4.3,0,13.36,50.83,59.43,45.53,148.3,0,7.14,0,0,124.53,130.75,0.98,27.67,20,20.93,0,0,67.58,97.18,0,0,74.38,13.04,0,0,150.25,48.02,85.35,0,4.11,16.39,10.41,0,9,418.77,0,21.63,0,0,0,0,110.53,0,4.29,0,0,1.79,5.65,3.18,37.71,0,0,0

71,17:30-17:45,610.51,0,0,688.87,8.56,0,0,18.88,0,37.98,44.97,0,0,0,0,24.01,4.3,0,13.36,51.35,59.43,45.53,148.3,0,9.52,0,0,124.53,130.75,0.98,27.67,20,24.72,0,0,67.58,97.18,0,0,74.38,6.52,0,0,150.25,48.02,85.35,0,4.11,16.39,10.41,0,9,418.77,0,21.63,0,0,0,0,110.53,0,4.29,0,0,1.79,5.65,3.18,37.71,0,0,0

72,17:45-18:00,670.51,0,0,688.87,8.56,0,0,18.88,0,37.98,44.97,0,0,0,0,24.01,4.3,0,13.36,51.35,59.43,45.53,148.3,0,9.52,0,0,124.53,130.75,0.98,27.67,20,36.34,0,0,67.58,97.18,0,0,74.38,6.52,0,0,150.25,48.02,85.35,0,4.11,17.08,10.41,0,9,418.77,0,21.63,0,0,0,0,110.53,0,4.29,0,0,1.79,5.65,2.21,37.71,0,0,0

73,18:00-18:15,670.51,0,0,688.87,8.56,0,0,18.88,0,37.98,44.97,0,0,0,0,24.01,4.3,0,17.44,51.35,59.43,45.53,148.3,0,9.52,0,0,124.53,130.75,0.98,27.67,20,42.14,0,0,67.58,97.18,0,0,74.38,6.52,0,0,150.25,48.02,85.35,0,4.11,17.78,10.41,0,9,418.77,0,21.63,0,10.93,0,0,110.53,0,8.58,0,0,1.79,5.65,2.25,37.71,0,0,0

74,18:15-18:30,670.51,0,0,684.65,8.56,0,0,18.88,0,37.98,44.97,0,0,0,0,24.01,4.3,0,79.38,51.35,59.43,45.53,148.3,0,9.52,0,0,124.53,130.75,0.98,27.67,20,42.15,0,0,67.58,97.18,0,0,74.38,6.52,0,0,150.25,48.02,85.35,0,9.86,17.78,10.41,0,9,418.77,0,21.63,0,21.86,0,0,110.53,0,12.87,0,0,1.79,5.65,2.28,37.71,0,0,0

75,18:30-18:45,461.01,0,0,684.65,8.61,0,0,20.07,0,37.98,44.97,0,0,0,0,24.01,4.3,0,79.38,51.87,59.43,45.53,148.3,0,9.52,0,0,113.13,130.75,0.98,27.67,20,42.15,0,0,67.58,97.18,0,0,74.38,19.56,0,0,150.25,48.02,85.35,0,48.74,18.47,11.57,0,28.47,418.77,0,21.63,0,43.72,0,0,110.53,0,59.76,0,0,1.79,5.65,2.28,39.63,0,0,0

76,18:45-19:00,445.51,0,0,684.65,8.61,0,0,20.07,0,37.98,44.97,0,0,0,0,24.01,4.3,0,79.38,51.87,59.43,45.53,148.3,0,9.52,0,0,113.13,130.75,0.98,27.67,20,42.15,0,0,67.58,97.18,0,0,74.38,19.56,0,0,150.25,48.02,85.35,0,48.74,19.17,11.57,0,28.47,418.77,0,21.63,0,43.72,0,0,110.53,0,59.76,0,0,1.79,5.65,2.28,39.63,0,0,0

77,19:00-19:15,428.51,0,0,684.5,8.61,0,0,20.07,0,37.98,44.97,0,0,0,0,24.01,4.3,0,79.38,51.87,59.43,45.53,148.3,0,9.52,0,0,112.13,130.75,0.98,27.67,20,42.15,0,0,67.58,97.18,0,0,74.38,19.56,0,0,150.25,48.57,85.35,0,48.74,19.86,11.57,0,28.47,418.77,0,21.63,0,43.72,0,0,110.53,0,59.76,0,0,3.07,5.65,2.28,39.63,0,0,0

78,19:15-19:30,428.51,0,0,684.5,8.61,0,0,20.07,0,37.98,44.97,0,0,0,0,24.01,4.3,0,15.11,51.87,59.43,45.53,148.3,0,9.52,0,0,113.13,130.75,0.98,27.67,20,42.15,0,0,67.58,97.18,0,0,74.38,19.56,0,0,150.25,48.57,85.35,0,48.74,20.56,11.57,0,28.47,418.77,0,21.63,0,43.72,0,0,110.53,0,59.76,0,0,3.07,5.65,2.28,39.63,0,0,0

79,19:30-19:45,428.51,0,0,684.5,8.61,0,0,20.07,0,37.98,44.97,0,0,0,0,24.01,4.3,0,13.36,51.87,59.43,45.53,148.3,0,9.52,0,0,107.13,130.75,0.98,27.67,20,42.15,0,0,67.58,90.98,0,0,74.38,19.56,0,0,150.25,48.57,85.35,0,48.74,20.8,11.57,0,28.47,418.77,0,21.63,0,43.72,0,0,110.53,0,59.76,0,0,3.07,5.65,2.28,37.71,0,0,0

80,19:45-20:00,428.51,0,0,684.5,8.61,0,0,20.07,0,37.98,44.97,0,0,0,0,24.01,4.3,0,13.36,51.87,59.43,45.53,148.3,0,9.52,0,0,107.13,130.75,0.98,27.67,20,42.15,0,0,67.58,90.98,0,0,74.38,19.56,0,0,150.25,48.57,85.35,0,48.74,20.8,11.57,0,28.47,418.77,0,21.63,0,43.72,0,0,110.53,0,59.76,0,0,3.07,5.65,2.28,37.71,0,0,0

81,20:00-20:15,428.51,0,0,684.65,8.61,0,0,20.07,0,37.98,44.97,0,0,0,0,24.01,4.3,0,13.36,51.87,59.43,45.53,148.3,0,9.52,0,0,123.13,130.75,0.98,27.67,20,42.15,0,0,67.58,97.18,0,0,92.11,19.56,0,0,150.25,48.57,85.35,0,48.74,20.8,11.57,0,28.47,418.77,0,21.63,0,43.72,0,0,110.53,0,59.76,0,0,1.79,5.65,2.28,37.71,0,0,0

82,20:15-20:30,428.51,0,0,684.65,8.61,0,0,20.07,0,37.98,44.97,0,0,0,0,24.01,4.3,0,13.36,51.87,59.43,45.53,148.3,0,9.52,0,0,107.13,130.75,0.98,27.67,20,42.15,0,0,67.58,97.18,0,0,92.11,19.56,0,0,150.25,48.57,85.35,0,48.74,20.8,11.57,0,28.47,418.77,0,21.63,0,43.72,0,0,110.53,0,59.76,0,0,1.79,5.65,2.28,37.71,0,0,0

83,20:30-20:45,428.51,0,0,684.5,8.61,0,0,18.88,0,37.98,44.97,0,0,0,0,24.01,4.3,0,13.36,52.14,59.43,45.53,148.3,0,9.52,0,0,107.13,130.75,0.98,27.67,20,42.15,0,0,67.58,97.18,0,0,92.11,3.3,0,0,150.25,48.57,85.35,0,9.86,20.8,10.41,0,14.98,418.77,0,21.63,0,43.72,0,0,110.53,0,11.49,0,0,1.79,5.65,2.28,37.71,0,0,0

84,20:45-21:00,428.51,0,0,684.5,8.61,0,0,18.88,0,37.98,44.97,0,0,0,0,24.01,4.3,0,13.36,52.14,59.43,45.53,148.3,0,9.52,0,0,124.53,130.75,0.98,27.67,20,42.15,0,0,67.58,90.98,0,0,92.11,3.3,0,0,150.25,48.57,85.35,0,9.86,20.8,10.41,0,14.98,418.77,0,21.63,0,21.86,0,0,110.53,0,9.19,0,0,1.79,5.65,2.28,37.71,0,0,0

85,21:00-21:15,428.51,0,0,684.65,8.61,0,0,18.88,0,37.98,44.97,0,0,0,0,24.01,4.3,0,13.36,52.66,59.43,45.53,148.3,0,9.52,0,0,124.53,130.75,0.98,27.67,20,42.15,0,0,67.58,97.18,0,0,92.11,3.3,0,0,150.25,48.57,85.35,0,9.86,20.8,10.41,0,14.98,418.77,0,21.63,0,21.86,0,0,110.53,0,9.19,0,0,1.79,5.65,2.28,37.71,0,0,0

86,21:15-21:30,428.51,0,0,684.65,8.61,0,0,18.88,0,37.98,44.97,0,0,0,0,24.01,4.3,0,13.36,52.66,59.43,45.53,148.3,0,9.52,0,0,124.53,130.75,0.98,27.67,20,42.15,0,0,67.58,97.18,0,0,92.11,3.3,0,0,150.25,48.57,85.35,0,9.86,20.8,10.41,0,14.98,418.77,0,21.63,0,21.86,0,0,110.53,0,11.49,0,0,1.79,5.65,2.28,37.71,0,0,0

87,21:30-21:45,428.51,0,0,684.65,8.61,0,0,20.07,0,37.98,44.97,0,0,0,0,24.01,4.3,0,13.36,52.66,59.43,45.53,148.3,0,9.52,0,0,124.53,130.75,0.98,27.67,20,42.15,0,0,67.58,97.18,0,0,92.11,19.56,0,0,150.25,48.57,85.35,0,48.74,20.8,11.57,0,28.47,418.77,0,21.63,0,43.72,0,0,110.53,0,59.76,0,0,1.79,5.65,2.28,37.71,0,0,0

88,21:45-22:00,428.51,0,0,684.65,8.61,0,0,20.07,0,37.98,44.97,0,0,0,0,24.01,4.3,0,13.36,52.66,59.43,45.53,148.3,0,9.52,0,0,124.53,130.75,0.98,27.67,20,42.15,0,0,67.58,97.18,0,0,92.11,19.56,0,0,150.25,48.57,85.35,0,48.74,20.8,11.57,0,28.47,418.77,0,21.63,0,43.72,0,0,110.53,0,59.76,0,0,1.79,5.65,2.28,37.71,0,0,0

89,22:00-22:15,428.51,0,0,684.65,8.61,0,0,20.07,0,37.98,44.97,0,0,0,0,24.01,4.3,0,13.36,53.05,59.43,45.53,148.3,0,9.52,0,0,124.53,130.75,0.98,27.67,20,42.15,0,0,67.58,97.18,0,0,92.11,19.56,0,0,150.25,48.57,85.35,0,48.74,20.8,11.57,0,28.47,418.77,0,21.63,0,43.72,0,0,110.53,0,59.76,0,0,1.79,5.65,2.28,37.71,0,0,0

90,22:15-22:30,428.51,0,0,684.65,8.61,0,0,20.07,0,37.98,44.97,0,0,0,0,24.01,4.3,0,13.36,53.05,59.43,45.53,148.3,0,9.52,0,0,124.53,130.75,0.98,27.67,20,42.15,0,0,67.58,97.18,0,0,92.11,19.56,0,0,150.25,48.57,85.35,0,48.74,20.8,11.57,0,28.47,418.77,0,21.63,0,43.72,0,0,110.53,0,59.76,0,0,1.79,5.65,2.28,37.71,0,0,0

91,22:30-22:45,428.51,0,0,684.65,8.56,0,0,18.88,0,37.98,44.97,0,0,0,0,24.01,4.3,0,13.36,53.05,59.43,45.53,148.3,0,9.52,0,0,124.53,130.75,0.98,27.67,20,42.15,0,0,67.58,97.18,0,0,92.11,13.04,0,0,150.25,48.57,85.35,0,4.11,20.8,10.41,0,9,418.77,0,21.63,0,21.86,0,0,110.53,0,7.67,0,0,0,5.65,2.28,37.71,0,0,0

92,22:45-23:00,438.51,0,0,684.65,8.56,0,0,18.88,0,37.98,44.97,0,0,0,0,24.01,4.3,0,13.36,53.05,59.43,45.53,148.3,0,9.52,0,0,124.53,130.75,0.98,27.67,20,42.15,0,0,67.58,97.18,0,0,92.11,13.04,0,0,150.25,48.57,85.35,0,4.11,20.8,10.41,0,9,418.77,0,21.63,0,10.93,0,0,110.53,0,4.29,0,0,0,5.65,2.28,37.71,0,0,0

93,23:00-23:15,438.51,0,0,684.5,8.56,0,0,18.88,0,37.98,44.97,0,0,0,0,24.01,4.3,0,13.36,53.05,59.43,45.53,148.3,0,7.14,0,0,124.53,130.75,0.98,27.67,20,42.15,0,0,67.58,97.18,0,0,92.11,19.56,0,0,150.25,48.57,85.35,0,4.11,20.8,10.41,0,9,418.77,0,21.63,0,10.93,0,0,110.53,0,4.29,0,0,0,5.65,2.28,37.71,0,0,0

94,23:15-23:30,438.51,0,0,684.5,8.56,0,0,18.88,0,37.98,44.97,0,0,0,0,24.01,4.3,0,13.36,53.05,59.43,45.53,148.3,0,4.76,0,0,124.53,130.75,0.98,27.67,20,42.15,0,0,67.58,97.18,0,0,92.11,19.56,0,0,150.25,48.57,85.35,0,4.11,20.8,10.41,0,9,418.77,0,21.63,0,10.93,0,0,110.53,0,4.29,0,0,0,5.65,2.28,37.71,0,0,0

95,23:30-23:45,438.51,0,0,684.5,8.56,0,0,18.88,0,37.98,44.97,0,0,0,0,24.01,4.3,0,26.73,53.05,59.43,45.53,148.3,0,2.38,0,0,113.13,130.75,0.98,27.67,20,42.15,0,0,67.58,97.18,0,0,92.11,19.56,0,0,150.25,48.57,85.35,0,4.11,20.8,10.41,0,9,418.77,0,21.63,0,0,0,0,110.53,0,16.86,0,0,0,5.65,2.28,37.71,0,0,0

96,23:45-24:00,438.51,0,0,684.5,8.56,0,0,18.88,0,36.05,44.97,0,0,0,0,24.01,4.3,0,26.73,53.05,59.43,45.53,148.3,0,2.38,0,0,113.13,130.75,0.98,27.67,20,42.15,0,0,67.58,97.18,0,0,92.11,19.56,0,0,150.25,48.57,85.35,0,4.11,20.8,10.41,0,9,418.77,0,21.63,0,0,0,0,110.53,0,16.86,0,0,0,5.65,2.28,37.71,0,0,0

