Block,Time Block,DADRI_RF,DADRI_LF,TEHRI,TelanganaSTPP,TANDA2,SINGRAULI,UNCHAHAR1,TALST2,TANAKPUR,TEHRIPSP,TALA,SINGRAULI_HYDRO,UNCHAHAR2,URI,ANTA_LF,AURY_GF,DADRI_CRF,UNCHAHAR4,VALLURNTECL,ANTA_GF,AURY_CRF,AURY_RF,URI2,UNCHAHAR3,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,SIMHST2,RSTPSU1TO6,SALAL,SEWA2,RSTPSU7,RIHAND3,SASAN,SIMHST1,MAPS,NLCEXP,NLCIIST1,NJPC,NLCIIST2,RAMPUR,NLCTS2EXP,NAPP,NNTPP,NTPL,PARBATI3,PARBATI2,KUDGI,RAPPB,RAPPD,RAPPC,RIHAND1,RIHAND2,KKNP,KKNPPU2,KISHANGANGA,KHSTPP-II,KGSU1AND2,JHAJJAR,BRBCL,CHAMERA3,CHAMERA2,CHAMERA1,FSTPP I & II,DULHASTI,KHSTPP-I,KGSU3AND4,KOTESHWR,KOLDAM,BSIUL,DHAULIGNGA,DADRT2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,0,49.87,0,5.34,143.49,20.56,0,12.33,0,23.63,1.09,42.58,29.75,0,0,0,3.1,0,0,0,0,37.51,25.97,0,0,0,0,0,0,82.21,0,0,125.93,332.97,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,31.88,74.06,120.57,0,0,6.79,142.74,0,222.4,13.48,32.67,45.35,40.57,20.02,53.3,32.43,0,19.53,8.3,0,40.87,528.78,0,0,0,0,0

7,01:30-01:45,0,0,49.87,0,5.34,143.49,20.56,0,12.33,0,23.63,1.09,42.58,29.75,0,0,0,3.1,0,0,0,0,25.51,25.97,0,0,0,0,0,0,82.21,0,0,125.93,332.97,0,0,0,0,169.2,0,5.49,0,23.56,0,0,31.48,0,0,0,23.87,31.88,74.06,120.57,0,0,6.79,142.74,0,222.4,13.48,32.67,45.35,40.57,20.02,53.3,32.43,0,19.53,8.3,0,40.87,528.78,0,0,0,0,0

8,01:45-02:00,0,0,49.87,0,5.34,143.49,20.56,0,12.33,0,23.63,1.09,42.58,29.75,0,0,0,3.1,0,0,0,0,25.51,25.97,0,0,0,0,0,0,82.21,0,0,125.93,332.97,0,0,0,0,169.2,0,5.49,0,23.56,0,0,31.48,0,0,0,23.87,31.88,74.06,120.57,0,0,6.79,142.74,0,222.4,13.48,32.67,45.35,40.57,20.02,53.3,32.43,0,9.76,8.3,0,40.87,528.78,0,0,0,0,0

9,02:00-02:15,0,0,49.87,0,5.34,135.6,20.56,0,12.33,0,23.63,1.09,42.58,29.75,0,0,0,3.1,0,0,0,0,25.51,25.97,0,0,0,0,0,0,82.21,0,0,125.93,332.97,0,0,0,0,169.2,0,5.49,0,23.56,0,0,31.48,0,0,0,23.87,31.88,74.06,120.57,0,0,6.79,142.74,0,222.4,13.48,32.67,45.35,40.57,20.02,53.3,32.43,0,9.76,8.3,0,40.87,468.63,0,0,0,0,0

10,02:15-02:30,0,0,49.87,0,5.34,135.6,20.56,0,12.33,0,23.63,1.09,42.58,29.75,0,0,0,3.1,0,0,0,0,25.51,25.97,0,0,0,0,0,0,82.21,0,0,125.93,332.97,0,0,0,0,169.2,0,5.49,0,23.56,0,0,31.48,0,0,0,23.87,31.88,74.06,120.57,0,0,6.79,142.74,0,222.4,13.48,32.67,45.35,40.57,20.02,53.3,32.43,0,9.76,8.3,0,40.87,390.46,0,0,0,0,0

11,02:30-02:45,0,0,49.87,0,5.34,135.6,20.56,0,12.33,0,23.63,1.09,42.58,29.75,0,0,0,3.1,0,0,0,0,25.51,25.97,0,0,0,0,0,0,82.21,0,0,125.93,332.97,0,0,0,0,169.2,0,5.49,0,23.56,0,0,31.48,0,0,0,23.87,31.88,74.06,120.57,0,0,6.79,142.74,0,222.4,13.48,32.67,45.35,40.57,20.02,53.3,32.43,0,9.76,8.3,0,40.87,324.31,0,0,0,0,0

12,02:45-03:00,0,0,49.87,0,5.34,135.6,20.56,0,11.46,0,23.63,1.09,42.58,29.75,0,0,0,3.1,0,0,0,0,25.51,25.97,0,0,0,0,0,0,82.21,0,0,125.93,332.97,0,0,0,0,169.2,0,5.49,0,23.56,0,0,31.48,0,0,0,23.87,31.88,74.06,120.57,0,0,6.79,142.74,0,200.27,13.48,32.67,45.35,40.57,20.02,53.3,32.43,0,9.76,8.3,0,40.87,253.58,0,0,0,0,0

13,03:00-03:15,0,0,49.87,0,5.34,135.6,20.84,0,11.46,0,23.63,1.09,43.31,29.75,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,77.73,0,0,125.93,332.97,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,31.88,74.06,120.57,0,0,6.79,142.74,0,179.09,14.52,32.67,45.35,40.57,20.02,53.3,32.43,0,9.76,8.3,0,40.87,194.84,0,0,0,0,0

14,03:15-03:30,0,0,49.87,0,5.34,135.6,20.84,0,11.46,0,23.63,1.09,43.31,29.75,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,77.73,0,0,125.93,332.97,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,31.88,74.06,120.57,0,0,6.79,142.74,0,157.92,16.45,32.67,45.35,40.57,20.02,53.3,32.43,0,9.76,8.3,0,40.87,205.88,0,0,0,0,0

15,03:30-03:45,0,0,49.87,0,5.34,135.6,20.84,0,11.46,0,23.63,1.09,43.31,29.75,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,77.73,0,0,125.93,332.97,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,31.88,74.06,120.57,0,0,6.79,142.74,0,129.04,16.07,32.67,45.35,40.57,20.02,53.3,32.43,0,9.76,8.3,0,40.87,242.96,0,0,0,0,0

16,03:45-04:00,0,0,49.87,0,5.34,135.6,20.84,0,11.46,0,23.63,1.09,43.31,29.75,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,77.73,0,0,125.93,332.97,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,31.88,74.06,120.57,0,0,6.79,142.74,0,127.12,17.16,32.67,45.35,40.57,20.02,53.3,32.43,0,9.76,8.3,0,40.87,242.96,0,0,0,0,0

17,04:00-04:15,0,0,49.87,0,5.34,135.6,20.84,0,12.33,0,23.48,1.09,43.31,29.75,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,77.73,0,0,125.93,332.97,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,31.88,74.06,120.57,0,0,6.79,142.74,0,127.12,17.36,32.67,45.35,40.57,20.02,53.3,32.43,0,9.76,8.3,0,40.87,242.96,0,0,0,0,0

18,04:15-04:30,0,0,49.87,0,5.34,135.6,20.84,0,12.33,0,23.48,1.09,43.31,29.75,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,77.73,0,0,125.93,332.97,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,31.88,74.06,120.57,0,0,6.79,142.74,0,127.12,17.88,32.67,45.35,40.57,20.02,53.3,32.43,0,9.76,8.3,0,40.87,242.96,0,0,0,0,0

19,04:30-04:45,0,0,49.87,0,5.34,135.6,20.84,0,12.33,0,23.34,1.09,43.31,31.88,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,77.73,0,0,125.93,332.97,0,0,0,0,169.2,0,5.49,0,23.56,0,0,31.48,0,0,0,23.87,31.88,74.06,120.57,0,0,6.79,142.74,0,127.12,18.59,32.67,45.35,40.57,20.02,53.3,32.43,0,9.76,8.3,0,40.87,242.96,0,0,0,0,0

20,04:45-05:00,0,0,49.87,0,5.34,135.6,20.84,0,12.33,0,23.34,1.09,43.31,31.88,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,77.73,0,0,125.93,332.97,0,0,0,0,169.2,0,5.49,0,23.56,0,0,31.48,0,0,0,23.87,31.88,74.06,120.57,0,0,6.79,142.74,0,127.12,20.76,32.67,45.35,40.57,20.02,53.3,32.43,0,9.76,8.3,0,40.87,242.96,0,0,0,0,0

21,05:00-05:15,0,0,49.87,0,5.34,135.6,20.84,0,12.33,0,23.21,1.09,43.31,31.88,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,77.73,0,0,125.93,332.97,0,0,0,0,169.2,0,5.49,0,23.56,0,0,31.48,0,0,0,23.87,31.88,74.06,120.57,0,0,6.79,142.74,0,138.67,23.44,32.67,45.35,40.57,20.02,53.3,32.43,0,9.76,8.3,0,40.87,307.93,0,0,0,0,0

22,05:15-05:30,0,0,49.87,0,5.34,135.6,20.84,0,12.33,0,23.21,1.09,43.31,31.88,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,77.73,0,0,125.93,332.97,0,0,0,0,169.2,0,5.49,0,23.56,0,0,31.48,0,0,0,23.87,31.88,74.06,120.57,0,0,6.79,142.74,0,138.67,24.05,32.67,45.35,40.57,20.02,53.3,32.43,0,9.76,8.3,0,40.87,291.12,0,0,0,0,0

23,05:30-05:45,0,0,49.87,0,5.34,135.6,20.84,0,11.46,0,22.92,1.07,43.31,29.75,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,77.73,0,0,125.93,332.97,0,0,0,0,169.2,0,5.49,0,23.56,0,0,31.48,0,0,0,23.87,31.88,80.73,120.57,0,0,6.79,142.74,0,138.67,24.05,32.67,45.35,40.57,20.02,53.3,32.43,0,9.76,8.3,0,40.87,242.99,0,0,0,0,0

24,05:45-06:00,0,0,49.87,0,5.34,135.6,20.84,0,11.46,0,22.77,1.07,43.31,29.75,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,77.73,0,0,125.93,332.97,0,0,0,0,169.2,0,5.49,0,23.56,0,0,31.48,0,0,0,23.87,31.88,90.82,120.57,0,0,6.79,142.74,0,152.06,20.1,32.67,45.35,40.57,20.02,53.3,32.43,0,9.76,8.3,0,40.87,242.99,0,0,0,0,0

25,06:00-06:15,0,0,49.87,0,5.34,135.6,20.56,0,11.46,0,22.5,1.07,43.31,50.4,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,77.73,0,0,125.93,332.97,0,0,0,0,169.2,0,5.49,0,23.56,0,0,31.48,0,0,0,23.87,31.88,80.67,120.57,0,0,6.79,142.74,0,150,19.63,32.67,45.35,40.57,20.02,53.3,32.43,0,9.76,8.3,0,40.87,242.99,0,0,0,0,0

26,06:15-06:30,0,0,37.4,0,5.34,135.6,20.56,0,11.46,0,22.36,1.07,43.31,50.4,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,77.73,0,0,125.93,332.97,0,0,0,0,169.2,0,5.49,0,23.56,0,0,31.48,0,0,0,23.87,31.88,80.67,120.57,0,0,6.79,142.74,0,149.48,22.87,32.67,45.35,40.57,20.02,53.3,32.43,0,9.76,8.3,0,40.87,242.99,0,0,0,0,0

27,06:30-06:45,0,0,24.93,0,5.34,135.6,20.56,0,11.46,0,22.07,1.07,43.31,50.4,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,77.73,0,0,125.93,332.97,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,31.88,93.91,120.57,0,0,6.79,142.74,0,139.99,24.05,32.67,45.35,40.57,20.02,53.3,32.43,0,9.76,8.3,0,40.87,281.49,0,0,0,0,0

28,06:45-07:00,0,0,12.46,0,5.34,135.6,20.56,0,11.46,0,22.07,1.07,43.31,50.4,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,77.73,0,0,125.93,332.97,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,31.88,94.63,120.57,0,0,6.79,142.74,0,138.67,20.22,32.67,45.35,40.57,20.02,53.3,32.43,0,9.76,8.3,0,40.87,300.74,0,0,0,0,0

29,07:00-07:15,0,0,0,0,5.34,135.6,20.56,0,11.46,0,29.14,1.07,43.31,38.26,0,0,0,3.1,0,0,0,0,25.51,26.65,0,0,0,0,0,0,77.73,0,0,125.93,332.97,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,31.88,94.63,120.57,0,0,6.79,142.74,0,138.67,21.54,32.67,45.35,40.57,20.02,53.3,32.43,0,9.76,8.3,0,40.87,250.57,0,0,0,0,0

30,07:15-07:30,0,0,0,0,5.34,135.6,18.04,0,11.46,0,28.87,1.07,37.69,38.26,0,0,0,3.1,0,0,0,0,25.51,23.15,0,0,0,0,0,0,77.73,0,0,125.93,332.97,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,31.88,94.63,120.57,0,0,6.79,142.74,0,138.67,21.3,32.67,45.35,40.57,20.02,53.3,32.43,0,9.76,8.3,0,40.87,213.16,0,0,0,0,0

31,07:30-07:45,0,0,0,0,5.34,135.6,17.79,0,11.46,0,28.87,1.07,37.69,38.26,0,0,0,3.1,0,0,0,0,25.51,23.15,0,0,0,0,0,0,77.73,0,0,125.93,324.84,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,53.64,94.63,120.57,0,0,6.79,142.74,0,127.12,19.72,32.67,45.35,40.57,20.02,53.3,32.43,0,9.76,8.3,0,40.87,191.02,0,0,0,0,0

32,07:45-08:00,0,0,0,0,5.34,135.6,15.19,0,11.46,0,28.87,1.07,32.14,38.26,0,0,0,3.1,0,0,0,0,25.51,20.45,0,0,0,0,0,0,77.73,0,0,125.93,324.84,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,53.64,94.63,120.57,0,0,6.79,142.74,0,127.12,18.02,32.67,45.35,40.57,17.58,53.3,29.87,0,9.76,8.3,0,40.87,142.89,0,0,0,0,0

33,08:00-08:15,0,0,0,0,5.34,135.6,14.9,0,11.46,0,29,1.07,32.14,38.26,0,0,0,3.1,0,0,0,0,37.51,18.61,0,0,0,0,0,0,77.73,0,0,125.93,324.84,0,0,0,0,169.2,0,5.49,0,23.56,0,0,31.48,0,0,0,23.87,53.64,94.63,120.57,0,0,6.79,123.55,0,127.12,18.08,32.67,45.35,40.57,14.43,53.3,27.41,0,9.76,8.3,0,40.87,152.52,0,0,0,0,0

34,08:15-08:30,0,0,0,0,5.34,135.6,14.9,0,11.46,0,29.14,1.07,32.14,38.26,0,0,0,3.1,0,0,0,0,37.51,18.61,0,0,0,0,0,0,77.73,0,0,125.93,324.84,0,0,0,0,169.2,0,5.49,0,23.56,0,0,31.48,0,0,0,23.87,53.64,94.63,120.57,0,0,6.79,142.74,0,127.12,18.46,32.67,45.35,40.57,14.1,53.3,27.41,0,9.76,8.3,0,40.87,152.52,0,0,0,0,0

35,08:30-08:45,0,0,0,0,5.34,135.6,14.9,0,11.46,0,23.91,1.07,32.14,38.26,0,0,0,3.1,0,0,0,0,37.51,18.61,0,0,0,0,0,0,77.73,0,0,125.93,324.84,0,0,0,0,169.2,0,5.49,0,23.56,0,0,31.48,0,0,0,23.87,53.64,94.63,120.57,0,0,6.79,142.74,0,127.12,18.88,32.67,45.35,40.57,14.1,53.3,27.41,0,9.76,8.3,0,40.87,152.52,0,0,0,0,0

36,08:45-09:00,0,0,0,0,5.34,135.6,14.9,0,11.46,0,23.91,1.07,32.14,38.26,0,0,0,3.1,0,0,0,0,37.51,18.61,0,0,0,0,0,0,77.73,0,0,125.93,324.84,0,0,0,0,169.2,0,5.49,0,23.56,0,0,31.48,0,0,0,23.87,53.64,94.63,120.57,0,0,6.79,142.74,0,127.12,18.85,32.67,45.35,40.57,14.1,53.3,27.41,0,9.76,8.3,0,40.87,152.52,0,0,0,0,0

37,09:00-09:15,0,0,0,0,5.34,135.6,14.9,0,11.46,0,17.86,1.07,32.14,38.26,0,0,0,3.1,0,0,0,0,24,18.61,0,0,0,0,0,0,77.73,0,0,125.93,324.84,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,55.2,94.63,120.57,0,0,6.79,142.74,0,127.12,18.58,32.67,45.35,40.57,14.1,53.3,29.87,0,9.76,8.3,0,40.87,152.52,0,0,0,0,0

38,09:15-09:30,0,0,0,0,5.34,135.6,14.9,0,11.46,0,18,1.07,32.14,38.26,0,0,0,3.1,0,0,0,0,24,18.61,0,0,0,0,0,0,77.73,0,0,125.93,324.84,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,55.2,94.63,120.57,0,0,6.79,142.74,0,127.12,18.42,32.67,45.35,40.57,16.86,53.3,33.59,0,9.76,8.3,0,40.87,200.64,0,0,0,0,0

39,09:30-09:45,0,0,0,0,2.94,135.6,14.9,0,11.46,0,18,1.07,32.14,38.26,0,0,0,2.76,0,0,0,0,24,18.61,0,0,0,0,0,0,77.73,0,0,125.93,327.33,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,55.2,94.63,120.57,0,0,6.79,142.74,0,127.12,18.65,32.67,45.35,40.57,14.1,53.3,35.05,0,9.76,8.3,0,40.87,248.77,0,0,0,0,0

40,09:45-10:00,0,0,0,0,2.94,135.6,14.9,0,11.46,0,18,1.07,32.14,38.26,0,0,0,2.76,0,0,0,0,24,18.61,0,0,0,0,0,0,77.73,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,55.2,94.63,120.57,0,0,6.79,142.74,0,127.12,19.29,32.67,45.35,40.57,16.86,53.3,36.51,0,9.76,8.3,0,40.87,248.77,0,0,0,0,0

41,10:00-10:15,0,0,0,0,2.94,135.6,14.9,0,11.46,0,19.83,1.07,32.14,50.4,0,0,0,2.76,0,0,0,0,37.51,18.61,0,0,0,0,0,0,77.73,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,55.2,94.63,120.57,0,0,6.79,142.74,0,127.12,19.17,32.67,45.35,40.57,16.86,53.3,39.43,0,9.76,8.3,0,40.87,248.77,0,0,0,0,0

42,10:15-10:30,0,0,0,0,2.94,135.6,14.9,0,11.46,0,19.83,1.07,32.14,50.4,0,0,0,2.76,0,0,0,0,37.51,18.61,0,0,0,0,0,0,77.73,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,55.2,94.63,120.57,0,0,6.79,142.74,0,127.12,17.47,32.67,45.35,40.57,16.86,53.3,40.9,0,9.76,8.3,0,40.87,248.77,0,0,0,0,0

43,10:30-10:45,0,0,0,0,2.94,135.6,14.9,0,11.46,0,18.7,1.04,32.14,50.4,0,0,0,2.43,0,0,0,0,24,18.61,0,0,0,0,0,0,77.73,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,56.75,94.63,120.57,0,0,6.79,142.74,0,127.12,16.39,32.67,45.35,40.57,16.86,53.3,41.71,0,9.76,8.3,0,40.87,248.77,0,0,0,0,0

44,10:45-11:00,0,0,0,0,2.94,135.6,14.9,0,11.46,0,18.7,1.04,32.14,50.4,0,0,0,2.43,0,0,0,0,24,18.61,0,0,0,0,0,0,77.73,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,56.75,94.63,120.57,0,0,6.79,142.74,0,127.12,16.84,32.67,45.35,40.57,16.86,53.3,43.18,0,9.76,8.3,0,40.87,248.77,0,0,0,0,0

45,11:00-11:15,0,0,0,0,2.94,135.6,17.26,0,11.46,0,25.92,1.04,36.43,27.63,0,0,0,1.7,0,0,0,0,24,21.46,0,0,0,0,0,0,49.21,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,56.75,94.63,120.57,0,0,6.79,142.74,0,127.12,16.84,32.67,45.35,40.57,16.86,53.3,43.82,0,9.76,8.3,0,40.87,200.64,0,0,0,0,0

46,11:15-11:30,0,0,0,0,2.94,135.6,17.26,0,11.46,0,25.94,1.04,36.43,25.5,0,0,0,1.7,0,0,0,0,24,21.46,0,0,0,0,0,0,49.21,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,56.75,94.63,120.57,0,0,6.79,142.74,0,127.12,16.84,32.67,45.35,40.57,16.86,53.3,43.82,0,9.76,8.3,0,40.87,152.52,0,0,0,0,0

47,11:30-11:45,0,0,0,0,2.94,135.6,17.26,0,11.46,0,25.98,1.04,36.43,34.53,0,0,0,1.7,0,0,0,0,25.51,21.46,0,0,0,0,0,0,49.21,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,56.75,94.63,120.57,0,0,6.79,123.52,0,127.12,17.81,32.67,45.35,40.57,16.86,53.3,38.47,0,9.76,8.3,0,40.87,104.39,0,0,0,0,0

48,11:45-12:00,0,0,0,0,2.94,135.6,17.26,0,11.46,0,26.04,1.04,36.43,34.53,0,0,0,1.7,0,0,0,0,25.51,21.46,0,0,0,0,0,0,49.21,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,56.75,94.63,120.57,0,0,6.79,123.52,0,127.12,18.98,32.67,45.35,40.57,16.86,53.3,38.47,0,9.76,8.3,0,40.87,101.21,0,0,0,0,0

49,12:00-12:15,0,0,0,0,2.94,135.6,17.26,0,11.46,0,26.09,1.04,36.43,31.88,0,0,0,1.7,0,0,0,0,25.51,21.46,0,0,0,0,0,0,49.21,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,56.75,94.63,120.57,0,0,6.79,142.74,0,123.43,22.78,32.67,45.35,40.57,16.86,53.3,43.82,0,9.76,8.3,0,40.87,101.21,0,0,0,0,0

50,12:15-12:30,0,0,0,0,2.94,135.6,17.26,0,11.46,0,26.2,1.04,36.43,31.88,0,0,0,1.7,0,0,0,0,25.51,21.46,0,0,0,0,0,0,49.21,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,58.31,94.63,120.57,0,0,6.79,142.74,0,123.43,21.93,32.67,45.35,40.57,16.86,53.3,43.82,0,9.76,8.3,0,40.87,101.21,0,0,0,0,0

51,12:30-12:45,0,0,0,0,2.94,135.6,17.26,0,11.46,0,26.29,1.04,36.43,31.88,0,0,0,1.7,0,0,0,0,25.51,21.46,0,0,0,0,0,0,49.21,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,58.31,94.63,120.57,0,0,6.79,142.74,0,123.43,20.23,32.67,45.35,40.57,16.86,53.3,43.82,0,9.76,8.3,0,40.87,149.33,0,0,0,0,0

52,12:45-13:00,0,0,0,0,2.94,135.6,17.26,0,11.46,0,26.35,1.04,36.43,31.88,0,0,0,1.7,0,0,0,0,25.51,21.46,0,0,0,0,0,0,49.21,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,58.31,94.63,120.57,0,0,6.79,142.74,0,123.43,20.35,32.67,45.35,40.57,16.86,53.3,43.82,0,9.76,8.3,0,40.87,197.46,0,0,0,0,0

53,13:00-13:15,0,0,0,0,2.94,135.6,17.26,0,11.46,0,26.43,1.04,36.43,25.5,0,0,0,1.7,0,0,0,0,25.51,21.46,0,0,0,0,0,0,78.85,0,0,125.93,327.55,0,0,0,0,169.2,0,5.49,0,23.56,0,0,21.46,0,0,0,23.87,58.31,94.63,120.57,0,0,6.79,142.74,0,123.43,19.72,32.67,45.35,40.57,16.86,53.3,43.82,0,9.76,8.3,0,40.87,245.58,0,0,0,0,0

