Block,Time Block,CHAMERA2,CHAMERA1,BRBCL,BSIUL,RAMPUR,RAPPB,RIHAND3,RAPPC,RIHAND1,RIHAND2,RSTPSU1TO6,RSTPSU7,SALAL,SASAN,SEWA2,KGSU3AND4,KGSU1AND2,NLCEXP,NJPC,NAPP,NTPL,PARBATI3,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,KOLDAM,MAPS,KKNP,KUDGI,KKNPPU2,KOTESHWR,CHAMERA3,DADRT2,JHAJJAR,DHAULIGNGA,FSTPP I & II,DULHASTI,KHSTPP-I,KISHANGANGA,KHSTPP-II,DADRI_RF,TEHRI,UNCHAHAR1,SINGRAULI_HYDRO,TANDA2,SIMHST1,TALST2,SIMHST2,TALA,UNCHAHAR2,TANAKPUR,TelanganaSTPP,SINGRAULI,AURY_LF,DADRI_GF,URI2,ANTA_LF,UNCHAHAR3,AURY_GF,DADRI_CRF,ANTA_GF,AURY_CRF,URI,AURY_RF,DADRI_LF,VALLURNTECL,ANTA_CRF,ANTA_RF,UNCHAHAR4,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
60,14:45-15:00,0,0,19.27,6.28,0,0,119.82,24.46,88.47,114.45,0,0,12.88,336.31,15.24,0,0,0,22.54,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,0,304.67,345.57,8.81,11.26,0,24.59,0,78.61,0,0,11.45,0.76,0,0,0,0,0,24.44,0,0,134.62,0,0,23.33,0,16.63,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,0,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,336.31,15.24,0,0,0,22.54,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,0,304.67,345.57,8.81,11.26,0,24.59,0,94.94,0,10.5,11.45,0.76,0,0,0,0,0,24.44,1.98,0,134.62,0,0,23.33,0,16.63,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,0,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,336.31,15.24,0,0,0,22.54,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,0,304.67,345.57,8.81,11.26,0,32.63,0,123.18,0,10.5,11.45,0.76,0,0,0,0,0,24.44,1.98,0,134.62,0,0,23.33,0,16.63,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,0,0,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,336.31,15.24,0,0,0,22.54,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,0,304.67,345.57,8.81,11.62,0,32.63,0,123.18,0,10.5,11.45,0.76,0,0,0,0,0,23.3,1.98,0,134.62,0,0,23.33,0,16.63,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,0,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,336.31,15.24,0,0,0,22.54,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,0,304.67,345.57,8.81,11.62,0,38.07,0,142.92,0,21.01,11.45,0.76,0,0,0,0,0,23.3,1.98,0,134.62,0,0,23.33,0,16.63,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,0,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,336.31,15.24,0,0,0,22.54,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,0,362.5,345.57,8.81,17.54,0,44.17,0,142.92,0,31.51,11.99,0.76,0,0,0,0,0,25.29,1.6,0,134.62,0,0,23.33,0,16.63,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,0,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,336.31,15.24,0,0,0,41.98,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,0,381.77,345.57,8.81,17.54,0,44.17,0,142.92,0,31.51,15.64,0.76,0,0,0,0,0,33.27,1.6,0,134.62,0,0,23.33,0,19.49,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,0,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,336.31,15.24,0,0,0,41.98,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,0,429.95,345.57,8.81,17.54,0,44.17,0,142.92,0,31.51,19.72,0.76,0,0,0,0,0,40.85,1.6,0,134.62,0,0,23.33,0,23.89,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,0,19.27,6.28,0,0,119.82,24.46,80.76,114.45,0,0,12.88,336.31,15.24,0,0,0,41.98,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,0,477.18,345.57,8.81,17.54,0,44.17,0,142.92,0,31.51,20.09,0.76,0,0,0,0,0,40.85,1.6,0,134.62,0,0,23.33,0,25.44,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,0,19.27,1.06,0,0,119.82,24.46,84.61,114.45,0,0,12.88,336.31,15.24,0,0,0,41.98,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,0,568.36,364.08,8.81,17.54,0,44.17,0,142.92,0,31.51,20.09,0.76,0,0,0,0,0,40.85,1.6,0,134.62,0,0,25.92,0,25.44,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,3.22,0,19.27,1.06,0,0,119.82,24.46,88.66,114.45,0,0,12.88,336.31,15.24,0,0,0,41.98,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,0,654.28,432.95,8.81,17.54,0,44.17,0,142.92,0,31.51,20.09,0.76,0,0,0,0,0,40.85,1.6,0,134.62,0,0,25.92,0,25.44,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,12.69,0,19.27,1.06,0,0,119.82,24.46,88.66,114.45,0,0,25.76,336.31,15.24,0,0,0,41.98,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,0,658.34,537.06,8.81,17.54,0,44.17,0,142.92,0,31.51,20.09,0.76,0,0,0,0,0,40.85,1.6,0,134.62,0,0,25.92,0,25.44,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,12.69,12.72,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,25.76,336.31,15.24,0,0,0,67.62,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,9.33,658.34,537.13,7.63,17.54,15.88,44.17,0,142.92,0,31.51,20.09,0.76,0,0,0,0,0,40.85,1.6,0,134.62,0,0,25.92,0,25.44,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,25.38,23.68,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,25.76,336.31,15.24,0,0,0,90.16,41.17,0,0,0,0,0,0,0,0,0,0,0,17.11,18.65,658.34,463.62,15.27,17.54,31.76,44.17,0,142.92,0,31.51,20.09,0.76,0,0,0,0,0,40.85,1.6,0,134.62,0,0,25.92,0,25.44,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,38.08,40.62,19.27,18.85,0,0,119.82,24.46,88.66,114.45,0,0,25.76,336.31,15.24,0,0,0,135.26,41.17,0,0,0,0,0,0,0,0,0,0,0,37.63,28.01,658.34,514.55,17.61,17.54,47.64,44.17,0,142.92,0,42.25,20.09,0.76,0,0,0,0,0,40.85,1.6,0,134.62,0,0,25.92,0,25.44,0,0,0,0,38.31,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,38.08,40.62,19.27,18.85,0,0,119.82,24.46,88.66,114.45,0,0,25.76,336.31,15.24,0,0,0,135.26,41.17,0,0,0,0,0,0,0,0,0,0,0,37.63,28.01,658.34,514.55,35.22,17.54,47.64,44.17,0,142.92,0,42.25,20.09,0.76,0,0,0,0,0,40.85,1.6,0,134.62,0,0,25.92,0,25.44,0,0,0,0,38.31,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,38.08,40.62,19.27,18.85,0,0,119.82,24.46,88.66,114.45,0,0,25.76,336.31,15.24,0,0,0,135.26,41.17,0,0,0,0,0,0,0,0,0,0,0,37.63,28.01,658.34,514.55,35.22,17.54,47.64,44.17,0,142.92,0,42.25,20.09,0.76,0,0,0,0,0,40.85,1.6,0,134.62,0,0,25.92,0,25.44,0,0,0,0,38.31,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,38.08,40.62,19.27,18.85,0,0,119.82,24.46,88.66,114.45,0,0,25.76,336.31,15.24,0,0,0,135.26,41.17,0,3.68,0,0,0,0,0,0,0,0,0,37.63,28.01,658.34,514.55,35.22,17.54,47.64,44.17,0,142.92,0,42.25,20.09,0.76,0,0,0,0,0,40.85,1.6,0,134.62,0,0,27.22,0,25.44,0,0,0,0,38.31,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,38.08,40.62,19.27,18.85,0,0,119.82,24.46,88.66,114.45,0,0,25.76,336.31,15.24,0,0,0,135.26,41.17,0,15.94,0,0,0,0,0,0,0,0,0,37.63,28.01,658.34,514.55,35.22,17.54,47.64,44.17,0,142.92,0,42.25,20.09,0.76,0,0,0,0,0,40.85,1.6,0,134.62,0,0,27.22,0,25.44,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,38.08,40.62,19.27,18.85,0,0,119.82,24.46,88.66,114.45,0,0,25.76,336.31,15.24,0,0,0,135.26,41.17,0,15.94,0,0,0,0,0,0,0,0,0,37.63,28.01,658.34,574.44,26.42,17.54,47.64,44.17,0,142.92,0,42.25,20.09,0.76,0,0,0,0,0,40.85,1.6,0,134.62,0,0,27.22,0,25.44,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,38.08,40.62,19.27,18.85,0,0,119.82,24.46,88.66,114.45,0,0,25.76,336.31,15.24,0,0,0,135.26,41.17,0,15.94,0,0,0,0,0,0,0,0,0,37.63,28.01,658.34,609.86,17.61,17.54,47.64,44.17,0,142.92,0,42.25,20.09,0.76,0,0,0,0,0,40.85,1.6,0,134.62,0,0,27.22,0,25.44,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,38.08,40.62,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,25.76,336.31,15.24,0,0,0,112.7,41.17,0,15.94,0,0,0,0,0,0,0,0,0,17.58,18.65,658.34,625.83,17.61,17.54,31.76,44.17,0,142.92,0,42.25,20.09,0.76,0,0,0,0,0,40.85,1.6,0,134.62,0,0,27.22,0,25.44,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,25.38,40.62,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,25.76,336.31,15.24,0,0,0,90.16,41.17,0,15.94,0,0,0,0,0,0,0,0,0,8.55,9.33,658.34,625.8,15.27,17.54,15.88,44.17,0,142.92,0,42.25,20.09,0.76,0,0,0,0,0,40.85,1.6,0,134.62,0,0,27.22,0,25.44,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,25.38,27.03,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,25.76,336.31,15.24,0,0,0,67.62,41.17,0,15.94,0,0,0,0,0,0,0,0,0,8.55,9.33,658.34,625.8,8.81,17.54,15.88,44.17,0,142.92,0,42.25,20.09,0.76,0,0,0,0,0,40.85,1.6,0,134.62,0,0,27.22,0,25.44,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,25.38,22.84,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,25.76,336.31,15.24,0,0,0,45.08,41.17,0,3.44,0,0,0,0,0,0,0,0,0,8.55,9.33,658.34,625.8,8.81,17.54,15.88,44.17,0,142.92,0,31.51,20.09,0.76,0,0,0,0,0,40.85,1.6,0,134.62,0,0,27.22,0,25.44,0,0,0,0,33.52,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,25.38,22.84,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,25.76,336.31,15.24,0,0,0,22.64,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,9.33,658.34,628.29,8.81,17.54,15.88,44.17,0,142.92,0,31.51,20.09,0.76,0,0,0,0,0,40.85,1.6,0,134.62,0,0,27.22,0,25.44,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,12.69,12.72,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,25.76,336.31,15.24,0,0,0,22.64,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,9.33,658.34,628.31,8.81,17.54,15.88,44.17,0,142.92,0,31.51,20.09,0.76,0,0,0,0,0,40.85,1.6,0,134.62,0,0,27.22,0,25.44,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,12.69,12.72,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,25.76,336.31,15.24,0,0,0,0,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,9.33,658.34,628.31,8.81,17.54,15.88,44.17,0,142.92,0,31.51,20.09,0.76,0,0,0,0,0,40.85,1.6,0,134.62,0,0,27.22,0,25.44,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,12.69,0,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,25.76,336.31,15.24,0,0,0,0,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,9.33,658.34,628.31,8.81,17.54,15.88,44.17,0,142.92,0,21.01,20.09,0.76,0,0,0,0,0,40.85,1.6,0,134.62,0,0,27.22,0,25.44,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,12.69,0,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,336.31,15.24,0,0,0,0,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,9.33,658.34,628.31,8.81,17.54,15.88,44.17,0,142.92,0,21.01,20.09,0.76,0,0,0,0,0,40.85,1.6,0,134.62,0,0,27.22,0,25.44,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,12.69,0,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,336.31,15.24,0,0,0,0,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,9.33,658.34,628.31,8.81,17.54,15.88,44.17,0,142.92,0,21.01,20.09,0.76,0,0,0,0,0,40.85,1.6,0,134.62,0,0,27.22,0,25.44,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,12.69,0,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,336.31,15.24,0,0,0,0,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,9.33,658.34,628.31,0,17.54,15.88,44.17,0,142.92,0,21.01,20.09,0.76,0,0,0,0,0,40.85,1.6,0,134.62,0,0,27.22,0,25.44,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,12.69,0,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,336.31,15.24,0,0,0,0,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,9.33,658.34,628.31,0,17.54,15.88,44.17,0,142.92,0,20.77,20.09,0.76,0,0,0,0,0,40.85,1.6,0,134.62,0,0,27.22,0,25.44,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,12.69,0,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,336.31,15.24,0,0,0,0,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,9.33,654.35,628.31,0,17.54,15.88,44.17,0,142.92,0,20.04,20.09,0.76,0,0,0,0,0,40.85,1.6,0,134.62,0,0,27.22,0,25.44,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,12.69,0,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,12.88,336.31,15.24,0,0,0,0,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,9.33,654.35,628.31,0,17.54,15.88,44.17,0,142.92,0,20.04,20.09,0.76,0,0,0,0,0,40.85,1.6,0,134.62,0,0,27.22,0,25.44,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,12.69,0,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,25.76,336.31,15.24,0,0,0,0,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,9.33,658.34,628.31,0,17.54,15.88,44.17,0,142.92,0,10.01,20.09,0.76,0,0,0,0,0,40.85,1.6,0,134.62,0,0,24.63,0,25.44,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,12.69,0,19.27,6.28,0,0,119.82,24.46,88.66,114.45,0,0,25.76,336.31,15.24,0,0,0,0,41.17,0,0,0,0,0,0,0,0,0,0,0,8.55,9.33,658.34,628.31,0,17.54,15.88,44.17,0,142.92,0,10.01,20.09,0.76,0,0,0,0,0,40.85,1.6,0,134.62,0,0,24.63,0,25.44,0,0,0,0,34.05,0,0,0,0,0,0,0,0,0,0,0

