Block,Time,ANTA_GF,URI,DADRI_GF,ANTA_RF,UNCHAHAR4,DULHASTI,DADRI_LF,KOTESHWR,SINGRAULI,RIHAND3,UNCHAHAR1,TANDA2,RAPPB,RAMPUR,UNCHAHAR3,ANTA_CRF,AURY_LF,SINGRAULI_HYDRO,KOLDAM,TEHRI,SALAL,SEWA2,DHAULIGNGA,CHAMERA2,AURY_CRF,AURY_RF,DADRI_CRF,CHAMERA1,AURY_GF,UNCHAHAR2,RIHAND1,RAPPC,BSIUL,NAPP,NJPC,RIHAND2,DADRT2,PARBATI3,DADRI_RF,JHAJJAR,URI2,CHAMERA3,KISHANGANGA,ANTA_LF,TANAKPUR,SASAN,TALA,KHSTPP-I,FSTPP I & II,KHSTPP-II,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,31.987296,0.000000,0.000000,2.984322,57.151604,0.000000,0.000000,144.859328,126.114261,21.856054,5.174842,0.000000,6.514819,26.693728,0.000000,0.000000,0.773921,8.957605,0.000000,75.752523,12.098965,21.023601,46.841134,0.000000,0.000000,0.000000,40.706616,0.000000,43.370818,93.736630,65.179181,6.297789,47.305891,173.807738,120.126204,664.582382,0.000000,0.000000,404.492783,36.594663,33.640024,8.055401,0.000000,0.494876,385.527743,0.000000,42.794598,20.088640,143.228140,19.317738,0,0,0,0,0

2,00:15-00:30,0.000000,31.987296,0.000000,0.000000,2.984322,57.151604,0.000000,0.000000,144.859328,126.114261,21.856054,5.174842,0.000000,6.514819,26.693728,0.000000,0.000000,0.773921,8.957605,0.000000,75.752523,12.098965,21.023601,46.841134,0.000000,0.000000,0.000000,40.706616,0.000000,43.370818,93.736630,65.179181,6.297789,47.305891,173.807738,120.126204,664.582382,0.000000,0.000000,404.492783,36.594663,33.640024,8.055401,0.000000,0.494876,385.716375,0.000000,42.794598,20.088640,143.228140,19.317738,0,0,0,0,0

3,00:30-00:45,0.000000,31.987296,0.000000,0.000000,2.984322,57.151604,0.000000,0.000000,144.859328,126.114261,21.856054,5.174842,0.000000,6.514819,26.693728,0.000000,0.000000,0.773921,8.957605,0.000000,75.752523,12.098965,21.023601,46.841134,0.000000,0.000000,0.000000,40.706616,0.000000,43.370818,93.736630,65.179181,6.297789,47.305891,173.807738,120.126204,660.376953,0.000000,0.000000,364.555489,36.594663,33.640024,8.055401,0.000000,0.494876,385.716375,0.000000,42.794598,20.088640,143.228140,19.317738,0,0,0,0,0

4,00:45-01:00,0.000000,31.987296,0.000000,0.000000,2.984322,57.151604,0.000000,0.000000,144.859328,126.114261,21.856054,5.174842,0.000000,6.514819,26.693728,0.000000,0.000000,0.773921,8.957605,0.000000,75.752523,12.098965,21.023601,46.841134,0.000000,0.000000,0.000000,40.706616,0.000000,43.370818,93.736630,65.179181,6.297789,47.305891,173.807738,120.126204,660.376953,0.000000,0.000000,282.173019,36.594663,33.640024,8.055401,0.000000,0.494876,385.716375,0.000000,42.794598,20.088640,143.228140,19.317738,0,0,0,0,0

5,01:00-01:15,0.000000,31.987296,0.000000,0.000000,2.984322,57.151604,0.000000,0.000000,144.859328,126.114261,21.856054,5.174842,0.000000,6.514819,26.693728,0.000000,0.000000,0.773921,8.957605,0.000000,75.752523,12.098965,21.023601,46.841134,0.000000,0.000000,0.000000,40.706616,0.000000,43.370818,93.736630,65.179181,12.595577,47.305891,173.807738,120.126204,660.376953,0.000000,0.000000,165.894286,36.594663,33.640024,8.055401,0.000000,0.494876,385.716375,0.000000,42.794598,20.088640,143.228140,19.317738,0,0,0,0,0

6,01:15-01:30,0.000000,31.987296,0.000000,0.000000,2.984322,57.151604,0.000000,0.000000,144.859328,126.114261,21.856054,5.174842,0.000000,6.514819,26.693728,0.000000,0.000000,0.773921,8.957605,0.000000,75.752523,12.098965,21.023601,46.841134,0.000000,0.000000,0.000000,40.706616,0.000000,43.370818,93.736630,65.179181,12.595577,47.305891,173.807738,120.126204,660.376953,0.000000,0.000000,123.663253,36.594663,33.640024,8.055401,0.000000,0.494876,385.716375,0.000000,42.794598,20.088640,143.228140,19.317738,0,0,0,0,0

7,01:30-01:45,0.000000,31.987296,0.000000,0.000000,2.984322,57.151604,0.000000,0.000000,144.859328,126.114261,19.729038,5.174842,0.000000,6.514819,26.693728,0.000000,0.000000,0.773921,8.957605,0.000000,75.752523,12.098965,21.023601,46.841134,0.000000,0.000000,0.000000,40.706616,0.000000,40.069123,93.736630,65.179181,12.595577,47.305891,173.807738,120.126204,637.151588,0.000000,0.000000,123.665861,36.594663,33.640024,8.055401,0.000000,0.494876,385.716375,0.000000,42.794598,20.088640,143.228140,19.317738,0,0,0,0,0

8,01:45-02:00,0.000000,31.987296,0.000000,0.000000,2.984322,57.151604,0.000000,0.000000,144.859328,126.114261,19.729038,5.174842,0.000000,6.514819,26.693728,0.000000,0.000000,0.773921,8.957605,0.000000,75.752523,12.098965,21.023601,46.841134,0.000000,0.000000,0.000000,40.706616,0.000000,40.069123,93.736630,65.179181,12.595577,47.305891,173.807738,120.126204,618.268942,0.000000,0.000000,123.665861,36.594663,33.640024,8.055401,0.000000,0.494876,385.716375,0.000000,42.794598,20.088640,143.228140,19.317738,0,0,0,0,0

9,02:00-02:15,0.000000,31.987296,0.000000,0.000000,2.984322,57.151604,0.000000,0.000000,144.859328,126.114261,19.729038,5.174842,0.000000,6.514819,26.693728,0.000000,0.000000,1.108590,8.957605,0.000000,75.752523,12.098965,21.023601,46.841134,0.000000,0.000000,0.000000,40.706616,0.000000,40.069123,93.736630,65.179181,12.595577,47.305891,173.807738,120.126204,660.948417,0.000000,0.000000,123.665861,36.594663,33.640024,8.055401,0.000000,1.732066,391.843169,0.000000,42.794598,20.088640,143.228140,19.317738,0,0,0,0,0

10,02:15-02:30,0.000000,31.987296,0.000000,0.000000,2.984322,57.151604,0.000000,0.000000,144.859328,126.114261,19.729038,5.174842,0.000000,6.514819,26.693728,0.000000,0.000000,1.108590,8.957605,0.000000,75.752523,12.098965,21.023601,46.841134,0.000000,0.000000,0.000000,40.706616,0.000000,40.069123,93.736630,65.179181,12.595577,47.305891,173.807738,120.126204,660.948417,0.000000,0.000000,123.665861,36.594663,33.640024,8.055401,0.000000,9.155205,393.322050,0.000000,42.794598,20.088640,143.228140,19.317738,0,0,0,0,0

11,02:30-02:45,0.000000,31.987296,0.000000,0.000000,2.984322,57.151604,0.000000,0.000000,144.859328,126.114261,19.729038,5.174842,0.000000,6.514819,26.693728,0.000000,0.000000,1.108590,8.957605,0.000000,75.752523,12.098965,21.023601,46.841134,0.000000,0.000000,0.000000,40.706616,0.000000,40.069123,93.736630,65.179181,12.595577,47.305891,173.807738,120.126204,642.413942,0.000000,0.000000,123.665861,36.594663,33.640024,8.055401,0.000000,9.155205,393.322050,0.000000,42.794598,20.088640,143.228140,19.317738,0,0,0,0,0

12,02:45-03:00,0.000000,31.987296,0.000000,0.000000,2.984322,57.151604,0.000000,0.000000,144.859328,126.114261,19.729038,5.174842,0.000000,6.514819,26.693728,0.000000,0.000000,1.108590,8.957605,0.000000,75.752523,12.098965,21.023601,46.841134,0.000000,0.000000,0.000000,40.706616,0.000000,40.069123,93.736630,65.179181,12.595577,47.305891,173.807738,120.126204,618.268942,0.000000,0.000000,123.665861,36.594663,33.640024,8.055401,0.000000,1.732066,393.322050,0.000000,42.794598,20.088640,143.228140,19.317738,0,0,0,0,0

13,03:00-03:15,0.000000,31.987296,0.000000,0.000000,2.984322,57.151604,0.000000,0.000000,144.859328,126.114261,17.755943,5.174842,0.000000,6.514819,22.739085,0.000000,0.000000,0.773921,8.957605,0.000000,75.752523,12.098965,21.023601,46.841134,0.000000,0.000000,0.000000,40.706616,0.000000,35.227072,93.736630,65.179181,12.595577,47.305891,173.807738,120.126204,572.615673,0.000000,0.000000,174.618958,36.594663,33.640024,8.055401,0.000000,1.732066,393.322050,0.000000,42.794598,20.088640,143.228140,19.317738,0,0,0,0,0

14,03:15-03:30,0.000000,31.987296,0.000000,0.000000,2.984322,57.151604,0.000000,0.000000,144.859328,126.114261,17.755943,5.174842,0.000000,6.514819,22.739085,0.000000,0.000000,0.773921,8.957605,0.000000,75.752523,12.098965,21.023601,46.841134,0.000000,0.000000,0.000000,40.706616,0.000000,35.227072,93.736630,65.179181,12.595577,47.305891,173.807738,120.126204,558.128673,0.000000,0.000000,174.618958,36.594663,33.640024,8.055401,0.000000,1.732066,393.322050,0.000000,42.794598,20.088640,143.228140,19.317738,0,0,0,0,0

15,03:30-03:45,0.000000,31.987296,0.000000,0.000000,2.984322,57.151604,0.000000,0.000000,144.859328,126.114261,15.821156,5.174842,0.000000,6.514819,20.126113,0.000000,0.000000,0.773921,8.957605,0.000000,75.752523,12.098965,21.023601,46.841134,0.000000,0.000000,0.000000,40.706616,0.000000,31.412838,93.736630,65.179181,12.595577,47.305891,173.807738,120.126204,523.388847,0.000000,0.000000,174.618958,36.594663,33.640024,8.055401,0.000000,1.732066,393.322050,0.000000,42.794598,20.088640,143.228140,19.317738,0,0,0,0,0

16,03:45-04:00,0.000000,31.987296,0.000000,0.000000,2.984322,57.151604,0.000000,0.000000,144.859328,126.114261,15.821156,5.174842,0.000000,6.514819,20.126113,0.000000,0.000000,0.773921,8.957605,0.000000,75.752523,12.098965,21.023601,46.841134,0.000000,0.000000,0.000000,40.706616,0.000000,31.412838,93.736630,65.179181,12.595577,47.305891,173.807738,120.126204,523.388847,0.000000,0.000000,179.090612,36.594663,33.640024,8.055401,0.000000,1.732066,393.322050,0.000000,42.794598,20.088640,143.228140,19.317738,0,0,0,0,0

17,04:00-04:15,0.000000,31.987296,0.000000,0.000000,2.984322,57.151604,0.000000,0.000000,144.859328,126.114261,15.821156,5.174842,0.000000,6.514819,20.126113,0.000000,0.000000,0.773921,8.957605,0.000000,75.752523,12.098965,21.023601,46.841134,0.000000,0.000000,0.000000,40.706616,0.000000,31.412838,93.736630,65.179181,12.595577,47.305891,173.807738,120.126204,523.388847,0.000000,0.000000,179.090612,36.594663,33.640024,8.055401,0.000000,1.732066,393.322050,0.000000,42.794598,20.088640,143.228140,19.317738,0,0,0,0,0

18,04:15-04:30,0.000000,31.987296,0.000000,0.000000,2.984322,57.151604,0.000000,0.000000,144.859328,126.114261,15.821156,5.174842,0.000000,6.514819,20.126113,0.000000,0.000000,0.773921,8.957605,0.000000,75.752523,12.098965,21.023601,46.841134,0.000000,0.000000,0.000000,40.706616,0.000000,31.412838,93.736630,65.179181,12.595577,47.305891,173.807738,120.126204,523.388847,0.000000,0.000000,174.425798,36.594663,33.640024,8.055401,0.000000,1.732066,393.322050,0.000000,42.794598,17.788684,143.228140,19.317738,0,0,0,0,0

