Block,Time,L_NR_2022_08,L_NR_2019_05,L_NR_2023_04,LT-31,L_NR_2019_11,L_NR_2020_02,L_NR_2021_15,L_NR_2019_19,L_NR_2019_06,LT-59,L_NR_2021_12,L_NR_2012_04,LT-36,L_NR_2012_01,L_NR_2018_61,L_NR_2021_16,L_NR_2022_09,SH-06,LT-35,L_NR_2020_06,L_NR_2012_02,L_NR_2019_07,L_NR_2012_07,L_NR_2020_05,L_NR_2020_07,L_NR_2021_13,L_NR_2021_17,L_NR_2022_10,L_NR_2021_14,SH-07,LT-05
19,04:30-04:45,6.67,0,31.750000,0.000000,0.000000,11.890000,0,0,0,10.490000,0,271.690000,0.000000,101.190000,43.02,0,23.57,25.520000,0.000000,7.33,261.400000,0,74.070000,22,7.34,0,0,23.57,0,30.910000,115.960000

20,04:45-05:00,6.67,0,31.750000,0.000000,0.000000,11.890000,0,0,0,10.490000,0,271.690000,0.000000,101.190000,43.02,0,16.36,25.520000,0.000000,7.33,261.400000,0,74.070000,22,7.34,0,0,16.36,0,30.910000,115.960000

21,05:00-05:15,6.67,0,31.750000,0.000000,0.000000,11.890000,0,0,0,10.490000,0,271.690000,0.000000,101.190000,42.02,0,16.01,25.520000,0.000000,7.33,261.400000,0,64.590000,22,7.34,0,0,16.01,0,30.910000,94.740000

22,05:15-05:30,6.67,0,31.750000,0.000000,0.000000,11.890000,0,0,0,10.490000,0,271.690000,0.000000,101.190000,42.02,0,15.7,25.520000,0.000000,7.33,261.400000,0,64.590000,22,7.34,0,0,15.7,0,30.910000,66.320000

23,05:30-05:45,6.67,0,31.750000,0.000000,0.000000,11.890000,0,0,0,10.490000,0,271.690000,0.000000,101.190000,42.02,0,15.38,25.520000,0.000000,7.33,261.400000,0,64.590000,22,7.34,0,0,15.38,0.03,30.910000,66.320000

24,05:45-06:00,6.67,0,31.750000,0.000000,0.000000,11.890000,0,0.4878,0,10.490000,0.07,271.690000,0.000000,101.190000,42.02,0.67,15.23,25.520000,0.000000,7.33,261.400000,0,64.590000,22,7.34,0.01,0.33,15.23,0.1,30.910000,94.740000

25,06:00-06:15,6.67,5,31.790000,0.000000,0.000000,11.890000,0.14,2.165832,4.6,10.490000,0.61,271.690000,0.000000,101.190000,42.02,2,15.33,25.520000,0.000000,7.33,261.400000,1.45,74.070000,22,7.34,0.12,1,15.33,1.27,30.910000,115.960000

26,06:15-06:30,6.67,10,31.790000,0.420000,0.000000,11.890000,0.77,5.65848,10,10.490000,4.75,271.690000,0.430000,101.190000,42.02,2.67,14.89,25.520000,0.420000,7.33,261.400000,3,74.070000,22,7.34,0.95,1.33,14.89,3,30.910000,115.960000

27,06:30-06:45,6.67,18,31.790000,0.870000,0.000000,11.890000,1.27,10.282824,17,10.490000,11.05,271.690000,0.890000,101.190000,42.02,4,19.08,25.520000,0.870000,8.13,261.400000,8,74.070000,24.38,8.13,2.21,2,19.08,4.93,30.910000,115.960000

28,06:45-07:00,7.19,28,31.790000,1.390000,0.000000,11.890000,2.25,15.716916,32,10.490000,18.27,271.690000,1.420000,101.190000,43.02,7.33,18.58,25.520000,1.390000,8.05,261.400000,15,74.070000,24.15,8.04,3.65,3.67,18.58,7.23,30.910000,115.960000

29,07:00-07:15,7.35,33,31.670000,2.070000,0.000000,11.890000,3.74,21.75588,33,10.490000,26.73,271.690000,2.120000,101.190000,43.02,9.33,18.06,25.520000,2.070000,7.82,261.400000,22,74.070000,23.45,7.82,5.35,4.67,18.06,10.33,30.910000,115.960000

30,07:15-07:30,7.49,30.48,31.670000,2.870000,0.000000,11.890000,5.62,28.077768,30.48,10.490000,37.58,271.690000,2.950000,101.190000,43.02,10.67,18.24,25.520000,2.870000,7.75,261.400000,29.99,74.070000,23.26,7.75,7.51,5.33,18.24,14.43,30.910000,107.430000

31,07:30-07:45,7.34,30.5,31.670000,3.790000,0.000000,11.890000,7.71,33.882588,30.5,10.490000,49.9,271.690000,3.890000,101.190000,43.02,16,20.2,26.070000,3.790000,8.03,261.400000,30.5,64.590000,24.09,8.03,9.98,8,20.2,19.43,26.070000,98.910000

32,07:45:08:00,7.21,30.66,31.670000,4.740000,0.000000,11.890000,9.91,40.53618,30.67,10.490000,58.18,271.690000,4.850000,101.190000,43.02,20,21.44,26.070000,4.740000,7.95,261.400000,30.67,64.590000,23.84,7.94,11.63,10,21.44,24.93,26.070000,70.480000

33,08:00-08:15,9.89,32.16,30.650000,5.660000,0.000000,11.890000,15.82,47.433672,32.17,10.410000,73.09,271.690000,5.810000,101.190000,43.02,21.33,18.45,26.070000,5.660000,11.49,261.400000,32.17,64.590000,34.47,11.5,14.62,10.67,18.45,30.77,26.070000,70.480000

34,08:15-08:30,10.08,32.34,30.650000,6.580000,0.000000,11.890000,18.91,54.53604,32.33,10.410000,87.88,271.690000,6.750000,101.190000,43.02,24.67,19.05,26.070000,6.580000,11.56,261.400000,32.33,64.590000,34.67,11.56,17.58,12.33,19.05,36.7,26.070000,70.480000

35,08:30-08:45,10.72,32.34,31.620000,7.500000,0.000000,11.890000,19.69,61.482312,32.33,10.410000,116.27,271.690000,7.680000,101.190000,43.02,32.67,19.35,26.070000,7.500000,11.6,261.400000,32.33,64.590000,34.79,11.59,23.25,16.33,19.35,42.47,26.070000,70.480000

36,08:45:09:00,12.01,32.34,31.620000,8.360000,0.000000,11.890000,19.75,68.428584,32.33,10.410000,133.71,271.690000,8.570000,101.190000,43.02,38,19.75,26.070000,8.360000,11.74,261.400000,32.33,64.590000,35.21,11.73,26.74,19,19.75,48.33,26.070000,70.480000

37,09:00:09:15,8.84,32.5,31.620000,9.200000,0.000000,11.890000,18.83,77.179716,32.5,10.410000,149.76,271.690000,9.430000,101.190000,43.02,40,20.67,26.070000,9.200000,9.26,261.400000,32.5,64.590000,27.77,9.25,29.95,20,20.67,53.87,26.070000,70.480000

38,09:15-09:30,8.96,32.5,31.620000,10.000000,0.000000,11.890000,17.35,83.296728,32.5,10.410000,168.9,271.690000,10.250000,101.190000,43.02,46,21.15,26.070000,10.000000,9.43,261.400000,32.5,64.590000,28.28,9.43,33.78,23,21.15,59.2,26.070000,85.260000

39,09:30-09:45,9.07,32.5,30.560000,10.680000,0.000000,11.890000,19.49,88.906428,32.5,10.410000,183.83,271.690000,10.940000,101.190000,43.02,48.67,28.44,26.070000,10.680000,9.62,261.400000,32.5,64.590000,28.85,9.61,36.76,24.33,28.44,60.99,26.070000,115.960000

40,09:45-10:00,9.18,32.5,31.530000,11.220000,0.000000,11.890000,24.18,94.48686,32.5,10.410000,133.63,271.690000,11.500000,101.190000,43.02,54,29.54,26.070000,11.220000,9.86,261.400000,32.5,64.590000,29.59,9.87,26.73,27,29.54,65.14,26.070000,115.960000

41,10:00-10:15,9.28,32.5,30.530000,11.890000,0.000000,11.890000,28.51,97.208784,32.5,10.410000,141.18,271.690000,12.200000,101.190000,43.02,69.34,29.88,26.070000,11.890000,10.1,261.400000,32.5,64.590000,30.28,10.09,28.24,34.66,29.88,69.13,26.070000,115.960000

42,10:15-10:30,9.46,32.5,30.530000,12.410000,0.000000,11.890000,32.29,97.618536,32.5,10.410000,148.55,271.690000,12.710000,101.190000,43.02,68,30.33,26.070000,12.410000,10.34,261.400000,32.5,64.590000,31.03,10.35,29.71,34,30.33,72.99,26.070000,115.960000

43,10:30-10:45,9.67,32.5,30.530000,11.180000,0.000000,11.890000,33.54,98.106336,32.5,10.410000,155.85,271.690000,11.460000,101.190000,43.02,66,30.48,26.070000,11.180000,10.64,261.400000,32.5,64.590000,31.92,10.63,31.17,33,30.48,75.37,26.070000,115.960000

44,10:45-11:00,9.81,32.5,30.530000,11.570000,0.000000,11.890000,34.77,97.111224,32.5,10.410000,163.19,271.690000,11.850000,101.190000,43.02,65.34,29.72,26.070000,11.570000,10.93,261.400000,32.5,64.590000,32.79,10.94,32.64,32.66,29.72,78.22,26.070000,115.960000

45,11:00-11:15,18.48,32.5,31.450000,12.140000,0.000000,11.890000,27,95.862456,32.5,10.410000,163.3,271.690000,12.440000,101.190000,43.02,65.34,30.21,26.070000,12.140000,15.06,261.400000,32.5,64.590000,45.17,15.06,32.66,32.66,30.21,50,26.070000,115.960000

46,11:15-11:30,18.71,32.5,31.450000,12.520000,0.000000,11.890000,27,94.008816,32.5,10.410000,163.94,271.690000,12.840000,101.190000,43.02,64.67,30.69,26.070000,12.520000,14.94,261.400000,32.5,64.590000,44.81,14.93,32.79,32.33,30.69,52.33,26.070000,115.960000

47,11:30-11:45,19.22,32.5,31.450000,12.860000,0.000000,11.890000,27,88.203996,32.5,10.410000,216.67,271.690000,13.190000,101.190000,43.02,64,31.73,25.050000,12.860000,14.94,261.400000,32.5,64.590000,44.81,14.93,43.33,32,31.73,55,30.910000,115.960000

48,11:45-12:00,19.41,32.5,31.450000,12.860000,0.000000,11.890000,27,81.36504,32.5,10.410000,216.67,271.690000,13.190000,101.190000,43.02,64,32.12,25.050000,12.860000,15.05,261.400000,32.5,64.590000,45.14,15.04,43.33,32,32.12,58.33,30.910000,115.960000

49,12:00-12:15,11.33,32.5,31.450000,12.860000,0.000000,11.890000,35,66.799332,32.5,10.410000,216.67,271.690000,13.190000,101.190000,43.02,64,33.03,25.050000,12.860000,15,261.400000,32.5,74.070000,44.99,14.99,43.33,32,33.03,62.67,30.910000,115.960000

50,12:15-12:30,11.39,32.5,31.450000,12.860000,0.000000,11.890000,35,60.770124,32.5,10.410000,216.67,271.690000,13.190000,101.190000,43.02,64,34.59,25.050000,12.860000,14.99,261.400000,32.5,74.070000,44.97,14.98,43.33,32,34.59,66.67,30.910000,115.960000

51,12:30-12:45,11.73,32.5,31.450000,12.860000,0.000000,11.890000,45,59.70672,32.5,10.410000,216.67,271.690000,13.190000,101.190000,43.02,38.67,30.01,25.050000,12.860000,15.01,261.400000,32.5,74.070000,45.01,15,43.33,19.33,30.01,76.67,30.910000,115.960000

52,12:45-13:00,12.12,32.5,31.450000,12.860000,0.000000,11.890000,45.04,58.19454,32.5,10.410000,216.67,271.690000,13.190000,101.190000,43.02,32,30.77,25.050000,12.860000,14.99,261.400000,32.5,74.070000,44.97,14.98,43.33,16,30.77,75,30.910000,115.960000

53,13:00-13:15,12.49,32.5,31.450000,12.860000,0.000000,11.890000,44.65,58.165272,32.5,10.410000,173.83,271.690000,13.190000,101.190000,43.02,26,31.63,25.050000,12.860000,15.56,261.400000,32.5,74.070000,46.67,15.54,34.77,13,31.63,73.33,30.910000,115.960000

54,13:15-13:30,12.95,32.5,31.450000,6.220000,0.000000,11.890000,43.53,59.550624,32.5,10.410000,178.93,271.690000,6.370000,101.190000,43.02,20,32.61,25.050000,6.220000,16.13,261.400000,32.5,74.070000,48.39,16.13,35.79,10,32.61,72,30.910000,115.960000

55,13:30-13:45,13.41,32.5,31.450000,6.600000,0.000000,11.890000,23,67.257864,32.5,10.410000,178.93,271.690000,6.760000,101.190000,43.02,17.33,33.77,25.050000,6.600000,16.93,261.400000,32.5,74.070000,50.8,16.94,35.79,8.67,33.77,28.33,30.910000,115.960000

56,13:45-14:00,18.53,32.5,31.450000,6.980000,0.000000,11.890000,23,65.3652,32.5,10.410000,178.93,271.690000,7.150000,101.190000,43.02,14.67,34.93,22.210000,6.980000,16.93,261.400000,32.5,74.070000,50.79,16.93,35.79,7.33,34.93,30,30.910000,115.960000

57,14:00-14:15,18.65,32.5,31.450000,7.170000,0.000000,11.890000,25,63.199368,32.5,10.410000,178.93,271.690000,7.350000,101.190000,43.02,0,50.12,22.210000,7.170000,19.25,261.400000,32.5,74.070000,57.76,19.25,35.79,0,50.12,31.67,30.910000,115.960000

58,14:15-14:30,18.99,32.5,31.450000,7.320000,0.000000,11.890000,25,60.643296,32.5,10.410000,178.93,271.690000,7.510000,101.190000,43.02,0,49.54,4.620000,7.320000,19.78,261.400000,32.5,74.070000,59.33,19.78,35.79,0,49.54,16.67,30.910000,115.960000

59,14:30-14:45,19.27,32.5,31.450000,9.170000,0.000000,11.890000,24.14,58.838436,32.5,10.410000,178.93,271.690000,9.400000,101.190000,43.02,0,49.12,4.620000,9.170000,20.38,261.400000,32.5,74.070000,61.15,20.39,35.79,0,49.12,17.67,30.910000,115.960000

60,14:45-15:00,19.49,32.5,31.450000,8.930000,0.000000,11.890000,25.91,56.653092,32.5,10.410000,176.74,271.690000,9.150000,101.190000,43.02,0,48.54,4.620000,8.930000,20.99,261.400000,32.5,74.070000,62.96,20.97,35.35,0,48.54,18.33,30.910000,115.960000

61,15:00-15:15,20.08,32.5,30.490000,8.570000,0.000000,11.890000,27.32,62.740836,32.5,10.410000,76.97,271.690000,8.780000,101.190000,43.02,0,40.08,4.620000,8.570000,21.63,261.400000,32.5,74.070000,64.89,21.64,15.39,0,40.08,19,30.910000,115.960000

62,15:15-15:30,21.88,32.5,30.490000,5.730000,0.000000,11.890000,28.24,58.799412,32.5,10.410000,80.3,271.690000,5.870000,101.190000,43.02,0,41.07,4.620000,5.730000,22.67,261.400000,32.5,74.070000,68,22.65,16.06,0,41.07,20,30.910000,115.960000

63,15:30-15:45,21.78,32.5,31.450000,5.640000,0.000000,11.890000,20.82,52.418988,32.5,10.410000,83.63,271.690000,5.790000,101.190000,43.02,0,41.48,4.620000,5.640000,22.85,261.400000,32.5,74.070000,68.57,22.86,16.73,0,41.48,20.33,30.910000,115.960000

64,15:45-16:00,22.33,32.5,31.450000,5.390000,0.000000,11.890000,19.66,46.058076,32.5,10.410000,87.8,271.690000,5.520000,101.190000,43.02,0,41.82,4.620000,5.390000,22.98,261.400000,32.5,74.070000,68.94,22.98,17.56,0,41.82,20.67,30.910000,115.960000

65,16:00-16:15,22.33,32.5,31.580000,5.220000,0.000000,11.890000,18.64,39.863016,32.5,10.410000,91.97,271.690000,5.350000,101.190000,43.02,2.67,42.86,17.760000,5.220000,22.71,261.400000,32.5,74.070000,68.14,22.71,18.39,1.33,42.86,10,17.760000,115.960000

66,16:15-16:30,22.33,32.5,31.580000,2.870000,0.000000,11.890000,17.74,33.863076,32.5,10.410000,62.8,271.690000,2.940000,101.190000,43.02,3.33,43.31,17.760000,2.870000,22.5,261.400000,32.5,74.070000,67.5,22.51,12.56,1.67,43.31,10,17.760000,115.960000

67,16:30-16:45,22.33,32.5,30.610000,2.870000,0.000000,11.890000,16.4,33.785028,32.5,10.410000,58.63,271.690000,2.940000,101.190000,44.02,4.67,50.12,17.760000,2.870000,22.29,261.400000,32.5,74.070000,66.88,22.3,11.73,2.33,50.12,10,17.760000,115.960000

68,16:45-17:00,22.33,33,30.610000,2.870000,0.000000,11.890000,14.88,30.672864,33,10.410000,54.47,271.690000,2.940000,101.190000,44.02,4.67,50.69,17.760000,2.870000,22,261.400000,25,74.070000,66,22.01,10.89,2.33,50.69,10,17.760000,115.960000

69,17:00-17:15,22.11,33,31.620000,2.870000,0.000000,11.890000,13.29,27.385092,33,10.410000,50.61,271.690000,2.940000,101.190000,44.02,5.33,50.42,17.760000,2.870000,22.51,261.400000,20,74.070000,67.54,22.51,10.12,2.67,50.42,10,17.760000,115.960000

70,17:15-17:30,21.86,25,31.620000,2.870000,0.000000,11.890000,11.62,23.941224,33,10.410000,47.41,271.690000,2.940000,101.190000,44.02,6.67,50.42,17.760000,2.870000,22.63,261.400000,15,74.070000,67.9,22.64,9.48,3.33,50.42,10,17.760000,115.960000

71,17:30-17:45,22.05,15,31.620000,2.670000,0.000000,11.890000,9.8,18.643716,21.16,10.410000,43.67,271.690000,2.740000,101.190000,44.02,6.67,49.73,23.670000,2.670000,22.66,261.400000,8.74,74.070000,67.99,22.66,8.73,3.33,49.73,10,23.670000,115.960000

72,17:45-18:00,21.43,10,31.620000,2.380000,0.000000,11.890000,7.95,13.80474,11.04,10.410000,39.93,271.690000,2.440000,101.190000,44.02,10.67,49.79,23.670000,2.380000,22.71,261.400000,2.7,74.070000,68.12,22.71,7.98,5.33,49.79,10,23.670000,115.960000

73,18:00-18:15,20.89,0,31.620000,1.820000,0.000000,11.890000,6.16,10.595016,0,10.410000,34.55,271.690000,1.870000,101.190000,44.02,10,48.32,23.670000,1.820000,22.53,261.400000,0,74.070000,67.59,22.53,6.91,5,48.32,10,23.670000,115.960000

74,18:15-18:30,19.88,0,30.650000,1.340000,0.000000,11.890000,4.42,6.653592,0,10.410000,27.07,271.690000,1.380000,101.190000,44.02,12,46.85,23.670000,1.340000,20.31,261.400000,0,74.070000,60.92,20.3,5.41,6,46.85,9.94,23.670000,115.960000

75,18:30-18:45,19.2,0,30.650000,0.000000,0.000000,11.890000,3.19,3.004848,0,10.410000,21.03,271.690000,0.000000,101.190000,44.02,10.67,45.71,0.000000,0.000000,19.93,261.400000,0,74.070000,59.79,19.94,4.2,5.33,45.71,6.08,0.000000,115.960000

76,18:45-19:00,18.1,0,30.650000,0.000000,0.000000,11.890000,1.93,0.517068,0,10.410000,14.98,271.690000,0.000000,101.190000,44.02,8.67,44.19,0.000000,0.000000,19.67,261.400000,0,74.070000,59,19.66,2.99,4.33,44.19,0.32,0.000000,115.960000

77,19:00-19:15,17.6,0,30.650000,0.000000,0.000000,11.890000,0.81,0,0,10.410000,8.93,271.690000,0.000000,101.190000,44.02,6,43.52,0.000000,0.000000,18.59,261.400000,0,74.070000,55.76,18.57,1.79,3,43.52,0.03,0.000000,115.960000

78,19:15-19:30,17.06,0,31.620000,0.000000,0.000000,11.890000,0.07,0,0,10.410000,2.89,271.690000,0.000000,101.190000,44.02,3.33,42.52,0.000000,0.000000,18.33,261.400000,0,74.070000,54.98,18.32,0.58,1.67,42.52,0,0.000000,115.960000

79,19:30-19:45,16.5,0,30.650000,0.000000,0.000000,11.890000,0,0,0,10.410000,1.63,271.690000,0.000000,101.190000,44.02,0.67,41.63,0.000000,0.000000,17.86,261.400000,0,74.070000,53.59,17.87,0.32,0.33,41.63,0,0.000000,115.960000

80,19:45-20:00,15.93,0,31.620000,0.000000,0.000000,11.890000,0,0,0,10.410000,0.73,271.690000,0.000000,101.190000,44.02,0,39.67,0.000000,0.000000,17.77,261.400000,0,74.070000,53.31,17.76,0.14,0,39.67,0,0.000000,115.960000

81,20:00-20:15,15.85,0,31.620000,0.000000,0.000000,11.890000,0,0,0,10.410000,0.18,271.690000,0.000000,101.190000,44.02,0,38.45,0.000000,0.000000,16.44,261.400000,0,74.070000,49.31,16.44,0.04,0,38.45,0,0.000000,115.960000

82,20:15-20:30,15.54,0,31.620000,0.000000,0.000000,11.890000,0,0,0,10.410000,0,271.690000,0.000000,101.190000,44.02,0,36.67,0.000000,0.000000,16.37,261.400000,0,74.070000,49.11,16.37,0,0,36.67,0,0.000000,115.960000

83,20:30-20:45,15.29,0,31.620000,0.000000,0.000000,11.890000,0,0,0,10.410000,0,271.690000,0.000000,101.190000,44.02,0,36.6,0.000000,0.000000,16.3,261.400000,0,74.070000,48.9,16.31,0,0,36.6,0,0.000000,115.960000

84,20:45-21:00,14.78,0,31.620000,0.000000,0.000000,11.890000,0,0,0,10.410000,0,271.690000,0.000000,101.190000,44.02,0,35.16,0.000000,0.000000,16.23,261.400000,0,74.070000,48.7,16.24,0,0,35.16,0,0.000000,115.960000

85,21:00-21:15,14.4,0,31.620000,0.000000,0.000000,11.890000,0,0,0,10.410000,0,271.690000,0.000000,101.190000,44.02,0,34.82,0.000000,0.000000,16.17,261.400000,0,74.070000,48.49,16.16,0,0,34.82,0,0.000000,115.960000

86,21:15-21:30,14.12,0,30.650000,0.000000,0.000000,11.890000,0,0,0,10.410000,0,271.690000,0.000000,101.190000,44.02,0,34.16,0.000000,0.000000,16.1,261.400000,0,74.070000,48.29,16.09,0,0,34.16,0,0.000000,115.960000

87,21:30-21:45,11.88,0,30.650000,0.000000,0.000000,11.890000,0,0,0,10.410000,0,271.690000,0.000000,101.190000,44.02,0,30.98,0.000000,0.000000,15.13,261.400000,0,74.070000,45.38,15.13,0,0,30.98,0,0.000000,115.960000

88,21:45-22:00,11.75,0,31.700000,0.000000,0.000000,11.890000,0,0,0,10.410000,0,271.690000,0.000000,101.190000,44.02,0,30.55,0.000000,0.000000,14.82,261.400000,0,74.070000,44.47,14.84,0,0,30.55,0,0.000000,115.960000

89,22:00-22:15,11.55,0,31.700000,0.000000,0.000000,11.890000,0,0,0,10.410000,0,271.690000,0.000000,101.190000,44.02,0,30.44,0.000000,0.000000,14.62,261.400000,0,74.070000,43.85,14.6,0,0,30.44,0,0.000000,115.960000

90,22:15-22:30,11.44,0,31.700000,0.000000,0.000000,11.890000,0,0,0,10.410000,0,271.690000,0.000000,101.190000,38.15,0,30.11,0.000000,0.000000,14.48,261.400000,0,74.070000,43.44,14.49,0,0,30.11,0,0.000000,115.960000

91,22:30-22:45,10.07,0,30.740000,0.000000,0.000000,11.890000,0,0,0,10.410000,0,271.690000,0.000000,101.190000,38.95,0,25.23,0.000000,0.000000,11.27,261.400000,0,74.070000,33.81,11.28,0,0,25.23,0,29.950000,115.960000

92,22:45-23:00,10.07,0,30.740000,0.000000,0.000000,11.890000,0,0,0,10.410000,0,271.690000,0.000000,101.190000,39.46,0,25.34,0.000000,0.000000,11.27,261.400000,0,74.070000,33.81,11.28,0,0,25.34,0,29.950000,115.960000

93,23:00-23:15,9.77,0,31.750000,0.000000,0.000000,11.890000,0,0,0,10.410000,0,271.690000,0.000000,101.190000,40.08,0,25.81,0.000000,0.000000,11.27,261.400000,0,74.070000,33.81,11.28,0,0,25.81,0,29.950000,115.960000

94,23:15-23:30,9.37,0,31.750000,0.000000,0.000000,11.890000,0,0,0,10.410000,0,271.690000,0.000000,101.190000,42.02,0,25.96,0.000000,0.000000,11.64,261.400000,0,74.070000,34.93,11.65,0,0,25.96,0,29.950000,115.960000

95,23:30-23:45,9.2,0,31.750000,0.000000,0.000000,11.890000,0,0,0,10.410000,0,271.690000,0.000000,101.190000,42.02,0,26,29.950000,0.000000,12.1,261.400000,0,74.070000,36.29,12.1,0,0,26,0,29.950000,115.960000

96,23:45-24:00,9.37,0,31.750000,0.000000,0.000000,11.890000,0,0,0,10.410000,0,271.690000,0.000000,101.190000,42.02,0,26.07,29.950000,0.000000,12.32,261.400000,0,74.070000,36.96,12.31,0,0,26.07,0,29.950000,115.960000

