Block,Time,KISHANGANGA,AURY_GF,ANTA_RF,ANTA_GF,KOTESHWR,DHAULIGNGA,BSIUL,TANAKPUR,NAPP,CHAMERA1,TANDA2,RAPPC,UNCHAHAR2,DADRI_GF,RAPPB,CHAMERA2,DADRI_CRF,PARBATI3,URI,ANTA_CRF,SEWA2,KOLDAM,ANTA_LF,SINGRAULI,NJPC,SINGRAULI_HYDRO,AURY_LF,DADRI_RF,RIHAND2,RAMPUR,AURY_RF,CHAMERA3,JHAJJAR,RIHAND1,UNCHAHAR1,SALAL,AURY_CRF,RIHAND3,UNCHAHAR4,BRBCL,UNCHAHAR3,FSTPP I & II,URI2,KHSTPP-I,TALA,TEHRI,DADRT2,DULHASTI,DADRI_LF,KHSTPP-II,SASAN,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
15,03:30-03:45,0.000000,0.000000,0.000000,0.000000,8.579383,1.277143,1.063480,4.953883,19.515051,0.000000,0.000000,25.396192,22.833592,0.000000,0.000000,0.000000,0.000000,0.000000,10.673472,0.000000,0.000000,0.000000,0.000000,100.063800,0.000000,0.573341,0.000000,0.000000,22.139720,0.000000,0.000000,0.000000,348.458890,88.945600,5.208732,12.919348,0.000000,119.559926,0.000000,18.483613,17.006495,10.735927,9.103776,32.239396,1.136957,0.000000,283.082714,15.931754,0.000000,95.075112,404.866836,0.00,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,0.000000,0.000000,8.579383,1.277143,1.063480,4.953883,19.515051,0.000000,0.000000,25.396192,22.833592,0.000000,0.000000,0.000000,0.000000,0.000000,10.673472,0.000000,0.000000,0.000000,0.000000,100.063800,0.000000,0.573341,0.000000,0.000000,22.139720,0.000000,0.000000,0.000000,348.458890,88.945600,5.208732,12.919348,0.000000,119.559926,0.000000,17.933106,17.006495,10.735927,9.103776,32.239396,1.136957,0.000000,283.082714,15.931754,0.000000,95.075112,404.866836,0.00,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,0.000000,0.000000,8.579383,1.277143,1.063480,4.953883,19.515051,0.000000,0.000000,25.396192,22.833592,0.000000,0.000000,0.000000,0.000000,0.000000,10.673472,0.000000,0.000000,0.000000,0.000000,100.063800,0.000000,0.573341,0.000000,0.000000,22.139720,0.000000,0.000000,0.000000,348.458890,88.945600,5.208732,12.919348,0.000000,119.559926,0.000000,17.486966,17.006495,10.735927,9.103776,43.718696,1.136957,0.000000,283.082714,15.931754,0.000000,95.075112,404.866836,0.00,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,0.000000,0.000000,8.579383,1.277143,1.063480,4.953883,19.515051,0.000000,0.000000,25.396192,22.833592,0.000000,0.000000,0.000000,0.000000,0.000000,10.673472,0.000000,0.000000,0.000000,0.000000,100.063800,20.142311,0.573341,0.000000,0.000000,22.139720,0.000000,0.000000,0.000000,348.458890,88.945600,5.208732,12.919348,0.000000,119.559926,0.000000,19.336001,17.006495,10.735927,9.103776,43.718696,1.136957,0.000000,283.082714,15.931754,0.000000,95.075112,404.866836,0.00,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,0.000000,0.000000,8.579383,1.277143,1.063480,4.953883,19.515051,0.000000,0.000000,25.396192,22.833592,0.000000,0.000000,0.000000,0.000000,0.000000,10.673472,0.000000,0.000000,0.000000,0.000000,100.063800,20.142311,0.573341,0.000000,0.000000,22.139720,0.000000,0.000000,0.000000,348.458890,88.945600,8.109132,12.919348,0.000000,119.559926,0.000000,19.336001,17.006495,10.735927,9.103776,43.718696,1.136957,0.000000,283.082714,15.931754,0.000000,95.075112,404.866836,0.00,0,0,0,0,0

20,04:45-05:00,0.000000,0.000000,0.000000,0.000000,8.579383,1.277143,1.063480,4.953883,19.515051,0.000000,0.000000,25.396192,35.407116,0.000000,0.000000,0.000000,0.000000,0.000000,10.673472,0.000000,0.000000,0.000000,0.000000,100.063800,20.142311,0.573341,0.000000,0.000000,22.139720,0.000000,0.000000,0.000000,348.458890,88.945600,8.109132,12.919348,0.000000,119.559926,0.000000,19.336001,17.006495,20.041764,9.103776,43.718696,1.136957,0.000000,287.606758,15.931754,0.000000,95.075112,404.866836,0.00,0,0,0,0,0

21,05:00-05:15,0.000000,0.000000,0.000000,0.000000,8.579383,1.277143,1.063480,4.953883,19.515051,0.000000,0.000000,25.396192,40.982749,0.000000,0.000000,0.000000,0.000000,0.000000,10.673472,0.000000,0.000000,0.000000,0.000000,100.063800,36.622384,0.573341,0.000000,0.000000,22.139720,0.000000,0.000000,0.000000,418.068490,88.945600,8.109132,12.919348,0.000000,119.559926,0.000000,19.336001,17.006495,20.041764,9.103776,43.718696,1.136957,0.000000,323.303574,31.863508,0.000000,95.075112,404.866836,0.00,0,0,0,0,0

22,05:15-05:30,0.000000,0.000000,0.000000,0.000000,8.579383,8.812285,1.063480,4.953883,19.515051,0.000000,0.000000,25.396192,40.982749,0.000000,0.000000,12.732795,0.000000,0.000000,10.673472,0.000000,0.000000,0.000000,0.000000,100.063800,36.622384,0.573341,0.000000,0.000000,22.139720,0.000000,0.000000,0.000000,485.744490,88.945600,8.109132,12.919348,0.000000,119.559926,0.000000,19.336001,17.006495,20.041764,9.103776,43.718696,1.136957,0.000000,330.220305,31.863508,0.000000,95.075112,404.866836,0.00,0,0,0,0,0

23,05:30-05:45,0.000000,0.000000,0.000000,0.000000,8.579383,8.812285,1.063480,4.953883,19.515051,0.000000,0.000000,25.396192,40.982749,0.000000,0.000000,12.732795,0.000000,0.000000,10.673472,0.000000,5.026103,0.000000,0.000000,100.063800,54.933576,0.573341,0.000000,0.000000,24.363360,0.000000,0.000000,0.000000,584.580551,88.945600,8.171877,12.919348,0.000000,119.559926,0.000000,19.336001,20.573108,20.041764,9.103776,43.718696,1.136957,15.044375,330.220305,31.863508,0.000000,95.075112,404.866836,0.00,0,0,0,0,0

24,05:45-06:00,0.000000,0.000000,0.000000,0.000000,17.158766,17.624571,1.063480,4.953883,19.515051,8.401492,0.000000,25.396192,40.982749,0.000000,0.000000,12.732795,0.000000,3.692209,10.673472,0.000000,5.026103,0.000000,0.000000,100.063800,73.244768,0.573341,0.000000,0.000000,30.454200,0.000000,0.000000,0.000000,631.465517,88.945600,8.171877,12.919348,0.000000,119.559926,0.000000,19.336001,20.966992,20.041764,9.103776,43.718696,0.852718,30.088750,330.220305,31.863508,0.000000,95.075112,404.866836,0.00,0,0,0,0,0

25,06:00-06:15,0.000000,0.000000,0.000000,0.000000,25.738150,26.436856,3.190440,4.953883,19.515051,21.767502,0.000000,25.396192,40.982749,0.000000,0.000000,25.465589,0.000000,15.807578,10.673472,0.000000,5.026103,0.000000,0.000000,100.063800,100.711556,0.573341,0.000000,0.000000,36.545040,0.000000,0.000000,9.356536,567.057124,88.945600,8.109132,12.919348,0.000000,119.559926,0.000000,19.336001,17.006495,20.041764,9.103776,43.718696,0.852718,45.681300,330.220305,47.795262,0.000000,95.075112,404.866836,8.70,0,0,0,0,0

26,06:15-06:30,0.000000,0.000000,0.000000,0.000000,37.749286,35.330878,18.912928,4.953883,19.515051,40.709048,0.000000,25.396192,40.982749,0.000000,0.000000,38.198384,0.000000,15.807578,10.673472,0.000000,15.279354,0.000000,0.000000,100.063800,135.685933,0.573341,0.000000,0.000000,42.635880,0.000000,0.000000,28.097923,466.408490,88.945600,8.109132,12.919348,0.000000,119.559926,0.000000,19.336001,17.006495,20.041764,9.103776,43.718696,0.852718,60.177499,330.220305,47.795262,0.000000,95.075112,404.866836,11.60,0,0,0,0,0

27,06:30-06:45,0.000000,0.000000,0.000000,0.000000,37.749286,35.330878,18.912928,4.953883,19.515051,40.709048,0.000000,25.396192,35.407116,0.000000,0.000000,38.198384,0.000000,15.807578,10.673472,0.000000,15.279354,0.000000,0.000000,100.063800,135.685933,0.573341,0.000000,0.000000,48.726720,0.000000,0.000000,28.097923,398.732490,88.945600,8.109132,12.919348,0.000000,119.559926,0.000000,19.336001,17.006495,19.872187,9.103776,43.718696,0.852718,60.177499,308.876358,47.795262,0.000000,95.075112,404.866836,14.50,0,0,0,0,0

28,06:45-07:00,0.000000,0.000000,0.000000,0.000000,37.749286,35.330878,18.912928,4.953883,19.515051,40.709048,0.000000,25.396192,35.407116,0.000000,0.000000,38.198384,0.000000,15.807578,10.673472,0.000000,15.279354,0.000000,0.000000,100.063800,135.685933,0.573341,0.000000,0.000000,54.817560,0.000000,0.000000,28.097923,348.458890,88.945600,8.109132,12.919348,0.000000,119.559926,0.000000,19.336001,17.006495,19.872187,9.103776,43.718696,0.852718,60.177499,308.876358,47.795262,0.000000,95.075112,404.866836,19.34,0,0,0,0,0

29,07:00-07:15,0.000000,0.000000,0.000000,0.000000,37.749286,35.330878,18.912928,4.953883,19.515051,40.709048,0.000000,25.396192,35.407116,0.000000,0.000000,38.198384,0.000000,15.807578,10.673472,0.000000,15.279354,0.000000,0.000000,100.063800,135.685933,0.573341,0.000000,0.000000,54.817560,0.000000,0.000000,28.097923,348.458890,88.945600,8.109132,12.919348,0.000000,119.559926,0.000000,19.336001,17.006495,19.872187,9.103776,43.720146,0.852718,60.177499,330.220305,47.795262,0.000000,95.075112,404.866836,22.24,0,0,0,0,0

30,07:15-07:30,0.000000,0.000000,0.000000,0.000000,25.738150,17.624571,6.304309,4.953883,19.515051,13.518764,0.000000,25.396192,35.407116,0.000000,0.000000,25.465589,0.000000,15.807578,10.673472,0.000000,15.279354,0.000000,0.000000,100.063800,100.711556,0.573341,0.000000,0.000000,54.817560,0.000000,0.000000,9.356536,348.458890,88.945600,8.109132,12.919348,0.000000,119.559926,0.000000,19.336001,17.006495,19.872187,9.103776,43.720146,0.852718,60.177499,330.220305,47.795262,0.000000,95.075112,404.866836,27.07,0,0,0,0,0

31,07:30-07:45,0.000000,0.000000,0.000000,0.000000,17.158766,8.812285,0.000000,4.953883,19.515051,8.401492,0.000000,25.396192,35.407116,0.000000,0.000000,12.732795,0.000000,3.692209,48.030624,0.000000,15.279354,0.000000,0.000000,100.063800,73.244768,0.573341,0.000000,0.000000,54.817560,0.000000,0.000000,0.000000,348.458890,88.945600,8.109132,12.919348,0.000000,119.559926,0.000000,19.336001,17.006495,19.872187,9.103776,43.720146,0.852718,60.177499,299.208358,47.795262,0.000000,95.075112,404.866836,33.84,0,0,0,0,0

32,07:45:08:00,0.000000,0.000000,0.000000,0.000000,8.579383,8.812285,0.000000,4.953883,19.515051,0.000000,0.000000,25.396192,35.407116,0.000000,0.000000,12.732795,0.000000,0.000000,48.030624,0.000000,10.206856,0.000000,0.000000,100.063800,54.933576,0.573341,0.000000,0.000000,54.817560,0.000000,0.000000,0.000000,348.458890,88.945600,8.109132,12.919348,0.000000,119.559926,0.000000,19.336001,17.006495,19.872187,9.103776,43.720146,0.852718,60.177499,299.208358,47.795262,0.000000,95.075112,404.866836,38.67,0,0,0,0,0

33,08:00-08:15,0.000000,0.000000,0.000000,0.000000,8.579383,0.000000,0.000000,4.953883,19.515051,0.000000,0.000000,25.396192,35.407116,0.000000,0.000000,12.732795,0.000000,0.000000,12.808166,0.000000,5.103428,0.000000,0.000000,100.063800,36.622384,0.573341,0.000000,0.000000,54.817560,0.000000,0.000000,0.000000,348.458890,88.945600,8.109132,12.919348,0.000000,119.559926,0.000000,19.336001,17.006495,14.951175,9.103776,43.720146,0.852718,60.177499,288.573558,47.795262,0.000000,95.075112,404.866836,48.27,0,0,0,0,0

34,08:15-08:30,0.000000,0.000000,0.000000,0.000000,8.579383,0.000000,0.000000,4.953883,19.515051,0.000000,0.000000,25.396192,35.407116,0.000000,0.000000,12.732795,0.000000,0.000000,12.808166,0.000000,0.000000,0.000000,0.000000,100.063800,20.142311,0.573341,0.000000,0.000000,54.817560,0.000000,0.000000,0.000000,348.458890,88.945600,8.109132,24.715275,0.000000,119.559926,0.000000,19.336001,17.006495,14.951175,9.103776,43.720146,0.852718,45.681300,288.573558,47.795262,0.000000,95.075112,404.866836,57.04,0,0,0,0,0

35,08:30-08:45,0.000000,0.000000,0.000000,0.000000,8.579383,0.000000,0.000000,4.953883,19.515051,0.000000,0.000000,25.396192,35.407116,0.000000,0.000000,12.732795,0.000000,0.000000,12.808166,0.000000,0.000000,0.000000,0.000000,100.063800,20.142311,0.573341,0.000000,0.000000,54.817560,0.000000,0.000000,0.000000,348.458890,88.945600,8.109132,68.528718,0.000000,119.559926,0.000000,19.336001,17.006495,14.951175,9.103776,43.720146,0.852718,45.681300,288.573558,47.795262,0.000000,95.075112,404.866836,65.74,0,0,0,0,0

36,08:45:09:00,0.000000,0.000000,0.000000,0.000000,8.579383,0.000000,0.000000,4.953883,19.515051,0.000000,0.000000,25.396192,35.407116,0.000000,0.000000,12.732795,0.000000,0.000000,12.808166,0.000000,0.000000,0.000000,0.000000,100.063800,20.142311,0.573341,0.000000,0.000000,54.817560,0.000000,0.000000,0.000000,348.458890,88.945600,8.109132,68.528718,0.000000,119.559926,0.000000,19.336001,17.006495,14.951175,9.103776,43.720146,0.852718,30.088750,288.573558,47.795262,0.000000,95.075112,404.866836,73.48,0,0,0,0,0

37,09:00:09:15,0.000000,0.000000,0.000000,0.000000,8.579383,0.000000,0.000000,4.953883,19.515051,0.000000,0.000000,25.396192,35.407116,0.000000,0.000000,12.732795,0.000000,0.000000,12.808166,0.000000,0.000000,0.000000,0.000000,100.063800,20.142311,0.573341,0.000000,0.000000,54.817560,0.000000,0.000000,0.000000,348.458890,88.945600,8.109132,68.528718,0.000000,119.559926,0.000000,19.336001,17.006495,14.951175,9.103776,43.720146,0.852718,30.088750,288.573558,47.795262,0.000000,95.075112,404.866836,36.74,0,0,0,0,0

38,09:15-09:30,0.000000,0.000000,0.000000,0.000000,8.579383,0.000000,0.000000,4.953883,19.515051,0.000000,0.000000,25.396192,35.407116,0.000000,0.000000,12.732795,0.000000,0.000000,12.808166,0.000000,0.000000,0.000000,0.000000,100.063800,20.142311,0.573341,0.000000,0.000000,54.817560,0.000000,0.000000,0.000000,348.458890,88.945600,8.109132,68.528718,0.000000,119.559926,0.000000,19.336001,17.006495,14.951175,10.664423,43.720146,0.852718,15.044375,288.573558,31.863508,0.000000,95.075112,404.866836,44.47,0,0,0,0,0

39,09:30-09:45,0.000000,0.000000,0.000000,0.000000,8.579383,0.000000,0.000000,4.953883,19.515051,0.000000,0.000000,25.396192,40.982749,0.000000,0.000000,12.732795,0.000000,0.000000,48.030624,0.000000,0.000000,0.000000,0.000000,100.063800,20.142311,0.573341,0.000000,0.000000,54.817560,0.000000,0.000000,0.000000,379.396490,88.945600,8.109132,25.838697,0.000000,119.559926,0.000000,19.336001,17.006495,18.126108,30.838389,43.720146,1.705435,15.044375,294.374358,31.863508,0.000000,95.075112,404.866836,48.34,0,0,0,0,0

40,09:45-10:00,0.000000,0.000000,0.000000,0.000000,8.579383,0.000000,0.000000,4.953883,19.515051,0.000000,0.000000,25.396192,40.982749,0.000000,0.000000,12.732795,0.000000,0.000000,48.030624,0.000000,0.000000,0.000000,0.000000,100.063800,20.142311,0.573341,0.000000,0.000000,54.817560,0.000000,0.000000,0.000000,418.068490,88.945600,8.109132,12.919348,0.000000,119.559926,0.000000,19.336001,17.006495,18.678576,30.838389,43.720146,1.705435,0.000000,294.374358,31.863508,0.000000,95.075112,404.866836,48.34,0,0,0,0,0

41,10:00-10:15,0.000000,0.000000,0.000000,0.000000,8.579383,0.000000,0.000000,4.953883,19.515051,0.000000,0.000000,25.396192,35.242760,0.000000,0.000000,12.732795,0.000000,0.000000,12.808166,0.000000,0.000000,0.000000,0.000000,100.063800,20.142311,0.573341,0.000000,0.000000,54.817560,0.000000,0.000000,0.000000,456.740490,88.945600,8.109132,12.919348,0.000000,119.559926,0.000000,19.336001,17.006495,13.934198,30.838389,43.720146,1.705435,0.000000,287.326386,31.863508,0.000000,95.075112,404.866836,57.04,0,0,0,0,0

42,10:15-10:30,0.000000,0.000000,0.000000,0.000000,8.579383,0.000000,0.000000,4.953883,19.515051,0.000000,0.000000,25.396192,35.242760,0.000000,0.000000,12.732795,0.000000,0.000000,12.808166,0.000000,0.000000,0.000000,0.000000,100.063800,20.142311,0.573341,0.000000,0.000000,54.817560,0.000000,0.000000,0.000000,456.740490,88.945600,8.109132,12.919348,0.000000,119.559926,0.000000,19.336001,17.006495,13.934198,30.838389,43.720146,1.705435,0.000000,287.326386,15.931754,0.000000,95.075112,404.866836,57.04,0,0,0,0,0

43,10:30-10:45,0.000000,0.000000,0.000000,0.000000,8.579383,0.000000,0.000000,4.953883,19.515051,0.000000,0.000000,25.396192,35.242760,0.000000,0.000000,12.732795,0.000000,0.000000,12.808166,0.000000,0.000000,0.000000,0.000000,100.063800,20.142311,0.573341,0.000000,0.000000,54.817560,0.000000,0.000000,0.000000,456.740490,88.945600,8.109132,12.919348,0.000000,119.559926,0.000000,19.336001,17.006495,13.934198,30.838389,43.720146,1.705435,0.000000,287.326386,15.931754,0.000000,95.075112,404.866836,58.97,0,0,0,0,0

44,10:45-11:00,0.000000,0.000000,0.000000,0.000000,8.579383,0.000000,0.000000,4.953883,19.515051,0.000000,0.000000,25.396192,35.242760,0.000000,0.000000,0.000000,0.000000,0.000000,12.808166,0.000000,0.000000,0.000000,0.000000,100.063800,20.142311,0.573341,0.000000,0.000000,54.817560,0.000000,0.000000,0.000000,456.740490,88.945600,8.109132,12.919348,0.000000,119.559926,0.000000,19.336001,17.006495,13.934198,30.838389,43.720146,1.705435,0.000000,287.326386,15.931754,0.000000,95.075112,404.866836,58.01,0,0,0,0,0

45,11:00-11:15,0.000000,0.000000,0.000000,0.000000,8.579383,0.000000,0.000000,4.953883,19.515051,0.000000,0.000000,25.396192,35.242760,0.000000,0.000000,0.000000,0.000000,0.000000,12.808166,0.000000,0.000000,0.000000,0.000000,100.063800,20.142311,0.573341,0.000000,0.000000,54.817560,0.000000,0.000000,0.000000,456.740490,88.945600,8.109132,12.919348,0.000000,119.559926,0.000000,19.336001,17.006495,13.934198,13.005394,43.720146,2.273914,0.000000,287.326386,15.931754,0.000000,95.075112,404.866836,55.11,0,0,0,0,0

46,11:15-11:30,0.000000,0.000000,0.000000,0.000000,8.579383,0.000000,0.000000,4.953883,19.515051,0.000000,0.000000,25.396192,35.242760,0.000000,0.000000,0.000000,0.000000,0.000000,12.808166,0.000000,0.000000,0.000000,0.000000,100.063800,20.142311,0.573341,0.000000,0.000000,54.817560,0.000000,0.000000,0.000000,456.740490,88.945600,8.109132,12.919348,0.000000,119.559926,0.000000,19.336001,17.006495,13.934198,9.754045,43.720146,2.273914,0.000000,287.326386,15.931754,0.000000,95.075112,404.866836,56.07,0,0,0,0,0

