Block,Time,SEWA2,NJPC,AURY_CRF,CHAMERA3,SALAL,UNCHAHAR3,UNCHAHAR4,CHAMERA1,DADRI_GF,ANTA_RF,NAPP,DADRI_CRF,KOLDAM,KISHANGANGA,UNCHAHAR1,TANDA2,DADRT2,DADRI_LF,URI,ANTA_LF,ANTA_GF,PARBATI3,RIHAND3,UNCHAHAR2,DADRI_RF,DHAULIGNGA,SINGRAULI,ANTA_CRF,RIHAND1,DULHASTI,AURY_LF,RAPPC,AURY_GF,RAPPB,JHAJJAR,BSIUL,URI2,RIHAND2,TANAKPUR,SINGRAULI_HYDRO,TEHRI,CHAMERA2,KOTESHWR,RAMPUR,AURY_RF,KHSTPP-II,FSTPP I & II,KHSTPP-I,SASAN,TALA,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
7,01:30-01:45,0.000000,0.000000,0.000000,0.000000,2.236850,19.337106,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.167369,0.000000,365.894375,0.000000,2.125200,0.000000,0.000000,0.000000,59.511375,30.624536,0.000000,0.000000,120.877969,0.000000,83.737500,0.000000,0.000000,51.910031,0.000000,0.000000,233.197772,6.276270,6.473775,113.695312,0.246592,0.626029,0.000000,0.000000,7.592200,0.000000,0.000000,104.711145,15.067552,32.954941,403.066125,0.000000,13.782977,0,0,0,0,0

8,01:45-02:00,0.000000,0.000000,0.000000,0.000000,2.236850,19.337106,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.167369,0.000000,360.119375,0.000000,2.125200,0.000000,0.000000,0.000000,59.511375,30.624536,0.000000,0.000000,120.877969,0.000000,83.737500,0.000000,0.000000,51.910031,0.000000,0.000000,233.197772,6.276270,4.531642,113.695312,0.246592,0.626029,0.000000,0.000000,7.592200,0.000000,0.000000,104.711145,15.067552,32.954941,403.066125,0.000000,13.256051,0,0,0,0,0

9,02:00-02:15,0.000000,0.000000,0.000000,0.000000,2.236850,14.004375,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.167369,0.000000,360.119375,0.000000,2.125200,0.000000,0.000000,0.000000,59.511375,30.624536,0.000000,0.000000,120.877969,0.000000,83.737500,0.000000,0.000000,51.910031,0.000000,0.000000,231.000000,6.276270,7.509579,113.695312,0.123296,0.626029,0.000000,0.000000,7.592200,0.000000,0.000000,104.711145,15.067552,32.954941,403.066125,0.000000,13.905204,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,0.000000,0.000000,2.236850,14.004375,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.167369,0.000000,360.119375,0.000000,2.125200,0.000000,0.000000,0.000000,59.511375,30.624536,0.000000,0.000000,120.877969,0.000000,83.737500,0.000000,0.000000,51.910031,0.000000,0.000000,231.000000,0.000000,7.509579,113.695312,0.123296,0.626029,0.000000,0.000000,7.592200,0.000000,0.000000,104.711145,15.067552,32.954941,403.066125,0.000000,14.270775,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,0.000000,0.000000,2.236850,14.004375,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.167369,0.000000,360.119375,0.000000,2.125200,0.000000,0.000000,0.000000,59.511375,30.624536,0.000000,0.000000,120.877969,0.000000,83.737500,0.000000,0.000000,51.910031,0.000000,0.000000,231.000000,0.000000,7.509579,113.695312,0.000000,0.626029,0.000000,0.000000,7.592200,0.000000,0.000000,104.711145,15.067552,32.954941,403.066125,0.000000,13.220250,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,0.000000,0.000000,2.236850,14.004375,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.167369,0.000000,360.119375,0.000000,2.125200,0.000000,0.000000,0.000000,59.511375,30.624536,0.000000,0.000000,120.877969,0.000000,83.737500,0.000000,0.000000,51.910031,0.000000,0.000000,231.000000,0.000000,7.509579,113.695312,0.000000,0.626029,0.000000,0.000000,7.592200,0.000000,0.000000,104.711145,15.067552,32.954941,403.066125,0.000000,15.553046,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,0.000000,0.000000,2.236850,13.975500,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,360.119375,0.000000,2.125200,0.000000,0.000000,0.000000,59.511375,30.403161,0.000000,0.000000,120.877969,0.000000,83.737500,0.000000,0.000000,51.910031,0.000000,0.000000,231.096250,0.000000,7.509579,113.695312,0.000000,0.626029,0.000000,0.000000,7.592200,0.000000,0.000000,104.711145,14.961678,32.954941,403.066125,0.000000,15.745159,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,0.000000,0.000000,2.236850,13.975500,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,360.119375,0.000000,2.125200,0.000000,0.000000,0.000000,59.511375,30.403161,0.000000,0.000000,120.877969,0.000000,83.737500,0.000000,0.000000,51.910031,0.000000,0.000000,231.000000,0.000000,7.509579,113.695312,0.000000,0.626029,0.000000,0.000000,7.592200,0.000000,0.000000,104.711145,14.961678,32.954941,403.066125,0.000000,12.973276,0,0,0,0,0

15,03:30-03:45,0.000000,0.000000,0.000000,0.000000,2.236850,13.975500,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,360.119375,0.000000,2.125200,0.000000,0.000000,0.000000,59.511375,30.403161,0.000000,0.000000,120.877969,0.000000,83.737500,0.000000,0.000000,51.910031,0.000000,0.000000,231.000000,0.000000,7.509579,113.695312,0.000000,0.626029,0.000000,0.000000,7.592200,0.000000,0.000000,104.711145,14.961678,32.954941,403.066125,0.000000,13.684853,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,0.000000,0.000000,2.236850,13.975500,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,360.119375,0.000000,25.502400,0.000000,0.000000,0.000000,59.511375,30.403161,0.000000,0.000000,120.877969,0.000000,83.737500,0.000000,0.000000,51.910031,0.000000,0.000000,231.000000,0.000000,7.509579,113.695312,0.000000,0.626029,0.000000,0.000000,7.592200,0.000000,0.000000,104.711145,14.961678,32.954941,403.066125,0.000000,13.643304,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,0.000000,0.000000,2.236850,13.975500,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,360.119375,0.000000,25.502400,0.000000,0.000000,0.000000,59.511375,30.403161,0.000000,0.000000,120.877969,0.000000,83.737500,15.860895,0.000000,51.910031,0.000000,0.000000,231.000000,0.000000,7.509579,113.695312,0.000000,0.626029,13.461525,0.000000,7.592200,0.000000,0.000000,104.711145,14.961678,32.954941,403.066125,0.000000,13.443727,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,0.000000,0.000000,2.236850,13.975500,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,360.119375,0.000000,3.187800,0.000000,0.000000,0.000000,59.511375,30.403161,0.000000,0.000000,120.877969,0.000000,83.737500,15.860895,0.000000,51.910031,0.000000,0.000000,231.000000,0.000000,7.509579,113.695312,0.000000,0.626029,13.461525,0.000000,7.592200,0.000000,0.000000,104.711145,14.961678,32.954941,403.066125,0.000000,15.959863,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,0.000000,0.000000,2.236850,13.975500,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,360.119375,0.000000,3.187800,0.000000,0.000000,0.000000,59.511375,30.403161,0.000000,0.000000,120.877969,0.000000,83.737500,15.860895,0.000000,51.910031,0.000000,0.000000,231.000000,0.000000,5.179020,113.695312,0.000000,0.626029,13.461525,0.000000,7.592200,0.000000,0.000000,104.711145,14.961678,32.954941,403.066125,0.000000,16.622429,0,0,0,0,0

20,04:45-05:00,0.000000,0.000000,0.000000,0.000000,2.236850,13.975500,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,360.119375,0.000000,3.187800,0.000000,0.000000,0.000000,59.511375,30.403161,0.000000,0.000000,120.877969,0.000000,83.737500,15.860895,0.000000,51.910031,0.000000,0.000000,231.000000,0.000000,5.179020,113.695312,0.000000,0.626029,13.461525,0.000000,7.592200,0.000000,0.000000,104.711145,14.961678,32.954941,403.066125,0.000000,17.137858,0,0,0,0,0

21,05:00-05:15,0.000000,0.000000,0.000000,0.000000,2.236850,19.192731,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,408.244375,0.000000,3.187800,0.000000,0.000000,0.000000,59.511375,30.403161,0.000000,0.000000,120.877969,0.000000,83.737500,15.860895,0.000000,51.910031,0.000000,0.000000,233.197772,0.000000,5.179020,113.695312,0.000000,0.626029,26.983688,0.000000,7.592200,0.000000,0.000000,121.447081,14.961678,38.523581,403.066125,0.000000,19.250000,0,0,0,0,0

22,05:15-05:30,0.000000,18.229750,0.000000,0.000000,2.236850,19.192731,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,470.806875,0.000000,3.187800,0.000000,0.000000,0.000000,59.511375,33.961404,0.000000,0.000000,120.877969,0.000000,83.737500,15.860895,0.000000,51.910031,0.000000,0.000000,233.197772,0.000000,5.179020,113.695312,0.000000,0.626029,26.983688,0.000000,7.592200,0.000000,0.000000,140.247907,17.666302,44.659114,403.066125,0.000000,19.250000,0,0,0,0,0

23,05:30-05:45,0.000000,36.459500,0.000000,0.000000,2.236850,19.192731,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,523.744375,0.000000,3.187800,0.000000,0.000000,0.000000,59.511375,36.000388,0.000000,0.000000,120.877969,0.000000,83.737500,15.860895,0.000000,51.910031,0.000000,0.000000,233.197772,0.000000,5.179020,113.695312,0.000000,0.626029,26.983688,0.000000,7.592200,0.000000,0.000000,141.738616,17.666302,44.659114,403.066125,0.000000,19.250000,0,0,0,0,0

24,05:45-06:00,0.000000,36.459500,0.000000,0.000000,2.236850,19.192731,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,578.510144,0.000000,3.187800,0.000000,0.000000,0.000000,59.511375,30.403161,0.000000,0.000000,120.877969,0.000000,83.737500,15.860895,0.000000,51.910031,0.000000,0.000000,239.935272,0.000000,5.179020,113.695312,0.000000,0.626029,27.893250,0.000000,7.592200,0.000000,0.000000,141.738616,14.961678,44.659114,403.066125,0.000000,19.250000,0,0,0,0,0

25,06:00-06:15,0.000000,45.027482,0.000000,0.000000,12.302675,19.192731,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,578.510144,0.000000,3.187800,0.000000,0.000000,0.000000,59.511375,30.624536,0.000000,0.000000,120.877969,0.000000,83.737500,15.860895,0.000000,51.910031,0.000000,0.000000,316.935272,0.000000,5.179020,113.695312,0.000000,0.626029,27.893250,0.000000,7.592200,0.000000,0.000000,122.488616,15.067552,38.523581,403.066125,0.000000,18.729024,0,0,0,0,0

26,06:15-06:30,5.080730,67.450075,0.000000,0.000000,12.302675,24.337544,0.000000,6.311112,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,652.689240,0.000000,3.187800,0.000000,0.000000,0.000000,59.511375,40.800471,0.000000,0.000000,120.877969,0.000000,83.737500,15.860895,0.000000,51.910031,0.000000,0.000000,401.625032,0.000000,5.179020,113.695312,0.000000,0.626029,41.839875,3.207531,15.184400,0.000000,0.000000,141.255413,19.952625,44.659114,403.066125,0.000000,19.250000,0,0,0,0,0

27,06:30-06:45,10.161459,90.054965,0.000000,0.000000,12.302675,25.400471,0.000000,13.514905,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,653.720375,0.000000,3.187800,0.000000,0.000000,0.000000,59.511375,40.800471,0.000000,7.628775,120.877969,0.000000,83.737500,15.860895,0.000000,51.910031,0.000000,0.000000,419.106188,1.058750,5.179020,113.695312,0.000000,0.626029,42.021788,12.676164,22.776600,0.000000,0.000000,141.738616,19.952625,44.659114,403.066125,0.000000,19.250000,0,0,0,0,0

28,06:45-07:00,15.211396,110.016541,0.000000,0.000000,53.684400,25.400471,0.000000,27.045018,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,653.720375,0.000000,25.502400,0.000000,0.000000,0.000000,59.511375,40.800471,0.000000,17.546182,120.877969,0.000000,83.737500,31.721790,0.000000,51.910031,0.000000,0.000000,419.106188,18.828810,5.179020,113.695312,0.000000,0.626029,42.021788,25.352327,32.266850,0.000000,0.000000,141.738616,19.952625,44.659114,403.066125,0.000000,19.250000,0,0,0,0,0

29,07:00-07:15,15.211396,109.378500,0.000000,0.000000,53.684400,25.400471,0.000000,27.045018,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,653.720375,0.000000,25.502400,0.000000,0.000000,0.000000,59.511375,40.800471,0.000000,26.380304,120.877969,0.000000,83.737500,31.721790,0.000000,51.910031,0.000000,0.000000,419.106188,18.828810,5.179020,113.695312,0.000000,0.626029,42.021788,25.352327,32.266850,0.000000,0.000000,141.738616,19.952625,44.659114,403.066125,0.000000,18.545583,0,0,0,0,0

30,07:15-07:30,15.211396,109.378500,0.000000,0.000000,53.684400,25.400471,0.000000,27.045018,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,653.720375,0.000000,3.187800,0.000000,0.000000,0.000000,59.511375,40.800471,0.000000,26.380304,120.877969,0.000000,83.737500,31.721790,0.000000,51.910031,0.000000,0.000000,419.106188,12.552540,5.179020,113.695312,0.000000,0.626029,42.021788,25.352327,32.266850,0.000000,0.000000,141.738616,19.952625,44.659114,403.066125,0.000000,19.250000,0,0,0,0,0

31,07:30-07:45,15.211396,109.378500,0.000000,0.000000,53.684400,25.400471,0.000000,27.045018,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,653.720375,0.000000,3.187800,0.000000,0.000000,0.000000,59.511375,40.800471,0.000000,26.319274,120.877969,0.000000,83.737500,31.721790,0.000000,51.910031,0.000000,0.000000,419.106188,12.552540,5.179020,113.695312,0.000000,0.626029,42.021788,25.352327,32.266850,0.000000,0.000000,141.738616,19.952625,44.659114,403.066125,0.000000,18.073216,0,0,0,0,0

32,07:45:08:00,15.211396,109.378500,0.000000,0.000000,40.263300,25.400471,0.000000,13.522509,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,653.720375,0.000000,3.187800,0.000000,0.000000,0.000000,59.511375,40.800471,0.000000,26.319274,120.877969,0.000000,83.737500,31.721790,0.000000,51.910031,0.000000,0.000000,419.106188,12.552540,5.179020,113.695312,0.000000,0.626029,42.021788,25.352327,32.266850,0.000000,0.000000,141.738616,19.952625,44.659114,403.066125,0.000000,19.250000,0,0,0,0,0

33,08:00-08:15,15.211396,82.033875,0.000000,0.000000,40.263300,25.400471,0.000000,13.522509,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,653.720375,0.000000,3.187800,0.000000,0.000000,0.000000,59.511375,40.800471,0.000000,17.291890,120.877969,0.000000,83.737500,31.721790,0.000000,51.910031,0.000000,0.000000,419.106188,12.552540,5.179020,113.695312,0.000000,0.626029,42.021788,25.352327,32.266850,0.000000,0.000000,141.738616,19.952625,44.659114,403.066125,0.000000,17.425777,0,0,0,0,0

34,08:15-08:30,10.161459,72.919000,0.000000,0.000000,12.302675,25.400471,0.000000,8.364125,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,653.720375,0.000000,3.187800,0.000000,0.000000,0.000000,59.511375,40.800471,0.000000,16.529012,120.877969,0.000000,83.737500,15.860895,0.000000,51.910031,0.000000,0.000000,419.106188,0.000000,5.179020,113.695312,0.000000,0.626029,42.021788,12.676164,15.184400,0.000000,0.000000,141.738616,19.952625,44.659114,403.066125,0.000000,17.523094,0,0,0,0,0

35,08:30-08:45,5.080730,54.689250,0.000000,0.000000,2.236850,25.400471,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,653.720375,0.000000,3.187800,0.000000,0.000000,0.000000,59.511375,40.800471,0.000000,7.883068,120.877969,0.000000,83.737500,15.860895,0.000000,51.910031,0.000000,0.000000,419.106188,0.000000,5.179020,113.695312,0.493185,0.626029,42.021788,12.676164,7.592200,0.000000,0.000000,141.738616,19.952625,44.659114,403.066125,0.000000,18.414684,0,0,0,0,0

36,08:45:09:00,0.000000,27.344625,0.000000,0.000000,2.236850,25.400471,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,653.720375,0.000000,25.502400,0.000000,0.000000,0.000000,59.511375,40.800471,0.000000,0.000000,120.877969,0.000000,83.737500,15.860895,0.000000,51.910031,0.000000,0.000000,419.106188,0.000000,5.179020,113.695312,0.493185,0.626029,42.021788,12.676164,7.592200,0.000000,0.000000,141.738616,19.952625,44.659114,403.066125,0.000000,19.250000,0,0,0,0,0

37,09:00:09:15,0.000000,20.052725,0.000000,0.000000,2.236850,25.400471,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,653.720375,0.000000,25.502400,0.000000,0.000000,0.000000,59.511375,40.800471,0.000000,0.000000,120.877969,0.000000,83.737500,15.860895,0.000000,51.910031,0.000000,0.000000,419.106188,0.000000,5.179020,113.695312,0.493185,0.626029,26.983688,3.207531,7.592200,0.000000,0.000000,141.738616,19.952625,44.659114,403.066125,0.000000,19.250000,0,0,0,0,0

38,09:15-09:30,0.000000,0.000000,0.000000,0.000000,2.236850,25.400471,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,653.720375,0.000000,3.187800,0.000000,0.000000,0.000000,59.511375,40.800471,0.000000,0.000000,120.877969,0.000000,83.737500,15.860895,0.000000,51.910031,0.000000,0.000000,419.106188,0.000000,5.179020,113.695312,0.493185,0.626029,26.983688,0.000000,7.592200,0.000000,0.000000,141.738616,19.952625,44.659114,403.066125,0.000000,19.250000,0,0,0,0,0

39,09:30-09:45,0.000000,0.000000,0.000000,0.000000,2.236850,25.400471,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,653.720375,0.000000,3.187800,0.000000,0.000000,0.000000,59.511375,40.800471,0.000000,0.000000,120.877969,0.000000,83.737500,15.860895,0.000000,51.910031,0.000000,0.000000,419.106188,0.000000,5.179020,113.695312,0.493185,0.626029,26.983688,0.000000,7.592200,0.000000,0.000000,141.738616,19.952625,44.659114,403.066125,0.000000,19.250000,0,0,0,0,0

40,09:45-10:00,0.000000,0.000000,0.000000,0.000000,2.236850,25.400471,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,653.720375,0.000000,3.187800,0.000000,0.000000,0.000000,59.511375,40.800471,0.000000,0.000000,120.877969,0.000000,83.737500,15.860895,0.000000,51.910031,0.000000,0.000000,419.106188,0.000000,5.179020,113.695312,0.493185,0.626029,26.983688,0.000000,7.592200,0.000000,0.000000,141.738616,19.952625,44.659114,403.066125,0.000000,19.250000,0,0,0,0,0

41,10:00-10:15,0.000000,0.000000,0.000000,0.000000,2.236850,25.400471,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,653.720375,0.000000,25.502400,0.000000,0.000000,0.000000,59.511375,40.800471,0.000000,0.000000,120.877969,0.000000,83.737500,0.000000,0.000000,51.910031,0.000000,0.000000,419.106188,0.000000,16.054962,113.695312,0.493185,0.626029,26.983688,0.000000,7.592200,0.000000,0.000000,141.738616,19.952625,44.659114,403.066125,0.000000,18.653086,0,0,0,0,0

42,10:15-10:30,0.000000,0.000000,0.000000,0.000000,2.236850,25.400471,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,653.720375,0.000000,25.502400,0.000000,0.000000,0.000000,59.511375,40.800471,0.000000,0.000000,120.877969,0.000000,83.737500,0.000000,0.000000,51.910031,0.000000,0.000000,419.106188,0.000000,23.305590,113.695312,0.493185,0.626029,13.582800,0.000000,7.592200,0.000000,0.000000,141.738616,19.952625,44.659114,403.066125,0.000000,19.250000,0,0,0,0,0

43,10:30-10:45,0.000000,0.000000,0.000000,0.000000,2.236850,25.400471,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,653.720375,0.000000,25.502400,0.000000,0.000000,0.000000,59.511375,40.800471,0.000000,0.000000,120.877969,0.000000,83.737500,0.000000,0.000000,51.910031,0.000000,0.000000,419.106188,0.000000,23.305590,113.695312,0.493185,0.626029,13.582800,0.000000,7.592200,0.000000,0.000000,141.738616,19.952625,44.659114,403.066125,0.000000,18.305668,0,0,0,0,0

44,10:45-11:00,0.000000,0.000000,0.000000,0.000000,2.236850,25.400471,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,582.513181,0.000000,25.502400,0.000000,0.000000,0.000000,59.511375,40.800471,0.000000,0.000000,120.877969,0.000000,83.737500,0.000000,0.000000,51.910031,0.000000,0.000000,399.391878,0.000000,23.305590,113.695312,0.493185,0.626029,13.582800,0.000000,7.592200,0.000000,0.000000,141.738616,19.952625,44.659114,403.066125,0.000000,16.472570,0,0,0,0,0

45,11:00-11:15,0.000000,0.000000,0.000000,0.000000,2.236850,25.400471,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,582.513181,0.000000,3.187800,0.000000,0.000000,0.000000,59.511375,40.800471,0.000000,0.000000,120.877969,0.000000,83.737500,0.000000,0.000000,51.910031,0.000000,0.000000,401.316878,0.000000,23.305590,113.695312,0.000000,0.626029,0.000000,0.000000,7.592200,0.000000,0.000000,141.738616,19.952625,44.659114,403.066125,0.000000,16.228721,0,0,0,0,0

46,11:15-11:30,0.000000,0.000000,0.000000,0.000000,2.236850,22.798738,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,582.513181,0.000000,2.125200,0.000000,0.000000,0.000000,59.511375,40.800471,0.000000,0.000000,120.877969,0.000000,83.737500,0.000000,0.000000,51.910031,0.000000,0.000000,399.391878,0.000000,16.054962,113.695312,0.000000,0.626029,0.000000,0.000000,7.592200,0.000000,0.000000,141.738616,19.952625,44.659114,403.066125,0.000000,16.614562,0,0,0,0,0

47,11:30-11:45,0.000000,0.000000,0.000000,0.000000,2.236850,25.400471,0.000000,0.000000,0.000000,0.000000,41.837565,0.000000,0.000000,0.000000,10.164000,0.000000,621.975022,0.000000,2.125200,0.000000,0.000000,0.000000,59.511375,40.800471,0.000000,0.000000,120.877969,0.000000,83.737500,0.000000,0.000000,51.910031,0.000000,0.000000,419.106188,0.000000,6.473775,113.695312,0.000000,0.626029,0.000000,0.000000,7.592200,0.000000,0.000000,141.738616,19.952625,43.233575,403.066125,0.000000,16.765644,0,0,0,0,0

