Block,Time,NR/16022024/16022024/DD20240216NR22816,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/06022042/L_NR_2012_02,NR/01012024/31032024/ ChanjuII,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/16022024/29022024/HP-45,NR/01022024/29022024/79,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/16022024/29022024/HP-38,NR/01102023/31102037/L_NR_2019_11,NR/01102023/23072042/L_NR_2012_04,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/16022024/29022024/HP-40,NR/01102023/31052040/LT-31,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/16022024/29022024/HP-36,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,NR/01102023/14082046/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,SR/14022024/29022024/SJVN140224NR1518,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02012046/L_NR_2021_17,NR/01022024/29022024/SJVN010224NR1469,NR/01022024/29022024/SJVN010224NR1468
51,12:30-12:45,0.000000,0.000000,8.180000,260.480000,1.560000,17.140000,76.320000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,16.720000,1.390000,51.980000,0.000000,0.990000,270.730000,96.260000,39.070000,16.720000,6.740000,47.170000,24.090000,0.690000,0.000000,4.810000,0.000000,14.5,32.5,14.5,231.67,210,32.5,48.5,97,157.732722,0,48,32.5,7.34,20.4,92.31,90,46.33,7.5,24.07,7.5,22.5,0,0,0

52,12:45-13:00,0.000000,0.000000,8.180000,260.480000,1.560000,17.150000,76.320000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,16.730000,1.390000,51.980000,0.000000,0.990000,270.730000,96.260000,39.070000,16.730000,6.740000,57.740000,24.090000,0.690000,0.000000,4.810000,0.000000,14.39,32.5,14.39,231.67,210,32.5,48.5,97,157.08975,0,48,32.5,7.34,19.96,92.32,90,46.33,7.5,24.07,7.5,22.5,0,0,0

53,13:00-13:15,0.000000,0.000000,8.180000,139.580000,1.560000,17.110000,33.690000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,16.690000,1.390000,51.980000,0.000000,1.030000,270.730000,96.260000,39.070000,16.690000,6.740000,47.170000,24.090000,0.690000,0.000000,4.810000,0.000000,14.29,32.5,14.29,231.67,210,32.5,48.5,97,155.53103,0,48,32.5,7.34,19.66,92.32,90,46.33,7.5,24.07,7.5,22.5,0,28.88,0

54,13:15-13:30,0.000000,0.000000,8.180000,110.700000,1.560000,16.970000,33.690000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,16.550000,1.390000,51.980000,0.000000,1.030000,270.730000,96.260000,39.070000,16.550000,6.740000,33.020000,24.090000,0.690000,0.000000,4.810000,0.000000,14.21,32.5,14.21,231.67,210,32.5,48.5,97,153.417016,0,48,32.5,7.34,19.54,92.31,90,46.33,7.5,24.07,7.5,22.5,0,28.88,0

55,13:30-13:45,0.000000,0.000000,8.180000,139.580000,1.560000,16.830000,33.690000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,16.420000,1.390000,51.980000,0.000000,1.030000,270.730000,96.260000,39.070000,16.420000,6.740000,33.020000,24.090000,0.690000,0.000000,4.810000,0.000000,14.77,32.5,14.77,231.67,203,32.5,47.5,97,150.75745,0,48,32.5,7.34,19.41,92.31,87,46.33,7.5,24.07,7.5,22.5,0,28.88,0

56,13:45-14:00,0.000000,0.000000,8.180000,166.230000,1.560000,16.490000,33.690000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,16.090000,1.390000,51.980000,0.000000,1.030000,270.730000,96.260000,39.070000,16.090000,6.740000,33.020000,24.090000,0.690000,0.000000,4.810000,0.000000,15.59,32.5,15.59,231.67,203,32.5,47,97,147.669236,0,48,32.5,7.34,19.21,92.32,87,46.33,7.5,24.07,7.5,22.5,0,28.88,0

57,14:00-14:15,0.000000,0.000000,8.180000,166.230000,1.560000,16.290000,33.690000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,15.890000,1.430000,51.980000,0.000000,1.070000,270.730000,96.260000,39.070000,15.890000,6.740000,33.020000,24.090000,0.770000,0.000000,4.810000,0.000000,16.47,32.5,16.47,231.67,203,32.5,46,93,143.860114,0,47,32.5,7.34,19.6,92.29,87,46.33,7.5,24.07,7.5,22.5,0,28.88,0

58,14:15-14:30,0.000000,0.000000,8.180000,166.230000,1.560000,15.850000,52.630000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,15.460000,1.430000,51.980000,0.000000,1.070000,270.730000,96.260000,39.070000,15.460000,6.740000,33.020000,24.090000,0.770000,0.000000,4.810000,0.000000,17.15,32.5,17.15,231.67,200,32.5,45,93,139.300858,0,47,32.5,7.34,19.54,92.32,85,46.33,7.5,24.07,7.5,22.5,0,28.88,0

59,14:30-14:45,0.000000,0.000000,8.180000,166.230000,1.560000,15.400000,33.690000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,15.020000,1.430000,51.980000,0.000000,1.070000,270.730000,96.260000,39.070000,15.020000,6.740000,33.020000,24.090000,0.770000,0.000000,4.810000,0.000000,18.33,32.5,18.33,231.67,193,32.5,44,92,133.971984,0,46,32.5,9,17.6,91.6,82,46.33,8.66,24.07,8.67,26,0,28.88,0

60,14:45-15:00,0.000000,0.000000,8.180000,166.230000,1.560000,14.770000,33.690000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,14.410000,1.430000,51.980000,0.000000,1.070000,270.730000,96.260000,39.070000,14.410000,6.740000,33.020000,24.090000,0.770000,0.000000,4.810000,0.000000,18.35,32.5,18.35,231.67,186,32.5,42,88,127.288972,0,44,32.5,9,17.6,88.3,79,46.33,8.66,24.07,8.67,26,0,28.88,0

61,15:00-15:15,0.000000,0.000000,8.180000,166.230000,1.560000,13.970000,52.630000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,13.640000,1.430000,51.980000,0.000000,1.070000,270.730000,96.260000,39.070000,13.640000,6.740000,57.740000,24.090000,0.770000,0.000000,4.810000,0.000000,18.77,32.5,18.77,231.67,179,32.5,40,83,117.751554,0,42,32.5,9.34,18,84.16,76,46.33,8.66,24.07,8.67,26,0,28.88,0

62,15:15-15:30,0.000000,0.000000,8.180000,166.230000,1.560000,13.050000,52.630000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,12.730000,1.430000,51.980000,0.000000,1.070000,270.730000,96.260000,39.070000,12.730000,6.740000,57.740000,24.090000,0.770000,0.000000,4.810000,0.000000,19.07,32.5,19.07,225.36,168,32.5,38.22,79,108.165426,0,40,32.5,9.34,18.41,79.26,72,45.07,8.66,24.07,8.67,26,0,28.88,0

63,15:30-15:45,0.000000,0.000000,8.180000,166.230000,1.560000,12.020000,52.630000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,11.740000,1.430000,51.980000,0.000000,1.070000,270.730000,96.260000,39.070000,11.740000,6.740000,57.740000,24.090000,0.770000,0.000000,4.810000,0.000000,19.13,32.5,19.13,213.35,154,32.5,35.67,75,97.42,0,37,32.5,9.66,19.8,73.88,66,42.67,8.66,24.07,8.67,26,0,28.88,0

64,15:45-16:00,0.000000,0.000000,8.180000,200.580000,1.560000,10.920000,52.630000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,10.650000,1.430000,51.980000,0.000000,1.070000,270.730000,96.260000,39.070000,10.650000,6.740000,57.740000,24.090000,0.770000,0.000000,4.810000,0.000000,19.25,32.5,19.25,196.8,140,32.5,33,69,86.090054,0,34,32.5,9.66,21.57,68.5,60,39.36,8.66,24.07,8.67,26,0,28.88,0

65,16:00-16:15,0.000000,0.000000,8.180000,200.580000,1.660000,9.700000,52.630000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,9.460000,1.430000,51.980000,0.000000,1.070000,270.730000,96.260000,39.070000,9.460000,6.740000,57.740000,30.800000,0.850000,0.000000,4.810000,0.000000,19.57,32.5,19.57,178.63,126,32.5,30.38,58,74.370428,0,29,32.5,8.34,22.08,61.9,54,35.73,8,24.07,8,24,0,28.88,0

66,16:15-16:30,0.000000,0.000000,8.180000,248.710000,1.660000,8.480000,76.320000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,8.270000,1.430000,51.980000,0.000000,1.070000,270.730000,96.260000,39.070000,8.270000,6.740000,57.740000,30.800000,0.850000,0.000000,4.810000,0.000000,19.82,32.69,19.82,158.63,112,32.68,26.98,50,62.270864,0,25,32.13,8.34,22.74,54.62,48,31.73,8,24.07,8,24,0,28.88,0

67,16:30-16:45,0.000000,0.000000,8.180000,260.480000,1.660000,7.100000,76.320000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,6.920000,1.430000,99.740000,0.000000,1.070000,270.730000,96.260000,39.070000,6.920000,6.740000,57.740000,30.800000,0.850000,0.000000,4.810000,0.000000,20.67,33,20.67,125.53,98,33,23.36,42,52.382734,0,21,18.17,8.66,25.95,46.89,42,25.11,8,0,8,24,0,28.88,24.07

68,16:45-17:00,0.000000,0.000000,8.180000,260.480000,1.660000,5.650000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,5.510000,1.430000,99.740000,0.000000,1.070000,270.730000,96.260000,39.070000,5.510000,6.740000,57.740000,30.800000,0.850000,0.000000,4.810000,0.000000,20.67,33,20.67,105.42,81,33,18.54,35,39.825296,0,17,7.46,9,26.75,38.97,34,21.08,8,0,8,24,0,23.2,24.07

69,17:00-17:15,0.000000,22.140000,8.180000,260.480000,1.560000,4.110000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,4.010000,1.430000,99.740000,0.000000,1.110000,270.730000,96.260000,39.070000,4.010000,6.740000,57.740000,30.800000,0.850000,0.000000,4.810000,0.000000,17.33,20.15,17.33,85.33,56,20.15,13.5,25,27.61857,0,12,1.05,9.34,27.25,30.37,24,17.07,8,0,8,24,0,0,0

70,17:15-17:30,0.000000,23.100000,8.180000,260.480000,1.560000,2.490000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,2.430000,1.430000,99.740000,0.000000,1.110000,270.730000,96.260000,39.070000,2.430000,6.740000,57.740000,30.800000,0.850000,0.000000,4.810000,0.000000,17.33,10.48,17.33,65.34,42,10.48,10,18,17.759666,0,9,0,9.66,27.53,21.44,18,13.07,8,0,8,24,0,0,0

71,17:30-17:45,0.000000,23.100000,8.180000,260.480000,1.560000,1.590000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,1.560000,1.430000,99.740000,0.000000,1.110000,270.730000,96.260000,39.070000,1.560000,6.740000,57.740000,30.800000,0.850000,0.000000,4.810000,0.000000,17.33,4.56,17.33,45.27,28,4.56,5,10,10.774652,0,5,0,10,29.53,15,12,9.05,8,0,8,24,0,0,0

72,17:45-18:00,0.000000,24.060000,8.180000,260.480000,1.560000,0.900000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,0.880000,1.430000,99.740000,0.000000,1.110000,270.730000,96.260000,39.070000,0.880000,6.740000,57.740000,30.800000,0.850000,0.000000,4.810000,0.000000,17.33,1.22,17.33,26.08,14,1.22,3,5,5.932878,0,2,0,10.66,30.33,10.67,6,5.21,8.66,0,8.67,26,0,0,0

73,18:00-18:15,0.000000,24.060000,8.180000,260.480000,1.560000,0.400000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,0.390000,1.390000,99.740000,0.000000,1.110000,270.730000,96.260000,0.000000,0.390000,6.740000,57.740000,30.800000,0.850000,0.000000,4.810000,0.000000,17.33,0,17.33,14.67,7,0,1,1,1.626914,0,1,0,11.34,30.93,4,3,2.93,9,0,9,27,0,0,0

74,18:15-18:30,0.000000,24.060000,8.180000,260.480000,1.560000,0.100000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,0.100000,1.390000,99.740000,0.000000,1.110000,270.730000,96.260000,0.000000,0.100000,6.740000,57.740000,30.800000,0.850000,0.000000,4.810000,0.000000,17.33,0,17.33,6.52,1,0,0,0,0,0,0,0,12,30.68,0,1,1.3,10,0,10,30,0,0,0

75,18:30-18:45,0.000000,24.060000,8.180000,260.480000,1.560000,0.000000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,0.000000,1.390000,99.740000,0.000000,1.110000,270.730000,96.260000,0.000000,0.000000,6.740000,57.740000,30.800000,0.850000,0.000000,4.810000,0.000000,19,0,19,1.63,1,0,0,0,0,0,0,0,12.66,31.46,0,0,0.33,11.66,0,11.67,35,0,0,0

76,18:45-19:00,0.000000,24.060000,8.180000,260.480000,1.560000,0.000000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,0.000000,1.390000,99.740000,0.000000,1.110000,270.730000,96.260000,0.000000,0.000000,6.740000,57.740000,30.800000,0.850000,0.000000,4.810000,0.000000,20.67,0,20.67,0,0,0,0,0,0,0,0,0,13.34,31.69,0,0,0,11.66,0,11.67,35,0,0,0

77,19:00-19:15,0.000000,24.060000,8.180000,260.480000,1.660000,0.000000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,0.000000,1.390000,99.740000,0.000000,1.070000,270.730000,96.260000,0.000000,0.000000,6.740000,57.740000,30.800000,0.850000,0.000000,4.810000,0.000000,19.33,0,19.33,0,0,0,0,0,0,0,0,0,13.66,30.13,0,0,0,12.16,0,12.17,36.5,0,0,0

78,19:15-19:30,0.000000,24.060000,8.180000,260.480000,1.660000,0.000000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,0.000000,1.390000,99.740000,0.000000,1.070000,270.730000,96.260000,0.000000,0.000000,6.740000,57.740000,30.800000,0.850000,0.000000,4.810000,0.000000,19.33,0,19.33,0,0,0,0,0,0,0,0,0,14,30.27,0,0,0,13.16,0,13.17,39.5,0,0,0

79,19:30-19:45,0.000000,24.060000,8.180000,260.480000,1.660000,0.000000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,0.000000,1.390000,99.740000,0.000000,1.070000,270.730000,96.260000,0.000000,0.000000,6.740000,57.740000,30.800000,0.850000,0.000000,4.810000,0.000000,19.33,0,19.33,0,0,0,0,0,0,0,0,0,14.34,28.18,0,0,0,14.34,0,14.33,43,0,0,0

80,19:45-20:00,0.000000,24.060000,8.180000,260.480000,1.660000,0.000000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,96.260000,30.800000,0.000000,1.390000,99.740000,0.000000,1.070000,270.730000,96.260000,0.000000,0.000000,6.740000,57.740000,30.800000,0.850000,0.000000,4.810000,0.000000,19.33,0,19.33,0,0,0,0,0,0,0,0,0,14.66,28.11,0,0,0,15.66,0,15.67,47,0,0,0

81,20:00-20:15,0.000000,24.060000,8.180000,260.480000,1.660000,0.000000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,0.000000,30.800000,0.000000,1.390000,99.740000,0.000000,1.150000,270.730000,96.260000,0.000000,0.000000,6.740000,57.740000,30.800000,0.850000,0.000000,4.810000,0.000000,20.67,0,20.67,0,0,0,0,0,0,0,0,0,14.66,28.32,0,0,0,16.16,0,16.17,48.5,0,0,0

82,20:15-20:30,0.000000,24.060000,8.180000,260.480000,1.660000,0.000000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,0.000000,30.800000,0.000000,1.390000,99.740000,0.000000,1.150000,270.730000,96.260000,0.000000,0.000000,6.740000,57.740000,30.800000,0.850000,0.000000,4.810000,0.000000,24,0,24,0,0,0,0,0,0,0,0,0,14.66,28.36,0,0,0,16.5,0,16.5,49.5,0,0,0

83,20:30-20:45,0.000000,24.060000,8.180000,260.480000,1.660000,0.000000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,0.000000,30.800000,0.000000,1.390000,99.740000,0.000000,1.150000,270.730000,96.260000,0.000000,0.000000,6.740000,57.740000,30.800000,0.930000,0.000000,4.810000,0.000000,27.33,0,27.33,0,0,0,0,0,0,0,0,0,19.34,26.34,0,0,0,17.5,0,17.5,52.5,0,0,0

84,20:45-21:00,0.000000,24.060000,8.180000,260.480000,1.660000,0.000000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,0.000000,30.800000,0.000000,1.390000,99.740000,0.000000,1.150000,270.730000,96.260000,0.000000,0.000000,6.740000,57.740000,30.800000,0.930000,0.000000,4.810000,0.000000,30.67,0,30.67,0,0,0,0,0,0,0,0,0,19,26.37,0,0,0,18.66,0,18.67,56,0,0,0

85,21:00-21:15,0.000000,24.060000,8.180000,257.940000,1.660000,0.000000,86.830000,18.290000,6.740000,11.550000,5.780000,0.000000,0.000000,30.800000,0.000000,1.390000,99.740000,0.000000,1.110000,270.730000,96.260000,0.000000,0.000000,6.740000,57.740000,30.800000,0.930000,0.000000,4.810000,0.000000,32.33,0,32.33,0,0,0,0,0,0,0,0,0,18.66,26.35,0,0,0,18.66,0,18.67,56,0,0,0

86,21:15-21:30,0.000000,24.060000,8.180000,231.280000,1.660000,0.000000,62.760000,18.290000,6.740000,11.550000,5.780000,0.000000,0.000000,30.800000,0.000000,1.390000,70.870000,0.000000,1.110000,231.020000,96.260000,0.000000,0.000000,6.740000,47.170000,30.800000,0.930000,0.000000,4.810000,0.000000,34,0,34,0,0,0,0,0,0,0,0,0,18.34,26.11,0,0,0,19.5,0,19.5,58.5,0,0,0

87,21:30-21:45,0.000000,24.060000,8.180000,257.940000,1.660000,0.000000,57.390000,18.290000,6.740000,11.550000,5.780000,0.000000,0.000000,30.800000,0.000000,1.390000,52.940000,0.000000,1.110000,270.730000,96.260000,0.000000,0.000000,6.740000,33.020000,30.800000,0.930000,0.000000,4.810000,0.000000,45,0,45,0,0,0,0,0,0,0,0,0,18,26.17,0,0,0,20,0,20,60,0,0,0

88,21:45-22:00,0.000000,24.060000,8.180000,257.940000,1.660000,0.000000,76.320000,18.290000,6.740000,11.550000,5.780000,0.000000,0.000000,30.800000,0.000000,1.390000,52.940000,0.000000,1.110000,270.730000,96.260000,0.000000,0.000000,6.740000,33.020000,30.800000,0.930000,0.000000,4.810000,0.000000,45.33,0,45.33,0,0,0,0,0,0,0,0,0,17.66,26.18,0,0,0,20,0,20,60,0,0,0

89,22:00-22:15,0.000000,24.060000,8.180000,225.170000,1.660000,0.000000,57.390000,18.290000,6.740000,11.550000,5.780000,16.310000,0.000000,25.550000,0.000000,1.340000,52.940000,128.010000,1.070000,270.730000,96.260000,0.000000,0.000000,6.740000,33.020000,25.550000,0.930000,0.000000,4.810000,38.140000,45.67,0,45.67,0,0,0,0,0,0,0,0,0,17.34,24.39,0,0,0,19.84,0,19.83,59.5,0,0,0

90,22:15-22:30,0.000000,23.100000,8.180000,198.520000,1.660000,0.000000,33.690000,18.290000,6.740000,11.550000,5.780000,16.310000,0.000000,25.550000,0.000000,1.340000,52.940000,128.010000,1.070000,270.730000,96.260000,0.000000,0.000000,6.740000,33.020000,25.550000,0.930000,0.000000,4.810000,38.140000,46.33,0,46.33,0,0,0,0,0,0,0,0,0,17,24.06,0,0,0,20.34,0,20.33,61,0,0,0

91,22:30-22:45,0.000000,23.100000,8.180000,198.520000,1.660000,0.000000,57.390000,18.290000,6.740000,11.550000,5.780000,16.310000,0.000000,25.550000,0.000000,1.340000,52.940000,128.010000,1.070000,270.730000,96.260000,0.000000,0.000000,6.740000,33.020000,25.550000,0.930000,0.000000,4.810000,38.140000,47.33,0,47.33,0,0,0,0,0,0,0,0,0,16.66,23.98,0,0,0,21.16,0,21.17,63.5,0,0,0

92,22:45-23:00,0.000000,23.100000,8.180000,198.520000,1.660000,0.000000,57.390000,18.290000,6.740000,11.550000,5.780000,16.310000,0.000000,25.550000,0.000000,1.340000,52.940000,128.010000,1.070000,270.730000,96.260000,0.000000,0.000000,6.740000,33.020000,25.550000,0.930000,0.000000,4.810000,38.140000,48.33,0,48.33,0,0,0,0,0,0,0,0,0,16,23.43,0,0,0,21.16,0,21.17,63.5,0,0,0

93,23:00-23:15,0.000000,23.100000,8.180000,198.520000,1.660000,0.000000,57.390000,18.290000,6.740000,11.550000,5.780000,16.310000,0.000000,25.550000,0.000000,1.340000,52.940000,128.010000,1.070000,270.730000,96.260000,0.000000,0.000000,6.740000,33.020000,25.550000,0.930000,0.000000,4.810000,38.140000,48.67,0,48.67,0,0,0,0,0,0,0,0,0,16,21.2,0,0,0,21.16,0,21.17,63.5,0,0,0

94,23:15-23:30,0.000000,23.100000,8.180000,198.520000,1.660000,0.000000,57.390000,18.290000,6.740000,11.550000,5.780000,16.310000,0.000000,25.550000,0.000000,1.340000,52.940000,128.010000,1.070000,270.730000,96.260000,0.000000,0.000000,6.740000,33.020000,25.550000,0.930000,0.000000,4.810000,38.140000,48.67,0,48.67,0,0,0,0,0,0,0,0,0,16,20.94,0,0,0,21.16,0,21.17,63.5,0,0,0

95,23:30-23:45,0.000000,23.100000,8.180000,225.170000,1.660000,0.000000,76.320000,18.290000,6.740000,11.550000,5.780000,16.310000,0.000000,25.550000,0.000000,1.340000,52.940000,128.010000,1.070000,270.730000,96.260000,0.000000,0.000000,6.740000,33.020000,25.550000,0.930000,0.000000,4.810000,38.140000,48.67,0,48.67,0,0,0,0,0,0,0,0,0,16,20.74,0,0,0,21.16,0,21.17,63.5,0,0,0

96,23:45-24:00,0.000000,23.100000,8.180000,225.170000,1.660000,0.000000,76.320000,18.290000,6.740000,11.550000,5.780000,16.310000,0.000000,25.550000,0.000000,1.340000,52.940000,128.010000,1.070000,270.730000,96.260000,0.000000,0.000000,6.740000,33.020000,25.550000,0.930000,0.000000,4.810000,38.140000,48.67,0,48.67,0,0,0,0,0,0,0,0,0,16,20.34,0,0,0,21.16,0,21.17,63.5,0,0,0

