Block,Time Block,KGSU1AND2,KGSU3AND4,JHAJJAR,ANTA_LF,URI,ANTA_GF,UNCHAHAR4,VALLURNTECL,URI2,ANTA_CRF,UNCHAHAR3,CHAMERA3,CHAMERA2,DADRT2,SINGRAULI_HYDRO,UNCHAHAR1,TALST2,SINGRAULI,TANAKPUR,TEHRIPSP,TALA,UNCHAHAR2,TEHRI,TelanganaSTPP,TANDA2,SIMHST1,RAPPD,RSTPSU1TO6,RAMPUR,RSTPSU7,SIMHST2,SALAL,SEWA2,RAPPC,RIHAND3,NTPL,PARBATI3,PARBATI2,RIHAND2,RAPPB,RIHAND1,SASAN,NLCEXP,NJPC,NLCIIST1,NAPP,BSIUL,BRBCL,CHAMERA1,MAPS,KUDGI,NNTPP,NLCIIST2,NLCTS2EXP,FSTPP I & II,KHSTPP-I,DHAULIGNGA,DULHASTI,KISHANGANGA,KHSTPP-II,KKNP,KKNPPU2,KOTESHWR,KOLDAM,DADRI_RF,DADRI_LF,AURY_GF,DADRI_CRF,AURY_CRF,AURY_RF,ANTA_RF,AURY_LF,DADRI_GF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,0,0,238.71,0,42.38,0,3.09,0,23.94,0,15.44,32.58,45.23,8.12,0,12.86,0,108.27,0,0,22.34,28.79,0,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,45.13,401.94,0,168.72,0,23.26,18.77,16.88,40.46,0,0,0,0,0,13.78,43.7,40.75,51.71,4.45,93.62,0,0,9.73,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,0,238.71,0,42.38,0,3.09,0,23.94,0,15.44,32.58,45.23,8.12,0,12.51,0,108.27,0,0,22.07,28.79,0,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,45.13,401.94,0,168.72,0,23.26,18.77,20.04,40.46,0,0,0,0,0,16.35,43.7,40.75,51.71,4.45,93.62,0,0,9.73,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,0,238.71,0,42.38,0,3.09,0,23.94,0,15.44,32.58,45.23,8.12,0,12.51,0,108.27,0,0,22.07,28.79,0,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,45.13,401.94,0,168.72,0,23.26,18.77,20.56,40.46,0,0,0,0,0,16.35,43.7,40.75,51.71,4.45,93.62,0,0,9.73,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,0,238.71,0,42.38,0,3.09,0,23.94,0,17.78,32.58,45.23,8.12,0,13.4,0,108.27,0,0,21.62,30.02,0,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,45.13,401.94,0,168.72,0,23.26,18.77,21.18,40.46,0,0,0,0,0,16.35,43.7,40.75,51.71,4.45,93.62,0,0,19.47,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,0,238.71,0,42.38,0,3.09,0,23.94,0,17.78,32.58,45.23,8.12,0,13.4,0,108.27,0,0,19.7,30.02,0,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,45.13,401.94,0,168.72,0,23.26,18.77,17.9,40.46,0,0,0,0,0,16.35,43.7,40.75,51.71,4.45,93.62,0,0,29.21,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,0,238.71,0,42.38,0,3.09,0,23.94,0,17.78,32.58,45.23,8.12,0,13.4,0,108.27,0,0,19.87,30.02,18.13,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,45.13,401.94,0,168.72,0,23.26,18.77,19.51,40.46,0,0,0,0,0,16.35,43.7,40.75,51.71,4.45,93.62,0,0,38.94,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,0,238.71,0,42.38,0,3.09,0,23.94,0,17.78,32.58,45.23,8.12,0,13.4,0,108.27,0,0,19.87,30.02,36.26,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,45.13,401.94,0,168.72,0,23.26,18.77,18.03,40.46,0,0,0,0,0,16.35,43.7,40.75,51.71,4.45,93.62,0,0,38.94,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,0,238.71,0,38.15,0,3.09,0,23.94,0,17.78,32.58,45.23,8.12,0,13.4,0,108.27,0,0,19.7,30.02,54.39,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,45.13,401.94,0,168.72,0,23.26,0,18.98,40.46,0,0,0,0,0,16.35,43.7,40.75,51.71,4.45,93.62,0,0,38.94,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,0,238.71,0,38.15,0,3.09,0,23.94,0,17.78,32.58,45.23,8.12,0,13.4,0,108.27,0,0,19.7,30.02,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,45.13,401.94,0,168.72,0,23.26,0,20.82,40.46,0,0,0,0,0,16.35,43.7,40.75,51.71,4.45,93.62,0,0,38.94,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,0,0,238.71,0,38.15,0,3.09,0,23.94,0,17.78,32.58,45.23,8.12,0,13.27,0,108.27,0,0,19.22,30.02,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,45.13,401.94,0,168.72,0,23.26,0,20.97,40.46,0,0,0,0,0,16.35,43.7,40.75,51.71,4.45,93.62,0,0,38.94,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,0,238.71,0,38.15,0,3.09,0,23.94,0,17.78,32.58,45.23,8.12,0,13.27,0,108.27,0,0,19.22,30.02,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,45.13,401.94,0,168.72,0,23.26,0,19.91,40.46,0,0,0,0,0,16.35,43.7,40.75,51.71,4.45,93.62,0,0,38.94,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,0,238.71,0,33.91,0,3.09,0,23.94,0,16.78,32.58,45.23,8.12,0,13.27,0,108.27,0,0,19.22,28.79,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,45.13,401.94,0,168.72,0,23.26,0,19.89,40.46,0,0,0,0,0,16.35,43.7,40.75,51.71,4.45,93.62,0,0,38.94,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,0,238.71,0,33.91,0,3.09,0,23.94,0,16.78,32.58,45.23,8.12,0,13.27,0,108.27,0,0,19.22,28.79,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,45.13,401.94,0,168.72,0,23.26,0,19.92,40.46,0,0,0,0,0,16.35,43.7,40.75,51.71,4.45,93.62,0,0,38.94,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,0,238.71,0,33.91,0,3.09,0,23.94,0,16.78,32.58,45.23,8.12,0,13.27,0,108.27,0,0,18.79,28.79,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,45.13,401.94,0,168.72,0,23.26,0,18.14,40.46,0,0,0,0,0,16.35,43.7,40.75,51.71,4.45,93.62,0,0,38.94,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,0,238.71,0,33.91,0,3.09,0,23.94,0,16.78,32.58,45.23,8.12,0,13.27,0,108.27,0,0,18.79,28.79,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,10.8,120.23,0,45.13,401.94,0,168.72,0,23.26,0,16.53,40.46,0,0,0,0,0,16.35,43.7,40.75,51.71,4.45,93.62,0,0,38.94,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,0,247.95,0,33.91,0,3.09,0,23.94,0,22.73,32.58,45.23,36.91,0,18.3,0,108.27,0,0,18.65,37.79,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,23.64,120.23,0,45.13,401.94,0,168.72,0,23.26,0,22.24,40.46,0,0,0,0,0,19.07,43.7,40.75,51.71,4.45,93.62,0,0,38.94,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,0,0,247.95,0,33.91,0,3.09,0,23.94,0,22.73,32.58,45.23,104.1,0,17.31,0,108.27,0,0,18.65,37.79,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,23.64,120.23,0,45.13,401.94,0,168.72,0,23.26,0,21.48,40.46,0,0,0,0,0,19.34,43.7,40.75,51.71,4.45,93.62,0,0,38.94,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,0,0,304.7,0,31.79,0,3.09,0,23.94,0,25.43,32.58,45.23,171.29,0,20.78,0,108.27,0,85.03,18.23,43.19,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,23.64,120.23,0,45.13,401.94,0,168.72,0,23.26,0,21.54,40.46,0,0,0,0,0,19.34,43.7,40.75,51.71,4.45,93.62,0,0,38.94,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,0,0,362.29,0,31.79,0,3.09,0,23.94,0,26.58,32.58,45.23,281.66,0,20.78,0,108.27,0,170.06,18.08,43.19,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,23.64,120.23,0,45.13,401.94,0,168.72,0,23.26,0,22.65,40.46,0,0,0,0,0,19.34,43.7,40.75,51.71,4.45,93.62,0,0,38.94,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,0,0,484.52,0,33.91,0,3.09,0,23.94,0,26.58,32.58,45.23,393,0,20.78,0,108.27,0,170.06,17.47,43.19,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,23.64,120.23,0,45.13,401.94,0,168.72,0,23.26,0,22.05,40.46,0,0,0,0,0,19.34,43.7,40.75,51.71,4.45,93.62,0,0,38.94,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,0,0,484.52,0,33.91,0,3.09,0,23.94,0,26.58,32.58,45.23,460.19,0,20.78,0,108.27,0,170.06,17.18,43.19,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,23.64,120.23,0,45.13,401.94,0,168.72,0,23.26,0,19.79,40.46,0,0,0,0,0,19.34,43.7,40.75,51.71,4.45,93.62,0,0,38.94,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,0,0,397.83,0,31.79,0,3.09,0,23.94,0,26.58,32.58,45.23,565.43,0,20.78,0,108.27,0,170.06,17.25,43.19,72.52,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,23.64,120.23,0,45.13,401.94,0,168.72,0,23.26,0,20.94,40.46,0,0,0,0,0,19.34,43.7,40.75,51.71,6.68,93.62,0,0,38.94,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,0,0,455.36,0,31.79,0,3.09,0,23.94,0,26.58,34.26,47.6,661.3,0,20.78,0,108.27,0,170.06,17.25,43.19,73.12,0,5.33,0,23,0,5.61,0,0,79.18,18.41,62.95,125.58,0,37.1,27.02,120.23,0,45.13,401.94,0,170.31,0,23.26,0,17.42,40.65,0,0,0,0,0,19.34,43.7,43.01,55.35,6.89,93.62,0,0,42.85,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,0,0,455.75,0,38.15,0,3.09,0,23.94,0,26.58,34.26,47.6,661.3,0,20.78,0,108.27,0,170.06,17.25,43.19,73.12,0,5.33,0,23,0,5.61,0,0,79.18,18.41,62.95,125.58,0,37.1,27.02,120.23,0,45.13,401.94,0,170.31,0,23.26,0,18.08,40.65,0,0,0,0,0,18.01,43.7,43.01,55.35,6.89,93.62,0,0,42.85,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,0,0,455.75,0,38.15,0,3.09,0,23.94,0,26.58,34.26,47.6,661.3,0,20.78,0,108.27,0,170.06,17.25,43.19,73.12,0,5.33,0,23,0,5.61,0,0,79.18,18.41,62.95,125.58,0,37.1,27.02,120.23,0,45.13,401.94,0,170.31,0,23.26,0,18.22,40.65,0,0,0,0,0,18.01,43.7,43.01,55.35,6.89,93.62,0,0,42.85,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,0,0,455.75,0,46.62,0,3.09,0,23.94,0,26.58,34.26,47.6,661.3,0,20.78,0,108.27,0,170.06,17.32,43.19,73.12,0,5.33,0,23,0,5.61,0,0,79.18,18.41,62.95,125.58,0,37.1,27.02,120.23,0,45.13,401.94,0,170.31,0,23.26,0,19.14,40.65,0,0,0,0,0,18.01,43.7,43.01,55.35,6.89,93.62,0,0,42.85,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,0,0,455.75,0,46.62,0,3.09,0,23.94,0,26.58,34.26,47.6,661.3,0,20.78,0,108.27,0,170.06,17.47,43.19,73.12,0,5.33,0,23,0,5.61,0,0,79.18,18.41,62.95,125.58,0,37.1,27.02,120.23,0,45.13,401.94,0,170.31,0,23.26,0,23.86,40.65,0,0,0,0,0,18.01,43.7,43.01,55.35,6.89,93.62,0,0,42.85,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0,0,455.75,0,46.62,0,3.09,0,23.94,0,26.58,34.26,47.6,661.3,0,20.78,0,108.27,0,170.06,17.47,43.19,73.12,0,5.33,0,23,0,5.61,0,0,79.18,18.41,62.95,125.58,0,37.1,27.02,120.23,0,45.13,401.94,0,170.31,0,23.26,0,23.99,40.65,0,0,0,0,0,15.35,43.7,43.01,55.35,6.89,93.62,0,0,42.85,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,0,455.75,0,46.62,0,3.09,0,23.94,0,26.58,34.26,47.6,661.3,0,20.78,0,108.27,0,170.06,17.61,43.19,73.12,0,5.33,0,23,0,5.61,0,0,79.18,18.41,62.95,125.58,0,37.1,27.02,120.23,0,45.13,401.94,0,170.31,0,23.26,0,23.99,40.65,0,0,0,0,0,15.35,43.7,43.01,55.35,6.89,93.62,0,0,42.85,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,0,455.75,0,42.38,0,3.09,0,23.94,0,26.58,34.26,47.6,661.3,0,20.78,0,108.27,0,170.06,18.17,43.19,73.12,0,5.33,0,23,0,5.61,0,0,79.18,18.41,62.95,125.58,0,37.1,27.02,120.23,0,45.13,401.94,0,170.31,0,23.26,0,23.99,40.65,0,0,0,0,0,15.35,43.7,43.01,55.35,6.89,93.62,0,0,42.85,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,0,455.75,0,42.38,0,3.09,0,23.94,0,26.58,32.58,45.23,661.3,0,20.78,0,108.27,3.7,170.06,18.31,43.19,73.12,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,23.64,120.23,0,45.13,401.94,0,168.72,0,23.26,0,22.92,40.46,0,0,0,0,0,15.35,43.7,40.75,51.71,6.68,93.62,0,0,41.11,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,0,455.75,0,42.38,0,3.09,0,23.94,0,26.58,32.58,45.23,661.3,0,20.78,0,108.27,3.7,170.06,18.65,43.19,73.12,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,34.45,120.23,0,45.13,401.94,0,168.72,0,23.26,0,21.72,40.46,0,0,0,0,0,15.35,43.7,40.75,51.71,6.68,93.62,0,0,41.11,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,0,455.75,0,42.38,0,3.09,0,23.94,0,26.58,32.58,45.23,661.3,0,20.78,0,108.27,7.37,170.06,18.79,43.19,73.12,0,5.33,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,34.45,120.23,0,45.13,401.94,0,168.72,0,23.26,0,23.99,40.46,0,0,0,0,0,15.35,43.7,40.75,51.71,6.68,93.62,0,0,41.11,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,0,455.75,0,42.38,0,3.09,0,29.92,0,26.58,34.26,47.6,661.3,0,20.78,0,108.27,11.43,170.06,18.94,43.19,73.12,0,5.33,0,23,0,5.61,0,0,79.18,18.41,62.95,125.58,0,37.1,40.52,120.23,0,45.13,401.94,0,170.31,0,23.26,0,23.33,40.65,0,0,0,0,0,15.35,43.7,43.01,55.35,6.89,93.62,0,0,42.85,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,455.75,0,42.38,0,3.09,0,29.92,0,26.58,34.26,47.6,661.3,0,20.78,0,108.27,11.43,170.06,19.07,43.19,73.12,0,5.33,0,23,0,5.61,0,0,79.18,18.41,62.95,125.58,0,37.1,40.52,120.23,0,45.13,401.94,0,170.31,0,23.26,0,23.56,40.65,0,0,0,0,0,15.35,43.7,43.01,55.35,6.89,93.62,0,0,42.85,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,455.75,0,42.38,0,3.09,0,35.92,0,26.58,34.26,47.6,661.3,0,20.78,0,108.27,11.43,170.06,19.07,43.19,73.12,0,4.8,0,23,0,5.61,0,0,79.18,18.41,62.95,125.58,0,37.1,40.52,120.23,0,45.13,401.94,0,170.31,0,23.26,0,20.42,40.65,0,0,0,0,0,15.35,43.7,43.01,55.35,6.89,93.62,0,0,42.85,8.27,25.84,0,0,0,0,19.67,12.37,0,0,0,0,0,0,0

90,22:15-22:30,0,0,455.75,0,42.38,0,3.09,0,35.92,0,26.58,34.26,47.6,661.3,0,20.78,0,108.27,11.43,170.06,19.22,43.19,73.12,0,4.19,0,23,0,5.61,0,0,79.18,18.41,62.95,125.58,0,37.1,40.52,120.23,0,45.13,401.94,0,170.31,0,23.26,0,20.89,40.65,0,0,0,0,0,15.35,43.7,43.01,55.35,6.89,93.62,0,0,42.85,8.27,25.84,0,0,0,0,19.67,12.37,0,0,0,0,0,0,0

91,22:30-22:45,0,0,455.75,0,38.15,0,3.09,0,29.92,0,26.58,32.58,45.23,661.3,0,20.78,0,108.27,11.43,85.03,19.5,43.19,72.52,0,4.19,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,34.45,120.23,0,45.13,401.94,0,168.72,0,23.26,6.26,19.94,40.46,0,0,0,0,0,15.35,43.7,40.75,51.71,4.45,93.62,0,0,41.11,8.27,25.84,0,0,0,0,19.76,12.43,0,0,0,0,0,0,0

92,22:45-23:00,0,0,455.76,0,38.15,0,3.09,0,29.92,0,26.58,32.58,45.23,661.3,0,20.78,0,108.27,11.43,85.03,19.5,43.19,72.52,0,4.19,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,34.45,120.23,0,45.13,401.94,0,168.72,0,23.26,12.52,21.82,40.46,0,0,0,0,0,15.35,43.7,40.75,51.71,4.45,93.62,0,0,41.11,8.27,25.84,0,0,0,0,19.76,12.43,0,0,0,0,0,0,0

93,23:00-23:15,0,0,455.75,0,38.15,0,3.09,0,29.92,0,26.58,32.58,45.23,661.3,0,20.78,0,108.27,11.43,0,19.5,43.19,72.52,0,4.19,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,34.45,120.23,0,45.13,401.94,0,168.72,0,23.26,18.77,23.67,40.46,0,0,0,0,0,15.35,43.7,40.75,51.71,4.45,93.62,0,0,41.11,8.27,25.84,0,0,0,0,19.76,12.62,0,0,0,0,0,0,0

94,23:15-23:30,0,0,455.75,0,38.15,0,3.09,0,29.92,0,26.58,32.58,45.23,661.3,0,20.78,0,108.27,11.43,0,19.5,43.19,72.52,0,4.19,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,34.45,120.23,0,45.13,401.94,0,168.72,0,23.26,18.77,22.07,40.46,0,0,0,0,0,15.35,43.7,40.75,51.71,4.45,93.62,0,0,41.11,8.27,25.84,0,0,0,0,19.76,12.62,0,0,0,0,0,0,0

95,23:30-23:45,0,0,400.75,0,38.15,0,3.09,0,29.92,0,26.58,32.58,45.23,661.3,0,20.78,0,108.27,11.43,0,18.94,43.19,72.52,0,4.19,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,34.45,120.23,0,45.13,401.94,0,168.72,0,23.26,18.77,19.94,40.46,0,0,0,0,0,15.35,43.7,40.75,51.71,4.45,93.62,0,0,41.11,8.27,2.16,0,0,0,0,2.08,1.33,0,0,0,0,0,0,0

96,23:45-24:00,0,0,337.22,0,38.15,0,3.09,0,29.92,0,26.58,32.58,45.23,661.3,0,20.78,0,108.27,11.43,0,18.94,43.19,72.52,0,4.19,0,23,0,5.44,0,0,79.18,17.6,62.95,125.58,0,35.68,34.45,120.23,0,45.13,401.94,0,168.72,0,23.26,18.77,19.11,40.46,0,0,0,0,0,15.35,43.7,40.75,51.71,4.45,93.62,0,0,41.11,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0

