Block,Time,DULHASTI,ANTA_GF,RAPPC,TEHRI,UNCHAHAR4,RIHAND1,AURY_LF,ANTA_LF,TANAKPUR,DADRI_LF,ANTA_RF,AURY_CRF,DHAULIGNGA,KISHANGANGA,CHAMERA1,JHAJJAR,DADRI_GF,SEWA2,RAMPUR,NAPP,AURY_RF,UNCHAHAR1,NJPC,UNCHAHAR2,URI2,RAPPB,DADRT2,KOTESHWR,ANTA_CRF,DADRI_RF,URI,SINGRAULI_HYDRO,CHAMERA2,BSIUL,RIHAND3,PARBATI3,TANDA2,RIHAND2,AURY_GF,CHAMERA3,SALAL,SINGRAULI,DADRI_CRF,UNCHAHAR3,KOLDAM,KHSTPP-II,KHSTPP-I,BRBCL,TALA,SASAN,FSTPP I & II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,51.805586,0.000000,57.876608,63.293656,0.623915,76.301383,0.000000,0.000000,9.130558,0.000000,0.000000,0.000000,38.917401,4.208137,40.597031,379.435495,0.000000,0.000000,3.403335,43.329915,0.000000,19.795686,160.945770,40.834286,34.726469,0.000000,657.971552,37.219607,0.000000,0.000000,29.774438,0.748646,42.591754,0.000000,122.904224,20.305093,0.000000,117.221440,0.000000,30.903670,80.585165,123.048896,0.000000,0.000000,5.152119,142.842560,30.986240,14.449300,9.769738,332.665200,13.773760,0,0,0,0,0

2,00:15-00:30,51.805586,0.000000,57.876608,63.293656,0.000000,76.301383,0.000000,0.000000,5.428980,0.000000,0.000000,0.000000,38.917401,4.208137,40.597031,360.171495,0.000000,0.000000,3.403335,43.329915,0.000000,19.795686,160.945770,40.834286,34.726469,0.000000,657.971552,37.219607,0.000000,0.000000,29.774438,0.748646,42.591754,0.000000,122.904224,20.305093,0.000000,117.221440,0.000000,30.903670,80.585165,123.048896,0.000000,0.000000,5.152119,142.842560,30.986240,14.449300,9.769738,332.665200,13.773760,0,0,0,0,0

3,00:30-00:45,51.805586,0.000000,57.876608,63.293656,0.000000,76.301383,0.000000,0.000000,5.428980,0.000000,0.000000,0.000000,38.917401,4.208137,40.597031,312.487220,0.000000,0.000000,3.403335,43.329915,0.000000,17.658731,160.945770,36.243868,34.726469,0.000000,595.227426,37.219607,0.000000,0.000000,29.774438,0.748646,42.591754,0.000000,122.904224,20.305093,0.000000,117.221440,0.000000,30.903670,80.585165,123.048896,0.000000,3.852800,5.152119,142.842560,30.986240,14.449300,9.769738,332.665200,13.773760,0,0,0,0,0

4,00:45-01:00,51.805586,0.000000,57.876608,63.293656,0.000000,76.301383,0.000000,0.000000,5.428980,0.000000,0.000000,0.000000,38.917401,4.208137,40.597031,266.253620,0.000000,0.000000,3.403335,43.329915,0.000000,17.658731,160.945770,36.243868,34.726469,0.000000,586.526963,37.219607,0.000000,0.000000,29.774438,0.748646,42.591754,0.000000,122.904224,20.305093,0.000000,117.221440,0.000000,30.903670,80.585165,123.048896,0.000000,3.852800,5.152119,142.842560,30.986240,14.449300,9.769738,332.665200,13.773760,0,0,0,0,0

5,01:00-01:15,51.805586,0.000000,57.876608,63.293656,0.000000,76.301383,0.000000,0.000000,5.428980,0.000000,0.000000,0.000000,38.917401,4.208137,40.597031,266.253620,0.000000,0.000000,3.403335,43.329915,0.000000,17.658731,160.945770,36.243868,34.726469,0.000000,586.526963,37.219607,0.000000,0.000000,29.774438,0.748646,42.591754,0.000000,122.904224,20.305093,0.000000,117.221440,0.000000,30.903670,80.585165,123.048896,0.000000,3.852800,5.152119,142.842560,30.986240,14.449300,9.769738,332.665200,13.773760,0,0,0,0,0

6,01:15-01:30,51.805586,0.000000,57.876608,63.293656,0.000000,76.301383,0.000000,0.000000,9.130558,0.000000,0.000000,0.000000,38.917401,4.208137,40.597031,235.431220,0.000000,0.000000,3.403335,43.329915,0.000000,17.658731,160.945770,36.243868,34.726469,0.000000,586.526963,37.219607,0.000000,0.000000,29.774438,0.748646,42.591754,0.000000,122.904224,20.305093,0.000000,117.221440,0.000000,30.903670,80.585165,123.048896,0.000000,3.852800,5.152119,142.842560,30.986240,14.449300,9.769738,332.665200,13.773760,0,0,0,0,0

7,01:30-01:45,51.805586,0.000000,57.876608,63.293656,0.000000,76.301383,0.000000,0.000000,5.428980,0.000000,0.000000,0.000000,38.917401,4.208137,40.597031,216.167220,0.000000,0.000000,3.403335,43.329915,0.000000,17.658731,160.945770,36.243868,17.078592,0.000000,586.526963,37.219607,0.000000,0.000000,29.774438,0.748646,42.591754,0.000000,122.904224,20.305093,0.000000,117.221440,0.000000,30.903670,80.585165,123.048896,0.000000,3.852800,5.152119,142.842560,30.986240,14.449300,9.769738,332.665200,13.773760,0,0,0,0,0

8,01:45-02:00,51.805586,0.000000,57.876608,63.293656,0.000000,76.301383,0.000000,0.000000,5.428980,0.000000,0.000000,0.000000,38.917401,4.208137,40.597031,187.271220,0.000000,0.000000,3.403335,43.329915,0.000000,17.658731,160.945770,36.243868,17.078592,0.000000,586.526963,37.219607,0.000000,0.000000,29.774438,0.748646,42.591754,0.000000,122.904224,20.305093,0.000000,117.221440,0.000000,30.903670,80.585165,123.048896,0.000000,3.852800,5.152119,142.842560,30.986240,14.449300,9.769738,332.665200,12.201625,0,0,0,0,0

9,02:00-02:15,51.805586,0.000000,57.876608,63.293656,0.000000,76.301383,0.000000,0.000000,5.428980,0.000000,0.000000,0.000000,38.917401,4.208137,40.597031,162.106560,0.000000,0.000000,3.403335,43.329915,0.000000,17.658731,160.945770,36.243868,17.078592,0.000000,586.526963,37.219607,0.000000,0.000000,29.774438,0.748646,42.591754,0.000000,122.904224,16.920911,0.000000,117.221440,0.000000,30.903670,80.585165,123.048896,0.000000,3.852800,5.152119,142.842560,30.986240,14.449300,9.911328,332.665200,12.201625,0,0,0,0,0

10,02:15-02:30,51.805586,0.000000,57.876608,63.293656,0.000000,76.301383,0.000000,0.000000,5.428980,0.000000,0.000000,0.000000,38.917401,4.208137,40.597031,133.210560,0.000000,0.000000,3.403335,43.329915,0.000000,17.658731,160.945770,36.243868,17.078592,0.000000,529.115041,37.219607,0.000000,0.000000,29.774438,0.748646,42.591754,0.000000,122.904224,16.920911,0.000000,117.221440,0.000000,30.903670,80.585165,123.048896,0.000000,3.852800,5.152119,142.842560,30.986240,14.449300,9.911328,332.665200,12.201625,0,0,0,0,0

11,02:30-02:45,51.805586,0.000000,57.876608,63.293656,0.000000,76.301383,0.000000,0.000000,9.130558,0.000000,0.000000,0.000000,38.917401,4.208137,40.597031,111.731200,0.000000,0.000000,3.403335,43.329915,0.000000,15.437592,160.945770,30.649506,19.925023,0.000000,476.784000,37.219607,0.000000,0.000000,37.218048,0.748646,42.591754,0.000000,122.904224,7.580569,0.000000,117.221440,0.000000,30.903670,80.585165,123.048896,0.000000,3.852800,5.152119,142.842560,30.986240,14.449300,9.911328,332.665200,9.902274,0,0,0,0,0

12,02:45-03:00,51.805586,0.000000,57.876608,63.293656,0.000000,76.301383,0.000000,0.000000,5.428980,0.000000,0.000000,0.000000,38.917401,4.208137,40.597031,111.731200,0.000000,0.000000,3.403335,43.329915,0.000000,15.437592,160.945770,30.649506,19.925023,0.000000,428.624000,37.219607,0.000000,0.000000,37.218048,0.748646,42.591754,0.000000,122.904224,7.580569,0.000000,117.221440,0.000000,30.903670,80.585165,123.048896,0.000000,3.852800,5.152119,142.842560,30.986240,14.449300,9.911328,332.665200,9.902274,0,0,0,0,0

13,03:00-03:15,51.805586,0.000000,57.876608,63.293656,0.000000,76.301383,0.000000,0.000000,5.428980,0.000000,0.000000,0.000000,38.917401,4.208137,40.597031,111.731200,0.000000,0.000000,3.403335,43.329915,0.000000,15.437592,160.945770,30.649506,22.771455,0.000000,380.464000,37.219607,0.000000,0.000000,29.774438,0.748646,42.591754,0.000000,122.904224,7.580569,0.000000,117.221440,0.000000,30.903670,74.988973,123.048896,0.000000,3.852800,5.152119,130.640550,27.931740,14.449300,9.769738,332.665200,9.902274,0,0,0,0,0

14,03:15-03:30,51.805586,0.000000,57.876608,63.293656,0.000000,76.301383,0.000000,0.000000,5.428980,0.000000,0.000000,0.000000,38.917401,4.208137,40.597031,111.731200,0.000000,0.000000,3.403335,43.329915,0.000000,15.437592,160.945770,30.649506,22.771455,0.000000,364.089600,37.219607,0.000000,0.000000,29.774438,0.748646,42.591754,0.000000,122.904224,7.580569,0.000000,117.221440,0.000000,30.903670,74.988973,123.048896,0.000000,3.852800,5.152119,130.640550,27.931740,14.449300,9.769738,332.665200,9.902274,0,0,0,0,0

15,03:30-03:45,51.805586,0.000000,57.876608,63.293656,0.000000,76.301383,0.000000,0.000000,5.428980,0.000000,0.000000,0.000000,38.917401,4.208137,40.597031,111.731200,0.000000,0.000000,3.403335,43.329915,0.000000,15.437592,160.945770,30.649506,22.771455,0.000000,364.089600,37.219607,0.000000,0.000000,29.774438,0.788049,42.591754,0.000000,122.904224,3.790284,0.000000,117.221440,0.000000,30.903670,74.988973,123.048896,0.000000,3.852800,5.152119,125.824550,27.931740,14.449300,10.336099,332.665200,9.902274,0,0,0,0,0

16,03:45-04:00,51.805586,0.000000,57.876608,63.293656,0.000000,76.301383,0.000000,0.000000,9.130558,0.000000,0.000000,0.000000,38.917401,4.208137,40.597031,111.731200,0.000000,0.000000,3.403335,43.329915,0.000000,15.437592,160.945770,30.649506,22.771455,0.000000,364.089600,37.219607,0.000000,0.000000,29.774438,0.788049,42.591754,0.000000,122.904224,3.790284,0.000000,117.221440,0.000000,30.903670,74.988973,123.048896,0.000000,3.852800,5.152119,125.824550,27.931740,14.449300,10.336099,332.665200,9.902274,0,0,0,0,0

17,04:00-04:15,51.805586,0.000000,57.876608,63.293656,0.000000,76.301383,0.000000,0.000000,7.403155,0.000000,0.000000,0.000000,38.917401,4.208137,40.597031,111.731200,0.000000,0.000000,3.403335,43.329915,0.000000,15.437592,160.945770,30.649506,22.771455,0.000000,364.089600,37.219607,0.000000,0.000000,29.774438,0.788049,42.591754,0.000000,122.904224,7.580569,0.000000,117.221440,0.000000,30.903670,74.988973,123.048896,0.000000,3.852800,5.152119,125.824550,27.931740,14.449300,10.166191,332.665200,9.902274,0,0,0,0,0

18,04:15-04:30,51.805586,0.000000,57.876608,63.293656,0.000000,76.301383,0.000000,0.000000,7.403155,0.000000,0.000000,0.000000,38.917401,4.208137,40.597031,111.731200,0.000000,0.000000,3.403335,43.329915,0.000000,15.437592,160.945770,30.649506,22.771455,0.000000,364.089600,37.219607,0.000000,0.000000,29.774438,0.788049,42.591754,0.000000,122.904224,7.580569,0.000000,117.221440,0.000000,30.903670,74.988973,123.048896,0.000000,3.852800,5.152119,125.824550,27.931740,14.449300,10.137873,332.665200,9.902274,0,0,0,0,0

19,04:30-04:45,51.805586,0.000000,57.876608,63.293656,0.000000,76.301383,0.000000,0.000000,7.403155,0.000000,0.000000,0.000000,38.917401,4.208137,40.597031,111.731200,0.000000,0.000000,3.403335,43.329915,0.000000,15.437592,160.945770,30.649506,23.483063,0.000000,364.089600,37.219607,0.000000,0.000000,29.774438,0.788049,42.591754,0.000000,122.904224,16.244075,0.000000,117.221440,0.000000,30.903670,74.988973,123.048896,0.000000,3.852800,5.152119,125.824550,27.931740,14.449300,9.741420,332.665200,9.902274,0,0,0,0,0

