Block,Time,SH-07,L_NR_2012_07,L_NR_2012_04,SH-06,L_NR_2020_02,LT-36,L_NR_2012_01,LT-31,L_NR_2012_02,L_NR_2023_04,LT-35,LT-59,LT-05,L_NR_2019_11,L_NR_2019_05,L_NR_2021_15,L_NR_2021_17,L_NR_2021_12,L_NR_2021_13,L_NR_2019_07,L_NR_2020_07,L_NR_2023_07,L_NR_2019_06,L_NR_2023_10,L_NR_2019_19,L_NR_2018_61,L_NR_2022_10,L_NR_2020_06,L_NR_2021_14,L_NR_2020_05,L_NR_2022_08,L_NR_2022_09,L_NR_2021_16
38,09:15-09:30,30.930000,33.820000,149.530000,30.930000,6.270000,10.600000,44.850000,10.340000,117.940000,27.910000,10.340000,6.140000,35.260000,6.150000,29.99,33,29,157.77,31.55,29.98,36.66,137,29.98,58,20.501376,39.09,80,36.67,60.35,110,38.79,80,59

39,09:30-09:45,30.930000,33.820000,149.530000,30.930000,6.270000,11.480000,44.850000,11.200000,117.940000,27.910000,11.200000,6.140000,35.260000,6.150000,29.99,36,32,171.96,34.39,29.98,36.66,147,29.98,63,22.060416,39.09,80,36.67,66.49,110,37.45,80,65

40,09:45-10:00,30.930000,33.820000,149.530000,30.930000,6.270000,12.270000,44.850000,11.970000,117.940000,27.910000,11.970000,6.140000,35.260000,6.150000,30.49,37,34,185.43,37.09,30.48,36.66,158,30.48,67,23.297904,39.09,80,36.67,71.9,110,37.45,80,68

41,10:00-10:15,30.930000,33.820000,149.530000,30.930000,6.140000,12.940000,44.850000,12.630000,117.940000,27.910000,12.630000,6.060000,35.260000,6.150000,30.49,39,36,197.86,39.57,30.48,36.66,168,30.48,72,24.79848,39.09,80,36.67,76.89,110,37.45,80,72

42,10:15-10:30,30.930000,33.820000,149.530000,30.930000,6.140000,13.480000,44.850000,13.140000,117.940000,27.910000,13.140000,6.060000,35.260000,6.150000,30.49,40.8,37,208.89,41.78,30.48,36.66,175,30.48,75,26.484192,39.09,80,36.67,81.25,110,37.45,80,74

43,10:30-10:45,30.930000,33.820000,149.530000,30.930000,6.140000,13.940000,44.850000,13.600000,117.940000,27.910000,13.600000,6.060000,35.260000,6.150000,30.49,41,39,226.73,45.35,30.48,36.66,182,30.48,78,21.232176,39.09,80,36.67,85.16,110,37.45,80,77

44,10:45-11:00,30.930000,33.820000,149.530000,30.930000,6.140000,14.330000,44.850000,13.970000,117.940000,27.910000,13.970000,6.060000,35.260000,6.150000,30.49,41.7,39,233.33,46.67,30.48,36.66,186,30.48,79,24.038448,42.09,80,36.67,87.23,110,37.45,80,79

45,11:00-11:15,30.930000,33.820000,149.530000,30.930000,6.140000,14.630000,44.850000,14.270000,117.940000,27.910000,14.270000,5.910000,35.260000,5.990000,31.31,43.5,39,233.33,46.67,31.32,38.34,189,31.32,81,26.299056,42.09,80,38.33,88.67,115,37.45,80,79

46,11:15-11:30,30.930000,33.820000,149.530000,30.930000,6.140000,14.830000,44.850000,14.470000,117.940000,27.910000,14.470000,5.910000,35.260000,5.990000,31.31,44.5,39,233.33,46.67,31.32,38.34,189,31.32,81,28.06272,42.09,80,38.33,90.15,115,37.45,80,79

47,11:30-11:45,30.930000,33.820000,149.530000,30.930000,6.140000,14.910000,44.850000,14.540000,117.940000,29.840000,14.540000,5.910000,35.260000,5.990000,31.65,45.5,39,233.33,46.67,31.65,38.34,189,31.65,81,29.943312,42.09,80,38.33,92.33,115,37.45,80,79

48,11:45-12:00,30.930000,33.820000,149.530000,30.930000,6.140000,14.990000,44.850000,14.630000,117.940000,29.840000,14.630000,5.910000,35.260000,5.990000,31.65,45.5,39,233.33,46.67,31.65,38.34,189,31.65,81,31.580304,42.09,80,38.33,92.32,115,37.45,80,79

49,12:00-12:15,30.930000,33.820000,149.530000,30.930000,6.040000,15.000000,44.850000,14.640000,117.940000,29.840000,14.640000,5.910000,35.260000,6.150000,31.65,45.5,39,233.33,46.67,31.65,38.34,189,31.65,81,43.000272,42.09,80,38.33,92.33,115,37.45,80,79

50,12:15-12:30,30.930000,33.820000,149.530000,30.930000,6.040000,14.950000,44.850000,14.580000,117.940000,29.840000,14.580000,5.910000,35.260000,6.150000,31.65,45.5,39,233.33,46.67,31.65,38.34,189,31.65,81,40.934544,42.09,80,38.33,92.35,115,37.45,80,79

51,12:30-12:45,0.000000,33.820000,149.530000,30.930000,6.040000,14.960000,44.850000,14.590000,117.940000,29.840000,14.590000,5.910000,35.260000,6.150000,31.65,45.5,39,233.33,46.67,31.65,38.34,189,31.65,81,40.97352,42.09,80,38.33,92.38,115,37.45,80,79

52,12:45-13:00,0.000000,33.820000,149.530000,30.930000,6.040000,14.950000,44.850000,14.580000,117.940000,29.840000,14.580000,5.910000,35.260000,6.150000,31.65,45.5,39,233.33,46.67,31.65,38.34,189,31.65,81,41.733552,42.09,80,38.33,92.32,115,37.45,80,79

53,13:00-13:15,22.020000,33.820000,149.530000,22.020000,6.040000,14.910000,44.850000,14.540000,117.940000,27.820000,14.540000,6.530000,35.260000,6.150000,31.65,45.5,39,233.33,46.67,31.65,38.34,189,31.65,81,41.792016,42.09,80,38.33,92.32,115,37.45,80,79

54,13:15-13:30,22.020000,33.820000,149.530000,22.020000,6.040000,14.880000,44.850000,14.520000,117.940000,26.850000,14.520000,6.530000,35.260000,6.150000,31.65,45.5,39,233.33,46.67,31.65,38.34,189,31.65,81,40.768896,42.09,80,38.33,92.31,115,37.45,80,79

55,13:30-13:45,22.020000,33.820000,149.530000,22.020000,6.040000,14.850000,44.850000,14.490000,117.940000,26.850000,14.490000,6.530000,35.260000,6.150000,31.65,42,39,233.33,46.67,31.65,38.34,189,31.65,81,29.91408,42.09,80,38.33,92.13,115,37.45,80,79

56,13:45-14:00,22.020000,33.820000,149.530000,22.020000,6.040000,14.440000,44.850000,14.090000,117.940000,26.850000,14.090000,6.530000,35.260000,6.150000,31.65,41,39,233.33,46.67,31.65,38.34,189,31.65,81,28.052976,42.09,80,38.33,90.99,115,37.45,80,79

57,14:00-14:15,25.220000,33.820000,149.530000,25.220000,5.950000,14.110000,43.360000,13.770000,116.000000,26.850000,13.770000,6.770000,33.170000,6.530000,31.65,40,39,233.33,46.67,31.65,38.34,189,31.65,81,26.318544,42.09,80,38.33,88.92,115,36.74,80,77

58,14:15-14:30,25.220000,33.820000,149.530000,25.220000,5.950000,13.750000,43.360000,13.420000,116.000000,26.850000,13.420000,6.770000,33.170000,6.530000,31.65,39,38,233.33,46.67,31.65,38.34,186,31.65,79,24.79848,42.09,80,38.33,86.64,115,36.74,80,77

59,14:30-14:45,25.220000,33.820000,149.530000,25.220000,5.950000,13.210000,43.360000,12.890000,116.000000,26.850000,12.890000,6.770000,33.170000,6.770000,31.65,38,36,231.19,46.24,31.65,38.34,179,31.65,76,23.200464,42.09,80,38.33,84.6,115,36.74,80,73

60,14:45-15:00,25.220000,33.820000,149.530000,25.220000,5.950000,12.660000,43.360000,12.360000,116.000000,26.850000,12.360000,6.770000,33.170000,6.770000,31.65,37,35,221.61,44.32,31.65,38.34,172,31.65,73,21.914256,42.09,80,38.33,80.69,115,36.74,80,69

61,15:00-15:15,25.220000,33.820000,193.340000,25.220000,5.950000,12.190000,43.360000,11.880000,116.000000,23.830000,11.880000,7.230000,33.170000,7.080000,31.65,36,33,210.86,42.17,31.65,38.34,161,31.65,69,24.291792,42.09,80,38.33,76.38,115,36.74,80,66

62,15:15-15:30,25.220000,33.820000,193.340000,25.220000,5.950000,11.670000,43.360000,11.380000,116.000000,23.830000,11.380000,7.230000,33.170000,7.080000,31.65,35,31,199.31,39.86,31.65,38.34,151,31.65,64,22.323504,42.09,80,38.33,71.6,115,36.74,80,63

63,15:30-15:45,25.220000,33.820000,232.010000,25.220000,5.950000,10.930000,43.360000,10.670000,116.000000,23.830000,10.670000,7.230000,33.170000,7.080000,31.65,32,30,185.93,37.19,31.65,38.34,140,31.65,60,20.140848,42.09,80,38.33,66.36,115,36.74,80,60

64,15:45-16:00,25.220000,33.820000,232.010000,25.220000,5.950000,10.090000,43.360000,9.850000,116.000000,23.830000,9.850000,7.230000,33.170000,7.080000,31.65,30,27,172.02,34.4,31.65,38.34,130,31.65,55,18.162816,42.09,80,38.33,54.39,115,36.74,80,54

65,16:00-16:15,25.220000,33.820000,232.010000,25.220000,6.090000,9.090000,43.500000,8.870000,116.000000,25.760000,8.870000,7.620000,33.170000,7.460000,31.65,27,25,157.61,31.52,31.65,38.34,116,31.65,49,15.834,42.09,80,38.33,48.94,115,36.74,80,50

66,16:15-16:30,25.220000,33.820000,232.010000,25.220000,6.090000,8.030000,43.500000,7.840000,116.000000,25.760000,7.840000,7.620000,33.170000,7.460000,31.65,25,23,142.2,28.44,31.65,38.34,105,31.65,45,13.826736,42.09,80,38.33,43.2,115,36.74,80,46

67,16:30-16:45,25.220000,33.820000,232.010000,25.220000,6.090000,7.000000,43.500000,6.830000,116.000000,25.760000,6.830000,7.620000,33.170000,7.460000,31.65,22,21,125.66,25.13,31.65,38.34,91,31.65,39,15.268848,42.09,80,38.33,37.32,115,36.74,80,42

68,16:45-17:00,25.220000,33.820000,232.010000,25.220000,6.090000,5.910000,43.500000,5.770000,116.000000,25.760000,5.770000,7.620000,33.170000,7.460000,31.8,19,21,108.8,21.76,31.35,38.34,77,31.8,33,12.37488,42.26,80,38.33,31.13,115,36.74,80,41

69,17:00-17:15,25.220000,33.820000,232.010000,25.220000,6.230000,4.820000,43.500000,4.710000,116.000000,25.760000,4.710000,7.770000,35.260000,7.460000,30.48,16,20,91.33,18.27,18.12,38.34,63,22.31,27,8.96448,42.26,80,38.33,24.78,115,36.74,80,40

70,17:15-17:30,25.220000,33.820000,232.010000,25.220000,6.230000,3.710000,43.500000,3.620000,116.000000,25.760000,3.620000,7.770000,35.260000,7.460000,20.15,14,18,73.35,14.67,6.4,38.34,49,10.4,21,5.856144,42.26,80,38.33,18.59,115,36.74,80,37

71,17:30-17:45,25.220000,33.820000,232.010000,25.220000,6.230000,2.780000,43.500000,2.710000,116.000000,25.760000,2.710000,7.770000,35.260000,7.460000,14.3,12,17,55.24,11.05,1.07,38.34,39,0.36,16,3.420144,42.26,80,38.33,12.44,115,36.74,80,34

72,17:45-18:00,25.220000,33.820000,232.010000,25.220000,6.230000,1.890000,43.500000,1.840000,116.000000,25.760000,1.840000,7.770000,35.260000,7.460000,5.88,9,14,38.82,7.76,0.05,38.34,28,0,12,1.65648,42.26,80,38.33,6.95,115,36.73,80,27

73,18:00-18:15,25.220000,33.820000,232.010000,25.220000,6.690000,1.150000,43.500000,1.120000,155.330000,24.710000,1.120000,8.230000,35.260000,7.610000,0,7,12,25.03,5.01,0,38.34,18,0,7,0.77952,42.26,80,38.33,0.91,115,36.67,80,24

74,18:15-18:30,25.220000,41.070000,232.010000,25.220000,6.690000,0.560000,72.500000,0.550000,155.330000,24.710000,0.550000,8.230000,35.260000,7.610000,0,4,9,14.52,2.9,0,38.34,11,0,4,0.058464,42.45,81.67,38.33,0.3,115,36.62,81.67,17

75,18:30-18:45,25.220000,41.070000,232.010000,25.220000,6.690000,0.140000,101.260000,0.140000,155.330000,24.710000,0.140000,8.230000,35.260000,7.610000,0,3,6,6.91,1.38,0,39.16,4,0,1,0,42.45,81.67,39.17,0,117.5,37.84,81.67,13

76,18:45-19:00,25.220000,56.070000,232.010000,25.220000,6.690000,0.000000,101.260000,0.000000,191.760000,24.710000,0.000000,8.230000,35.260000,7.610000,0,1,6,1.78,0.36,0,39.16,1,0,0,0,42.45,81.67,39.17,0,117.5,37.34,81.67,11

77,19:00-19:15,25.220000,56.070000,271.880000,25.220000,6.880000,0.000000,101.260000,0.000000,191.760000,24.710000,0.000000,8.230000,58.000000,8.070000,0,0,4,0.71,0.14,0,39.16,0,0,0,0,42.45,81.67,39.17,0,117.5,37.08,81.67,9

78,19:15-19:30,25.220000,56.070000,271.880000,25.220000,6.880000,0.000000,101.260000,0.000000,191.760000,24.710000,0.000000,8.230000,58.000000,8.070000,0,0,1,0,0,0,39.16,0,0,0,0,42.45,81.67,39.17,0,117.5,38.65,81.67,3

79,19:30-19:45,25.220000,56.070000,271.880000,25.220000,6.880000,0.000000,101.260000,0.000000,191.760000,24.710000,0.000000,8.230000,58.000000,8.070000,0,0,0,0,0,0,39.16,0,0,0,0,42.45,81.67,39.17,0,117.5,37.45,81.67,1

80,19:45-20:00,25.220000,56.070000,271.880000,25.220000,6.880000,0.000000,101.260000,0.000000,191.760000,24.710000,0.000000,8.230000,58.000000,8.070000,0,0,0,0,0,0,39.16,0,0,0,0,44.02,81.67,39.17,0,117.5,39.21,81.67,0

81,20:00-20:15,25.220000,56.070000,271.880000,25.220000,7.070000,0.000000,101.260000,0.000000,191.760000,24.710000,0.000000,8.400000,58.000000,7.920000,0,0,0,0,0,0,39.16,0,0,0,0,44.02,81.67,39.17,0,117.5,38.75,81.67,0

82,20:15-20:30,25.220000,56.070000,271.880000,25.220000,7.070000,0.000000,101.260000,0.000000,191.760000,24.710000,0.000000,8.400000,58.000000,7.920000,0,0,0,0,0,0,39.16,0,0,0,0,44.02,81.67,39.17,0,117.5,38.45,81.67,0

83,20:30-20:45,25.220000,56.070000,271.880000,25.220000,7.350000,0.000000,101.260000,0.000000,191.760000,24.710000,0.000000,8.400000,58.000000,7.920000,0,0,0,0,0,0,39.16,0,0,0,0,44.02,81.67,39.17,0,117.5,38.44,81.67,0

84,20:45-21:00,25.220000,56.070000,271.880000,25.220000,7.350000,0.000000,101.260000,0.000000,191.760000,24.710000,0.000000,8.400000,58.000000,7.920000,0,0,0,0,0,0,39.16,0,0,0,0,44.02,81.67,39.17,0,117.5,38.44,81.67,0

85,21:00-21:15,24.310000,56.070000,271.880000,30.930000,7.150000,0.000000,101.260000,0.000000,191.760000,24.710000,0.000000,8.400000,58.000000,7.690000,0,0,0,0,0,0,39.16,0,0,0,0,44.02,81.67,39.17,0,117.5,38.44,81.67,0

86,21:15-21:30,24.310000,56.070000,271.880000,30.930000,7.150000,0.000000,101.260000,0.000000,191.760000,24.710000,0.000000,8.400000,58.000000,7.690000,0,0,0,0,0,0,39.16,0,0,0,0,43.02,81.67,39.17,0,117.5,38.44,81.67,0

87,21:30-21:45,24.310000,56.070000,271.880000,30.930000,7.150000,0.000000,101.260000,0.000000,191.760000,24.710000,0.000000,8.400000,58.000000,8.460000,0,0,0,0,0,0,39.16,0,0,0,0,43.02,81.67,39.17,0,117.5,38.44,81.67,0

88,21:45-22:00,24.310000,56.070000,271.880000,30.930000,7.150000,0.000000,101.260000,0.000000,191.760000,24.710000,0.000000,8.400000,58.000000,8.460000,0,0,0,0,0,0,39.16,0,0,0,0,43.02,81.67,39.17,0,117.5,38.44,81.67,0

89,22:00-22:15,24.310000,56.070000,271.880000,30.930000,6.970000,0.000000,101.260000,0.000000,191.760000,27.730000,0.000000,8.940000,58.000000,8.460000,0,0,0,0,0,0,39.16,0,0,0,0,43.02,81.67,39.17,0,117.5,38.44,81.67,0

90,22:15-22:30,24.310000,56.070000,271.880000,30.930000,6.970000,0.000000,101.260000,0.000000,191.760000,25.800000,0.000000,8.940000,58.000000,8.460000,0,0,0,0,0,0,39.16,0,0,0,0,43.02,81.67,39.17,0,117.5,38.44,81.67,0

91,22:30-22:45,24.310000,56.070000,271.880000,30.930000,6.970000,0.000000,101.260000,0.000000,191.760000,25.800000,0.000000,8.940000,58.000000,8.460000,0,0,0,0,0,0,39.16,0,0,0,0,43.02,80,39.17,0,117.5,36.4,80,0

92,22:45-23:00,24.310000,56.070000,271.880000,30.930000,6.970000,0.000000,101.260000,0.000000,191.760000,25.800000,0.000000,8.940000,58.000000,8.460000,0,0,0,0,0,0,39.16,0,0,0,0,43.02,80,39.17,0,117.5,36.59,80,0

93,23:00-23:15,24.310000,56.070000,271.880000,30.930000,6.880000,0.000000,101.260000,0.000000,191.760000,27.820000,0.000000,8.710000,58.000000,8.300000,0,0,0,0,0,0,35,0,0,0,0,41.02,80,35,0,105,36.28,80,0

94,23:15-23:30,24.310000,56.070000,271.880000,30.930000,6.880000,0.000000,101.260000,0.000000,191.760000,27.820000,0.000000,8.710000,58.000000,8.300000,0,0,0,0,0,0,35,0,0,0,0,41.27,80,35,0,105,36.31,80,0

95,23:30-23:45,24.310000,56.070000,271.880000,30.930000,6.880000,0.000000,101.260000,0.000000,191.760000,27.820000,0.000000,8.710000,58.000000,8.300000,0,0,0,0,0,0,35,0,0,0,0,41.47,80,35,0,105,36.15,80,0

96,23:45-24:00,24.310000,56.070000,271.880000,30.930000,6.880000,0.000000,101.260000,0.000000,191.760000,27.820000,0.000000,8.710000,58.000000,8.300000,0,0,0,0,0,0,35,0,0,0,0,41.67,80,35,0,105,35.95,80,0

