Block,Time,SH-07,L_NR_2012_07,L_NR_2012_04,SH-06,L_NR_2020_02,LT-36,L_NR_2012_01,LT-31,L_NR_2012_02,L_NR_2023_04,LT-35,LT-59,LT-05,L_NR_2019_11,L_NR_2019_05,L_NR_2021_15,L_NR_2021_17,L_NR_2021_12,L_NR_2021_13,L_NR_2019_07,L_NR_2020_07,L_NR_2023_07,L_NR_2019_06,L_NR_2023_10,L_NR_2019_19,L_NR_2018_61,L_NR_2022_10,L_NR_2020_06,L_NR_2021_14,L_NR_2020_05,L_NR_2022_08,L_NR_2022_09,L_NR_2021_16
1,00:00-00:15,30.930000,56.070000,271.880000,30.930000,6.600000,0.000000,101.260000,0.000000,201.430000,29.720000,0.000000,7.150000,58.000000,6.770000,0,0,0,0,0,0,36.66,0,0,0,0,38.08,78.33,36.67,0,110,35,78.33,0

2,00:15-00:30,30.930000,56.070000,271.880000,30.930000,6.600000,0.000000,101.260000,0.000000,201.430000,29.720000,0.000000,7.150000,58.000000,6.770000,0,0,0,0,0,0,36.66,0,0,0,0,38.54,78.33,36.67,0,110,35,78.33,0

3,00:30-00:45,30.930000,56.070000,271.880000,30.930000,6.600000,0.000000,101.260000,0.000000,201.430000,29.720000,0.000000,7.150000,33.170000,6.770000,0,0,0,0,0,0,36.66,0,0,0,0,39.14,83.33,36.67,0,110,36.67,83.33,0

4,00:45-01:00,30.930000,56.070000,271.880000,30.930000,6.600000,0.000000,101.260000,0.000000,201.430000,29.720000,0.000000,7.150000,33.170000,6.770000,0,0,0,0,0,0,36.66,0,0,0,0,39.74,83.33,36.67,0,110,36.67,83.33,0

5,01:00-01:15,30.930000,56.070000,271.880000,30.930000,6.830000,0.000000,101.260000,0.000000,201.430000,29.720000,0.000000,7.150000,33.170000,6.770000,0,0,0,0,0,0,36.66,0,0,0,0,40.02,83.33,36.67,0,110,36.67,83.33,0

6,01:15-01:30,30.930000,56.070000,271.880000,30.930000,6.830000,0.000000,101.260000,0.000000,201.430000,29.720000,0.000000,7.150000,33.170000,6.770000,0,0,0,0,0,0,36.66,0,0,0,0,40.02,83.33,36.67,0,110,36.67,83.33,0

7,01:30-01:45,30.930000,33.820000,271.880000,30.930000,6.830000,0.000000,101.260000,0.000000,199.500000,29.720000,0.000000,7.000000,33.170000,6.770000,0,0,0,0,0,0,36.66,0,0,0,0,28.12,83.33,36.67,0,110,36.67,83.33,0

8,01:45-02:00,30.930000,33.820000,271.880000,30.930000,6.830000,0.000000,101.260000,0.000000,199.500000,29.720000,0.000000,7.000000,33.170000,6.770000,0,0,0,0,0,0,36.66,0,0,0,0,27.26,83.33,36.67,0,110,40,83.33,0

9,02:00-02:15,30.930000,33.820000,271.880000,30.930000,6.690000,0.000000,101.260000,0.000000,155.330000,26.820000,0.000000,7.000000,33.170000,6.530000,0,0,0,0,0,0,36.66,0,0,0,0,26.49,83.33,36.67,0,110,40,83.33,0

10,02:15-02:30,30.930000,33.820000,271.880000,30.930000,6.690000,0.000000,101.260000,0.000000,155.330000,26.820000,0.000000,7.000000,33.170000,6.530000,0,0,0,0,0,0,36.66,0,0,0,0,25.26,83.33,36.67,0,110,40,83.33,0

11,02:30-02:45,30.930000,33.820000,271.880000,30.930000,6.690000,0.000000,101.260000,0.000000,155.330000,28.840000,0.000000,6.840000,33.170000,6.530000,0,0,0,0,0,0,36.66,0,0,0,0,25.12,83.33,36.67,0,110,40,83.33,0

12,02:45-03:00,30.930000,33.820000,271.880000,30.930000,6.690000,0.000000,101.260000,0.000000,155.330000,28.840000,0.000000,6.840000,33.170000,6.530000,0,0,0,0,0,0,36.66,0,0,0,0,40.16,83.33,36.67,0,110,40,83.33,0

13,03:00-03:15,30.930000,33.820000,271.880000,30.930000,6.690000,0.000000,101.260000,0.000000,155.330000,28.840000,0.000000,6.840000,33.170000,6.530000,0,0,0,0,0,0,36.66,0,0,0,0,39.97,83.33,36.67,0,110,40,83.33,0

14,03:15-03:30,30.930000,33.820000,271.880000,30.930000,6.690000,0.000000,101.260000,0.000000,155.330000,28.840000,0.000000,6.840000,33.170000,6.530000,0,0,0,0,0,0,36.66,0,0,0,0,39.1,83.33,36.67,0,110,40,83.33,0

15,03:30-03:45,30.930000,33.820000,271.880000,30.930000,6.690000,0.000000,101.260000,0.000000,155.330000,28.840000,0.000000,6.840000,35.260000,6.530000,0,0,0,0,0,0,36.66,0,0,0,0,39.04,83.33,36.67,0,110,36.67,83.33,0

16,03:45-04:00,30.930000,33.820000,271.880000,30.930000,6.690000,0.000000,101.260000,0.000000,155.330000,28.840000,0.000000,6.840000,35.260000,6.380000,0,0,0,0,0,0,36.66,0,0,0,0,38.34,83.33,36.67,0,110,36.67,83.33,0

17,04:00-04:15,30.930000,33.820000,271.880000,30.930000,6.550000,0.000000,101.260000,0.000000,155.330000,28.840000,0.000000,6.690000,35.260000,6.380000,0,0,0,0,0,0,36.66,0,0,0,0,37.99,83.33,36.67,0,110,36.67,83.33,0

18,04:15-04:30,30.930000,33.820000,271.880000,30.930000,6.550000,0.000000,101.260000,0.000000,155.330000,28.840000,0.000000,6.690000,35.260000,6.380000,0,0,0,0,0,0,36.66,0,0,0,0,37.11,83.33,36.67,0,110,36.67,83.33,0

19,04:30-04:45,30.930000,33.820000,271.880000,30.930000,6.550000,0.000000,46.400000,0.000000,155.330000,28.840000,0.000000,6.690000,35.260000,6.380000,0,0,0,0,0,0,36.66,0,0,0,0,35.88,82.67,36.67,0,110,36.67,82.67,0

20,04:45-05:00,30.930000,33.820000,271.880000,30.930000,6.550000,0.000000,46.400000,0.000000,155.330000,28.840000,0.000000,6.690000,35.260000,6.380000,0,0,0,0,0,0,36.66,0,0,0,0,33.01,83.33,36.67,0,110,36.67,83.33,0

21,05:00-05:15,30.930000,33.820000,271.880000,30.930000,6.550000,0.000000,46.400000,0.000000,155.330000,28.840000,0.000000,6.690000,35.260000,6.380000,0,0,0,0,0,0,36.66,0,0,0,0,36.12,83.33,36.67,0,110,36.67,83.33,0

22,05:15-05:30,30.930000,33.820000,271.880000,30.930000,6.550000,0.000000,46.400000,0.000000,155.330000,28.840000,0.000000,6.690000,35.260000,6.380000,0,0,0,0,0,0,36.66,0,0,0,0,35.08,83.33,36.67,0,110,36.67,83.33,0

23,05:30-05:45,30.930000,33.820000,271.880000,30.930000,6.550000,0.000000,46.400000,0.000000,155.330000,28.840000,0.000000,6.530000,35.260000,6.380000,0,0,0,0,0,0,36.66,0,0,0,0,34.08,82,36.67,0,110,36.67,82,0

24,05:45-06:00,30.930000,33.820000,271.880000,30.930000,6.550000,0.000000,46.400000,0.000000,155.330000,28.840000,0.000000,6.530000,35.260000,6.380000,0,0,0,0,0,0,35,0,0,0,0,32.05,81.33,35,0,105,36.67,81.33,0

25,06:00-06:15,30.930000,33.820000,271.880000,30.930000,6.420000,0.000000,101.260000,0.000000,155.330000,26.820000,0.000000,6.530000,35.260000,6.380000,3.55,0,0,0,0,6.4,35,0,0,0,0.399504,28.05,80.67,35,0,105,36.67,80.67,1

26,06:15-06:30,30.930000,33.820000,271.880000,30.930000,6.420000,0.010000,101.260000,0.010000,155.330000,26.820000,0.010000,6.530000,35.260000,6.380000,8.75,0,1,0,0,9.82,35,1,0,0.58,2.72832,24.05,80,35,0,105,36.26,80,3

27,06:30-06:45,30.930000,33.820000,271.880000,30.930000,6.420000,0.180000,101.260000,0.180000,155.330000,26.820000,0.180000,6.530000,35.260000,6.380000,15.26,1,2,2.26,0.45,15.13,36.66,3,0,1.78,5.329968,32.86,79.33,36.67,0.33,110,36.67,79.33,5

28,06:45-07:00,30.930000,33.820000,271.880000,30.930000,6.420000,0.600000,101.260000,0.580000,155.330000,26.820000,0.580000,6.530000,35.260000,6.380000,20.6,2,4,7.62,1.52,20.61,36.66,8,15.3,3.92,8.272656,31.32,78.67,36.67,1.67,110,36.33,78.67,8

29,07:00-07:15,30.930000,40.440000,271.880000,30.930000,6.420000,1.230000,44.850000,1.200000,155.330000,29.840000,1.200000,6.300000,35.260000,6.380000,21.01,4,5,15.52,3.1,21.02,36.66,16,21.02,6.44,11.653824,31.65,78.33,36.67,3.33,110,36,78.33,11

30,07:15-07:30,30.930000,40.440000,271.880000,30.930000,6.420000,2.000000,44.850000,1.950000,155.330000,29.840000,1.950000,6.300000,35.260000,6.380000,21.51,7,8,25.99,5.2,21.52,36.66,25,21.52,10.32,14.996016,32.82,78.33,36.67,6.67,110,36,78.33,15

31,07:30-07:45,30.930000,33.820000,271.880000,30.930000,6.420000,2.960000,44.850000,2.890000,155.330000,29.840000,2.890000,6.300000,35.260000,6.380000,22.01,9,10,39.68,7.94,22.02,36.66,38.5,22.02,16.5,17.714592,34.06,78.33,36.67,10,110,36.02,78.33,19

32,07:45:08:00,30.930000,33.820000,271.880000,30.930000,6.420000,4.020000,44.850000,3.930000,155.330000,29.840000,3.930000,6.300000,35.260000,6.380000,22.85,13,11,55.16,11.03,22.85,36.66,53,22.85,22,20.589072,35.91,80,36.67,18.03,110,36.33,80,23

33,08:00-08:15,30.930000,33.820000,271.880000,30.930000,6.270000,5.170000,44.850000,5.040000,155.330000,29.930000,5.040000,6.300000,35.260000,6.150000,24.85,16.7,13,72.27,14.45,24.85,36.66,67,24.85,28,23.405088,36.25,80,36.67,25.07,110,37.48,80,26

34,08:15-08:30,30.930000,33.820000,232.010000,30.930000,6.270000,6.320000,44.850000,6.170000,155.330000,29.930000,6.170000,6.300000,35.260000,6.150000,27.31,22.24,15,90.1,18.02,27.32,36.66,81,27.32,34,26.26008,36.13,80,36.67,32.49,110,38.25,80,30

35,08:30-08:45,30.930000,33.820000,193.340000,30.930000,6.270000,7.460000,44.850000,7.280000,117.940000,29.930000,7.280000,6.140000,35.260000,6.150000,28.31,24,17,107.86,21.57,28.32,36.66,95,28.32,40,28.968912,36.26,80,36.67,39.88,110,38.73,80,34

36,08:45:09:00,30.930000,33.820000,193.340000,30.930000,6.270000,8.580000,44.850000,8.370000,117.940000,29.930000,8.370000,6.140000,35.260000,6.150000,28.99,27,23,125.46,25.09,28.98,36.66,109,28.98,46,31.434144,36.19,80,36.67,47.08,110,39.04,80,45

37,09:00:09:15,30.930000,33.820000,154.670000,30.930000,6.270000,9.620000,44.850000,9.380000,117.940000,27.910000,9.380000,6.140000,35.260000,6.150000,28.99,31,27,142.33,28.46,28.98,36.66,123,28.98,52,18.874128,36.89,80,36.67,53.86,110,38.94,80,53

