Block,Time Block,SALAL,SIMHST1,RSTPSU7,SEWA2,SASAN,KGSU1AND2,KGSU3AND4,KOLDAM,KHSTPP-II,KKNP,KKNPPU2,KHSTPP-I,KISHANGANGA,NTPL,NNTPP,RAPPD,PARBATI3,RIHAND3,PARBATI2,RAPPC,RIHAND2,RIHAND1,RAMPUR,RAPPB,RSTPSU1TO6,JHAJJAR,BSIUL,BRBCL,CHAMERA1,CHAMERA2,FSTPP I & II,DHAULIGNGA,DULHASTI,UNCHAHAR1,TelanganaSTPP,TANDA2,TEHRI,VALLURNTECL,ANTA_CRF,UNCHAHAR4,ANTA_RF,AURY_LF,URI2,UNCHAHAR3,ANTA_LF,AURY_GF,DADRI_CRF,UNCHAHAR2,ANTA_GF,URI,AURY_CRF,AURY_RF,DADRI_GF,DADRI_RF,DADRI_LF,DADRT2,NLCIIST2,NLCTS2EXP,TALST2,TANAKPUR,TALA,KUDGI,NJPC,MAPS,NAPP,NLCEXP,NLCIIST1,CHAMERA3,KOTESHWR,SINGRAULI_HYDRO,SIMHST2,SINGRAULI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
56,13:45-14:00,51.39,0,0,0,356.96,0,0,0,78.43,0,0,24.54,8.3,0,0,28.84,0,125.75,0,66.41,119.78,38.14,0,0,0,123.03,12.54,14.42,0,31.28,10.7,0,57.21,12.97,0,3.86,0,0,0,1.19,0,0,0,17.26,0,0,0,28.96,0,48.3,0,0,0,0,0,287.13,0,0,0,0,0,0,0,0,24.78,0,0,22.43,10.03,0.98,0,144.55,0,0,0,0,0

57,14:00-14:15,51.39,0,0,0,356.96,0,0,0,90.78,0,0,24.54,8.3,0,0,28.84,0,125.75,0,66.41,119.78,30.93,0,0,0,123.03,12.54,14.42,0,31.28,10.7,0,57.21,12.97,0,3.86,0,0,0,1.19,0,0,0,17.26,0,0,0,28.96,0,48.3,0,0,0,0,0,287.13,0,0,0,0,0,0,0,0,24.78,0,0,22.43,10.03,0.98,0,144.55,0,0,0,0,0

58,14:15-14:30,51.39,0,0,0,356.96,0,0,0,97.59,0,0,24.54,8.3,0,0,28.84,0,125.75,0,66.41,119.78,30.93,0,0,0,123.03,12.54,14.42,0,31.28,10.7,0,57.21,12.97,0,3.86,0,0,0,1.19,0,0,0,17.26,0,0,0,28.96,0,48.3,0,0,0,0,0,287.13,0,0,0,0,0,0,0,0,24.78,0,0,22.43,10.03,0.98,0,144.55,0,0,0,0,0

59,14:30-14:45,38.55,0,0,0,356.96,0,0,0,142.59,0,0,32.51,8.3,0,0,28.84,0,125.75,0,66.41,119.78,44.11,0,0,0,123.03,12.54,14.42,0,31.28,10.7,0,57.21,12.97,0,3.86,0,0,0,1.19,0,0,0,17.26,0,0,0,28.96,0,48.3,0,0,0,0,0,287.13,0,0,0,0,0,0,0,0,24.78,0,0,22.43,10.03,0.98,0,144.55,0,0,0,0,0

60,14:45-15:00,38.55,0,0,0,356.96,0,0,0,142.59,0,0,32.51,8.3,0,0,28.84,0,125.75,0,66.41,119.78,44.71,0,0,0,142.26,12.54,14.42,0,31.28,13.12,0,57.21,12.97,0,3.86,0,0,0,1.76,0,0,0,17.26,0,0,0,28.96,0,48.3,0,0,0,0,0,287.13,0,0,0,0,0,0,0,0,24.78,0,0,22.43,10.03,0.98,0,144.55,0,0,0,0,0

61,15:00-15:15,38.55,0,0,0,356.96,0,0,0,142.59,0,0,32.51,8.3,0,0,28.84,0,125.75,0,66.41,119.78,44.71,0,0,0,142.26,12.54,14.42,0,31.28,13.12,0,57.21,12.97,0,3.04,0,0,0,1.76,0,0,0,17.26,0,0,0,28.96,0,48.3,0,0,0,0,0,326.09,0,0,0,0,0,0,0,0,24.78,0,0,22.43,10.03,0.98,0,144.55,0,0,0,0,0

62,15:15-15:30,38.55,0,0,0,356.96,0,0,0,142.59,0,0,32.51,8.3,0,0,28.84,0,125.75,0,66.41,119.78,44.71,0,0,0,142.26,12.54,14.42,0,31.28,13.12,0,57.21,12.97,0,3.04,0,0,0,1.76,0,0,0,17.26,0,0,0,28.96,0,48.3,0,0,0,0,0,326.09,0,0,0,0,0,0,0,0,24.78,0,0,22.43,10.03,0.98,0,144.55,0,0,0,0,0

63,15:30-15:45,38.55,0,0,0,356.96,0,0,0,142.59,0,0,43.36,8.3,0,0,28.84,0,125.75,0,66.41,119.78,44.71,0,0,0,144.99,6.27,14.42,0,31.28,20,0,57.21,16.34,0,3.04,0,0,0,1.76,0,0,0,21.47,0,0,0,34.73,0,48.3,0,0,0,0,0,326.09,0,0,0,0,0,0,0,0,24.78,0,0,11.22,10.03,0.98,0,144.55,0,0,0,0,0

64,15:45-16:00,38.55,0,0,6.06,356.96,0,0,0,142.59,0,0,43.36,8.3,0,0,28.84,0,125.75,0,66.41,119.78,44.71,1.06,0,0,144.99,6.27,14.42,12.15,31.28,20,0,57.21,16.35,0,3.04,0,0,0,1.76,0,0,0,21.56,0,0,0,34.73,0,48.3,0,0,0,0,0,326.09,0,0,0,0,0,0,26.6,0,24.78,0,0,11.22,10.03,0.98,0,144.55,0,0,0,0,0

65,16:00-16:15,38.55,0,0,6.06,356.96,0,0,2.21,142.59,0,0,43.24,8.3,0,0,28.84,0,125.75,0,66.41,119.78,44.71,1.06,0,0,144.99,6.27,14.42,13.51,31.28,20,0,57.21,16.35,0,3.04,0,0,0,1.76,0,0,0,21.56,0,0,0,34.73,0,48.3,0,0,0,0,0,329.44,0,0,0,0,0,0,26.6,0,24.78,0,0,11.22,10.03,0.98,0,144.55,0,0,0,0,0

66,16:15-16:30,38.55,0,0,12.12,356.96,0,0,2.21,142.59,0,0,43.24,8.3,0,0,28.84,0,125.75,0,66.41,119.78,44.71,1.06,0,0,144.99,6.27,14.42,27.02,31.28,20,0,57.21,16.35,0,3.04,11.35,0,0,1.76,0,0,0,21.56,0,0,0,34.73,0,48.3,0,0,0,0,0,329.44,0,0,0,6.03,0,0,26.6,0,24.78,0,0,11.22,10.03,0.98,0,144.55,0,0,0,0,0

67,16:30-16:45,38.55,0,0,12.12,364.25,0,0,2.21,142.59,0,0,43.24,8.3,0,0,28.84,0,125.75,0,66.41,119.78,44.71,2.11,0,0,144.99,6.27,14.42,27.02,31.28,20,0,57.21,16.35,0,3.04,11.35,0,0,1.76,0,0,0,21.56,0,0,0,34.73,0,48.3,0,0,0,0,0,330.14,0,0,0,6.03,0,0,53.2,0,24.78,0,0,11.22,10.03,0.98,0,144.55,0,0,0,0,0

68,16:45-17:00,38.55,0,0,12.12,366.7,0,0,2.21,142.59,0,0,43.24,8.3,0,0,28.84,0,125.75,0,66.41,119.78,44.71,3.16,0,0,144.99,6.27,14.42,40.53,31.28,20,0,57.21,18.69,0,3.04,11.35,0,0,1.22,0,0,0,24.85,0,0,0,42.19,0,48.3,0,0,0,0,0,392.89,0,0,0,6.03,0,0,79.79,0,24.78,0,0,11.22,10.03,0.98,0,144.55,0,0,0,0,0

69,17:00-17:15,38.55,0,0,12.12,366.7,0,0,4.61,142.59,0,0,43.24,8.3,0,0,28.84,0,125.75,5.79,66.41,119.78,44.71,3.16,0,0,144.99,6.27,14.42,40.53,31.28,20,10.53,57.21,16.35,0,3.04,11.35,0,0,1.97,0,0,0,23.34,0,0,0,34.73,0,50.34,0,0,0,0,0,447.24,0,0,0,6.03,0,0,79.79,0,24.78,0,0,11.22,10.03,0.98,0,144.55,0,0,0,0,0

70,17:15-17:30,51.39,0,0,12.12,366.7,0,0,6.91,142.59,0,0,43.24,8.3,0,0,28.84,0,125.75,7.23,66.41,119.78,44.71,3.16,0,0,116.11,6.27,14.42,40.53,31.28,20,10.53,57.21,20.48,0,3.04,22.68,0,0,1.22,0,0,0,26.09,0,0,0,42.19,0,50.34,0,0,0,0,0,476.09,0,0,0,6.03,0,0,79.79,0,24.78,0,0,11.22,10.03,0.98,0,144.55,0,0,0,0,0

71,17:30-17:45,76.32,0,0,18.17,366.7,0,0,6.91,142.59,0,0,43.24,8.3,0,0,28.84,0,125.75,14.44,66.41,119.78,44.71,3.16,0,0,225.17,12.54,14.42,40.53,31.28,20,10.53,57.21,20.48,0,3.04,22.68,0,0,1.22,0,0,0,26.09,0,0,0,41.72,0,50.34,0,0,0,0,0,558.78,0,0,0,6.03,0,0,79.79,0,24.78,0,0,11.22,10.03,0.98,0,144.55,0,0,0,0,0

72,17:45-18:00,76.32,0,0,18.17,366.7,0,0,6.91,142.59,0,0,43.24,8.3,0,0,28.84,4.12,125.75,14.44,66.41,119.78,44.71,3.16,0,0,321.96,12.54,14.42,40.53,31.28,20,10.53,57.21,20.48,0,3.04,22.68,0,0,1.22,0,0,0,26.09,0,0,0,41.72,0,50.34,0,0,0,0,0,599.46,0,0,0,1.11,0,0,79.79,0,24.78,0,0,11.22,10.03,0.98,0,144.55,0,0,0,0,0

73,18:00-18:15,76.32,0,0,18.17,366.7,0,0,9.22,142.59,0,0,43.24,8.3,0,0,28.84,17.7,125.75,14.44,66.41,119.78,44.71,4.23,0,0,373.71,12.54,14.42,40.53,31.28,20,10.53,57.21,20.81,0,5.3,34.03,0,0,1.62,0,0,0,26.61,0,0,0,42.32,0,50.34,0,0,0,0,0,601.83,0,0,0,2.95,0,0,106.41,0,24.78,0,0,11.22,10.03,0.98,0,144.55,0,0,0,0,0

74,18:15-18:30,76.32,0,0,18.17,366.7,0,0,9.22,142.59,0,0,43.24,8.3,0,0,28.84,23.6,125.75,21.67,66.41,119.78,44.71,4.23,0,0,373.71,12.54,15.99,40.53,46.93,20,21.04,57.21,20.81,0,5.31,34.03,0,0,1.63,0,0,0,26.61,0,0,0,42.32,0,50.34,0,0,0,0,0,662.08,0,0,0,2.95,0,0,106.41,0,24.78,0,0,22.43,10.03,0.98,0,144.55,0,0,0,0,0

75,18:30-18:45,76.32,0,0,19.32,376.06,0,0,9.22,142.59,0,0,43.24,8.35,0,0,28.84,57.54,125.75,27.46,66.41,119.78,44.71,5.21,0,0,373.71,18.81,18.74,40.53,48.45,20,42.09,57.91,20.81,0,5.31,34.03,0,0,1.63,0,0,0,26.61,0,0,0,42.32,0,48.3,0,0,0,0,0,662.08,0,0,0,2.95,0,0,133,0,24.78,0,0,33.68,11.14,0.98,0,144.55,0,0,0,0,0

76,18:45-19:00,76.32,0,0,19.32,390.36,0,0,9.22,142.59,0,0,43.24,8.35,0,0,28.84,57.54,125.75,27.46,66.41,119.78,44.71,5.21,0,0,373.71,18.81,19.23,40.53,48.45,20,42.09,57.91,20.81,0,5.31,34.03,0,0,1.63,0,0,0,26.61,0,0,0,42.32,0,48.3,0,0,0,0,0,662.08,0,0,0,2.95,0,0,133,0,24.78,0,0,33.68,11.14,0.98,0,144.55,0,0,0,0,0

77,19:00-19:15,38.55,0,0,19.32,398.05,0,0,9.22,142.59,0,0,43.24,8.35,0,0,28.84,57.54,125.75,42.62,66.41,119.78,44.71,5.21,0,0,373.71,18.81,19.23,40.53,48.45,20,42.09,57.91,20.81,0,5.31,34.03,0,0,1.63,0,0,0,26.61,0,0,0,42.32,0,48.3,0,0,0,0,0,662.08,0,0,0,2.95,0,0,133,0,24.78,0,0,33.68,11.14,0.98,0,144.55,0,0,0,0,0

78,19:15-19:30,38.55,0,0,19.32,398.06,0,0,9.22,142.59,0,0,43.24,8.35,0,0,28.84,57.54,125.75,42.62,66.41,119.78,44.71,5.21,0,0,373.71,18.81,19.23,40.53,48.45,20,42.09,57.91,20.81,0,5.31,34.03,0,0,1.63,0,0,0,26.61,0,0,0,42.32,0,48.3,0,0,0,0,0,662.08,0,0,0,2.95,0,0,133,0,24.78,0,0,33.68,11.14,0.98,0,144.55,0,0,0,0,0

79,19:30-19:45,38.55,0,0,19.32,398.06,0,0,9.22,142.59,0,0,43.24,8.35,0,0,28.84,57.54,125.75,42.62,66.41,119.78,44.71,5.21,0,0,373.71,18.81,19.23,40.53,48.45,20,42.09,57.91,20.81,0,5.31,34.03,0,0,1.63,0,0,0,26.61,0,0,0,42.32,0,48.3,0,0,0,0,0,662.08,0,0,0,2.95,0,0,133,0,24.78,0,0,33.68,11.14,0.98,0,144.55,0,0,0,0,0

80,19:45-20:00,38.55,0,0,19.32,398.06,0,0,9.22,142.59,0,0,43.24,8.35,0,0,28.84,57.54,125.75,42.62,66.41,119.78,44.71,5.21,0,0,373.71,18.81,19.23,40.53,48.45,20,42.09,57.91,20.81,0,5.31,34.03,0,0,1.63,0,0,0,26.61,0,0,0,42.32,0,48.3,0,0,0,0,0,662.08,0,0,0,2.95,0,0,133,0,24.78,0,0,33.68,11.14,0.98,0,144.55,0,0,0,0,0

81,20:00-20:15,38.55,0,0,19.32,398.06,0,0,9.22,142.59,0,0,43.24,8.35,0,0,28.84,57.54,125.75,42.62,66.41,119.78,44.71,5.21,0,0,373.71,18.81,19.23,40.53,48.45,20,42.09,57.91,20.81,0,5.31,34.03,0,0,1.63,0,0,0,26.61,0,0,0,42.32,0,48.3,0,0,0,0,0,662.08,0,0,0,1.11,0,0,133,0,24.78,0,0,33.68,11.14,0.98,0,144.55,0,0,0,0,0

82,20:15-20:30,38.55,0,0,19.32,398.06,0,0,9.22,142.59,0,0,43.24,8.35,0,0,28.84,57.54,125.75,42.62,66.41,119.78,44.71,5.21,0,0,373.71,18.81,19.23,40.53,48.45,20,42.09,57.91,20.81,0,5.31,34.03,0,0,1.63,0,0,0,26.61,0,0,0,42.32,0,48.3,0,0,0,0,0,662.08,0,0,0,1.11,0,0,133,0,24.78,0,0,33.68,11.14,0.98,0,144.55,0,0,0,0,0

83,20:30-20:45,38.55,0,0,18.17,398.06,0,0,9.22,142.59,0,0,43.24,8.3,0,0,28.84,13.28,125.75,21.67,66.41,119.78,44.71,4.23,0,0,373.71,12.54,19.23,40.53,46.93,20,21.04,57.21,20.81,0,5.31,34.03,0,0,1.63,0,0,0,26.61,0,0,0,42.32,0,48.3,0,0,0,0,0,662.08,0,0,0,0,0,0,106.41,0,24.78,0,0,33.68,10.03,0.98,0,144.55,0,0,0,0,0

84,20:45-21:00,38.55,0,0,18.17,398.06,0,0,9.22,142.59,0,0,43.24,8.3,0,0,28.84,8.85,125.75,21.67,66.41,119.78,44.71,4.23,0,0,373.71,12.54,19.23,40.53,46.93,20,21.04,57.21,20.81,0,5.31,34.03,0,0,1.63,0,0,0,26.61,0,0,0,42.32,0,48.3,0,0,0,0,0,662.08,0,0,0,0,0,0,106.41,0,24.78,0,0,33.68,10.03,0.98,0,144.55,0,0,0,0,0

85,21:00-21:15,51.39,0,0,18.17,398.06,0,0,9.22,142.59,0,0,43.24,8.3,0,0,28.84,8.85,125.75,21.67,66.41,119.78,44.71,4.23,0,0,373.71,12.54,19.23,40.53,46.93,20,31.57,57.21,20.81,0,5.31,34.03,0,0,1.63,0,0,0,26.61,0,0,0,42.32,0,48.3,0,0,0,0,0,662.08,0,0,0,0,0,0,106.41,0,24.78,0,0,33.68,10.03,0.98,0,144.55,0,0,0,0,0

86,21:15-21:30,51.39,0,0,18.17,398.06,0,0,9.22,142.59,0,0,43.24,8.3,0,0,28.84,13.28,125.75,21.67,66.41,119.78,44.71,4.23,0,0,373.71,12.54,19.23,40.53,46.93,20,31.57,57.21,20.81,0,5.31,34.03,0,0,1.63,0,0,0,26.61,0,0,0,42.32,0,48.3,0,0,0,0,0,662.08,0,0,0,0,0,0,106.41,0,24.78,0,0,33.68,10.03,0.98,0,144.55,0,0,0,0,0

87,21:30-21:45,51.39,0,0,19.32,398.06,0,0,9.22,142.59,0,0,43.24,8.35,0,0,28.84,57.54,125.75,27.46,66.41,119.78,44.71,5.21,0,0,373.71,18.81,19.23,40.53,48.45,20,42.09,57.91,20.81,0,5.31,34.03,0,0,1.63,0,0,0,26.61,0,0,0,42.32,0,48.3,0,0,0,0,0,662.08,0,0,0,0,0,0,133,0,24.78,0,0,33.68,22.28,0.98,0,144.55,0,0,0,0,0

88,21:45-22:00,51.39,0,0,19.32,398.06,0,0,9.22,142.59,0,0,43.24,8.35,0,0,28.84,57.54,125.75,27.46,66.41,119.78,44.71,5.21,0,0,373.71,18.81,19.23,40.53,48.45,20,42.09,57.91,20.81,0,5.31,34.03,0,0,1.63,0,0,0,26.61,0,0,0,42.32,0,48.3,0,0,0,0,0,662.08,0,0,0,0,0,0,133,0,24.78,0,0,33.68,22.28,0.98,0,144.55,0,0,0,0,0

89,22:00-22:15,51.39,0,0,19.32,398.06,0,0,9.22,142.59,0,0,43.24,8.35,0,0,28.84,57.54,125.75,27.46,66.41,119.78,44.71,5.21,0,0,373.71,18.81,19.23,40.53,48.45,19.18,42.09,57.91,20.81,0,5.31,34.03,0,0,1.63,0,0,0,26.61,0,0,0,42.32,0,48.3,0,0,0,0,0,662.08,0,0,0,0,0,0,133,0,24.78,0,0,33.68,22.28,0.98,0,144.55,0,0,0,0,0

90,22:15-22:30,51.39,0,0,19.32,398.06,0,0,9.22,142.59,0,0,43.24,8.35,0,0,28.84,57.54,125.75,27.46,66.41,119.78,44.71,5.21,0,0,373.71,18.81,19.23,40.53,48.45,19.18,42.09,57.91,20.81,0,5.31,34.03,0,0,1.63,0,0,0,26.61,0,0,0,42.32,0,48.3,0,0,0,0,0,662.08,0,0,0,0,0,0,133,0,24.78,0,0,33.68,22.28,0.98,0,144.55,0,0,0,0,0

91,22:30-22:45,51.39,0,0,18.17,398.06,0,0,9.22,142.59,0,0,43.24,8.3,0,0,28.84,32.46,125.75,14.44,66.41,119.78,44.71,4.23,0,0,373.71,18.81,19.23,40.53,46.93,19.18,21.04,57.21,20.81,0,5.31,34.03,0,0,1.63,0,0,0,26.61,0,0,0,42.32,0,48.3,0,0,0,0,0,662.08,0,0,0,0,0,0,106.41,0,24.78,0,0,22.43,10.03,0.98,0,144.55,0,0,0,0,0

92,22:45-23:00,51.39,0,0,18.17,398.06,0,0,9.22,142.59,0,0,43.24,8.3,0,0,28.84,32.46,125.75,14.44,66.41,119.78,44.71,4.23,0,0,373.71,18.81,19.23,40.53,46.93,19.18,10.53,57.21,20.81,0,5.31,34.03,0,0,1.63,0,0,0,26.61,0,0,0,42.32,0,48.3,0,0,0,0,0,662.08,0,0,0,0,0,0,106.41,0,24.78,0,0,22.43,10.03,0.98,0,144.55,0,0,0,0,0

93,23:00-23:15,51.39,0,0,18.17,398.06,0,0,9.22,142.59,0,0,43.24,8.3,0,0,28.84,32.46,125.75,14.44,66.41,119.78,44.71,4.23,0,0,373.71,18.81,19.23,40.53,46.93,19.18,10.53,57.21,20.81,0,5.31,34.03,0,0,1.63,0,0,0,26.61,0,0,0,42.32,0,48.3,0,0,0,0,0,662.08,0,0,0,0,0,0,106.41,0,24.78,0,0,22.43,10.03,0.98,0,144.55,0,0,0,0,0

94,23:15-23:30,51.39,0,0,18.17,398.06,0,0,9.22,142.59,0,0,43.24,8.3,0,0,28.84,18.88,125.75,14.44,66.41,119.78,44.71,4.23,0,0,373.71,18.81,19.23,40.53,46.93,19.18,10.53,57.21,20.81,0,5.31,34.03,0,0,1.63,0,0,0,26.61,0,0,0,42.32,0,48.3,0,0,0,0,0,662.08,0,0,0,0,0,0,106.41,0,24.78,0,0,22.43,10.03,0.98,0,144.55,0,0,0,0,0

95,23:30-23:45,51.39,0,0,18.17,398.06,0,0,9.22,142.59,0,0,43.24,8.3,0,0,28.84,18.88,125.75,14.44,66.41,119.78,44.71,4.23,0,0,373.71,18.81,19.23,40.53,31.28,19.18,10.53,57.21,20.81,0,5.31,34.03,0,0,1.63,0,0,0,26.61,0,0,0,42.32,0,48.3,0,0,0,0,0,662.08,0,0,0,0,0,0,106.41,0,24.78,0,0,22.43,10.03,0.98,0,144.55,0,0,0,0,0

96,23:45-24:00,51.39,0,0,18.17,398.06,0,0,6.91,142.59,0,0,43.24,8.3,0,0,28.84,18.88,125.75,14.44,66.41,119.78,44.71,4.23,0,0,373.71,18.81,16.35,40.53,31.28,19.18,10.53,57.21,20.81,0,5.31,34.03,0,0,1.63,0,0,0,26.61,0,0,0,42.32,0,48.3,0,0,0,0,0,662.08,0,0,0,0,0,0,106.41,0,24.78,0,0,22.43,10.03,0.98,0,144.55,0,0,0,0,0

