Block,Time,URI,URI2,RIHAND2,RIHAND3,SEWA2,SINGRAULI,TANAKPUR,TEHRI,UNCHAHAR1,UNCHAHAR3,SALAL,SINGRAULI_HYDRO,UNCHAHAR2,UNCHAHAR4,TANDA2,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,CHAMERA1,CHAMERA2,DADRT2,DULHASTI,JHAJJAR,KISHANGANGA,KOTESHWR,KOLDAM,NJPC,RAPPC,CHAMERA3,DHAULIGNGA,BSIUL,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,SIMHST2,NTPL,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,MAPS,FSTPP I & II,KHSTPP-I,KHSTPP-II,TALA,BRBCL,SASAN
1,00:00-00:15,39.744,37.89052,124.384996,130.580717,0,147.371693,12.9381,63.107597,22.630299,24.587267,83.664,1.212818,44.306625,3.094586,5.534085,48.981044,4.272092,6.745515,0,97.055943,28.09872,48.499829,688.415948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.397528,0,82.828606,0,0,0,81.591624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,112.243,9.702,14.999919,312.1875

2,00:15-00:30,39.744,37.89052,124.384996,130.580717,0,147.371693,12.9381,63.107597,22.630299,24.587267,83.664,1.212818,44.306625,3.094586,5.534085,48.981044,4.272092,6.745515,0,97.055943,28.09872,48.499829,688.415948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.397528,0,82.828606,0,0,0,81.591624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,112.243,9.702,14.999919,312.1875

3,00:30-00:45,39.744,31.95894,124.384996,130.580717,0,147.371693,11.529,63.107597,22.630299,24.587267,83.664,1.212818,44.306625,3.094586,5.534085,48.981044,4.272092,6.745515,0,97.055943,28.09872,48.499829,688.415948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.397528,0,82.828606,0,0,0,81.591624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,112.243,9.702,14.999919,312.1875

4,00:45-01:00,39.744,31.95894,124.384996,130.580717,0,147.371693,11.529,63.107597,22.630299,24.587267,83.664,1.212818,44.306625,3.094586,5.534085,48.981044,4.272092,6.745515,0,97.055943,28.09872,48.499829,688.415948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.397528,0,82.828606,0,0,0,81.591624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,112.243,9.702,14.999919,312.1875

5,01:00-01:15,39.744,31.95894,124.384996,130.580717,0,147.371693,11.529,63.107597,22.630299,24.587267,83.664,1.212818,44.306625,3.094586,5.534085,48.981044,3.051494,6.745515,0,97.055943,28.09872,48.499829,688.415948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.397528,0,82.828606,0,0,0,82.260408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,112.243,9.849,14.999919,312.1875

6,01:15-01:30,39.744,31.95894,124.384996,130.580717,0,147.371693,11.529,63.107597,22.630299,24.587267,83.664,1.212818,44.306625,3.094586,5.534085,48.981044,3.051494,6.745515,0,97.055943,28.09872,48.499829,688.415948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.397528,0,84.186452,0,0,0,82.260408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,112.243,9.849,14.999919,312.1875

7,01:30-01:45,39.744,31.95894,124.384996,130.580717,0,147.371693,11.529,63.107597,22.630299,24.587267,83.664,1.212818,44.306625,3.094586,5.534085,48.981044,0,6.745515,0,97.055943,28.09872,48.499829,688.415948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.397528,0,84.186452,0,0,0,82.260408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,134.4818,9.849,14.999919,312.1875

8,01:45-02:00,39.744,31.95894,124.384996,130.580717,0,147.371693,11.529,63.107597,22.630299,24.587267,83.664,1.212818,44.306625,3.094586,5.534085,48.981044,0,6.745515,0,97.055943,28.09872,48.499829,688.415948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.397528,0,84.186452,0,0,0,82.260408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,136.37,9.849,14.999919,312.1875

9,02:00-02:15,39.744,31.95894,124.384996,130.580717,0,147.371693,10.8885,63.107597,22.630299,24.587267,83.664,1.212818,44.306625,3.094586,5.534085,48.981044,0,6.745515,0,97.055943,28.09872,48.499829,688.415948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,53.049239,0,84.186452,0,0,0,82.260408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,136.37,9.702,14.999919,312.1875

