Block,Time,RIHAND2,AURY_LF,RAMPUR,SINGRAULI_HYDRO,RIHAND1,DADRI_CRF,KOTESHWR,RAPPC,UNCHAHAR3,DHAULIGNGA,AURY_CRF,CHAMERA2,BSIUL,CHAMERA1,JHAJJAR,SINGRAULI,KOLDAM,RAPPB,KISHANGANGA,UNCHAHAR2,DULHASTI,ANTA_RF,URI,RIHAND3,PARBATI3,AURY_GF,ANTA_LF,TEHRI,NJPC,SEWA2,UNCHAHAR4,SALAL,DADRI_GF,DADRI_LF,ANTA_GF,DADRT2,CHAMERA3,AURY_RF,ANTA_CRF,URI2,UNCHAHAR1,DADRI_RF,NAPP,TANDA2,TANAKPUR,TALA,FSTPP I & II,KHSTPP-I,KHSTPP-II,BRBCL,SASAN,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
9,02:00-02:15,114.604875,0.000000,0.000000,1.057916,89.258400,0.000000,8.609555,24.746794,25.603675,26.529828,0.000000,38.332718,6.358497,27.209259,633.686227,135.158562,0.000000,0.000000,0.000000,41.126875,47.963347,0.000000,8.568806,119.980389,0.000000,0.000000,0.000000,0.000000,147.004704,0.000000,0.000000,78.916068,0.000000,0.000000,0.000000,666.313914,28.196736,0.000000,0.000000,9.788348,18.835463,0.000000,37.923954,0.000000,12.303979,7.130970,19.149808,39.457064,95.409468,17.986179,402.754275,74.71,0,0,0,0,0

10,02:15-02:30,114.604875,0.000000,0.000000,1.057916,89.258400,0.000000,8.609555,24.746794,21.629251,26.529828,0.000000,38.332718,6.358497,27.209259,633.686227,135.158562,0.000000,0.000000,0.000000,41.126875,47.963347,0.000000,8.568806,119.980389,0.000000,0.000000,0.000000,0.000000,147.004704,0.000000,0.000000,78.916068,0.000000,0.000000,0.000000,666.313914,28.196736,0.000000,0.000000,9.788348,16.354758,0.000000,37.923954,0.000000,12.303979,7.130970,19.149808,39.457064,95.409468,17.378835,402.754275,74.71,0,0,0,0,0

11,02:30-02:45,114.604875,0.000000,0.000000,1.057916,89.258400,0.000000,8.609555,24.746794,21.629251,26.529828,0.000000,38.332718,6.358497,27.209259,633.686227,135.158562,0.000000,0.000000,0.000000,41.126875,47.963347,0.000000,8.568806,119.980389,0.000000,0.000000,0.000000,0.000000,147.004704,0.000000,0.000000,78.916068,0.000000,0.000000,0.000000,666.313914,28.196736,0.000000,0.000000,9.788348,16.354758,0.000000,37.923954,0.000000,12.303979,12.835746,19.149808,39.457064,95.409468,15.792474,402.754275,74.71,0,0,0,0,0

12,02:45-03:00,114.604875,0.000000,0.000000,1.057916,89.258400,0.000000,8.609555,24.746794,21.629251,26.529828,0.000000,38.332718,6.358497,27.209259,633.686227,135.158562,0.000000,0.000000,0.000000,41.126875,47.963347,0.000000,8.568806,119.980389,0.000000,0.000000,0.000000,0.000000,147.004704,0.000000,0.000000,78.916068,0.000000,0.000000,0.000000,666.313914,28.196736,0.000000,0.000000,9.788348,16.354758,0.000000,37.923954,0.000000,10.936871,12.835746,19.149808,39.457064,95.409468,17.825767,402.754275,74.71,0,0,0,0,0

13,03:00-03:15,114.604875,0.000000,0.000000,1.057916,89.258400,0.000000,8.609555,24.746794,21.629251,26.529828,0.000000,38.332718,6.358497,27.209259,633.686227,135.158562,0.000000,0.000000,0.000000,41.126875,47.963347,0.000000,8.568806,119.980389,0.000000,0.000000,0.000000,0.000000,147.004704,0.000000,0.000000,78.916068,0.000000,0.000000,0.000000,666.313914,18.778881,0.000000,0.000000,9.788348,15.964641,0.000000,37.923954,0.000000,9.818327,12.835746,19.149808,39.457064,95.409468,18.136072,402.754275,74.71,0,0,0,0,0

14,03:15-03:30,114.604875,0.000000,0.000000,1.057916,89.258400,0.000000,8.609555,24.746794,21.629251,26.529828,0.000000,38.332718,6.358497,27.209259,633.686227,135.158562,0.000000,0.000000,0.000000,41.126875,47.963347,0.000000,8.568806,119.980389,0.000000,0.000000,0.000000,0.000000,147.004704,0.000000,0.000000,78.916068,0.000000,0.000000,0.000000,666.313914,18.778881,0.000000,0.000000,9.788348,15.964641,0.000000,37.923954,0.000000,9.818327,12.835746,19.149808,39.457064,95.409468,17.877422,402.754275,74.71,0,0,0,0,0

15,03:30-03:45,114.604875,0.000000,0.000000,1.057916,89.258400,0.000000,8.609555,24.746794,21.629251,26.529828,0.000000,38.332718,6.358497,27.209259,633.686227,135.158562,0.000000,0.000000,0.000000,41.126875,47.963347,0.000000,8.568806,119.980389,0.000000,0.000000,0.000000,0.000000,147.004704,0.000000,0.000000,78.916068,0.000000,0.000000,0.000000,666.313914,18.778881,0.000000,0.000000,9.788348,15.964641,0.000000,37.923954,0.000000,9.818327,12.835746,19.149808,39.457064,95.409468,18.121840,402.754275,74.71,0,0,0,0,0

16,03:45-04:00,114.604875,0.000000,0.000000,1.057916,89.258400,0.000000,8.609555,24.746794,21.629251,26.529828,0.000000,38.332718,6.358497,27.209259,633.686227,135.158562,0.000000,0.000000,0.000000,41.126875,47.963347,0.000000,8.568806,119.980389,0.000000,0.000000,0.000000,0.000000,147.004704,0.000000,0.000000,78.916068,0.000000,0.000000,0.000000,666.313914,18.778881,0.000000,0.000000,9.788348,15.964641,0.000000,37.923954,0.000000,9.818327,12.835746,19.149808,39.457064,95.409468,18.635493,402.754275,74.71,0,0,0,0,0

17,04:00-04:15,114.604875,0.000000,0.000000,1.057916,89.258400,0.000000,8.609555,24.746794,21.629251,26.529828,0.000000,38.332718,6.358497,27.209259,633.686227,135.158562,0.000000,0.000000,0.000000,41.126875,47.963347,0.000000,8.568806,119.980389,0.000000,0.000000,0.000000,0.000000,147.004704,0.000000,0.000000,78.916068,0.000000,0.000000,0.000000,666.313914,18.778881,0.000000,0.000000,9.788348,15.964641,0.000000,37.923954,0.000000,9.818327,8.557164,19.149808,39.457064,95.409468,19.403955,402.754275,74.71,0,0,0,0,0

18,04:15-04:30,114.604875,0.000000,0.000000,1.057916,89.258400,0.000000,8.609555,24.746794,21.629251,26.529828,0.000000,38.332718,6.358497,27.209259,633.686227,135.158562,0.000000,0.000000,0.000000,41.126875,47.963347,0.000000,47.128435,119.980389,0.000000,0.000000,0.000000,0.000000,147.004704,0.000000,0.000000,78.916068,0.000000,0.000000,0.000000,666.313914,18.778881,0.000000,0.000000,9.788348,15.964641,0.000000,37.923954,0.000000,9.818327,8.557164,19.149808,39.457064,95.409468,19.403955,402.754275,74.71,0,0,0,0,0

19,04:30-04:45,114.604875,0.000000,0.000000,1.057916,89.258400,0.000000,8.609555,24.746794,14.264948,26.529828,0.000000,38.332718,6.358497,27.209259,627.452692,135.158562,0.000000,0.000000,0.000000,41.126875,47.963347,0.000000,47.128435,119.980389,0.000000,0.000000,0.000000,0.000000,147.004704,0.000000,0.000000,78.916068,0.000000,0.000000,0.000000,666.313914,18.778881,0.000000,0.000000,9.788348,10.604383,0.000000,37.923954,0.000000,9.818327,8.557164,19.149808,39.457064,95.409468,19.403955,402.754275,74.71,0,0,0,0,0

20,04:45-05:00,114.604875,0.000000,0.000000,1.057916,89.258400,0.000000,8.609555,24.746794,14.264948,26.529828,0.000000,38.332718,6.358497,27.209259,627.452692,135.158562,0.000000,0.000000,0.000000,41.126875,47.963347,0.000000,8.568806,119.980389,0.000000,0.000000,0.000000,0.000000,147.004704,0.000000,0.000000,78.916068,0.000000,0.000000,0.000000,627.178125,18.778881,0.000000,0.000000,9.788348,10.604383,0.000000,37.923954,0.000000,9.818327,8.557164,19.149808,39.457064,95.409468,18.668887,402.754275,74.71,0,0,0,0,0

21,05:00-05:15,114.604875,0.000000,0.000000,1.057916,89.258400,0.000000,8.609555,24.746794,14.148524,26.529828,0.000000,38.332718,6.358497,27.209259,627.365374,135.158562,0.000000,0.000000,0.000000,41.126875,47.963347,0.000000,8.568806,119.980389,0.000000,0.000000,0.000000,14.669424,147.004704,0.000000,0.000000,78.916068,0.000000,0.000000,0.000000,519.485925,18.778881,0.000000,0.000000,9.788348,10.517065,0.000000,37.923954,0.000000,9.818327,8.557164,19.149808,38.868152,95.409468,19.403955,402.754275,74.71,0,0,0,0,0

22,05:15-05:30,114.604875,0.000000,0.000000,1.057916,89.258400,0.000000,8.609555,24.746794,18.122948,26.529828,0.000000,38.332718,6.358497,27.209259,627.365374,135.158562,0.000000,0.000000,0.000000,41.126875,47.963347,0.000000,8.568806,119.980389,0.000000,0.000000,0.000000,14.669424,147.004704,0.000000,0.000000,78.916068,0.000000,0.000000,0.000000,502.992525,18.778881,0.000000,0.000000,9.788348,13.384006,0.000000,37.923954,0.000000,9.818327,8.557164,19.149808,38.868152,95.409468,19.403955,402.754275,74.71,0,0,0,0,0

23,05:30-05:45,114.604875,0.000000,0.000000,1.057916,89.258400,0.000000,8.609555,24.746794,18.122948,26.529828,0.000000,38.332718,6.358497,40.852211,627.365374,135.158562,0.000000,0.000000,0.000000,41.126875,47.963347,0.000000,8.568806,119.980389,0.000000,0.000000,0.000000,29.338848,147.004704,0.000000,0.000000,78.916068,0.000000,0.000000,0.000000,472.916325,18.778881,0.000000,0.000000,9.788348,13.384006,0.000000,37.923954,0.000000,9.818327,8.557164,19.149808,37.101418,95.409468,19.403955,402.754275,74.71,0,0,0,0,0

24,05:45-06:00,114.604875,0.000000,0.000000,1.057916,89.258400,0.000000,8.609555,24.746794,18.122948,26.529828,0.000000,38.332718,6.358497,40.852211,627.365374,135.158562,0.000000,0.000000,0.000000,41.126875,47.963347,0.000000,8.568806,119.980389,0.000000,0.000000,0.000000,45.291847,147.004704,0.000000,0.000000,78.916068,0.000000,0.000000,0.000000,440.899725,18.778881,0.000000,0.000000,9.788348,13.384006,0.000000,37.923954,0.000000,9.818327,8.557164,19.149808,37.101418,95.409468,19.403955,402.754275,74.71,0,0,0,0,0

25,06:00-06:15,114.604875,0.000000,0.000000,1.057916,89.258400,0.000000,8.609555,24.746794,18.122948,26.529828,0.000000,38.332718,6.358497,40.852211,627.365374,135.158562,0.000000,0.000000,0.000000,41.126875,47.963347,0.000000,8.568806,119.980389,0.000000,0.000000,0.000000,60.389129,147.004704,0.000000,0.000000,78.916068,0.000000,0.000000,0.000000,442.352604,18.778881,0.000000,0.000000,9.788348,13.384006,0.000000,37.923954,0.000000,9.818327,8.557164,19.756668,35.923595,95.409468,19.403955,402.754275,74.71,0,0,0,0,0

26,06:15-06:30,114.604875,0.000000,0.000000,1.057916,89.258400,0.000000,8.609555,24.746794,18.122948,26.529828,0.000000,38.332718,6.358497,40.852211,627.365374,135.158562,0.000000,0.000000,0.000000,41.126875,47.963347,0.000000,8.568806,119.980389,0.000000,0.000000,0.000000,60.389129,147.004704,0.000000,0.000000,78.916068,0.000000,0.000000,0.000000,499.271550,18.778881,0.000000,0.000000,9.788348,13.384006,0.000000,37.923954,0.000000,9.818327,8.557164,19.756668,35.923595,95.409468,19.403955,402.754275,74.71,0,0,0,0,0

27,06:30-06:45,114.604875,0.000000,0.000000,1.057916,89.258400,0.000000,8.609555,24.746794,18.122948,26.529828,0.000000,38.332718,6.358497,40.852211,627.365374,135.158562,0.000000,0.000000,0.000000,41.126875,47.963347,0.000000,8.568806,119.980389,0.000000,0.000000,0.000000,60.389129,147.004704,0.000000,0.000000,78.916068,0.000000,0.000000,0.000000,482.618325,18.778881,0.000000,0.000000,9.788348,13.384006,0.000000,37.923954,0.000000,9.818327,8.557164,19.756668,35.923595,95.409468,19.403955,402.754275,74.71,0,0,0,0,0

28,06:45-07:00,114.604875,0.000000,0.000000,1.057916,89.258400,0.000000,8.609555,24.746794,18.122948,26.529828,0.000000,38.332718,6.358497,40.852211,627.365374,135.158562,0.000000,0.000000,0.000000,41.126875,47.963347,0.000000,47.128435,119.980389,0.000000,0.000000,0.000000,45.291847,147.004704,0.000000,0.000000,78.916068,0.000000,0.000000,0.000000,436.048725,18.778881,0.000000,0.000000,11.093461,13.384006,0.000000,37.923954,0.000000,9.818327,8.557164,19.756668,35.923595,95.409468,19.403955,402.754275,74.71,0,0,0,0,0

29,07:00-07:15,114.604875,0.000000,0.000000,1.057916,89.258400,0.000000,8.609555,24.746794,18.239372,26.529828,0.000000,38.332718,6.358497,27.209259,627.452692,135.158562,0.000000,0.000000,0.000000,41.126875,47.963347,0.000000,47.128435,119.980389,0.000000,0.000000,0.000000,45.291847,147.004704,0.000000,0.000000,78.916068,0.000000,0.000000,0.000000,431.197725,18.778881,0.000000,0.000000,9.788348,13.786930,0.000000,37.923954,0.000000,9.818327,8.557164,19.753175,35.923595,95.409468,19.403955,404.815950,74.71,0,0,0,0,0

30,07:15-07:30,114.604875,0.000000,0.000000,1.057916,89.258400,0.000000,8.609555,24.746794,18.239372,26.529828,0.000000,38.332718,6.358497,27.209259,627.452692,135.158562,0.000000,0.000000,0.000000,41.126875,47.963347,0.000000,6.426605,119.980389,0.000000,0.000000,0.000000,45.291847,147.004704,0.000000,0.000000,78.916068,0.000000,0.000000,0.000000,431.197725,18.778881,0.000000,0.000000,9.788348,13.786930,0.000000,37.923954,0.000000,9.818327,8.557164,19.753175,35.923595,95.409468,19.403955,404.937225,74.71,0,0,0,0,0

31,07:30-07:45,114.604875,0.000000,0.000000,1.057916,89.258400,0.000000,8.609555,24.746794,18.239372,26.529828,0.000000,38.332718,6.358497,27.209259,627.452692,135.158562,0.000000,0.000000,0.000000,27.914982,47.963347,0.000000,6.426605,119.980389,0.000000,0.000000,0.000000,29.338848,147.004704,0.000000,0.000000,78.916068,0.000000,0.000000,0.000000,431.197725,18.778881,0.000000,0.000000,9.788348,13.786930,0.000000,37.923954,0.000000,9.818327,8.557164,13.988150,25.968761,63.207657,19.403955,404.937225,74.71,0,0,0,0,0

32,07:45:08:00,114.604875,0.000000,0.000000,1.057916,89.258400,0.000000,8.609555,24.746794,18.239372,26.529828,0.000000,38.332718,6.358497,13.566307,627.452692,135.158562,0.000000,0.000000,0.000000,27.914982,47.963347,0.000000,6.426605,119.980389,0.000000,0.000000,0.000000,29.338848,147.004704,0.000000,0.000000,78.916068,0.000000,0.000000,0.000000,431.197725,18.778881,0.000000,0.000000,9.788348,13.786930,0.000000,37.923954,0.000000,10.812588,8.557164,13.988150,25.968761,63.207657,19.403955,404.937225,74.71,0,0,0,0,0

33,08:00-08:15,114.604875,0.000000,0.000000,1.057916,89.258400,0.000000,8.609555,24.746794,18.239372,26.529828,0.000000,38.332718,6.326480,13.566307,627.452692,135.158562,0.000000,0.000000,0.000000,27.914982,47.963347,0.000000,6.426605,119.980389,0.000000,0.000000,0.000000,29.338848,147.004704,0.000000,0.000000,77.788696,0.000000,0.000000,0.000000,431.197725,18.778881,0.000000,0.000000,9.788348,13.786930,0.000000,37.923954,0.000000,10.812588,8.557164,13.988150,25.968761,63.207657,19.403955,404.937225,74.71,0,0,0,0,0

34,08:15-08:30,114.604875,0.000000,0.000000,1.057916,89.258400,0.000000,8.609555,24.746794,18.239372,26.529828,0.000000,38.332718,6.326480,13.566307,627.452692,135.158562,0.000000,0.000000,0.000000,27.914982,47.963347,0.000000,6.426605,119.980389,0.000000,0.000000,0.000000,14.669424,147.004704,0.000000,0.000000,77.788696,0.000000,0.000000,0.000000,431.197725,18.778881,0.000000,0.000000,10.440904,13.786930,0.000000,37.923954,0.000000,10.812588,8.557164,13.988150,25.968761,63.207657,19.403955,404.937225,87.32,0,0,0,0,0

35,08:30-08:45,114.604875,0.000000,0.000000,1.057916,89.258400,0.000000,8.609555,24.746794,18.239372,26.529828,0.000000,38.332718,6.326480,10.730412,627.452692,135.158562,0.000000,0.000000,0.000000,27.914982,47.963347,0.000000,6.426605,119.980389,0.000000,0.000000,0.000000,14.669424,147.004704,0.000000,0.000000,77.788696,0.000000,0.000000,0.000000,431.197725,18.778881,0.000000,0.000000,24.014080,13.786930,0.000000,37.923954,0.000000,10.812588,8.557164,13.988150,25.968761,63.207657,19.403955,404.937225,97.21,0,0,0,0,0

36,08:45:09:00,114.604875,0.000000,0.000000,1.057916,89.258400,0.000000,8.609555,24.746794,14.264948,26.529828,0.000000,38.332718,6.326480,0.000000,627.452692,135.158562,0.000000,0.000000,0.000000,19.178040,47.963347,0.000000,6.426605,119.980389,0.000000,0.000000,0.000000,0.000000,147.004704,0.000000,0.000000,77.788696,0.000000,0.000000,0.000000,426.920211,18.778881,0.000000,0.000000,24.014080,11.353912,0.000000,37.923954,0.000000,10.812588,8.557164,13.988150,25.968761,63.207657,19.403955,404.937225,112.93,0,0,0,0,0

37,09:00:09:15,114.604875,0.000000,0.000000,1.057916,89.258400,0.000000,8.609555,24.746794,13.112705,26.529828,0.000000,18.105872,6.326480,0.000000,564.160196,135.158562,0.000000,0.000000,0.000000,27.914982,47.963347,0.000000,47.128435,119.980389,0.000000,0.000000,0.000000,0.000000,147.004704,0.000000,0.000000,77.788696,0.000000,0.000000,0.000000,426.920211,18.778881,0.000000,0.000000,24.014080,11.331501,0.000000,37.923954,0.000000,10.812588,12.835746,13.988150,25.968761,63.207657,19.403955,404.937225,101.77,0,0,0,0,0

38,09:15-09:30,114.604875,0.000000,0.000000,1.057916,89.258400,0.000000,8.609555,24.746794,13.637272,26.529828,0.000000,18.105872,6.326480,0.000000,460.469914,135.158562,0.000000,0.000000,0.000000,27.914982,47.963347,0.000000,47.128435,119.980389,0.000000,0.000000,0.000000,0.000000,147.004704,0.000000,0.000000,77.788696,0.000000,0.000000,0.000000,431.197725,9.389440,0.000000,0.000000,24.014080,11.513304,0.000000,37.923954,0.000000,10.812588,12.835746,13.988150,25.968761,63.207657,18.742535,404.937225,113.80,0,0,0,0,0

39,09:30-09:45,114.604875,0.000000,0.000000,1.057916,56.490477,0.000000,8.609555,24.746794,13.141124,26.529828,0.000000,18.105872,6.326480,0.000000,410.394600,123.004187,0.000000,0.000000,0.000000,27.914982,47.963347,0.000000,10.711008,119.980389,0.000000,0.000000,0.000000,0.000000,148.382873,0.000000,0.000000,77.788696,0.000000,0.000000,0.000000,364.621066,9.389440,0.000000,0.000000,24.014080,11.382595,0.000000,37.923954,0.000000,10.812588,17.114328,13.988150,25.968761,63.207657,19.403955,404.937225,124.48,0,0,0,0,0

40,09:45-10:00,114.604875,0.000000,0.000000,1.057916,56.490477,0.000000,8.609555,24.746794,13.141124,26.529828,0.000000,18.105872,6.326480,0.000000,448.897069,123.004187,0.000000,0.000000,0.000000,27.914982,47.963347,0.000000,10.711008,119.980389,0.000000,0.000000,0.000000,0.000000,148.382873,0.000000,0.000000,77.788696,0.000000,0.000000,0.000000,364.621066,9.389440,0.000000,0.000000,24.014080,11.382595,0.000000,37.923954,0.000000,10.812588,17.114328,13.988150,25.968761,63.207657,19.403955,404.937225,135.83,0,0,0,0,0

41,10:00-10:15,88.528130,0.000000,0.000000,1.057916,56.490477,0.000000,8.609555,24.746794,12.761207,26.529828,0.000000,18.105872,6.326480,0.000000,468.606600,123.004187,0.000000,0.000000,0.000000,27.914982,47.963347,0.000000,10.711008,82.838781,0.000000,0.000000,0.000000,0.000000,148.382873,0.000000,0.000000,77.788696,0.000000,0.000000,0.000000,364.621066,9.389440,0.000000,0.000000,10.440904,11.292038,0.000000,37.923954,0.000000,10.812588,17.114328,13.988150,25.968761,63.207657,19.403955,404.937225,135.83,0,0,0,0,0

42,10:15-10:30,88.528130,0.000000,0.000000,1.057916,56.490477,0.000000,8.609555,24.746794,12.761207,26.529828,0.000000,18.105872,6.326480,0.000000,439.500600,123.004187,0.000000,0.000000,0.000000,27.914982,47.963347,0.000000,10.711008,82.838781,0.000000,0.000000,0.000000,0.000000,148.382873,0.000000,0.000000,77.788696,0.000000,0.000000,0.000000,364.621066,9.389440,0.000000,0.000000,9.788348,11.292038,0.000000,37.923954,0.000000,10.812588,17.114328,13.988150,25.968761,63.207657,19.403955,404.937225,135.83,0,0,0,0,0

43,10:30-10:45,88.528130,0.000000,0.000000,1.057916,56.490477,0.000000,8.609555,24.746794,13.701741,26.529828,0.000000,18.105872,6.326480,0.000000,439.267752,123.004187,0.000000,0.000000,0.000000,22.513782,47.963347,0.000000,10.711008,82.838781,0.000000,0.000000,0.000000,0.000000,148.382873,0.000000,0.000000,77.788696,0.000000,0.000000,0.000000,364.906444,9.389440,0.000000,0.000000,9.788348,10.473234,0.000000,37.923954,0.000000,10.812588,19.396238,13.988150,25.968761,63.207657,19.403955,404.937225,135.83,0,0,0,0,0

44,10:45-11:00,88.528130,0.000000,0.000000,1.057916,56.490477,0.000000,8.609555,24.746794,13.701741,26.529828,0.000000,18.105872,6.326480,0.000000,439.267752,123.004187,0.000000,0.000000,0.000000,22.513782,47.963347,0.000000,10.711008,82.838781,0.000000,0.000000,0.000000,0.000000,148.382873,0.000000,0.000000,51.859130,0.000000,0.000000,0.000000,364.906444,9.389440,0.000000,0.000000,9.788348,10.473234,0.000000,37.923954,0.000000,10.812588,19.396238,13.988150,25.968761,63.207657,19.403955,404.937225,135.83,0,0,0,0,0

45,11:00-11:15,88.528130,0.000000,0.000000,1.057916,56.490477,0.000000,8.609555,24.746794,14.003985,26.529828,0.000000,18.105872,6.326480,0.000000,439.267752,123.004187,0.000000,0.000000,0.000000,22.513782,47.963347,0.000000,10.711008,82.838781,0.000000,0.000000,0.000000,0.000000,148.382873,0.000000,0.000000,51.859130,0.000000,0.000000,0.000000,364.906444,9.389440,0.000000,0.000000,9.788348,10.347376,0.000000,37.923954,0.000000,9.818327,19.396238,13.988150,25.968761,63.207657,19.403955,404.937225,135.83,0,0,0,0,0

46,11:15-11:30,88.528130,0.000000,0.000000,1.057916,56.490477,0.000000,8.609555,24.746794,14.003985,26.529828,0.000000,18.105872,6.326480,0.000000,439.267752,123.004187,0.000000,0.000000,0.000000,22.513782,47.963347,0.000000,10.711008,82.838781,0.000000,0.000000,0.000000,0.000000,148.382873,0.000000,0.000000,51.859130,0.000000,0.000000,0.000000,351.803155,9.389440,0.000000,0.000000,9.788348,10.347376,0.000000,37.923954,0.000000,9.818327,19.396238,13.988150,25.968761,63.207657,17.830307,404.937225,135.83,0,0,0,0,0

