Block,Time,CHAMERA3,KHSTPP-II,NLCTS2EXP,RIHAND3,AURY_RF,BRBCL,BSIUL,NLCIIST1,NNTPP,RAMPUR,RIHAND1,SIMHST1,SINGRAULI,TelanganaSTPP,ANTA_CRF,AURY_LF,DADRI_CRF,DADRI_GF,KGSU3AND4,KHSTPP-I,KISHANGANGA,KUDGI,NAPP,NTPL,SINGRAULI_HYDRO,TALST2,TANAKPUR,ANTA_RF,AURY_GF,DADRI_LF,FSTPP I & II,KGSU1AND2,KKNPPU2,MAPS,NJPC,RSTPSU7,SALAL,SEWA2,URI,ANTA_LF,AURY_CRF,DADRI_RF,CHAMERA1,DHAULIGNGA,JHAJJAR,NLCEXP,PARBATI3,RIHAND2,UNCHAHAR3,CHAMERA2,DULHASTI,KOLDAM,SASAN,SIMHST2,TANDA2,URI2,VALLURNTECL,TALA,UNCHAHAR1,ANTA_GF,DADRT2,KKNP,KOTESHWR,NLCIIST2,RAPPB,RAPPC,RSTPSU1TO6,TEHRI,UNCHAHAR2,UNCHAHAR4
63,15:30-15:45,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,6.4,41.16,0,21.92,18.21,0,0,0,23.39,0,12.78,0,1.66,0,0,65.76,0,9.11,654.31,0,0,118.76,26.39,1.87,32.96,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

64,15:45-16:00,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,6.4,41.16,0,21.92,18.21,0,0,0,23.39,0,12.78,0,1.66,0,0,65.76,0,9.11,654.31,0,0,118.76,26.39,1.87,32.96,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

65,16:00-16:15,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.68,40.11,0,21.92,18.21,0,0,0,41.67,0,12.78,0,1.66,0,0,65.76,0,9.11,654.31,0,0,118.76,26.39,1.87,32.96,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,14.93,42.4,0

66,16:15-16:30,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.68,40.11,0,21.92,18.21,0,0,0,41.67,0,12.78,0,1.66,0,0,65.76,0,9.11,654.31,0,0,118.76,26.39,1.87,32.96,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,29.87,42.4,0

67,16:30-16:45,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.68,40.11,0,21.92,18.21,0,0,0,41.67,0,12.78,0,1.66,0,0,65.76,0,9.11,654.31,0,0,118.76,26.39,1.87,32.96,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,29.87,42.4,0

68,16:45-17:00,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.68,40.11,0,21.92,18.21,0,0,0,70.17,0,12.78,0,1.66,0,0,65.76,0,9.11,654.31,0,0,118.76,26.39,1.87,32.96,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,46.69,42.4,0

69,17:00-17:15,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.68,40.11,0,21.92,18.21,0,0,0,70.17,0,12.78,0,1.66,0,0,65.76,11.85,9.11,654.31,0,0,118.76,26.39,11.33,49.43,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,46.69,42.4,0

70,17:15-17:30,9.68,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.68,40.11,0,21.92,18.21,0,0,0,93.56,0,12.78,0,1.66,0,0,65.76,27.17,18.23,654.31,0,0,118.76,26.39,11.33,49.43,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,62.24,42.4,0

71,17:30-17:45,19.36,148.3,0,124.32,70.16,20.01,6.52,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.68,40.11,0,21.92,18.21,0,0,0,115.54,0,12.78,5.27,1.66,0,0,65.76,42.15,27.48,654.31,0,0,118.76,26.39,26.34,49.43,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,62.24,42.4,0

72,17:45-18:00,29.06,148.3,0,124.32,70.16,20.01,19.56,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.68,40.11,0,21.92,18.21,0,0,0,140.34,0,26.73,10.54,1.66,0,0,65.76,42.15,37.65,654.31,0,0,118.76,26.39,39.51,49.43,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,9.86,0,0,52.03,0,62.24,42.4,0

73,18:00-18:15,29.06,148.3,0,124.32,70.16,20.01,19.56,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.68,40.63,0,21.92,18.21,0,0,0,140.34,0,79.38,10.54,2.76,0,0,65.76,42.15,37.65,654.31,0,0,118.76,26.39,39.51,49.43,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,9.86,0,0,52.03,0,62.24,42.4,0

74,18:15-18:30,29.06,148.3,0,124.32,70.16,20.01,19.56,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,11.91,40.63,0,21.92,18.21,0,0,0,140.34,0,79.38,10.54,39.19,0,0,65.76,42.15,37.65,654.31,0,0,118.76,26.39,39.51,49.43,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,9.86,0,0,52.03,0,62.24,42.4,0

75,18:30-18:45,29.06,148.3,0,124.32,70.16,20.01,19.56,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,11.91,40.63,0,21.92,18.21,0,0,0,140.34,0,79.38,10.54,39.19,0,0,65.76,42.15,37.65,654.31,0,0,118.76,26.39,39.51,49.43,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,9.86,0,0,52.03,0,62.24,42.4,0

76,18:45-19:00,29.06,148.3,0,124.32,70.16,20.01,19.56,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.68,40.95,0,21.92,18.21,0,0,0,140.34,0,79.38,10.54,3.31,0,0,65.76,42.15,37.65,654.31,0,2.55,118.76,26.39,39.51,49.43,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,9.86,0,0,52.03,0,62.24,42.4,0

77,19:00-19:15,29.06,148.3,0,124.32,70.16,20.01,19.56,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.68,41.16,0,21.92,18.21,0,0,0,140.34,0,26.73,10.54,3.31,0,0,65.76,42.15,37.65,654.31,0,6.36,118.76,26.39,39.51,49.43,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,9.86,0,0,52.03,0,62.24,42.4,0

78,19:15-19:30,29.06,148.3,0,124.32,70.16,20.01,19.56,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.68,41.16,0,21.92,18.21,0,0,0,140.34,0,12.78,10.54,3.31,0,0,65.76,42.15,37.65,654.31,0,33.1,118.76,26.39,39.51,49.43,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,9.86,0,0,52.03,0,62.24,42.4,0

79,19:30-19:45,19.36,148.3,0,124.32,70.16,20.01,1.1,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.68,41.16,0,21.92,18.21,0,0,0,116.95,0,2.33,5.27,3.31,0,0,65.76,42.15,27.48,654.31,0,33.1,118.76,26.39,26.34,49.43,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,62.24,42.4,0

80,19:45-20:00,9.68,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.68,41.16,0,21.92,18.21,0,0,0,93.56,0,2.33,0,3.31,0,0,65.76,27.17,18.23,654.31,0,33.1,118.76,26.39,12,49.43,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,62.24,42.4,0

81,20:00-20:15,9.68,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.68,41.16,0,21.92,18.21,0,0,0,93.56,0,2.33,0,3.31,0,0,65.76,11.85,9.11,654.31,0,33.1,118.76,26.39,12,32.96,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,62.24,42.4,0

82,20:15-20:30,9.68,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.68,41.16,0,21.92,18.21,0,0,0,70.17,0,2.33,0,3.31,0,0,65.76,0,9.11,654.31,0,33.1,118.76,26.39,12,32.96,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,46.69,42.4,0

83,20:30-20:45,9.68,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.68,41.16,0,21.92,18.21,0,0,0,70.17,0,2.33,0,3.31,0,0,65.76,0,9.11,654.31,0,33.1,118.76,26.39,12,32.96,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,46.69,42.4,0

84,20:45-21:00,9.68,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.68,41.16,0,21.92,18.21,0,0,0,70.17,0,2.33,0,3.31,0,0,65.76,0,9.11,654.31,0,5.09,118.76,26.39,12,32.96,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,46.69,42.4,0

85,21:00-21:15,9.68,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.68,41.16,0,21.92,18.21,0,0,0,46.78,0,2.33,0,39.19,0,0,65.76,0,9.11,654.31,0,2.55,118.76,26.39,12,32.96,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,29.87,42.4,0

86,21:15-21:30,9.68,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.68,41.16,0,21.92,18.21,0,0,0,46.78,0,2.33,0,39.19,0,0,65.76,0,9.11,654.31,0,0,118.76,26.39,12,32.96,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,29.87,42.4,0

87,21:30-21:45,9.68,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.68,41.16,0,21.92,18.21,0,0,0,23.39,0,2.33,0,2.21,0,0,65.76,0,9.11,654.31,0,0,118.76,26.39,2.4,32.96,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,29.87,42.4,0

88,21:45-22:00,9.68,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.68,41.16,0,21.92,18.21,0,0,0,23.29,0,2.33,0,2.21,0,0,65.76,0,9.11,654.31,0,0,118.76,26.39,2.4,32.96,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,29.87,42.4,0

89,22:00-22:15,9.68,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.68,41.68,0,21.92,18.21,0,0,0,21.78,0,2.33,0,2.21,0,0,65.76,0,9.11,654.31,0,0,118.76,26.39,2.4,32.96,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,15.56,42.4,0

90,22:15-22:30,9.68,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.68,41.68,0,21.92,18.21,0,0,0,21.78,0,2.33,0,2.21,0,0,65.76,0,9.11,654.31,0,0,118.76,26.39,2.4,32.96,0,418.77,0,0,18.83,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,15.56,42.4,0

91,22:30-22:45,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.68,41.68,0,21.92,18.21,0,0,0,0,0,2.33,0,2.21,0,0,65.76,0,9.11,654.31,0,0,118.76,26.39,2.4,32.96,0,418.77,0,0,18.83,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

92,22:45-23:00,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.68,41.68,0,21.92,18.21,0,0,0,0,0,2.33,0,2.21,0,0,65.76,0,9.11,654.31,0,0,118.76,26.39,2.4,32.96,0,418.77,0,0,18.83,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

93,23:00-23:15,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.68,42.74,0,21.92,18.21,0,0,0,0,0,2.33,0,2.21,0,0,65.76,0,9.11,654.31,0,0,118.76,26.39,2.4,32.96,0,418.77,0,0,18.83,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

94,23:15-23:30,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.68,42.74,0,21.92,18.21,0,0,0,0,0,2.33,0,39.19,0,0,65.76,0,9.11,654.31,0,0,118.76,26.39,2.4,32.96,0,418.77,0,0,18.83,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

95,23:30-23:45,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.68,42.74,0,21.92,18.21,0,0,0,0,0,2.33,0,39.19,0,0,65.76,0,9.11,654.31,0,0,118.76,26.39,2.4,32.96,0,418.77,0,0,18.83,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

96,23:45-24:00,0,148.3,0,124.32,70.16,20.01,0,0,0,0,92,0,139.68,0,0,0,0,0,0,32.78,0,0,41.87,0,0,0,7.68,42.74,0,21.92,18.21,0,0,0,0,0,2.33,0,8.83,0,0,65.76,0,9.11,654.31,0,0,118.76,26.39,2.4,32.96,0,418.77,0,0,4.57,0,0,20.56,0,341.57,0,8.87,0,0,52.03,0,0,42.4,0

