Block,Time,DADRT2,KGSU3AND4,RIHAND1,SEWA2,CHAMERA1,KOLDAM,NLCTS2EXP,NNTPP,RAPPB,TALST2,UNCHAHAR3,UNCHAHAR4,ANTA_LF,DADRI_RF,BRBCL,BSIUL,CHAMERA2,CHAMERA3,RAPPC,SINGRAULI,UNCHAHAR1,URI2,AURY_CRF,AURY_RF,DADRI_LF,JHAJJAR,RAPPD,RIHAND3,RSTPSU7,SALAL,SIMHST2,TANAKPUR,TEHRIPSP,TelanganaSTPP,DADRI_GF,KGSU1AND2,KHSTPP-II,KUDGI,MAPS,NAPP,NLCEXP,NLCIIST1,PARBATI3,TEHRI,UNCHAHAR2,AURY_GF,DHAULIGNGA,DULHASTI,KHSTPP-I,KISHANGANGA,KKNPPU2,PARBATI2,RIHAND2,RSTPSU1TO6,SIMHST1,TANDA2,ANTA_CRF,KKNP,KOTESHWR,NTPL,SASAN,SINGRAULI_HYDRO,TALA,VALLURNTECL,ANTA_RF,DADRI_CRF,FSTPP I & II,NJPC,NLCIIST2,RAMPUR,URI,ANTA_GF,AURY_LF
6,01:15-01:30,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,1.24,0,106.06,24.99,19.56,47.12,33.95,65.28,106.49,21.65,37.41,0,82.48,0,667.27,40.15,130.84,0,78.44,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.2,44.52,0,42.46,38.32,45.53,6.97,0,25.69,125.27,0,0,3.13,0,0,45.08,0,416.25,0,24.37,0,52.34,0,20.15,175.8,0,5.68,46.37,0,0

7,01:30-01:45,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,1.24,0,106.06,24.99,19.56,47.12,33.95,65.28,106.49,21.65,37.41,0,82.48,0,667.27,40.15,130.84,0,78.44,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.2,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,3.13,0,0,45.08,0,416.25,0,24.37,0,52.34,0,20.15,175.8,0,5.68,47.47,0,0

8,01:45-02:00,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,2.94,0,106.06,24.99,19.56,47.12,33.95,65.28,106.49,21.65,37.41,0,82.48,0,667.27,40.15,130.84,0,78.44,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.2,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,24.37,0,52.34,0,20.15,175.8,0,5.68,47.47,0,0

9,02:00-02:15,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,2.94,0,106.06,24.99,19.56,47.12,33.95,65.28,106.49,21.65,37.41,0,82.48,0,667.27,40.15,130.84,0,78.44,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.2,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,24.37,0,52.6,0,20.15,175.8,0,5.68,52.36,0,0

10,02:15-02:30,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,2.94,0,106.06,24.99,19.56,47.12,33.95,65.28,106.49,21.65,37.41,0,82.48,0,667.27,40.15,130.84,0,78.44,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.2,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,24.37,0,52.6,0,20.15,175.8,0,5.68,52.36,0,0

11,02:30-02:45,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,2.94,0,106.06,24.99,19.56,47.12,33.95,65.28,106.49,21.65,37.41,0,82.48,0,667.27,40.15,130.84,0,78.44,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.2,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,24.51,0,52.6,0,20.15,175.8,0,5.68,39.75,0,0

12,02:45-03:00,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,2.94,0,106.06,24.99,19.56,47.12,33.95,65.28,106.49,21.65,37.41,0,82.48,0,667.27,40.15,130.84,0,78.44,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.2,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,24.51,0,52.6,0,20.15,175.8,0,5.68,39.75,0,0

13,03:00-03:15,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,2.94,0,106.06,24.99,19.56,47.12,33.95,65.28,106.49,21.65,32.74,0,82.48,0,667.27,40.15,130.84,0,78.44,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.2,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,24.51,0,52.6,0,20.15,175.8,0,5.68,30.91,0,0

14,03:15-03:30,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,2.94,0,106.06,24.99,19.56,47.12,33.95,65.28,106.49,21.65,32.74,0,82.48,0,667.27,40.15,130.84,0,78.44,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.2,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,24.51,0,52.6,0,20.15,175.8,0,5.68,30.91,0,0

15,03:30-03:45,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,2.94,0,106.06,24.99,19.56,47.12,33.95,65.28,106.49,21.65,32.74,0,82.48,0,667.27,40.15,130.84,0,78.44,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.2,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,24.37,0,52.6,0,20.15,175.8,0,5.68,41.95,0,0

16,03:45-04:00,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,2.94,0,106.06,24.99,19.56,47.12,33.95,65.28,106.49,21.65,32.74,0,82.48,0,667.27,40.15,130.84,0,78.44,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.2,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,24.37,0,52.6,0,20.15,175.8,0,5.68,41.95,0,0

17,04:00-04:15,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,2.94,0,106.06,24.99,19.56,47.12,33.95,65.28,106.49,21.65,32.74,0,82.48,0,667.27,40.15,130.84,0,78.44,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.2,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,24.37,0,52.85,0,20.15,175.8,0,5.68,39.75,0,0

18,04:15-04:30,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,2.94,0,106.06,24.99,19.56,47.12,33.95,65.28,106.49,21.65,32.74,0,82.48,0,667.27,40.15,130.84,0,78.44,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.2,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,24.37,0,52.85,0,20.15,175.8,0,5.68,39.75,0,0

19,04:30-04:45,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,2.94,0,106.06,24.99,19.56,47.12,33.95,65.28,106.49,21.65,32.74,0,82.48,0,667.27,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.2,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,24.22,0,52.85,0,20.15,175.8,0,5.68,46.37,0,0

20,04:45-05:00,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,2.94,0,106.06,24.99,19.56,47.12,33.95,65.28,106.49,21.65,32.74,0,82.48,0,667.27,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.2,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,24.08,0,52.85,0,20.15,175.8,0,5.68,46.37,0,0

21,05:00-05:15,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,2.94,0,106.06,24.99,19.56,47.12,33.95,65.28,113.75,21.65,32.74,0,82.48,0,667.27,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.2,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,23.92,0,52.85,0,20.15,175.8,0,5.68,46.37,0,0

22,05:15-05:30,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,2.94,0,106.06,24.99,19.56,47.12,33.95,65.28,113.75,21.65,32.74,0,82.48,0,667.27,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.2,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,23.63,0,52.85,0,20.15,175.8,0,5.68,46.37,0,0

23,05:30-05:45,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,2.94,0,106.06,24.99,19.56,47.12,33.95,65.28,113.75,21.65,32.74,0,82.48,0,667.27,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.2,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,23.34,0,52.85,0,20.15,175.8,0,5.68,46.37,0,0

24,05:45-06:00,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,2.94,0,106.06,24.99,19.56,47.12,33.95,65.28,113.75,21.65,32.74,0,82.48,0,667.27,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.2,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,23.04,0,52.85,0,20.15,175.8,0,5.68,46.37,0,0

25,06:00-06:15,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,2.94,0,106.06,24.99,19.56,47.12,33.95,65.28,113.75,21.65,32.74,0,82.48,0,667.27,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.2,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,3.13,0,0,45.08,0,416.25,0,23.04,0,52.6,0,20.15,175.8,0,5.68,46.37,0,0

26,06:15-06:30,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,26.7,1.24,0,106.06,24.99,19.56,47.12,33.95,65.28,113.75,21.65,32.74,0,82.48,0,667.27,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.2,43.15,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,3.13,0,0,45.08,0,416.25,0,23.04,0,52.6,0,20.15,175.8,0,5.68,46.37,0,0

27,06:30-06:45,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,26.7,1.24,0,106.06,24.99,19.56,47.12,33.95,65.28,113.75,21.65,32.74,0,82.48,0,667.27,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.2,43.15,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,3.13,0,0,45.08,0,416.25,0,23.04,0,52.6,0,20.15,175.8,0,5.68,44.16,0,0

28,06:45-07:00,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,26.7,1.24,0,106.06,24.99,19.56,47.12,33.95,65.28,113.75,21.65,32.74,0,82.48,0,667.27,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.2,44.31,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,3.13,0,0,45.08,0,416.25,0,23.04,0,52.6,0,20.15,175.8,0,5.68,44.16,0,0

29,07:00-07:15,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,1.53,0,106.06,24.99,19.56,47.12,33.95,65.28,113.75,21.65,32.74,0,82.22,0,667.27,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.2,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,3.13,0,0,45.08,0,416.25,0,23.34,0,52.6,0,20.15,175.8,0,5.68,41.95,0,0

30,07:15-07:30,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,106.06,24.99,19.56,47.12,33.95,65.28,113.75,21.65,32.74,0,82.22,0,667.27,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.2,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,23.49,0,52.6,0,20.15,175.8,0,5.68,41.95,0,0

31,07:30-07:45,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,106.06,24.99,0,47.12,33.95,65.28,113.75,21.65,32.74,0,82.22,0,667.27,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.2,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,23.81,0,52.6,0,20.15,175.8,0,5.68,11.04,0,0

32,07:45-08:00,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,106.06,24.99,0,47.12,33.95,65.28,113.75,21.65,32.74,0,82.22,0,667.27,40.15,130.84,0,79.01,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.2,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,23.81,0,52.6,0,20.15,175.8,0,5.68,4.41,0,0

33,08:00-08:15,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,113.75,21.65,32.74,0,82.22,0,667.27,40.15,130.84,0,79.01,0,3.85,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.2,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,26.55,0,52.09,0,20.15,175.8,0,5.68,4.41,0,0

34,08:15-08:30,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,113.75,21.65,32.74,0,82.22,0,667.27,40.15,130.84,0,79.01,0,3.85,103.98,0,0,0,98.87,0,0,24.36,0,0,34.2,60.14,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,26.55,0,52.09,0,20.15,175.8,0,5.68,4.41,0,0

35,08:30-08:45,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,113.75,21.65,32.74,0,82.22,0,667.27,40.15,130.84,0,79.01,0,3.85,0,0,0,0,98.87,0,0,24.36,0,0,34.2,40.1,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,26.99,0,52.09,0,20.15,175.8,0,5.68,11.04,0,0

36,08:45-09:00,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,113.75,21.65,32.74,0,82.22,0,667.27,40.15,130.84,0,79.01,0,11.91,0,0,0,0,98.87,0,0,24.36,0,0,34.2,0,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,26.99,0,52.09,0,20.15,175.8,0,5.68,44.16,0,0

37,09:00-09:15,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,113.75,21.65,32.74,0,82.22,0,667.27,40.15,130.84,0,79.01,0,11.91,0,0,0,0,98.87,0,0,24.36,0,0,34.2,0,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,26.99,0,51.59,0,20.15,175.8,0,5.68,44.16,0,0

38,09:15-09:30,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,113.75,21.65,32.74,0,82.22,0,667.27,40.15,130.84,0,79.01,0,11.91,0,0,0,0,98.87,0,0,24.36,0,0,34.2,0,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,26.99,0,51.59,0,20.15,175.8,0,5.68,44.16,0,0

39,09:30-09:45,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,32.74,0,82.22,0,667.27,40.15,130.84,0,79.01,0,13.11,0,0,0,0,98.87,0,0,24.36,0,0,34.2,0,44.52,0,42.46,38.32,45.53,4.65,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,21.5,0,51.59,0,20.15,175.8,0,5.68,44.16,0,0

40,09:45-10:00,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,32.74,0,82.22,0,667.27,40.15,130.84,0,79.01,0,13.11,0,0,0,0,98.87,0,0,24.36,0,0,34.2,0,44.52,0,42.46,38.32,45.53,2.33,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,21.5,0,51.59,0,20.15,175.8,0,5.68,44.16,0,0

41,10:00-10:15,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,82.22,0,667.27,40.15,130.84,0,79.01,0,13.11,0,0,0,0,98.87,0,0,24.36,0,0,34.2,0,44.52,0,42.46,38.32,45.53,0.64,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,21.5,0,50.83,0,20.15,175.8,0,5.68,44.16,0,0

42,10:15-10:30,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,81.57,0,667.27,40.15,130.84,0,79.01,0,13.11,0,0,0,0,98.87,0,0,24.36,0,0,34.2,0,44.52,0,42.46,38.32,45.53,0,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,21.5,0,50.83,0,20.15,175.8,0,5.68,52.36,0,0

43,10:30-10:45,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,81.57,0,667.27,40.15,130.84,0,79.01,0,13.11,0,0,0,0,98.87,0,0,24.36,0,0,34.2,0,44.52,0,42.46,38.32,45.53,0,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,21.5,0,50.58,0,20.15,175.8,0,5.68,52.36,0,0

44,10:45-11:00,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,81.57,0,667.27,40.15,130.84,0,79.01,0,13.11,0,0,0,0,98.87,0,0,24.36,0,0,34.2,0,44.52,0,42.46,38.32,45.53,0,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,21.5,0,50.58,0,20.15,175.8,0,5.68,52.36,0,0

45,11:00-11:15,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,81.57,0,667.27,40.15,130.84,0,63.92,0,13.11,0,0,0,0,98.87,0,0,24.36,0,0,34.2,0,44.52,0,42.46,38.32,45.53,0,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,21.5,0,50.08,0,20.15,175.8,0,5.68,46.92,0,0

46,11:15-11:30,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,81.57,0,667.27,40.15,130.84,0,75.52,0,13.11,0,0,0,0,98.87,0,0,24.36,0,0,34.2,0,44.52,0,42.46,38.32,45.53,0,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,21.5,0,50.08,0,20.15,175.8,0,5.68,46.92,0,0

47,11:30-11:45,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,81.57,0,667.27,40.15,130.84,0,81.34,0,13.11,0,0,0,0,98.87,0,0,24.36,0,0,34.2,0,44.52,0,42.46,38.32,45.53,0,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,21.5,0,50.08,0,20.15,175.8,0,5.68,46.92,0,0

48,11:45-12:00,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,81.57,0,667.27,40.15,130.84,0,81.34,0,13.11,0,0,0,0,98.87,0,0,24.36,0,0,34.2,0,44.52,0,42.46,38.32,45.53,0,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,21.5,0,50.08,0,20.15,175.8,0,5.68,52.36,0,0

49,12:00-12:15,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,81.57,0,667.27,40.15,130.84,0,81.34,0,13.11,0,0,0,0,98.87,0,0,24.36,0,0,34.2,0,44.52,0,42.46,38.32,45.53,0,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,21.5,0,49.81,0,20.15,175.8,0,5.68,52.99,0,0

50,12:15-12:30,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,81.57,0,667.27,40.15,130.84,0,81.34,0,13.11,0,0,0,0,98.87,0,0,24.36,0,0,34.2,0,44.52,0,42.46,38.32,45.53,0,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,21.5,0,49.81,0,20.15,175.8,0,5.68,52.99,0,0

51,12:30-12:45,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,81.57,0,667.27,40.15,130.84,0,81.34,0,11.91,103.98,0,0,0,98.87,0,0,24.36,0,0,34.2,40.41,44.52,0,42.46,38.32,45.53,0,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,26.99,0,49.81,0,20.15,175.8,0,5.68,46.92,0,0

52,12:45-13:00,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,81.57,0,667.27,40.15,130.84,0,81.34,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,60.61,44.52,0,42.46,38.32,45.53,0,0,25.69,125.27,0,0,5.73,0,0,45.08,0,416.25,0,26.99,0,49.81,0,20.15,175.8,0,5.68,46.92,0,0

53,13:00-13:15,689.39,0,48.09,18.34,42.15,8.63,0,0,0,0,27.38,3.23,0,104.09,24.99,0,47.12,33.95,65.28,74.95,21.65,33.52,0,81.57,0,667.27,40.15,130.84,0,81.34,0,11.91,192.57,0,0,0,98.87,0,0,24.36,0,0,34.2,80.81,44.52,0,42.46,38.32,45.53,0,0,25.69,125.27,0,0,5.73,0,0,45.08,0,348.98,0,26.99,0,49.56,0,20.3,175.8,0,5.68,46.92,0,0

