Block,Time Block,DHAULIGNGA,FSTPP I & II,CHAMERA2,DULHASTI,DADRT2,CHAMERA3,BSIUL,BRBCL,CHAMERA1,UNCHAHAR1,TALST2,SINGRAULI_HYDRO,TANAKPUR,UNCHAHAR4,TALA,UNCHAHAR3,TEHRI,TelanganaSTPP,UNCHAHAR2,TANDA2,ANTA_LF,AURY_GF,AURY_LF,ANTA_GF,AURY_CRF,ANTA_CRF,ANTA_RF,DADRI_LF,DADRI_GF,DADRI_CRF,DADRI_RF,AURY_RF,URI,VALLURNTECL,URI2,NLCTS2EXP,NAPP,NNTPP,KOTESHWR,NLCEXP,KUDGI,NLCIIST1,NJPC,NLCIIST2,MAPS,SASAN,RIHAND1,SIMHST1,RAMPUR,RSTPSU1TO6,RAPPC,SIMHST2,RSTPSU7,NTPL,SALAL,SEWA2,PARBATI3,RIHAND3,SINGRAULI,RAPPB,RIHAND2,JHAJJAR,KHSTPP-II,KKNP,KGSU3AND4,KISHANGANGA,KHSTPP-I,KKNPPU2,KOLDAM,KGSU1AND2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,15.02,1.8,0,324.62,0,0,19.21,0,11.53,0,0,2.71,0,0,14.2,0,0,11.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,383.56,88.36,0,0,0,51.06,0,0,0,2.24,0,0,119.4,134.15,0,114.06,230.41,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

63,15:30-15:45,0,17.79,1.8,0,360.85,0,0,19.21,0,14.76,0,0,2.71,0,0,22.6,0,0,17.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,383.56,88.36,0,0,0,51.06,0,0,0,2.24,0,0,119.4,134.15,0,114.06,230.86,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

64,15:45-16:00,0,17.79,1.8,0,360.85,0,0,19.21,0,14.76,0,0,2.71,0,0,22.6,0,0,17.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,383.56,88.36,0,0,0,51.06,0,0,0,2.24,0,0,119.4,134.15,0,114.06,230.86,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

65,16:00-16:15,0,16.69,1.8,15.83,430.06,0,0,19.21,0,19.75,0,0,2.71,0,0,24.76,14.94,0,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,383.56,88.36,0,0,0,51.06,0,0,0,2.24,0,0,119.4,134.15,0,114.06,265.16,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

66,16:15-16:30,0,16.69,1.8,15.83,518.75,0,0,19.21,0,19.75,0,0,2.71,0,0,25.34,14.94,0,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,383.56,88.36,0,0,0,51.06,0,0,0,2.24,0,0,119.4,134.15,0,114.06,333.44,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

67,16:30-16:45,0,16.69,1.8,15.83,542.76,0,0,19.21,0,19.75,0,0,9.84,0,0,25.34,29.9,0,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,4.39,0,41.55,0,8.52,0,0,0,18.19,0,0,391.36,88.36,0,0,0,51.06,0,0,0,1.34,0,0,119.4,134.15,0,114.06,395.55,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

68,16:45-17:00,0,16.69,1.8,15.83,607.7,0,0,19.21,0,19.75,0,0,9.84,0,0,25.34,29.9,0,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,4.39,0,41.55,0,8.52,0,0,0,36.38,0,0,394.36,88.36,0,0,0,51.06,0,0,0,1.34,0,0,119.4,134.15,0,114.06,417.64,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

69,17:00-17:15,8.77,13.73,1.8,15.83,492.93,0,1.06,19.21,0,11.53,0,0,2.71,0,0,14.21,44.84,0,11.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,4.39,0,41.55,0,8.52,0,0,0,54.57,0,0,394.36,48.6,0,0,0,51.06,0,0,0,1.34,0,0,65.67,107.64,0,63.96,411.59,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

70,17:15-17:30,17.55,13.73,1.8,15.83,418.62,9.3,6.26,19.21,11.53,11.53,0,0,2.71,0,0,14.21,44.84,0,11.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,4.39,0,41.55,0,8.52,0,0,0,74.58,0,0,394.36,48.6,0,0,0,51.06,0,0,0,1.34,0,0,65.67,107.64,0,63.96,411.59,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

71,17:30-17:45,26.31,13.73,3.84,31.65,418.62,18.59,6.26,19.21,25.8,19.75,0,0,2.71,0,0,23.19,59.78,0,18.97,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,4.39,0,41.55,0,8.52,0,0,0,112.32,0,0,394.36,82.39,0,0,0,51.06,0,0,0,1.34,5.06,0,108.77,132.84,0,104.82,417.35,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

72,17:45-18:00,35.1,13.73,25.3,31.65,488.25,27.91,12.52,19.21,39.79,19.75,0,0,2.71,0,0,25.34,59.78,0,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,4.39,0,41.55,0,18.94,0,0,0,134.78,0,0,394.36,88.36,0,0,0,51.06,0,0,0,1.34,10.12,0,119.4,134.15,0,114.06,417.35,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

73,18:00-18:15,35.1,13.73,25.3,31.65,592.6,27.91,12.52,19.21,40.48,19.75,0,0,2.71,0,0,25.34,59.78,0,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,4.39,0,41.55,0,18.94,0,0,0,134.78,0,0,394.36,88.36,0,0,0,51.06,0,0,0,1.34,10.12,0,119.4,134.15,0,114.06,417.35,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

74,18:15-18:30,35.1,13.73,25.3,31.65,655.74,27.91,12.52,19.21,40.48,19.75,0,0,2.71,0,0,25.34,59.78,0,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,4.39,0,41.55,0,18.94,0,0,0,134.78,0,0,394.36,88.36,0,0,0,51.06,0,0,0,12.27,10.12,0,119.4,134.15,0,114.06,417.35,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

75,18:30-18:45,35.1,13.73,25.3,31.65,655.74,27.91,12.52,19.21,40.48,19.75,0,0,2.71,0,0,25.34,59.78,0,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0,34.99,0,4.39,0,41.55,0,18.94,0,0,0,134.78,0,0,394.36,88.36,0,0,0,51.06,0,0,0,66.96,10.12,0,119.4,134.15,0,114.06,417.35,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

76,18:45-19:00,35.1,13.73,25.3,31.65,655.74,27.91,12.52,18.79,40.48,19.75,0,0,2.71,0,0,25.34,59.78,0,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0,34.99,0,4.39,0,41.55,0,18.94,0,0,0,134.78,0,0,394.36,88.36,0,0,0,51.06,0,0,0,66.96,10.12,0,119.4,134.15,0,114.06,417.35,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

77,19:00-19:15,35.1,13.73,25.3,31.65,604.82,27.91,12.52,19.21,40.48,17.01,0,0,9.84,0,0,25.34,59.78,0,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,0,4.39,0,41.55,0,18.94,0,0,0,134.78,0,0,394.36,88.36,0,0,0,51.06,0,0,0,66.96,10.12,3.67,119.4,134.15,0,114.06,417.64,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

78,19:15-19:30,35.1,13.73,25.3,31.65,604.82,27.91,12.52,19.21,25.11,17.01,0,0,6.15,0,0,25.34,59.78,0,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,4.39,0,41.55,0,18.94,0,0,0,134.78,0,0,394.36,88.36,0,0,0,51.06,0,0,0,12.27,10.12,15.89,119.4,134.15,0,114.06,417.64,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

79,19:30-19:45,17.55,13.73,3.84,31.65,581.18,1.83,6.26,19.21,11.53,17.01,0,0,3.07,0,0,25.34,59.78,0,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,4.39,0,41.55,0,8.52,0,0,0,112.32,0,0,394.36,88.36,0,0,0,51.06,0,0,0,1.34,5.06,15.89,119.4,134.15,0,114.06,403.23,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

80,19:45-20:00,8.77,13.73,1.8,15.83,576.37,0,6.26,19.21,0,17.01,0,0,3.07,0,0,25.34,59.78,0,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,4.39,0,41.55,0,8.52,0,0,0,89.86,0,0,394.36,88.36,0,0,0,51.06,0,0,0,1.34,0,15.89,119.4,134.15,0,114.06,403.23,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

81,20:00-20:15,8.77,13.6,1.8,15.83,545.07,0,0,19.21,0,16.81,0,0,3.07,0,0,25.09,44.84,0,20.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,4.39,0,41.55,0,8.52,0,0,0,67.12,0,0,394.36,88.36,0,0,0,51.06,0,0,0,1.34,0,15.89,119.4,134.15,0,114.06,401.56,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

82,20:15-20:30,0,13.6,1.8,15.83,482.21,0,0,19.21,0,16.81,0,0,3.07,0,0,25.09,44.84,0,20.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,4.39,0,41.55,0,8.52,0,0,0,44.93,0,0,394.36,88.36,0,0,0,51.06,0,0,0,1.34,0,15.89,119.4,134.15,0,114.06,401.56,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

83,20:30-20:45,0,13.6,1.8,15.83,472.32,0,0,19.21,0,16.81,0,0,3.07,0,0,25.09,29.9,0,20.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,4.39,0,41.55,0,8.52,0,0,0,22.19,0,0,394.36,88.36,0,0,0,51.06,0,0,0,1.34,0,15.89,119.4,134.15,0,114.06,401.56,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

84,20:45-21:00,0,13.6,1.8,15.83,462.42,0,0,19.21,0,16.81,0,0,3.07,0,0,25.09,14.94,0,20.15,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,394.36,88.36,0,0,0,51.06,0,0,0,1.34,0,3.42,119.4,134.15,0,114.06,401.56,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

85,21:00-21:15,0,12.74,1.8,15.83,456.32,0,0,19.21,0,14.88,0,0,3.07,0,0,21.58,13.49,0,15.25,0,0,0,0,0,0,0,0,0,0,0,0,0,34.99,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,394.36,88.36,0,0,0,51.06,0,0,0,1.34,0,0,119.4,134.15,0,114.06,335.46,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

86,21:15-21:30,0,12.17,1.8,15.83,456.32,0,0,19.21,0,14.88,0,0,3.07,0,0,19.25,0,0,15.25,0,0,0,0,0,0,0,0,0,0,0,0,0,34.99,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,394.36,88.36,0,0,0,51.06,0,0,0,1.34,0,0,119.4,134.15,0,114.06,297.04,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

87,21:30-21:45,0,14.69,1.8,15.83,456.32,0,0,19.21,0,14.88,0,0,3.07,0,0,21.84,0,0,17.54,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,394.36,88.36,0,0,0,51.06,0,0,0,1.34,0,0,119.4,134.15,0,114.06,261.51,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

88,21:45-22:00,0,12.88,1.8,15.83,456.32,0,0,19.21,0,14.88,0,0,3.07,0,0,21.84,0,0,17.54,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,394.36,88.36,0,0,0,51.06,0,0,0,1.34,0,0,119.4,134.15,0,114.06,244.22,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

89,22:00-22:15,0,12.88,1.8,15.83,456.32,0,0,19.21,0,14.88,0,0,3.07,0,0,21.84,0,0,17.54,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,394.36,88.36,0,0,0,51.06,0,0,0,1.34,0,0,119.4,134.15,0,114.06,244.22,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

90,22:15-22:30,0,12.88,1.8,15.83,456.32,0,0,19.21,0,14.88,0,0,3.07,0,0,21.84,0,0,17.54,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,394.36,88.36,0,0,0,51.06,0,0,0,1.34,0,0,119.4,134.15,0,114.06,231.73,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

91,22:30-22:45,0,12.88,1.8,15.83,456.32,0,0,19.21,0,14.88,0,0,3.07,0,0,21.84,0,0,17.54,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,394.36,88.36,0,0,0,51.06,0,0,0,1.34,0,0,119.4,134.15,0,114.06,231.73,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

92,22:45-23:00,0,12.88,1.8,15.83,456.32,0,0,19.21,0,14.88,0,0,3.07,0,0,19.09,0,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,394.36,88.36,0,0,0,51.06,0,0,0,1.34,0,0,119.4,134.15,0,114.06,231.73,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

93,23:00-23:15,0,12.88,1.8,15.83,437.12,0,0,19.21,0,14.88,0,0,3.07,0,0,19.09,0,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,394.36,88.36,0,0,0,51.06,0,0,0,1.34,0,0,119.4,134.15,0,114.06,231.73,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

94,23:15-23:30,0,12.88,1.8,15.83,437.12,0,0,19.21,0,14.88,0,0,3.07,0,0,19.09,0,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,394.36,88.36,0,0,0,51.06,0,0,0,1.34,0,0,119.4,134.15,0,114.06,231.73,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

95,23:30-23:45,0,12.88,1.8,15.83,389.1,0,0,19.07,0,14.88,0,0,3.07,0,0,19.09,0,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,394.36,88.36,0,0,0,51.06,0,0,0,1.34,0,0,119.4,134.15,0,114.06,231.73,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

96,23:45-24:00,0,12.88,1.8,15.83,360.85,0,0,16.86,0,14.88,0,0,3.07,0,0,19.09,0,0,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24,0,4.39,0,41.55,0,8.52,0,0,0,0,0,0,394.36,88.36,0,0,0,51.06,0,0,0,1.34,0,0,119.4,134.15,0,114.06,231.73,94.95,0,0,0,39.83,0,0,0,0,0,0,0,0

