Block,Time,NR/01102023/06022042/L_NR_2012_07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02012046/L_NR_2021_17,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,NR/26072023/25122043/L_NR_2023_10
24,05:45-06:00,71.620000,0.000000,0.000000,3.970000,30.970000,2.110000,101.380000,3.770000,3.770000,261.910000,118.080000,0.000000,272.220000,30.930000,0.000000,62.64,60.25,20.88,0,0,0,0,0,0,0,0,0,14.07,60.25,0,20.88,0,7.01,0

25,06:00-06:15,71.620000,0.000000,0.000000,3.970000,30.970000,2.110000,101.380000,3.770000,3.730000,261.910000,118.080000,0.000000,272.220000,29.970000,0.000000,62.5,60.54,20.83,0,0,0,0,0,0,0,1.44,0,13.99,60.54,0,20.83,0,6.01,0

26,06:15-06:30,71.620000,0.000000,0.000000,3.970000,30.970000,2.110000,101.380000,3.770000,3.730000,261.910000,118.080000,0.000000,272.220000,29.970000,0.000000,62.3,61.14,20.77,0,2.102328,0,0,2.55,0,0,2.97,0,13.9,61.14,0,20.76,2.56,6.01,0

27,06:30-06:45,71.620000,0.000000,0.010000,3.970000,16.540000,2.110000,101.380000,3.770000,3.730000,261.910000,118.080000,0.010000,272.220000,29.970000,0.010000,62.42,61.58,20.81,2,11.124819,0.23,0.32,8.45,0.04,4,7.92,0.33,13.88,61.58,1.48,20.79,6.89,6.01,0.64

28,06:45-07:00,71.620000,0.000000,0.250000,3.970000,16.540000,2.110000,101.380000,3.770000,3.730000,261.910000,118.080000,0.240000,272.220000,29.970000,0.240000,62.59,62.2,20.86,3,20.468499,1.82,1.08,15.94,0.36,7,14.85,1.67,13.87,62.2,5.47,20.87,15.46,6.01,2.34

29,07:00-07:15,71.620000,0.000000,0.830000,3.890000,30.970000,30.970000,101.380000,3.620000,3.730000,261.910000,118.080000,0.810000,272.220000,29.970000,0.810000,73.92,57.63,24.64,2,29.461791,10.78,2.55,30.21,2.15,4,21.78,3.33,13.69,57.63,12.29,24.63,30.22,6.01,5.27

30,07:15-07:30,71.620000,0.000000,1.770000,3.890000,30.970000,30.970000,101.380000,3.620000,3.730000,261.910000,118.080000,1.720000,272.220000,29.970000,1.720000,75.92,58.32,25.31,3,39.496514,23.52,4.69,28.51,4.7,6,28.52,6.67,13.55,58.32,21,25.3,28.52,6.01,9

31,07:30-07:45,71.620000,0.000000,2.920000,3.890000,30.970000,30.970000,101.380000,3.620000,3.730000,261.910000,118.080000,2.850000,272.220000,29.970000,2.850000,76.53,62.06,25.51,7,50.718663,40.06,7.47,30.04,8.01,15,30.03,10,15.74,62.06,39,25.5,30.03,6.01,16

32,07:45:08:00,71.620000,0.000000,4.280000,3.890000,30.970000,30.970000,101.380000,3.620000,3.730000,261.910000,118.080000,4.170000,272.220000,29.970000,4.170000,77.09,62.11,25.7,10,62.349598,57.59,11.72,30.54,11.52,21,30.53,21.36,15.87,62.11,53,25.69,30.53,6.01,22

33,08:00-08:15,71.620000,0.000000,5.620000,3.890000,30.970000,30.970000,101.380000,3.620000,3.730000,261.910000,118.080000,5.490000,272.220000,29.970000,5.490000,73.61,61.85,24.54,13,73.201893,77.88,15.27,31.54,15.57,25,31.53,28.41,16.31,61.85,67,24.53,31.53,6.01,28

34,08:15-08:30,71.620000,0.000000,6.950000,3.890000,30.970000,30.970000,101.380000,3.620000,3.730000,261.910000,118.080000,6.780000,272.220000,29.970000,6.780000,68.81,61.16,22.94,17,83.149019,102.21,18.99,31.86,20.44,34,31.87,35.83,16.4,61.16,81,22.93,31.87,6.01,34

35,08:30-08:45,71.620000,0.000000,8.270000,3.890000,30.970000,30.970000,101.380000,3.620000,3.730000,261.910000,118.080000,8.070000,272.220000,29.970000,8.070000,64.12,60.22,21.37,21,92.317505,125.91,22.66,31.86,25.18,42,31.87,43.22,0,60.22,95,21.38,31.87,6.01,40

36,08:45:09:00,71.620000,0.000000,9.580000,3.890000,30.970000,30.970000,101.380000,3.620000,3.730000,261.910000,118.080000,9.350000,272.220000,29.970000,9.350000,64.72,59.84,21.57,23,100.775482,147.93,26.01,31.86,29.59,47,31.87,50.42,0,59.84,109,21.57,31.87,6.01,46

37,09:00:09:15,71.620000,0.000000,10.730000,3.890000,30.970000,30.970000,101.380000,3.700000,3.730000,261.910000,118.080000,10.480000,272.220000,29.970000,10.480000,67.51,60.22,22.5,28,103.1698,167.56,29.02,32.04,33.51,56,32.03,57.2,0,60.22,123,22.51,32.03,6.01,52

38,09:15-09:30,71.620000,0.000000,11.910000,3.890000,30.970000,30.970000,101.380000,3.700000,3.730000,261.910000,118.080000,11.620000,272.220000,29.970000,11.620000,66.71,60.29,22.24,30,110.829671,186.23,31.75,32.04,37.25,60,32.03,63.69,0,60.29,133,22.23,32.03,6.01,57

39,09:30-09:45,71.620000,0.000000,12.830000,3.890000,30.970000,30.970000,101.380000,3.700000,3.730000,261.910000,118.080000,12.520000,272.220000,30.930000,12.520000,65.65,48.93,21.88,31,117.691436,203.1,34.19,32.04,40.62,63,32.03,69.83,0,48.93,144,21.89,32.03,6.01,61

40,09:45-10:00,71.620000,0.000000,13.720000,3.890000,30.970000,30.970000,101.380000,3.700000,3.730000,261.910000,118.080000,13.390000,272.220000,30.930000,13.390000,64.18,48.18,21.39,33,124.076284,218.38,36.33,32.04,43.67,65,32.03,75.23,0,48.18,154,21.39,32.03,6.01,66

41,10:00-10:15,71.620000,0.000000,14.420000,3.740000,30.970000,30.970000,101.380000,3.540000,3.730000,261.910000,118.080000,14.070000,272.220000,30.930000,14.070000,64.42,56.69,21.47,36,129.74089,231.98,38.19,32.04,46.4,71,32.03,80.23,0,56.69,165,21.47,32.03,6.01,70

42,10:15-10:30,71.620000,0.000000,14.950000,3.740000,30.970000,30.970000,101.380000,3.540000,3.730000,261.910000,118.080000,14.580000,272.220000,30.930000,14.580000,64.68,56.17,21.56,37,134.733919,233.33,39.8,32.04,46.67,73,32.03,84.59,0,56.17,172,21.56,32.03,6.01,73

43,10:30-10:45,71.620000,0.000000,15.370000,3.740000,30.970000,30.970000,101.380000,3.540000,3.730000,261.910000,118.080000,14.990000,272.220000,30.930000,14.990000,64.9,55.62,21.63,38,138.549255,233.33,40.25,32.04,46.67,76,32.03,86.49,0,55.62,179,21.63,32.03,6.01,76

44,10:45-11:00,71.620000,0.000000,15.790000,3.740000,30.970000,30.970000,101.380000,3.540000,3.730000,261.910000,118.080000,15.400000,272.220000,30.930000,15.400000,65.52,55.08,21.84,40,142.276994,233.33,41.61,32.04,46.67,79,32.03,88.57,0,55.08,182,21.83,32.03,6.01,78

45,11:00-11:15,71.620000,0.000000,16.040000,3.740000,30.970000,30.970000,101.380000,3.540000,3.730000,261.910000,118.080000,15.650000,272.220000,30.930000,15.650000,59.6,54.75,19.87,41,145.50835,233.33,42.67,32.04,46.67,81,32.03,89.45,0,54.75,186,19.86,32.03,6.01,79

46,11:15-11:30,71.620000,0.000000,16.210000,3.740000,30.970000,30.970000,101.380000,3.540000,3.730000,261.910000,118.080000,15.810000,272.220000,30.930000,15.810000,60.49,54.17,20.16,41,148.009731,233.33,43.47,32.04,46.67,81,32.03,91.13,0,54.17,196,20.16,32.03,6.01,84

47,11:30-11:45,71.620000,0.000000,16.320000,3.740000,30.970000,30.970000,101.380000,3.540000,3.730000,261.910000,118.080000,15.920000,272.220000,30.930000,15.920000,75,65.54,25,40,149.489147,233.33,44.5,32.04,46.67,81,32.03,91.33,0,65.54,196,25,32.03,6.01,84

48,11:45-12:00,71.620000,0.000000,16.400000,3.740000,30.970000,30.970000,101.380000,3.540000,3.730000,261.910000,118.080000,16.010000,272.220000,30.930000,16.010000,75,65.33,25,40,150.228855,233.33,45.5,32.04,46.67,81,32.03,91.32,0,65.33,196,25,32.03,6.48,84

49,12:00-12:15,71.620000,0.000000,16.410000,3.970000,30.970000,30.970000,101.380000,3.620000,3.680000,261.910000,118.080000,16.010000,272.220000,30.930000,16.010000,75,65.2,25,40,155.835063,233.33,45.5,32.04,46.67,81,32.03,91.33,0,65.2,196,25,32.03,7.08,84

50,12:15-12:30,71.620000,0.000000,16.440000,3.970000,30.970000,30.970000,101.380000,3.620000,3.680000,261.910000,118.080000,16.030000,272.220000,30.930000,16.030000,75,65.14,25,40,154.968826,233.33,45.5,32.04,46.67,80,32.03,91.35,0,65.14,196,25,32.03,7.82,84

51,12:30-12:45,71.620000,0.000000,16.450000,3.970000,30.970000,30.970000,101.380000,3.620000,3.680000,261.910000,118.080000,16.040000,272.220000,30.930000,16.040000,75,65.12,25,40,153.353148,233.33,45.5,32.04,46.67,81,32.03,91.38,0,65.12,196,25,32.03,9.11,84

52,12:45-13:00,71.620000,0.000000,16.390000,3.970000,30.970000,30.970000,101.380000,3.620000,3.680000,261.910000,118.080000,15.990000,272.220000,30.930000,15.990000,75,65.14,25,40,150.919898,233.33,45.5,32.04,46.67,81,32.03,91.32,0,65.14,196,25,32.03,10.47,84

53,13:00-13:15,71.620000,0.000000,16.260000,3.970000,30.970000,30.970000,101.380000,3.930000,3.680000,261.910000,118.080000,15.870000,272.220000,30.930000,15.870000,80.28,65.56,26.76,41,147.600945,233.33,45.5,32.04,46.67,81,32.03,91.32,0,65.56,196,26.76,32.03,12.46,84

54,13:15-13:30,71.620000,0.000000,16.110000,3.970000,30.970000,30.970000,101.380000,3.930000,3.680000,261.910000,118.080000,15.720000,272.220000,30.930000,15.720000,79.51,65.97,26.5,39,143.250294,233.33,45.5,32.04,46.67,79,32.03,91.31,0,65.97,196,26.51,32.03,14.75,84

55,13:30-13:45,71.620000,0.000000,15.900000,3.970000,30.970000,30.970000,101.380000,3.930000,3.680000,261.910000,118.080000,15.510000,272.220000,30.930000,15.510000,79.01,66.4,26.34,39,137.770615,233.33,44.5,32.04,46.67,79,32.03,91.13,0,66.4,196,26.33,32.03,16.45,84

56,13:45-14:00,71.620000,0.000000,15.610000,3.970000,30.970000,30.970000,101.380000,3.930000,3.680000,261.910000,118.080000,15.230000,272.220000,30.930000,15.230000,77.51,66.59,25.84,38,132.242271,233.33,43,32.04,46.67,77,32.03,89.99,0,66.59,196,25.83,32.03,15.13,84

57,14:00-14:15,71.620000,0.000000,15.240000,4.050000,30.970000,30.970000,101.380000,4.010000,3.680000,261.910000,118.080000,14.870000,272.220000,30.930000,14.870000,80,67,26.67,36,126.305141,233.33,40,32.04,46.67,72,32.03,89.26,0,67,193,26.66,32.03,14.87,82

58,14:15-14:30,71.620000,0.000000,14.740000,4.050000,30.970000,30.970000,101.380000,4.010000,3.680000,261.910000,118.080000,14.370000,272.220000,30.930000,14.370000,80,67.44,26.67,34,120.046822,233.33,39,32.04,46.67,67,32.03,87.98,0,67.44,193,26.66,32.03,13.07,82

59,14:30-14:45,71.620000,0.000000,14.130000,4.050000,30.970000,30.970000,101.380000,4.010000,3.680000,261.910000,118.080000,13.790000,272.220000,30.930000,13.790000,80,67.4,26.67,32,112.756805,233.33,38.61,32.04,46.67,64,32.03,85.93,0,67.4,190,26.66,32.03,13.45,82

60,14:45-15:00,71.620000,0.000000,13.480000,4.050000,30.970000,30.970000,101.380000,4.010000,3.680000,261.910000,118.080000,13.150000,272.220000,30.930000,13.150000,80,67.16,26.67,30,104.688148,226.42,36.71,32.04,45.28,61,32.03,84.02,0,67.16,182,26.66,32.03,13.87,78

61,15:00-15:15,71.620000,0.000000,12.710000,4.120000,30.970000,30.970000,101.380000,4.010000,3.730000,261.910000,118.080000,12.410000,272.220000,31.900000,12.410000,80,66.85,26.67,28,95.18874,213.54,34.79,32.36,42.71,57,32.37,79.72,0,66.85,175,26.66,32.37,14.32,75

62,15:15-15:30,71.620000,0.000000,11.790000,4.120000,30.970000,30.970000,101.380000,4.010000,3.730000,261.910000,118.080000,11.510000,272.220000,31.900000,11.510000,80,66.77,26.67,26,85.796395,199.14,32.61,32.66,39.83,51,32.67,74.93,0,66.77,165,26.66,32.67,14.53,70

63,15:30-15:45,71.620000,0.000000,10.790000,4.120000,30.970000,30.970000,101.380000,4.010000,3.730000,261.910000,118.080000,10.520000,272.220000,31.900000,10.520000,80,66.44,26.67,24,75.956332,183.48,30.22,32.66,36.69,48,32.67,69.69,0,66.44,154,26.66,32.67,19.54,66

64,15:45-16:00,71.620000,0.000000,9.640000,4.120000,30.970000,30.970000,101.380000,4.010000,3.730000,261.910000,118.080000,9.400000,272.220000,31.900000,9.400000,80,54.54,26.67,21,65.610153,166.47,27.64,32.66,33.29,43,32.67,63.77,0,54.54,140,26.66,32.67,19.61,60

65,16:00-16:15,71.620000,0.000000,8.450000,4.200000,30.970000,30.970000,101.380000,4.010000,3.730000,261.910000,118.080000,8.240000,272.220000,31.900000,8.240000,64.74,54.11,21.58,18,55.059581,148.41,24.79,32.66,29.68,36,32.67,57.71,0,54.11,126,21.57,32.67,19.28,54

66,16:15-16:30,71.620000,0.000000,7.160000,4.200000,30.970000,30.970000,101.380000,4.010000,3.730000,261.910000,118.080000,6.990000,272.220000,31.900000,6.990000,64.17,53.75,21.39,15,43.925029,129.11,22.62,32.66,25.82,30,32.67,51.33,0,53.75,112,21.38,32.67,19.61,48

67,16:30-16:45,71.620000,0.000000,5.830000,4.360000,30.970000,30.970000,101.380000,4.010000,3.730000,261.910000,118.080000,5.680000,272.220000,31.900000,5.680000,65.93,46.67,21.98,12,33.335525,108.73,19.18,32.66,21.74,25,32.67,44.8,0,46.67,98,21.96,32.67,23.06,42

68,16:45-17:00,71.620000,0.000000,4.510000,4.360000,30.970000,30.970000,101.380000,4.010000,3.730000,261.910000,118.080000,4.400000,272.220000,31.900000,4.400000,64.82,46.01,21.61,9,24.965145,88.14,15.44,33,17.63,19,24.75,37.92,0,46.01,81,21.59,33,22.86,34

69,17:00-17:15,71.620000,0.000000,3.210000,4.360000,30.970000,30.970000,101.380000,4.080000,3.770000,261.910000,118.080000,3.120000,272.220000,31.900000,3.120000,54.01,45.34,18,8,13.898724,67.35,11.58,32.45,13.47,15,19.8,30.86,0,45.34,63,18.01,28.99,22.66,27

70,17:15-17:30,71.620000,0.000000,2.050000,4.360000,30.970000,30.970000,101.380000,4.080000,3.770000,261.910000,118.080000,2.010000,272.220000,31.900000,2.010000,52.51,44.34,17.5,10,7.805866,47.87,9.82,17.42,9.57,20,14.85,23.99,0,44.34,46,17.51,16.34,21.06,19

71,17:30-17:45,71.620000,0.000000,1.130000,4.360000,30.970000,30.970000,101.380000,3.850000,3.770000,261.910000,118.080000,1.100000,272.220000,31.900000,1.100000,49.13,43.67,16.38,9,1.985532,30.28,6.46,7.29,6.06,18,8.65,17.15,0,43.67,32,16.36,7.34,13.13,13

72,17:45-18:00,71.620000,0.000000,0.450000,4.360000,30.970000,30.970000,101.380000,3.850000,3.770000,261.910000,118.080000,0.440000,272.220000,31.900000,0.440000,47.51,43.34,15.84,8,1.313955,15.92,3.79,1.23,3.18,17,2.67,11.05,0,43.34,20,15.83,1.18,12.5,8

73,18:00-18:15,71.620000,0.000000,0.070000,4.050000,30.970000,30.970000,101.380000,3.850000,3.770000,261.910000,118.080000,0.060000,272.220000,31.900000,0.060000,53.49,42.34,17.83,5,0,5.97,1.92,0,1.19,10,0,1.01,0,42.34,11,17.82,0,12.63,4

74,18:15-18:30,71.620000,0.000000,0.000000,4.050000,30.970000,30.970000,101.380000,3.850000,3.770000,261.910000,118.080000,0.000000,272.220000,31.900000,0.000000,52.34,37.51,17.45,3,0,0.78,0.6,0,0.15,7,0,0.33,0,37.51,7,17.43,0,12.77,3

75,18:30-18:45,71.620000,0.000000,0.000000,4.050000,30.970000,30.970000,101.380000,3.850000,3.770000,261.910000,118.080000,0.000000,272.220000,31.900000,0.000000,51.76,36.91,17.25,0,0,2.38,0,0,0.47,0,0,0,0,36.91,4,17.26,0,12.13,1

76,18:45-19:00,71.620000,0.000000,0.000000,4.050000,30.970000,30.970000,101.380000,3.850000,3.770000,261.910000,118.080000,0.000000,272.220000,31.900000,0.000000,48.82,36.31,16.27,0,0,0.26,0,0,0.05,0,0,0,0,36.31,0,16.28,0,12.09,0

77,19:00-19:15,71.620000,0.000000,0.000000,4.050000,30.970000,30.970000,101.380000,3.850000,3.810000,261.910000,118.080000,0.000000,272.220000,31.900000,0.000000,48.4,35.71,16.13,0,0,0,0,0,0,0,0,0,0,35.71,0,16.14,0,11.39,0

78,19:15-19:30,71.620000,0.000000,0.000000,4.050000,30.970000,30.970000,101.380000,3.850000,3.810000,261.910000,118.080000,0.000000,272.220000,31.900000,0.000000,40.62,35.41,13.54,0,0,0,0,0,0,0,0,0,0,35.41,0,13.54,0,8.96,0

79,19:30-19:45,71.620000,0.000000,0.000000,4.050000,30.970000,30.970000,101.380000,3.850000,3.810000,261.910000,118.080000,0.000000,272.220000,31.900000,0.000000,39.8,35.71,13.27,0,0,0,0,0,0,0,0,0,0,35.71,0,13.25,0,8.35,0

80,19:45-20:00,71.620000,0.000000,0.000000,4.050000,30.970000,30.970000,101.380000,3.850000,3.810000,261.910000,118.080000,0.000000,272.220000,31.900000,0.000000,39.39,35.71,13.13,0,0,0,0,0,0,0,0,0,0,35.71,0,13.13,0,7.91,0

81,20:00-20:15,71.620000,0.000000,0.000000,3.890000,30.970000,30.970000,101.380000,3.700000,3.810000,261.910000,118.080000,0.000000,272.220000,31.900000,0.000000,39.12,41.77,13.04,0,0,0,0,0,0,0,0,0,7.4,41.77,0,13.03,0,7.41,0

82,20:15-20:30,71.620000,0.000000,0.000000,3.890000,30.970000,30.970000,101.380000,3.700000,3.810000,261.910000,118.080000,0.000000,272.220000,31.900000,0.000000,39.32,41.25,13.11,0,0,0,0,0,0,0,0,0,7.51,41.25,0,13.09,0,7.72,0

83,20:30-20:45,71.620000,0.000000,0.000000,3.890000,30.970000,30.970000,101.380000,3.700000,3.810000,261.910000,118.080000,0.000000,272.220000,31.900000,0.000000,39.23,40.99,13.08,0,0,0,0,0,0,0,0,0,8.07,40.99,0,13.07,0,7.92,0

84,20:45-21:00,71.620000,0.000000,0.000000,3.890000,30.970000,30.970000,101.380000,3.700000,3.810000,261.910000,118.080000,0.000000,272.220000,31.900000,0.000000,39.03,36.71,13.01,0,0,0,0,0,0,0,0,0,8.1,36.71,0,13.01,0,8.06,0

85,21:00-21:15,71.620000,0.000000,0.000000,3.890000,30.970000,30.970000,101.380000,3.700000,3.770000,261.910000,118.080000,0.000000,272.220000,31.900000,0.000000,37.66,36.86,12.55,0,0,0,0,0,0,0,0,0,8.25,36.86,0,12.56,0,7.72,0

86,21:15-21:30,71.620000,0.000000,0.000000,3.890000,30.970000,30.970000,101.380000,3.700000,3.770000,261.910000,118.080000,0.000000,272.220000,31.900000,0.000000,37.7,36.88,12.57,0,0,0,0,0,0,0,0,0,8.32,36.88,0,12.56,0,7.41,0

