Block,Time,LT-31,LT-05,SH-06,L_NR_2020_02,L_NR_2019_11,LT-59,L_NR_2023_04,L_NR_2012_07,L_NR_2012_01,LT-35,L_NR_2018_61,L_NR_2012_02,LT-36,SH-07,L_NR_2012_04,L_NR_2021_12,L_NR_2022_09,L_NR_2021_14,L_NR_2020_07,L_NR_2020_06,L_NR_2019_07,L_NR_2019_05,L_NR_2021_15,L_NR_2023_07,L_NR_2021_17,L_NR_2020_05,L_NR_2022_10,L_NR_2019_06,L_NR_2023_10,L_NR_2022_08,L_NR_2019_19,L_NR_2021_16,L_NR_2021_13
25,06:00-06:15,0.040000,115.820000,30.880000,9.930000,10.750000,10.370000,29.700000,55.980000,101.090000,0.040000,14.79,170.490000,0.040000,30.880000,271.430000,0.04,72.88,1.66,32.28,32.28,1.88,0,0,0.2,1,96.83,72.88,7.92,0.09,19.21,1.80412,2,0.01

26,06:15-06:30,0.140000,115.820000,30.880000,9.930000,10.750000,10.370000,29.700000,55.980000,101.090000,0.140000,13.41,170.490000,0.140000,30.880000,271.430000,0.39,72.55,3.79,31.79,31.79,6.66,2.04,0.28,2.16,1.67,95.38,72.55,14.92,0.92,19.39,4.817488,3.33,0.08

27,06:30-06:45,0.320000,115.820000,30.880000,9.930000,10.750000,10.370000,29.700000,55.980000,101.090000,0.320000,15.72,170.490000,0.320000,30.880000,271.430000,4.13,72.22,6.53,31.15,31.15,10.45,5.85,0.84,6.42,2,93.44,72.22,24.25,2.75,19.86,8.220936,4,0.83

28,06:45-07:00,0.560000,115.820000,30.880000,9.930000,10.750000,10.370000,29.700000,55.980000,101.090000,0.560000,15.15,170.490000,0.570000,30.880000,271.430000,9.9,71.85,7.23,30.71,30.7,20.45,13.04,1.96,12.52,3.33,92.11,71.85,25.83,5.37,20.47,12.58008,6.67,1.98

29,07:00-07:15,0.880000,115.820000,30.880000,9.830000,10.750000,10.370000,29.780000,55.980000,101.090000,0.880000,15.25,170.490000,0.900000,30.880000,271.430000,17.04,71.55,10.33,20.22,20.22,20.9,20.9,3.72,20.48,4,60.66,71.55,20.9,8.78,22.22,17.319552,8,3.41

30,07:15-07:30,1.260000,115.820000,30.880000,9.830000,10.750000,10.370000,29.780000,55.980000,101.090000,1.260000,15.75,170.490000,1.300000,30.880000,271.430000,25.93,60.04,14.43,19.26,19.28,21.06,21.07,6.19,29.9,5,57.83,60.04,21.07,12.82,23.67,22.205304,10,5.18

31,07:30-07:45,1.720000,115.820000,30.880000,9.830000,10.750000,10.370000,29.780000,55.980000,101.090000,1.720000,15.87,170.490000,1.770000,30.880000,271.430000,36.41,59.91,16.1,19.1,19.11,21.74,21.73,9.2,40.46,6,57.33,59.91,21.73,17.34,24.95,27.481136,12,7.28

32,07:45:08:00,2.240000,115.820000,30.880000,9.830000,10.750000,10.370000,29.780000,55.980000,101.090000,2.240000,15.66,170.490000,2.300000,30.880000,271.430000,48.78,60.48,21.6,18.28,18.27,22.56,22.57,9.17,35,4.67,54.83,60.48,22.57,15,26.03,32.81548,9.33,9.76

33,08:00-08:15,3.210000,115.820000,30.880000,9.830000,10.750000,10.370000,29.830000,55.980000,101.090000,3.210000,15.26,170.490000,3.290000,30.880000,271.430000,61.97,61.15,27.43,18.1,18.11,25.2,25.2,11.55,45.5,5.33,54.33,61.15,25.2,19.5,26.77,38.013296,10.67,12.39

34,08:15-08:30,3.810000,94.630000,30.880000,9.650000,10.750000,10.370000,29.830000,55.980000,101.090000,3.810000,14.86,170.490000,3.910000,30.880000,271.430000,75.88,61.68,33.37,17.93,17.92,26.31,26.32,14.68,52.5,5.67,53.78,61.68,26.32,22.5,27.12,42.986816,11.33,15.18

35,08:30-08:45,5.310000,94.630000,30.880000,9.650000,10.750000,10.370000,29.830000,55.980000,101.090000,5.310000,14.46,170.490000,5.440000,30.880000,271.430000,89.52,36.78,39.13,17.76,17.78,27.15,27.15,17.83,63,7.33,53.33,36.78,27.15,27,27.81,48.165128,14.67,17.9

36,08:45:09:00,6.660000,94.630000,30.880000,9.650000,10.750000,10.370000,29.830000,55.980000,101.090000,6.660000,14.31,170.490000,6.820000,30.880000,271.430000,103.77,38.12,43.33,14.22,14.23,27.81,27.82,20.95,77,9.67,42.67,38.12,27.82,33,28.56,53.899304,19.33,20.75

37,09:00:09:15,7.520000,94.630000,30.880000,9.650000,10.750000,10.370000,29.830000,55.980000,101.090000,7.520000,14.05,170.490000,7.700000,30.880000,271.430000,79.47,39.45,48.87,14.55,14.54,27.81,27.82,23.65,91,14.33,43.62,39.45,27.82,39,18.45,60.589176,28.67,15.89

38,09:15-09:30,8.310000,94.630000,30.880000,9.650000,10.750000,10.370000,29.830000,55.980000,101.090000,8.310000,13.66,170.490000,8.520000,30.880000,271.430000,87.8,40.23,54.2,14.78,14.78,28.81,28.82,25.67,101.5,17.33,44.34,40.23,28.82,43.5,18.78,68.36152,34.67,17.56

39,09:30-09:45,9.230000,94.630000,30.880000,9.650000,10.750000,10.370000,29.830000,55.980000,101.090000,9.230000,9.66,170.490000,9.450000,25.100000,271.430000,100.3,41.45,59.2,15.1,15.11,28.81,28.82,28.32,112,23.66,45.33,41.45,28.82,48,19.12,75.753536,47.34,20.06

40,09:45-10:00,9.880000,94.630000,30.880000,9.650000,10.750000,10.370000,29.830000,55.980000,101.090000,9.880000,9.25,170.490000,10.130000,25.100000,271.430000,112.8,43.12,63.57,15.55,15.54,28.81,28.82,29.82,126,25.33,46.62,43.12,28.82,54,19.45,81.692504,50.67,22.56

41,10:00-10:15,10.150000,94.630000,25.960000,9.470000,10.370000,10.370000,29.830000,55.980000,101.090000,10.150000,9.05,170.490000,10.400000,25.960000,271.430000,125.3,67.33,67.77,16.27,16.26,28.81,28.82,31.63,140,27.66,48.79,67.33,28.82,60,19.89,86.022392,55.34,25.06

42,10:15-10:30,10.980000,94.630000,25.960000,9.470000,10.370000,10.370000,29.830000,55.980000,101.090000,10.980000,8.45,170.490000,11.260000,25.960000,271.430000,146.13,67.33,71.83,17.05,17.06,28.81,28.82,33.77,150.5,30.33,51.18,67.33,28.82,64.5,20.12,89.055264,60.67,29.23

43,10:30-10:45,11.350000,94.630000,25.960000,9.470000,10.370000,10.370000,29.830000,55.980000,101.090000,11.350000,8.4,170.490000,11.630000,25.960000,271.430000,195.78,67.33,74.33,13.34,13.33,28.81,28.82,35.88,168,37,40,67.33,28.82,72,20.19,91.025168,74,39.15

44,10:45-11:00,11.960000,94.630000,25.960000,9.470000,10.370000,10.370000,29.830000,55.980000,101.090000,11.960000,8.52,170.490000,12.260000,25.960000,271.430000,206.67,67.33,77.33,13.74,13.72,28.81,28.82,37.98,175,38.33,41.17,67.33,28.82,75,20.56,92.614744,76.67,41.33

45,11:00-11:15,12.630000,94.630000,25.100000,9.470000,10.370000,10.370000,29.830000,55.980000,101.090000,12.630000,8.54,170.490000,12.950000,30.880000,271.430000,212.8,67.33,80,14.1,14.11,29.65,29.65,40.07,178.5,38.33,42.33,67.33,29.65,76.5,20.9,95.023488,76.67,42.56

46,11:15-11:30,12.210000,94.630000,25.100000,9.470000,10.370000,10.370000,29.830000,55.980000,101.090000,12.210000,8.54,170.490000,12.520000,30.880000,271.430000,212.8,67.33,81,14.22,14.23,29.65,29.65,41.96,178.5,38,42.67,67.33,29.65,76.5,21.24,97.832064,76,42.56

47,11:30-11:45,11.930000,94.630000,25.100000,9.470000,10.370000,10.370000,29.830000,55.980000,101.090000,11.930000,8.46,170.490000,12.220000,30.880000,271.430000,161.13,67.33,82.03,14.55,14.54,29.99,29.98,42.65,178.5,38,43.62,67.33,29.98,76.5,21.33,99.967752,76,32.23

48,11:45-12:00,12.650000,94.630000,25.100000,9.470000,10.370000,10.370000,29.830000,55.980000,101.090000,12.650000,8.43,170.490000,12.980000,30.880000,271.430000,166.97,67.33,82.2,14.74,14.72,29.99,29.98,42.9,171.5,35.33,44.17,67.33,29.98,73.5,21.27,102.10344,70.67,33.39

49,12:00-12:15,12.460000,94.630000,26.060000,9.280000,10.370000,10.090000,31.760000,55.980000,101.090000,12.460000,7.92,170.490000,12.780000,26.060000,271.430000,179.47,67.33,82.53,15.06,15.06,29.99,29.98,43,171.5,35,45.17,67.33,29.98,73.5,20.95,100.182296,70,35.89

50,12:15-12:30,12.620000,94.630000,26.060000,9.280000,10.370000,10.090000,30.750000,55.980000,101.090000,12.620000,7.41,170.490000,12.930000,26.060000,271.430000,191.97,67.33,84.3,26.28,26.28,29.99,29.98,43.5,171.5,35,78.84,67.33,29.98,73.5,20.61,101.264768,70,38.39

51,12:30-12:45,12.600000,94.630000,26.060000,9.280000,10.370000,10.250000,30.750000,55.980000,101.090000,12.600000,7.43,170.490000,12.910000,26.060000,271.430000,198.08,67.33,86.17,26.41,26.42,29.99,29.98,43.5,171.5,35,79.25,67.33,29.98,73.5,21.94,101.85964,70,39.61

52,12:45-13:00,12.530000,94.630000,26.060000,9.280000,10.370000,10.250000,30.750000,55.980000,101.090000,12.530000,7.43,170.490000,12.840000,26.060000,271.430000,196.01,67.33,86.17,26.63,26.64,29.99,29.98,43.5,171.5,34,79.92,67.33,29.98,73.5,21.5,101.723112,68,39.2

53,13:00-13:15,12.480000,94.630000,26.060000,9.000000,10.370000,10.250000,30.750000,55.980000,101.090000,12.480000,7.65,170.490000,12.800000,26.060000,271.430000,191.85,67.33,86.32,26.54,26.52,29.99,29.98,43.5,171.5,33.66,79.57,67.33,29.98,73.5,21.14,100.59188,67.34,38.37

54,13:15-13:30,12.420000,94.630000,26.060000,9.000000,10.370000,10.250000,30.750000,55.980000,101.090000,12.420000,8.08,170.490000,12.730000,26.060000,271.430000,188.13,67.33,86.32,26.54,26.53,29.99,29.98,43.5,157.5,23,79.6,67.33,29.98,67.5,20.61,98.729248,46,37.63

55,13:30-13:45,10.930000,94.630000,26.060000,9.000000,10.370000,10.250000,30.750000,55.980000,101.090000,10.930000,9.06,170.490000,11.210000,26.060000,271.430000,184.79,67.33,86.32,26.28,26.28,29.99,29.98,43,157.5,26.66,78.85,67.33,29.98,67.5,20.07,108.68604,53.34,36.96

56,13:45-14:00,10.720000,115.820000,26.060000,9.000000,10.370000,10.250000,30.750000,55.980000,101.090000,10.720000,16.08,170.490000,10.980000,26.060000,271.430000,181.78,67.33,86.17,26.19,26.18,29.99,29.98,42,157.5,29,78.55,67.33,29.98,67.5,19.46,103.3712,58,36.35

57,14:00-14:15,10.570000,115.820000,26.060000,9.090000,10.750000,10.290000,30.750000,55.980000,101.090000,10.570000,17.74,170.490000,10.840000,26.060000,271.430000,158.63,67.33,65,23.56,23.55,29.99,29.98,30,157.5,29.33,70.65,67.33,29.98,67.5,19.09,99.870232,58.67,31.73

58,14:15-14:30,10.290000,115.820000,26.060000,9.090000,10.750000,10.290000,30.750000,55.980000,101.090000,10.290000,19.45,170.490000,10.540000,26.060000,271.430000,164.05,67.33,67.33,23.28,23.29,29.99,29.98,28.5,154,27.66,69.86,67.33,29.98,66,18.61,97.744296,55.34,32.81

59,14:30-14:45,9.980000,115.820000,26.060000,9.090000,10.750000,10.290000,30.750000,55.980000,101.090000,9.980000,20.92,170.490000,10.230000,26.060000,271.430000,166.83,67.33,70,23.16,23.18,29.99,29.98,28,150.5,26,69.53,67.33,29.98,64.5,18.73,94.038536,52,33.37

60,14:45-15:00,9.990000,115.820000,26.060000,9.090000,10.750000,10.290000,30.660000,55.980000,101.090000,9.990000,23.08,222.940000,10.240000,26.060000,271.430000,123.63,67.33,72.67,23.17,23.18,29.99,29.98,27.23,95.2,9.67,69.54,67.33,29.98,40.8,19.09,88.947992,19.33,24.73

61,15:00-15:15,9.030000,115.820000,26.060000,9.090000,10.750000,10.290000,30.660000,55.980000,101.090000,9.030000,25.55,222.940000,9.260000,26.060000,271.430000,131.13,67.33,70.8,28.43,28.44,29.99,29.98,25.8,92.4,9.67,85.31,67.33,29.98,39.6,25.54,83.701416,19.33,26.23

62,15:15-15:30,8.960000,115.820000,26.060000,9.090000,10.750000,10.290000,30.660000,55.980000,101.090000,8.960000,29.21,222.940000,9.190000,26.060000,271.430000,133.63,67.33,67.04,28.11,28.1,29.99,29.98,24.22,89.6,10.67,84.31,67.33,29.98,38.4,25.21,77.538152,21.33,26.73

63,15:30-15:45,8.170000,115.820000,26.060000,9.090000,10.750000,10.330000,30.660000,55.980000,101.090000,8.170000,31.14,222.940000,8.380000,26.060000,271.430000,117.33,70,63.05,27.86,27.85,29.99,29.98,22.44,86.8,11,83.56,70,29.98,37.2,24.78,70.175392,22,23.46

64,15:45-16:00,7.370000,115.820000,26.060000,9.090000,10.750000,10.330000,30.660000,55.980000,101.090000,7.370000,31.96,222.940000,7.560000,26.060000,271.430000,112.83,70,58.77,28.37,28.37,29.99,29.98,20.4,84,12,85.1,70,29.98,36,24.54,62.373792,24,22.56

65,16:00-16:15,6.700000,115.820000,26.060000,9.370000,10.750000,10.330000,30.660000,55.980000,101.090000,6.700000,34.63,222.940000,6.870000,26.060000,271.430000,108.33,70,53.62,28.44,28.43,29.99,29.98,18.56,84,13,85.3,70,29.98,36,24.21,54.357648,26,21.66

66,16:15-16:30,5.980000,115.820000,26.060000,9.370000,10.750000,10.330000,30.660000,55.980000,101.090000,5.980000,35.31,222.940000,6.130000,26.060000,271.430000,103.83,70,48.83,28.46,28.44,29.99,29.98,22.74,80.5,14.33,85.33,70,29.98,34.5,24.38,46.351256,28.67,20.76

67,16:30-16:45,5.150000,115.820000,26.060000,9.370000,10.750000,10.330000,30.660000,55.980000,101.090000,5.150000,35.24,222.940000,5.270000,26.060000,271.430000,124.31,70,43.54,28.58,28.57,32.36,20.87,20.43,77,8,85.71,70,32.37,33,24.39,39.359072,16,24.86

68,16:45-17:00,4.530000,115.820000,26.060000,9.370000,10.750000,10.330000,30.660000,55.980000,101.090000,4.530000,35.6,222.940000,4.640000,26.060000,271.430000,108.78,70,37.63,28.53,28.54,26.62,10.97,18.02,80.5,7.67,85.61,70,32.79,34.5,24.91,32.678952,15.33,21.76

69,17:00-17:15,3.190000,115.820000,26.060000,9.750000,10.750000,10.370000,30.660000,55.980000,101.090000,3.190000,18.13,222.940000,3.280000,26.060000,271.430000,93.06,66,31.78,20.45,20.44,12.24,4.08,15.18,70,9.67,61.32,66,33,30,14.21,26.242632,19.33,18.61

70,17:15-17:30,4.170000,115.820000,26.060000,9.750000,10.750000,10.370000,30.660000,55.980000,101.090000,4.170000,18.2,222.940000,4.280000,26.060000,271.430000,76.86,66,26.36,21.02,21.01,4.44,0.58,12.11,59.5,9.33,63.04,66,33,25.5,14.55,20.157384,18.67,15.37

71,17:30-17:45,3.290000,115.820000,26.060000,9.750000,10.750000,10.370000,29.610000,55.980000,101.090000,3.290000,18.34,222.940000,3.380000,26.060000,271.430000,61.81,66,20.87,21.13,21.13,1.11,0,9.1,52.5,8.67,63.4,66,32.2,22.5,15.22,14.540232,17.33,12.36

72,17:45-18:00,2.510000,115.820000,26.060000,9.750000,10.750000,10.370000,29.610000,55.980000,101.090000,2.510000,18.42,222.940000,2.570000,26.060000,271.430000,47.68,66,15.79,21.52,21.54,0.05,0,7.22,42,9.67,64.61,66,22.72,18,15.54,9.742248,19.33,9.54

73,18:00-18:15,1.770000,115.820000,26.060000,10.110000,10.750000,10.370000,29.610000,55.980000,101.090000,1.770000,18.8,170.490000,1.810000,26.060000,271.430000,34.98,66,11.07,21.55,21.56,0,0,4.86,28,7.67,64.68,66,0,12,16.22,5.149056,15.33,7

74,18:15-18:30,1.130000,115.820000,26.060000,10.110000,10.750000,10.370000,29.610000,55.980000,101.090000,1.130000,18.88,170.490000,1.160000,26.060000,271.430000,24.07,66,7.11,21.75,21.74,0,0,3.08,21,5.33,65.23,66,0,9,16.88,2.29172,10.67,4.81

75,18:30-18:45,0.620000,115.820000,26.060000,10.110000,10.750000,10.370000,29.610000,55.980000,101.090000,0.620000,19.08,170.490000,0.630000,26.060000,271.430000,15.13,66,3.06,22.1,22.1,0,0,1.9,5.91,4.33,66.29,66,0,2.53,17.54,0.848424,8.67,3.03

76,18:45-19:00,0.210000,115.820000,26.060000,10.110000,10.750000,10.370000,29.610000,55.980000,101.090000,0.210000,19.48,170.490000,0.220000,26.060000,271.430000,8.15,66,0.33,21.88,21.89,0,0,1.18,2.46,3,65.65,66,0,1.05,17.88,0.09752,6,1.63

77,19:00-19:15,0.020000,115.820000,26.060000,10.490000,10.750000,10.370000,29.610000,55.980000,101.090000,0.020000,20.14,170.490000,0.020000,26.060000,271.430000,2.8,66,0.03,22.1,22.1,0,0,0.48,0.59,1.67,66.3,66,0,0.25,18.22,0,3.33,0.56

78,19:15-19:30,0.000000,115.820000,26.060000,10.490000,10.750000,10.370000,30.570000,55.980000,101.090000,0.000000,20.94,222.940000,0.000000,26.060000,271.430000,0.07,66,0,22.27,22.27,0,0,0,0,0.33,66.82,66,0,0,18.19,0,0.67,0.01

79,19:30-19:45,0.000000,115.820000,26.060000,10.490000,10.750000,10.370000,30.570000,55.980000,101.090000,0.000000,21.74,222.940000,0.000000,26.060000,271.430000,0,66,0,22.11,22.11,0,0,0,0,0,66.33,66,0,0,17.95,0,0,0

80,19:45-20:00,0.000000,115.820000,26.060000,10.490000,10.750000,10.370000,30.570000,74.000000,101.090000,0.000000,22.61,222.940000,0.000000,26.060000,271.430000,0,65.55,0,22.15,22.14,0,0,0,0,0,66.43,65.55,0,0,17.7,0,0,0

81,20:00-20:15,0.000000,115.820000,26.060000,10.670000,10.750000,10.370000,30.570000,74.000000,101.090000,0.000000,27.14,222.940000,0.000000,26.060000,271.430000,0,64.89,0,22.46,22.47,0,0,0,0,0,67.4,64.89,0,0,16.29,0,0,0

82,20:15-20:30,0.000000,115.820000,26.060000,10.670000,10.750000,10.370000,30.570000,74.000000,101.090000,0.000000,30.94,222.940000,0.000000,26.060000,271.430000,0,64.66,0,22.72,22.71,0,0,0,0,0,68.14,64.66,0,0,15.38,0,0,0

83,20:30-20:45,0.000000,115.820000,26.060000,10.670000,10.750000,10.370000,30.570000,74.000000,101.090000,0.000000,35.38,222.940000,0.000000,26.060000,271.430000,0,63.23,0,22.96,22.95,0,0,0,0,0,68.86,63.23,0,0,14.99,0,0,0

84,20:45-21:00,0.000000,115.820000,26.060000,10.670000,10.750000,10.370000,30.570000,74.000000,101.090000,0.000000,35.95,222.940000,0.000000,26.060000,271.430000,0,62.09,0,22.74,22.73,0,0,0,0,0,68.2,62.09,0,0,14.78,0,0,0

85,21:00-21:15,0.000000,115.820000,26.060000,10.670000,10.750000,10.370000,30.570000,74.000000,101.090000,0.000000,37.16,222.940000,0.000000,26.060000,271.430000,0,58.02,0,22.37,22.38,0,0,0,0,0,67.12,58.02,0,0,14.67,0,0,0

86,21:15-21:30,0.000000,115.820000,26.060000,10.670000,10.750000,10.370000,30.570000,74.000000,101.090000,0.000000,39.88,222.940000,0.000000,26.060000,271.430000,0,56.14,0,22.05,22.06,0,0,0,0,0,66.17,56.14,0,0,14.58,0,0,0

87,21:30-21:45,0.000000,115.820000,26.060000,10.670000,10.750000,10.370000,30.570000,74.000000,101.090000,0.000000,40.87,222.940000,0.000000,26.060000,271.430000,0,54.37,0,21.98,21.97,0,0,0,0,0,65.92,54.37,0,0,14.52,0,0,0

88,21:45-22:00,0.000000,115.820000,26.060000,10.670000,10.750000,10.370000,30.570000,74.000000,101.090000,0.000000,41.79,222.940000,0.000000,26.060000,271.430000,0,52.22,0,21.91,21.93,0,0,0,0,0,65.78,52.22,0,0,14.47,0,0,0

89,22:00-22:15,0.000000,115.820000,26.060000,10.580000,10.750000,10.370000,30.570000,74.000000,101.090000,0.000000,41.94,222.940000,0.000000,26.060000,271.430000,0,51.82,0,21.07,21.07,0,0,0,0,0,63.21,51.82,0,0,16,0,0,0

90,22:15-22:30,0.000000,115.820000,26.060000,10.580000,10.750000,10.370000,30.570000,74.000000,101.090000,0.000000,41.62,222.940000,0.000000,26.060000,271.430000,0,51.54,0,20.43,20.41,0,0,0,0,0,61.24,51.54,0,0,16.58,0,0,0

91,22:30-22:45,0.000000,115.820000,26.060000,10.580000,10.750000,10.370000,30.570000,74.000000,101.090000,0.000000,41.04,222.940000,0.000000,26.060000,271.430000,0,51.52,0,20.36,20.34,0,0,0,0,0,61.03,51.52,0,0,16.87,0,0,0

92,22:45-23:00,0.000000,115.820000,26.060000,10.580000,10.750000,10.370000,30.620000,74.000000,101.090000,0.000000,40.68,222.940000,0.000000,26.060000,271.430000,0,52.07,0,20.25,20.26,0,0,0,0,0,60.77,52.07,0,0,17.02,0,0,0

