Block,Time,UNCHAHAR3,URI2,TANDA2,RIHAND3,SINGRAULI,UNCHAHAR2,SEWA2,UNCHAHAR1,UNCHAHAR4,TEHRI,SINGRAULI_HYDRO,RIHAND2,CHAMERA3,DHAULIGNGA,NAPP,KISHANGANGA,CHAMERA2,JHAJJAR,KOTESHWR,PARBATI3,RAMPUR,RIHAND1,DADRT2,DULHASTI,KOLDAM,NJPC,RAPPC,URI,TANAKPUR,SALAL,BSIUL,RAPPB,CHAMERA1,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,KGSU3AND4,KKNP,KKNPPU2,NLCTS2EXP,NNTPP,NTPL,MAPS,KGSU1AND2,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,KHSTPP-I,KHSTPP-II,FSTPP I & II,TALA,BRBCL,SASAN
1,00:00-00:15,26.39091,16.68048,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.788,0,0,435.435,9.0712,0,0,82,679.493168,0,0,0,54.567,38.088,4.4835,1.743,0,0,0,0,0,0,71.2416,0,0,15.225,30.45,0,0,0,70.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,14.253199,0,20.0018,418.77

2,00:15-00:30,26.39091,16.68048,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.788,0,0,435.435,9.0712,0,0,82,679.493168,0,0,0,54.567,38.088,4.4835,1.743,0,0,0,0,0,0,71.2416,0,0,15.225,30.45,0,0,0,70.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,14.253199,0,20.0018,418.77

3,00:30-00:45,26.39091,16.68048,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.788,0,0,435.435,9.0712,0,0,82,679.493168,0,0,0,54.567,6.624,4.4835,1.743,0,0,0,0,0,0,71.2416,0,0,15.225,30.45,0,0,0,70.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,14.253199,0,20.0018,418.77

4,00:45-01:00,26.39091,16.68048,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.788,0,0,435.435,9.0712,0,0,82,679.493168,0,0,0,54.567,3.312,4.4835,1.743,0,0,0,0,0,0,71.2416,0,0,15.225,30.45,0,0,0,70.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,14.253199,0,20.0018,418.77

5,01:00-01:15,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.788,0,0,435.435,9.0712,0,0,82,679.493168,0,0,0,54.567,3.312,0,1.743,6.5208,0,0,0,0,0,71.2416,0,0,15.225,30.45,0,0,0,70.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,14.253199,0,20.0018,418.77

6,01:15-01:30,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.788,0,0,435.435,9.0712,0,0,82,679.493168,0,0,0,54.567,3.312,0,1.743,6.5208,0,0,0,0,0,71.2416,0,0,15.225,30.45,0,0,0,70.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,14.253199,0,20.0018,418.77

7,01:30-01:45,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.788,0,0,435.435,9.0712,0,0,82,679.493168,0,0,0,54.567,3.312,0,1.743,6.5208,0,0,0,0,0,71.2416,0,0,15.225,30.45,0,0,0,70.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,14.948199,0,20.0018,418.77

8,01:45-02:00,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.788,0,0,435.435,9.0712,0,0,82,679.493168,0,0,0,54.567,3.312,0,1.743,6.5208,0,0,0,0,0,71.2416,0,0,15.225,30.45,0,0,0,70.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,15.643199,0,20.0018,418.77

9,02:00-02:15,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.788,0,0,435.435,9.0712,0,0,82,679.493168,0,0,0,54.567,3.312,0,1.743,6.5208,0,0,0,0,0,71.2416,0,0,15.225,30.45,0,0,0,70.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,16.338199,0,20.0018,418.77

10,02:15-02:30,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.788,0,0,435.435,9.0712,0,0,82,679.493168,0,0,0,54.567,3.312,0,1.743,6.5208,0,0,0,0,0,71.2416,0,0,15.225,30.45,0,0,0,70.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,17.033199,0,20.0018,418.77

11,02:30-02:45,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.788,0,0,435.435,9.0712,0,0,82,679.493168,0,0,0,54.567,3.312,0,12.782,6.5208,0,0,0,0,0,71.2416,0,0,15.225,30.45,0,0,0,70.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,17.728199,0,20.0018,418.77

12,02:45-03:00,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.788,0,0,435.435,9.0712,0,0,82,679.493168,0,0,0,54.567,3.312,0,12.782,6.5208,0,0,0,0,0,71.2416,0,0,15.225,30.45,0,0,0,70.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,18.423199,0,20.0018,418.77

13,03:00-03:15,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.788,0,0,435.435,9.0712,0,0,82,679.493168,0,0,0,54.567,3.312,0,1.743,6.5208,0,0,0,0,0,71.2416,0,0,15.225,30.45,0,0,0,70.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,19.118199,0,20.0018,418.77

14,03:15-03:30,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.788,0,0,435.435,9.0712,0,0,82,679.493168,0,0,0,54.567,3.312,0,1.743,6.5208,0,0,0,0,0,71.2416,0,0,15.225,30.45,0,0,0,70.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,19.813199,0,20.0018,418.77

15,03:30-03:45,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.788,0,0,435.435,9.0712,0,0,82,679.493168,0,0,0,54.567,3.312,0,1.743,0,0,0,0,0,0,71.2416,0,0,15.225,30.45,0,0,0,70.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.508199,0,20.0018,418.77

16,03:45-04:00,26.39091,4.7082,0,61.832812,125.5875,42.392196,0,21.82362,0,0,0.80346,118.125,0,0,43.788,0,0,435.435,9.0712,0,0,82,679.493168,0,0,0,54.567,3.312,0,1.743,0,0,0,0,0,0,71.2416,0,0,15.225,30.45,0,0,0,70.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

17,04:00-04:15,26.39091,16.68048,0,61.832812,125.5875,42.392196,0,21.82362,0,14.742,0.80346,118.125,0,0,43.788,0,0,435.435,9.0712,0,0,82,679.493168,16.478852,0,0,54.567,3.312,0.3843,1.743,0,0,0,0,0,0,71.2416,0,0,15.225,30.45,0,0,0,70.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

18,04:15-04:30,26.39091,16.68048,0,61.832812,125.5875,42.392196,0,21.82362,0,14.742,0.80346,118.125,0,0,43.788,0,0,435.435,9.0712,0,0,82,679.493168,16.478852,0,0,54.567,4.416,0.3843,1.743,0,0,0,0,0,0,71.2416,0,0,15.225,30.45,0,0,0,70.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

19,04:30-04:45,26.39091,16.68048,0,61.832812,125.5875,42.392196,0,21.82362,0,14.742,0.80346,118.125,0,0,43.788,0,0,435.435,9.0712,0,0,82,679.493168,16.478852,0,0,54.567,38.088,0.1281,1.743,0,0,0,0,0,0,71.2416,0,0,15.225,30.45,0,0,0,70.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

20,04:45-05:00,26.39091,16.68048,0,61.832812,125.5875,42.392196,0,21.82362,0,14.742,0.80346,118.125,0,0,43.788,0,0,435.435,9.0712,0,0,82,679.493168,16.478852,0,0,54.567,38.088,0.1281,1.743,0,0,0,0,0,0,71.2416,0,0,15.225,30.45,0,0,0,70.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

21,05:00-05:15,26.39091,16.68048,0,61.832812,125.5875,42.392196,0,21.82362,0,29.484,0.80346,118.125,0,0,43.788,0,0,435.435,9.0712,0,0,82,679.493168,16.478852,0,0,54.567,6.624,0,12.782,0,0,0,0,0,0,71.2416,0,0,15.225,30.45,0,0,0,70.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

22,05:15-05:30,26.39091,16.68048,0,61.832812,125.5875,42.392196,0,21.82362,0,29.484,0.80346,118.125,0,0,43.788,0,0,435.435,9.0712,0,0,82,679.493168,16.478852,0,0,54.567,3.312,0,12.782,0,0,0,0,0,0,71.2416,0,0,15.225,30.45,0,0,0,70.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

23,05:30-05:45,26.39091,16.68048,0,61.832812,125.5875,42.392196,0,21.82362,0,29.484,0.80346,118.125,0,0,43.788,0,0,435.435,9.0712,0,0,82,679.493168,16.478852,0,0,54.567,3.312,0,12.782,0,0,0,0,0,0,71.2416,0,0,15.225,30.45,0,0,0,70.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

24,05:45-06:00,26.39091,16.68048,0,61.832812,125.5875,42.392196,0,21.82362,0,29.484,0.80346,118.125,0,0,43.788,0,0,435.435,9.0712,0,0,82,679.493168,16.478852,0,23.3909,54.567,3.312,0,12.782,0,0,0,0,0,0,71.2416,0,0,15.225,30.45,0,0,0,70.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

