Block,Time Block,KHSTPP-II,KISHANGANGA,KKNP,KHSTPP-I,DADRI_LF,DADRI_GF,DADRI_RF,KGSU1AND2,KGSU3AND4,JHAJJAR,KOLDAM,KUDGI,NAPP,MAPS,KOTESHWR,ANTA_RF,AURY_RF,ANTA_LF,AURY_GF,AURY_LF,AURY_CRF,DADRI_CRF,DULHASTI,DHAULIGNGA,FSTPP I & II,CHAMERA2,CHAMERA3,DADRT2,BSIUL,CHAMERA1,BRBCL,UNCHAHAR3,UNCHAHAR2,URI,VALLURNTECL,ANTA_GF,UNCHAHAR1,UNCHAHAR4,ANTA_CRF,URI2,KKNPPU2,SINGRAULI,SALAL,SEWA2,TALST2,RIHAND3,TALA,SASAN,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,SIMHST2,RSTPSU7,TANDA2,TANAKPUR,TelanganaSTPP,TEHRI,NLCEXP,NLCIIST1,NJPC,NLCIIST2,RAPPC,NLCTS2EXP,RAMPUR,RAPPB,NNTPP,RIHAND2,NTPL,RIHAND1,PARBATI3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,95.08,0,0,43.49,0,0,0,0,0,284.66,0,0,41.8,0,8.53,0,0,0,0,0,0,0,0,0,17.5,0,0,297.17,0,0,19.23,17.89,18.47,1.07,0,0,13.76,0,0,4.27,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,1.72,0,14.85,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

64,15:45-16:00,95.08,0,0,43.49,0,0,0,0,0,342.37,0,0,41.8,0,8.53,0,0,0,0,0,0,0,0,0,17.5,0,0,317.74,0,0,19.23,17.89,18.47,1.07,0,0,13.76,0,0,4.27,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,1.72,0,29.69,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

65,16:00-16:15,95.08,0,0,43.49,0,0,0,0,0,395.66,0,0,41.8,0,8.53,0,0,0,0,0,0,0,0,0,17.5,0,0,402.59,0,0,19.23,21.82,26.71,1.07,0,0,17.64,0,0,4.27,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,1.72,0,29.69,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

66,16:15-16:30,95.08,0,0,43.49,0,0,0,0,0,400.49,0,0,41.8,0,8.53,0,0,0,0,0,0,0,0,0,17.5,0,0,489.97,0,0,19.23,22.78,26.71,1.07,0,0,17.64,0,0,4.27,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,1.72,0,29.94,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

67,16:30-16:45,95.08,0,0,43.49,0,0,0,0,0,408.18,0,0,41.8,0,8.53,0,0,0,0,0,0,0,0,0,17.5,0,0,567.15,0,0,19.23,22.78,26.71,1.07,0,0,17.64,0,0,4.27,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,4.18,0,44.9,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

68,16:45-17:00,95.08,0,0,43.49,0,0,0,0,0,401.03,0,0,41.8,0,8.53,0,0,0,0,0,0,0,0,0,17.5,0,0,612.59,0,0,19.23,25.38,30.13,1.07,0,0,19.77,0,0,4.27,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,4.18,0,59.86,0,0,22.49,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

69,17:00-17:15,95.08,0,0,43.49,0,0,0,0,0,419.92,0,0,41.8,0,8.53,0,0,0,0,0,0,0,0,7.75,17.5,0,0,656.63,0,0,19.23,25.38,30.13,1.07,0,0,19.77,0,0,4.27,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,4.18,0,59.86,0,0,44.99,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

70,17:15-17:30,95.08,0,0,43.49,0,0,0,0,0,419.92,0,0,41.8,0,17.07,0,0,0,0,0,0,0,15.85,15.54,17.5,3.2,0,656.63,1.06,11.55,19.23,25.38,30.13,1.07,0,0,19.77,0,0,4.27,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,1.72,0,59.86,0,0,68.03,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

71,17:30-17:45,95.08,0,0,43.49,0,0,0,0,0,419.92,0,0,41.8,0,25.6,0,0,0,0,0,0,0,31.7,15.78,17.5,11.54,9.31,656.63,6.27,23.55,19.23,25.38,30.13,1.07,0,0,19.77,0,0,4.27,0,107.94,1.35,4.48,0,119.56,0,392.19,0,0,0,0,0,0,1.72,0,59.86,0,0,89.98,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

72,17:45-18:00,95.08,0,0,43.49,0,0,0,0,0,419.92,0,0,41.8,0,38.3,0,0,0,0,0,0,0,47.54,35.15,17.5,25.33,27.95,656.63,12.54,40.54,19.23,25.38,30.13,1.07,0,0,19.77,0,0,4.27,0,107.94,1.35,4.48,0,119.56,0,392.19,0,0,0,0,0,0,1.72,0,59.86,0,0,134.96,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

73,18:00-18:15,95.08,0,0,43.49,0,0,0,0,0,419.92,0,0,41.8,0,38.3,0,0,0,0,0,0,0,47.54,35.15,17.5,25.33,27.95,656.63,12.54,40.54,19.23,25.38,30.13,25.48,0,0,19.77,0,0,4.27,0,107.94,1.35,4.48,0,119.56,0,392.19,0,0,0,0,0,0,1.11,0,59.86,0,0,134.96,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

74,18:15-18:30,95.08,0,0,43.49,0,0,0,0,0,419.92,0,0,41.8,0,38.3,0,0,0,0,0,0,0,47.54,35.15,17.5,25.33,27.95,656.63,12.54,40.54,19.23,25.38,30.13,25.48,0,0,19.77,0,0,4.27,0,107.94,1.35,4.48,0,119.56,0,392.19,0,0,0,0,0,0,1.11,0,59.86,0,0,134.96,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

75,18:30-18:45,95.08,0,0,43.49,0,0,0,0,0,419.92,0,0,41.8,0,38.3,0,0,0,0,0,0,0,47.54,35.15,17.5,25.33,27.95,656.63,12.54,40.54,19.23,25.38,30.13,25.48,0,0,19.77,0,0,4.27,0,107.94,1.35,4.48,0,119.56,0,392.19,0,0,0,0,0,0,1.11,0,59.86,0,0,134.96,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

76,18:45-19:00,95.08,0,0,43.49,0,0,0,0,0,419.92,0,0,41.8,0,38.3,0,0,0,0,0,0,0,47.54,35.15,17.5,25.33,27.95,656.63,12.54,40.54,19.23,25.38,30.13,3.18,0,0,19.77,0,0,4.27,0,107.94,1.35,4.1,0,119.56,0,392.19,0,0,0,0,0,0,1.11,0,59.86,0,0,134.96,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

77,19:00-19:15,95.08,0,0,43.49,0,0,0,0,0,419.92,0,0,41.8,0,38.3,0,0,0,0,0,0,0,47.54,23.63,17.5,25.33,27.95,656.63,12.54,40.54,19.23,25.38,30.13,3.18,0,0,19.77,0,0,4.27,0,107.94,1.35,3.85,0,119.56,0,392.19,0,0,0,0,0,0,1.11,0,59.86,0,0,112.47,0,51.86,0,0,0,0,114.21,0,88.26,3.67,0,0,0,0,0

78,19:15-19:30,95.08,0,0,43.49,0,0,0,0,0,419.92,0,0,41.8,0,18.96,0,0,0,0,0,0,0,31.7,15.5,17.5,11.54,9.31,656.63,6.27,23.55,19.23,25.38,30.13,3.18,0,0,19.77,0,0,4.27,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,1.11,0,59.86,0,0,89.98,0,51.86,0,0,0,0,114.21,0,88.26,15.92,0,0,0,0,0

79,19:30-19:45,95.08,0,0,43.49,0,0,0,0,0,419.92,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,7.75,17.5,0,0,618.79,1.06,11.55,19.23,25.38,30.13,3.18,0,0,19.77,0,0,4.27,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,1.11,0,59.86,0,0,67.48,0,51.86,0,0,0,0,114.21,0,88.26,15.92,0,0,0,0,0

80,19:45-20:00,95.08,0,0,43.49,0,0,0,0,0,421.82,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,17.5,0,0,609.17,0,0,19.23,25.38,30.13,3.18,0,0,19.77,0,0,4.27,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,1.11,0,59.86,0,0,44.99,0,51.86,0,0,0,0,114.21,0,88.26,15.92,0,0,0,0,0

81,20:00-20:15,95.08,0,0,43.49,0,0,0,0,0,456.27,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,17.5,0,0,609.26,0,0,19.23,25.38,30.13,10.62,0,0,19.77,0,0,4.27,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,0.49,0,59.86,0,0,22.49,0,51.86,0,0,0,0,114.21,0,88.26,15.92,0,0,0,0,0

82,20:15-20:30,95.08,0,0,43.49,0,0,0,0,0,456.27,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,17.5,0,0,609.26,0,0,19.23,25.38,30.13,10.62,0,0,19.77,0,0,4.27,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,0.49,0,59.86,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,15.92,0,0,0,0,0

83,20:30-20:45,95.08,0,0,43.49,0,0,0,0,0,461.08,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,17.5,0,0,599.64,0,0,19.23,25.38,30.13,10.62,0,0,19.77,0,0,4.27,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,0.49,0,59.86,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,15.92,0,0,0,0,0

84,20:45-21:00,95.08,0,0,43.49,0,0,0,0,0,451.46,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,17.5,0,0,590.02,0,0,19.23,25.38,30.13,10.62,0,0,19.77,0,0,4.27,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,0.49,0,59.86,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,1.84,0,0,0,0,0

85,21:00-21:15,95.08,0,0,43.49,0,0,0,0,0,412.03,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,15.02,0,0,576.21,0,0,19.23,21.88,24.33,10.62,0,0,17.04,0,0,4.27,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,1.11,0,59.86,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

86,21:15-21:30,95.08,0,0,43.49,0,0,0,0,0,353.37,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,15.02,0,0,576.21,0,0,19.23,21.88,24.33,10.62,0,0,17.04,0,0,4.27,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,1.11,0,59.86,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

87,21:30-21:45,95.08,0,0,43.49,0,0,0,0,0,300.22,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,15.02,0,0,566.6,0,0,19.23,21.88,24.33,10.62,0,0,17.04,0,0,4.27,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,1.11,0,59.86,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

88,21:45-22:00,95.08,0,0,43.49,0,0,0,0,0,297.59,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,15.02,0,0,556.98,0,0,19.23,21.88,24.33,10.62,0,0,17.04,0,0,4.27,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,1.11,0,59.86,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

89,22:00-22:15,95.08,0,0,43.49,0,0,0,0,0,256.24,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,15.02,0,0,547.36,0,0,19.23,21.88,24.33,8.49,0,0,17.04,0,0,4.27,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,1.11,0,59.86,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

90,22:15-22:30,95.08,0,0,43.49,0,0,0,0,0,256.24,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,15.02,0,0,556.98,0,0,19.23,21.88,24.33,8.49,0,0,17.04,0,0,4.27,0,107.94,1.35,0,0,119.56,0,392.19,0,0,0,0,0,0,1.11,0,44.9,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

91,22:30-22:45,95.08,0,0,43.49,0,0,0,0,0,256.24,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,15.02,0,0,547.36,0,0,19.23,21.88,24.33,8.49,0,0,17.04,0,0,4.27,0,107.94,8.93,0,0,119.56,0,392.19,0,0,0,0,0,0,1.11,0,44.9,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

92,22:45-23:00,95.08,0,0,43.49,0,0,0,0,0,256.24,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,15.02,0,0,499.28,0,0,19.23,21.88,24.33,8.49,0,0,17.04,0,0,4.27,0,107.94,40.23,0,0,119.56,0,392.19,0,0,0,0,0,0,1.11,0,44.9,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

93,23:00-23:15,95.08,0,0,43.49,0,0,0,0,0,256.24,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,15.02,0,0,499.28,0,0,19.23,21.88,24.33,6.38,0,0,17.04,0,0,4.27,0,115.12,40.23,0,0,119.56,0,392.19,0,0,0,0,0,0,1.11,0,29.94,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

94,23:15-23:30,95.08,0,0,43.49,0,0,0,0,0,256.24,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,15.02,0,0,489.66,0,0,19.23,21.88,24.33,6.38,0,0,17.04,0,0,4.27,0,116.56,40.23,0,0,119.56,0,392.19,0,0,0,0,0,0,1.11,0,14.85,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

95,23:30-23:45,95.08,0,0,43.49,0,0,0,0,0,256.24,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,15.02,0,0,434.69,0,0,19.23,21.88,24.33,6.38,0,0,17.04,0,0,4.27,0,116.56,40.23,0,0,119.56,0,392.19,0,0,0,0,0,0,1.11,0,12.72,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

96,23:45-24:00,95.08,0,0,43.49,0,0,0,0,0,256.24,0,0,41.8,0,8.53,0,0,0,0,0,0,0,15.85,0,15.02,0,0,394.3,0,0,19.23,21.88,24.33,6.38,0,0,17.04,0,0,4.27,0,118,8.93,0,0,119.56,0,392.19,0,0,0,0,0,0,1.11,0,0,0,0,0,0,51.86,0,0,0,0,114.21,0,88.26,0,0,0,0,0,0

