Block,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02012046/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,NR/01102023/14082046/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/30092023/31122025/SH-07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11
13,03:00-03:15,0,0,51.71,61.54,0,7.41,0,0,0,61.54,0,0,16.93,17.24,0,17.23,0,0,0,24.620000,0.000000,27.980000,0.000000,3.810000,0.000000,0.000000,101.210000,271.770000,4.120000,202.920000,65.710000,117.890000,24.620000,4.000000

14,03:15-03:30,0,0,50.98,61.38,0,7.41,0,0,0,61.38,0,0,17.47,16.99,0,17,0,0,0,24.620000,0.000000,27.980000,0.000000,3.810000,0.000000,0.000000,101.210000,271.770000,4.120000,202.920000,65.710000,117.890000,24.620000,4.000000

15,03:30-03:45,0,0,50.02,61.2,0,7.41,0,0,0,61.2,0,0,17.34,16.67,0,16.67,0,0,0,24.620000,0.000000,27.980000,0.000000,3.810000,0.000000,0.000000,101.210000,271.770000,4.120000,202.920000,65.710000,117.890000,24.620000,4.000000

16,03:45-04:00,0,0,49.98,67.43,0,7.41,0,0,0,67.43,0,0,17.88,16.66,0,16.65,0,0,0,24.620000,0.000000,27.980000,0.000000,3.810000,0.000000,0.000000,101.210000,271.770000,4.120000,202.920000,65.710000,117.890000,24.620000,4.000000

17,04:00-04:15,0,0,49.89,66.77,0,7.41,0,0,0,66.77,0,0,17.84,16.63,0,16.63,0,0,0,22.640000,0.000000,28.950000,0.000000,3.810000,0.000000,0.000000,101.210000,271.770000,4.040000,202.920000,65.710000,117.890000,30.920000,4.000000

18,04:15-04:30,0,0,48.82,66.29,0,7.41,0,0,0,66.29,0,0,14.93,16.27,0,16.28,0,0,0,22.640000,0.000000,28.950000,0.000000,3.810000,0.000000,0.000000,101.210000,271.770000,4.040000,202.920000,65.710000,117.890000,30.920000,4.000000

19,04:30-04:45,0,0,47.75,65.41,0,7.41,0,0,0,65.41,0,0,14.88,15.92,0,15.91,0,0,0,22.640000,0.000000,28.950000,0.000000,3.810000,0.000000,0.000000,101.210000,271.770000,4.270000,202.920000,65.710000,117.890000,30.920000,4.000000

20,04:45-05:00,0,0,46.68,64.74,0,7.41,0,0,0,64.74,0,0,14.84,15.56,0,15.56,0,0,0,22.640000,0.000000,28.950000,0.000000,3.810000,0.000000,0.000000,101.210000,271.770000,4.270000,202.920000,65.710000,117.890000,30.920000,4.000000

21,05:00-05:15,0,0,51.17,63.8,0,7.41,0,0,0,63.8,0,0,14.84,17.06,0,17.05,0,0,0,30.920000,0.000000,28.950000,0.000000,3.810000,0.000000,0.000000,101.210000,271.770000,4.270000,202.920000,65.710000,117.890000,30.920000,3.920000

22,05:15-05:30,0,0,50,53.5,0,7.41,0,0,0,53.5,0,0,14.34,16.67,0,16.65,0,0,0,30.920000,0.000000,28.950000,0.000000,3.810000,0.000000,0.000000,101.210000,271.770000,4.270000,202.920000,65.710000,117.890000,30.920000,3.920000

23,05:30-05:45,0,0,48.82,53.26,0,7.41,0,0,0,53.26,0,0,14.21,16.27,0,16.27,0,0,0,30.920000,0.000000,28.950000,0.000000,3.810000,0.000000,0.000000,101.210000,271.770000,4.270000,202.920000,65.710000,117.890000,30.920000,3.920000

24,05:45-06:00,0,0,47.64,52.98,0,7.41,0,0,0,52.98,0,0,14.14,15.88,0,15.88,0,0,0,30.920000,0.000000,28.950000,0.000000,3.810000,0.000000,0.000000,101.210000,271.770000,4.270000,202.920000,65.710000,117.890000,30.920000,3.920000

25,06:00-06:15,1.45,0,46.4,52.39,0,7.41,0,0,0,52.39,0,0,13.55,15.47,0,15.46,1.21,0,0,30.920000,0.000000,28.950000,0.000000,3.810000,0.000000,0.000000,101.210000,271.770000,4.190000,202.920000,65.710000,117.890000,30.920000,3.920000

26,06:15-06:30,3,0,45.28,52.26,2.62006,7.41,0,1.67,2.04,52.26,3.33,0,12.88,15.09,0,15.09,3.42,0,0,30.920000,0.000000,28.950000,0.000000,3.810000,0.000000,0.000000,101.210000,271.770000,4.190000,202.920000,65.710000,117.890000,30.920000,3.920000

27,06:30-06:45,8,0.32,36.91,51.57,11.80488,7.41,0.23,2,5.85,51.57,4,0.64,12.88,12.3,0.04,12.31,8.55,1.48,0.33,30.920000,0.000000,28.950000,0.030000,3.810000,0.030000,0.030000,101.210000,271.770000,4.190000,202.920000,65.710000,117.890000,30.920000,3.920000

28,06:45-07:00,15,1.08,35.4,50.87,20.8436,7.41,1.94,4,14.25,50.87,9,2.34,12.64,11.8,0.39,11.79,16.88,5.47,1.67,30.920000,0.000000,28.950000,0.320000,3.810000,0.320000,0.320000,101.210000,271.770000,4.190000,202.920000,65.710000,117.890000,30.920000,3.920000

29,07:00-07:15,22,2.55,36.7,49.6,29.81414,7.41,11.6,7,26.29,49.6,14,5.27,12.21,12.23,2.32,12.23,29.78,12.29,3.33,30.920000,0.000000,27.020000,1.060000,3.810000,1.060000,1.090000,101.210000,271.770000,4.190000,202.920000,65.710000,117.890000,30.920000,3.770000

30,07:15-07:30,28.82,4.69,37.05,48.34,39.9827,7.41,26.01,8,28.81,48.34,17,9,12.21,12.35,5.2,12.34,28.82,21,6.67,30.920000,0.000000,27.020000,2.130000,3.810000,2.130000,2.190000,101.210000,271.770000,4.190000,202.920000,65.710000,117.890000,30.920000,3.770000

31,07:30-07:45,29.48,7.47,37.2,47.08,51.19344,7.41,43.97,13,29.49,47.08,25,16,11.83,12.4,8.79,12.4,29.48,39,10,22.640000,0.000000,27.020000,3.380000,3.810000,3.380000,3.470000,101.210000,271.770000,4.190000,202.920000,65.710000,117.890000,30.920000,3.770000

32,07:45:08:00,29.65,11.72,38.18,52.48,62.79378,7.41,60.97,25,29.65,52.48,51,22,11.73,12.73,12.19,12.72,29.65,53,21.36,22.640000,0.000000,27.020000,4.780000,3.810000,4.780000,4.890000,101.210000,271.770000,4.190000,202.920000,65.710000,117.890000,30.920000,3.770000

33,08:00-08:15,31.18,15.27,39.49,51.79,73.60518,6.61,83.06,25,31.19,51.79,49,28,11.92,13.16,16.61,13.16,31.18,67,28.41,22.640000,0.000000,27.020000,6.160000,3.760000,6.160000,6.310000,101.210000,271.770000,4.120000,202.920000,70.830000,117.890000,30.920000,3.770000

34,08:15-08:30,31.18,18.99,40.34,50.5,83.54972,6.61,109.43,23,31.19,50.5,46,34,12.44,13.45,21.88,13.44,31.18,81,35.83,22.640000,0.000000,27.020000,7.610000,3.760000,7.610000,7.800000,101.210000,271.770000,4.120000,202.920000,70.830000,117.890000,30.920000,3.770000

35,08:30-08:45,31.52,22.66,40.9,48.11,92.73454,6.61,120.48,28,31.51,48.11,55,40,12.93,13.63,24.09,13.64,31.52,95,43.22,25.130000,0.000000,27.020000,8.980000,3.760000,8.980000,9.200000,101.210000,271.770000,4.120000,202.920000,70.830000,117.890000,30.920000,3.770000

36,08:45:09:00,31.52,26.01,41.59,47.51,101.21808,6.61,141.49,30,31.51,47.51,60,46,13.43,13.86,28.3,13.87,31.52,109,50.42,25.130000,0.000000,27.020000,10.250000,3.760000,10.250000,10.510000,101.210000,271.770000,4.120000,202.920000,70.830000,96.630000,30.920000,3.770000

37,09:00:09:15,31.85,29.02,44.33,46.51,100.97458,6.61,160.91,30,31.85,46.51,59,54,15.66,14.78,32.18,14.76,31.85,126,57.2,25.130000,0.000000,27.980000,11.400000,3.760000,11.400000,11.690000,101.210000,271.770000,4.120000,202.920000,70.830000,67.640000,30.920000,3.770000

38,09:15-09:30,31.85,31.75,46.48,45.84,107.93868,6.61,179.26,33,31.85,45.84,66,64,15.53,15.49,35.85,15.5,31.85,151,63.69,25.130000,0.000000,27.980000,12.510000,3.760000,12.510000,12.830000,101.210000,271.770000,4.120000,202.920000,70.830000,67.640000,30.920000,3.770000

39,09:30-09:45,29.54,34.19,49.38,45.17,114.24046,6.61,196.08,37,29.53,45.17,75,70,15.46,16.46,39.22,16.45,29.53,165,69.83,25.130000,0.000000,27.980000,13.410000,3.760000,13.410000,13.740000,101.210000,271.770000,4.120000,202.920000,70.830000,67.640000,30.920000,3.770000

40,09:45-10:00,29.54,36.33,52.07,44.51,119.93836,6.61,211.18,39,29.53,44.51,79,75,15.38,17.36,42.24,17.35,29.53,175,75.23,25.130000,0.000000,27.980000,14.120000,3.760000,14.120000,14.480000,101.210000,271.770000,4.120000,202.920000,70.830000,96.630000,30.920000,3.770000

41,10:00-10:15,29.54,38.19,53.61,43.84,125.38302,6.61,224.65,41,29.53,43.84,82,81,15.27,17.87,44.93,17.86,29.53,189,80.23,25.130000,0.000000,27.980000,14.740000,3.760000,14.740000,15.100000,101.210000,271.770000,4.120000,202.920000,70.830000,67.640000,30.920000,3.690000

42,10:15-10:30,29.54,39.8,53.86,43.51,130.49652,6.61,229.17,41,29.53,43.51,82,84,15.01,17.95,45.83,17.95,29.53,196,84.59,25.130000,0.000000,27.980000,15.210000,3.760000,15.210000,15.600000,101.210000,271.770000,4.120000,202.920000,70.830000,67.640000,30.920000,3.690000

43,10:30-10:45,29.54,40.25,54.66,41.2,135.25938,6.61,229.17,41,29.53,41.2,83,84,15.01,18.22,45.83,18.22,29.53,196,86.49,25.130000,0.000000,27.980000,15.630000,3.760000,15.630000,16.020000,101.210000,271.770000,4.120000,202.920000,70.830000,96.630000,30.920000,3.690000

44,10:45-11:00,29.66,41.61,56.18,41.56,139.22356,6.61,229.17,41,29.67,41.56,81,84,15.01,18.73,45.83,18.72,29.67,196,88.57,25.130000,0.000000,27.980000,16.000000,3.760000,16.000000,16.400000,101.210000,271.770000,4.120000,202.920000,70.830000,67.640000,30.920000,3.690000

45,11:00-11:15,29.66,42.67,57.91,41.88,142.75918,6.61,229.17,41,29.67,41.88,82,84,15.06,19.3,45.83,19.3,29.67,196,89.45,30.920000,0.000000,28.950000,16.240000,3.760000,16.240000,16.650000,101.210000,271.770000,4.120000,202.920000,57.980000,67.640000,30.920000,3.690000

46,11:15-11:30,29.66,43.47,57.83,42.5,145.5156,6.61,229.17,41,29.67,42.5,81,84,18.21,19.28,45.83,19.26,29.67,196,91.13,30.920000,0.000000,28.950000,16.240000,3.760000,16.240000,16.650000,101.210000,271.770000,4.120000,202.920000,57.980000,67.640000,30.920000,3.690000

47,11:30-11:45,29.66,45,58.01,42.51,147.43438,6.61,229.17,40,29.67,42.51,81,84,18.21,19.34,45.83,19.33,29.67,196,91.33,30.920000,0.000000,28.950000,16.240000,3.760000,16.240000,16.650000,101.210000,271.770000,4.120000,202.920000,57.980000,67.640000,30.920000,3.690000

48,11:45-12:00,29.66,46,59.34,43.09,148.59344,6.61,229.17,40,29.67,43.09,81,84,18.25,19.78,45.83,19.77,29.67,196,91.32,30.920000,0.000000,28.950000,16.240000,3.760000,16.240000,16.650000,101.210000,271.770000,4.120000,202.920000,57.980000,117.890000,30.920000,3.690000

49,12:00-12:15,29.66,46,60.01,49.05,156.55102,6.61,229.17,40,29.67,49.05,80,84,18.27,20,45.83,20,29.67,196,91.33,30.920000,0.000000,30.880000,16.240000,3.760000,16.240000,16.650000,101.210000,271.770000,4.190000,202.920000,57.980000,117.890000,30.920000,3.690000

50,12:15-12:30,29.66,46,60,50.12,155.47962,6.61,229.17,40,29.67,50.12,80,84,18.57,20,45.83,20,29.67,196,91.35,30.920000,0.000000,30.880000,16.240000,3.760000,16.240000,16.650000,101.210000,271.770000,4.190000,202.920000,57.980000,117.890000,30.920000,3.690000

51,12:30-12:45,29.66,46,60,51.59,153.53162,8.14,229.17,40,29.67,51.59,80,84,18.66,20,45.83,20,29.67,196,91.38,30.920000,0.000000,30.880000,16.240000,3.760000,16.240000,16.650000,101.210000,271.770000,4.190000,202.920000,57.980000,67.640000,30.920000,3.690000

52,12:45-13:00,29.66,46,60,52.56,150.8239,8.74,229.17,40,29.67,52.56,80,84,18.7,20,45.83,20,29.67,196,91.32,30.920000,0.000000,30.880000,16.240000,3.760000,16.240000,16.650000,101.210000,271.770000,4.190000,202.920000,47.920000,67.640000,30.920000,3.690000

53,13:00-13:15,29.66,46,60,53.65,146.98634,9.34,229.17,41,29.67,53.65,81,84,16.92,20,45.83,20,29.67,196,91.32,30.920000,0.000000,29.920000,16.240000,3.900000,16.240000,16.650000,101.210000,271.770000,4.190000,173.650000,47.920000,67.640000,30.920000,3.770000

54,13:15-13:30,29.66,46,60,55.01,141.70726,9.88,229.17,41,29.67,55.01,82,82,16.9,20,45.83,20,29.67,193,91.31,30.920000,0.000000,29.920000,16.240000,3.900000,16.240000,16.650000,101.210000,271.770000,4.190000,173.650000,47.920000,67.640000,30.920000,3.770000

55,13:30-13:45,29.66,46,58.74,36.83,131.2465,10.54,229.17,41,29.67,36.83,82,82,15.79,19.58,45.83,19.58,29.67,193,91.13,30.920000,0.000000,29.920000,16.620000,3.900000,16.220000,16.620000,101.210000,271.770000,4.190000,202.920000,47.920000,67.640000,30.920000,3.770000

56,13:45-14:00,29.66,43,59.43,36.82,124.48694,13.07,229.17,39,29.67,36.82,77,82,15.88,19.81,45.83,19.81,29.67,193,89.99,30.920000,0.000000,29.920000,16.390000,3.900000,15.990000,16.390000,101.210000,271.770000,4.190000,202.920000,47.920000,67.640000,30.920000,3.770000

57,14:00-14:15,29.66,42,47.96,36.98,117.96114,13.67,229.17,38,29.67,36.98,76,82,15.73,15.99,45.83,15.98,29.67,193,89.26,30.920000,0.000000,30.880000,16.020000,3.900000,15.630000,16.020000,101.210000,271.770000,4.190000,202.920000,57.980000,117.890000,30.920000,3.770000

58,14:15-14:30,29.66,40,48.44,37.14,111.84442,14.47,229.17,35,29.67,37.14,71,82,15.75,16.15,45.83,16.14,29.67,191,87.98,30.920000,0.000000,30.880000,15.600000,3.900000,15.210000,15.600000,101.210000,271.770000,4.190000,202.920000,57.980000,117.890000,30.920000,3.770000

59,14:30-14:45,29.66,38.61,48.02,36.9,105.02642,15.75,229.17,37,29.67,36.9,74,77,15.85,16.01,45.83,15.99,29.67,181,85.93,30.920000,0.000000,30.880000,15.070000,3.900000,14.710000,15.070000,101.210000,271.770000,4.190000,202.920000,57.980000,117.890000,30.920000,3.770000

60,14:45-15:00,29.66,36.71,48.03,36.62,97.26364,16.87,221.47,36,29.67,36.62,71,73,15.36,16.01,44.29,16.01,29.67,171,84.02,30.920000,0.000000,30.880000,14.110000,3.900000,14.110000,14.460000,101.210000,271.770000,4.190000,202.920000,57.980000,117.890000,30.920000,3.770000

61,15:00-15:15,29.66,34.79,46.53,36.02,90.41642,17.73,212.86,34,29.67,36.02,67,69,15.36,15.51,42.57,15.5,29.67,161,79.72,30.920000,0.000000,31.850000,13.400000,4.000000,13.400000,13.730000,101.210000,271.770000,4.190000,212.090000,57.980000,117.890000,30.920000,3.850000

62,15:15-15:30,29.66,32.61,46.06,35.34,80.85174,18.13,197.01,31,29.67,35.34,61,64,15.23,15.35,39.4,15.35,29.67,151,74.93,30.920000,0.000000,31.850000,12.570000,4.000000,12.570000,12.870000,101.210000,271.770000,4.190000,212.090000,57.980000,117.890000,30.920000,3.850000

63,15:30-15:45,29.66,30.22,44.89,34.73,70.7611,17.81,181.63,29,29.67,34.73,58,59,15.1,14.96,36.32,14.97,29.67,137,69.69,30.920000,0.000000,31.850000,11.550000,4.000000,11.550000,11.830000,101.210000,271.770000,4.190000,212.090000,57.980000,117.890000,30.920000,3.850000

64,15:45-16:00,29.66,27.64,43.99,34.04,60.31982,17.73,164.57,27,29.67,34.04,53,54,14.99,14.66,32.91,14.66,29.67,126,63.77,30.920000,0.000000,31.850000,10.380000,4.000000,10.380000,10.640000,101.210000,271.770000,4.190000,212.090000,57.980000,117.890000,30.920000,3.850000

65,16:00-16:15,29.66,24.79,42.91,33.2,49.83958,17.46,143.79,23,29.67,33.2,46,48,14.58,14.3,28.76,14.3,29.67,112,57.71,30.920000,0.000000,31.850000,9.230000,4.000000,9.230000,9.470000,101.210000,271.770000,3.650000,212.090000,57.980000,117.890000,30.920000,3.850000

66,16:15-16:30,29.66,22.62,41.64,32.38,39.21324,17.3,123.94,21.01,29.67,32.38,42,42,14.49,13.88,24.79,13.87,29.67,98,51.33,30.920000,0.000000,31.850000,7.950000,4.000000,7.950000,8.140000,101.210000,271.770000,4.040000,212.090000,57.980000,117.890000,30.920000,3.850000

67,16:30-16:45,29.66,19.18,40.42,31.56,29.0739,18.96,105.81,18,29.67,31.56,35,36,14.29,13.47,21.16,13.47,29.67,84,44.8,30.920000,0.000000,31.850000,6.620000,4.000000,6.620000,6.780000,101.210000,271.770000,4.040000,212.090000,57.980000,117.890000,30.920000,3.850000

68,16:45-17:00,25,15.44,39.23,30.76,19.01248,18.05,84.57,15.01,32,30.76,29,31,14.53,13.08,16.91,13.07,32,74,37.92,30.920000,0.000000,31.850000,5.210000,4.000000,5.210000,5.350000,101.210000,271.770000,4.040000,212.090000,57.980000,117.890000,30.920000,3.850000

69,17:00-17:15,20,11.58,37.61,29.98,11.07438,17.12,64.29,14,29.07,29.98,27,24,14.05,12.54,12.86,12.52,26.35,56,30.86,30.920000,0.000000,31.850000,3.840000,4.000000,3.840000,3.930000,101.210000,271.770000,4.190000,261.480000,57.980000,117.890000,30.920000,4.220000

70,17:15-17:30,15,9.82,36.61,29.71,5.71738,16.07,43.76,14,15.84,29.71,27,18,13.66,12.2,8.75,12.2,14.85,42,23.99,30.920000,0.000000,31.850000,2.580000,4.000000,2.580000,2.650000,101.210000,271.770000,4.190000,261.480000,57.980000,117.890000,30.920000,4.220000

71,17:30-17:45,8.74,6.46,35.35,28.35,2.29864,14.09,24.98,11,6.63,28.35,22,12,12.96,11.78,5,11.78,6.67,28,17.15,30.920000,0.000000,31.850000,1.470000,4.000000,1.470000,1.510000,101.210000,271.770000,4.190000,261.480000,57.980000,117.890000,30.920000,4.220000

72,17:45-18:00,2.7,3.79,34.75,27.39,0.50648,12.97,14.05,9,1.12,27.39,18,9,12.27,11.58,2.81,11.58,1.07,21,11.05,30.920000,0.000000,31.850000,0.650000,4.000000,0.650000,0.670000,101.210000,271.770000,4.190000,261.480000,57.980000,117.890000,30.920000,4.220000

73,18:00-18:15,0,1.92,29.01,26.36,0,11.11,6.24,6,0,26.36,13,4,10,9.67,1.25,9.67,0,11,1.01,30.920000,0.000000,31.850000,0.130000,3.760000,0.130000,0.140000,101.210000,271.770000,4.440000,261.480000,57.980000,117.890000,30.920000,4.380000

74,18:15-18:30,0,0.6,27.51,25.14,0,9.7,1.56,3,0,25.14,7,1,9.49,9.17,0.31,9.17,0,4,0.33,30.920000,0.000000,31.850000,0.000000,3.760000,0.000000,0.000000,101.210000,271.770000,4.440000,261.480000,57.980000,117.890000,30.920000,4.380000

75,18:30-18:45,0,0,26.01,24.22,0,9.16,0,0,0,24.22,0,0,9.23,8.67,0,8.67,0,0,0,30.920000,0.000000,31.850000,0.000000,3.760000,0.000000,0.000000,101.210000,271.770000,4.440000,261.480000,57.980000,117.890000,30.920000,4.380000

76,18:45-19:00,0,0,25.01,23.49,0,8.53,0,0,0,23.49,0,0,8.44,8.34,0,8.33,0,0,0,30.920000,0.000000,31.850000,0.000000,3.760000,0.000000,0.000000,101.210000,271.770000,4.440000,261.480000,57.980000,117.890000,30.920000,4.380000

77,19:00-19:15,0,0,24.51,28.67,0,8.46,0,0,0,28.67,0,0,7.81,8.17,0,8.17,0,0,0,30.920000,0.000000,31.850000,0.000000,3.860000,0.000000,0.000000,101.210000,271.770000,4.440000,261.480000,57.980000,117.890000,30.920000,4.380000

78,19:15-19:30,0,0,24.44,29.01,0,8.1,0,0,0,29.01,0,0,9.08,8.15,0,8.14,0,0,0,30.920000,0.000000,31.850000,0.000000,3.860000,0.000000,0.000000,101.210000,271.770000,4.440000,261.480000,57.980000,117.890000,30.920000,4.380000

79,19:30-19:45,0,0,27.21,26.84,0,7.61,0,0,0,26.84,0,0,9.23,9.07,0,9.06,0,0,0,30.920000,0.000000,31.850000,0.000000,3.860000,0.000000,0.000000,101.210000,271.770000,4.440000,261.480000,57.980000,117.890000,30.920000,4.380000

80,19:45-20:00,0,0,27.07,27.17,0,7.21,0,0,0,27.17,0,0,9.6,9.02,0,9.03,0,0,0,30.920000,0.000000,31.850000,0.000000,3.860000,0.000000,0.000000,101.210000,271.770000,4.440000,261.480000,57.980000,117.890000,30.920000,4.380000

81,20:00-20:15,0,0,26.61,27.34,0,7.21,0,0,0,27.34,0,0,9.49,8.87,0,8.87,0,0,0,30.920000,0.000000,31.850000,0.000000,3.860000,0.000000,0.000000,101.210000,271.770000,4.440000,261.480000,57.980000,117.890000,30.920000,4.380000

82,20:15-20:30,0,0,26.58,27.84,0,7.21,0,0,0,27.84,0,0,9.44,8.86,0,8.85,0,0,0,30.920000,0.000000,31.850000,0.000000,3.860000,0.000000,0.000000,101.210000,271.770000,4.440000,261.480000,57.980000,117.890000,30.920000,4.380000

83,20:30-20:45,0,0,25.92,28.34,0,7.21,0,0,0,28.34,0,0,9.38,8.64,0,8.64,0,0,0,30.920000,0.000000,31.850000,0.000000,3.860000,0.000000,0.000000,101.210000,271.770000,4.440000,261.480000,57.980000,117.890000,30.920000,4.380000

84,20:45-21:00,0,0,25.46,28.83,0,7.21,0,0,0,28.83,0,0,9.26,8.49,0,8.47,0,0,0,30.920000,0.000000,31.850000,0.000000,3.860000,0.000000,0.000000,101.210000,271.770000,4.440000,261.480000,57.980000,117.890000,30.920000,4.380000

85,21:00-21:15,0,0,25.81,29.01,0,7.21,0,0,0,29.01,0,0,9.25,8.6,0,8.61,0,0,0,30.920000,0.000000,31.850000,0.000000,3.720000,0.000000,0.000000,101.210000,271.770000,4.350000,261.480000,57.980000,117.890000,30.920000,4.150000

