Block,Time,TANAKPUR,SINGRAULI,CHAMERA2,URI,UNCHAHAR4,TANDA2,RAPPC,ANTA_GF,AURY_CRF,SEWA2,DHAULIGNGA,ANTA_CRF,DADRI_LF,CHAMERA1,UNCHAHAR2,UNCHAHAR3,RIHAND3,JHAJJAR,RIHAND1,DADRT2,NAPP,ANTA_LF,BSIUL,ANTA_RF,NJPC,RAPPB,SALAL,DADRI_GF,UNCHAHAR1,RIHAND2,RAMPUR,DULHASTI,AURY_GF,DADRI_CRF,DADRI_RF,TEHRI,KOLDAM,AURY_RF,PARBATI3,URI2,SINGRAULI_HYDRO,KOTESHWR,AURY_LF,KHSTPP-II,KISHANGANGA,CHAMERA3,FSTPP I & II,TALA,SASAN,BRBCL,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
23,05:30-05:45,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,13.493005,41.867774,25.919083,125.409128,166.629400,93.212528,477.567736,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,77.002951,0.000000,10.319786,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,9.807271,0.000000,11.722619,36.390055,1.164790,37.643498,0.000000,115.857854,8.010361,33.451935,13.126555,9.317801,335.155590,14.406000,30.896164,0,0,0,0,0

24,05:45-06:00,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,13.493005,41.308437,25.919083,125.409128,166.629400,93.212528,429.547736,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,77.002951,0.000000,10.319786,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,9.807271,0.000000,75.282662,36.390055,1.164790,37.643498,0.000000,118.704666,8.010361,33.451935,13.126555,9.317801,335.155590,14.406000,30.896164,0,0,0,0,0

25,06:00-06:15,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,13.493005,41.308437,25.919083,125.409128,262.669400,93.212528,429.547736,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,77.002951,0.000000,10.319786,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,9.807271,0.000000,75.282662,36.390055,1.164790,37.643498,0.000000,118.880233,8.010361,33.451935,13.126555,9.317801,335.155590,14.406000,30.896164,0,0,0,0,0

26,06:15-06:30,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,13.493005,41.308437,25.919083,125.409128,262.669400,93.212528,429.547736,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,77.002951,0.000000,10.319786,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,9.807271,0.000000,75.282662,36.390055,1.164790,37.643498,0.000000,118.880233,8.010361,33.451935,13.126555,9.317801,335.155590,14.406000,30.896164,0,0,0,0,0

27,06:30-06:45,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,13.493005,41.308437,25.919083,125.409128,262.669400,93.212528,405.537736,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,77.002951,0.000000,10.319786,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,9.807271,0.000000,75.282662,36.390055,1.164790,37.643498,0.000000,118.880233,8.010361,33.451935,13.126555,9.317801,335.155590,14.406000,30.896164,0,0,0,0,0

28,06:45-07:00,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,13.493005,41.308437,25.919083,125.409128,166.629400,93.212528,405.537736,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,77.002951,0.000000,10.319786,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,9.807271,0.000000,75.282662,36.390055,1.164790,37.643498,0.000000,118.880233,8.010361,33.451935,13.126555,9.317801,335.155590,14.406000,30.896164,0,0,0,0,0

29,07:00-07:15,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,13.493005,32.018355,18.061090,125.409128,115.103940,93.212528,368.850456,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,77.002951,0.000000,7.587256,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,9.807271,0.000000,75.282662,36.390055,1.164790,29.893365,0.000000,105.462004,8.010361,33.451935,12.729622,9.317801,335.155590,14.406000,30.896164,0,0,0,0,0

30,07:15-07:30,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,13.493005,28.721626,18.061090,125.409128,115.103940,93.212528,368.850456,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,77.002951,0.000000,7.587256,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,9.807271,0.000000,8.791965,36.390055,1.164790,29.893365,0.000000,105.462004,8.010361,33.451935,12.729622,9.317801,335.155590,14.406000,30.896164,0,0,0,0,0

31,07:30-07:45,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,13.493005,28.721626,18.061090,125.409128,115.103940,93.212528,368.850456,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,77.002951,0.000000,7.587256,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,9.807271,0.000000,4.102917,29.158698,1.164790,29.893365,0.000000,105.462004,8.010361,33.451935,10.386246,9.317801,335.155590,14.406000,30.896164,0,0,0,0,0

32,07:45:08:00,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,13.493005,28.721626,18.061090,125.409128,115.103940,93.212528,368.850456,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,77.002951,0.000000,7.587256,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,9.807271,0.000000,4.102917,29.158698,1.164790,29.893365,0.000000,105.462004,8.010361,33.451935,10.386246,9.317801,335.155590,14.406000,30.896164,0,0,0,0,0

33,08:00-08:15,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,13.493005,28.721626,18.061090,125.409128,115.103940,93.212528,368.850456,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,77.002951,0.000000,7.587256,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,9.807271,0.000000,4.102917,29.158698,1.164790,29.893365,0.000000,105.462004,8.010361,33.451935,10.386246,8.329549,335.155590,14.406000,30.896164,0,0,0,0,0

34,08:15-08:30,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,13.493005,28.721626,18.061090,125.409128,115.103940,93.212528,368.850456,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,77.002951,0.000000,7.587256,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,9.807271,0.000000,4.102917,29.158698,1.164790,29.893365,0.000000,105.462004,8.010361,33.451935,10.386246,8.329549,335.155590,14.406000,30.896164,0,0,0,0,0

35,08:30-08:45,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,13.493005,28.721626,18.061090,125.409128,115.103940,93.212528,368.850456,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,77.002951,0.000000,7.587256,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,9.807271,0.000000,4.102917,29.158698,1.164790,29.893365,0.000000,105.462004,8.010361,33.451935,10.386246,8.329549,335.155590,14.406000,30.896164,0,0,0,0,0

36,08:45:09:00,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,13.493005,28.721626,18.061090,125.409128,115.103940,93.212528,368.850456,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,77.002951,0.000000,7.587256,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,6.455703,0.000000,4.102917,29.158698,1.164790,29.893365,0.000000,105.462004,8.010361,33.451935,10.386246,8.329549,335.155590,14.406000,30.896164,0,0,0,0,0

37,09:00:09:15,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,13.493005,28.721626,18.061090,125.409128,115.103940,93.212528,368.850456,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,77.002951,0.000000,7.587256,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,6.455703,0.000000,4.102917,29.158698,1.164790,29.893365,0.000000,94.087987,8.010361,33.451935,10.386246,8.753086,335.155590,14.406000,27.518265,0,0,0,0,0

38,09:15-09:30,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,13.493005,23.721880,14.607684,125.409128,115.103940,93.212528,364.656773,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,77.002951,0.000000,6.396264,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,6.455703,0.000000,4.102917,29.158698,1.164790,29.893365,0.000000,94.087987,8.010361,33.451935,10.386246,8.753086,335.155590,14.406000,27.197472,0,0,0,0,0

39,09:30-09:45,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,13.493005,23.721880,14.607684,102.693747,115.103940,93.212528,364.656773,47.671976,0.000000,12.525153,0.000000,172.835941,0.000000,77.002951,0.000000,6.396264,105.853175,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,6.455703,0.000000,4.102917,36.390055,1.164790,29.893365,0.000000,94.087987,8.010361,33.451935,10.386246,8.753086,335.155590,14.406000,27.197472,0,0,0,0,0

40,09:45-10:00,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,13.493005,23.721880,14.607684,102.693747,115.103940,93.212528,364.656773,47.671976,0.000000,12.525153,0.000000,172.835941,0.000000,77.002951,0.000000,6.396264,105.853175,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,4.453760,0.000000,4.102917,36.390055,1.164790,29.893365,0.000000,94.087987,8.010361,33.451935,10.386246,8.753086,335.155590,14.406000,27.197472,0,0,0,0,0

41,10:00-10:15,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,13.489970,23.721880,14.607684,102.693747,115.103940,93.212528,364.656773,47.671976,0.000000,12.525153,0.000000,172.835941,0.000000,77.002951,0.000000,6.396264,105.853175,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,2.226880,0.000000,16.118602,36.390055,1.164790,29.893365,0.000000,94.087987,8.010361,33.451935,10.386246,8.753086,335.155590,14.406000,27.197472,0,0,0,0,0

42,10:15-10:30,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,13.489970,25.957481,18.061090,102.693747,115.103940,93.212528,368.850456,47.671976,0.000000,12.525153,0.000000,172.835941,0.000000,77.002951,0.000000,7.587256,105.853175,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,0.000000,0.000000,16.118602,36.390055,1.164790,29.893365,0.000000,94.087987,8.010361,33.451935,10.386246,8.753086,335.155590,14.406000,27.197472,0,0,0,0,0

43,10:30-10:45,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,13.489970,28.721626,18.061090,103.654147,115.103940,93.212528,368.850456,47.671976,0.000000,12.525153,0.000000,172.835941,0.000000,77.002951,0.000000,7.587256,105.853175,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,0.000000,0.000000,16.118602,36.390055,1.164790,29.893365,0.000000,94.087987,8.010361,33.451935,13.349560,8.611907,335.155590,14.406000,27.197472,0,0,0,0,0

44,10:45-11:00,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,13.489970,28.721626,18.061090,103.654147,115.103940,93.212528,368.850456,47.671976,0.000000,12.525153,0.000000,172.835941,0.000000,77.002951,0.000000,7.587256,105.853175,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,0.000000,0.000000,4.102917,36.390055,1.164790,29.893365,0.000000,94.087987,8.010361,33.451935,13.349560,8.611907,335.155590,14.406000,27.197472,0,0,0,0,0

45,11:00-11:15,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,13.489970,28.721626,18.061090,103.654147,166.389300,93.212528,368.850456,47.671976,0.000000,12.525153,0.000000,172.835941,0.000000,76.232922,0.000000,7.587256,105.853175,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,0.000000,0.000000,0.000000,36.390055,1.164790,29.893365,0.000000,94.087987,8.010361,33.451935,13.349560,8.753086,335.155590,14.406000,27.197472,0,0,0,0,0

46,11:15-11:30,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,13.489970,28.721626,18.061090,103.654147,166.389300,93.212528,368.850456,47.671976,0.000000,12.525153,0.000000,172.835941,0.000000,76.232922,0.000000,7.587256,105.853175,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,0.000000,0.000000,0.000000,36.390055,1.164790,29.893365,0.000000,94.087987,8.010361,33.451935,13.349560,8.753086,335.155590,14.406000,27.197472,0,0,0,0,0

47,11:30-11:45,11.564561,106.899723,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,26.251574,28.721626,18.061090,101.733347,115.248000,93.212528,368.850456,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,76.232922,0.000000,10.906494,104.892775,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,0.000000,0.000000,0.000000,36.390055,1.164790,29.893365,0.000000,100.551479,8.010361,33.451935,13.349560,8.753086,335.155590,14.406000,26.890144,0,0,0,0,0

