Block,Time,TANAKPUR,SINGRAULI,CHAMERA2,URI,UNCHAHAR4,TANDA2,RAPPC,ANTA_GF,AURY_CRF,SEWA2,DHAULIGNGA,ANTA_CRF,DADRI_LF,CHAMERA1,UNCHAHAR2,UNCHAHAR3,RIHAND3,JHAJJAR,RIHAND1,DADRT2,NAPP,ANTA_LF,BSIUL,ANTA_RF,NJPC,RAPPB,SALAL,DADRI_GF,UNCHAHAR1,RIHAND2,RAMPUR,DULHASTI,AURY_GF,DADRI_CRF,DADRI_RF,TEHRI,KOLDAM,AURY_RF,PARBATI3,URI2,SINGRAULI_HYDRO,KOTESHWR,AURY_LF,KHSTPP-II,KISHANGANGA,CHAMERA3,FSTPP I & II,TALA,SASAN,BRBCL,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,12.425751,136.121838,46.579236,45.061968,2.967636,5.142122,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,26.934418,41.942301,26.544476,125.409128,405.711376,93.212528,596.244883,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,80.350906,0.000000,10.516476,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,8.907521,0.000000,0.000000,36.390055,1.164790,37.643498,0.000000,94.953067,8.010361,33.451935,13.349560,10.164874,335.155590,14.406000,30.896164,0,0,0,0,0

2,00:15-00:30,12.425751,136.121838,46.579236,45.061968,2.967636,5.142122,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,13.429273,41.942301,26.544476,125.409128,405.711376,93.212528,657.893751,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,80.350906,0.000000,10.516476,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,8.907521,0.000000,0.000000,36.390055,1.164790,37.643498,0.000000,94.953067,8.010361,33.451935,13.349560,10.164874,335.155590,14.406000,30.896164,0,0,0,0,0

3,00:30-00:45,5.536226,136.121838,46.579236,45.061968,2.967636,5.142122,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,0.000000,41.942301,26.544476,125.409128,405.711376,93.212528,661.154676,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,80.350906,0.000000,10.516476,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,8.907521,0.000000,0.000000,36.390055,1.164790,37.643498,0.000000,94.953067,8.010361,33.451935,13.349560,9.882516,335.155590,14.406000,30.896164,0,0,0,0,0

4,00:45-01:00,5.536226,136.121838,46.579236,45.061968,2.967636,5.142122,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,0.000000,41.942301,26.544476,125.409128,405.711376,93.212528,661.154676,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,80.350906,0.000000,10.516476,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,8.907521,0.000000,0.000000,36.390055,1.164790,37.643498,0.000000,94.953067,8.010361,33.451935,13.349560,9.882516,335.155590,13.637680,30.896164,0,0,0,0,0

5,01:00-01:15,5.536226,136.121838,46.579236,45.061968,2.967636,5.142122,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,0.000000,41.942301,26.544476,125.409128,405.711376,93.212528,661.154676,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,80.350906,0.000000,10.516476,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,8.907521,0.000000,0.000000,36.390055,1.164790,37.643498,0.000000,94.953067,8.010361,33.451935,13.349560,9.882516,335.155590,10.372320,30.896164,0,0,0,0,0

6,01:15-01:30,12.425751,136.121838,46.579236,45.061968,2.967636,5.142122,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,0.000000,41.942301,26.544476,125.409128,405.711376,93.212528,661.154676,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,80.350906,0.000000,10.516476,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,8.907521,0.000000,0.000000,36.390055,1.164790,37.643498,0.000000,94.953067,8.010361,33.451935,13.349560,9.882516,335.155590,11.025392,30.896164,0,0,0,0,0

7,01:30-01:45,12.425751,136.121838,46.579236,45.061968,2.967636,5.142122,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,0.000000,41.942301,26.544476,125.409128,405.711376,93.212528,661.154676,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,80.350906,0.000000,10.516476,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,9.807271,0.000000,0.000000,36.390055,1.164790,37.643498,0.000000,94.953067,8.010361,33.451935,13.349560,9.600158,335.155590,10.948560,30.896164,0,0,0,0,0

8,01:45-02:00,12.425751,136.121838,46.579236,45.061968,2.967636,5.142122,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,0.000000,41.942301,26.544476,125.409128,405.711376,93.212528,661.154676,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,80.350906,0.000000,10.516476,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,9.807271,0.000000,0.000000,36.390055,1.164790,37.643498,0.000000,94.953067,8.010361,33.451935,13.349560,9.600158,335.155590,10.228260,30.896164,0,0,0,0,0

9,02:00-02:15,12.425751,136.121838,46.579236,45.061968,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,0.000000,41.308437,25.919083,125.409128,385.475748,93.212528,620.776821,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,80.350906,0.000000,10.319786,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,9.807271,0.000000,0.000000,36.390055,1.164790,37.643498,0.000000,94.953067,8.010361,33.451935,13.349560,9.600158,335.155590,9.882516,30.896164,0,0,0,0,0

10,02:15-02:30,12.425751,136.121838,46.579236,45.061968,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,0.000000,41.308437,25.919083,125.409128,385.475748,93.212528,596.766821,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,80.350906,0.000000,10.319786,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,9.807271,0.000000,0.000000,36.390055,1.164790,37.643498,0.000000,94.953067,8.010361,33.451935,13.349560,9.600158,335.155590,11.399948,30.896164,0,0,0,0,0

11,02:30-02:45,12.425751,136.121838,46.579236,45.061968,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,0.000000,41.308437,25.919083,125.409128,385.475748,93.212528,596.766821,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,80.350906,0.000000,10.319786,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,9.807271,0.000000,0.000000,36.390055,1.164790,37.643498,0.000000,94.953067,8.010361,33.451935,13.349560,9.600158,335.155590,11.937772,30.896164,0,0,0,0,0

12,02:45-03:00,12.425751,136.121838,46.579236,45.061968,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,0.000000,41.308437,25.919083,125.409128,385.475748,93.212528,596.766821,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,80.350906,0.000000,10.319786,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,9.807271,0.000000,16.118602,36.390055,1.164790,37.643498,0.000000,94.953067,8.010361,33.451935,13.349560,9.600158,335.155590,14.223524,30.896164,0,0,0,0,0

13,03:00-03:15,12.425751,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,0.000000,41.308437,25.919083,125.409128,385.475748,93.212528,572.756821,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,77.002951,0.000000,10.319786,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,9.807271,0.000000,17.583929,36.390055,1.164790,37.643498,0.000000,94.953067,8.010361,33.451935,13.349560,9.600158,335.155590,14.406000,30.896164,0,0,0,0,0

14,03:15-03:30,12.425751,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,0.000000,41.308437,25.919083,125.409128,385.475748,93.212528,572.756821,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,77.002951,0.000000,10.319786,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,9.807271,0.000000,17.583929,36.390055,1.164790,37.643498,0.000000,94.953067,8.010361,33.451935,13.349560,9.600158,335.155590,14.406000,30.896164,0,0,0,0,0

15,03:30-03:45,12.425751,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,0.000000,41.308437,25.919083,125.409128,385.475748,93.212528,572.756821,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,77.002951,0.000000,10.319786,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,9.807271,0.000000,4.102917,36.390055,1.164790,37.643498,0.000000,94.953067,8.010361,33.451935,13.349560,9.600158,335.155590,14.406000,30.896164,0,0,0,0,0

16,03:45-04:00,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,0.000000,41.308437,25.919083,125.409128,385.475748,93.212528,572.756821,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,77.002951,0.000000,10.319786,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,9.807271,0.000000,4.102917,36.390055,1.164790,37.643498,0.000000,94.953067,8.010361,33.451935,13.349560,9.600158,335.155590,14.406000,30.896164,0,0,0,0,0

17,04:00-04:15,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,0.000000,41.308437,25.919083,125.409128,291.828296,93.212528,572.756821,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,77.002951,0.000000,10.319786,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,9.807271,0.000000,4.102917,36.390055,1.164790,37.643498,0.000000,94.953067,8.010361,33.451935,13.349560,9.600158,335.155590,14.406000,30.896164,0,0,0,0,0

18,04:15-04:30,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,13.493005,41.308437,25.919083,125.409128,291.828296,93.212528,572.756821,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,77.002951,0.000000,10.319786,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,9.807271,0.000000,4.102917,36.390055,1.164790,37.643498,0.000000,94.953067,8.010361,33.451935,13.349560,9.600158,335.155590,14.406000,30.896164,0,0,0,0,0

19,04:30-04:45,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,13.493005,41.308437,25.919083,125.409128,356.316852,93.212528,572.830580,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,77.002951,0.000000,10.319786,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,9.807271,0.000000,17.583929,36.390055,1.164790,37.643498,0.000000,103.353897,8.010361,33.451935,13.126555,9.317801,335.155590,14.406000,30.896164,0,0,0,0,0

20,04:45-05:00,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,13.493005,41.308437,25.919083,125.409128,356.316852,93.212528,572.830580,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,77.002951,0.000000,10.319786,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,9.807271,0.000000,17.583929,36.390055,1.164790,37.643498,0.000000,110.820556,8.010361,33.451935,13.126555,9.317801,335.155590,14.406000,30.896164,0,0,0,0,0

21,05:00-05:15,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,13.493005,41.867774,25.919083,125.409128,282.393009,93.212528,501.577736,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,77.002951,0.000000,10.319786,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,9.807271,0.000000,4.102917,36.390055,1.164790,37.643498,0.000000,115.856163,8.010361,33.451935,13.126555,9.317801,335.155590,14.406000,30.896164,0,0,0,0,0

22,05:15-05:30,11.564561,136.121838,46.579236,29.687885,1.642284,2.830492,65.298443,0.000000,0.000000,0.000000,41.812106,0.000000,0.000000,13.493005,41.867774,25.919083,125.409128,166.629400,93.212528,501.577736,47.671976,0.000000,6.262576,0.000000,172.835941,0.000000,77.002951,0.000000,10.319786,119.454552,6.478393,56.832057,0.000000,0.000000,0.000000,62.139056,9.807271,0.000000,7.326637,36.390055,1.164790,37.643498,0.000000,115.857854,8.010361,33.451935,13.126555,9.317801,335.155590,14.406000,30.896164,0,0,0,0,0

