Block,Time,BSIUL,CHAMERA1,KHSTPP-I,KISHANGANGA,KKNPPU2,KOLDAM,RAPPB,RIHAND3,SEWA2,TANDA2,DADRI_LF,KUDGI,MAPS,NLCEXP,PARBATI3,RAPPC,SALAL,UNCHAHAR1,ANTA_RF,DADRI_CRF,FSTPP I & II,NNTPP,NTPL,RSTPSU1TO6,URI2,AURY_GF,RIHAND1,SIMHST2,TALST2,UNCHAHAR2,UNCHAHAR3,URI,ANTA_GF,DADRT2,JHAJJAR,NAPP,NJPC,NLCTS2EXP,TelanganaSTPP,UNCHAHAR4,VALLURNTECL,AURY_CRF,AURY_RF,DADRI_RF,BRBCL,CHAMERA2,CHAMERA3,KGSU1AND2,KOTESHWR,NLCIIST2,RSTPSU7,SASAN,TALA,TEHRI,AURY_LF,DADRI_GF,KKNP,RAMPUR,RIHAND2,SINGRAULI_HYDRO,TANAKPUR,ANTA_CRF,DHAULIGNGA,DULHASTI,KGSU3AND4,KHSTPP-II,NLCIIST1,SIMHST1,SINGRAULI,ANTA_LF
64,15:45-16:00,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,20.91,20.56,41.16,0,20.8,0,0,0,4.57,0,45,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,46.78,0,0,0,0,0,70.05,65.76,20,2.4,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.76,0,0,16.48,0,125.88,0,0,133.5,0

65,16:00-16:15,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,20.91,20.56,40.11,0,20.8,0,0,0,4.57,0,45,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,46.78,0,0,0,0,0,70.05,65.76,20,2.4,0,0,8.87,0,0,418.77,0,14.93,0,0,0,0,118.76,0,5.76,0,0,32.96,0,125.88,0,0,133.5,0

66,16:15-16:30,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,20.91,20.56,40.11,0,20.8,0,0,0,4.57,0,45,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,46.78,0,0,0,0,0,70.05,65.76,20,2.4,0,0,8.87,0,0,418.77,0,30.87,0,0,0,0,118.76,0,5.76,0,0,32.96,0,125.88,0,0,133.5,0

67,16:30-16:45,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,40.11,0,20.8,0,0,0,4.57,0,45,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,46.78,0,0,0,0,0,70.05,65.76,20,2.4,0,0,8.87,0,0,418.77,0,30.87,0,0,0,0,118.76,0,5.76,0,0,32.96,0,125.88,0,0,133.5,0

68,16:45-17:00,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,40.11,0,20.8,0,0,0,4.57,0,45,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,46.78,0,0,0,0,0,70.05,65.76,20,2.4,0,0,8.87,0,0,418.77,0,46.31,0,0,0,0,118.76,0,5.13,0,0,32.96,0,125.88,0,0,133.5,0

69,17:00-17:15,0,11.85,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,40.11,0,20.8,0,0,0,4.57,0,45,0,0,21.19,26.39,0.66,0,341.57,653.01,42.08,70.17,0,0,0,0,0,70.05,65.76,20,2.4,0,0,8.87,0,0,418.77,0,46.31,0,0,0,0,118.76,0,5.13,0,9.13,32.96,0,125.88,0,0,133.5,0

70,17:15-17:30,1.1,27.17,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,40.11,0,20.8,0,0,0,4.57,0,45,0,0,21.19,26.39,0.66,0,341.57,653.01,42.08,93.56,0,0,0,0,0,70.05,65.76,20,8,9.68,0,8.87,0,0,418.77,0,46.31,0,0,0,0,118.76,0,5.13,0,18.27,32.96,0,125.88,0,0,133.5,0

71,17:30-17:45,6.52,42.15,44.92,0,0,0,0,124.32,5.27,0,21.92,0,0,0,0,52.29,12.78,20.56,40.11,0,20.8,0,0,0,4.57,0,45,0,0,21.19,26.39,35.33,0,341.57,653.01,42.08,116.95,0,0,0,0,0,70.05,65.76,20,13.17,19.36,0,8.87,0,0,418.77,0,62.24,0,0,0,0,118.76,0,5.13,0,27.4,32.96,0,125.88,0,0,133.5,0

72,17:45-18:00,19.56,42.15,44.92,0,0,0,0,124.32,10.54,0,21.92,0,0,0,0,52.29,12.78,20.56,40.11,0,20.8,0,0,0,4.57,0,45,0,0,21.19,26.39,35.33,0,341.57,653.01,42.08,140.34,0,0,0,0,0,70.05,65.76,20,39.51,29.06,0,9.86,0,0,418.77,0,62.24,0,0,0,0,118.76,0,5.13,0,36.55,49.43,0,125.88,0,0,133.5,0

73,18:00-18:15,19.56,42.15,44.92,0,0,0,0,124.32,10.54,0,21.92,0,0,0,0,52.29,13.95,20.56,40.63,0,20.8,0,0,0,4.57,0,45,0,0,21.19,26.39,1.66,0,341.57,653.01,42.08,140.34,0,0,0,0,0,70.05,65.76,20,39.51,29.06,0,9.86,0,0,418.77,0,62.24,0,0,0,0,118.76,0,5.13,0,36.55,49.43,0,125.88,0,0,133.5,0

74,18:15-18:30,19.56,42.15,44.92,0,0,0,0,124.32,10.54,0,21.92,0,0,0,0,52.29,69.72,20.56,40.63,0,20.8,0,0,0,4.57,0,45,0,0,21.19,26.39,0.66,0,341.57,653.01,42.08,140.34,0,0,0,0,0,70.05,65.76,20,39.51,29.06,0,9.86,0,0,418.77,0,62.24,0,0,0,0,118.76,0,11.92,0,36.55,49.43,0,125.88,0,0,133.5,0

75,18:30-18:45,19.56,42.15,44.92,0,0,0,0,124.32,10.54,0,21.92,0,0,0,0,52.29,69.72,18.27,40.63,0,20.8,0,0,0,4.57,0,45,0,0,21.19,26.39,0.66,0,341.57,653.01,42.08,140.34,0,0,0,0,0,70.05,65.76,20,39.51,29.06,0,9.86,0,0,418.77,0,62.24,0,0,0,0,118.76,0,5.13,0,36.55,49.43,0,125.88,0,0,133.5,0

76,18:45-19:00,19.56,42.15,44.92,0,0,0,0,124.32,10.54,0,21.92,0,0,0,2.55,52.29,69.72,16.56,40.95,0,20.8,0,0,0,4.57,0,45,0,0,21.19,26.39,0.66,0,341.57,653.01,42.08,140.34,0,0,0,0,0,70.05,65.76,20,39.51,29.06,0,9.86,0,0,418.77,0,62.24,0,0,0,0,118.76,0,5.13,0,36.55,49.43,0,125.88,0,0,133.5,0

77,19:00-19:15,19.56,42.15,44.92,0,0,0,0,124.32,10.54,0,21.92,0,0,0,6.36,52.29,69.72,16.56,41.16,0,20.8,0,0,0,4.57,0,45,0,0,21.19,26.39,0.66,0,341.57,653.01,42.08,140.34,0,0,0,0,0,70.05,65.76,20,39.51,29.06,0,9.86,0,0,418.77,0,62.24,0,0,0,0,118.76,0,11.92,0,36.55,49.43,0,125.88,0,0,133.5,0

78,19:15-19:30,19.56,42.15,44.92,0,0,0,0,124.32,10.54,0,21.92,0,0,0,33.1,52.29,13.95,16.56,41.16,0,20.8,0,0,0,4.57,0,45,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,140.34,0,0,0,0,0,70.05,65.76,20,39.51,29.06,0,9.86,0,0,418.77,0,62.24,0,0,0,0,118.76,0,5.76,0,36.55,49.43,0,125.88,0,0,133.5,0

79,19:30-19:45,3.3,42.15,44.92,0,0,0,0,124.32,5.27,0,21.92,0,0,0,33.1,52.29,12.78,16.56,41.16,0,20.8,0,0,0,4.57,0,45,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,116.95,0,0,0,0,0,70.05,65.76,20,4,19.36,0,8.87,0,0,418.77,0,62.24,0,0,0,0,118.76,0,5.76,0,27.4,32.96,0,125.88,0,0,133.5,0

80,19:45-20:00,0,27.17,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,33.1,52.29,12.78,16.56,41.16,0,20.8,0,0,0,4.57,0,45,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,93.56,0,0,0,0,0,70.05,65.76,20,2,9.68,0,8.87,0,0,418.77,0,62.24,0,0,0,0,118.76,0,5.76,0,18.27,32.96,0,125.88,0,0,133.5,0

81,20:00-20:15,0,11.85,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,33.1,52.29,2.33,16.56,41.16,0,20.8,0,0,0,4.57,0,45,0,0,21.19,26.39,35.33,0,341.57,654.31,42.08,93.56,0,0,0,0,0,70.16,65.76,20,2,0,0,8.87,0,0,418.77,0,62.24,0,0,0,0,118.76,0,5.76,0,9.13,32.96,0,125.88,0,0,133.5,0

82,20:15-20:30,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,33.1,52.29,2.33,16.56,41.16,0,20.8,0,0,0,4.57,0,45,0,0,21.19,26.39,35.33,0,341.57,654.31,42.08,93.56,0,0,0,0,0,70.16,65.76,20,2,0,0,8.87,0,0,418.77,0,46.69,0,0,0,0,118.76,0,5.76,0,9.13,32.96,0,125.88,0,0,133.5,0

83,20:30-20:45,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,33.1,52.29,2.33,18.27,41.16,0,20.8,0,0,0,4.57,0,45,0,0,21.19,26.39,1.66,0,341.57,654.31,42.08,70.17,0,0,0,0,0,70.16,65.76,20,2,0,0,8.87,0,0,418.77,0,46.31,0,0,0,0,118.76,0,5.76,0,9.13,32.96,0,125.88,0,0,139.68,0

84,20:45-21:00,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,5.09,52.29,2.33,19.41,41.16,0,20.8,0,0,0,4.57,0,45,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,70.17,0,0,0,0,0,70.16,65.76,20,2,0,0,8.87,0,0,418.77,0,46.31,0,0,0,0,118.76,0,5.76,0,9.13,32.96,0,125.88,0,0,139.68,0

85,21:00-21:15,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,2.55,52.29,2.33,16.56,41.16,0,20.8,0,0,0,4.57,0,45,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,70.17,0,0,0,0,0,70.16,65.76,20,2,0,0,8.87,0,0,418.77,0,30.87,0,0,0,0,118.76,0,5.76,0,9.13,32.96,0,125.88,0,0,139.68,0

86,21:15-21:30,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,2.33,16.56,41.16,0,20.8,0,0,0,4.57,0,45,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,46.78,0,0,0,0,0,70.16,65.76,20,2,0,0,8.87,0,0,418.77,0,30.87,0,0,0,0,118.76,0,5.76,0,9.13,32.96,0,125.88,0,0,139.68,0

87,21:30-21:45,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,2.33,16.56,41.16,0,20.8,0,0,0,4.57,0,45,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,46.78,0,0,0,0,0,70.16,65.76,20,2,0,0,8.87,0,0,418.77,0,30.87,0,0,0,0,118.76,0,5.76,0,9.13,32.96,0,140.56,0,0,139.68,0

88,21:45-22:00,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,2.33,16.56,41.16,0,20.8,0,0,0,4.57,0,45,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,23.39,0,0,0,0,0,70.16,65.76,20,2,0,0,8.87,0,0,418.77,0,15.44,0,0,0,0,118.76,0,5.76,0,9.13,32.96,0,140.56,0,0,139.68,0

89,22:00-22:15,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,2.33,16.56,41.68,0,20.8,0,0,0,4.57,0,45,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,23.39,0,0,0,0,0,70.16,65.76,20,2,0,0,8.87,0,0,418.77,0,15.44,0,0,0,0,118.76,0,5.76,0,9.13,16.48,0,140.56,0,0,139.68,0

90,22:15-22:30,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,2.33,18.27,41.68,0,20.8,0,0,0,18.83,0,45,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,0,0,0,0,0,0,70.16,65.76,20,2,0,0,8.87,0,0,418.77,0,14.93,0,0,0,0,118.76,0,5.76,0,9.13,16.48,0,140.56,0,0,139.68,0

91,22:30-22:45,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,19.41,41.68,0,20.8,0,0,0,18.83,0,45,0,0,21.19,26.39,35.33,0,341.57,654.31,42.08,0,0,0,0,0,0,70.16,65.76,20,2,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.76,0,9.13,16.48,0,140.56,0,0,139.68,0

92,22:45-23:00,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,41.68,0,20.8,0,0,0,18.83,0,45,0,0,21.19,26.39,35.33,0,341.57,654.31,42.08,0,0,0,0,0,0,70.16,65.76,20,2,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.76,0,9.13,16.48,0,140.56,0,0,139.68,0

93,23:00-23:15,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,42.74,0,20.8,0,0,0,18.83,0,45,0,0,21.19,26.39,1.66,0,341.57,654.31,42.08,0,0,0,0,0,0,70.16,65.76,20,2,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.76,0,9.13,16.48,0,140.56,0,0,139.68,0

94,23:15-23:30,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,42.74,0,20.8,0,0,0,10.76,0,45,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,0,0,0,0,0,0,70.16,65.76,20,2,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.76,0,9.13,16.48,0,140.56,0,0,139.68,0

95,23:30-23:45,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,42.74,0,20.8,0,0,0,10.76,0,45,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,0,0,0,0,0,0,70.16,65.76,20,2,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.76,0,9.13,16.48,0,140.56,0,0,139.68,0

96,23:45-24:00,0,0,44.92,0,0,0,0,124.32,0,0,21.92,0,0,0,0,52.29,12.78,20.56,42.74,0,20.8,0,0,0,4.57,0,45,0,0,21.19,26.39,0.66,0,341.57,654.31,42.08,0,0,0,0,0,0,70.16,65.76,20,2,0,0,8.87,0,0,418.77,0,0,0,0,0,0,118.76,0,5.76,0,9.13,16.48,0,140.56,0,0,139.68,0

