Block,Time Block,JHAJJAR,BSIUL,CHAMERA3,DHAULIGNGA,CHAMERA2,FSTPP I & II,DULHASTI,DADRT2,CHAMERA1,BRBCL,DADRI_LF,DADRI_RF,SASAN,TEHRI,TANDA2,SIMHST1,SINGRAULI_HYDRO,RSTPSU7,SALAL,SEWA2,SIMHST2,TALST2,SINGRAULI,TANAKPUR,TEHRIPSP,TelanganaSTPP,TALA,UNCHAHAR2,UNCHAHAR1,ANTA_CRF,ANTA_RF,AURY_LF,URI,ANTA_LF,AURY_GF,DADRI_CRF,UNCHAHAR4,VALLURNTECL,ANTA_GF,AURY_CRF,DADRI_GF,AURY_RF,URI2,UNCHAHAR3,NAPP,KUDGI,NJPC,NLCEXP,MAPS,RIHAND1,RAPPB,RSTPSU1TO6,NLCIIST1,RAPPD,NLCIIST2,RAMPUR,RIHAND3,NLCTS2EXP,RAPPC,NNTPP,NTPL,PARBATI3,RIHAND2,PARBATI2,KGSU1AND2,KGSU3AND4,KHSTPP-I,KKNP,KHSTPP-II,KISHANGANGA,KOTESHWR,KKNPPU2,KOLDAM,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,230.35,12.52,32.58,40.75,45.23,9.76,51.71,4.94,40.46,21.12,0,0,373.4,54.39,1.58,0,0,0,79.18,17.6,0,0,60.05,11.43,0,0,21.81,28.79,12.86,0,0,0,29.67,0,0,0,0.59,0,0,0,0,0,26.93,15.44,23.02,0,168.72,0,0,25.95,0,0,0,22.73,0,5.44,69.07,0,62.79,0,0,35.68,66.13,48.62,0,0,29.73,0,60.98,4.45,19.47,0,8.27,0,0,0,0,0

54,13:15-13:30,230.35,12.52,32.58,40.75,45.23,9.76,51.71,4.94,40.46,18.39,0,0,373.39,54.39,1.58,0,0,0,79.18,17.6,0,0,60.05,11.43,0,0,21.81,28.79,12.86,0,0,0,29.67,0,0,0,0.59,0,0,0,0,0,26.93,15.44,23.02,0,168.72,0,0,25.95,0,0,0,22.73,0,5.44,69.07,0,62.79,0,0,35.68,66.13,48.62,0,0,29.73,0,60.98,4.45,19.47,0,8.27,0,0,0,0,0

55,13:30-13:45,230.35,12.52,32.58,40.75,45.23,9.76,51.71,4.94,40.46,22.08,0,0,375.38,54.39,1.58,0,0,0,79.18,17.6,0,0,60.23,11.43,0,0,21.81,28.79,12.86,0,0,0,33.91,0,0,0,0.59,0,0,0,0,0,26.93,15.44,23.02,0,168.72,0,0,27.99,0,0,0,22.73,0,5.44,70.21,0,62.79,0,0,35.68,81.74,48.62,0,0,29.73,0,60.98,4.45,29.21,0,8.27,0,0,0,0,0

56,13:45-14:00,230.35,12.52,32.58,40.75,45.23,9.76,51.71,4.94,40.46,23.04,0,0,375.38,72.52,1.58,0,0,0,79.18,17.6,0,0,72.55,11.43,0,0,21.81,28.79,12.86,0,0,0,33.91,0,0,0,0.59,0,0,0,0,0,26.93,15.44,23.02,0,168.72,0,0,28.45,0,0,0,22.73,0,5.44,70.21,0,62.79,0,0,35.68,81.74,48.62,0,0,29.73,0,60.98,4.45,42.19,0,8.27,0,0,0,0,0

57,14:00-14:15,230.35,12.52,32.58,40.75,45.23,9.76,51.71,4.94,40.46,23.04,0,0,373.39,72.52,1.58,0,0,0,79.18,17.6,0,0,60.23,11.43,0,0,21.81,28.79,12.86,0,0,0,33.91,0,0,0,0.59,0,0,0,0,0,26.93,15.44,23.02,0,168.72,0,0,25.95,0,0,0,22.73,0,5.44,69.21,0,62.79,0,0,35.68,66.13,48.62,0,0,29.73,0,60.98,4.45,42.19,0,8.27,0,0,0,0,0

58,14:15-14:30,230.35,12.52,32.58,40.75,45.23,9.76,51.71,4.94,40.46,21.12,0,0,390.19,72.52,1.58,0,0,0,79.18,17.6,0,0,78.67,11.43,0,0,21.81,28.79,12.86,0,0,0,33.91,0,0,0,0.59,0,0,0,0,0,26.93,15.44,23.02,0,168.72,0,0,25.95,0,0,0,22.73,0,5.44,92.24,0,62.79,0,0,35.68,80.29,48.62,0,0,29.73,0,60.98,4.45,42.19,0,8.27,0,0,0,0,0

59,14:30-14:45,230.35,12.52,32.58,40.75,45.23,9.76,51.71,4.94,40.46,21.12,0,0,390.19,72.52,1.58,0,0,0,79.18,17.6,0,0,78.67,11.43,0,0,21.5,28.79,12.51,0,0,0,33.91,0,0,0,0.59,0,0,0,0,0,26.93,15.44,23.02,0,168.72,0,0,25.95,0,0,0,22.73,0,5.44,92.24,0,62.79,0,0,35.68,96.03,47.28,0,0,29.73,0,58.18,4.45,42.19,0,8.27,0,0,0,0,0

60,14:45-15:00,230.35,12.52,32.58,40.75,45.23,9.76,51.71,4.94,40.46,20.16,0,0,390.19,72.52,1.58,0,0,0,79.18,17.6,0,0,73.19,11.43,0,0,21.5,28.79,12.86,0,0,0,33.91,0,0,0,0.59,0,0,0,0,0,26.93,15.44,23.02,0,168.72,0,0,28.45,0,0,0,22.73,0,5.44,92.24,0,62.79,0,0,35.68,96.03,47.28,0,0,29.73,0,58.18,4.45,42.19,0,8.27,0,0,0,0,0

61,15:00-15:15,230.35,12.52,32.58,40.75,45.23,9.76,51.71,4.94,40.46,21.12,0,0,390.19,72.52,1.58,0,0,0,79.18,17.6,0,0,72.24,11.43,0,0,21.5,28.79,12.86,0,0,0,36.02,0,0,0,0.59,0,0,0,0,0,26.93,15.44,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,35.68,120.23,47.28,0,0,29.73,0,56.07,4.45,42.19,0,8.27,0,0,0,0,0

62,15:15-15:30,230.35,12.52,32.58,40.75,45.23,9.76,51.71,4.94,40.46,22.08,0,0,390.19,72.52,1.58,0,0,0,79.18,17.6,0,0,108.27,11.43,0,0,21.5,28.79,12.86,0,0,0,36.02,0,0,0,0.59,0,0,0,0,0,26.93,15.44,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,35.68,120.23,47.28,0,0,29.73,0,60.47,4.45,42.19,0,8.27,0,0,0,0,0

63,15:30-15:45,230.35,12.52,32.58,40.75,45.23,9.76,51.71,4.94,40.46,23.99,0,0,390.19,72.52,2.51,0,0,0,79.18,17.6,0,0,108.27,11.43,0,0,21.5,28.79,11.86,0,0,0,36.02,0,0,0,0.59,0,0,0,0,0,24.69,15.44,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,35.68,120.23,47.28,0,0,38.36,0,81.03,4.45,42.19,0,8.27,0,0,0,0,0

64,15:45-16:00,230.35,12.52,32.58,40.75,45.23,9.76,51.71,4.94,40.46,23.99,0,0,390.19,72.52,2.51,0,0,0,79.18,17.6,0,0,108.27,11.43,0,0,21.5,28.79,11.86,0,0,0,36.02,0,0,0,0.59,0,0,0,0,0,24.69,15.44,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,35.68,120.23,47.28,0,0,38.36,0,81.03,4.45,42.19,0,8.27,0,0,0,0,0

65,16:00-16:15,230.35,12.52,32.58,40.75,45.23,13.49,51.71,4.94,40.46,23.99,0,0,390.19,72.52,2.51,0,0,0,79.18,17.6,0,0,108.27,11.43,0,0,21.5,28.79,11.83,0,0,0,33.91,0,0,0,1.46,0,0,0,0,0,24.69,15.44,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,35.68,120.23,47.28,0,0,38.36,0,80.57,4.45,42.19,0,8.27,0,0,0,0,0

66,16:15-16:30,230.35,12.52,32.58,40.75,45.23,13.49,51.71,4.94,40.46,23.04,0,0,390.19,72.52,2.51,0,0,0,79.18,17.6,0,0,108.27,11.43,0,0,21.5,28.79,11.83,0,0,0,33.91,0,0,0,1.46,0,0,0,0,0,24.69,15.44,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,35.68,120.23,47.28,0,0,38.36,0,80.57,4.45,42.19,0,8.27,0,0,0,0,0

67,16:30-16:45,230.35,12.52,32.58,40.75,45.23,13.49,51.71,4.94,40.46,18.94,0,0,390.19,72.52,2.51,0,0,0,79.18,17.6,0,0,108.27,11.43,0,0,18.94,28.79,11.83,0,0,0,33.91,0,0,0,1.46,0,0,0,0,0,24.69,15.44,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,35.68,120.23,47.28,0,0,43.7,0,93.62,4.45,42.19,0,8.27,0,0,0,0,0

68,16:45-17:00,230.35,12.52,32.58,40.75,45.23,13.49,51.71,4.94,40.46,18.37,0,0,390.19,72.52,2.51,0,0,0,79.18,17.6,0,0,108.27,11.43,0,0,18.9,28.79,11.83,0,0,0,33.91,0,0,0,1.46,0,0,0,0,0,24.69,15.44,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,35.68,120.23,47.28,0,0,43.7,0,93.62,4.45,42.19,0,8.27,0,0,0,0,0

69,17:00-17:15,239.58,12.52,32.58,40.75,45.23,13.49,51.71,4.94,40.46,23.04,0,0,390.19,72.52,2.51,0,0,0,79.18,17.6,0,0,108.27,11.43,0,0,18.74,31.73,14.44,0,0,0,33.91,0,0,0,1.46,0,0,0,0,0,24.69,18.87,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,35.68,120.23,47.28,0,0,43.7,0,93.62,4.45,42.19,0,8.27,0,0,0,0,0

70,17:15-17:30,239.58,12.52,32.58,40.75,45.23,13.49,51.71,4.94,40.46,23.99,0,0,390.19,72.52,2.51,0,0,0,79.18,17.6,0,0,108.27,11.43,0,0,18.74,31.73,14.44,0,0,0,33.91,0,0,0,1.46,0,0,0,0,0,24.69,18.87,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,35.68,120.23,47.28,0,0,43.7,0,93.62,4.45,42.19,0,8.27,0,0,0,0,0

71,17:30-17:45,239.58,6.26,32.58,40.75,45.23,13.49,51.71,4.94,40.46,23.04,0,0,390.19,72.52,2.51,0,0,0,79.18,17.6,0,0,108.27,11.43,0,0,18.6,31.73,14.44,0,0,0,36.02,0,0,0,1.46,0,0,0,0,0,24.69,18.87,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,54.22,120.23,47.28,0,0,43.7,0,93.62,4.45,42.19,0,8.27,0,0,0,0,0

72,17:45-18:00,239.58,6.26,32.58,40.75,45.23,16.32,51.71,4.94,40.46,23.04,0,0,390.19,72.52,2.51,0,0,0,79.18,17.6,0,0,108.27,11.43,0,0,18.46,31.73,14.44,0,0,0,36.02,0,0,0,1.46,0,0,0,0,0,24.69,18.87,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,54.22,120.23,47.28,0,0,43.7,0,93.62,4.45,42.19,0,8.27,0,0,0,0,0

73,18:00-18:15,239.58,6.26,32.58,40.75,45.23,16.32,51.71,66.99,40.46,22.08,0,0,390.19,72.52,2.93,0,0,0,79.18,17.6,0,0,108.27,11.43,0,0,18.17,31.73,14.44,0,0,0,36.02,0,0,0,1.46,0,0,0,0,0,26.93,18.87,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,54.22,120.23,47.28,0,0,43.7,0,93.62,4.45,42.19,0,8.27,0,0,0,0,0

74,18:15-18:30,239.58,6.26,32.58,40.75,45.23,16.32,51.71,139.31,40.46,20.16,0,0,390.19,72.52,2.93,0,0,0,79.18,17.6,0,0,108.27,11.43,0,0,18.06,31.73,14.44,0,0,0,36.02,0,0,0,1.1,0,0,0,0,0,26.93,18.87,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,54.22,120.23,47.28,0,0,43.7,0,93.62,4.45,42.19,0,8.27,0,0,0,0,0

75,18:30-18:45,239.58,12.52,32.58,40.75,45.23,18.68,51.71,196.9,40.46,18.33,0,0,390.19,72.52,2.93,0,0,0,79.18,17.6,0,0,108.27,11.43,0,0,17.58,31.73,14.44,0,0,0,36.02,0,0,0,1.46,0,0,0,0,0,26.93,18.87,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,54.22,120.23,48.62,0,0,43.7,0,93.62,6.68,42.19,0,8.27,0,0,0,0,0

76,18:45-19:00,239.58,19.64,34.26,43.01,47.6,18.68,55.35,196.9,40.65,18.29,0,0,390.19,73.12,2.93,0,0,0,79.18,17.6,0,0,108.27,11.43,0,0,17.44,31.73,14.44,0,0,0,36.02,0,0,0,1.46,0,0,0,0,0,26.93,18.87,23.02,0,170.31,0,0,45.38,0,0,0,22.73,0,5.61,125.58,0,62.79,0,0,55.65,120.23,54.03,0,0,43.7,0,93.62,6.89,42.85,0,8.27,0,0,0,0,0

77,19:00-19:15,239.58,19.64,34.26,43.01,47.6,18.68,55.35,216.1,40.65,17.62,0,0,390.19,73.12,2.93,0,0,0,79.18,17.6,0,0,108.27,11.43,0,0,17.44,31.87,14.28,0,0,0,50.26,0,0,0,1.55,0,0,0,0,0,26.93,18.61,23.02,0,170.31,0,0,45.38,0,0,0,22.73,0,5.61,125.58,0,62.79,0,0,55.65,120.23,54.03,0,0,43.7,0,93.62,6.89,42.85,0,8.27,0,0,0,0,0

78,19:15-19:30,297.16,19.64,34.26,43.01,47.6,18.68,55.35,216.1,40.65,18.21,0,0,390.19,73.12,2.93,0,0,0,79.18,17.6,0,0,108.27,11.43,0,0,17.58,37.13,16.93,0,0,0,50.26,0,0,0,1.55,0,0,0,0,0,26.93,21.94,23.02,0,170.31,0,0,45.38,0,0,0,22.73,0,5.61,125.58,0,62.79,0,0,55.65,120.23,54.03,0,0,43.7,0,93.62,6.89,42.85,0,8.27,0,0,0,0,0

79,19:30-19:45,343.11,19.64,34.26,43.01,47.6,18.68,55.35,216.1,40.65,22.08,0,0,390.19,73.12,2.93,0,0,0,79.18,17.6,0,0,108.27,11.43,0,0,17.86,41.65,19.99,0,0,0,50.26,0,0,0,1.55,0,0,0,0,0,26.93,25.36,23.02,0,170.31,0,0,45.38,0,0,0,22.73,0,5.61,125.58,0,62.79,0,0,55.65,120.23,54.03,0,0,43.7,0,93.62,6.89,42.85,0,8.27,0,0,0,0,0

80,19:45-20:00,343.11,19.64,34.26,43.01,47.6,18.68,55.35,216.1,40.65,23.99,0,0,390.19,73.12,2.93,0,0,0,79.18,17.6,0,0,108.27,11.43,0,0,17.86,41.65,19.99,0,0,0,36.02,0,0,0,1.55,0,0,0,0,0,26.93,25.36,23.02,0,170.31,0,0,45.38,0,0,0,22.73,0,5.61,125.58,0,62.79,0,0,55.65,120.23,54.03,0,0,43.7,0,93.62,6.89,42.85,0,8.27,0,0,0,0,0

81,20:00-20:15,343.11,19.64,34.26,43.01,47.6,18.68,55.35,148.91,40.65,23.99,0,0,390.19,73.12,2.93,0,0,0,79.18,17.6,0,0,108.27,11.43,85.03,0,18.01,41.65,19.99,0,0,0,36.02,0,0,0,1.55,0,0,0,0,0,26.93,25.36,23.02,0,170.31,0,0,45.38,0,0,0,22.73,0,5.61,125.58,0,62.79,0,0,55.65,120.23,54.03,0,0,43.7,0,93.62,6.89,42.85,0,8.27,0,0,0,0,0

82,20:15-20:30,343.11,19.64,34.26,43.01,47.6,18.68,55.35,148.91,40.65,23.99,0,0,390.19,73.12,2.93,0,0,0,79.18,17.6,0,0,108.27,11.43,170.06,0,18.01,41.65,19.99,0,0,0,36.02,0,0,0,1.55,0,0,0,0,0,26.93,25.36,23.02,0,170.31,0,0,45.38,0,0,0,22.73,0,5.61,125.58,0,62.79,0,0,55.65,120.23,54.03,0,0,43.7,0,93.62,6.89,42.85,0,8.27,0,0,0,0,0

83,20:30-20:45,343.11,19.64,34.26,43.01,47.6,18.68,55.35,148.91,40.65,23.99,0,0,390.19,73.12,2.93,0,0,0,79.18,17.6,0,0,108.27,11.43,170.06,0,18.28,41.65,19.99,0,0,0,36.02,0,0,0,1.55,0,0,0,0,0,26.93,25.36,23.02,0,170.31,0,0,45.38,0,0,0,22.73,0,5.61,125.58,0,62.79,0,0,55.65,120.23,54.03,0,0,43.7,0,93.62,6.89,42.85,0,8.27,0,0,0,0,0

84,20:45-21:00,343.16,18.77,32.58,40.75,45.23,18.68,51.71,148.91,40.46,23.99,0,0,390.19,73.12,2.93,0,0,0,79.18,17.6,0,0,108.27,11.43,170.06,0,18.28,41.65,19.99,0,0,0,40.26,0,0,0,1.55,0,0,0,0,0,26.93,25.36,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,54.94,120.23,47.28,0,0,43.7,0,93.62,6.68,42.19,0,8.27,0,0,0,0,0

85,21:00-21:15,405.62,18.77,32.58,40.75,45.23,16.68,51.71,148.91,40.46,23.04,0,0,390.19,73.12,2.93,0,0,0,79.18,17.6,0,0,108.27,11.43,170.06,0,18.42,41.65,19.99,0,0,0,40.26,0,0,0,1.31,0,0,0,0,0,26.93,25.36,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,54.94,120.23,47.28,0,0,43.7,0,93.62,6.68,42.19,0,8.27,0,0,0,0,0

86,21:15-21:30,392.74,18.77,32.58,40.75,45.23,16.68,51.71,148.91,40.46,23.99,0,0,390.19,73.12,2.93,0,0,0,79.18,17.6,0,0,108.27,11.43,170.06,0,18.42,41.65,19.99,0,0,0,40.26,0,0,0,1.31,0,0,0,0,0,26.93,25.36,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,54.94,120.23,47.28,0,0,43.7,0,93.62,6.68,42.19,0,8.27,0,0,0,0,0

87,21:30-21:45,414.26,19.64,34.26,43.01,47.6,16.68,55.35,218.5,40.65,23.99,0,0,390.19,73.12,2.93,0,0,0,79.18,17.6,0,0,108.27,11.43,170.06,0,18.57,41.65,19.99,0,0,0,40.26,0,0,0,1.31,0,0,0,0,0,26.93,25.36,23.02,0,170.31,0,0,45.38,0,0,0,22.73,0,5.61,125.58,0,62.79,0,0,55.65,120.23,54.03,0,0,43.7,0,93.62,6.89,42.85,0,8.27,0,0,0,0,0

88,21:45-22:00,414.26,19.64,34.26,43.01,47.6,16.68,55.35,304.4,40.65,21.12,0,0,390.19,73.12,2.93,0,0,0,79.18,17.6,0,0,108.27,11.43,170.06,0,18.57,41.65,19.99,0,0,0,40.26,0,0,0,1.31,0,0,0,0,0,26.93,25.36,23.02,0,170.31,0,0,45.38,0,0,0,22.73,0,5.61,125.58,0,62.79,0,0,55.65,120.23,54.03,0,0,43.7,0,93.62,6.89,42.85,0,8.27,0,0,0,0,0

89,22:00-22:15,414.26,19.64,34.26,43.01,47.6,16.68,55.35,307.93,40.65,23.04,0,0,390.19,73.12,2.93,0,0,0,79.18,17.6,0,0,108.27,11.43,170.06,0,18.72,41.65,19.99,0,0,0,40.26,0,0,0,1.31,0,0,0,0,0,26.93,25.36,23.02,0,170.31,0,0,45.38,0,0,0,22.73,0,5.61,125.58,0,62.79,0,0,55.65,120.23,54.03,0,0,43.7,0,93.62,6.89,42.85,0,8.27,0,0,0,0,0

90,22:15-22:30,414.26,19.64,34.26,43.01,47.6,16.68,55.35,324.56,40.65,19.19,0,0,390.19,73.12,2.93,0,0,0,79.18,17.6,0,0,108.27,11.43,170.06,0,18.72,41.65,19.99,0,0,0,40.26,0,0,0,1.31,0,0,0,0,0,26.93,25.36,23.02,0,170.31,0,0,45.38,0,0,0,22.73,0,5.61,125.58,0,62.79,0,0,55.65,120.23,54.03,0,0,43.7,0,93.62,6.89,42.85,0,8.27,0,0,0,0,0

91,22:30-22:45,414.26,18.77,32.58,40.75,45.23,16.68,51.71,340.97,40.46,20.33,0,0,390.19,73.12,2.93,0,0,0,79.18,17.6,0,0,108.27,11.43,170.06,0,18.85,41.65,20.38,0,0,0,40.26,0,0,0,1.31,0,0,0,0,0,26.93,25.36,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,54.94,120.23,47.28,0,0,43.7,0,93.62,4.45,42.19,0,8.27,0,0,0,0,0

92,22:45-23:00,414.26,18.77,32.58,40.75,45.23,16.68,51.71,358.15,40.46,21.12,0,0,390.19,73.12,2.93,0,0,0,79.18,17.6,0,0,108.27,11.43,170.06,0,18.85,41.65,20.38,0,0,0,40.26,0,0,0,1.31,0,0,0,0,0,26.93,25.36,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,54.94,120.23,47.28,0,0,43.7,0,93.62,4.45,42.19,0,8.27,0,0,0,0,0

93,23:00-23:15,356.67,18.77,32.58,40.75,45.23,18.19,51.71,370.63,40.46,23.99,0,0,390.19,73.12,2.93,0,0,0,79.18,17.6,0,0,108.27,11.43,85.03,0,18.98,41.86,20.38,0,0,0,38.15,0,0,0,1.31,0,0,0,0,0,26.93,25.91,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,54.94,120.23,47.28,0,0,43.7,0,93.62,4.45,42.19,0,8.27,0,0,0,0,0

94,23:15-23:30,327.88,18.77,32.58,40.75,45.23,18.68,51.71,370.63,40.46,18.93,0,0,390.19,73.12,2.93,0,0,0,79.18,17.6,0,0,108.27,11.43,0,0,18.98,41.86,20.38,0,0,0,38.15,0,0,0,1.31,0,0,0,0,0,26.93,25.91,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,54.94,120.23,47.28,0,0,43.7,0,93.62,4.45,42.19,0,8.27,0,0,0,0,0

95,23:30-23:45,327.88,18.77,32.58,40.75,45.23,18.68,51.71,370.63,40.46,18.77,0,0,390.19,73.12,2.93,0,0,0,79.18,17.6,0,0,108.27,11.43,0,0,18.98,41.86,20.38,0,0,0,38.15,0,0,0,1.31,0,0,0,0,0,26.93,25.91,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,54.94,120.23,47.28,0,0,43.7,0,93.62,4.45,42.19,0,8.27,0,0,0,0,0

96,23:45-24:00,320.2,18.77,32.58,40.75,45.23,18.68,51.71,303.44,40.46,21.12,0,0,390.19,73.12,2.93,0,0,0,79.18,17.6,0,0,108.27,11.43,0,0,18.98,41.86,20.38,0,0,0,38.15,0,0,0,1.31,0,0,0,0,0,26.93,25.91,23.02,0,168.72,0,0,45.38,0,0,0,22.73,0,5.44,125.58,0,62.79,0,0,54.94,120.23,47.28,0,0,43.7,0,93.62,4.45,42.19,0,8.27,0,0,0,0,0

