Block,Time,TANDA2,ANTA_CRF,DULHASTI,RAPPC,ANTA_RF,SALAL,BSIUL,SEWA2,DHAULIGNGA,SINGRAULI_HYDRO,SINGRAULI,TEHRI,RAMPUR,UNCHAHAR3,CHAMERA1,DADRI_LF,DADRI_RF,UNCHAHAR4,AURY_CRF,URI2,CHAMERA3,NJPC,URI,PARBATI3,ANTA_GF,TANAKPUR,AURY_GF,RIHAND1,JHAJJAR,ANTA_LF,KOTESHWR,AURY_RF,RAPPB,RIHAND3,AURY_LF,DADRI_CRF,NAPP,UNCHAHAR2,CHAMERA2,KOLDAM,DADRT2,UNCHAHAR1,RIHAND2,KISHANGANGA,DADRI_GF,BRBCL,TALA,FSTPP I & II,KHSTPP-II,KHSTPP-I,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,5.032708,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,1.126465,126.047089,66.618165,6.497280,26.621866,40.597031,0.000000,0.000000,2.976288,0.000000,16.930568,33.549463,173.339836,30.837811,4.114879,0.000000,10.487803,0.000000,93.484284,377.650300,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,42.064581,46.715035,9.835863,663.371201,20.531401,119.802816,8.033715,0.000000,14.448000,9.628147,13.120710,137.919163,30.986240,336.132720,0,0,0,0,0

7,01:30-01:45,5.032708,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,1.126465,126.047089,66.618165,6.497280,26.621866,40.597031,0.000000,0.000000,2.976288,0.000000,16.930568,33.549463,173.339836,30.837811,4.114879,0.000000,10.487803,0.000000,93.484284,291.435424,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,42.625549,46.715035,9.835863,592.877629,20.531401,119.802816,8.033715,0.000000,14.419104,9.628147,13.120710,137.919163,30.986240,336.132720,0,0,0,0,0

8,01:45-02:00,5.032708,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,1.126465,126.047089,66.618165,6.497280,23.735463,40.597031,0.000000,0.000000,2.274597,0.000000,16.930568,33.549463,173.339836,30.837811,4.114879,0.000000,10.487803,0.000000,93.484284,248.822108,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,42.625549,46.715035,9.835863,592.877629,18.395964,119.802816,8.033715,0.000000,12.945408,9.628147,13.120710,137.919163,30.986240,336.132720,0,0,0,0,0

9,02:00-02:15,3.329276,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,1.126465,126.047089,66.618165,6.497280,26.341401,40.597031,0.000000,0.000000,1.435168,0.000000,16.930568,33.549463,173.339836,30.837811,0.000000,0.000000,10.487803,0.000000,93.484284,258.802015,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,41.410183,46.715035,9.835863,647.904304,20.531401,119.802816,8.033715,0.000000,13.070624,9.628147,13.120710,142.278778,30.986240,336.132720,0,0,0,0,0

10,02:15-02:30,3.329276,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,1.126465,126.047089,66.618165,6.497280,26.341401,40.597031,0.000000,0.000000,1.435168,0.000000,16.930568,33.549463,173.339836,30.837811,0.000000,0.000000,10.487803,0.000000,93.484284,229.906015,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,42.625549,46.715035,9.835863,662.139607,20.531401,119.802816,8.033715,0.000000,11.808832,9.628147,13.120710,142.844848,30.986240,336.132720,0,0,0,0,0

11,02:30-02:45,3.329276,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,1.126465,126.047089,66.618165,6.497280,26.341401,40.597031,0.000000,0.000000,1.435168,0.000000,16.930568,33.549463,173.339836,37.218048,0.000000,0.000000,10.487803,0.000000,93.484284,210.642015,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,42.625549,46.715035,9.835863,662.139607,21.101718,119.802816,8.033715,0.000000,12.829824,9.344966,13.120710,142.844848,30.986240,336.132720,0,0,0,0,0

12,02:45-03:00,3.329276,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,1.126465,126.047089,66.618165,6.497280,22.839398,40.597031,0.000000,0.000000,2.274597,0.000000,16.930568,33.549463,173.339836,37.218048,0.000000,0.000000,10.487803,0.000000,93.484284,152.850015,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,42.625549,46.715035,9.835863,658.078178,18.297814,119.802816,8.033715,0.000000,13.600384,9.344966,13.120710,142.844848,30.986240,336.132720,0,0,0,0,0

13,03:00-03:15,3.329276,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,1.126465,126.047089,66.618165,6.497280,20.088981,40.597031,0.000000,0.000000,1.420718,0.000000,16.930568,33.549463,173.339836,27.116006,18.369994,0.000000,8.883786,0.000000,93.484284,123.606108,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,42.625549,46.715035,9.835863,587.580800,15.913124,119.802816,8.033715,0.000000,14.448000,9.344966,13.120710,142.844848,30.986240,336.132720,0,0,0,0,0

14,03:15-03:30,3.329276,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,1.126465,126.047089,66.618165,6.497280,20.088981,40.597031,0.000000,0.000000,1.435168,0.000000,16.930568,33.549463,173.339836,27.116006,18.369994,0.000000,8.883786,0.000000,93.484284,123.606108,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,42.625549,46.715035,9.835863,587.580800,15.913124,119.802816,8.033715,0.000000,14.448000,9.344966,13.120710,142.844848,30.986240,336.132720,0,0,0,0,0

15,03:30-03:45,3.329276,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,0.750977,126.047089,66.618165,6.497280,20.088981,40.597031,0.000000,0.000000,1.435168,0.000000,16.930568,33.549463,173.339836,27.116006,18.369994,0.000000,8.883786,0.000000,93.484284,123.606108,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,42.625549,46.715035,9.835863,587.580800,15.913124,119.802816,8.033715,0.000000,14.448000,9.628147,13.120710,142.844848,30.986240,336.132720,0,0,0,0,0

16,03:45-04:00,3.329276,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,0.750977,126.047089,66.618165,6.497280,20.088981,40.597031,0.000000,0.000000,2.274597,0.000000,16.930568,33.549463,173.339836,30.837811,18.369994,0.000000,8.883786,0.000000,93.484284,123.606108,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,42.625549,46.715035,9.835863,587.580800,15.913124,119.802816,8.033715,0.000000,14.448000,9.628147,13.120710,142.844848,30.986240,336.132720,0,0,0,0,0

17,04:00-04:15,3.329276,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,0.750977,126.047089,66.618165,6.497280,22.839398,40.597031,0.000000,0.000000,1.414652,0.000000,16.930568,33.549463,173.339836,30.837811,22.043993,0.000000,10.857961,0.000000,93.430400,123.606108,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,41.410183,46.715035,9.835863,587.580800,18.297814,119.802816,8.033715,0.000000,14.448000,9.628147,13.120710,142.844848,30.986240,336.132720,0,0,0,0,0

18,04:15-04:30,3.329276,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,0.750977,126.047089,66.618165,6.497280,22.839398,40.597031,0.000000,0.000000,1.435168,0.000000,16.930568,33.549463,173.339836,30.837811,22.043993,0.000000,10.857961,0.000000,93.430400,123.606108,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,41.410183,46.715035,9.835863,587.580800,18.297814,119.802816,8.033715,0.000000,14.448000,9.628147,13.120710,142.844848,30.986240,336.132720,0,0,0,0,0

19,04:30-04:45,3.329276,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,0.750977,126.047089,66.618165,6.497280,22.839398,40.597031,0.000000,0.000000,1.435168,0.000000,16.930568,33.549463,173.339836,30.837811,22.043993,0.000000,10.857961,0.000000,93.430400,116.778368,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,41.410183,46.715035,9.835863,556.498432,18.297814,119.802816,8.033715,0.000000,14.448000,9.628147,13.120710,142.844848,30.986240,336.132720,0,0,0,0,0

20,04:45-05:00,3.329276,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,0.750977,126.047089,66.618165,6.497280,22.839398,40.597031,0.000000,0.000000,1.435168,0.000000,16.930568,33.549463,173.339836,30.837811,22.043993,0.000000,10.857961,0.000000,93.430400,116.778368,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,41.410183,46.715035,9.835863,508.338432,18.297814,119.802816,8.033715,0.000000,14.448000,9.628147,13.120710,142.844848,30.986240,336.132720,0,0,0,0,0

21,05:00-05:15,5.032708,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,0.750977,126.047089,66.618165,6.497280,19.954133,40.597031,0.000000,0.000000,2.274597,0.000000,16.930568,33.549463,173.339836,29.242752,7.347998,0.000000,10.857961,0.000000,93.430400,116.778368,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,32.092668,46.715035,9.835863,460.178432,15.807172,119.802816,8.033715,0.000000,14.448000,9.344966,11.878953,142.844848,30.986240,336.132720,0,0,0,0,0

22,05:15-05:30,5.032708,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,0.750977,126.047089,66.618165,6.497280,19.954133,40.597031,0.000000,0.000000,2.274597,0.000000,16.930568,33.549463,173.339836,29.242752,11.756796,0.000000,10.857961,0.000000,93.430400,116.778368,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,32.092668,46.715035,9.835863,412.018432,15.807172,119.802816,8.033715,0.000000,14.448000,9.203376,11.878953,142.844848,30.986240,336.132720,0,0,0,0,0

23,05:30-05:45,5.032708,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,0.750977,126.047089,66.618165,6.497280,19.954133,40.597031,0.000000,0.000000,2.274597,0.000000,16.930568,33.549463,173.339836,29.242752,11.756796,0.000000,10.857961,0.000000,93.430400,116.778368,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,32.092668,46.715035,9.835863,365.784832,15.807172,119.802816,8.033715,0.000000,14.448000,8.920195,11.878953,142.844848,30.986240,336.132720,0,0,0,0,0

24,05:45-06:00,5.032708,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,0.750977,126.047089,66.618165,6.497280,22.839398,40.597031,0.000000,0.000000,2.274597,0.000000,16.930568,33.549463,173.339836,29.242752,75.502145,0.000000,10.857961,0.000000,93.430400,193.834368,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,32.092668,46.715035,9.835863,398.533632,18.297814,119.802816,8.033715,0.000000,14.448000,8.778605,11.878953,142.844848,30.986240,336.132720,0,0,0,0,0

25,06:00-06:15,3.329276,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,0.750977,126.047089,66.618165,6.497280,25.776966,40.597031,0.000000,0.000000,1.411165,0.000000,16.930568,33.549463,173.339836,29.242752,75.502145,0.000000,10.857961,0.000000,93.430400,280.522368,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,41.410183,46.715035,9.835863,407.411061,20.716438,119.802816,8.033715,0.000000,14.448000,8.637014,13.120710,142.844848,30.986240,336.132720,0,0,0,0,0

26,06:15-06:30,3.329276,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,0.750977,126.047089,66.618165,6.497280,25.776966,40.597031,0.000000,0.000000,1.435168,0.000000,16.930568,33.549463,173.339836,29.242752,75.502145,0.000000,10.857961,0.000000,93.430400,309.504093,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,41.410183,46.715035,9.835863,439.348093,20.716438,119.802816,8.033715,0.000000,14.448000,8.495424,13.120710,142.844848,30.986240,336.132720,0,0,0,0,0

27,06:30-06:45,3.329276,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,0.750977,126.047089,66.618165,6.497280,21.036192,40.597031,0.000000,0.000000,1.435168,0.000000,16.930568,33.549463,173.339836,29.242752,75.502145,0.000000,10.857961,0.000000,93.430400,309.504093,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,33.468503,46.715035,9.835863,439.567012,16.889519,119.802816,8.033715,0.000000,14.448000,8.495424,13.120710,142.844848,30.986240,336.132720,0,0,0,0,0

28,06:45-07:00,3.329276,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,0.750977,126.047089,66.618165,6.497280,21.036192,40.597031,0.000000,0.000000,1.435168,0.000000,16.930568,33.549463,173.339836,29.242752,75.502145,0.000000,10.857961,0.000000,93.430400,280.522368,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,33.468503,46.715035,9.835863,369.846261,16.889519,119.802816,8.033715,0.000000,14.448000,8.353834,13.120710,142.844848,30.986240,336.132720,0,0,0,0,0

29,07:00-07:15,3.329276,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,0.750977,126.047089,66.618165,6.497280,17.843762,40.597031,0.000000,0.000000,1.435168,0.000000,16.930568,33.549463,173.339836,29.242752,75.502145,0.000000,10.857961,0.000000,93.430400,202.211484,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,28.404190,46.715035,9.835863,365.784832,14.299186,119.802816,8.033715,0.000000,14.448000,8.353834,13.118784,142.844848,30.986240,336.132720,0,0,0,0,0

30,07:15-07:30,3.329276,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,0.750977,126.047089,66.618165,6.497280,17.843762,40.597031,0.000000,0.000000,1.435168,0.000000,16.930568,33.549463,173.339836,29.242752,8.817597,0.000000,10.857961,0.000000,93.430400,116.778368,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,34.131281,46.715035,9.835863,365.784832,14.299186,119.802816,8.033715,0.000000,14.448000,8.353834,13.118784,142.844848,30.986240,336.132720,0,0,0,0,0

31,07:30-07:45,2.838744,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,0.750977,126.047089,66.618165,6.497280,17.843762,27.064687,0.000000,0.000000,1.668730,0.000000,16.930568,33.549463,173.339836,29.242752,4.114879,0.000000,10.857961,0.000000,93.484284,116.778368,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,34.131281,46.715035,9.835863,365.784832,14.299186,119.802816,8.033715,0.000000,14.448000,8.353834,10.728218,142.844848,30.986240,336.132720,0,0,0,0,0

32,07:45:08:00,2.838744,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,0.750977,126.047089,66.618165,6.497280,17.843762,27.064687,0.000000,0.000000,1.647072,0.000000,16.930568,33.549463,173.339836,29.242752,4.114879,0.000000,10.857961,0.000000,93.484284,116.778368,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,34.131281,46.715035,9.835863,365.784832,14.299186,119.802816,8.033715,0.000000,14.448000,8.495424,10.728218,142.844848,30.986240,336.132720,0,0,0,0,0

33,08:00-08:15,2.838744,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,0.750977,126.047089,66.618165,6.497280,17.843762,27.064687,0.000000,0.000000,1.647072,0.000000,16.930568,33.549463,173.339836,30.837811,4.114879,0.000000,10.857961,0.000000,93.484284,116.778368,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,34.131281,46.715035,9.835863,365.784832,14.299186,119.802816,8.033715,0.000000,14.448000,8.495424,10.728218,142.844848,30.986240,336.132720,0,0,0,0,0

34,08:15-08:30,2.838744,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,0.750977,126.047089,66.618165,6.497280,17.843762,27.064687,0.000000,0.000000,1.647072,0.000000,16.930568,33.549463,173.339836,30.837811,4.114879,0.000000,10.857961,0.000000,93.484284,116.778368,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,34.131281,46.715035,9.835863,365.784832,14.299186,119.802816,8.033715,0.000000,14.448000,8.637014,10.728218,142.844848,30.986240,336.132720,0,0,0,0,0

35,08:30-08:45,2.838744,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,0.750977,126.047089,66.618165,6.497280,15.237824,27.064687,0.000000,0.000000,1.647072,0.000000,16.930568,33.549463,173.339836,30.837811,16.165595,0.000000,10.857961,0.000000,93.484284,116.778368,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,29.537395,46.715035,9.835863,365.784832,12.020447,119.802816,8.033715,0.000000,14.448000,8.637014,10.728218,142.844848,30.986240,336.132720,0,0,0,0,0

36,08:45:09:00,2.838744,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,0.750977,126.047089,66.618165,6.497280,15.237824,27.064687,0.000000,0.000000,1.647072,0.000000,16.930568,33.549463,173.339836,30.837811,16.165595,0.000000,10.857961,0.000000,93.484284,116.778368,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,29.537395,46.715035,9.835863,365.784832,12.020447,119.802816,8.033715,0.000000,14.448000,8.637014,10.728218,142.844848,30.986240,336.132720,0,0,0,0,0

37,09:00:09:15,2.838744,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,0.750977,126.044448,66.618165,6.497280,15.237824,27.064687,0.000000,0.000000,1.647072,0.000000,16.930568,33.549463,173.339836,30.837811,16.165595,0.000000,10.857961,0.000000,93.163401,116.778368,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,29.537395,46.715035,9.835863,365.784832,12.020447,119.802816,8.033715,0.000000,14.448000,8.778605,10.728218,142.842560,30.986240,336.132720,0,0,0,0,0

38,09:15-09:30,2.838744,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,0.750977,126.044448,66.618165,6.497280,15.237824,27.064687,0.000000,0.000000,1.647072,0.000000,16.930568,33.549463,173.339836,30.837811,16.165595,0.000000,10.857961,0.000000,93.163401,116.778368,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,29.537395,46.715035,9.835863,365.784832,12.020447,119.802816,8.033715,0.000000,14.448000,8.778605,10.728218,142.842560,30.986240,336.132720,0,0,0,0,0

39,09:30-09:45,2.838744,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,0.750977,126.044448,66.618165,6.497280,15.237824,27.064687,0.000000,0.000000,1.647072,0.000000,16.930568,33.549463,173.339836,30.837811,16.165595,0.000000,10.857961,0.000000,93.163401,116.778368,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,23.810304,46.715035,9.835863,365.784832,12.020447,119.802816,8.033715,0.000000,14.448000,8.920195,9.034334,142.842560,30.986240,336.132720,0,0,0,0,0

40,09:45-10:00,2.838744,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,0.750977,126.044448,66.618165,6.497280,15.237824,27.064687,0.000000,0.000000,1.647072,0.000000,16.930568,33.549463,173.339836,30.837811,16.165595,0.000000,10.857961,0.000000,93.163401,116.778368,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,23.810304,46.715035,9.835863,365.784832,12.020447,119.802816,8.033715,0.000000,14.448000,8.920195,9.034334,142.842560,30.986240,336.132720,0,0,0,0,0

41,10:00-10:15,3.730281,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,0.750977,126.044448,66.618165,6.497280,15.237824,27.064687,0.000000,0.000000,2.274597,0.000000,16.930568,33.549463,173.339836,37.218048,16.165595,0.000000,10.857961,0.000000,93.163401,116.778368,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,23.810304,46.715035,9.835863,365.784832,12.020447,119.802816,8.033715,0.000000,14.448000,8.920195,10.019110,142.842560,30.986240,336.132720,0,0,0,0,0

42,10:15-10:30,3.730281,0.000000,56.997748,65.650519,0.000000,72.750496,0.000000,0.000000,41.934007,0.750977,126.044448,66.618165,6.497280,15.237824,27.064687,0.000000,0.000000,2.274597,0.000000,16.930568,33.549463,173.339836,37.218048,16.165595,0.000000,10.857961,0.000000,93.163401,116.778368,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,23.810304,46.715035,9.835863,365.784832,12.020447,119.802816,8.033715,0.000000,14.448000,8.920195,10.019110,142.842560,30.986240,336.132720,0,0,0,0,0

43,10:30-10:45,3.730281,0.000000,56.997748,65.650519,0.000000,44.769536,0.000000,0.000000,41.934007,0.750977,126.044448,66.618165,6.497280,15.237824,27.064687,0.000000,0.000000,2.274597,0.000000,37.247250,33.549463,173.339836,37.218048,16.165595,0.000000,10.857961,0.000000,93.163401,116.778368,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,23.810304,46.715035,9.835863,365.784832,12.020447,119.802816,8.033715,0.000000,14.448000,8.920195,11.712994,142.842560,30.986240,336.132720,0,0,0,0,0

44,10:45-11:00,3.730281,0.000000,56.997748,65.650519,0.000000,44.769536,0.000000,0.000000,41.934007,0.750977,126.044448,66.618165,6.497280,15.237824,27.064687,0.000000,0.000000,2.274597,0.000000,37.247250,33.549463,173.339836,37.218048,16.165595,0.000000,10.857961,0.000000,93.163401,116.778368,0.000000,37.753246,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,23.810304,46.715035,9.835863,365.784832,12.020447,119.802816,8.033715,0.000000,14.448000,9.939646,11.712994,142.842560,30.986240,336.132720,0,0,0,0,0

45,11:00-11:15,3.730281,0.000000,56.997748,65.650519,0.000000,39.173344,0.000000,0.000000,41.934007,0.750977,126.044448,66.618165,6.497280,15.237824,27.064687,0.000000,0.000000,2.274597,0.000000,37.247250,33.549463,173.339836,31.901184,16.165595,0.000000,10.857961,0.000000,93.163401,116.778368,0.000000,29.980518,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,23.810304,46.715035,9.835863,365.784832,12.020447,119.802816,8.033715,0.000000,14.448000,9.939646,11.712994,142.842560,27.931740,336.132720,0,0,0,0,0

46,11:15-11:30,3.730281,0.000000,56.997748,65.650519,0.000000,39.173344,0.000000,0.000000,41.934007,0.750977,126.044448,66.618165,6.497280,15.237824,27.064687,0.000000,0.000000,2.274597,0.000000,37.247250,33.549463,173.339836,31.901184,16.165595,0.000000,10.857961,0.000000,93.163401,116.778368,0.000000,29.980518,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,23.810304,46.715035,9.835863,365.784832,12.020447,119.802816,8.033715,0.000000,14.448000,9.939646,11.712994,142.842560,27.931740,336.132720,0,0,0,0,0

47,11:30-11:45,3.730281,0.000000,56.997748,65.650519,0.000000,65.475446,0.000000,0.000000,41.934007,0.750977,126.044448,66.618165,6.497280,15.237824,27.064687,0.000000,0.000000,2.274597,0.000000,16.930568,33.549463,173.339836,31.901184,16.165595,0.000000,10.857961,0.000000,93.163401,116.778368,0.000000,29.980518,0.000000,0.000000,125.774752,0.000000,0.000000,47.431509,29.537395,46.715035,9.835863,365.784832,12.020447,119.802816,8.033715,0.000000,14.448000,9.939646,11.712994,124.861350,27.931740,336.132720,0,0,0,0,0

