Block,Time,BSIUL,DADRT2,KGSU1AND2,RAPPC,RIHAND1,TEHRI,URI2,DHAULIGNGA,KKNP,SINGRAULI_HYDRO,TALA,UNCHAHAR3,VALLURNTECL,KHSTPP-I,MAPS,NNTPP,NTPL,RIHAND3,RSTPSU1TO6,SALAL,SIMHST1,ANTA_RF,AURY_LF,BRBCL,DULHASTI,KGSU3AND4,KHSTPP-II,NJPC,RIHAND2,UNCHAHAR2,UNCHAHAR4,ANTA_GF,DADRI_LF,DADRI_RF,KKNPPU2,NLCIIST2,RAMPUR,RAPPB,RSTPSU7,TALST2,TANAKPUR,TANDA2,TelanganaSTPP,ANTA_LF,AURY_CRF,AURY_GF,CHAMERA1,FSTPP I & II,KUDGI,NLCIIST1,PARBATI3,UNCHAHAR1,CHAMERA2,CHAMERA3,JHAJJAR,KOLDAM,KOTESHWR,SEWA2,DADRI_GF,KISHANGANGA,NAPP,NLCEXP,NLCTS2EXP,PARBATI2,SASAN,SIMHST2,SINGRAULI,URI,ANTA_CRF,AURY_RF,DADRI_CRF
67,16:30-16:45,6.52,344.43,0,69.1,97.18,24.83,38.05,10.93,0,0.95,0,27.67,0,45.83,0,0,0,130.75,0,40.09,0,50.83,0,20,39.62,0,148.3,82.89,59.46,44.97,3.18,0,0,74.38,0,0,3.27,0,0,0,1.79,5.65,0,0,0,0,0,15.29,0,0,4.29,21.63,4.11,0,600.51,0,10.41,18.88,0,8.56,50.94,0,0,11.24,418.77,0,150.25,34.78,0,85.35,0

68,16:45-17:00,6.52,344.43,0,69.1,97.18,25.88,38.05,10.93,0,0.95,0,27.67,0,45.83,0,0,0,130.75,0,40.09,0,50.83,0,20,39.62,0,148.3,82.89,59.46,44.97,3.18,0,0,74.38,0,0,3.27,0,0,0,1.79,5.65,0,0,0,0,13.59,15.29,0,0,4.29,21.63,16.25,0,600.51,0,10.41,18.88,0,8.56,50.94,0,0,11.24,418.77,0,150.25,34.78,0,85.35,0

69,17:00-17:15,13.04,344.43,0,69.1,97.18,25.88,38.05,10.93,0,1,0,27.67,0,45.83,0,0,0,130.75,0,40.09,0,50.83,0,20,39.62,0,148.3,67.12,59.46,44.97,2.21,0,0,74.38,0,0,2.64,0,0,0,1.79,5.65,0,0,0,0,28.1,15.29,0,0,4.29,21.63,16.25,0,650.51,0,10.41,18.88,0,8.56,50.94,0,0,11.24,418.77,0,150.25,34.78,0,85.35,0

70,17:15-17:30,13.04,344.43,0,69.1,97.18,38.94,38.05,10.93,0,1,0,27.67,0,45.83,0,0,0,130.75,0,40.09,0,50.83,0,20,39.62,0,148.3,67.12,59.46,44.97,2.21,0,0,74.38,0,0,2.64,0,0,0,1.79,5.65,0,0,0,0,28.1,15.29,0,0,4.29,21.63,16.25,11.65,650.51,0,10.41,18.88,0,8.56,50.94,0,0,11.24,418.77,0,150.25,34.78,0,85.35,0

71,17:30-17:45,13.04,344.43,0,69.1,97.18,38.94,38.05,10.93,0,1,0,27.67,0,45.83,0,0,0,130.75,0,40.09,0,51.74,0,20,39.62,0,148.3,67.12,59.46,44.47,2.21,0,0,74.38,0,0,2.64,0,0,0,4.35,5.65,0,0,0,0,42.15,15.29,0,0,4.29,21.63,32.49,23.3,650.51,1.92,10.41,18.88,0,8.56,50.94,0,0,11.24,418.77,0,150.25,34.78,0,85.35,0

72,17:45-18:00,13.04,344.43,0,69.1,97.18,38.94,38.05,10.93,0,1,0,27.67,0,45.83,0,0,0,130.75,0,40.09,0,51.61,0,20,39.62,0,148.3,67.12,59.46,44.47,2.21,0,0,74.38,0,0,2.64,0,0,0,4.35,5.65,0,0,0,0,42.15,15.29,0,0,4.29,21.63,32.49,23.3,418.51,3.85,10.41,18.88,0,8.56,50.94,0,0,11.24,418.77,0,150.25,34.78,0,85.35,0

73,18:00-18:15,13.04,344.43,0,69.1,97.18,38.94,38.05,10.93,0,1,0,27.67,0,45.83,0,0,0,130.75,0,51.13,0,52.14,0,20,39.62,0,148.3,67.12,59.46,44.47,2.28,0,0,74.38,0,0,2.64,0,0,0,4.35,5.65,0,0,0,0,42.15,15.29,0,0,16.86,21.63,32.49,23.3,418.51,5.76,10.41,18.88,0,8.56,50.94,0,0,11.24,405,0,150.25,34.78,0,85.35,0

74,18:15-18:30,13.04,344.43,0,69.1,97.18,38.94,38.05,21.86,0,1,0,27.67,0,45.83,0,0,0,130.75,0,51.13,0,52.14,0,20,39.62,0,148.3,67.12,59.46,44.47,2.28,0,0,74.38,0,0,2.64,0,0,0,4.35,5.65,0,0,0,0,42.15,15.29,0,0,21.45,21.63,32.49,23.3,418.51,7.69,10.41,18.88,0,8.56,50.94,0,0,14.98,405,0,150.25,39.75,0,85.35,0

75,18:30-18:45,19.56,344.43,0,69.1,97.18,38.94,38.05,43.72,0,1,0,27.67,0,45.83,0,0,0,130.75,0,51.13,0,52.14,0,20,59.43,0,148.3,110.53,59.46,44.47,2.28,0,0,74.38,0,0,4.3,0,0,0,3.07,5.65,0,0,0,0,42.15,15.29,0,0,39.84,21.63,48.74,34.98,418.51,9.52,11.57,20.07,0,8.61,50.94,0,0,29.98,405,0,150.25,39.75,0,85.35,0

76,18:45-19:00,19.56,344.43,0,69.1,97.18,38.94,38.05,43.72,0,1,0,27.67,0,45.83,0,0,0,130.75,0,51.13,0,52.14,0,20,59.43,0,148.3,110.53,59.46,44.47,2.28,0,0,74.38,0,0,4.3,0,0,0,3.07,5.65,0,0,0,0,42.15,15.29,0,0,39.84,21.63,48.74,34.98,418.51,9.52,11.57,20.07,0,8.61,50.94,0,0,29.98,405,0,150.25,39.75,0,85.35,0

77,19:00-19:15,19.56,344.43,0,69.1,97.18,38.94,38.05,43.72,0,1,0,27.67,0,45.83,0,0,0,130.75,0,51.13,0,52.14,0,20,59.43,0,148.3,110.53,59.46,44.47,2.28,0,0,74.38,0,0,4.3,0,0,0,3.07,5.65,0,0,0,0,42.15,15.29,0,0,39.84,21.63,48.74,34.98,418.51,9.52,11.57,20.07,0,8.61,50.94,0,0,29.98,405,0,150.25,39.75,0,85.35,0

78,19:15-19:30,19.56,344.43,0,69.1,97.18,38.94,38.05,43.72,0,1,0,27.67,0,45.83,0,0,0,130.75,0,51.13,0,52.14,0,20,59.43,0,148.3,110.53,59.46,44.47,2.28,0,0,74.38,0,0,4.3,0,0,0,3.07,5.65,0,0,0,0,42.15,15.29,0,0,39.84,21.63,48.74,34.98,418.51,9.52,11.57,20.07,0,8.61,50.94,0,0,29.98,405,0,150.25,34.78,0,85.35,0

79,19:30-19:45,19.56,344.43,0,69.1,97.18,38.94,38.05,43.72,0,1,0,27.67,0,45.83,0,0,0,130.75,0,51.13,0,52.14,0,20,59.43,0,148.3,110.53,59.46,44.47,2.28,0,0,74.38,0,0,4.3,0,0,0,3.07,5.65,0,0,0,0,42.15,15.29,0,0,39.84,21.63,48.74,34.98,418.51,9.52,11.57,20.07,0,8.61,50.94,0,0,29.98,405,0,150.25,34.78,0,85.35,0

80,19:45-20:00,19.56,344.43,0,69.1,97.18,38.94,38.05,43.72,0,1,0,27.67,0,45.83,0,0,0,130.75,0,51.13,0,52.14,0,20,59.43,0,148.3,110.53,59.46,44.47,2.28,0,0,74.38,0,0,4.3,0,0,0,3.07,5.65,0,0,0,0,42.15,15.29,0,0,39.84,21.63,48.74,34.98,418.51,9.52,11.57,20.07,0,8.61,50.94,0,0,29.98,405,0,150.25,34.78,0,85.35,0

81,20:00-20:15,19.56,382.39,0,69.1,97.18,38.94,38.05,43.72,0,1,0,27.67,0,45.83,0,0,0,130.75,0,51.13,0,52.14,0,20,59.43,0,148.3,110.53,85.88,44.47,2.28,0,0,74.38,0,0,4.3,0,0,0,3.07,5.65,0,0,0,0,42.15,15.29,0,0,39.84,21.63,48.74,34.98,418.51,9.52,11.57,20.07,0,8.61,50.94,0,0,29.98,405,0,150.25,34.78,0,85.35,0

82,20:15-20:30,19.56,412.38,0,69.1,97.18,38.94,38.05,43.72,0,1,0,27.67,0,45.83,0,0,0,130.75,0,51.13,0,52.14,0,20,59.43,0,148.3,110.53,92.49,44.47,2.28,0,0,74.38,0,0,4.3,0,0,0,3.07,5.65,0,0,0,0,42.15,15.29,0,0,39.84,21.63,48.74,34.98,418.51,9.52,11.57,20.07,0,8.61,50.94,0,0,29.98,405,0,150.25,34.78,0,85.35,0

83,20:30-20:45,19.56,412.38,0,69.1,97.18,38.94,38.05,43.72,0,1,0,27.67,0,45.83,0,0,0,130.75,0,51.13,0,52.14,0,20,59.43,0,148.3,106.27,99.1,44.47,2.28,0,0,74.38,0,0,4.19,0,0,0,3.07,5.65,0,0,0,0,42.15,15.29,0,0,9.19,21.63,48.74,34.98,418.51,5.76,10.41,18.88,0,8.61,50.94,0,0,14.98,405,0,150.25,34.78,0,85.35,0

84,20:45-21:00,19.56,442.37,0,69.1,97.18,38.94,38.05,21.86,0,1,0,27.67,0,45.83,0,0,0,130.75,0,51.13,0,52.14,0,20,59.43,0,148.3,106.27,99.1,44.47,2.28,0,0,74.38,0,0,4.19,0,0,0,3.07,5.65,0,0,0,0,42.15,15.29,0,0,7.67,21.63,48.74,34.98,408.51,5.76,10.41,18.88,0,8.61,50.94,0,0,14.98,405,0,150.25,34.78,0,85.35,0

85,21:00-21:15,19.56,472.36,0,69.1,97.18,38.94,38.05,21.86,0,1,0,27.67,0,45.83,0,0,0,130.75,0,51.13,0,53.05,0,20,59.43,0,148.3,106.27,99.1,44.47,2.28,0,0,74.38,0,0,4.19,0,0,0,1.28,5.65,0,0,0,0,42.15,15.29,0,0,7.67,21.63,48.74,34.98,408.51,5.76,10.41,18.88,0,8.61,50.94,0,0,14.98,405,0,150.25,34.78,0,85.35,0

86,21:15-21:30,19.56,472.36,0,69.1,97.18,38.94,38.05,21.86,0,1,0,27.67,0,45.83,0,0,0,130.75,0,51.13,0,53.05,0,20,59.43,0,148.3,106.27,105.7,44.47,2.28,0,0,74.38,0,0,4.19,0,0,0,1.28,5.65,0,0,0,0,42.15,15.29,0,0,9.19,21.63,48.74,34.98,408.51,5.76,10.41,18.88,0,8.61,50.94,0,0,14.98,405,0,150.25,34.78,0,85.35,0

87,21:30-21:45,19.56,502.35,0,69.1,97.18,38.94,38.05,43.72,0,1,0,27.67,0,45.83,0,0,0,130.75,0,51.13,0,53.05,0,20,59.43,0,148.3,110.53,112.31,44.47,2.28,0,0,74.38,0,0,4.3,0,0,0,1.28,5.65,0,0,0,0,42.15,15.29,0,0,39.84,21.63,48.74,34.98,408.51,9.52,11.57,20.07,0,8.61,50.94,0,0,29.98,405,0,150.25,34.78,0,85.35,0

88,21:45-22:00,19.56,532.35,0,69.1,97.18,38.94,38.05,43.72,0,1,0,27.67,0,45.83,0,0,0,130.75,0,51.13,0,53.05,0,20,59.43,0,148.3,110.53,118.91,44.47,2.28,0,0,74.38,0,0,4.3,0,0,0,1.28,5.65,0,0,0,0,42.15,15.29,0,0,39.84,21.63,48.74,34.98,408.51,9.52,11.57,20.07,0,8.61,50.94,0,0,29.98,405,0,150.25,34.78,0,85.35,0

89,22:00-22:15,19.56,532.35,0,69.1,97.18,38.94,38.05,43.72,0,1,0,27.67,0,45.83,0,0,0,130.75,0,40.09,0,53.31,0,20,59.43,0,148.3,110.53,124.53,44.47,2.28,0,0,74.38,0,0,4.3,0,0,0,0,5.65,0,0,0,0,42.15,15.29,0,0,39.84,21.63,48.74,34.98,408.51,9.52,11.57,20.07,0,8.61,50.94,0,0,29.98,405,0,150.25,46.92,0,85.35,0

90,22:15-22:30,19.56,562.33,0,69.1,97.18,38.94,38.05,43.72,0,1,0,27.67,0,45.83,0,0,0,130.75,0,40.09,0,53.31,0,20,59.43,0,148.3,110.53,124.53,44.47,2.28,0,0,74.38,0,0,4.3,0,0,0,0,5.65,0,0,0,0,42.15,15.29,0,0,39.84,21.63,48.74,34.98,408.51,9.52,11.57,20.07,0,8.61,50.94,0,0,29.98,405,0,150.25,46.92,0,85.35,0

91,22:30-22:45,19.56,592.33,0,69.1,97.18,38.94,38.05,21.86,0,1,0,27.67,0,45.83,0,0,0,130.75,0,40.09,0,53.31,0,20,59.43,0,148.3,110.53,124.53,44.47,2.28,0,0,74.38,0,0,4.3,0,0,0,0,5.65,0,0,0,0,42.15,15.29,0,0,33.71,21.63,48.74,34.98,408.51,7.14,10.41,18.88,0,8.56,50.94,0,0,14.98,405,0,150.25,46.92,0,85.35,0

92,22:45-23:00,19.56,592.33,0,69.1,97.18,38.94,38.05,10.93,0,1,0,27.67,0,45.83,0,0,0,130.75,0,40.09,0,53.31,0,20,59.43,0,148.3,110.53,124.53,44.47,2.28,0,0,74.38,0,0,4.3,0,0,0,0,5.65,0,0,0,0,42.15,15.29,0,0,24.51,21.63,48.74,34.98,408.51,4.76,10.41,18.88,0,8.56,50.94,0,0,11.24,405,0,150.25,46.92,0,85.35,0

93,23:00-23:15,19.56,622.31,0,69.1,97.18,38.94,38.05,0,0,1,0,27.67,0,45.83,0,0,0,130.75,0,40.09,0,53.31,0,20,59.43,0,148.3,110.53,124.53,44.47,2.28,0,0,74.38,0,0,4.3,0,0,0,0,5.65,0,0,0,0,42.15,15.29,0,0,16.86,21.63,48.74,34.98,408.51,2.38,10.41,18.88,0,8.56,50.94,0,0,11.24,405,0,150.25,46.92,0,85.35,0

94,23:15-23:30,19.56,652.31,0,69.1,97.18,25.96,38.05,0,0,1,0,27.67,0,45.83,0,0,0,130.75,0,40.09,0,53.31,0,20,59.43,0,148.3,104.04,124.53,44.47,2.28,0,0,74.38,0,0,4.1,0,0,0,0,5.65,0,0,0,0,42.15,15.29,0,0,16.86,21.63,48.74,34.98,408.51,2.26,10.41,18.88,0,8.56,50.94,0,0,11.24,405,0,150.25,46.92,0,85.35,0

95,23:30-23:45,19.56,688.87,0,69.1,97.18,25.96,38.05,0,0,1,0,27.67,0,45.83,0,0,0,130.75,0,40.09,0,53.31,0,20,59.43,0,148.3,104.04,124.53,44.47,2.28,0,0,74.38,0,0,4.1,0,0,0,0,5.65,0,0,0,0,42.15,15.29,0,0,16.86,21.63,48.74,34.98,498.51,0,10.41,18.88,0,8.56,50.94,0,0,11.24,405,0,150.25,49.68,0,85.35,0

96,23:45-24:00,19.56,688.87,0,69.1,97.18,25.96,38.05,0,0,1,0,27.67,0,45.83,0,0,0,130.75,0,40.09,0,53.31,0,20,59.43,0,148.3,104.04,124.53,44.47,2.28,0,0,74.38,0,0,4.1,0,0,0,0,5.65,0,0,0,0,42.15,15.29,0,0,16.86,21.63,48.74,34.98,498.51,0,10.41,18.88,0,8.56,50.94,0,0,11.24,405,0,150.25,49.68,0,85.35,0

