Block,Time Block,RAMPUR,RAPPC,NTPL,PARBATI3,RAPPB,KGSU3AND4,KUDGI,NLCEXP,NLCIIST2,NJPC,NNTPP,NLCIIST1,NLCTS2EXP,TALST2,UNCHAHAR1,TANAKPUR,TelanganaSTPP,TANDA2,TEHRI,MAPS,KHSTPP-II,KKNP,KKNPPU2,KISHANGANGA,KOTESHWR,KOLDAM,KHSTPP-I,NAPP,DADRI_RF,DADRI_LF,FSTPP I & II,JHAJJAR,KGSU1AND2,TALA,SASAN,RIHAND1,SIMHST1,RSTPSU1TO6,SIMHST2,RSTPSU7,SALAL,SEWA2,SINGRAULI,RIHAND3,SINGRAULI_HYDRO,RIHAND2,DULHASTI,DADRT2,DHAULIGNGA,BSIUL,CHAMERA3,CHAMERA1,CHAMERA2,BRBCL,VALLURNTECL,ANTA_CRF,UNCHAHAR4,ANTA_RF,AURY_LF,URI2,DADRI_GF,ANTA_LF,UNCHAHAR3,AURY_GF,DADRI_CRF,ANTA_GF,UNCHAHAR2,URI,AURY_CRF,AURY_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
64,15:45-16:00,0,25,0,0,0,0,0,0,0,0,0,0,0,0,12.43,0,0,0,23.87,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,20,229.81,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.68,114.16,0,361.45,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,0.53,0,0,0,0,0,0,0

65,16:00-16:15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,12.43,0.87,0,0,36.34,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,20,229.81,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.68,114.16,0,361.45,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,0.53,0,0,0,0,0,0,0

66,16:15-16:30,0,25,0,0,0,0,0,0,0,0,0,0,0,0,12.96,0.87,0,0,36.34,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,20,229.81,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.68,114.16,0,361.45,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,27.4,0.53,0,0,0,0,0,0,0

67,16:30-16:45,0,25,0,0,0,0,0,0,0,18.21,0,0,0,0,16.31,0.87,0,0,36.34,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,20,287.31,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.68,114.16,0,361.45,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,35.2,0.53,0,0,0,0,0,0,0

68,16:45-17:00,0,25,0,0,0,0,0,0,0,40.06,0,0,0,0,19.21,0.87,0,0,36.34,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,20,349.21,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.68,114.16,0,365.64,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,40.75,0.53,0,0,0,0,0,0,0

69,17:00-17:15,0,25,0,0,0,0,0,0,0,60.09,0,0,0,0,19.21,0.87,0,0,36.34,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,20,417.83,0,0,402.56,88.44,0,0,0,0,1.35,5.07,134.28,34.88,0.68,114.16,15.84,503.17,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,40.75,0.53,0,0,0,0,0,0,0

70,17:15-17:30,0,25,0,0,0,0,0,0,0,80.11,0,0,0,0,19.21,0.87,0,0,48.45,0,142.56,0,0,0,17.06,0,43.77,42.1,0,0,20,417.83,0,0,402.56,88.44,0,0,0,0,1.35,10.12,134.28,34.88,0.68,114.16,31.68,503.17,7.61,2.11,9.31,11.69,2.56,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,40.75,0.53,0,0,0,0,0,0,0

71,17:30-17:45,0,25,0,0,0,0,0,0,0,112.42,0,0,0,0,19.21,0.87,0,0,48.45,0,142.56,0,0,0,37.54,0,43.77,42.1,0,0,20,417.83,0,0,402.56,88.44,0,0,0,0,1.35,10.12,134.28,34.88,0.68,114.16,31.68,551.24,26.35,12.54,18.63,23.54,37.98,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,40.75,1.07,0,0,0,0,0,0,0

72,17:45-18:00,0,25,0,0,0,0,0,0,0,134.92,0,0,0,0,19.21,0.87,0,0,48.45,0,142.56,0,0,0,37.54,0,43.77,42.1,0,0,20,417.83,0,0,402.56,88.44,0,0,0,0,1.35,10.12,134.28,34.88,0.68,114.16,31.68,618.53,26.35,18.8,18.63,23.54,37.98,16.44,0,0,0,0,0,4.14,0,0,0,0,0,0,40.75,1.07,0,0,0,0,0,0,0

73,18:00-18:15,0,25,0,0,0,0,0,0,0,134.92,0,0,0,0,19.21,0.87,0,0,48.45,0,142.56,0,0,0,37.54,0,43.77,42.1,0,0,20,417.83,0,0,402.56,88.44,0,0,0,0,1.35,10.12,134.28,34.88,0.68,114.16,31.68,653.67,26.35,18.8,18.63,23.54,37.98,19.23,0,0,0,0,0,4.14,0,0,0,0,0,0,40.75,1.07,0,0,0,0,0,0,0

74,18:15-18:30,0,25,0,0,0,0,0,0,0,112.42,0,0,0,0,19.21,0.87,0,0,48.45,0,142.56,0,0,0,37.54,0,43.77,42.1,0,0,20,417.83,0,0,402.56,88.44,0,0,0,0,1.35,10.12,134.28,34.88,0.68,114.16,31.68,656.37,26.35,18.8,18.63,23.54,37.98,19.23,0,0,0,0,0,4.14,0,0,0,0,0,0,40.75,1.07,0,0,0,0,0,0,0

75,18:30-18:45,0,25,0,0,0,0,0,0,0,89.94,0,0,0,0,19.21,0.87,0,0,48.45,0,142.56,0,0,0,37.54,0,43.77,42.1,0,0,20,417.83,0,0,402.56,88.44,0,0,0,0,1.35,10.12,134.28,34.88,0.68,114.16,31.68,656.37,26.35,18.8,18.63,23.54,37.98,19.23,0,0,0,0,0,4.14,0,0,0,0,0,0,40.75,1.07,0,0,0,0,0,0,0

76,18:45-19:00,0,25,0,0,0,0,0,0,0,67.45,0,0,0,0,19.21,0.87,0,0,48.45,0,142.56,0,0,0,37.54,0,43.77,42.1,0,0,20,417.83,0,0,402.56,88.44,0,0,0,0,1.35,10.12,134.28,34.88,0.68,114.16,31.68,656.37,26.35,12.54,18.63,11.78,37.98,19.23,0,0,0,0,0,4.14,0,0,0,0,0,0,40.75,1.07,0,0,0,0,0,0,0

77,19:00-19:15,0,25,0,3.67,0,0,0,0,0,67.45,0,0,0,0,19.21,0.87,0,0,48.45,0,142.56,0,0,0,17.06,0,43.77,42.1,0,0,20,417.83,0,0,402.56,88.44,0,0,0,0,1.35,5.07,134.28,34.88,0.68,114.16,31.68,656.37,17.56,2.11,9.31,0,1.92,19.23,0,0,0,0,0,4.14,0,0,0,0,0,0,40.75,25.46,0,0,0,0,0,0,0

78,19:15-19:30,0,25,0,15.9,0,0,0,0,0,44.97,0,0,0,0,19.21,0.87,0,0,36.34,0,142.56,0,0,0,17.06,0,43.77,42.1,0,0,20,417.83,0,0,402.56,88.44,0,0,0,0,1.35,5.07,134.28,34.88,0.68,114.16,15.84,656.37,17.56,0,0,0,0,19.23,0,0,0,0,0,10.34,0,0,0,0,0,0,40.75,25.46,0,0,0,0,0,0,0

79,19:30-19:45,0,25,0,15.9,0,0,0,0,0,40.06,0,0,0,0,19.21,0.87,0,0,23.87,0,142.56,0,0,0,17.06,0,43.77,42.1,0,0,20,417.83,0,0,402.56,88.44,0,0,0,0,1.35,5.07,134.28,34.88,0.68,114.16,15.84,656.36,17.56,0,0,0,0,19.23,0,0,0,0,0,10.34,0,0,0,0,0,0,40.75,25.46,0,0,0,0,0,0,0

80,19:45-20:00,0,25,0,15.9,0,0,0,0,0,40.06,0,0,0,0,19.21,0.87,0,0,23.87,0,142.56,0,0,0,17.06,0,43.77,42.1,0,0,20,417.83,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.68,114.16,15.84,656.36,17.56,0,0,0,0,19.23,0,0,0,0,0,10.34,0,0,0,0,0,0,40.75,25.46,0,0,0,0,0,0,0

81,20:00-20:15,0,25,0,15.9,0,0,0,0,0,18.94,0,0,0,0,19.21,1.23,0,0,11.93,0,142.56,0,0,0,17.06,0,43.77,42.1,0,0,20,417.83,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.68,114.16,15.84,656.36,17.56,0,0,0,0,19.23,0,0,0,0,0,10.34,0,0,0,0,0,0,40.75,4.24,0,0,0,0,0,0,0

82,20:15-20:30,0,25,0,15.9,0,0,0,0,0,0,0,0,0,0,19.21,1.23,0,0,11.93,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,20,417.83,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.68,114.16,15.84,656.36,16.51,0,0,0,0,14.42,0,0,0,0,0,10.34,0,0,0,0,0,0,40.75,4.24,0,0,0,0,0,0,0

83,20:30-20:45,0,25,0,15.9,0,0,0,0,0,0,0,0,0,0,19.21,1.23,0,0,0,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,20,417.83,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.68,114.16,15.84,656.36,7.61,0,0,0,0,14.42,0,0,0,0,0,10.34,0,0,0,0,0,0,40.75,4.24,0,0,0,0,0,0,0

84,20:45-21:00,0,25,0,3.43,0,0,0,0,0,0,0,0,0,0,19.21,1.23,0,0,0,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,20,417.83,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.68,114.16,15.84,645.03,7.61,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,40.75,25.46,0,0,0,0,0,0,0

85,21:00-21:15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,19.21,1.23,0,0,0,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,20,417.83,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.68,114.16,15.84,555.98,7.61,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,40.75,25.46,0,0,0,0,0,0,0

86,21:15-21:30,0,25,0,0,0,0,0,0,0,0,0,0,0,0,19.21,1.23,0,0,0,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,20,417.83,0,0,402.56,88.44,0,0,0,0,8.93,0,134.28,34.88,0.68,114.16,15.84,461.42,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,40.75,25.46,0,0,0,0,0,0,0

87,21:30-21:45,0,25,0,0,0,0,0,0,0,0,0,0,0,0,19.21,1.23,0,0,0,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,20,358.26,0,0,402.56,88.44,0,0,0,0,53.61,0,134.28,34.88,0.68,114.16,15.84,412.4,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,40.75,7.43,0,0,0,0,0,0,0

88,21:45-22:00,0,25,0,0,0,0,0,0,0,0,0,0,0,0,15.69,1.23,0,0,0,0,142.56,0,0,0,8.53,0,43.77,42.1,0,0,20,277.11,0,0,402.56,88.44,0,0,0,0,53.61,0,134.28,34.88,0.68,114.16,15.84,404.71,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,35.2,7.43,0,0,0,0,0,0,0

89,22:00-22:15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,12.48,1.23,0,0,0,0,142.56,0,0,0,8.53,0,36.11,42.1,0,0,17.87,230.01,0,0,402.56,88.44,0,0,0,0,53.61,0,134.28,34.88,0.68,114.16,15.84,404.71,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,30.93,1.07,0,0,0,0,0,0,0

90,22:15-22:30,0,25,0,0,0,0,0,0,0,0,0,0,0,0,12.48,1.23,0,0,0,0,142.56,0,0,0,8.53,0,36.11,42.1,0,0,15.78,230.01,0,0,402.56,88.44,0,0,0,0,53.61,0,134.28,34.88,0.68,114.16,15.84,404.71,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,28.47,1.07,0,0,0,0,0,0,0

91,22:30-22:45,0,25,0,0,0,0,0,0,0,0,0,0,0,0,12.48,1.23,0,0,0,0,142.56,0,0,0,8.53,0,36.11,42.1,0,0,15.78,230.01,0,0,402.56,88.44,0,0,0,0,8.93,0,134.28,34.88,0.68,114.16,15.84,404.71,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,28.47,1.07,0,0,0,0,0,0,0

92,22:45-23:00,0,25,0,0,0,0,0,0,0,0,0,0,0,0,12.48,1.23,0,0,0,0,142.56,0,0,0,8.53,0,36.11,42.1,0,0,14.92,230.01,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.68,114.16,15.84,404.71,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,28.47,1.07,0,0,0,0,0,0,0

93,23:00-23:15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,12.48,2.1,0,0,0,0,142.56,0,0,0,8.53,0,36.11,42.1,0,0,14.92,230.01,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.68,114.16,15.84,404.71,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,28.47,1.07,0,0,0,0,0,0,0

94,23:15-23:30,0,25,0,0,0,0,0,0,0,0,0,0,0,0,12.48,2.1,0,0,0,0,142.56,0,0,0,8.53,0,36.11,42.1,0,0,14.92,230.01,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.68,114.16,15.84,404.71,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,28.47,1.07,0,0,0,0,0,0,0

95,23:30-23:45,0,25,0,0,0,0,0,0,0,0,0,0,0,0,12.48,1.23,0,0,0,0,142.56,0,0,0,8.53,0,36.11,42.1,0,0,14.92,230.01,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.68,114.16,15.84,380.67,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,28.47,1.07,0,0,0,0,0,0,0

96,23:45-24:00,0,25,0,0,0,0,0,0,0,0,0,0,0,0,11.76,1.23,0,0,0,0,142.56,0,0,0,8.53,0,36.11,42.1,0,0,14.92,229.81,0,0,402.56,88.44,0,0,0,0,1.35,0,134.28,34.88,0.68,114.16,15.84,361.45,0,0,0,0,0,14.42,0,0,0,0,0,4.14,0,0,0,0,0,0,22.41,1.07,0,0,0,0,0,0,0

