Block,Time,KHSTPP-I,KKNP,NAPP,PARBATI3,SASAN,TEHRI,URI,CHAMERA1,DADRT2,KGSU3AND4,KKNPPU2,KUDGI,RSTPSU1TO6,SIMHST1,TALST2,UNCHAHAR4,URI2,BRBCL,CHAMERA2,KOTESHWR,MAPS,SALAL,UNCHAHAR1,ANTA_LF,ANTA_RF,AURY_RF,DADRI_CRF,DADRI_LF,KHSTPP-II,NLCEXP,NLCTS2EXP,SINGRAULI_HYDRO,TALA,VALLURNTECL,ANTA_GF,DHAULIGNGA,KOLDAM,NLCIIST2,NNTPP,RAMPUR,RAPPB,RAPPC,SINGRAULI,AURY_CRF,KGSU1AND2,RIHAND1,RIHAND2,SIMHST2,TANDA2,TelanganaSTPP,UNCHAHAR2,UNCHAHAR3,AURY_GF,AURY_LF,DADRI_RF,BSIUL,CHAMERA3,DULHASTI,FSTPP I & II,JHAJJAR,NJPC,TANAKPUR,ANTA_CRF,KISHANGANGA,NLCIIST1,NTPL,RIHAND3,RSTPSU7,SEWA2,DADRI_GF
64,15:45-16:00,44.92,0,41.97,0,414,0,0.66,0,550.23,0,0,0,0,0,0,0,4.57,20,2,8.87,0,2.33,20.56,0,40.95,70.37,0,22.47,144.77,0,0,0,0,0,0,9.13,0,0,0,0,0,52.41,139.68,0,0,90,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,32.96,20.8,429.66,46.78,5.76,0,0,0,0,124.32,0,0,0

65,16:00-16:15,44.92,0,41.97,0,414,15.44,0.66,0,550.23,0,0,0,0,0,0,0,4.57,20,2,8.87,0,2.33,20.56,0,40.95,70.37,0,22.47,144.77,0,0,0,0,0,0,9.13,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,32.96,20.8,429.66,46.78,5.76,0,0,0,0,124.32,0,0,0

66,16:15-16:30,44.92,0,41.97,0,414,30.87,0.66,0,550.23,0,0,0,0,0,0,0,4.57,20,2,8.87,0,2.33,20.56,0,40.95,70.37,0,22.47,144.77,0,0,0,0,0,0,9.13,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,32.96,20.8,429.66,69.6,5.76,0,0,0,0,124.32,0,0,0

67,16:30-16:45,44.92,0,41.97,0,418.77,30.87,0.66,0,550.23,0,0,0,0,0,0,0,4.57,20,2,8.87,0,2.33,20.56,0,40.95,70.37,0,22.47,144.77,0,0,0,0,0,0,9.13,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,32.96,20.8,429.66,93.56,5.76,0,0,0,0,124.32,0,0,0

68,16:45-17:00,44.92,0,41.97,0,418.77,46.31,0.66,0,550.23,0,0,0,0,0,0,0,4.57,20,2,8.87,0,2.33,20.56,0,40.95,70.37,0,22.47,144.77,0,0,0,0,0,0,9.13,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,32.96,20.8,429.66,93.56,5.76,0,0,0,0,124.32,0,0,0

69,17:00-17:15,44.92,0,41.97,0,418.77,46.31,0.66,0,549.93,0,0,0,0,0,0,0,4.57,20,2.4,8.87,0,2.33,20.56,0,41.16,70.37,0,22.47,144.77,0,0,0,0,0,0,9.13,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,32.96,20.8,235.16,93.56,5.76,0,0,0,0,124.32,0,0,0

70,17:15-17:30,44.92,0,41.97,0,418.77,46.31,0.66,11.85,549.93,0,0,0,0,0,0,0,4.57,20,4,8.87,0,2.33,20.56,0,41.16,70.37,0,22.47,144.77,0,0,0,0,0,0,18.27,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,1.1,9.68,32.96,20.8,235.16,116.95,5.76,0,0,0,0,124.32,0,0,0

71,17:30-17:45,44.92,0,41.97,0,418.77,62.24,0.66,28.1,549.93,0,0,0,0,0,0,0,4.57,20,8,8.87,0,2.33,20.56,0,41.16,70.37,0,22.47,144.77,0,0,0,0,0,0,27.4,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,3.3,19.36,32.96,20.8,235.16,140.34,5.76,0,0,0,0,124.32,0,5.27,0

72,17:45-18:00,44.92,0,41.97,0,418.77,62.24,2.76,42.15,549.93,0,0,0,0,0,0,0,4.57,20,39.51,19.72,0,2.33,20.56,0,41.58,70.37,0,22.47,144.77,0,0,0,0,0,0,36.55,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,19.56,29.06,49.43,20.8,235.16,140.34,5.76,0,0,0,0,124.32,0,10.54,0

73,18:00-18:15,44.92,0,41.97,0,418.77,62.24,35.33,42.15,549.93,0,0,0,0,0,0,0,4.57,20,39.51,19.72,0,2.33,20.56,0,41.58,70.37,0,22.47,144.77,0,0,0,0,0,0,36.55,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,19.56,29.06,49.43,20.8,235.16,140.34,5.76,0,0,0,0,124.32,0,10.54,0

74,18:15-18:30,44.92,0,41.97,0,418.77,62.24,35.33,42.15,549.93,0,0,0,0,0,0,0,4.57,20,39.51,19.72,0,2.33,20.56,0,41.58,70.37,0,22.47,144.77,0,0,0,0,0,0,36.55,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,19.56,29.06,49.43,20.8,235.16,140.34,5.76,0,0,0,0,124.32,0,10.54,0

75,18:30-18:45,44.92,0,41.97,0,418.77,62.24,2.76,42.15,549.93,0,0,0,0,0,0,0,4.57,20,39.51,19.72,0,2.33,20.56,0,41.58,70.37,0,22.47,144.77,0,0,0,0,0,0,36.55,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,19.56,29.06,49.43,20.8,235.16,140.34,5.76,0,0,0,0,124.32,0,10.54,0

76,18:45-19:00,44.92,0,41.97,2.55,418.77,62.24,1.11,42.15,549.93,0,0,0,0,0,0,0,4.57,20,39.51,19.72,0,2.33,20.56,0,41.58,70.37,0,22.47,144.77,0,0,0,0,0,0,36.55,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,19.56,29.06,49.43,20.8,235.16,140.34,5.76,0,0,0,0,124.32,0,10.54,0

77,19:00-19:15,44.92,0,41.97,6.36,418.77,62.24,1.11,42.15,549.93,0,0,0,0,0,0,0,4.57,20,39.51,19.72,0,2.33,20.56,0,41.79,70.37,0,22.47,144.77,0,0,0,0,0,0,36.55,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,19.56,29.06,49.43,20.8,377.66,140.34,5.76,0,0,0,0,124.32,0,10.54,0

78,19:15-19:30,44.92,0,41.97,33.1,418.77,62.24,1.11,28.09,550.23,0,0,0,0,0,0,0,4.57,20,39.51,19.72,0,2.33,20.56,0,41.79,70.37,0,22.47,144.77,0,0,0,0,0,0,36.55,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,19.56,29.06,49.43,20.8,429.66,140.34,5.76,0,0,0,0,124.32,0,10.54,0

79,19:30-19:45,41.89,0,41.97,33.1,418.77,62.24,1.11,12.41,550.23,0,0,0,0,0,0,0,4.57,20,1.87,8.87,0,2.33,20.56,0,41.79,70.37,0,22.47,144.77,0,0,0,0,0,0,27.4,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,1.1,19.36,32.96,20.8,429.66,116.95,5.76,0,0,0,0,124.32,0,5.27,0

80,19:45-20:00,41.89,0,41.97,33.1,418.77,62.24,1.11,0,550.23,0,0,0,0,0,0,0,4.57,20,1.87,8.87,0,2.33,20.56,0,41.79,70.37,0,22.47,144.77,0,0,0,0,0,0,18.27,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,0,9.68,32.96,20.8,429.66,116.95,5.76,0,0,0,0,124.32,0,0,0

81,20:00-20:15,41.89,0,41.97,33.1,418.77,62.24,35.33,0,550.23,0,0,0,0,0,0,0,4.57,20,1.87,8.87,0,13.95,20.56,0,42.21,70.37,0,22.47,144.77,0,0,0,0,0,0,9.13,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,32.96,20.8,429.66,93.56,5.76,0,0,0,0,124.32,0,0,0

82,20:15-20:30,41.89,0,41.97,33.1,418.77,46.31,35.33,0,550.23,0,0,0,0,0,0,0,4.57,20,1.87,8.87,0,69.72,20.56,0,42.21,70.37,0,22.47,144.77,0,0,0,0,0,0,9.13,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,32.96,20.8,429.66,93.56,5.76,0,0,0,0,124.32,0,0,0

83,20:30-20:45,41.89,0,41.97,33.1,418.77,46.31,2.76,0,550.23,0,0,0,0,0,0,0,4.57,20,1.87,8.87,0,69.72,20.56,0,42.21,70.37,0,22.47,144.77,0,0,0,0,0,0,9.13,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,70.17,5.76,0,0,0,0,124.32,0,0,0

84,20:45-21:00,41.89,0,41.97,5.09,418.77,46.31,1.11,0,550.23,0,0,0,0,0,0,0,4.57,20,1.87,8.87,0,69.72,20.56,0,42.21,70.37,0,22.47,144.77,0,0,0,0,0,0,9.13,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,70.17,5.76,0,0,0,0,124.32,0,0,0

85,21:00-21:15,41.89,0,41.97,2.55,418.77,30.87,1.11,0,550.23,0,0,0,0,0,0,0,4.57,20,1.87,8.87,0,69.72,20.56,0,42.63,70.37,0,22.47,144.77,0,0,0,0,0,0,9.13,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,70.17,5.76,0,0,0,0,124.32,0,0,0

86,21:15-21:30,41.89,0,41.97,0,418.77,30.87,1.11,0,550.23,0,0,0,0,0,0,0,4.57,20,1.87,8.87,0,13.95,20.56,0,42.63,70.37,0,22.47,144.77,0,0,0,0,0,0,9.13,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,46.78,5.76,0,0,0,0,124.32,0,0,0

87,21:30-21:45,41.89,0,41.97,0,418.77,30.87,1.11,0,550.23,0,0,0,0,0,0,0,4.57,20,1.87,8.87,0,2.33,20.56,0,42.63,70.37,0,22.47,144.77,0,0,0,0,0,0,9.13,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,46.78,5.76,0,0,0,0,124.32,0,0,0

88,21:45-22:00,41.89,0,41.97,0,418.77,15.44,2.76,0,550.23,0,0,0,0,0,0,0,4.57,20,1.87,8.87,0,2.33,20.56,0,42.63,70.37,0,22.47,144.77,0,0,0,0,0,0,9.13,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,23.39,5.76,0,0,0,0,124.32,0,0,0

89,22:00-22:15,41.89,0,41.97,0,418.77,15.44,35.33,0,550.23,0,0,0,0,0,0,0,4.57,20,1.87,8.87,0,2.33,20.56,0,42.63,70.37,0,22.47,144.77,0,0,0,0,0,0,9.13,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,23.39,5.76,0,0,0,0,124.32,0,0,0

90,22:15-22:30,41.89,0,41.97,0,418.77,12.28,35.33,0,550.23,0,0,0,0,0,0,0,18.83,20,1.87,8.87,0,2.33,20.56,0,42.63,70.37,0,22.47,144.77,0,0,0,0,0,0,9.13,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,0,5.76,0,0,0,0,124.32,0,0,0

91,22:30-22:45,41.89,0,41.97,0,418.77,0,2.76,0,550.23,0,0,0,0,0,0,0,18.83,20,1.87,8.87,0,2.33,20.56,0,42.63,70.37,0,22.47,144.77,0,0,0,0,0,0,9.13,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,0,5.76,0,0,0,0,124.32,0,0,0

92,22:45-23:00,41.89,0,41.97,0,418.77,0,1.11,0,550.23,0,0,0,0,0,0,0,18.83,20,1.87,8.87,0,2.33,20.56,0,42.63,70.37,0,22.47,144.77,0,0,0,0,0,0,9.13,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,0,5.76,0,0,0,0,124.32,0,0,0

93,23:00-23:15,41.89,0,41.97,0,418.77,0,1.11,0,579.96,0,0,0,0,0,0,0,18.83,20,1.87,8.87,0,2.33,20.56,0,42.84,70.37,0,22.47,144.77,0,0,0,0,0,0,9.13,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,0,5.76,0,0,0,0,124.32,0,0,0

94,23:15-23:30,41.89,0,41.97,0,418.77,0,1.11,0,609.71,0,0,0,0,0,0,0,10.76,20,1.87,8.87,0,2.33,20.56,0,42.84,70.37,0,22.47,144.77,0,0,0,0,0,0,9.13,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,0,5.76,0,0,0,0,124.32,0,0,0

95,23:30-23:45,41.89,0,41.97,0,418.77,0,1.11,0,639.45,0,0,0,0,0,0,0,10.76,20,1.87,8.87,0,2.33,20.56,0,42.84,70.37,0,22.47,144.77,0,0,0,0,0,0,9.13,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,0,5.76,0,0,0,0,124.32,0,0,0

96,23:45-24:00,41.89,0,41.97,0,418.77,0,1.11,0,669.19,0,0,0,0,0,0,0,4.57,20,1.87,8.87,0,2.33,20.56,0,42.84,70.37,0,22.47,144.77,0,0,0,0,0,0,9.13,0,0,0,0,0,52.41,139.68,0,0,92,118.76,0,0,0,21.19,26.39,0,0,66.85,0,0,16.48,20.8,429.66,0,5.76,0,0,0,0,124.32,0,0,0

