Block,Time Block,JHAJJAR,KGSU1AND2,DADRI_LF,AURY_LF,DADRI_GF,DADRI_CRF,DADRI_RF,AURY_RF,DULHASTI,DHAULIGNGA,FSTPP I & II,KOTESHWR,KOLDAM,BSIUL,CHAMERA1,BRBCL,DADRT2,CHAMERA3,CHAMERA2,AURY_GF,AURY_CRF,URI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,UNCHAHAR2,ANTA_LF,ANTA_GF,ANTA_CRF,ANTA_RF,SIMHST1,RSTPSU7,SALAL,SEWA2,SASAN,SIMHST2,SINGRAULI,SINGRAULI_HYDRO,TALST2,TANAKPUR,TelanganaSTPP,TALA,TEHRI,TANDA2,RIHAND3,RIHAND2,RIHAND1,RAPPC,RSTPSU1TO6,RAPPB,KKNP,KHSTPP-II,KISHANGANGA,KKNPPU2,NNTPP,NTPL,NAPP,PARBATI3,NLCEXP,NLCIIST1,NJPC,NLCIIST2,MAPS,RAMPUR,NLCTS2EXP,KUDGI,KGSU3AND4,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,347.41,0,0,0,0,0,0,0,0,0,11.79,8.49,0,0,0,19.12,359.16,0,0,0,0,4.22,13.26,0,0,4.12,16.77,26.31,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,0,0,0,14.87,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

64,15:45-16:00,347.41,0,0,0,0,0,0,0,0,0,11.79,8.49,0,0,0,19.12,359.16,0,0,0,0,4.22,14.37,0,0,4.12,18.73,29.27,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,0,0,0,14.87,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

65,16:00-16:15,435.36,0,0,0,0,0,0,0,0,0,11.79,8.49,0,0,0,19.12,359.16,0,0,0,0,1.06,14.37,0,0,4.12,18.73,29.27,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,0,0,0,14.87,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

66,16:15-16:30,523.3,0,0,0,0,0,0,0,0,0,13.92,8.49,0,0,0,19.12,420.13,0,0,0,0,1.06,14.37,0,0,4.12,18.73,29.27,0,0,0,0,0,0,1.34,0,400.3,0,120.41,0,0,0,0,0,29.75,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

67,16:30-16:45,624.2,0,0,0,0,0,0,0,0,0,15.94,8.49,0,0,0,19.12,501.85,0,0,0,0,1.06,19.49,0,0,4.12,23.69,40.52,0,0,0,0,0,0,8.88,0,400.3,0,120.41,0,0,0,0,0,43.48,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,22.36,0,0,0,0,0,0,32.49,0,0,0,0,0

68,16:45-17:00,625.45,0,0,0,0,0,0,0,15.75,0,15.94,8.49,0,0,0,19.12,556.95,0,0,0,0,1.06,19.65,0,0,4.12,25.23,40.52,0,0,0,0,0,0,39.99,0,400.3,0,120.41,0,0,0,0,0,43.48,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,44.73,0,0,0,0,0,0,32.49,0,0,0,0,0

69,17:00-17:15,625.45,0,0,0,0,0,0,0,15.75,0,15.94,8.49,0,1.05,0,19.12,624.61,0,3.18,0,0,1.06,19.65,0,0,4.12,25.23,40.52,0,0,0,0,0,0,39.99,0,400.3,0,120.41,0,0,0,0,0,43.48,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,67.08,0,0,0,0,0,0,32.49,0,0,0,0,0

70,17:15-17:30,625.45,0,0,0,0,0,0,0,31.5,0,15.94,8.49,0,6.23,11.48,19.12,652.68,9.24,12.59,0,0,1.06,19.65,0,0,4.12,25.23,40.52,0,0,0,0,0,0,39.99,7.55,400.3,0,120.41,0,0,0,0,0,43.48,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,87.99,0,0,0,0,0,0,32.49,0,0,0,0,0

71,17:30-17:45,625.45,0,0,0,0,0,0,0,31.5,8.74,15.94,9.43,0,12.46,26.86,19.12,652.68,18.53,25.18,0,0,1.06,19.65,0,0,4.12,25.23,40.52,0,0,0,0,0,0,39.99,7.55,400.3,0,120.41,0,0,5.51,0,0,59.5,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,108.63,0,0,0,0,0,0,32.49,0,0,0,0,0

72,17:45-18:00,625.45,0,0,0,0,0,0,0,31.5,16.8,15.94,9.43,0,12.46,26.86,19.12,652.68,18.53,25.18,0,0,1.06,19.65,0,0,4.12,25.23,40.52,0,0,0,0,0,0,39.99,7.55,400.3,0,120.41,0,0,5.51,0,0,59.5,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,108.63,0,0,0,0,0,0,32.49,0,0,0,0,0

73,18:00-18:15,625.45,0,0,0,0,0,0,0,31.5,26.2,15.94,9.43,0,12.46,26.86,19.12,652.68,18.53,25.18,0,0,1.16,19.65,0,0,18,25.23,40.52,0,0,0,0,0,0,39.99,7.55,400.3,0,120.41,0,0,5.51,0,0,59.5,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,108.63,0,0,0,0,0,0,32.49,0,0,0,0,0

74,18:15-18:30,625.45,0,0,0,0,0,0,0,31.5,26.2,15.94,9.43,0,12.46,26.86,19.12,652.68,18.53,25.18,0,0,1.16,19.65,0,0,18,25.23,40.52,0,0,0,0,0,0,8.88,7.55,400.3,0,120.41,0,0,5.51,0,0,59.5,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,108.63,0,0,0,0,0,0,32.49,0,0,0,0,0

75,18:30-18:45,625.45,0,0,0,0,0,0,0,31.5,26.2,15.94,9.43,0,12.46,11.48,19.12,652.68,18.53,25.18,0,0,8.44,19.65,0,0,18,25.23,40.52,0,0,0,0,0,0,2.23,7.55,400.3,0,120.41,0,0,5.51,0,0,59.5,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,108.63,0,0,0,0,0,0,32.49,0,0,0,0,0

76,18:45-19:00,625.45,0,0,0,0,0,0,0,31.5,26.2,15.94,8.49,0,6.23,0,19.12,652.68,9.24,3.18,0,0,4.22,19.65,0,0,18,25.23,40.52,0,0,0,0,0,0,2.23,0,400.3,0,120.41,0,0,5.51,0,0,59.5,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,108.63,0,0,0,0,0,0,32.49,0,0,0,0,0

77,19:00-19:15,625.45,0,0,0,0,0,0,0,31.5,26.2,15.94,8.49,0,1.05,0,19.12,652.68,0,0,0,0,25.32,19.65,0,0,18,25.23,40.52,0,0,0,0,0,0,2.23,0,400.3,0,120.41,0,0,5.51,0,0,44.62,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,3.65,0,0,89.34,0,0,0,0,0,0,32.49,0,0,0,0,0

78,19:15-19:30,625.45,0,0,0,0,0,0,0,31.5,15.65,15.94,8.49,0,0,0,19.12,652.68,0,0,0,0,25.32,19.65,0,0,18,25.23,40.52,0,0,0,0,0,0,2.23,0,400.3,0,120.41,0,0,5.51,0,0,44.62,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,15.82,0,0,44.73,0,0,0,0,0,0,32.49,0,0,0,0,0

79,19:30-19:45,625.45,0,0,0,0,0,0,0,31.5,7.57,15.94,8.49,0,0,0,19.12,652.67,0,0,0,0,25.32,19.65,0,0,4.12,25.23,40.52,0,0,0,0,0,0,2.23,0,400.3,0,120.41,0,0,5.51,0,0,29.75,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,15.82,0,0,22.36,0,0,0,0,0,0,32.49,0,0,0,0,0

80,19:45-20:00,625.45,0,0,0,0,0,0,0,31.5,0,15.94,8.49,0,0,0,19.12,599.76,0,0,0,0,25.32,19.65,0,0,4.12,25.23,40.52,0,0,0,0,0,0,2.23,0,400.3,0,120.41,0,0,0,0,0,29.75,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,15.82,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

81,20:00-20:15,625.45,0,0,0,0,0,0,0,31.5,0,15.94,8.49,0,0,0,19.12,550.14,0,0,0,0,25.32,19.65,0,0,4.12,25.23,40.52,0,0,0,0,0,0,2.23,0,400.3,0,120.41,0,0,0,0,0,29.75,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,15.82,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

82,20:15-20:30,625.45,0,0,0,0,0,0,0,31.5,0,15.94,8.49,0,0,0,19.12,519.55,0,0,0,0,8.44,19.65,0,0,4.12,25.23,40.52,0,0,0,0,0,0,2.23,0,400.3,0,120.41,0,0,0,0,0,14.87,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,15.82,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

83,20:30-20:45,574.38,0,0,0,0,0,0,0,31.5,0,15.94,8.49,0,0,0,19.12,515.38,0,0,0,0,14.77,19.65,0,0,4.12,25.23,34.93,0,0,0,0,0,0,2.23,0,400.3,0,120.41,0,0,0,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,15.82,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

84,20:45-21:00,472.53,0,0,0,0,0,0,0,31.5,0,15.94,8.49,0,0,0,19.12,515.38,0,0,0,0,14.77,19.65,0,0,4.12,25.23,34.93,0,0,0,0,0,0,2.23,0,400.3,0,120.41,0,0,0,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,3.4,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

85,21:00-21:15,377.38,0,0,0,0,0,0,0,31.5,0,15.94,8.49,0,0,0,19.12,511.25,0,0,0,0,14.77,19.65,0,0,4.12,25.23,34.93,0,0,0,0,0,0,2.23,0,400.3,0,120.41,0,0,0,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

86,21:15-21:30,377.38,0,0,0,0,0,0,0,15.75,0,15.94,8.49,0,0,0,19.12,511.25,0,0,0,0,14.77,19.65,0,0,4.12,25.23,34.93,0,0,0,0,0,0,2.23,0,400.3,0,120.41,0,0,0,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

87,21:30-21:45,377.38,0,0,0,0,0,0,0,15.75,0,15.94,8.49,0,0,0,19.12,511.25,0,0,0,0,14.77,16.93,0,0,4.12,21.74,34.93,0,0,0,0,0,0,2.23,0,400.3,0,120.41,0,0,0,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

88,21:45-22:00,373.13,0,0,0,0,0,0,0,15.75,0,15.63,8.49,0,0,0,19.12,429.35,0,0,0,0,14.77,13.08,0,0,4.12,16.78,26.98,0,0,0,0,0,0,2.23,0,400.3,0,120.41,0,0,0,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,141.76,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,32.49,0,0,0,0,0

89,22:00-22:15,373.13,0,0,0,0,0,0,0,15.75,0,10.81,8.49,0,0,0,19.12,406.26,0,0,0,0,14.77,13.08,0,0,4.12,16.78,26.98,0,0,0,0,0,0,2.23,0,400.3,0,120.41,0,0,0,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,113.91,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,25.87,0,0,0,0,0

90,22:15-22:30,373.13,0,0,0,0,0,0,0,0,0,10.81,8.49,0,0,0,19.12,389.05,0,0,0,0,14.77,13.08,0,0,4.12,16.78,26.98,0,0,0,0,0,0,2.23,0,400.3,0,120.41,0,0,0,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,113.91,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,25.87,0,0,0,0,0

91,22:30-22:45,344.12,0,0,0,0,0,0,0,0,0,10.81,8.49,0,0,0,19.12,348.9,0,0,0,0,14.77,13.08,0,0,6.42,16.78,22.42,0,0,0,0,0,0,2.23,0,400.3,0,120.41,0,0,0,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,113.91,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,25.87,0,0,0,0,0

92,22:45-23:00,344.12,0,0,0,0,0,0,0,0,0,10.81,8.49,0,0,0,19.12,348.9,0,0,0,0,7.39,13.08,0,0,6.42,16.78,22.42,0,0,0,0,0,0,2.23,0,400.3,0,120.41,0,0,0,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,113.91,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,25.87,0,0,0,0,0

93,23:00-23:15,373.13,0,0,0,0,0,0,0,0,0,10.81,8.49,0,0,0,19.12,372.8,0,0,0,0,1.06,13.08,0,0,6.82,16.78,25.25,0,0,0,0,0,0,2.23,0,400.3,0,120.41,0,0,0,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,99.29,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,22.27,0,0,0,0,0

94,23:15-23:30,373.13,0,0,0,0,0,0,0,0,0,10.81,8.49,0,0,0,19.12,368.98,0,0,0,0,1.06,13.08,0,0,6.82,16.78,26.98,0,0,0,0,0,0,2.23,0,400.3,0,120.41,0,0,0,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,94.34,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,21.38,0,0,0,0,0

95,23:30-23:45,373.13,0,0,0,0,0,0,0,0,0,10.81,8.49,0,0,0,19.12,368.98,0,0,0,0,1.06,13.08,0,0,6.82,16.78,26.98,0,0,0,0,0,0,2.23,0,400.3,0,120.41,0,0,0,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,94.34,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,21.38,0,0,0,0,0

96,23:45-24:00,344.12,0,0,0,0,0,0,0,0,0,10.81,8.49,0,0,0,18.24,348.9,0,0,0,0,1.06,13.08,0,0,6.82,16.78,26.98,0,0,0,0,0,0,2.23,0,400.3,0,120.41,0,0,0,0,0,0,0,118.84,113.51,87.94,51.55,0,0,0,94.34,0,0,0,0,42.37,0,0,0,0,0,0,0,0,0,0,21.38,0,0,0,0,0

