Block,Time Block,SIMHST1,SIMHST2,SINGRAULI,KKNPPU2,KOLDAM,KGSU1AND2,KGSU3AND4,KHSTPP-II,KISHANGANGA,JHAJJAR,KKNP,KHSTPP-I,RAMPUR,PARBATI3,NTPL,RAPPC,PARBATI2,RAPPB,DULHASTI,DHAULIGNGA,FSTPP I & II,NLCTS2EXP,NNTPP,RIHAND2,RSTPSU7,SALAL,SEWA2,RIHAND1,RAPPD,SASAN,RIHAND3,RSTPSU1TO6,NJPC,NLCIIST1,NLCIIST2,NLCEXP,DADRT2,CHAMERA3,CHAMERA1,CHAMERA2,NAPP,BSIUL,BRBCL,ANTA_LF,AURY_GF,DADRI_GF,ANTA_GF,AURY_CRF,DADRI_CRF,DADRI_RF,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_LF,UNCHAHAR4,UNCHAHAR3,VALLURNTECL,UNCHAHAR2,URI2,URI,UNCHAHAR1,MAPS,KUDGI,KOTESHWR,TALA,TANAKPUR,TEHRIPSP,TEHRI,TelanganaSTPP,SINGRAULI_HYDRO,TALST2,TANDA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,0,0,72.35,0,8.33,0,0,94.16,0,250,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,13.86,0,0,120.92,0,76.84,17.7,45.65,38.67,336.87,126.3,0,169.7,0,0,0,104.7,32.77,40.69,45.48,23.51,18.88,24.12,0,0,0,0,0,0,0,0,0,0,0,0,1.94,19.49,0,31.42,32.36,45.82,14.94,0,0,43.52,26.88,11.5,185.89,79.5,0,0,0,4.69,0,0,0,0,0

54,13:15-13:30,0,0,72.35,0,8.33,0,0,94.16,0,250,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,13.86,0,0,120.92,0,76.84,17.7,45.65,38.67,336.87,126.3,0,169.7,0,0,0,104.7,32.77,40.69,45.48,23.51,18.88,24.12,0,0,0,0,0,0,0,0,0,0,0,0,1.94,19.49,0,31.42,32.36,45.82,14.94,0,0,43.52,26.9,11.5,185.89,79.5,0,0,0,4.69,0,0,0,0,0

55,13:30-13:45,0,0,72.35,0,8.33,0,0,94.16,0,250,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,13.86,0,0,120.92,0,76.84,17.7,45.65,38.67,336.87,126.3,0,169.7,0,0,0,104.7,32.77,40.69,45.48,23.51,18.88,24.12,0,0,0,0,0,0,0,0,0,0,0,0,1.94,19.49,0,31.42,32.36,45.82,14.94,0,0,43.52,26.96,11.5,185.89,79.5,0,0,0,5.04,0,0,0,0,0

56,13:45-14:00,0,0,72.35,0,8.33,0,0,94.16,0,250,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,13.86,0,0,120.92,0,76.84,17.7,45.65,38.67,336.87,126.3,0,169.7,0,0,0,104.7,32.77,40.69,45.48,23.51,18.88,24.12,0,0,0,0,0,0,0,0,0,0,0,0,1.94,19.49,0,31.42,32.36,45.82,14.94,0,0,43.52,26.96,11.5,185.89,79.5,0,0,0,5.04,0,0,0,0,0

57,14:00-14:15,0,0,72.35,0,8.33,0,0,94.16,0,257.44,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,13.86,0,0,120.92,0,76.84,17.7,45.65,38.67,336.87,126.3,0,169.7,0,0,0,147.17,32.77,17.22,45.48,23.51,18.88,24.12,0,0,0,0,0,0,0,0,0,0,0,0,1.94,19.49,0,31.42,32.36,36.23,14.94,0,0,43.52,26.96,11.5,185.89,79.5,0,0,0,5.04,0,0,0,0,0

58,14:15-14:30,0,0,72.35,0,8.33,0,0,94.16,0,257.44,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,13.86,0,0,120.92,0,76.84,17.7,45.65,38.67,336.87,126.3,0,169.7,0,0,0,147.17,32.77,17.22,45.48,23.51,18.88,24.12,0,0,0,0,0,0,0,0,0,0,0,0,1.94,19.49,0,31.42,32.36,45.82,14.94,0,0,43.52,26.96,11.5,185.89,79.5,0,0,0,5.04,0,0,0,0,0

59,14:30-14:45,0,0,72.35,0,8.33,0,0,94.16,0,257.44,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,13.86,0,0,120.92,0,76.84,17.7,45.65,38.67,336.87,126.3,0,169.7,0,0,0,195.43,32.77,17.22,45.48,23.51,18.88,24.12,0,0,0,0,0,0,0,0,0,0,0,0,1.94,19.49,0,31.42,32.36,45.82,14.94,0,0,43.52,27.11,11.5,185.89,79.5,0,0,0,5.04,0,0,0,0,0

60,14:45-15:00,0,0,72.35,0,8.33,0,0,94.16,0,257.44,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,13.86,0,0,120.92,0,76.84,17.7,45.65,38.67,336.87,126.3,0,169.7,0,0,0,243.7,32.77,17.22,45.48,23.51,18.88,24.12,0,0,0,0,0,0,0,0,0,0,0,0,1.94,19.49,0,31.42,32.36,45.82,14.94,0,0,43.52,24.32,11.5,185.89,79.5,0,0,0,5.04,0,0,0,0,0

61,15:00-15:15,0,0,72.35,0,8.33,0,0,94.16,0,257.44,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.84,17.7,45.65,38.67,336.87,126.3,0,169.7,0,0,0,311.27,32.77,17.22,45.48,23.51,18.88,24.12,0,0,0,0,0,0,0,0,0,0,0,0,1.94,21.93,0,35.43,32.36,36.23,17.72,0,0,43.52,24.32,11.5,185.89,79.5,0,0,0,5.04,0,0,0,0,0

62,15:15-15:30,0,0,72.35,0,8.33,0,0,94.16,0,257.44,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.84,17.7,45.65,38.67,336.87,126.3,0,169.7,0,0,0,378.84,32.77,17.22,45.48,23.51,18.88,24.12,0,0,0,0,0,0,0,0,0,0,0,0,1.94,22.93,0,36.93,32.36,36.23,17.72,0,0,43.52,24.32,11.5,185.89,79.5,0,0,0,5.04,0,0,0,0,0

63,15:30-15:45,0,0,72.35,0,8.33,0,0,94.16,0,318.25,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.84,17.7,45.65,38.67,336.87,126.3,0,169.7,0,0,0,436.76,32.77,17.22,45.48,23.51,18.88,24.12,0,0,0,0,0,0,0,0,0,0,0,0,1.94,22.93,0,36.93,32.36,36.23,17.72,0,0,43.52,24.32,11.5,185.89,79.5,0,0,0,5.04,0,0,0,0,0

64,15:45-16:00,0,0,72.35,0,8.33,0,0,94.16,0.62,318.25,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.84,17.7,45.65,38.67,336.87,126.3,0,169.7,0,0,0,456.07,32.77,17.22,45.48,23.51,18.88,24.12,0,0,0,0,0,0,0,0,0,0,0,0,1.94,22.93,0,36.93,32.36,36.23,17.72,0,0,43.52,24.32,11.5,185.89,79.5,0,0,0,5.04,0,0,0,0,0

65,16:00-16:15,0,0,72.35,0,8.33,0,0,94.16,2.25,318.25,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.84,17.7,45.65,38.67,336.87,126.3,0,169.7,0,0,0,483.09,32.77,17.22,45.48,23.51,18.88,24.12,0,0,0,0,0,0,0,0,0,0,0,0,1.94,22.93,0,36.93,32.36,45.82,17.72,0,0,43.52,23.33,11.5,185.89,79.5,0,0,0,5.04,0,0,0,0,0

66,16:15-16:30,0,0,72.35,0,8.33,0,0,94.16,2.25,318.25,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.84,17.7,45.65,38.67,336.87,126.3,0,169.7,0,0,0,483.09,32.77,17.22,45.48,23.51,18.88,23.23,0,0,0,0,0,0,0,0,0,0,0,0,1.94,22.93,0,36.93,32.36,45.82,17.72,0,0,43.52,23.14,11.5,185.89,79.5,0,0,0,5.04,0,0,0,0,0

67,16:30-16:45,0,0,72.35,0,8.33,0,0,94.16,4.49,337.56,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.84,17.7,45.65,38.67,330.13,126.3,0,169.7,0,0,0,483.09,21.83,17.22,45.48,23.51,18.88,23.5,0,0,0,0,0,0,0,0,0,0,0,0,1.94,26.43,0,42.39,32.36,45.82,20.9,0,0,43.52,22.57,11.5,185.89,79.5,0,0,0,5.04,0,0,0,0,0

68,16:45-17:00,0,0,72.35,0,8.33,0,0,94.16,4.49,337.56,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.84,17.7,45.65,38.67,330.13,126.3,0,169.7,0,0,0,483.09,21.83,17.22,45.48,23.51,18.88,21.4,0,0,0,0,0,0,0,0,0,0,0,0,1.94,26.43,0,42.39,32.36,45.82,20.9,0,0,43.52,22.45,11.5,185.89,79.5,0,0,0,5.04,0,0,0,0,0

69,17:00-17:15,0,0,72.35,0,8.33,0,0,94.16,6.73,400.42,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.84,17.7,45.65,38.67,330.13,126.3,0,169.7,0,0,0,553.08,21.83,40.69,45.48,23.51,18.88,24.12,0,0,0,0,0,0,0,0,0,0,0,0,1.94,26.43,0,42.39,32.36,45.82,20.9,0,0,43.52,22.34,11.5,185.89,79.5,0,0,0,5.04,0,0,0,0,0

70,17:15-17:30,0,0,72.35,0,8.33,0,0,94.16,6.73,458.33,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.84,17.7,45.65,38.67,330.13,126.3,0,169.7,0,0,0,590.78,21.83,40.69,45.48,23.51,18.88,24.12,0,0,0,0,0,0,0,0,0,0,0,0,1.94,26.43,0,42.39,32.36,45.82,20.9,0,0,43.52,22.05,11.5,185.89,79.5,0,0,0,5.04,0,0,0,0,0

71,17:30-17:45,0,0,72.35,0,8.33,0,0,94.16,6.73,458.33,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.84,17.7,45.65,38.67,330.13,126.3,0,169.7,0,0,0,594.87,21.83,40.69,45.48,23.51,18.88,24.12,0,0,0,0,0,0,0,0,0,0,0,0,1.94,26.43,0,42.39,32.36,45.82,20.9,0,0,43.52,22,11.5,185.89,79.5,0,0,0,5.04,0,0,0,0,0

72,17:45-18:00,0,0,72.35,0,8.33,0,0,94.16,6.73,458.33,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.84,17.7,45.65,38.67,330.13,126.3,0,169.7,0,0,0,594.87,21.83,40.69,45.48,23.51,18.88,24.12,0,0,0,0,0,0,0,0,0,0,0,0,1.04,26.16,0,42.07,32.36,45.82,20.9,0,0,43.52,21.91,11.5,185.89,79.5,0,0,0,5.04,0,0,0,0,0

73,18:00-18:15,0,0,72.35,0,8.33,0,0,94.16,4.49,458.33,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.84,17.7,45.65,38.67,330.13,126.3,0,169.7,0,0,0,650.31,21.83,40.69,45.48,23.51,18.88,24.12,0,0,0,0,0,0,0,0,0,0,0,0,1.4,26.16,0,41.9,32.36,10.66,20.9,0,0,43.52,21.68,11.5,185.89,79.5,0,0,0,5.04,0,0,0,0,0

74,18:15-18:30,0,0,72.35,0,8.33,0,0,94.16,4.49,458.33,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.84,17.7,45.65,38.67,330.13,126.3,0,169.7,0,0,0,661.38,21.83,40.69,45.48,23.51,18.88,21.59,0,0,0,0,0,0,0,0,0,0,0,0,1.51,26.16,0,41.9,32.36,4.26,20.7,0,0,43.52,21.34,11.5,185.89,79.5,0,0,0,5.04,0,0,0,0,0

75,18:30-18:45,0,0,72.35,0,8.33,0,0,94.16,4.49,405.69,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,19.45,0,0,120.92,0,76.84,17.7,45.65,38.67,330.13,126.3,0,169.7,0,0,0,661.38,21.83,40.69,45.48,23.51,18.88,24.12,0,0,0,0,0,0,0,0,0,0,0,0,1.51,26.16,0,41.9,32.36,4.26,19.26,0,0,43.52,21.31,11.5,185.89,79.5,0,0,0,5.04,0,0,0,0,0

76,18:45-19:00,0,0,72.35,0,8.33,0,0,94.16,4.62,458.34,0,43.95,5.65,55.97,0,62.85,26.9,0,37.12,43.26,19.45,0,0,120.92,0,76.84,18.81,45.65,38.67,330.13,126.3,0,171.29,0,0,0,661.38,34.45,40.88,47.88,23.51,19.75,21.93,0,0,0,0,0,0,0,0,0,0,0,0,1.51,26.16,0,41.9,32.36,4.26,19.26,0,0,43.52,21.17,11.5,185.89,79.5,0,0,0,5.04,0,0,0,0,0

77,19:00-19:15,0,0,72.35,0,8.33,0,0,94.16,4.62,458.38,0,43.95,5.65,55.97,0,62.85,26.9,0,37.12,43.26,19.45,0,0,120.92,0,76.84,18.81,45.65,38.67,330.13,126.3,0,171.29,0,0,0,661.38,34.45,40.88,47.88,23.51,19.75,23.17,0,0,0,0,0,0,0,0,0,0,0,0,1.51,26.16,0,41.95,32.36,10.66,19.26,0,0,43.52,21.17,11.5,185.89,79.5,0,0,0,5.04,0,0,0,0,0

78,19:15-19:30,0,0,72.35,0,8.33,0,0,94.16,4.62,458.38,0,43.95,5.65,55.97,0,62.85,26.9,0,37.12,43.26,19.45,0,0,120.92,0,76.84,18.81,45.65,38.67,330.13,126.3,0,171.29,0,0,0,661.38,34.45,40.88,47.88,23.51,19.75,19.7,0,0,0,0,0,0,0,0,0,0,0,0,1.51,26.16,0,41.95,32.36,45.82,19.26,0,0,43.52,21.23,11.5,185.89,79.5,0,0,0,5.04,0,0,0,0,0

79,19:30-19:45,0,0,72.35,0,8.33,0,0,94.16,4.62,458.38,0,43.95,5.65,55.97,0,62.85,26.9,0,37.12,43.26,19.45,0,0,120.92,0,76.84,18.81,45.65,38.67,330.13,126.3,0,171.29,0,0,0,661.38,34.45,40.88,47.88,23.51,19.75,23.17,0,0,0,0,0,0,25.65,20.14,0,11.58,0,0,1.51,26.16,0,41.95,32.36,45.82,19.26,0,0,43.52,21.31,11.5,185.89,79.5,0,0,0,4.88,0,0,0,0,0

80,19:45-20:00,0,0,72.35,0,8.33,0,0,94.16,4.62,458.38,0,43.95,5.65,55.97,0,62.85,26.9,0,37.12,43.26,19.45,0,0,120.92,0,76.84,18.81,45.65,38.67,330.13,126.3,0,171.29,0,0,0,661.38,34.45,40.88,47.88,23.51,19.75,23.37,0,0,0,0,0,0,25.65,20.14,0,11.58,0,0,1.51,26.16,0,41.95,32.36,45.82,19.26,0,0,43.52,21.46,11.5,185.89,79.5,0,0,0,4.88,0,0,0,0,0

81,20:00-20:15,0,0,72.35,0,8.33,0,0,94.16,4.62,458.39,0,43.95,5.65,55.97,0,62.85,26.9,0,37.12,43.26,16.78,0,0,120.92,0,76.84,18.81,45.65,38.67,330.13,126.3,0,171.29,0,0,0,661.38,34.45,40.88,47.88,23.51,19.75,24.12,0,0,0,0,0,0,26.14,20.14,0,11.58,0,0,1.51,26.16,0,41.95,32.36,45.82,19.26,0,0,43.52,21.52,11.5,185.89,79.5,0,0,0,4.88,0,0,0,0,0

82,20:15-20:30,0,0,72.35,0,8.33,0,0,94.16,6.93,458.39,0,43.95,5.65,55.97,0,62.85,26.9,0,37.12,43.26,16.78,0,0,120.92,0,76.84,18.81,45.65,38.67,330.13,126.3,0,171.29,0,0,0,661.38,34.45,40.88,47.88,23.51,19.75,24.12,0,0,0,0,0,0,26.14,20.14,0,11.58,0,0,1.51,26.16,0,41.95,32.36,45.82,19.26,0,0,43.52,21.62,11.5,185.89,79.5,0,0,0,4.88,0,0,0,0,0

83,20:30-20:45,0,0,72.35,0,8.33,0,0,94.16,6.93,458.39,0,43.95,5.65,55.97,0,62.85,26.9,0,37.12,43.26,16.78,0,0,120.92,0,76.84,18.81,45.65,38.67,330.13,126.3,0,171.29,0,0,0,661.38,34.45,40.88,47.88,23.51,19.75,24.12,0,0,0,0,0,0,26.14,20.14,0,11.58,0,0,1.51,26.16,0,41.95,32.36,45.82,19.26,0,0,43.52,21.68,11.5,185.89,79.5,0,0,0,4.88,0,0,0,0,0

84,20:45-21:00,0,0,72.35,0,8.33,0,0,94.16,6.73,458.38,0,43.95,5.48,50.23,0,62.85,25.14,0,36.99,40.99,16.78,0,0,120.92,0,76.84,17.7,45.65,38.67,330.13,126.3,0,169.7,0,0,0,661.38,32.77,40.69,45.48,23.51,18.88,24.12,0,0,0,0,0,0,26.14,20.14,0,11.58,0,0,1.51,26.16,0,41.95,32.36,45.82,19.26,0,0,43.52,21.8,11.5,185.89,79.5,0,0,0,4.88,0,0,0,0,0

85,21:00-21:15,0,0,72.35,0,8.33,0,0,94.16,6.73,458.38,0,43.95,5.48,50.23,0,62.85,25.14,0,36.99,40.99,16.78,0,0,120.92,0,76.84,17.7,45.65,38.67,330.13,126.3,0,169.7,0,0,0,661.38,32.77,40.69,30.32,23.51,18.88,24.12,0,0,0,0,0,0,50.27,44.27,0,30.89,0,0,1.51,26.16,0,41.9,32.36,45.82,19.26,0,0,43.52,21.93,11.5,185.89,79.5,0,0,0,4.88,0,0,0,0,0

86,21:15-21:30,0,0,72.35,0,8.33,0,0,94.16,6.73,458.38,0,43.95,5.48,50.23,0,62.85,25.14,0,36.99,40.99,16.78,0,0,120.92,0,76.84,17.7,45.65,38.67,330.13,126.3,0,169.7,0,0,0,661.38,32.77,40.69,30.32,23.51,18.88,22.76,0,0,0,0,0,0,50.27,44.27,0,30.89,0,0,1.51,26.16,0,41.9,32.36,45.82,19.26,0,0,43.52,22.02,11.5,185.89,79.5,0,0,0,4.88,0,0,0,0,0

87,21:30-21:45,0,0,72.35,0,8.33,0,0,94.16,6.93,458.38,0,43.95,5.65,55.97,0,62.85,26.9,0,37.12,43.26,16.78,0,0,120.92,0,76.84,18.81,45.65,38.67,338.42,126.3,0,171.29,0,0,0,661.38,34.45,40.88,47.88,23.51,19.75,21.42,0,0,0,0,0,0,50.27,67.57,0,48.34,0,0,1.51,26.16,0,41.9,32.36,45.82,19.26,0,0,43.52,22.08,11.5,185.89,79.5,0,0,0,4.88,0,0,0,0,0

88,21:45-22:00,0,0,72.35,0,8.33,0,0,94.16,6.93,458.38,0,43.95,5.65,55.97,0,62.85,26.9,0,37.12,43.26,16.78,0,0,120.92,0,76.84,18.81,45.65,38.67,346.76,126.3,0,171.29,0,0,0,661.38,34.45,40.88,47.88,23.51,19.75,21,0,0,0,0,0,0,50.27,65.64,0,48.34,0,0,1.51,26.16,0,41.9,32.36,45.82,19.26,0,0,43.52,22.23,11.5,185.89,79.5,0,0,0,4.88,0,0,0,0,0

89,22:00-22:15,0,0,72.35,0,8.33,0,0,94.16,6.93,458.39,0,43.95,5.65,55.97,0,62.85,26.9,0,37.12,43.26,16.78,0,0,120.92,0,76.84,18.81,45.65,38.67,352.18,126.3,0,171.29,0,0,0,594.62,34.45,40.88,47.88,23.51,19.75,22.62,0,0,0,0,0,0,88.88,73.23,0,48.82,0,0,1.34,26.16,0,41.9,32.36,10.66,19.26,0,0,43.52,22.37,11.5,185.89,79.5,0,0,0,4.88,0,0,0,0,0

90,22:15-22:30,0,0,72.35,0,8.33,0,0,94.16,6.93,458.38,0,43.95,5.65,55.97,0,62.85,26.9,0,37.12,43.26,16.78,0,0,120.92,0,76.84,18.81,45.65,38.67,357.61,126.3,0,171.29,0,0,0,593.66,34.45,40.88,47.88,23.51,19.75,21.69,0,0,0,0,0,0,88.88,73.23,0,48.82,0,0,1.34,26.16,0,41.9,32.36,4.26,19.26,0,0,43.52,22.37,11.5,185.89,79.5,0,0,0,4.88,0,0,0,0,0

91,22:30-22:45,0,0,72.35,0,8.33,0,0,94.16,6.73,458.38,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,16.78,0,0,120.92,0,76.84,17.7,45.65,38.67,363.04,126.3,0,169.7,0,0,0,644.98,32.77,40.69,45.48,23.51,18.88,20.74,0,0,0,0,0,0,64.75,49.28,0,33.39,0,0,1.34,0,0,41.9,32.36,2.13,19.26,0,0,43.52,22.5,11.5,185.89,79.5,0,0,0,4.88,0,0,0,0,0

92,22:45-23:00,0,0,72.35,0,8.33,0,0,94.16,6.73,458.38,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,16.78,0,0,120.92,0,76.84,17.7,45.65,38.67,369.91,126.3,0,169.7,0,0,0,657.37,32.77,40.69,45.48,23.51,18.88,20.73,0,0,0,0,0,0,64.75,49.28,0,33.39,0,0,1.34,0,0,41.9,32.36,2.13,19.26,0,0,43.52,22.59,11.5,185.89,79.5,0,0,0,4.88,0,0,0,0,0

93,23:00-23:15,0,0,72.35,0,8.33,0,0,94.16,6.73,458.38,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,16.78,0,0,120.92,0,76.84,17.7,45.65,38.67,377.51,126.3,0,169.7,0,0,0,635.17,21.83,40.69,30.32,23.51,18.88,24.12,0,0,0,0,0,0,64.75,49.28,0,33.72,0,0,1.34,0,0,41.9,32.36,4.26,19.26,0,0,43.52,22.65,11.5,185.89,79.5,0,0,0,4.88,0,0,0,0,0

94,23:15-23:30,0,0,72.35,0,8.33,0,0,94.16,6.73,458.38,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,16.78,0,0,120.92,0,76.84,17.7,45.65,38.67,385.12,126.3,0,169.7,0,0,0,608.14,21.83,40.69,30.32,23.51,18.88,24.12,0,0,0,0,0,0,64.75,49.28,0,33.72,0,0,1.34,0,0,41.9,32.36,4.26,19.26,0,0,43.52,22.72,11.5,185.89,79.5,0,0,0,4.88,0,0,0,0,0

95,23:30-23:45,0,0,72.35,0,8.33,0,0,94.16,6.73,502.29,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,16.78,0,0,120.92,0,76.84,17.7,45.65,38.67,392.72,126.3,0,169.7,0,0,0,640.96,21.83,40.69,30.32,23.51,18.88,20.68,0,0,0,0,0,0,26.14,20.32,0,11.58,0,0,1.34,3.8,0,41.9,32.36,4.26,19.26,0,0,43.52,22.79,11.5,185.89,79.5,0,0,0,4.88,0,0,0,0,0

96,23:45-24:00,0,0,72.35,0,8.33,0,0,94.16,6.73,506.47,0,43.95,5.48,50.23,0,62.85,24.8,0,36.99,40.99,16.78,0,0,120.92,0,76.84,17.7,45.65,38.67,400.33,126.3,0,169.7,0,0,0,632.27,21.83,40.69,30.32,23.51,18.88,18.4,0,0,0,0,0,0,26.14,20.32,0,11.58,0,0,1.34,6.72,0,41.9,32.36,4.26,19.26,0,0,43.52,22.91,11.5,185.89,79.5,0,0,0,4.88,0,0,0,0,0

