Block,Time,TEHRI,ANTA_GF,UNCHAHAR3,KISHANGANGA,KOLDAM,SEWA2,DADRI_GF,DADRI_CRF,AURY_LF,RAPPC,ANTA_LF,CHAMERA1,RIHAND3,UNCHAHAR2,UNCHAHAR4,RIHAND1,SINGRAULI,BSIUL,SALAL,RAPPB,DADRI_LF,DADRI_RF,JHAJJAR,NAPP,DADRT2,AURY_CRF,DHAULIGNGA,NJPC,RIHAND2,CHAMERA2,SINGRAULI_HYDRO,RAMPUR,ANTA_CRF,URI,ANTA_RF,PARBATI3,KOTESHWR,CHAMERA3,TANAKPUR,AURY_GF,AURY_RF,DULHASTI,URI2,TANDA2,UNCHAHAR1,KAWAS-RLNG,VSTPS IV,NNTPP,NLCTS2EXP,GANDHAR-APM,MOUDA_II,GANDHAR-RLNG,GANDHAR-NAPM,SIMHST2,RSTPSU1TO6,GADARWARA-I,KAWAS-NAPM,KKNP,TALST2,KHSTPP-II,KAWAS-zLIQ,RSTPSU7,NTPL,VSTPS III,SOLAPUR,NLCEXP,KHSTPP-I,SIPAT I,KUDGI,GANDHAR-ComGas,VALLURNTECL,FSTPP I & II,BRBCL,VSTPS I,KHARGONE-I,NLCIIST1,SIPAT II,KGSU3AND4,KAWAS-ComGas,NLCIIST2,KGSU1AND2,TALA,TAPS-II,KSTPS I&II,MAPS,SASAN,LARA-I,KAPS,KAWAS-APM,KSTPS7,VSTPS V,MOUDA,VSTPS II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,26.659683,0.000000,17.803548,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,42.130732,0.000000,77.368016,139.345891,0.000000,76.785250,0.000000,0.000000,0.000000,356.617236,42.944116,345.835931,0.000000,9.592894,39.620143,116.767575,42.217017,0.981517,0.765760,0.000000,47.531340,0.000000,0.000000,16.859390,30.679168,2.974482,0.000000,0.000000,52.153427,34.211249,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.690594,0.000000,0.000000,1.79,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.01,1.895994,1.713669,0.79,42.283620,5.141006,7.68,0.000000,2.30,18.986800,11.988515,2.275815,3.427338,1.12,0.904723,1.05,0.000000,0.43,1.94,0.000000,2.702613,2.872831,0.23,334.150312,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

7,01:30-01:45,26.659683,0.000000,17.803548,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,42.130732,0.000000,77.368016,139.345891,0.000000,76.785250,0.000000,0.000000,0.000000,327.592236,42.944116,345.835931,0.000000,9.592894,39.620143,116.767575,42.217017,0.981517,0.765760,0.000000,51.269760,0.000000,0.000000,16.859390,30.679168,2.974482,0.000000,0.000000,52.153427,31.807979,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.690594,0.000000,0.000000,1.79,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.01,1.895994,1.713669,0.79,42.283620,5.141006,7.68,0.000000,2.30,18.986800,11.011369,2.244496,3.427338,1.12,0.904723,1.05,0.000000,0.43,1.94,0.000000,2.702613,2.872831,0.23,338.836641,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

8,01:45-02:00,26.659683,0.000000,17.803548,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,42.130732,0.000000,77.368016,139.345891,0.000000,76.785250,0.000000,0.000000,0.000000,327.592236,42.944116,345.835931,0.000000,9.592894,39.620143,116.767575,42.217017,0.981517,0.765760,0.000000,51.269760,0.000000,0.000000,16.859390,30.679168,2.974482,0.000000,0.000000,52.153427,31.807979,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.690594,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.01,1.895994,1.713669,0.79,42.283620,5.141006,7.68,0.000000,2.30,18.986800,9.581579,2.244496,3.427338,1.12,0.904723,1.05,0.000000,0.43,1.94,0.000000,2.702613,2.872831,0.23,339.592500,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

9,02:00-02:15,26.659683,0.000000,17.803548,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,42.130732,0.000000,77.368016,139.345891,0.000000,64.081395,0.000000,0.000000,0.000000,327.592236,42.944116,345.835931,0.000000,9.592894,39.620143,116.767575,42.217017,0.981517,0.765760,0.000000,47.531340,0.000000,0.000000,16.859390,30.679168,3.594166,0.000000,0.000000,52.153427,31.101135,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.690594,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.01,1.895994,1.713669,0.79,42.283620,5.141006,7.68,0.000000,2.30,18.986800,9.579020,2.244496,3.427338,1.12,0.904723,1.05,0.000000,0.43,1.94,0.000000,2.702613,2.872831,0.23,339.592500,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

10,02:15-02:30,26.659683,0.000000,17.803548,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,42.130732,0.000000,77.368016,139.345891,0.000000,64.081395,0.000000,0.000000,0.000000,327.592236,42.944116,345.835931,0.000000,9.592894,39.620143,116.767575,42.217017,0.981517,0.765760,0.000000,47.531340,0.000000,0.000000,8.429695,30.679168,3.594166,0.000000,0.000000,52.153427,31.101135,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.690594,0.000000,0.000000,1.79,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.01,1.895994,1.713669,0.79,42.283620,5.141006,7.68,0.000000,2.30,18.986800,10.659551,2.244496,3.427338,1.12,0.904723,1.05,0.000000,0.43,1.94,0.000000,2.702613,2.872831,0.23,339.592500,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

11,02:30-02:45,26.659683,0.000000,17.803548,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,42.130732,0.000000,77.368016,139.345891,0.000000,64.081395,0.000000,0.000000,0.000000,327.592236,42.944116,345.835931,0.000000,9.592894,39.620143,116.767575,42.217017,0.981517,0.765760,0.000000,47.531340,0.000000,0.000000,8.429695,30.679168,3.594166,0.000000,0.000000,52.153427,31.101135,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.690594,0.000000,0.000000,1.79,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.01,1.895994,1.713669,0.79,42.283620,5.141006,7.68,0.000000,2.30,18.986800,12.373293,2.244496,3.427338,1.12,0.904723,1.05,0.000000,0.43,1.94,0.000000,2.702613,2.872831,0.23,352.109531,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

12,02:45-03:00,26.659683,0.000000,17.803548,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,42.130732,0.000000,77.368016,139.345891,0.000000,64.081395,0.000000,0.000000,0.000000,327.592236,42.944116,345.835931,0.000000,9.592894,39.620143,116.767575,42.217017,0.981517,0.765760,0.000000,47.531340,0.000000,0.000000,8.429695,30.679168,3.594166,0.000000,0.000000,52.153427,31.101135,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.690594,0.000000,0.000000,1.79,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.01,1.895994,1.713669,0.79,42.283620,5.141006,7.68,0.000000,2.30,18.986800,14.512451,2.244496,3.427338,1.12,0.904723,1.05,0.000000,0.43,1.94,0.000000,2.702613,2.872831,0.23,366.574790,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

13,03:00-03:15,26.659683,0.000000,17.803548,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,42.130732,0.000000,77.368016,139.345891,0.000000,64.081395,0.000000,0.000000,0.000000,337.267236,42.944116,337.350956,0.000000,9.592894,39.620143,116.767575,42.217017,0.981517,0.765760,0.000000,47.531340,0.000000,0.000000,8.429695,30.679168,3.594166,0.000000,0.000000,52.153427,34.211249,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.690594,0.000000,0.000000,1.79,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.01,1.895994,1.713669,0.79,42.283620,5.141006,7.68,0.000000,2.30,18.986800,14.512451,2.244496,3.427338,1.12,0.904723,1.05,0.000000,0.43,1.94,0.000000,2.702613,2.872831,0.23,374.755078,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

14,03:15-03:30,26.659683,0.000000,17.803548,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,42.130732,0.000000,77.368016,139.345891,0.000000,64.081395,0.000000,0.000000,0.000000,298.567236,42.944116,337.350956,0.000000,9.592894,39.620143,116.767575,42.217017,0.981517,0.765760,0.000000,47.531340,0.000000,0.000000,8.429695,30.679168,3.594166,0.000000,0.000000,52.153427,34.211249,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.690594,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.01,1.895994,1.713669,0.79,42.283620,5.141006,7.68,0.000000,2.30,18.986800,14.171381,2.244496,3.427338,1.12,0.904723,1.05,0.000000,0.43,1.94,0.000000,2.702613,2.872831,0.23,380.197266,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

15,03:30-03:45,26.659683,0.000000,14.784948,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,42.130732,0.000000,77.368016,139.345891,0.000000,64.081395,0.000000,0.000000,0.000000,259.867236,42.944116,300.005456,0.000000,9.592894,39.620143,116.767575,42.217017,0.981517,0.765760,0.000000,47.531340,0.000000,0.000000,8.429695,30.679168,2.974482,0.000000,0.000000,52.153427,34.211249,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.690594,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.01,1.895994,1.713669,0.79,42.283620,5.141006,7.68,0.000000,2.30,18.986800,14.512451,2.244496,3.427338,1.12,0.904723,1.05,0.000000,0.43,1.94,0.000000,2.702613,2.872831,0.23,385.639453,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

16,03:45-04:00,17.773122,0.000000,14.784948,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,42.130732,0.000000,77.368016,139.345891,0.000000,64.081395,0.000000,0.000000,0.000000,259.867236,42.944116,232.988629,0.000000,9.592894,39.620143,116.767575,42.217017,0.981517,0.765760,0.000000,47.531340,0.000000,0.000000,8.429695,30.679168,2.974482,0.000000,0.000000,52.153427,34.211249,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.690594,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.01,1.895994,1.713669,0.79,42.283620,5.141006,7.68,0.000000,2.30,18.986800,14.452978,2.244496,3.427338,1.12,0.904723,1.05,0.000000,0.43,1.94,0.000000,2.702613,2.872831,0.23,386.395312,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

17,04:00-04:15,17.773122,0.000000,14.784948,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,42.130732,0.000000,77.368016,139.345891,0.000000,64.081395,0.000000,0.000000,0.000000,274.805436,42.944116,182.439683,0.000000,9.592894,59.430214,116.767575,42.217017,0.981517,1.148641,0.000000,47.531340,0.000000,3.359587,8.429695,30.679168,2.974482,0.000000,0.000000,52.153427,34.211249,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.663139,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.01,1.895994,1.713669,0.79,42.283620,5.141006,7.68,0.000000,2.30,18.986800,14.304348,2.244496,3.427338,1.12,0.904723,1.05,0.000000,0.43,1.94,0.000000,2.702613,2.872831,0.23,395.435391,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

18,04:15-04:30,8.886561,0.000000,14.784948,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,42.130732,0.000000,77.368016,139.345891,0.000000,64.081395,0.000000,0.000000,0.000000,303.830436,42.944116,182.439683,0.000000,9.592894,59.430214,116.767575,42.217017,0.981517,1.148641,0.000000,47.531340,0.000000,3.762736,8.429695,20.432166,2.974482,0.000000,0.000000,52.153427,34.211249,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.663139,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.01,1.895994,1.713669,0.79,42.283620,5.141006,7.68,0.000000,2.30,18.986800,14.512451,2.244496,3.427338,1.12,0.904723,1.05,0.000000,0.43,1.94,0.000000,2.702613,2.872831,0.23,400.536129,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,14.784948,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,42.130732,0.000000,77.368016,139.345891,0.000000,64.081395,0.000000,0.000000,0.000000,265.130436,42.944116,182.439683,0.000000,9.592894,59.430214,116.767575,42.217017,0.981517,1.148641,0.000000,47.531340,0.000000,6.719172,8.429695,20.432166,2.974482,0.000000,0.000000,52.153427,31.101135,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.663139,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.01,1.895994,1.713669,0.79,42.192868,5.141006,7.68,0.000000,2.30,18.986800,14.512451,2.244496,3.427338,1.12,0.904723,1.05,0.000000,0.43,1.94,0.000000,2.702613,2.872831,0.23,400.545000,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

20,04:45-05:00,0.000000,0.000000,14.784948,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,42.130732,0.000000,77.368016,139.345891,0.000000,64.081395,0.000000,0.000000,0.000000,265.130436,42.944116,182.439683,0.000000,9.592894,59.430214,116.767575,42.217017,0.981517,1.148641,0.000000,47.531340,0.000000,10.750676,8.429695,20.432166,2.974482,0.000000,0.000000,52.153427,31.101135,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.663139,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.01,1.895994,1.713669,0.79,42.192868,5.141006,7.68,0.000000,2.30,18.986800,14.512451,2.244496,3.427338,1.12,0.904723,1.05,0.000000,0.43,1.94,0.000000,2.702613,2.872831,0.23,400.545000,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

21,05:00-05:15,0.000000,0.000000,10.913023,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,23.909731,0.000000,77.368016,139.345891,0.000000,64.081395,0.000000,0.000000,0.000000,258.415986,42.944116,182.892705,0.000000,9.592894,59.430214,116.767575,42.217017,0.981517,1.148641,0.000000,51.269760,0.000000,52.543928,8.429695,20.432166,1.735114,0.000000,0.000000,52.153427,31.101135,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.663139,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.01,1.895994,1.854134,0.79,42.279750,5.141006,7.68,0.000000,2.30,9.055800,14.512451,2.244496,3.427338,1.12,0.904723,1.05,0.000000,0.43,1.94,0.000000,2.702613,2.872831,0.23,400.545000,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

22,05:15-05:30,0.000000,0.000000,10.913023,2.468554,0.000000,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,23.909731,0.000000,77.368016,139.345891,0.000000,64.081395,0.000000,0.000000,0.000000,272.599536,42.944116,182.888088,0.000000,9.592894,59.430214,116.767575,42.217017,0.981517,1.148641,0.000000,51.269760,0.000000,52.543928,8.429695,20.432166,1.735114,0.000000,0.000000,52.153427,31.101135,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.663139,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.01,1.895994,1.883305,0.79,42.279750,5.141006,7.68,0.000000,2.30,9.055800,14.512451,2.244496,3.427338,1.12,0.904723,1.05,0.000000,0.43,1.94,0.000000,2.702613,2.872831,0.23,400.545000,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

23,05:30-05:45,0.000000,0.000000,12.410946,2.468554,1.029386,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,23.909731,0.000000,77.368016,139.345891,0.000000,64.081395,0.000000,0.000000,0.000000,272.599536,42.944116,182.888088,0.000000,9.592894,59.430214,116.767575,42.217017,0.981517,1.148641,0.000000,47.531340,0.000000,52.543928,8.429695,20.432166,1.115431,0.000000,0.000000,52.153427,31.101135,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.663139,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.01,1.895994,2.021783,0.79,42.279750,5.141006,7.68,0.000000,2.30,9.055800,14.512451,2.244496,3.427338,1.12,0.904723,1.05,0.000000,0.43,1.94,0.000000,2.702613,2.872831,0.23,404.616434,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

24,05:45-06:00,0.000000,0.000000,12.410946,2.468554,2.058772,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,23.909731,0.000000,77.368016,139.345891,0.000000,64.081395,0.000000,0.000000,0.000000,272.599536,42.944116,182.888088,0.000000,9.592894,59.430214,116.767575,42.217017,0.981517,1.148641,0.000000,47.531340,0.000000,52.543928,8.429695,20.432166,1.115431,0.000000,0.000000,52.153427,31.101135,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.663139,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.01,1.895994,2.160261,0.79,42.279750,5.141006,7.68,0.000000,2.30,9.055800,14.512451,2.244496,3.427338,1.16,0.904723,1.05,0.000000,0.44,1.94,0.000000,2.702613,2.872831,0.23,405.159975,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

25,06:00-06:15,0.000000,0.000000,12.475835,2.468554,1.663654,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,11.558886,0.000000,77.368016,139.345891,0.000000,64.081395,0.000000,0.000000,0.000000,258.357936,42.944116,182.594371,0.000000,9.592894,59.430214,116.767575,42.217017,0.981517,1.148641,0.000000,47.531340,0.000000,52.543928,0.000000,20.432166,1.115431,0.000000,0.000000,52.153427,31.101135,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.663139,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.01,1.895994,2.298739,0.79,42.279750,5.141006,7.68,0.000000,2.30,2.902500,14.512451,2.244496,3.427338,1.16,0.904723,1.05,0.000000,0.44,1.94,0.000000,2.702613,2.872831,0.23,405.159975,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

26,06:15-06:30,0.000000,0.000000,12.475835,2.468554,1.663654,16.620742,0.000000,0.000000,0.000000,57.092134,0.000000,40.778267,122.408100,11.558886,0.000000,77.368016,139.345891,0.000000,64.081395,0.000000,0.000000,0.000000,258.357936,42.944116,182.594371,0.000000,19.185787,59.430214,116.767575,42.217017,0.981517,1.148641,0.000000,47.531340,0.000000,52.543928,0.000000,20.432166,1.115431,0.000000,0.000000,52.153427,31.101135,2.360797,0.000000,0.000000,2.596468,0.14,0.79,0.000000,2.663139,0.000000,0.000000,1.78,5.85,4.154348,0.000000,1.57,2.93,142.721367,0.000000,1.88,1.01,1.895994,2.437218,0.79,42.279750,5.141006,7.68,0.000000,2.30,8.808700,14.512451,2.244496,3.427338,1.16,0.904723,1.05,0.000000,0.44,1.94,0.000000,2.702613,2.872831,0.23,405.159975,4.119736,0.794612,0.000000,1.298234,1.284386,1.875115,1.879816,0,0,0,0,0

