Block,Time,BSIUL,KKNP,KKNPPU2,KOTESHWR,NLCTS2EXP,RSTPSU7,SEWA2,UNCHAHAR1,URI2,AURY_CRF,AURY_GF,AURY_RF,BRBCL,KGSU1AND2,KHSTPP-I,KOLDAM,KUDGI,NTPL,RIHAND1,SALAL,SASAN,TANDA2,TelanganaSTPP,ANTA_RF,DHAULIGNGA,RAPPC,RSTPSU1TO6,TALST2,UNCHAHAR3,URI,DADRI_GF,CHAMERA3,DADRT2,FSTPP I & II,KGSU3AND4,RAPPB,RIHAND2,RIHAND3,SINGRAULI,TEHRI,UNCHAHAR2,VALLURNTECL,NAPP,NLCIIST1,PARBATI3,SINGRAULI_HYDRO,TALA,TANAKPUR,ANTA_CRF,ANTA_LF,CHAMERA2,JHAJJAR,KISHANGANGA,NLCIIST2,ANTA_GF,CHAMERA1,DULHASTI,KHSTPP-II,NNTPP,RAMPUR,SIMHST1,SIMHST2,DADRI_CRF,MAPS,NJPC,NLCEXP,UNCHAHAR4,AURY_LF,DADRI_LF,DADRI_RF
30,07:15-07:30,13.04,0,0,17.75,0,0,7.9,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,92,1.4,225,0,0,44.84,27.41,53.42,0,0,26.4,1.11,0,19.38,682.79,18.21,0,0,118.76,124.33,104.15,60.73,42.39,0,43.79,0,16.54,0.36,0,0,0,0,26.34,434.65,0,0,0,28.05,32.96,148.3,0,0,0,0,69.05,0,93.56,0,0,0,23.56,0

31,07:30-07:45,13.04,0,0,17.75,0,0,8.19,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,92,1.4,245.25,0,0,44.84,27.41,53.42,0,0,26.4,1.11,0,19.38,682.79,18.21,0,0,118.76,124.33,104.15,60.73,42.39,0,43.79,0,16.54,0.36,0,0,0,0,26.34,434.65,0,0,0,28.05,32.96,148.3,0,0,0,0,69.05,0,93.56,0,0,0,23.56,0

32,07:45-08:00,13.04,0,0,17.75,0,0,8.19,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,92,1.4,265.5,0,0,44.84,27.41,53.42,0,0,26.4,3.31,0,19.38,682.79,18.21,0,0,118.76,124.33,104.15,60.73,42.39,0,43.79,0,3.57,0.36,0,0,0,0,26.34,434.65,0,0,0,28.05,32.96,148.3,0,0,0,0,69.05,0,93.56,0,0,0,23.56,0

33,08:00-08:15,13.04,0,0,17.75,0,0,8.19,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,92,1.4,285.75,0,0,44.84,15.92,53.42,0,0,26.4,26.49,0,19.38,682.79,18.21,0,0,118.76,124.33,104.15,60.73,42.39,0,43.79,0,0,0.36,0,0,0,0,26.34,434.65,0,0,0,28.05,32.96,148.3,0,0,0,0,69.05,0,93.56,0,0,0,23.56,0

34,08:15-08:30,2.2,0,0,17.75,0,0,8.19,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,92,1.4,306,0,0,44.84,15.92,53.42,0,0,26.4,26.49,0,9.68,682.79,18.21,0,0,118.76,124.33,104.15,60.73,42.39,0,43.79,0,0,0.36,0,0,0,0,3.34,434.65,0,0,0,28.05,16.48,148.3,0,0,0,0,69.05,0,93.56,0,0,0,23.56,0

35,08:30-08:45,0,0,0,17.75,0,0,0,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,92,1.4,326.25,0,0,44.52,15.92,53.42,0,0,26.4,26.49,0,0,682.79,18.21,0,0,118.76,124.33,104.15,60.73,42.39,0,43.79,0,0,0.36,0,0,0,0,0,434.65,0,0,0,14.05,16.48,148.3,0,0,0,0,69.05,0,93.56,0,0,0,23.56,0

36,08:45-09:00,0,0,0,17.75,0,0,0,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,92,1.4,346.5,0,0,44.52,7.92,53.42,0,0,26.4,3.86,0,0,682.79,18.21,0,0,118.76,124.33,104.15,60.73,42.39,0,43.79,0,0,0.36,0,0,0,0,0,434.65,0,0,0,14.05,16.48,148.3,0,0,0,0,69.05,0,70.17,0,0,0,23.56,0

37,09:00-09:15,0,0,0,17.75,0,0,0,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,92,1.4,360,0,0,43.99,0,53.42,0,0,26.4,2.21,0,0,682.79,18.21,0,0,118.76,124.33,104.15,60.73,42.39,0,43.79,0,0,0.36,0,0,0,0,0,434.65,0,0,0,0,16.48,148.3,0,0,0,0,69.05,0,39.78,0,0,0,23.56,0

38,09:15-09:30,0,0,0,17.75,0,0,0,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,92,1.4,360,0,0,43.99,0,53.42,0,0,26.4,2.21,0,0,682.79,18.21,0,0,118.76,124.33,104.15,60.73,42.39,0,43.79,0,0,0.36,0,0,0,0,0,434.65,0,0,0,0,16.48,148.3,0,0,0,0,69.05,0,39.78,0,0,0,23.56,0

39,09:30-09:45,0,0,0,17.75,0,0,0,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,92,1.4,360,0,0,43.99,0,53.42,0,0,26.4,2.21,0,0,682.79,18.21,0,0,118.76,124.33,104.15,45.55,42.39,0,43.79,0,0,0.36,0,0,0,0,0,434.65,0,0,0,0,16.48,148.3,0,0,0,0,0,0,39.78,0,0,0,23.56,69.05

40,09:45-10:00,0,0,0,17.75,0,0,0,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,92,1.4,360,0,0,43.68,0,53.42,0,0,26.4,2.21,0,0,682.79,18.21,0,0,118.76,124.33,104.15,45.55,42.39,0,43.79,0,0,0.36,0,0,0,0,0,434.65,0,0,0,0,16.48,148.3,0,0,0,0,0,0,20.84,0,0,0,23.56,69.05

41,10:00-10:15,0,0,0,8.87,0,0,0,10.28,10.76,0,0,53.75,20,0,33.69,0,0,0,92,1.4,360,0,0,43.47,0,53.42,0,0,26.4,3.86,0,0,683.14,18.21,0,0,118.76,124.33,104.15,45.55,42.39,0,43.79,0,0,0.36,0,0,0,0,0,434.65,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

42,10:15-10:30,0,0,0,8.87,0,0,0,10.28,10.76,0,0,53.75,20,0,33.69,0,0,0,92,1.4,360,0,0,43.47,0,53.42,0,0,26.4,26.49,0,0,683.14,18.21,0,0,118.76,124.33,104.15,45.55,42.39,0,43.79,0,0,0.36,0,0,0,0,0,434.65,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

43,10:30-10:45,0,0,0,8.87,0,0,0,10.28,10.76,0,0,53.75,20,0,33.69,0,0,0,92,1.4,360,0,0,43.26,0,53.42,0,0,26.4,26.49,0,0,683.14,18.21,0,0,118.76,124.33,119.25,30.37,42.39,0,43.79,0,0,0.36,0,0,0,0,0,434.65,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

44,10:45-11:00,0,0,0,8.87,0,0,0,10.28,10.76,0,0,53.75,20,0,33.69,0,0,0,92,1.4,360,0,0,43.26,0,53.42,0,0,26.4,26.49,0,0,683.14,18.21,0,0,118.76,124.33,121.5,30.37,42.39,0,43.79,0,0,0.36,0,0,0,0,0,434.65,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

45,11:00-11:15,0,0,0,8.87,0,0,0,10.28,10.76,0,0,53.75,20,0,33.69,0,0,0,92,1.4,360,0,0,43.05,0,53.42,0,0,26.4,3.31,0,0,683.14,18.21,0,0,118.76,124.33,123.75,30.37,42.39,0,43.79,0,0,0.36,0,0,0,0,0,434.65,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

46,11:15-11:30,0,0,0,8.87,0,0,0,10.28,10.76,0,0,53.75,20,0,33.69,0,0,0,92,1.4,360,0,0,43.05,0,53.42,0,0,26.4,1.11,0,0,683.14,18.21,0,0,118.76,124.33,123.75,30.37,42.39,0,43.79,0,0,0.36,0,0,0,0,0,434.65,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

47,11:30-11:45,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,92,1.4,371.25,0,0,42.63,0,53.42,0,0,26.4,1.11,0,0,683.14,18.21,0,0,118.76,124.33,125.25,30.37,42.39,0,43.79,0,0,0.36,0,5.76,0,0,0,434.65,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

48,11:45-12:00,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,92,1.4,382.5,0,0,42.63,0,53.42,0,0,26.4,1.11,0,0,683.14,18.21,0,0,118.76,124.33,127.5,30.37,42.39,0,43.79,0,0,0.36,0,5.76,0,0,0,434.65,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

49,12:00-12:15,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,92,1.4,393.75,0,0,42.42,0,53.42,0,0,26.4,1.11,0,0,683.14,15.01,0,0,118.76,124.33,129.75,15.18,42.39,0,43.79,0,0,0.36,0,5.76,0,0,0,434.65,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

50,12:15-12:30,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,92,1.4,393.75,0,0,42.42,0,53.42,0,0,26.4,1.11,0,0,683.14,15.01,0,0,118.76,124.33,129.75,15.18,42.39,0,43.79,0,0,0.36,0,5.76,0,0,0,434.65,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

51,12:30-12:45,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,92,1.4,393.75,0,0,42.42,0,53.42,0,0,26.4,1.11,0,0,683.14,15.01,0,0,118.76,124.33,131.25,15.18,42.39,0,43.79,0,0,0.36,0,5.76,0,0,0,434.65,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

52,12:45-13:00,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,92,1.4,393.75,0,0,42.42,0,53.42,0,0,26.4,1.11,0,0,683.14,15.01,0,0,118.76,124.33,132.75,0,42.39,0,43.79,0,0,0.36,0,5.76,0,0,0,434.65,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

53,13:00-13:15,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,92,1.4,393.75,0,0,42.21,0,53.42,0,0,26.4,1.11,0,0,683.14,15.01,0,0,118.76,124.33,132.75,0,42.39,0,43.79,0,0,0.36,0,1.79,0,0,0,434.65,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

54,13:15-13:30,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,92,1.4,393.75,0,0,42.21,0,53.42,0,0,26.4,1.11,0,0,683.14,15.01,0,0,118.76,124.33,134.25,0,42.39,0,43.79,0,0,0.36,0,1.79,0,0,0,434.65,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

55,13:30-13:45,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,92,1.4,393.75,0,0,42.21,0,53.42,0,0,26.4,1.11,0,0,683.14,15.01,0,0,118.76,124.33,134.25,0,42.39,0,43.79,0,0,0.36,0,0,0,0,0,434.65,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

56,13:45-14:00,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,92,1.4,393.75,0,0,42.21,0,53.42,0,0,26.4,1.11,0,0,683.14,15.01,0,0,118.76,124.33,135,0,42.39,0,43.79,0,0,0.36,0,0,0,0,0,434.65,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

57,14:00-14:15,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,92,1.4,393.75,0,0,42.1,0,53.42,0,0,26.4,1.11,0,0,683.14,15.01,0,0,118.76,124.33,135,15.18,42.39,0,43.79,0,0,0.36,0,0,0,0,0,434.65,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

58,14:15-14:30,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,92,1.4,393.75,0,0,42.1,0,53.42,0,0,26.4,1.11,0,0,683.14,15.01,0,0,118.76,124.33,135,15.18,42.39,0,43.79,0,0,0.36,0,0,0,0,0,434.65,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

59,14:30-14:45,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,91.8,1.4,393.75,0,0,42.1,0,53.42,0,0,26.4,1.11,0,0,683.14,15.01,0,0,118.76,124.33,135,29.11,42.39,0,43.79,0,0,0.38,0,0,0,0,0,434.65,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

60,14:45-15:00,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,91.8,1.4,393.75,0,0,42.1,0,53.42,0,0,26.4,1.11,0,0,683.14,15.01,0,0,118.76,124.33,135,29.11,42.39,0,43.79,0,0,0.38,0,0,0,0,0,434.65,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

61,15:00-15:15,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,92,1.4,393.75,0,0,42.32,0,53.42,0,0,26.4,1.11,0,0,683.14,15.01,0,0,118.76,124.33,135,29.11,42.39,0,43.79,0,0,0.38,0,0,0,0,0,434.65,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

62,15:15-15:30,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,92,1.4,393.75,0,0,42.32,0,53.42,0,0,26.4,1.11,0,0,683.14,15.01,0,0,118.76,124.33,135,29.61,42.39,0,43.79,0,0,0.38,0,0,0,0,0,434.65,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

63,15:30-15:45,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,92,1.4,393.75,0,0,42.32,0,53.42,0,0,26.4,1.11,0,0,683.14,15.01,0,0,118.76,124.33,139.69,45.55,42.39,0,43.79,0,0,0.38,0,0,0,0,0,434.65,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

64,15:45-16:00,0,0,0,8.87,0,0,0,10.28,4.31,0,0,53.75,20,0,33.69,0,0,0,92,1.4,393.75,0,0,42.32,0,53.42,0,0,26.4,1.11,0,0,683.14,15.01,0,0,118.76,124.33,139.69,45.55,42.39,0,43.79,0,0,0.38,0,0,0,0,0,434.65,0,0,0,0,0,148.3,0,0,0,0,0,0,0,0,0,0,23.56,69.05

