Block,Time Block,RAPPB,RAPPC,RIHAND1,RIHAND3,RIHAND2,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,PARBATI3,RAMPUR,NLCEXP,NLCIIST1,MAPS,KOTESHWR,KUDGI,KOLDAM,NAPP,UNCHAHAR3,KGSU1AND2,KGSU3AND4,ANTA_RF,AURY_GF,DADRI_CRF,AURY_RF,AURY_LF,DADRI_GF,AURY_CRF,DADRI_RF,DADRI_LF,VALLURNTECL,ANTA_CRF,ANTA_GF,ANTA_LF,KKNPPU2,KISHANGANGA,KHSTPP-II,KKNP,KHSTPP-I,UNCHAHAR4,URI,URI2,JHAJJAR,BRBCL,CHAMERA1,CHAMERA2,DADRT2,DULHASTI,FSTPP I & II,CHAMERA3,DHAULIGNGA,BSIUL,SALAL,RSTPSU7,RSTPSU1TO6,SIMHST1,SIMHST2,TANDA2,TEHRI,TALST2,TALA,TANAKPUR,UNCHAHAR1,SINGRAULI_HYDRO,UNCHAHAR2,TelanganaSTPP,SINGRAULI,SEWA2,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,7.43,11.64,228.26,19.23,0,0,361.45,0,19.67,0,0,6.27,13.41,0,0,0,0,0,23.98,0,0,0,11.97,0.68,22.41,0,128.33,15.2,402.56,0,0,0,0,0

64,15:45-16:00,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,41.99,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,7.43,11.64,228.26,19.23,0,0,361.45,0,20,0,0,6.27,67.02,0,0,0,0,0,23.98,0,0,0,12.4,0.68,25.96,0,128.33,15.2,402.56,0,0,0,0,0

65,16:00-16:15,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,7.43,11.64,228.26,19.23,0,0,361.45,0,20,0,7.75,6.27,67.02,0,0,0,0,0,35.97,0,0,0,12.4,0.68,25.96,0,128.33,15.2,402.56,0,0,0,0,0

66,16:15-16:30,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,7.43,11.64,283.49,19.23,0,0,361.45,0,20,0,17.56,6.27,67.02,0,0,0,0,0,35.97,0,0,0,12.4,0.68,25.96,0,128.33,15.2,402.56,0,0,0,0,0

67,16:30-16:45,0,25,88.44,59.75,114.16,18.21,0,0,0,0,0,0,0,0,0,8.53,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,7.43,11.64,370.75,19.23,0,0,361.45,0,20,0,26.35,6.27,67.02,0,0,0,0,0,35.97,0,0,0,19.21,0.68,40.75,0,128.33,15.2,402.56,0,0,0,0,0

68,16:45-17:00,0,25,80.56,59.75,114.16,40.06,0,0,0,0,0,0,0,0,0,8.53,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,7.43,11.64,417.83,19.23,13.51,0,418.78,0,20,0,26.35,6.27,67.02,0,0,0,0,0,35.97,0,0,0,19.21,0.68,40.75,0,128.33,15.2,402.56,0,0,0,0,0

69,17:00-17:15,0,25,84.4,59.75,114.16,60.09,0,0,0,0,0,0,0,0,0,17.06,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,4.24,14.22,417.83,19.23,13.51,3.85,522.49,15.84,20,0,26.35,6.27,7.82,0,0,0,0,0,35.97,0,0,0,19.21,0.68,40.75,0,128.33,15.2,402.56,0,0,0,0,0

70,17:15-17:30,0,25,88.44,59.75,114.16,80.11,0,0,0,0,0,0,0,0,0,25.59,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,4.24,14.22,417.83,19.23,27.01,12.66,522.49,31.68,20,9.31,26.35,6.27,7.82,0,0,0,0,0,47.97,0,0,0,19.21,0.68,40.75,0,128.33,15.2,402.56,0,0,0,0,0

71,17:30-17:45,0,25,88.44,59.75,114.16,112.42,0,0,0,0,0,0,0,0,0,37.54,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,4.24,14.22,417.83,19.23,27.01,37.98,551.32,47.52,20,27.94,26.35,18.8,7.82,0,0,0,0,0,47.97,0,0,0,19.21,0.68,40.75,0,128.33,15.2,402.56,0,0,0,0,0

72,17:45-18:00,0,25,88.44,59.75,114.16,112.42,0,0,0,0,0,0,0,0,0,37.54,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,4.24,14.22,417.83,19.23,27.01,37.98,579.34,47.52,20,27.94,26.35,18.8,7.82,0,0,0,0,0,47.97,0,0,0,19.21,0.68,40.75,0,128.33,15.2,402.56,0,0,0,0,0

73,18:00-18:15,0,25,88.44,59.75,114.16,112.42,0,0,0,0,0,0,0,0,0,37.54,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,4.24,14.22,417.83,19.23,27.01,37.98,656.7,47.52,20,27.94,26.35,18.8,7.82,0,0,0,0,0,47.97,0,0,0,19.21,0.68,40.75,0,134.28,15.2,402.56,0,0,0,0,0

74,18:15-18:30,0,25,88.44,59.75,114.16,112.42,0,0,0,0,0,0,0,0,0,37.54,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,4.24,14.22,417.83,19.23,27.01,37.98,656.7,47.52,20,27.94,26.35,18.8,7.82,0,0,0,0,0,47.97,0,0,0,19.21,0.68,40.75,0,134.28,15.2,402.56,0,0,0,0,0

75,18:30-18:45,0,25,88.44,59.75,114.16,112.42,0,0,0,0,0,0,0,0,0,37.54,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,4.24,23.27,417.83,19.23,27.01,37.98,656.7,47.52,20,27.94,26.35,18.8,7.82,0,0,0,0,0,47.97,0,0,0,19.21,0.68,40.75,0,134.28,15.2,402.56,0,0,0,0,0

76,18:45-19:00,0,25,88.44,59.75,114.16,112.42,0,0,0,0,0,0,0,0,0,37.54,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,4.24,23.27,417.83,19.23,27.01,37.98,656.7,47.52,20,27.94,26.35,18.8,7.82,0,0,0,0,0,47.97,0,0,0,19.21,0.68,40.75,0,134.28,15.2,402.56,0,0,0,0,0

77,19:00-19:15,0,25,88.44,59.75,114.16,71.01,0,0,0,0,3.67,0,0,0,0,25.59,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,4.24,23.27,417.83,19.23,27.01,37.98,656.7,31.68,20,1.84,26.35,2.11,7.82,0,0,0,0,0,47.97,0,0,0,19.21,0.68,40.75,0,134.28,15.2,402.56,0,0,0,0,0

78,19:15-19:30,0,25,88.44,59.75,114.16,58.26,0,0,0,0,15.9,0,0,0,0,17.06,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,25.46,23.27,417.83,19.23,13.51,12.66,656.7,15.84,20,0,17.57,0,7.82,0,0,0,0,0,35.97,0,0,0,19.21,0.68,40.75,0,134.28,15.2,402.56,0,0,0,0,0

79,19:30-19:45,0,25,88.44,59.75,114.16,40.06,0,0,0,0,15.9,0,0,0,0,17.06,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,25.46,23.27,417.83,19.23,13.51,0,656.7,15.84,20,0,7.61,0,7.82,0,0,0,0,0,23.98,0,0,0,19.51,0.68,40.75,0,131.33,15.2,402.56,0,0,0,0,0

80,19:45-20:00,0,25,88.44,59.75,114.16,19.67,0,0,0,0,15.9,0,0,0,0,8.53,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,25.46,23.27,417.83,19.23,0,0,656.7,15.84,20,0,0,0,7.82,0,0,0,0,0,23.98,0,0,0,19.51,0.68,40.75,0,131.33,15.2,402.56,0,0,0,0,0

81,20:00-20:15,0,25,88.44,59.75,114.16,0,0,0,0,0,15.9,0,0,0,0,8.53,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,20.16,15.52,417.83,19.23,0,0,580.97,15.84,20,0,0,0,7.82,0,0,0,0,0,11.99,0,0,0,19.51,0.68,40.75,0,131.33,15.2,402.56,0,0,0,0,0

82,20:15-20:30,0,25,88.44,59.75,114.16,0,0,0,0,0,15.9,0,0,0,0,8.53,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,20.16,15.52,417.83,19.23,0,0,549.25,15.84,20,0,0,0,7.82,0,0,0,0,0,11.99,0,0,0,19.51,0.68,40.75,0,131.33,15.2,402.56,0,0,0,0,0

83,20:30-20:45,0,25,88.44,59.75,114.16,0,0,0,0,0,15.9,0,0,0,0,8.53,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,20.16,15.52,417.83,19.23,0,0,544.44,15.84,20,0,0,0,12.84,0,0,0,0,0,11.99,0,0,0,19.51,0.68,40.75,0,134.26,15.2,402.56,0,0,0,0,0

84,20:45-21:00,0,25,88.44,59.75,114.16,0,0,0,0,0,3.43,0,0,0,0,8.53,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,20.16,15.52,361.14,19.23,0,0,476.8,15.84,20,0,0,0,12.84,0,0,0,0,0,0,0,0,0,19.51,0.68,40.75,0,134.28,15.2,402.56,0,0,0,0,0

85,21:00-21:15,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.56,0,43.77,0,20.16,15.52,280.96,19.23,0,0,428.74,15.84,20,0,0,0,26.81,0,0,0,0,0,0,0,0,0,17.07,0.68,29.44,0,131.33,15.2,402.56,0,0,0,0,0

86,21:15-21:30,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,0,35.15,0,20.16,15.52,230.97,19.23,0,0,407.59,15.84,15.78,0,0,0,26.81,0,0,0,0,0,0,0,0,0,14.21,0.68,29.44,0,131.33,15.2,402.56,0,0,0,0,0

87,21:30-21:45,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,0,35.15,0,20.16,15.52,230.97,19.23,0,0,362.87,15.84,15.78,0,0,0,26.81,0,0,0,0,0,0,0,0,0,14.21,0.68,29.44,0,131.33,15.2,402.56,0,0,0,0,0

88,21:45-22:00,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,0,35.15,0,20.16,15.52,230.97,19.23,0,0,284.54,15.84,15.78,0,0,0,26.81,0,0,0,0,0,0,0,0,0,14.21,0.68,29.44,0,131.33,15.2,402.56,0,0,0,0,0

89,22:00-22:15,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,0,35.15,0,20.16,15.52,230.97,19.23,0,0,284.54,15.84,15.78,0,0,0,26.81,0,0,0,0,0,0,0,0,0.49,14.21,0.68,29.44,0,134.26,15.2,402.56,0,0,0,0,0

90,22:15-22:30,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,0,35.15,0,20.16,15.52,230.97,19.23,0,0,284.54,15.84,15.78,0,0,0,26.81,0,0,0,0,0,0,0,0,0.49,14.21,0.68,29.44,0,134.28,15.2,402.56,0,0,0,0,0

91,22:30-22:45,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,0,35.15,0,7.43,15.52,230.97,19.23,0,0,284.54,15.84,15.78,0,0,0,26.81,0,0,0,0,0,0,0,0,0.49,14.21,0.68,29.44,0,134.28,15.2,378.51,0,0,0,0,0

92,22:45-23:00,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,0,35.15,0,7.43,15.52,230.97,19.23,0,0,284.54,15.84,15.78,0,0,0,26.81,0,0,0,0,0,0,0,0,0.49,14.21,0.68,29.44,0,134.28,15.2,351.47,0,0,0,0,0

93,23:00-23:15,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,0,35.15,0,7.43,15.52,230.97,19.23,0,0,284.54,15.84,15.78,0,0,0,26.81,0,0,0,0,0,0,0,0,0.49,16.33,0.68,34.01,0,134.28,15.2,324.44,0,0,0,0,0

94,23:15-23:30,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,0,35.15,0,7.43,15.52,230.97,19.23,0,0,284.54,15.84,15.78,0,0,0,26.81,0,0,0,0,0,0,0,0,0.49,16.33,0.68,34.01,0,134.28,15.2,324.44,0,0,0,0,0

95,23:30-23:45,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,0,35.15,0,13.79,15.52,230.97,19.23,0,0,284.54,15.84,15.78,0,0,0,26.81,0,0,0,0,0,0,0,0,0.49,16.33,0.68,34.01,0,134.28,15.2,324.44,0,0,0,0,0

96,23:45-24:00,0,25,88.44,59.75,114.16,0,0,0,0,0,0,0,0,0,0,8.53,0,0,18.78,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.97,0,35.15,0,13.79,15.52,230.97,19.23,0,0,284.54,15.84,15.78,0,0,0,26.81,0,0,0,0,0,0,0,0,0.49,16.33,0.68,34.01,0,134.28,15.2,324.44,0,0,0,0,0

