Block,Time Block,NTPL,PARBATI3,PARBATI2,RAMPUR,KHSTPP-II,KKNP,KISHANGANGA,KOTESHWR,KKNPPU2,KOLDAM,KUDGI,MAPS,NLCTS2EXP,NAPP,NNTPP,NLCIIST1,NLCIIST2,NLCEXP,NJPC,KGSU3AND4,KHSTPP-I,DADRI_RF,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,CHAMERA2,CHAMERA3,DHAULIGNGA,DADRT2,AURY_LF,ANTA_LF,DADRI_GF,AURY_RF,DADRI_CRF,AURY_GF,ANTA_RF,AURY_CRF,DADRI_LF,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,ANTA_GF,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,ANTA_CRF,URI2,UNCHAHAR3,BSIUL,BRBCL,CHAMERA1,TANDA2,TALST2,TANAKPUR,TALA,SINGRAULI,SINGRAULI_HYDRO,RIHAND2,SIMHST2,RSTPSU7,RIHAND1,SALAL,SEWA2,RAPPB,RSTPSU1TO6,RAPPD,RIHAND3,SASAN,RAPPC,SIMHST1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
14,03:15-03:30,0,22.17,23.15,5.3,95.21,0,8.31,10.04,0,6.92,0,0,0,24.82,0,0,0,0,133.21,0,43.85,0,13.77,57.3,518.74,0,31.33,22.47,10.54,420.69,0,0,0,0,0,0,0,0,0,0,42.09,49.44,28.05,0,21.13,1.34,0,0,36.69,26.66,12.56,10.96,40.59,2.61,0,0.99,0,144.78,1.02,119.97,0,0,93.63,49.24,0,0,0,20.86,125.95,327.18,66.51,0,0,0,0,0,0

15,03:30-03:45,0,22.17,23.15,5.3,95.21,0,8.31,10.04,0,6.92,0,0,0,24.82,0,0,0,0,133.21,0,43.85,0,13.77,57.3,474.26,0,31.33,22.47,10.54,420.69,0,0,0,0,0,0,0,0,0,0,42.09,49.44,28.05,0,21.13,1.34,0,0,36.69,26.66,12.56,14.95,40.59,2.61,0,6.04,0,144.78,1.02,119.97,0,0,93.63,49.24,0,0,0,20.86,125.95,327.18,66.51,0,0,0,0,0,0

16,03:45-04:00,0,22.17,23.15,5.3,95.21,0,8.31,10.04,0,6.92,0,0,0,24.82,0,0,0,0,133.21,0,43.85,0,13.77,57.3,387.59,0,31.33,22.47,10.54,350.86,0,0,0,0,0,0,0,0,0,0,42.09,49.44,28.05,0,21.13,1.34,0,0,36.69,26.66,12.56,15.84,40.59,2.61,0,6.04,0,144.78,1.02,119.97,0,0,93.63,49.24,0,0,0,20.86,125.95,327.18,66.51,0,0,0,0,0,0

17,04:00-04:15,0,22.17,23.15,5.3,95.21,0,8.31,10.04,0,6.92,0,0,0,24.82,0,0,0,0,133.21,0,43.85,0,13.77,57.3,387.73,0,31.33,22.47,10.54,326.95,0,0,0,0,0,0,0,0,0,0,42.09,49.44,28.05,0,21.13,1.34,0,0,36.69,26.66,12.56,18.08,40.59,2.61,0,6.04,0,144.78,1.02,119.97,0,0,93.63,49.24,0,0,0,20.86,125.95,327.18,66.51,0,0,0,0,0,0

18,04:15-04:30,0,22.17,23.15,5.3,95.21,0,8.31,10.04,0,6.92,0,0,0,24.82,0,0,0,0,133.21,0,43.85,0,13.77,57.3,474.4,0,31.33,22.47,10.54,235.46,0,0,0,0,0,0,0,0,0,0,42.09,49.44,28.05,0,21.13,1.34,0,0,36.69,26.66,12.56,19.26,40.59,2.61,0,6.04,0,144.78,1.02,119.97,0,0,93.63,49.24,0,0,0,20.86,125.95,327.18,66.51,0,0,0,0,0,0

19,04:30-04:45,0,22.17,23.15,5.3,95.21,0,8.31,10.04,0,6.92,0,0,0,24.82,0,0,0,0,133.21,0,43.85,0,13.77,57.3,506.6,0,31.33,22.47,10.54,163.24,0,0,0,0,0,0,0,0,0,0,32.7,49.44,28.05,0,15.6,1.34,0,0,36.69,19.6,12.56,19.26,40.59,2.61,0,6.04,3.4,144.78,1.02,119.97,0,0,93.63,49.24,0,0,0,20.86,125.95,327.18,66.51,0,0,0,0,0,0

20,04:45-05:00,0,22.17,23.15,5.3,95.21,0,8.31,10.04,0,6.92,0,0,0,24.82,0,0,0,0,133.21,0,43.85,0,13.77,57.3,506.6,0,31.33,22.47,10.54,163.24,0,0,0,0,0,0,0,0,0,0,32.7,49.44,28.05,0,15.6,1.34,0,0,36.69,19.6,12.56,19.26,40.59,2.61,0,6.04,3.4,144.78,1.02,119.97,0,0,93.63,49.24,0,0,0,20.86,125.95,327.18,66.51,0,0,0,0,0,0

21,05:00-05:15,0,22.17,15.92,5.3,95.21,0,8.31,10.04,0,6.92,0,0,0,24.82,0,0,0,0,133.21,0,43.85,0,13.77,57.3,404.39,0,31.33,22.47,10.54,154.63,0,0,0,0,0,0,0,0,0,0,32.7,49.44,28.05,0,15.6,0.95,0,0,36.69,19.6,12.56,19.26,40.59,2.61,0,1.23,3.4,144.78,1.02,119.97,0,0,93.63,49.24,0,0,0,20.86,125.95,327.18,66.51,0,0,0,0,0,0

22,05:15-05:30,0,22.17,15.92,5.3,95.21,0,8.31,10.04,0,6.92,0,0,0,24.82,0,0,0,0,133.21,0,43.85,0,13.77,57.3,317.72,0,31.33,22.47,10.54,154.63,0,0,0,0,0,0,0,0,0,0,32.7,49.44,28.05,0,15.6,0.95,0,0,36.69,19.6,12.56,19.26,40.59,2.61,0,1.23,3.4,144.78,1.02,119.97,0,0,93.63,49.24,0,0,0,20.86,125.95,327.18,66.51,0,0,0,0,0,0

23,05:30-05:45,0,22.17,15.92,5.3,95.21,0,8.31,10.04,0,6.92,0,0,0,24.82,0,0,0,0,133.21,0,43.85,0,13.77,57.3,339.39,0,31.33,22.47,10.54,145.96,0,0,0,0,0,0,0,0,0,0,32.7,49.44,28.05,0,15.6,0.95,0,0,36.69,19.6,12.56,19.26,40.59,2.61,0,1.23,3.97,144.78,1.02,119.97,0,0,93.63,49.24,0,0,0,20.86,125.95,327.18,66.51,0,0,0,0,0,0

24,05:45-06:00,0,22.17,15.92,5.3,95.21,0,8.31,10.04,0,6.92,0,0,0,24.82,0,0,0,0,133.21,0,43.85,0,13.77,57.3,453.21,0,31.33,22.47,10.54,145.96,0,0,0,0,0,0,0,0,0,0,32.7,49.44,19.93,0,15.6,0.95,0,0,36.69,19.6,12.56,19.26,40.59,2.61,0,1.23,3.97,144.78,1.02,119.97,0,0,93.63,49.24,0,0,0,20.86,125.95,327.18,66.51,0,0,0,0,0,0

25,06:00-06:15,0,22.17,15.92,5.3,95.21,0,8.31,10.04,0,4.61,0,0,0,24.82,0,0,0,0,133.21,0,34.7,0,11,57.3,506.6,0,31.33,22.47,21.07,163.24,0,0,0,0,0,0,0,0,0,0,32.7,51.03,19.93,0,15.6,0.95,0,0,36.69,19.6,12.56,19.26,40.59,1.89,0,1.72,3.97,144.78,1.02,119.97,0,0,93.63,61.55,6.07,0,0,20.86,125.95,327.18,66.51,0,0,0,0,0,0

26,06:15-06:30,0,22.17,15.92,5.3,76.32,0,8.31,10.04,0,4.61,0,0,0,24.82,0,0,0,0,133.21,0,34.7,0,11,57.3,506.6,0,31.33,22.47,21.07,163.24,0,0,0,0,0,0,0,0,0,0,32.7,51.03,19.93,0,15.6,0.95,0,0,36.69,19.6,12.56,19.26,40.59,1.89,0,1.72,3.97,144.78,1.02,119.97,0,0,93.63,61.55,12.14,0,0,20.86,125.95,327.18,66.51,0,0,0,0,0,0

27,06:30-06:45,0,17.73,15.92,5.3,76.32,0,8.31,10.04,0,4.61,0,0,0,24.82,0,0,0,0,133.21,0,34.7,0,11,57.3,453.83,0,31.33,22.47,21.07,126.7,0,0,0,0,0,0,0,0,0,0,32.7,51.03,19.93,0,15.6,0.95,0,0,36.69,19.6,12.56,19.26,40.59,1.89,0,0.99,3.97,144.78,1.02,119.97,0,0,93.63,61.55,12.14,0,0,20.86,125.95,327.18,66.51,0,0,0,0,0,0

28,06:45-07:00,0,16.26,15.92,4.24,76.32,0,8.31,10.04,0,4.61,0,0,0,24.82,0,0,0,0,106.58,0,34.7,0,11,57.3,470.9,0,31.33,22.47,21.07,88.18,0,0,0,0,0,0,0,0,0,0,27.36,51.03,19.93,0,12.79,0.95,0,0,36.69,16.09,12.56,19.26,40.59,2.65,0,0.99,3.97,144.78,1.02,119.97,0,0,93.63,61.55,12.14,0,0,20.86,125.95,327.18,66.51,0,0,0,0,0,0

29,07:00-07:15,0,16.26,15.92,4.24,76.32,0,8.31,10.04,0,4.61,0,0,0,24.82,0,0,0,0,106.58,0,34.7,0,10.72,57.3,385.59,0,31.33,22.47,21.07,131.86,0,0,0,0,0,0,0,0,0,0,27.36,51.03,19.93,0,12.79,0.96,0,0,36.69,16.09,12.56,19.26,39.56,2.65,0,0.99,2.83,127.74,1.02,95.42,0,0,64.01,76.44,16.97,0,0,20.86,91.88,327.18,66.51,0,0,0,0,0,0

30,07:15-07:30,0,16.26,15.92,4.24,76.32,0,8.31,10.04,0,4.2,0,0,0,24.82,0,0,0,0,106.58,0,28.64,0,10.72,57.3,361.39,0,31.33,22.47,21.07,17.59,0,0,0,0,0,0,0,0,0,0,27.36,51.03,19.93,0,12.79,0.96,0,0,36.69,16.09,12.56,19.26,39.56,2.65,0,0.99,2.83,127.74,1.02,95.42,0,0,64.01,76.44,18.2,0,0,20.86,91.88,327.18,66.51,0,0,0,0,0,0

31,07:30-07:45,0,16.26,15.92,3.18,76.32,0,8.31,10.04,0,4.2,0,0,0,24.82,0,0,0,0,79.92,0,28.64,0,10.72,57.3,355.62,0,31.33,22.47,21.07,7.35,0,0,0,0,0,0,0,0,0,0,27.36,51.03,9.35,0,12.79,0.96,0,0,36.69,16.32,12.56,19.26,24.34,2.65,0,0.99,1.42,127.74,1.02,95.42,0,0,64.01,76.44,18.2,0,0,20.86,91.88,327.18,66.51,0,0,0,0,0,0

32,07:45-08:00,0,16.26,15.92,3.18,63.16,0,8.31,10.04,0,4.2,0,0,0,24.82,0,0,0,0,79.92,0,28.64,0,10.72,57.3,355.62,0,31.33,22.47,21.07,7.35,0,0,0,0,0,0,0,0,0,0,27.36,51.03,9.35,0,12.79,0.96,0,0,36.69,16.32,12.56,19.26,13.53,2.65,0,0.99,1.42,109.18,1.02,95.42,0,0,64.01,76.44,18.2,0,0,20.86,91.88,327.18,66.51,0,0,0,0,0,0

33,08:00-08:15,0,4.13,15.92,3.18,69.41,0,8.31,10.04,0,4.2,0,0,0,24.82,0,0,0,0,79.92,0,28.64,0,10.72,57.3,355.62,0,31.33,22.47,21.07,7.35,0,0,0,0,0,0,0,0,0,0,23.92,51.03,9.35,0,13.08,0.96,0,0,36.69,16.32,12.56,19.26,13.53,2.65,0,0.99,1.42,109.18,1.02,95.42,0,0,64.01,76.44,18.2,0,0,20.86,91.88,330.93,66.51,0,0,0,0,0,0

34,08:15-08:30,0,0,15.92,3.18,70.69,0,8.31,10.04,0,4.2,0,0,0,24.82,0,0,0,0,79.92,0,28.64,0,10.72,57.3,355.62,0,31.33,22.47,21.07,7.35,0,0,0,0,0,0,0,0,0,0,23.92,51.03,0,0,13.08,0.96,0,0,36.69,16.32,12.56,19.26,13.53,2.65,0,0.99,1.42,109.18,1.02,95.42,0,0,64.01,76.44,18.2,0,0,20.86,91.88,331.51,66.51,0,0,0,0,0,0

35,08:30-08:45,0,0,15.92,3.18,70.69,0,8.31,10.04,0,1.86,0,0,0,24.82,0,0,0,0,79.92,0,28.64,0,10.72,57.3,355.61,0,31.33,22.47,10.54,7.35,0,0,0,0,0,0,0,0,0,0,23.83,51.03,0,0,13.08,0.96,0,0,36.69,16.32,12.56,19.26,0,2.93,0,0.99,1.42,109.18,1.02,95.42,0,0,64.01,61.55,18.2,0,0,20.86,91.88,331.51,66.51,0,0,0,0,0,0

36,08:45-09:00,0,0,15.92,3.18,70.69,0,8.31,10.04,0,1.86,0,0,0,24.82,0,0,0,0,79.92,0,28.64,0,10.72,57.3,355.61,0,31.33,22.47,0,7.35,0,0,0,0,0,0,0,0,0,0,23.83,51.03,0,0,13.08,0.96,0,0,36.69,16.32,12.56,19.26,0,2.93,0,0.99,1.42,109.18,1.02,95.42,0,0,64.01,61.55,18.2,0,0,20.86,91.88,331.51,66.51,0,0,0,0,0,0

37,09:00-09:15,0,0,15.92,3.18,71.97,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,79.92,0,28.64,0,10.72,57.3,355.62,0,31.33,11.24,0,7.35,0,0,0,0,0,0,0,0,0,0,23.83,49.44,0,0,13.08,0.96,0,0,36.69,16.32,12.56,19.26,0,2.93,0,0.99,2.83,109.18,1.02,95.42,0,0,64.01,61.55,18.2,0,0,20.86,91.88,331.51,66.51,0,0,0,0,0,0

38,09:15-09:30,0,0,10.86,2.11,73.27,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,53.28,0,28.64,0,10.72,57.3,355.62,0,31.33,11.24,0,7.35,0,0,0,0,0,0,0,0,0,0,23.83,49.44,0,0,13.08,0.96,0,0,36.69,16.32,12.56,19.26,0,2.93,0,0.99,2.83,109.18,1.02,95.42,0,0,64.01,61.55,18.2,0,0,20.86,91.88,331.51,66.51,0,0,0,0,0,0

39,09:30-09:45,0,0,0,1.87,73.27,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,46.93,0,28.64,0,10.72,57.3,355.62,0,15.53,11.24,0,7.35,0,0,0,0,0,0,0,0,0,0,23.83,49.44,0,0,13.08,0.96,0,0,36.69,16.32,12.56,19.26,0,2.93,0,0.99,2.83,126.21,1.02,119.97,0,0,64.01,61.55,18.2,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

40,09:45-10:00,0,0,0,1.06,74.55,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,26.64,0,28.64,0,10.72,57.3,355.62,0,15.53,11.24,0,7.35,0,0,0,0,0,0,0,0,0,0,23.83,49.44,0,0,13.08,0.96,0,0,36.69,16.32,12.56,19.26,0,2.93,0,0.99,2.83,126.21,1.02,119.97,0,0,64.01,61.55,18.2,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

41,10:00-10:15,0,0,0,1.06,75.26,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,26.64,0,28.64,0,10.72,57.3,355.62,0,15.53,11.24,0,7.35,0,0,0,0,0,0,0,0,0,0,23.83,49.44,0,0,13.08,0.96,0,0,36.69,16.32,12.56,19.26,0,2.93,0,2.96,2.83,126.21,1.02,119.97,0,0,64.01,61.55,18.2,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

42,10:15-10:30,0,0,0,1.06,75.26,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,26.64,0,28.64,0,10.72,57.3,355.62,0,15.53,11.24,0,7.35,0,0,0,0,0,0,0,0,0,0,23.83,49.44,0,0,13.08,0.96,0,0,36.69,16.32,12.56,19.26,0,2.93,0,2.96,2.83,126.21,1.02,119.97,0,0,64.01,61.55,18.2,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

43,10:30-10:45,0,0,0,1.06,103.01,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,26.64,0,28.64,0,10.72,57.3,355.62,0,15.53,11.24,0,7.35,0,0,0,0,0,0,0,0,0,0,23.83,49.44,0,0,13.08,0.96,0,0,36.69,16.32,6.28,18.34,0,2.93,0,2.96,2.83,126.21,1.02,119.97,0,0,93.63,61.55,18.2,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

44,10:45-11:00,0,0,0,1.06,103.01,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,26.64,0,28.64,0,10.72,57.3,355.62,0,15.53,11.24,0,7.35,0,0,0,0,0,0,0,0,0,0,23.83,49.44,0,0,13.08,0.96,0,0,36.69,16.32,6.28,17.54,0,2.93,0,2.96,2.83,144.78,1.02,119.97,0,0,93.63,61.55,12.14,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

45,11:00-11:15,0,0,0,1.06,103.01,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,26.64,0,28.64,0,10.72,57.3,355.62,0,15.53,11.24,0,7.35,0,0,0,0,0,0,0,0,0,0,23.83,49.44,0,0,13.08,0.96,0,0,36.69,16.32,6.28,19.26,0,2.93,0,2.96,2.83,144.78,1.02,119.97,0,0,93.63,61.55,12.14,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

46,11:15-11:30,0,0,0,1.06,103.01,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,26.64,0,28.64,0,10.72,57.3,355.62,0,15.53,0,0,7.35,0,0,0,0,0,0,0,0,0,0,23.83,49.44,0,0,13.08,0.96,0,0,36.69,16.32,6.28,17.98,0,2.93,0,2.96,2.83,144.78,1.02,119.97,0,0,93.63,61.55,6.07,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

47,11:30-11:45,0,0,0,1.06,103.01,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,26.64,0,28.64,0,10.72,57.3,355.62,0,15.53,0,0,7.35,0,0,0,0,0,0,0,0,0,0,23.83,49.44,0,0,11.87,0.96,0,0,36.69,16.32,6.28,19.02,0,3.09,0,2.96,4.25,144.78,1.02,119.97,0,0,93.63,61.55,0,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

48,11:45-12:00,0,0,0,1.06,103.01,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,26.64,0,28.64,0,10.72,57.3,355.62,0,0,0,0,7.35,0,0,0,0,0,0,0,0,0,0,23.83,49.44,0,0,11.87,0.96,0,0,36.69,16.32,6.28,19.26,0,3.09,0,2.96,4.25,144.78,1.02,119.97,0,0,93.63,61.55,0,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

49,12:00-12:15,0,0,0,1.06,120.36,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,26.64,0,37.79,0,10.72,57.3,355.62,0,0,0,0,7.35,0,0,0,0,0,0,0,0,0,0,23.83,49.44,0,0,11.87,2.14,0,0,36.69,16.32,6.28,19.26,0,3.71,0,2.96,4.25,144.78,1.04,119.97,0,0,93.63,61.55,0,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

50,12:15-12:30,0,0,0,1.06,142.81,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,26.64,0,37.79,0,10.72,57.3,355.62,0,0,0,0,7.35,0,0,0,0,0,0,0,0,0,0,23.83,49.44,0,0,11.87,2.14,0,0,36.69,16.32,6.28,19.26,0,5.26,0,2.96,4.25,144.78,1.04,119.97,0,0,93.63,61.55,0,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

51,12:30-12:45,0,0,0,1.06,142.81,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,26.64,0,37.79,0,10.72,57.3,355.62,0,0,0,0,7.35,0,0,0,0,0,0,0,0,0,0,23.83,49.44,0,0,11.87,2.14,0,0,36.69,16.32,6.28,19.26,0,5.32,0,2.96,4.25,144.78,1.04,119.97,0,0,93.63,62.66,0,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

52,12:45-13:00,0,0,0,2.11,142.81,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,53.28,0,37.79,0,10.72,57.3,355.62,0,0,0,0,7.35,0,0,0,0,0,0,0,0,0,0,23.83,49.44,0,0,11.87,2.14,0,0,36.69,16.32,6.28,19.26,0,5.32,0,2.96,4.25,144.78,1.04,119.97,0,0,93.63,62.66,0,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

53,13:00-13:15,0,0,0,3.18,132.8,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,79.92,0,37.79,0,10.72,57.3,355.62,0,0,0,0,7.35,0,0,0,0,0,0,0,0,0,0,23.83,49.44,0,0,11.87,2.14,0,0,36.69,16.32,6.28,14.44,0,5.32,0,2.35,6.51,144.78,1.04,119.97,0,0,93.63,62.66,0,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

54,13:15-13:30,0,0,0,4.24,132.48,0,8.31,10.04,0,0,0,0,0,24.82,0,0,0,0,106.58,0,37.79,0,10.72,57.3,355.62,0,0,0,0,7.35,0,0,0,0,0,0,0,0,0,0,23.83,49.44,0,0,11.87,2.14,0,0,36.69,16.32,6.28,14.44,0,5.32,0,2.35,6.51,144.78,1.04,119.97,0,0,93.63,62.66,0,0,0,20.86,125.95,331.51,66.51,0,0,0,0,0,0

