Block,Time,KHSTPP-II,KKNP,KOTESHWR,NJPC,SASAN,SINGRAULI_HYDRO,ANTA_CRF,DADRI_GF,BRBCL,FSTPP I & II,NLCIIST2,NLCTS2EXP,RAMPUR,RAPPB,SINGRAULI,TEHRIPSP,UNCHAHAR4,ANTA_RF,CHAMERA3,KOLDAM,KUDGI,NNTPP,RAPPC,RIHAND1,SIMHST1,TANAKPUR,TEHRI,UNCHAHAR2,URI2,ANTA_LF,DADRI_CRF,DADRI_RF,BSIUL,CHAMERA1,JHAJJAR,KHSTPP-I,PARBATI2,AURY_RF,DULHASTI,KGSU3AND4,KISHANGANGA,KKNPPU2,MAPS,NLCEXP,NLCIIST1,RSTPSU7,SALAL,SEWA2,SIMHST2,TALA,UNCHAHAR1,VALLURNTECL,KGSU1AND2,NTPL,RAPPD,URI,CHAMERA2,DADRT2,NAPP,RSTPSU1TO6,TALST2,TANDA2,ANTA_GF,AURY_GF,DHAULIGNGA,PARBATI3,RIHAND2,RIHAND3,TelanganaSTPP,UNCHAHAR3,AURY_CRF,AURY_LF,DADRI_LF
54,13:15-13:30,98.87,0,45.08,175.8,348.98,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,3.23,49.56,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,44.52,33.52,0,0,104.09,19.56,42.15,667.27,45.53,25.69,80.79,38.32,0,0,0,0,0,0,0,79.6,18.34,0,27.87,21.65,0,0,0,40.06,47.47,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

55,13:30-13:45,98.87,0,45.08,175.8,348.98,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,3.23,49.06,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,44.52,33.52,0,0,104.09,19.56,42.15,667.27,45.53,25.69,80.79,38.32,0,0,0,0,0,0,0,79.6,18.34,0,27.93,21.65,0,0,0,40.06,47.47,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

56,13:45-14:00,98.87,0,45.08,175.8,348.98,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,3.23,49.06,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,44.52,33.52,0,0,104.09,19.56,42.15,667.27,45.53,25.69,80.79,38.32,0,0,0,0,0,0,0,79.6,18.34,0,27.93,21.65,0,0,0,40.06,47.47,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

57,14:00-14:15,98.87,0,45.08,175.8,348.98,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,3.23,49.06,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,44.52,33.52,0,0,104.09,19.56,17.84,667.27,45.53,25.69,80.79,38.32,0,0,0,0,0,0,0,79.6,18.34,0,27.93,21.65,0,0,0,40.06,37.53,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

58,14:15-14:30,98.87,0,45.08,175.8,348.98,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,3.23,49.06,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,44.52,33.52,0,0,104.09,19.56,17.84,667.27,45.53,25.69,80.79,38.32,0,0,0,0,0,0,0,79.6,18.34,0,27.93,21.65,0,0,0,40.06,47.47,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

59,14:30-14:45,98.87,0,45.08,175.8,348.98,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,3.23,49.06,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,44.52,33.52,0,0,104.09,19.56,17.84,667.27,45.53,25.69,80.79,38.32,0,0,0,0,0,0,0,79.6,18.34,0,28.08,21.65,0,0,0,40.06,47.47,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

60,14:45-15:00,98.87,0,45.08,175.8,348.98,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,3.23,49.06,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,44.52,33.52,0,0,104.09,19.56,17.84,667.27,45.53,25.69,80.79,38.32,0,0,0,0,0,0,0,79.6,18.34,0,25.19,21.65,0,0,0,40.06,47.47,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

61,15:00-15:15,98.87,0,45.08,175.8,348.98,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,3.23,48.55,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,44.52,33.52,0,0,104.09,19.56,17.84,667.27,45.53,25.69,80.79,38.32,0,0,0,0,0,0,0,79.6,18.34,0,25.19,21.65,0,0,0,40.06,37.53,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

62,15:15-15:30,98.87,0,45.08,175.8,348.98,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,3.23,48.55,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,44.52,33.52,0,0,104.09,19.56,17.84,667.27,45.53,25.69,80.79,38.32,0,0,0,0,0,0,0,79.6,18.34,0,25.19,21.65,0,0,0,40.06,37.53,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

63,15:30-15:45,98.87,0,45.08,175.8,348.98,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,3.23,48.55,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,44.52,33.52,0,0,104.09,19.56,17.84,667.27,45.53,25.69,80.79,38.32,0,0,0,0,0,0,0,79.6,18.34,0,25.19,21.65,0,0,0,40.06,37.53,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

64,15:45-16:00,98.87,0,45.08,175.8,348.98,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,3.23,48.55,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,44.52,33.52,0,0,104.09,19.56,17.84,667.27,45.53,25.69,80.79,38.32,0,0.64,0,0,0,0,0,79.6,18.34,0,25.19,21.65,0,0,0,40.06,37.53,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

65,16:00-16:15,98.87,0,45.08,175.8,348.98,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,3.23,48.05,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,44.52,33.52,0,0,104.09,19.56,17.84,667.27,45.53,25.69,80.79,38.32,0,2.33,0,0,0,0,0,79.6,18.34,0,24.17,21.65,0,0,0,40.06,47.47,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

66,16:15-16:30,98.87,0,45.08,175.8,348.98,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,3.23,48.05,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,44.52,33.52,0,0,104.09,19.56,17.84,667.27,45.53,25.69,80.79,38.32,0,2.33,0,0,0,0,0,79.6,18.34,0,23.97,21.65,0,0,0,40.06,47.47,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

67,16:30-16:45,98.87,0,45.08,175.8,342,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,3.23,48.05,22.61,8.63,0,0,65.11,48.09,0,11.91,82.36,44.52,33.52,0,0,104.09,19.56,17.84,667.27,45.53,25.69,80.79,38.32,0,4.65,0,0,0,0,0,79.6,18.34,0,23.38,21.65,0,0,0,40.06,47.47,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

68,16:45-17:00,98.87,0,45.08,175.8,342,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,3.23,48.05,22.61,8.63,0,0,65.11,48.09,0,11.91,82.36,44.52,33.52,0,0,104.09,19.56,17.84,667.27,45.53,25.69,80.79,38.32,0,4.65,0,0,0,0,0,79.6,18.34,0,23.26,21.65,0,0,0,40.06,47.47,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

69,17:00-17:15,98.87,0,45.08,175.8,342,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,3.23,47.55,22.61,8.63,0,0,65.11,48.09,0,11.91,82.36,44.52,33.52,0,0,104.09,19.56,42.15,667.27,45.53,25.69,80.79,38.32,0,6.97,0,0,0,0,0,79.6,18.34,0,23.14,21.65,0,0,0,40.06,47.47,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

70,17:15-17:30,98.87,0,45.08,175.8,342,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,3.23,47.55,22.61,8.63,0,0,65.11,48.09,0,11.91,82.36,44.52,33.52,0,0,104.09,19.56,42.15,667.27,45.53,25.69,80.79,38.32,0,6.97,0,0,0,0,0,79.6,18.34,0,22.84,21.65,0,0,0,40.06,47.47,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

71,17:30-17:45,98.87,0,45.08,175.8,342,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,2.76,47.55,22.61,8.63,0,0,65.11,48.09,0,11.91,82.36,44.52,33.52,0,0,104.09,19.56,42.15,667.27,45.53,25.69,80.79,38.32,0,6.97,0,0,0,0,0,79.6,18.34,0,22.79,21.65,0,0,0,40.06,47.47,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.38,0,0,0

72,17:45-18:00,98.87,0,45.08,175.8,342,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,1.54,47.55,22.61,8.63,0,0,65.11,48.09,0,11.91,82.36,44.18,33.52,0,0,104.09,19.56,42.15,667.27,45.53,25.69,80.79,38.32,0,6.97,0,0,0,0,0,79.6,18.34,0,22.7,21.65,0,0,0,40.06,47.47,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.1,0,0,0

73,18:00-18:15,98.87,0,45.08,175.8,342,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,1.56,47.55,22.61,8.63,0,0,65.11,48.09,0,11.91,82.36,43.46,33.52,0,0,104.09,19.56,42.15,667.27,45.53,25.69,80.79,38.32,0,4.65,0,0,0,0,0,79.6,18.34,0,22.46,21.65,0,0,0,40.06,11.04,47.12,689.39,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.1,0,0,0

74,18:15-18:30,98.87,0,45.08,175.8,342,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,1.56,47.55,22.61,8.63,0,0,65.11,48.09,0,11.91,82.36,43.46,33.52,0,0,104.09,19.56,42.15,667.27,45.53,25.69,80.79,38.32,0,4.65,0,0,0,0,0,79.6,18.34,0,22.11,21.44,0,0,0,40.06,4.41,47.12,685.16,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.1,0,0,0

75,18:30-18:45,98.87,0,45.08,175.8,342,0,0,0,24.99,20.15,0,0,5.68,0,74.95,192.57,1.56,47.29,22.61,8.63,0,0,65.11,48.09,0,11.91,82.36,43.46,33.52,0,0,104.09,19.56,42.15,474.82,45.53,25.69,80.79,38.32,0,4.65,0,0,0,0,0,79.6,18.34,0,22.08,19.95,0,0,0,40.06,4.41,47.12,685.16,24.36,0,0,5.39,0,0,42.46,52.04,125.27,130.84,0,27.1,0,0,0

76,18:45-19:00,98.87,0,45.08,177.45,342,0,0,0,24.99,20.15,0,0,5.85,0,74.95,192.57,1.56,47.29,35.69,8.63,0,0,65.11,48.09,0,11.91,82.36,43.46,33.52,0,0,104.09,20.46,42.35,474.82,45.53,27.87,81.31,38.45,0,4.79,0,0,0,0,0,79.6,19.49,0,21.93,19.95,0,0,0,40.06,4.41,49.6,685.16,24.36,0,0,5.39,0,0,44.82,57.98,125.27,130.84,0,27.1,0,0,0

77,19:00-19:15,98.87,0,45.08,177.45,342,0,0,0,24.99,20.15,0,0,5.85,0,74.95,192.57,1.56,47.29,35.69,8.63,0,0,65.11,48.09,0,11.91,82.36,43.46,33.52,0,0,104.09,20.46,42.35,474.86,45.53,27.87,81.31,38.45,0,4.79,0,0,0,0,0,79.6,19.49,0,21.93,19.95,0,0,0,40.06,11.04,49.6,685.16,24.36,0,0,5.39,0,0,44.82,57.98,125.27,130.84,0,27.1,0,0,0

78,19:15-19:30,98.87,0,45.08,177.45,342,0,0,0,24.99,20.15,0,0,5.85,0,74.95,192.57,1.56,47.29,35.69,8.63,0,0,65.11,48.09,0,11.91,82.36,43.46,33.52,0,0,104.09,20.46,42.35,474.86,45.53,27.87,81.31,38.45,0,4.79,0,0,0,0,0,79.6,19.49,0,21.99,19.95,0,0,0,40.06,47.47,49.6,685.16,24.36,0,0,5.39,0,0,44.82,57.98,125.27,130.84,0,27.1,0,0,0

79,19:30-19:45,98.87,0,45.08,177.45,342,0,0,0,24.99,20.15,0,0,5.85,0,74.95,192.57,1.56,47.8,35.69,8.63,0,0,65.11,48.09,0,11.91,82.36,43.46,33.52,0,0,104.09,20.46,42.35,474.86,45.53,27.87,81.31,38.45,0,4.79,0,0,0,0,0,79.6,19.49,0,22.08,19.95,0,0,0,40.06,47.47,49.6,685.16,24.36,0,0,5.23,0,0,44.82,57.98,125.27,130.84,0,27.1,0,0,0

80,19:45-20:00,98.87,0,45.08,177.45,342,0,0,0,24.99,20.15,0,0,5.85,0,74.95,192.57,1.56,47.8,35.69,8.63,0,0,65.11,48.09,0,11.91,82.36,43.46,33.52,0,0,104.09,20.46,42.35,474.86,45.53,27.87,81.31,38.45,0,4.79,0,0,0,0,0,79.6,19.49,0,22.23,19.95,0,0,0,40.06,47.47,49.6,685.16,24.36,0,0,5.23,0,0,44.82,57.98,125.27,130.84,0,27.1,0,0,0

81,20:00-20:15,98.87,0,45.08,177.45,342,0,0,0,24.99,17.38,0,0,5.85,0,74.95,192.57,1.56,48.55,35.69,8.63,0,0,65.11,48.09,0,11.91,82.36,43.46,33.52,0,0,106.06,20.46,42.35,474.87,45.53,27.87,81.31,38.45,0,4.79,0,0,0,0,0,79.6,19.49,0,22.29,19.95,0,0,0,40.06,47.47,49.6,685.16,24.36,0,0,5.23,0,0,44.82,57.98,125.27,130.84,0,27.1,0,0,0

82,20:15-20:30,98.87,0,45.08,177.45,342,0,0,0,24.99,17.38,0,0,5.85,0,74.95,192.57,1.56,48.55,35.69,8.63,0,0,65.11,48.09,0,11.91,82.36,43.46,33.52,0,0,106.06,20.46,42.35,474.87,45.53,27.87,81.31,38.45,0,7.18,0,0,0,0,0,79.6,19.49,0,22.4,19.95,0,0,0,40.06,47.47,49.6,685.16,24.36,0,0,5.23,0,0,44.82,57.98,125.27,130.84,0,27.1,0,0,0

83,20:30-20:45,98.87,0,45.08,177.45,342,0,0,0,24.99,17.38,0,0,5.85,0,74.95,192.57,1.56,48.55,35.69,8.63,0,0,65.11,48.09,0,11.91,82.36,43.46,33.52,0,0,106.06,20.46,42.35,474.87,45.53,27.87,81.31,38.45,0,7.18,0,0,0,0,0,79.6,19.49,0,22.46,19.95,0,0,0,40.06,47.47,49.6,685.16,24.36,0,0,5.23,0,0,44.82,57.98,125.27,130.84,0,27.1,0,0,0

84,20:45-21:00,98.87,0,45.08,175.8,342,0,0,0,24.99,17.38,0,0,5.68,0,74.95,192.57,1.56,48.55,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,43.46,33.52,0,0,106.06,19.56,42.15,474.86,45.53,26.04,81.31,38.32,0,6.97,0,0,0,0,0,79.6,18.34,0,22.58,19.95,0,0,0,40.06,47.47,47.12,685.16,24.36,0,0,5.23,0,0,42.46,52.04,125.27,130.84,0,27.1,0,0,0

85,21:00-21:15,98.87,0,45.08,175.8,342,0,0,0,24.99,17.38,0,0,5.68,0,74.95,192.57,1.56,49.31,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,43.46,33.52,0,0,106.06,19.56,42.15,474.86,45.53,26.04,81.31,38.32,0,6.97,0,0,0,0,0,79.6,18.34,0,22.72,19.95,0,0,0,40.06,47.47,31.41,685.16,24.36,0,0,5.23,0,0,42.46,52.04,125.27,130.84,0,27.1,0,0,0

86,21:15-21:30,98.87,0,45.08,175.8,342,0,0,0,24.99,17.38,0,0,5.68,0,74.95,192.57,1.56,49.31,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,43.46,33.52,0,0,106.06,19.56,42.15,474.86,45.53,26.04,81.31,38.32,0,6.97,0,0,0,0,0,79.6,18.34,0,22.81,19.95,0,0,0,40.06,47.47,31.41,685.16,24.36,0,0,5.23,0,0,42.46,52.04,125.27,130.84,0,27.1,0,0,0

87,21:30-21:45,98.87,0,45.08,177.45,354.38,0,0,0,24.99,17.38,0,0,5.85,0,74.95,192.57,1.56,50.08,35.69,8.63,0,0,65.11,48.09,0,11.91,82.36,43.46,33.52,0,0,106.06,20.46,42.35,474.86,45.53,27.87,81.31,38.45,0,7.18,0,0,0,0,0,79.6,19.49,0,22.87,19.95,0,0,0,40.06,47.47,49.6,685.16,24.36,0,0,5.23,0,0,44.82,57.98,125.27,130.84,0,27.1,0,0,0

88,21:45-22:00,98.87,0,45.08,177.45,360,0,0,0,24.99,17.38,0,0,5.85,0,74.95,192.57,1.56,50.08,35.69,8.63,0,0,65.11,48.09,0,11.91,82.36,43.46,33.52,0,0,106.06,20.46,42.35,474.86,45.53,27.87,81.31,38.45,0,7.18,0,0,0,0,0,79.6,19.49,0,23.03,19.95,0,0,0,40.06,47.47,49.6,685.16,24.36,0,0,5.23,0,0,44.82,57.98,125.27,130.84,0,27.1,0,0,0

89,22:00-22:15,98.87,0,45.08,177.45,365.62,0,0,0,24.99,17.38,0,0,5.85,0,74.95,192.57,1.39,50.58,35.69,8.63,0,0,65.11,48.09,0,11.91,82.36,43.46,33.52,0,0,106.06,20.46,42.35,474.87,45.53,27.87,81.31,38.45,0,7.18,0,0,0,0,0,79.6,19.49,0,23.17,19.95,0,0,0,40.06,11.04,49.6,685.16,24.36,0,0,5.23,0,0,44.82,57.98,125.27,130.84,0,27.1,0,0,0

90,22:15-22:30,98.87,0,45.08,177.45,371.25,0,0,0,24.99,17.38,0,0,5.85,0,74.95,192.57,1.39,50.58,35.69,8.63,0,0,65.11,48.09,0,11.91,82.36,43.46,33.52,0,0,106.06,20.46,42.35,474.86,45.53,27.87,81.31,38.45,0,7.18,0,0,0,0,0,79.6,19.49,0,23.17,19.95,0,0,0,40.06,4.41,49.6,685.16,24.36,0,0,5.23,0,0,44.82,57.98,125.27,130.84,0,27.1,0,0,0

91,22:30-22:45,98.87,0,45.08,175.8,376.88,0,0,0,24.99,17.38,0,0,5.68,0,74.95,192.57,1.39,50.83,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,43.46,33.52,0,0,106.06,19.56,42.15,474.86,45.53,25.69,82.08,38.32,0,6.97,0,0,0,0,0,79.6,18.34,0,23.31,19.95,0,0,0,40.06,2.21,47.12,685.16,24.36,0,0,5.23,0,0,42.46,52.04,125.27,130.84,0,0,0,0,0

92,22:45-23:00,98.87,0,45.08,175.8,384.75,0,0,0,24.99,17.38,0,0,5.68,0,74.95,192.57,1.39,50.83,33.95,8.63,0,0,65.11,48.09,0,11.91,82.36,43.46,33.52,0,0,106.06,19.56,42.15,474.86,45.53,25.69,82.08,38.32,0,6.97,0,0,0,0,0,79.6,18.34,0,23.4,19.95,0,0,0,40.06,2.21,47.12,685.16,24.36,0,0,5.23,0,0,42.46,52.04,125.27,130.84,0,0,0,0,0

93,23:00-23:15,98.87,0,45.08,175.8,392.62,0,0,0,24.99,17.38,0,0,5.68,0,74.95,192.57,1.39,51.59,22.61,8.63,0,0,65.11,48.09,0,11.91,82.36,43.46,33.52,0,0,106.06,19.56,42.15,474.86,45.53,25.69,82.08,38.32,0,6.97,0,0,0,0,0,79.6,18.34,0,23.46,19.95,0,0,0,40.06,4.41,31.41,685.16,24.36,0,0,5.23,0,0,42.46,52.04,125.27,130.84,0,0,0,0,0

94,23:15-23:30,98.87,0,45.08,175.8,400.5,0,0,0,24.99,17.38,0,0,5.68,0,74.95,192.57,1.39,51.59,22.61,8.63,0,0,65.11,48.09,0,11.91,82.36,43.46,33.52,0,0,106.06,19.56,42.15,474.86,45.53,25.69,82.08,38.32,0,6.97,0,0,0,0,0,79.6,18.34,0,23.54,19.95,0,0,0,40.06,4.41,31.41,685.16,24.36,0,0,5.23,0,0,42.46,52.04,125.27,130.84,0,0,0,0,0

95,23:30-23:45,98.87,0,45.08,175.8,408.38,0,0,0,24.99,17.38,0,0,5.68,0,74.95,192.57,1.39,51.84,22.61,8.63,0,0,65.11,48.09,0,11.91,82.36,43.46,33.52,0,0,106.06,19.56,42.15,618.88,45.53,25.69,82.08,38.32,0,6.97,0,0,0,0,0,79.6,18.34,0,23.61,19.95,0,0,0,40.06,4.41,31.41,685.16,24.36,0,0,5.23,0,0,42.46,52.04,125.27,130.84,0,6.97,0,0,0

96,23:45-24:00,98.87,0,45.08,175.8,416.25,0,0,0,24.99,17.38,0,0,5.68,0,74.95,192.57,1.39,51.84,22.61,8.63,0,0,65.11,48.09,0,11.91,82.36,43.46,33.52,0,0,106.06,19.56,42.15,667.27,45.53,25.69,82.08,38.32,0,6.97,0,0,0,0,0,79.6,18.34,0,23.73,19.95,0,0,0,40.06,4.41,31.41,685.16,24.36,0,0,5.23,0,0,42.46,52.04,125.27,130.84,0,6.97,0,0,0

