Time,Block,NR/2023/18225/C,NR/2023/18183/A/2452,NR/2023/18074/A/2378,WR/2023/20937/A/2453,NR/2023/18204/A/2367,WR/2023/20914/A/2446,Total
86,21:15-21:30,0,158.480000,0.580000,25.000000,5.780000,55.000000,244.84

87,21:30-21:45,0,158.480000,0.580000,25.000000,5.780000,55.000000,244.84

88,21:45-22:00,0,158.480000,0.580000,25.000000,5.780000,55.000000,244.84

89,22:00-22:15,0,0.000000,0.480000,0.000000,5.780000,55.000000,61.26

90,22:15-22:30,0,0.000000,0.480000,0.000000,5.780000,55.000000,61.26

91,22:30-22:45,0,0.000000,0.480000,0.000000,5.780000,55.000000,61.26

92,22:45-23:00,0,0.000000,0.480000,0.000000,5.780000,55.000000,61.26

93,23:00-23:15,0,0.000000,0.480000,0.000000,5.780000,0.000000,6.26

94,23:15-23:30,0,0.000000,0.480000,0.000000,5.780000,0.000000,6.26

95,23:30-23:45,0,0.000000,0.480000,0.000000,5.780000,0.000000,6.26

96,23:45-24:00,0,0.000000,0.480000,0.000000,5.780000,0.000000,6.26

