Block,Time Block,JHAJJAR,KUDGI,KGSU1AND2,KGSU3AND4,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KHSTPP-I,KISHANGANGA,NJPC,MAPS,NLCEXP,NAPP,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,CHAMERA3,BRBCL,CHAMERA2,CHAMERA1,BSIUL,ANTA_CRF,ANTA_RF,URI2,UNCHAHAR3,ANTA_LF,AURY_GF,AURY_LF,UNCHAHAR2,URI,ANTA_GF,AURY_CRF,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,DADRI_LF,DADRI_GF,DADRI_CRF,DADRI_RF,AURY_RF,PARBATI3,PARBATI2,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,RIHAND2,SASAN,RIHAND1,RAPPB,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,RAPPD,RSTPSU7,SEWA2,SINGRAULI,SALAL,RAMPUR,RIHAND3,RAPPC,TALST2,TANAKPUR,TelanganaSTPP,TALA,TEHRI,TANDA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,230.25,0,0,0,10.08,96.89,0,0,9.26,28.03,8.34,174.74,0,0,24.77,10.58,10.75,56.69,4.97,33.84,19.32,47.15,0,6.3,0,0,36.8,15.83,0,0,0,24.08,49.06,0,0,12.78,0,0.7,0,0,0,0,0,37.94,30.13,0,0,0,0,0,77.37,365.83,51.66,0,0,0.97,0,0,0,0,0,84.65,81.38,6.74,79.03,65.41,0,5.45,0,2.56,0,1.67,0,0,0,0,0

55,13:30-13:45,230.25,0,0,0,10.08,96.89,0,0,9.26,28.03,8.34,174.74,0,0,24.77,10.58,10.75,56.69,4.97,33.84,19.32,47.15,0,6.3,0,0,36.8,15.83,0,0,0,24.08,49.06,0,0,12.78,0,0.7,0,0,0,0,0,37.94,30.13,0,0,0,0,0,82.2,391.46,51.66,0,0,0.97,0,0,0,0,0,84.65,81.38,6.74,79.03,65.41,0,4.2,0,3.98,0,1.67,0,0,0,0,0

56,13:45-14:00,230.25,0,0,0,10.08,96.89,0,0,9.26,28.03,8.34,174.74,0,0,24.77,10.58,10.75,56.69,4.97,33.84,19.32,47.15,0,6.3,0,0,36.8,15.83,0,0,0,24.08,49.06,0,0,12.78,0,0.7,0,0,0,0,0,37.94,30.13,0,0,0,0,0,92.82,392.03,61.72,0,0,0.97,0,0,0,0,0,92.33,81.38,6.74,79.03,65.41,0,4.2,0,3.98,0,1.67,0,0,0,0,0

57,14:00-14:15,230.25,0,0,0,10.08,97.2,0,0,9.26,28.03,8.34,174.74,0,0,24.77,10.58,10.75,56.69,4.97,33.84,19.32,47.15,0,6.3,0,0,36.8,15.83,0,0,0,24.08,49.06,0,0,12.78,0,0.7,0,0,0,0,0,37.94,30.13,0,0,0,0,0,117.51,392.03,61.72,0,0,0.97,0,0,0,0,0,92.33,81.38,6.74,115.52,65.41,0,4.2,0,3.12,0,1.67,0,0,0,0,0

58,14:15-14:30,230.25,0,0,0,10.08,97.2,0,0,9.26,28.03,8.34,174.74,0,0,24.77,10.58,10.75,56.69,4.97,33.84,19.32,47.15,0,6.3,0,0,36.8,15.83,0,0,0,24.08,49.06,0,0,12.78,0,0.7,0,0,0,0,0,37.94,30.13,0,0,0,0,0,117.51,392.03,61.72,0,0,0.97,0,0,0,0,0,92.33,81.38,6.74,123.67,65.41,0,4.2,0,3.12,0,1.67,0,0,0,0,0

59,14:30-14:45,230.25,0,0,0,10.08,110.13,0,0,9.26,26.05,8.34,174.74,0,0,24.77,10.58,10.75,56.69,4.97,33.84,19.32,47.15,0,6.3,0,0,36.8,15.83,0,0,0,24.08,49.06,0,0,12.78,0,0.7,0,0,0,0,0,22.24,30.13,0,0,0,0,0,117.51,392.03,91.54,0,0,0.97,0,0,0,0,0,101.93,81.38,6.74,123.67,65.41,0,4.2,0,3.12,0,1.67,0,0,0,0,0

60,14:45-15:00,230.25,0,0,0,10.08,142.77,0,0,9.26,26.05,8.34,174.74,0,0,24.77,10.58,10.75,56.69,4.97,33.84,19.32,47.15,11.6,6.3,0,0,36.8,15.83,0,0,0,24.08,49.06,0,0,12.78,0,0.7,0,0,0,0,0,22.24,30.13,0,0,0,0,0,117.51,392.03,91.54,0,0,0.97,0,0,0,0,0,105,81.38,6.74,123.67,65.41,0,4.2,0,3.12,0,1.67,0,0,0,0,0

61,15:00-15:15,230.25,0,0,0,10.08,142.77,0,0,9.26,30.08,8.34,174.74,0,0,24.77,10.58,10.75,56.69,4.97,33.84,19.32,47.15,11.6,6.3,0,0,36.8,15.83,0,0,0,23.91,49.06,0,0,12.78,0,1.77,0,0,0,0,0,22.24,30.13,0,0,0,0,0,117.51,392.03,91.54,0,0,0.97,0,0,0,0,0,105,81.38,6.74,123.67,65.41,0,4.2,0,3.12,0,3.05,0,0,0,0,0

62,15:15-15:30,230.25,0,0,0,10.08,142.77,0,0,9.26,30.08,8.34,174.74,0,0,24.77,10.58,10.75,56.69,4.97,33.84,19.32,47.15,23.5,6.3,0,0,36.8,15.83,0,0,0,23.91,49.06,0,0,12.78,0,1.77,0,0,0,0,0,22.24,30.13,0,0,0,0,0,117.51,392.03,91.54,0,0,0.97,0,0,0,0,0,105,81.38,6.74,123.67,65.41,0,4.2,0,3.12,0,3.05,0,0,0,0,0

63,15:30-15:45,314.29,0,0,0,10.08,142.77,0,0,9.26,30.08,8.34,174.74,0,0,24.77,10.58,14.58,56.69,4.97,33.84,19.32,47.15,23.5,6.3,0,0,36.8,15.83,0,0,0,23.91,49.06,0,0,12.78,0,1.77,0,0,0,0,0,22.24,30.13,0,0,0,0,0,117.51,392.03,91.54,0,0,0.97,0,0,0,0,0,105,77.45,6.74,123.67,65.41,0,4.83,0,3.12,0,3.05,0,0,0,0,0

64,15:45-16:00,314.29,0,0,0,10.08,142.77,0,0,9.26,30.08,8.34,174.74,0,0,24.77,10.58,14.58,56.69,4.97,33.84,19.32,47.15,23.5,6.3,0,0,36.8,15.83,0,0,0,23.91,49.06,0,0,12.78,0,1.77,0,0,0,0,0,22.24,30.13,0,0,0,0,0,117.51,392.03,91.54,0,0,0.97,0,0,0,0,0,105,77.45,6.74,123.67,65.41,0,4.83,0,3.12,0,3.05,0,0,0,0,0

65,16:00-16:15,314.29,0,0,0,10.08,142.77,0,0,9.26,30.08,8.34,174.74,0,0,24.77,10.58,17.72,56.69,4.97,33.84,19.32,47.15,40.72,12.6,0,0,36.8,15.83,0,0,0,23.91,49.06,0,0,11.91,0,1.77,0,0,0,0,0,22.24,24.67,0,0,0,0,0,117.51,392.03,91.54,0,0,0.97,0,0,0,0,0,105,77.45,6.74,123.67,65.41,0,4.83,0,3.12,0,3.05,0,0,0,0,0

66,16:15-16:30,314.29,0,0,0,10.08,142.77,0,0,9.26,30.08,8.34,174.74,0,0,24.77,10.58,17.79,56.69,4.97,33.84,19.32,47.15,40.72,12.6,0,0,36.8,15.83,0,0,0,23.91,49.06,0,0,11.91,0,1.77,0,0,0,0,0,22.24,24.67,0,0,0,0,0,117.51,392.03,91.54,0,0,0.97,0,0,0,0,0,105,77.45,6.74,123.67,65.41,0,4.83,0,3.12,0,3.05,0,0,0,0,0

67,16:30-16:45,314.29,0,0,0,10.08,142.77,0,0,9.26,30.08,8.34,174.74,0,0,24.77,10.58,17.79,56.69,4.97,33.84,19.32,47.15,40.72,12.6,0,0,36.8,16.89,0,0,0,27.73,49.06,0,0,14.23,0,1.77,0,0,0,0,0,41.5,24.67,0,0,0,0,0,117.51,392.03,91.54,0,0,0.97,0,0,0,0,0,105,77.45,6.74,123.67,65.41,0,5.45,0,3.12,0,3.05,0,0,0,0,0

68,16:45-17:00,314.29,0,0,0,10.08,142.77,0,0,9.26,30.08,8.34,174.74,0,0,24.77,10.58,17.79,56.69,4.97,33.84,19.32,47.15,40.72,12.6,0,0,36.8,16.89,0,0,0,27.73,49.06,0,0,14.23,0,1.77,0,0,0,0,0,41.5,24.67,0,0,0,0,0,117.51,392.03,91.54,0,0,0.97,0,0,0,0,0,105,77.45,6.74,123.67,65.41,0,5.45,0,3.12,0,3.05,0,0,0,0,0

69,17:00-17:15,326.56,0,0,0,10.08,142.77,0,0,9.26,30.08,8.34,174.74,0,0,24.77,10.58,17.79,56.69,4.97,33.84,19.32,47.15,40.72,6.3,0,0,36.8,22.25,0,0,0,36.58,49.06,0,0,18.46,0,1.77,0,0,0,0,0,48.92,29.04,0,0,0,0,0,117.04,392.03,91.75,0,0,0.97,0,0,0,0,0,105,78.57,6.74,89.88,65.41,0,5.45,0,3.12,0,3.05,0,0,0,0,0

70,17:15-17:30,326.56,0,0,0,10.08,142.77,0,0,9.26,30.08,8.34,174.74,0,0,24.77,10.58,17.79,56.69,4.97,33.84,19.32,47.15,40.72,6.3,0,0,36.8,22.25,0,0,0,36.58,49.06,0,0,18.46,0,1.77,0,0,0,0,0,48.92,32.67,0,0,0,0,0,117.04,392.03,91.77,0,0,0.97,0,0,0,0,0,100.79,78.57,6.74,89.88,65.41,0,5.45,0,3.12,9.77,3.05,0,0,0,0,0

71,17:30-17:45,326.56,0,0,0,10.08,142.77,0,0,9.26,30.08,8.34,174.74,0,0,24.77,10.58,17.79,56.69,4.97,33.84,19.32,47.15,40.72,6.3,0,0,36.8,22.25,0,0,0,36.58,49.06,0,0,18.46,0,1.77,0,0,0,0,0,48.92,36.29,0,0,0,0,0,117.04,392.03,91.77,0,0,0.97,0,0,0,0,6.09,100.79,78.57,6.74,89.88,65.41,0,5.45,0,0,9.77,3.05,0,0,0,0,0

72,17:45-18:00,326.56,0,0,0,10.08,142.77,0,0,9.26,30.08,8.34,174.74,0,0,24.77,10.58,17.79,56.69,4.97,33.84,19.32,47.15,40.72,6.3,0,0,36.8,22.25,0,0,0,36.58,49.06,0,0,18.46,0,1.77,0,0,0,0,0,48.92,43.55,0,0,0,0,0,117.04,392.03,91.77,0,0,0.97,0,0,0,0,12.18,100.79,78.57,6.74,89.88,65.41,0,5.45,0,0,19.53,3.05,0,0,0,0,0

73,18:00-18:15,326.56,0,0,0,10.08,142.77,0,0,9.26,32.25,8.34,174.74,0,0,24.77,10.58,17.79,56.69,4.97,33.84,19.32,47.15,40.72,12.6,0,0,36.8,22.25,0,0,0,36.58,49.06,0,0,18.46,0,1.77,0,0,0,0,0,48.92,47.18,0,0,0,0,0,117.04,392.03,91.77,0,0,0.97,0,0,0,0,18.26,100.79,78.57,6.74,89.23,65.41,0,5.45,0,0,29.3,3.05,0,0,0,0,0

74,18:15-18:30,326.56,0,0,0,10.08,142.77,0,0,9.26,32.25,8.34,174.74,0,0,24.77,21.17,17.79,56.69,4.97,33.84,19.32,47.15,40.72,12.6,0,0,36.8,22.25,0,0,0,36.58,49.06,0,0,18.46,0,1.77,0,0,0,0,0,53.36,50.81,0,0,0,0,0,117.04,392.03,91.77,0,0,0.97,0,0,0,0,18.26,100.79,78.57,6.74,89.23,65.41,0,5.45,0,0,29.3,3.05,0,0,0,0,0

75,18:30-18:45,326.56,0,0,0,10.08,142.77,0,0,9.26,32.25,8.34,174.74,0,0,24.77,42.29,17.79,56.69,4.97,33.81,19.32,47.15,40.72,12.6,0,0,36.8,22.25,0,0,0,36.58,49.06,0,0,18.46,0,1.77,0,0,0,0,0,53.36,54.44,0,0,0,0,0,117.04,392.03,91.77,0,0,0.97,0,0,0,0,18.26,100.79,78.57,6.74,89.23,65.41,0,5.45,0,0,29.3,3.05,0,0,0,0,0

76,18:45-19:00,283.05,0,0,0,22.38,142.77,0,0,9.26,32.25,8.38,176.38,0,0,24.77,43.26,17.79,57.48,4.97,35.59,19.32,49.31,41.51,19.76,0,0,38.79,22.25,0,0,0,36.58,49.06,0,0,18.46,0,1.78,0,0,0,0,0,76.15,54.44,0,0,0,0,0,117.04,392.03,91.77,0,0,0.97,0,0,0,0,19.41,100.79,78.57,6.91,89.23,65.41,0,5.45,0,0,29.3,3.05,0,0,0,0,0

77,19:00-19:15,393.81,0,0,0,22.38,142.77,0,0,9.26,32.25,8.38,176.38,0,0,24.77,43.26,13.81,57.48,39.75,35.59,19.32,49.31,41.51,19.76,0,0,38.79,17.43,0,0,0,28.21,49.06,0,0,14.56,0,1.6,0,0,0,0,0,76.15,54.44,0,0,0,0,0,119.92,392.03,93.7,0,0,1.07,0,0,0,0,19.41,110.11,78.57,6.91,91.91,65.41,0,4.83,0,0,29.3,5.33,0,0,0,0,0

78,19:15-19:30,512.6,0,0,0,22.38,142.77,0,0,9.26,32.25,8.38,176.38,0,0,24.77,43.26,15.75,57.48,47.77,35.59,19.32,49.31,41.51,19.76,0,0,38.79,19.35,0,0,0,31.49,49.06,0,0,16.07,0,1.6,0,0,0,0,0,76.15,54.44,0,0,0,0,0,119.92,392.03,93.7,0,0,1.07,0,0,0,0,19.41,111.12,78.57,6.91,91.91,65.41,0,4.83,0,0,29.3,5.33,0,0,0,0,0

79,19:30-19:45,512.6,0,0,0,22.38,142.77,0,0,9.26,32.25,8.38,176.38,0,0,24.77,43.26,15.75,57.48,84.05,35.59,19.32,49.31,41.51,19.76,0,0,38.79,21.29,0,0,0,33.87,49.06,0,0,16.49,0,1.6,0,0,0,0,0,76.15,54.44,0,0,0,0,0,119.92,392.03,93.7,0,0,1.07,0,0,0,0,19.41,109.8,78.57,6.91,91.91,65.41,0,4.83,0,0,29.3,5.33,0,0,0,0,0

80,19:45-20:00,512.6,0,0,0,22.38,142.77,0,0,9.26,32.25,8.38,176.38,0,0,24.77,43.26,15.75,57.48,84.05,35.59,19.32,49.31,41.51,19.76,0,0,38.79,21.29,0,0,0,33.87,49.06,0,0,16.49,0,1.6,0,0,0,0,0,76.15,54.44,0,0,0,0,0,119.92,392.03,93.7,0,0,1.07,0,0,0,0,19.41,109.8,78.57,6.91,91.91,65.41,0,4.83,0,0,29.3,5.33,0,0,0,0,0

81,20:00-20:15,512.6,0,0,0,22.38,142.77,0,0,9.26,32.25,8.38,176.38,0,0,24.77,43.26,15.75,57.48,84.05,35.59,19.32,49.31,41.51,19.76,0,0,38.79,21.29,0,0,0,33.87,49.06,0,0,16.49,0,1.6,0,0,0,0,0,76.15,54.44,0,0,0,0,0,119.92,392.03,93.7,0,0,1.07,0,0,0,0,19.41,113.21,78.57,6.91,91.91,65.41,0,4.83,0,0,29.3,5.33,0,0,0,0,0

82,20:15-20:30,512.6,0,0,0,22.38,142.77,0,0,9.26,32.25,8.38,176.38,0,0,24.77,43.26,19.73,57.48,84.05,35.59,19.32,49.31,41.51,19.76,0,0,38.79,21.29,0,0,0,33.87,49.06,0,0,16.49,0,1.6,0,0,0,0,0,76.15,54.44,0,0,0,0,0,119.92,392.03,93.7,0,0,1.07,0,0,0,0,19.41,115.02,78.57,6.91,91.91,65.41,0,4.83,0,0,29.3,5.33,0,0,0,0,0

83,20:30-20:45,544.23,0,0,0,20.14,142.77,0,0,9.26,32.25,8.34,174.74,0,0,24.77,42.29,19.73,56.69,94.53,33.84,19.32,47.15,40.72,18.89,0,0,36.8,26.65,0,0,0,42.51,49.06,0,0,20.73,0,1.6,0,0,0,0,0,26.68,47.18,0,0,0,0,0,119.92,392.03,93.7,0,0,1.07,0,0,0,0,18.26,116.54,78.57,6.74,91.91,65.41,0,4.83,0,0,29.3,5.33,0,0,0,0,0

84,20:45-21:00,544.23,0,0,0,20.14,142.77,0,0,9.26,32.25,8.34,174.74,0,0,24.77,42.29,19.73,56.69,139.79,33.84,19.32,47.15,40.72,18.89,0,0,36.8,26.65,0,0,0,42.51,49.06,0,0,20.73,0,1.6,0,0,0,0,0,25.2,47.18,0,0,0,0,0,119.92,392.03,93.7,0,0,1.07,0,0,0,0,18.26,118.05,78.57,6.74,91.91,65.41,0,4.83,0,0,29.3,5.33,0,0,0,0,0

85,21:00-21:15,436.98,0,0,0,20.14,142.77,0,0,9.26,32.25,8.34,174.74,0,0,24.77,42.29,19.73,56.69,183.84,33.84,19.32,47.15,40.72,18.89,0,0,36.8,26.65,0,0,0,42.51,49.06,0,0,20.73,0,1.6,0,0,0,0,0,28.16,47.18,0,0,0,0,0,119.92,392.03,93.7,0,0,1.07,0,0,0,0,18.26,118.05,78.57,6.74,91.89,65.41,0,4.83,0,0,29.3,5.33,0,0,0,0,0

86,21:15-21:30,441.65,0,0,0,22.38,142.77,0,0,9.26,32.25,8.38,176.38,0,0,24.77,43.26,19.73,57.48,183.84,35.59,19.32,49.31,41.51,19.76,0,0,38.79,26.65,0,0,0,42.51,49.06,0,0,20.73,0,1.6,0,0,0,0,0,76.15,54.44,0,0,0,0,0,119.92,392.03,93.7,0,0,1.07,0,0,0,0,19.41,104.7,78.57,6.91,91.89,65.41,0,4.83,0,0,29.3,5.33,0,0,0,0,0

87,21:30-21:45,494.93,0,0,0,22.38,142.77,0,0,9.26,32.25,8.38,176.38,0,0,24.77,43.26,19.73,57.48,183.84,35.59,19.32,49.31,41.51,19.76,0,0,38.79,26.65,0,0,0,42.51,49.06,0,0,20.73,0,1.6,0,0,0,0,0,76.15,54.44,0,0,0,0,0,119.92,392.03,93.7,0,0,1.07,0,0,0,0,19.41,105.65,78.57,6.91,91.89,65.41,0,4.83,0,0,29.3,5.33,0,0,0,0,0

88,21:45-22:00,494.93,0,0,0,22.38,142.77,0,0,9.26,32.25,8.38,176.38,0,0,24.77,43.26,19.73,57.48,183.84,35.59,19.32,49.31,41.51,19.76,0,0,38.79,26.65,0,0,0,42.51,49.06,0,0,20.73,0,1.6,0,0,0,0,0,76.15,54.44,0,0,0,0,0,119.92,392.03,93.7,0,0,1.07,0,0,0,0,19.41,105.65,78.57,6.91,91.89,65.41,0,4.83,0,0,29.3,5.33,0,0,0,0,0

89,22:00-22:15,494.93,0,0,0,22.38,142.77,0,0,9.26,32.25,8.38,176.38,0,0,24.77,43.26,19.73,57.48,183.84,35.59,19.32,49.31,41.51,19.76,0,0,38.79,26.65,0,0,0,42.51,49.06,0,0,20.73,0,1.6,0,0,0,0,0,76.15,54.44,0,0,0,0,0,119.92,392.03,93.7,0,0,1.07,0,0,0,0,19.41,105.65,78.57,6.91,91.89,65.41,0,4.83,0,0,29.3,5.33,0,0,0,0,0

90,22:15-22:30,494.93,0,0,0,22.38,142.77,0,0,9.26,32.25,8.38,176.38,0,0,24.77,43.26,19.73,57.48,183.84,35.59,19.32,49.31,41.51,19.76,0,0,38.79,26.65,0,0,0,42.51,49.06,0,0,20.73,0,1.6,0,0,0,0,0,76.15,54.44,0,0,0,0,0,119.92,392.03,93.7,0,0,1.07,0,0,0,0,19.41,105.65,78.57,6.91,91.89,65.41,0,4.83,0,0,29.3,5.33,0,0,0,0,0

91,22:30-22:45,587.96,0,0,0,10.3,142.77,0,0,9.26,32.25,8.34,174.74,0,0,24.77,42.29,19.73,56.69,183.84,33.84,19.32,47.15,40.72,18.89,0,0,36.8,26.65,0,0,0,42.51,49.06,0,0,20.73,0,1.6,0,0,0,0,0,75.59,47.18,0,0,0,0,0,119.92,392.03,93.7,0,0,1.07,0,0,0,0,18.26,121.07,78.57,6.74,91.89,65.41,0,4.83,0,0,29.3,5.33,0,0,0,0,0

92,22:45-23:00,591.17,0,0,0,10.08,142.77,0,0,9.26,32.25,8.34,174.74,0,0,24.77,42.29,19.73,56.69,183.84,33.84,19.32,47.15,40.72,18.89,0,0,36.8,26.65,0,0,0,42.51,49.06,0,0,20.73,0,1.6,0,0,0,0,0,75.59,47.18,0,0,0,0,0,119.92,392.03,93.7,0,0,1.07,0,0,0,0,18.26,121.07,78.57,6.74,91.89,65.41,0,4.83,0,0,29.3,5.33,0,0,0,0,0

93,23:00-23:15,591.17,0,0,0,10.08,142.77,0,0,9.26,32.25,8.34,174.74,0,0,24.77,42.29,19.73,56.69,183.84,33.84,19.32,47.15,40.72,18.89,0,0,36.8,26.65,0,0,0,42.51,49.06,0,0,20.73,0,1.6,0,0,0,0,0,75.59,47.18,0,0,0,0,0,119.92,392.03,93.7,0,0,1.07,0,0,0,0,18.26,121.07,78.57,6.74,91.89,65.41,0,4.83,0,0,29.3,5.33,0,0,0,0,0

94,23:15-23:30,591.17,0,0,0,10.08,142.77,0,0,9.26,32.25,8.34,174.74,0,0,24.77,42.29,19.73,56.69,183.84,33.84,19.32,47.15,40.72,18.89,0,0,36.8,26.65,0,0,0,42.51,49.06,0,0,20.73,0,1.6,0,0,0,0,0,75.59,47.18,0,0,0,0,0,119.92,392.03,93.7,0,0,1.07,0,0,0,0,18.26,121.07,78.57,6.74,91.89,65.41,0,4.83,0,0,29.3,5.33,0,0,0,0,0

95,23:30-23:45,591.17,0,0,0,10.08,142.77,0,0,9.26,32.25,8.34,174.74,0,0,24.77,42.29,19.73,56.69,183.84,33.84,19.32,47.15,40.72,18.89,0,0,36.8,26.65,0,0,0,42.51,49.06,0,0,20.73,0,1.6,0,0,0,0,0,75.59,47.18,0,0,0,0,0,119.92,392.03,93.7,0,0,1.07,0,0,0,0,18.26,121.07,78.57,6.74,91.89,65.41,0,3.59,0,0,29.3,5.33,0,0,0,0,0

96,23:45-24:00,591.17,0,0,0,10.08,142.77,0,0,9.26,32.25,8.34,174.74,0,0,24.77,42.29,19.73,56.69,183.84,33.84,19.07,47.15,40.72,18.89,0,0,36.8,26.65,0,0,0,42.51,49.06,0,0,20.73,0,1.6,0,0,0,0,0,75.59,47.18,0,0,0,0,0,119.92,392.03,93.7,0,0,1.07,0,0,0,0,18.26,121.07,78.57,6.74,91.89,65.41,0,3.59,0,0,29.3,5.33,0,0,0,0,0

