Block,Time,KOTESHWR,NLCTS2EXP,RIHAND3,RSTPSU7,SINGRAULI_HYDRO,UNCHAHAR1,ANTA_LF,BSIUL,DADRT2,DHAULIGNGA,JHAJJAR,MAPS,RSTPSU1TO6,SIMHST1,TANAKPUR,UNCHAHAR3,UNCHAHAR4,URI,URI2,ANTA_GF,DADRI_GF,DULHASTI,KGSU3AND4,KHSTPP-I,KHSTPP-II,KOLDAM,TALST2,CHAMERA1,KGSU1AND2,NAPP,NLCEXP,NTPL,RAPPC,SALAL,SASAN,TelanganaSTPP,UNCHAHAR2,NNTPP,RIHAND1,SINGRAULI,TALA,AURY_CRF,AURY_GF,CHAMERA3,FSTPP I & II,KISHANGANGA,RAPPB,RIHAND2,SEWA2,SIMHST2,TEHRI,AURY_RF,DADRI_LF,BRBCL,CHAMERA2,KUDGI,NJPC,NLCIIST2,RAMPUR,VALLURNTECL,ANTA_CRF,DADRI_CRF,KKNP,KKNPPU2,NLCIIST1,PARBATI3,TANDA2,ANTA_RF,AURY_LF,DADRI_RF
18,04:15-04:30,9.66,0,60.92,0,0,20.96,0,6.52,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.05,32.51,0,0,53.79,0,33.69,98.87,4.85,0,28.1,0,44.62,0,0,60.53,79.6,303.75,0,43.71,0,40.13,101.27,4,0,0,21.37,20.8,4.32,0,121.71,17.37,0,35.44,78.06,0,20,44.22,0,167.1,0,3.54,0,0,0,0,0,0,15.46,2.89,48.13,0,97.42

19,04:30-04:45,9.66,0,60.92,0,0,20.96,0,6.52,686.07,0,413.81,0,0,0,8.33,27.05,1.62,47.47,32.51,0,0,53.79,0,33.69,98.87,4.85,0,28.1,0,44.62,0,0,60.53,79.6,303.75,0,43.71,0,40.13,101.27,3.91,0,0,21.37,20.8,4.32,0,121.71,17.37,0,35.44,78.06,0,20,31.33,0,167.1,0,3.54,0,0,0,0,0,0,15.46,2.89,48.13,0,97.42

20,04:45-05:00,9.66,0,60.92,0,0,20.96,0,6.52,686.07,0,413.81,0,0,0,8.33,27.05,1.62,47.47,32.51,0,0,53.79,0,33.69,98.87,4.85,0,28.1,0,44.62,0,0,60.53,79.6,303.75,0,43.71,0,40.13,101.27,3.76,0,0,21.37,20.8,4.32,0,121.71,17.37,0,35.44,78.06,0,20,31.33,0,167.1,0,3.54,0,0,0,0,0,0,15.46,2.89,48.13,0,97.42

21,05:00-05:15,9.66,0,60.92,0,0,20.96,0,13.04,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.05,32.51,0,0,53.79,0,33.69,98.87,4.85,0,28.1,0,44.62,0,0,60.53,79.6,303.75,0,43.71,0,40.13,101.27,3.82,0,0,21.37,20.8,4.32,0,121.71,17.37,0,34.72,78.06,0,20,31.33,0,167.1,0,3.54,0,0,0,0,0,0,3.94,2.89,48.13,0,97.42

22,05:15-05:30,9.66,0,60.92,0,0,20.96,0,13.04,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.05,32.51,0,0,53.79,0,33.69,98.87,4.85,0,28.1,0,44.62,0,0,60.53,79.6,303.75,0,43.71,0,40.13,101.27,3.43,0,0,21.37,20.8,4.32,0,121.71,17.37,0,34.72,78.06,0,20,31.33,0,167.1,0,3.54,0,0,0,0,0,0,5.62,2.89,48.13,0,97.42

23,05:30-05:45,9.66,0,60.92,0,0,20.96,0,13.04,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.05,32.51,0,0,53.79,0,33.69,98.87,4.85,0,28.1,0,44.62,0,0,60.53,79.6,303.75,0,43.71,0,40.13,101.27,3,0,0,21.37,20.8,4.32,0,121.71,17.37,0,34.72,78.06,0,20,31.33,0,167.1,0,3.54,0,0,0,0,0,0,8.43,2.89,48.13,0,97.42

24,05:45-06:00,9.66,0,60.92,0,0,20.96,0,13.04,686.07,0,413.81,0,0,0,8.33,27.05,1.62,47.47,32.51,0,0,53.79,0,33.69,98.87,4.85,0,28.1,0,44.62,0,0,60.53,79.6,303.75,0,43.71,0,40.13,101.27,2.53,0,0,21.37,20.8,4.32,0,121.71,17.37,0,34.43,78.06,0,20,31.33,0,167.1,0,3.54,0,0,0,0,0,0,54.11,2.89,48.13,0,97.42

25,06:00-06:15,9.66,0,60.92,0,0,20.96,0,13.04,686.07,0,413.81,0,0,0,8.33,27.05,1.62,47.47,32.51,0,0,53.79,0,33.69,98.87,4.85,0,28.1,0,44.62,0,0,60.53,79.6,303.75,0,43.71,0,40.13,101.27,9.03,0,0,21.37,20.8,4.32,0,121.71,17.37,0,20.09,77.81,0,20,31.33,0,167.1,0,3.54,0,0,0,0,0,0,54.11,2.89,46.96,0,97.42

26,06:15-06:30,9.66,0,60.92,0,0,20.96,0,13.04,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.05,32.51,0,0,53.79,0,33.69,98.87,4.85,0,28.1,0,44.62,0,0,60.53,79.6,303.75,0,43.71,0,40.13,101.27,8.91,0,0,21.37,20.8,4.32,0,121.71,17.37,0,17,77.81,0,20,31.33,0,167.1,0,3.54,0,0,0,0,0,0,54.11,2.89,46.96,0,97.42

27,06:30-06:45,9.66,0,60.92,0,0,20.96,0,13.04,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.05,32.51,0,0,53.79,0,33.69,98.87,4.85,0,28.1,0,44.62,0,0,60.53,79.6,303.75,0,43.71,0,40.13,101.27,9.5,0,0,21.37,20.8,4.32,0,121.71,17.37,0,17,77.81,0,20,31.33,0,167.1,0,3.54,0,0,0,0,0,0,54.11,2.89,46.96,0,97.42

28,06:45-07:00,9.66,0,60.92,0,0,20.96,0,13.04,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.05,32.51,0,0,53.79,0,33.69,98.87,4.85,0,28.1,0,44.62,0,0,60.53,79.6,303.75,0,43.71,0,40.13,101.27,9.5,0,0,21.37,20.8,4.32,0,121.71,17.37,0,17,77.81,0,20,31.33,0,167.1,0,3.54,0,0,0,0,0,0,54.11,2.89,46.96,0,97.42

29,07:00-07:15,9.66,0,60.92,0,0,20.96,0,13.04,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.05,32.51,0,0,53.79,0,33.69,98.87,4.85,0,28.1,0,44.62,0,0,60.53,79.6,303.75,0,43.71,0,40.13,101.27,9.47,0,0,21.37,20.8,4.32,0,121.71,17.37,0,17,77.81,0,20,28.34,0,167.1,0,3.54,0,0,0,0,0,0,54.11,2.89,46.96,0,97.42

30,07:15-07:30,9.66,0,60.92,0,0,20.96,0,13.04,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.05,32.51,0,0,53.79,0,33.69,98.87,4.85,0,28.1,0,44.62,0,0,60.53,79.6,303.75,0,43.71,0,40.13,101.27,9.58,0,0,21.37,20.8,4.32,0,121.71,17.37,0,17,77.81,0,20.01,28.34,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.96,0,97.42

31,07:30-07:45,9.66,0,60.92,0,0,20.96,0,13.04,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.05,32.51,0,0,53.79,0,33.69,98.87,4.85,0,28.1,0,44.62,0,0,60.53,79.6,303.75,0,43.71,0,40.13,101.27,9.67,0,0,21.37,20.8,4.32,0,121.71,17.37,0,17,77.81,0,20.01,28.34,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.96,0,97.42

32,07:45-08:00,9.66,0,60.92,0,0,20.96,0,13.04,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.05,32.51,0,0,53.79,0,33.69,98.87,4.85,0,28.1,0,44.62,0,0,60.53,79.6,303.75,0,43.71,0,40.13,101.27,9.79,0,0,21.37,20.8,4.32,0,121.71,17.37,0,17,77.81,0,20.01,28.34,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.96,0,97.42

33,08:00-08:15,9.66,0,60.92,0,0,20.96,0,6.52,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.05,32.51,0,0,53.79,0,33.69,98.87,4.85,0,14.05,0,44.62,0,0,60.53,79.6,303.75,0,43.71,0,40.13,101.27,9.82,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.81,0,20.01,28.34,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.96,0,94.95

34,08:15-08:30,9.66,0,60.92,0,0,20.96,0,6.52,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.05,32.51,0,0,53.79,0,33.69,98.87,4.85,0,14.05,0,44.62,0,0,60.53,79.6,303.75,0,43.71,0,40.13,101.27,11.94,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.81,0,20.01,28.34,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.96,0,94.95

35,08:30-08:45,9.66,0,60.92,0,0,20.96,0,6.52,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.05,32.51,0,0,53.79,0,33.69,98.87,4.85,0,14.05,0,44.62,0,0,60.53,79.6,303.75,0,43.71,0,40.13,101.27,11.9,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.81,0,20.01,28.34,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.96,0,94.95

36,08:45-09:00,9.66,0,60.92,0,0,20.96,0,6.52,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.05,32.51,0,0,53.79,0,33.69,98.87,4.85,0,14.05,0,44.62,0,0,60.53,79.6,303.75,0,43.71,0,40.13,101.27,11.85,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.81,0,20.01,28.34,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.96,0,94.95

37,09:00-09:15,9.66,0,60.92,0,0,20.96,0,6.52,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.05,32.51,0,0,53.79,0,33.69,98.87,4.85,0,14.05,0,44.62,0,0,60.53,79.6,303.75,0,43.71,0,40.13,101.27,11.67,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.81,0,20.01,28.34,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.96,0,94.95

38,09:15-09:30,9.66,0,60.92,0,0,20.96,0,6.52,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.05,32.51,0,0,53.79,0,33.69,98.87,4.85,0,14.05,0,44.62,0,0,60.53,79.6,303.75,0,43.71,0,40.13,101.27,11.82,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.81,0,20.01,28.34,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.96,0,94.95

39,09:30-09:45,9.66,0,60.92,0,0,20.96,0,6.52,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.05,32.51,0,0,53.79,0,33.69,98.87,4.85,0,14.05,0,44.62,0,0,60.53,79.6,303.75,0,43.71,0,40.13,101.27,11.43,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.81,0,20.01,26.85,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.96,0,94.95

40,09:45-10:00,9.66,0,60.92,0,0,20.96,0,6.52,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.05,32.51,0,0,53.79,0,33.69,98.87,3.64,0,14.05,0,44.62,0,0,60.53,79.6,303.75,0,43.71,0,40.13,101.27,11.43,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.81,0,20.01,26.85,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.96,0,94.95

41,10:00-10:15,9.66,0,81.23,0,0,20.96,0,6.52,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,3.64,0,14.05,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,10.96,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.81,0,20.01,26.85,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.72,0,94.95

42,10:15-10:30,0,0,88,0,0,20.96,0,0,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,3.64,0,0,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,10.96,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.81,0,20.01,26.85,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.72,0,94.95

43,10:30-10:45,0,0,88,0,0,20.96,0,0,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,3.64,0,0,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,10.96,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.81,0,20.01,26.85,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.72,0,94.95

44,10:45-11:00,0,0,94.77,0,0,20.96,0,0,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,3.64,0,0,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,10.96,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.81,0,20.01,26.85,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.72,0,94.95

45,11:00-11:15,0,0,94.77,0,0,20.96,0,0,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,3.64,0,0,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,10.96,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.81,0,20.01,22.38,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.72,0,94.95

46,11:15-11:30,9.66,0,101.54,0,0,20.96,0,6.52,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,2.43,0,0,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,10.96,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.81,0,20.01,22.38,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.72,0,94.95

47,11:30-11:45,9.66,0,101.54,0,0,20.96,0,6.52,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,2.43,0,0,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,10.68,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.81,0,20.01,22.38,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.72,0,94.95

48,11:45-12:00,9.66,0,108.31,0,0,20.96,0,6.52,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,2.43,0,0,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,10.68,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.81,0,20.01,22.38,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.72,0,94.95

49,12:00-12:15,9.66,0,115.07,0,0,20.96,0,13.04,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,2.43,0,0,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,10.68,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.58,0,20.01,22.38,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.37,0,94.95

50,12:15-12:30,9.66,0,121.85,0,0,20.96,0,13.04,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,2.43,0,0,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,10.68,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.58,0,20.01,22.38,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.37,0,94.95

51,12:30-12:45,9.66,0,127.6,0,0,20.96,0,13.04,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,2.43,0,0,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,10.68,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.58,0,20.01,22.38,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.37,0,94.95

52,12:45-13:00,9.66,0,127.6,0,0,20.96,0,13.04,686.07,0,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,2.43,0,0,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,10.68,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.58,0,20.01,22.38,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.37,0,94.95

53,13:00-13:15,9.66,0,127.6,0,0,20.96,0,6.52,686.07,10.05,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,2.43,0,0,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,12.35,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.58,0,20.01,22.38,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.37,0,94.95

54,13:15-13:30,9.66,0,127.6,0,0,20.96,0,6.52,686.07,20.11,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,2.43,0,0,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,12.35,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.58,0,20.01,22.38,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.37,0,94.95

55,13:30-13:45,9.66,0,127.6,0,0,20.96,0,6.52,686.07,30.16,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,2.43,0,0,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,12.35,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.58,0,20.01,22.38,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.37,0,94.95

56,13:45-14:00,9.66,0,127.6,0,0,20.96,0,6.52,686.07,40.4,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,2.43,0,0,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,12.35,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.58,0,20.01,22.38,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.37,0,94.95

57,14:00-14:15,9.66,0,127.6,0,0,20.96,0,6.52,686.07,40.4,413.81,0,0,0,8.33,27.05,1.62,43.61,32.51,0,0,53.79,0,33.69,98.87,2.43,0,0,0,44.62,0,0,60.53,79.6,326.25,0,43.71,0,40.13,101.27,12.35,0,0,21.37,20.8,4.32,0,121.71,17.37,0,0,77.58,0,20.01,28.34,0,167.1,0,3.54,0,0,0,0,0,0,17.56,2.89,46.37,0,96.19

