Block,Time,L_NR_2020_07,L_NR_2021_12,L_NR_2021_17,L_NR_2022_10,L_NR_2019_05,L_NR_2019_06,L_NR_2018_61,L_NR_2012_07,SH-06,LT_MEJA_Delhi,SH-07,L_NR_2019_19,L_NR_2020_06,L_NR_2019_07,L_NR_2021_13,L_NR_2012_02,L_NR_2020_02,L_NR_2021_16,L_NR_2022_08,L_NR_2020_05,L_NR_2012_01,LT-59,LT-31,LT-05,L_NR_2021_15,LT-35,L_NR_2021_14,LT-36,L_NR_2012_04,L_NR_2022_09,L_NR_2019_11
21,05:00-05:15,9.32,0,0,32,0,0,4.42,50.800000,0.000000,5.810000,0.000000,0.000000,9.34,0,0,205.560000,4.270000,0,4.67,28.01,101.240000,4.470000,0.000000,116.050000,0,0.000000,0,0.000000,271.830000,32,3.690000

22,05:15-05:30,9.26,0,0,32.1,0,0,4.43,50.800000,0.000000,5.810000,0.000000,0.000000,9.26,0,0,230.380000,4.270000,0,4.32,27.78,101.240000,4.470000,0.000000,116.050000,0,0.000000,0,0.000000,271.830000,32.1,3.690000

23,05:30-05:45,9.12,0,0,31.29,0,0,4.45,50.800000,0.000000,5.810000,0.000000,0.000000,9.13,0,0,261.530000,4.270000,0,3.67,27.39,101.240000,4.470000,0.000000,116.050000,0,0.000000,0,0.000000,271.830000,31.29,3.690000

24,05:45-06:00,9.04,0,0.03,30.47,0,0,4.59,50.800000,0.000000,5.810000,0.000000,2.100000,9.03,0,0,261.530000,4.270000,0.06,3.62,27.11,101.240000,4.470000,0.000000,116.050000,0,0.000000,0,0.000000,271.830000,30.47,3.690000

25,06:00-06:15,9.06,0.37,0.58,26.98,2.58,6.11,4.4,62.780000,0.000000,5.810000,0.000000,7.200000,9.06,1.32,0.07,261.530000,4.180000,1.17,3.48,27.18,101.240000,4.350000,0.020000,70.540000,0.13,0.020000,0.03,0.020000,271.830000,26.98,3.690000

26,06:15-06:30,9.08,3.88,1.9,25.41,7.45,12.96,4.42,62.780000,0.000000,5.810000,0.000000,11.190000,9.06,3.67,0.77,236.720000,4.180000,3.79,3.53,27.19,101.240000,4.350000,0.130000,70.540000,0.8,0.130000,0.03,0.130000,271.830000,25.41,3.690000

27,06:30-06:45,9.03,9.73,3.68,23.96,14.45,21.36,4.59,52.220000,0.000000,5.810000,0.000000,15.910000,9.02,10.63,1.95,236.720000,4.180000,7.36,4.17,27.08,101.240000,4.350000,0.490000,70.540000,2.08,0.490000,1.32,0.500000,271.830000,23.96,3.690000

28,06:45-07:00,8.98,17.6,5.67,23.1,25.48,33,4.6,52.220000,0.000000,5.810000,0.000000,21.390000,8.99,16.43,3.52,236.720000,4.180000,11.35,4.11,26.97,101.240000,4.350000,1.030000,70.540000,3.92,1.030000,3.89,1.060000,271.830000,23.1,3.690000

29,07:00-07:15,8.79,29.72,11.67,21.97,33,33,4.54,50.800000,0.000000,5.810000,0.000000,27.870000,8.79,24.65,5.94,236.720000,4.180000,23.33,4.08,26.38,101.240000,4.350000,1.780000,116.050000,6.42,1.780000,7.61,1.830000,271.830000,21.97,3.690000

30,07:15-07:30,8.66,44.29,16.67,18.59,31,31,4.49,50.800000,0.000000,5.810000,0.000000,35.140000,8.64,31,8.86,195.460000,4.180000,33.33,4.05,25.93,101.240000,4.350000,2.720000,70.540000,9.51,2.720000,12.68,2.790000,231.960000,18.59,3.690000

31,07:30-07:45,8.37,62.2,23,15.46,31,31,4.51,50.800000,0.000000,5.810000,0.000000,41.070000,8.38,31,12.44,195.460000,4.180000,46,4.02,25.12,101.240000,4.350000,3.960000,70.540000,12.81,3.960000,18.96,4.060000,193.300000,15.46,3.690000

32,07:45:08:00,8.15,82.04,26.66,12.98,31,31,4.54,50.800000,0.000000,5.810000,0.000000,49.980000,8.14,31,16.41,183.720000,4.180000,53.34,3.95,24.42,101.240000,4.350000,5.180000,70.540000,16.26,5.180000,26.09,5.310000,193.300000,12.98,3.690000

33,08:00-08:15,7.61,103.83,32.33,11.9,31.33,31.34,4.42,50.800000,0.000000,5.810000,0.000000,58.480000,7.61,31.33,20.77,183.720000,4.180000,64.67,4.03,22.82,72.250000,4.190000,6.350000,70.540000,23.63,6.350000,34,6.500000,222.300000,11.9,3.610000

34,08:15-08:30,7.12,126.17,34.66,11.42,31.33,31.34,4.43,50.800000,0.000000,5.810000,0.000000,66.600000,7.13,31.33,25.23,183.720000,4.180000,69.34,3.94,21.38,53.160000,4.190000,7.520000,70.540000,27.85,7.520000,42.63,7.720000,222.300000,11.42,3.610000

35,08:30-08:45,6.66,147.13,36,11.84,31.33,31.34,4.45,50.800000,0.000000,5.810000,0.000000,75.060000,6.65,31.33,29.42,183.720000,4.180000,72,3.83,19.96,82.150000,4.190000,8.530000,70.540000,31.78,8.530000,48.94,8.750000,222.300000,11.84,3.610000

36,08:45:09:00,6.23,158.8,39.33,13.16,31.33,31.34,4.59,50.800000,0.000000,5.810000,0.000000,84.050000,6.22,31.33,31.76,183.720000,4.180000,78.67,3.68,18.67,101.240000,4.190000,9.760000,70.540000,35.23,9.760000,56.51,10.000000,222.300000,13.16,3.610000

37,09:00:09:15,6.79,175.14,40.66,12.36,31.33,31.34,4.4,50.800000,0.000000,5.810000,0.000000,94.580000,6.79,31.33,35.03,183.720000,4.090000,81.34,3.51,20.38,101.240000,4.190000,10.790000,70.540000,38.01,10.790000,62.63,11.060000,241.620000,12.36,3.610000

38,09:15-09:30,6.8,191.96,42.66,12.34,31.33,31.34,4.42,50.800000,0.000000,5.810000,0.000000,100.060000,6.79,31.33,38.39,183.720000,4.090000,85.34,3.35,20.38,101.240000,4.190000,11.540000,70.540000,40.24,11.540000,69.11,11.830000,271.830000,12.34,3.610000

39,09:30-09:45,6.76,207.65,44.66,12.47,31.33,31.34,4.59,50.800000,0.000000,5.810000,0.000000,103.960000,6.77,31.33,41.53,138.070000,4.470000,89.34,3.36,20.31,101.240000,4.190000,12.370000,70.540000,42.95,12.370000,74.87,12.680000,271.830000,12.47,4.220000

40,09:45-10:00,6.71,224.26,46.66,12.56,31.33,31.34,4.87,50.800000,0.000000,5.810000,0.000000,107.390000,6.71,31.33,44.85,138.070000,4.470000,93.34,3.47,20.13,101.240000,4.190000,13.200000,70.540000,45.4,13.200000,79.88,13.540000,271.830000,12.56,4.220000

41,10:00-10:15,6.81,229.63,46.66,12.52,31.33,31.34,5.31,50.800000,0.000000,5.810000,0.000000,111.100000,6.81,31.33,45.93,164.840000,4.370000,93.34,3.56,20.42,101.240000,4.190000,13.940000,70.540000,47.44,13.940000,84.73,14.290000,271.830000,12.52,4.220000

42,10:15-10:30,6.78,229.63,47,12.75,31.33,31.34,5.41,50.800000,0.000000,5.810000,0.000000,115.060000,6.78,31.33,45.93,164.840000,4.370000,94,3.53,20.34,101.240000,4.190000,14.580000,70.540000,48.76,14.580000,89.26,14.950000,271.830000,12.75,4.220000

43,10:30-10:45,6.74,229.63,45.66,12.62,31.33,31.34,5.69,50.800000,0.000000,5.810000,0.000000,118.420000,6.75,31.33,45.93,164.840000,4.370000,91.34,3.52,20.25,101.240000,4.510000,15.120000,70.540000,49.46,15.120000,92.35,15.500000,271.830000,12.62,4.220000

44,10:45-11:00,6.73,229.63,44.66,12.58,31.33,31.34,5.74,50.800000,0.000000,5.810000,0.000000,120.850000,6.72,31.33,45.93,164.840000,4.370000,89.34,3.55,20.17,101.240000,4.510000,15.590000,70.540000,49.89,15.590000,93.87,15.980000,271.830000,12.58,4.220000

45,11:00-11:15,6.74,229.63,44.33,12.5,31.33,31.34,6.18,50.800000,0.000000,5.810000,0.000000,121.560000,6.73,31.33,45.93,201.390000,4.370000,88.67,3.64,20.19,101.240000,4.510000,16.000000,70.540000,49.87,16.000000,94.95,16.400000,271.830000,12.5,4.220000

46,11:15-11:30,6.76,229.63,43.66,12.51,31.33,31.34,6.21,50.800000,0.000000,5.810000,0.000000,119.830000,6.75,31.33,45.93,201.390000,4.370000,87.34,3.5,20.25,101.240000,4.510000,16.330000,70.540000,50,16.330000,95.51,16.730000,271.830000,12.51,4.220000

47,11:30-11:45,6.73,229.63,43.33,12.34,31.33,31.34,6.33,50.800000,0.000000,5.810000,0.000000,115.550000,6.74,31.33,45.93,201.390000,4.370000,86.67,3.62,20.21,101.240000,4.510000,16.550000,70.540000,50,16.550000,95.58,16.960000,271.830000,12.34,4.220000

48,11:45-12:00,6.78,229.63,43,12.51,31.33,31.34,6.53,50.800000,0.000000,5.810000,0.000000,109.900000,6.8,31.33,45.93,201.390000,4.370000,86,3.54,20.39,101.240000,4.510000,16.890000,70.540000,49.92,16.890000,95.56,17.320000,271.830000,12.51,4.220000

49,12:00-12:15,6.73,229.63,43,12.53,31.33,31.34,6.6,50.800000,0.000000,5.810000,0.000000,108.320000,6.73,31.33,45.93,201.390000,4.270000,86,3.5,20.18,101.240000,4.510000,16.930000,70.540000,48.96,16.930000,95.55,17.350000,271.830000,12.53,4.220000

50,12:15-12:30,6.78,229.63,42.66,12.55,31.33,31.34,7.04,52.220000,0.000000,5.810000,0.000000,106.290000,6.8,31.33,45.93,261.530000,4.270000,85.34,3.5,20.39,101.240000,4.510000,16.960000,70.540000,47.74,16.960000,95.58,17.380000,271.830000,12.55,4.220000

51,12:30-12:45,6.91,229.63,42.66,12.88,31.33,31.34,6.71,52.220000,0.000000,5.810000,0.000000,105.710000,6.9,31.33,45.93,261.530000,4.270000,85.34,3.51,20.71,101.240000,4.510000,18.290000,70.540000,49.56,18.290000,95.56,18.750000,271.830000,12.88,4.220000

52,12:45-13:00,7.26,229.63,41,13.99,31.33,31.34,6.71,52.220000,0.000000,5.810000,0.000000,105.110000,7.25,31.33,45.93,261.530000,4.270000,82,3.47,21.76,101.240000,4.510000,18.350000,70.540000,50,18.350000,95.53,18.810000,271.830000,13.99,4.220000

53,13:00-13:15,7.75,229.63,41,15.46,31.33,31.34,6.71,50.800000,0.000000,5.810000,0.000000,104.200000,7.76,31.33,45.93,220.280000,4.270000,82,3.41,23.28,101.240000,4.510000,18.260000,70.540000,50,18.260000,95.43,18.720000,231.960000,15.46,4.460000

54,13:15-13:30,9.23,229.63,41.33,16.28,31.33,31.34,6.71,50.800000,0.000000,5.810000,0.000000,102.900000,9.24,31.33,45.93,220.280000,4.270000,82.67,3.37,27.72,101.240000,4.510000,18.140000,70.540000,50,18.140000,95.38,18.610000,193.300000,16.28,4.460000

55,13:30-13:45,10.36,229.63,41.66,19.26,31.33,31.34,6.71,50.800000,0.000000,6.940000,0.000000,103.870000,10.35,31.33,45.93,220.280000,4.270000,83.34,3.55,31.06,101.240000,4.510000,17.930000,70.540000,47.66,17.930000,95.42,18.370000,231.960000,19.26,4.460000

56,13:45-14:00,7.43,229.63,42,21.15,31.33,31.34,7.04,50.800000,0.000000,6.940000,0.000000,102.130000,7.43,31.33,45.93,220.280000,4.270000,84,3.42,22.29,101.240000,4.510000,17.480000,70.540000,44.72,17.480000,95.18,17.910000,271.830000,21.15,4.460000

57,14:00-14:15,7.48,229.63,42.33,16.91,31.33,31.34,6.71,58.020000,0.000000,3.470000,0.000000,98.100000,7.48,31.33,45.93,220.280000,4.370000,84.67,3.91,22.43,101.240000,4.510000,17.200000,70.540000,42.64,17.200000,94.23,17.620000,271.830000,16.91,4.460000

58,14:15-14:30,7.45,229.63,39.33,17.63,31.33,31.34,6.71,58.020000,0.000000,3.470000,0.000000,90.920000,7.46,31.33,45.93,261.530000,4.370000,78.67,4.18,22.38,101.240000,4.510000,16.870000,70.540000,39.76,16.870000,93.65,17.300000,271.830000,17.63,4.460000

59,14:30-14:45,7.49,229.63,36.33,18.44,31.33,31.34,6.71,58.020000,0.000000,3.470000,0.000000,82.060000,7.5,31.33,45.93,261.530000,4.650000,72.67,4.36,22.49,101.240000,4.510000,16.100000,70.540000,40.51,16.100000,92.52,16.510000,271.830000,18.44,4.460000

60,14:45-15:00,7.55,229.63,33.66,19.19,31.33,31.34,6.71,62.780000,0.000000,3.470000,0.000000,72.880000,7.54,31.33,45.93,261.530000,4.650000,67.34,4.5,22.62,101.240000,4.510000,15.540000,116.050000,40.48,15.540000,90.64,15.920000,271.830000,19.19,4.460000

61,15:00-15:15,14.22,225.86,33,19.99,31.33,31.34,6.91,62.780000,0.000000,3.470000,0.000000,56.990000,14.22,31.33,45.17,261.530000,4.650000,66,5.16,42.65,101.240000,4.670000,14.840000,116.050000,40.05,14.840000,86.34,15.210000,271.830000,19.99,4.760000

62,15:15-15:30,15.31,229.38,32.33,20.82,31.33,31.34,6.91,62.780000,0.000000,3.470000,0.000000,53.040000,15.32,31.33,45.87,261.530000,4.650000,64.67,6.27,45.95,101.240000,4.670000,13.960000,116.050000,39.2,13.960000,81.39,14.300000,271.830000,20.82,4.760000

63,15:30-15:45,15.81,216.88,30.66,35.12,31.33,31.34,6.9,62.780000,0.000000,3.470000,0.000000,50.020000,15.8,31.33,43.37,261.530000,4.650000,61.34,13.1,47.4,101.240000,4.670000,13.250000,70.540000,40.1,13.250000,76.8,13.570000,271.830000,35.12,3.610000

64,15:45-16:00,16.6,197.57,29.66,36.79,31.33,31.34,6.88,62.780000,0.000000,3.470000,0.000000,47.820000,16.61,31.33,39.51,261.530000,4.650000,59.34,12.84,49.83,101.240000,4.670000,10.450000,70.540000,37.6,10.450000,70.84,10.710000,271.830000,36.79,3.610000

65,16:00-16:15,17.24,180.99,28.66,38.4,31.33,31.34,15.99,62.780000,0.000000,3.470000,0.000000,44.580000,17.23,31.33,36.2,261.530000,5.020000,57.34,12.58,51.7,101.240000,4.670000,9.450000,70.540000,34.79,9.450000,64.85,9.690000,271.830000,38.4,3.610000

66,16:15-16:30,18.06,162.81,28,40.09,31.33,31.34,15.94,62.780000,0.000000,3.470000,0.000000,39.480000,18.07,31.33,32.56,261.530000,5.020000,56,12.33,54.2,101.240000,4.670000,8.770000,70.540000,31.48,8.770000,58.83,8.990000,271.830000,40.09,3.610000

67,16:30-16:45,18.9,142.97,26.66,39.45,31.33,31.34,15.81,62.780000,0.000000,3.470000,0.000000,32.130000,18.9,31.33,28.59,220.280000,5.020000,53.34,12.07,56.7,101.240000,4.670000,7.630000,70.540000,27.43,7.630000,52.2,7.810000,271.830000,39.45,4.610000

68,16:45-17:00,19.1,121.17,23.33,38.43,31.33,31.34,16.16,58.020000,0.000000,3.470000,0.000000,26.230000,19.11,31.33,24.23,220.280000,5.020000,46.67,11.81,57.33,101.240000,4.670000,6.570000,70.540000,23.37,6.570000,45.05,6.730000,271.830000,38.43,4.610000

69,17:00-17:15,19.42,98.66,20.33,36.76,33,33,16.94,58.020000,0.000000,3.470000,0.000000,20.920000,19.42,22.82,19.73,220.280000,5.020000,40.67,8.78,58.26,101.240000,4.670000,5.530000,70.540000,19.59,5.530000,37.57,5.680000,271.830000,36.76,4.610000

70,17:15-17:30,19.74,60.18,16.33,33.43,21.59,33,16.98,50.800000,0.000000,3.470000,0.000000,16.480000,19.73,13.69,12.04,220.280000,5.020000,32.67,9.21,59.2,101.240000,4.670000,4.480000,70.540000,15.97,4.480000,25.87,4.600000,271.830000,33.43,4.610000

71,17:30-17:45,13.98,46.33,11.67,30.08,9.51,18.97,6.79,50.800000,0.000000,3.470000,0.000000,12.520000,13.98,7.98,9.27,220.280000,4.470000,23.33,9.63,41.94,101.240000,4.670000,3.470000,70.540000,12.56,3.470000,19.71,3.560000,271.830000,30.08,4.610000

72,17:45-18:00,13.74,32.38,8.33,29.41,4.76,12.03,6.85,50.800000,0.000000,3.470000,0.000000,8.600000,13.74,2.46,6.48,220.280000,4.470000,16.67,10.11,41.22,101.240000,4.670000,2.550000,70.540000,9.23,2.550000,13.87,2.620000,271.830000,29.41,4.610000

73,18:00-18:15,13.72,19.28,5,30.12,0,0,6.79,50.800000,0.000000,3.470000,0.000000,4.950000,13.74,0,3.85,220.280000,4.470000,10,10.66,41.21,101.240000,4.820000,1.710000,70.540000,6.33,1.710000,8.9,1.760000,271.830000,30.12,4.610000

74,18:15-18:30,14.24,9.87,3.33,31.26,0,0,6.78,58.020000,0.000000,3.470000,0.000000,2.350000,14.25,0,1.97,220.280000,4.470000,6.67,10.75,42.74,101.240000,4.820000,1.200000,70.540000,4,1.200000,5.14,1.240000,271.830000,31.26,4.610000

75,18:30-18:45,14.67,4.68,1.67,34.65,0,0,6.83,58.020000,0.000000,3.470000,0.000000,0.870000,14.66,0,0.94,220.280000,4.470000,3.33,11.54,43.99,101.240000,4.820000,0.000000,70.540000,1.72,0.000000,2.56,0.000000,271.830000,34.65,4.610000

76,18:45-19:00,14.86,2.25,0.67,35.55,0,0,6.85,58.020000,0.000000,3.470000,0.000000,0.100000,14.86,0,0.45,259.020000,4.470000,1.33,12.21,44.58,101.240000,4.820000,0.000000,70.540000,0.39,0.000000,0.79,0.000000,271.830000,35.55,4.610000

77,19:00-19:15,14.67,0.78,0.15,36.05,0,0,6.85,62.780000,0.000000,3.470000,0.000000,0.000000,14.66,0,0.16,261.530000,4.470000,0.29,12.55,43.99,101.240000,4.820000,0.000000,116.050000,0,0.000000,0.03,0.000000,271.830000,36.05,5.380000

78,19:15-19:30,14.35,0.18,0,49.32,0,0,6.73,62.780000,0.000000,3.470000,0.000000,0.000000,14.35,0,0.03,261.530000,4.470000,0,12.94,43.04,101.240000,4.820000,0.000000,116.050000,0,0.000000,0.03,0.000000,271.830000,49.32,5.380000

79,19:30-19:45,22.61,0.03,0,47.98,0,0,6.72,62.780000,0.000000,3.470000,0.000000,0.000000,22.6,0,0,261.530000,4.470000,0,12.37,67.81,101.240000,4.820000,0.000000,116.050000,0,0.000000,0.03,0.000000,271.830000,47.98,5.380000

80,19:45-20:00,22.05,0,0,46.64,0,0,6.72,62.780000,0.000000,3.470000,0.000000,0.000000,22.04,0,0,261.530000,4.470000,0,14.87,66.13,101.240000,4.820000,0.000000,116.050000,0,0.000000,0,0.000000,271.830000,46.64,5.380000

81,20:00-20:15,21.39,0,0,45.29,0,0,6.82,62.780000,0.000000,3.470000,0.000000,0.000000,21.39,0,0,261.530000,4.370000,0,14.5,64.17,101.240000,5.540000,0.000000,116.050000,0,0.000000,0,0.000000,271.830000,45.29,5.380000

82,20:15-20:30,20.93,0,0,43.95,0,0,6.73,62.780000,0.000000,3.470000,0.000000,0.000000,20.94,0,0,261.530000,4.370000,0,13.97,62.81,101.240000,5.540000,0.000000,116.050000,0,0.000000,0,0.000000,271.830000,43.95,5.380000

83,20:30-20:45,20.39,0,0,42.98,0,0,6.77,62.780000,0.000000,3.470000,0.000000,0.000000,20.39,0,0,261.530000,4.370000,0,13.39,61.17,101.240000,5.540000,0.000000,116.050000,0,0.000000,0,0.000000,271.830000,42.98,5.380000

84,20:45-21:00,20.03,0,0,41.89,0,0,6.74,62.780000,0.000000,3.470000,0.000000,0.000000,20.04,0,0,261.530000,4.370000,0,13.02,60.12,101.240000,5.540000,0.000000,116.050000,0,0.000000,0,0.000000,271.830000,41.89,5.380000

85,21:00-21:15,12.57,0,0,40.85,0,0,6.84,62.780000,0.000000,3.470000,0.000000,0.000000,12.56,0,0,261.530000,4.370000,0,8.21,37.69,101.240000,5.380000,0.000000,116.050000,0,0.000000,0,0.000000,271.830000,40.85,5.230000

86,21:15-21:30,12.21,0,0,28.22,0,0,6.81,62.780000,0.000000,3.470000,0.000000,0.000000,12.21,0,0,261.530000,4.370000,0,7.75,36.63,101.240000,5.380000,0.000000,116.050000,0,0.000000,0,0.000000,271.830000,28.22,5.230000

87,21:30-21:45,11.88,0,0,27.55,0,0,6.85,52.610000,0.000000,3.470000,0.000000,0.000000,11.9,0,0,261.530000,4.370000,0,7.48,35.69,101.240000,6.840000,0.000000,116.050000,0,0.000000,0,0.000000,271.830000,27.55,5.230000

88,21:45-22:00,8.06,0,0,26.71,0,0,6.81,52.610000,0.000000,3.470000,0.000000,0.000000,8.06,0,0,261.530000,4.370000,0,7.02,24.18,101.240000,6.840000,0.000000,116.050000,0,0.000000,0,0.000000,271.830000,26.71,5.230000

89,22:00-22:15,8.17,0,0,17.21,0,0,6.81,52.610000,0.000000,3.470000,0.000000,0.000000,8.18,0,0,261.530000,4.270000,0,6.84,24.52,101.240000,6.610000,0.000000,116.050000,0,0.000000,0,0.000000,271.830000,17.21,5.230000

90,22:15-22:30,8.26,0,0,17.87,0,0,6.9,52.610000,0.000000,3.470000,0.000000,0.000000,8.25,0,0,261.530000,4.270000,0,6.61,24.75,101.240000,6.610000,0.000000,116.050000,0,0.000000,0,0.000000,271.830000,17.87,5.230000

91,22:30-22:45,8.28,0,0,17.97,0,0,6.77,52.610000,0.000000,3.470000,0.000000,0.000000,8.29,0,0,261.530000,4.270000,0,7.04,24.86,101.240000,5.440000,0.000000,116.050000,0,0.000000,0,0.000000,271.830000,17.97,5.230000

92,22:45-23:00,8.36,0,0,18.09,0,0,6.85,52.610000,0.000000,3.470000,0.000000,0.000000,8.36,0,0,261.530000,4.270000,0,6.72,25.07,101.240000,5.440000,0.000000,116.050000,0,0.000000,0,0.000000,271.830000,18.09,5.230000

93,23:00-23:15,8.41,0,0,18.12,0,0,6.9,52.610000,0.000000,3.470000,0.000000,0.000000,8.41,0,0,261.530000,4.270000,0,6.54,25.23,101.240000,5.440000,0.000000,116.050000,0,0.000000,0,0.000000,271.830000,18.12,5.000000

94,23:15-23:30,8.48,0,0,19.21,0,0,6.71,52.610000,0.000000,3.470000,0.000000,0.000000,8.49,0,0,261.530000,4.270000,0,6.19,25.47,101.240000,5.440000,0.000000,116.050000,0,0.000000,0,0.000000,271.830000,19.21,5.000000

95,23:30-23:45,8.58,0,0,20.03,0,0,6.71,52.610000,0.000000,3.470000,0.000000,0.000000,8.56,0,0,261.530000,4.270000,0,5.6,25.69,101.240000,5.440000,0.000000,116.050000,0,0.000000,0,0.000000,271.830000,20.03,5.000000

